date,ALLE,ALLE_EPS,PE Ratio
2016-06-21,69.02,0.6,115.03333333333333
2016-06-22,68.84,0.6,114.73333333333335
2016-06-23,69.25,0.6,115.41666666666667
2016-06-24,65.72,0.6,109.53333333333333
2016-06-27,64.02,0.6,106.7
2016-06-28,66.41,0.6,110.68333333333334
2016-06-29,68.01,0.6,113.35000000000001
2016-06-30,69.43,0.6,115.71666666666668
2016-07-01,68.8,0.6,114.66666666666667
2016-07-05,68.01,0.6,113.35000000000001
2016-07-06,68.26,0.6,113.76666666666668
2016-07-07,68.64,0.6,114.4
2016-07-08,69.74,0.6,116.23333333333333
2016-07-11,69.93,0.6,116.55000000000001
2016-07-12,70.53,0.6,117.55000000000001
2016-07-13,70.44,0.6,117.4
2016-07-14,71.01,0.6,118.35000000000001
2016-07-15,71.35,0.6,118.91666666666666
2016-07-18,70.94,0.6,118.23333333333333
2016-07-19,71.84,0.6,119.73333333333335
2016-07-20,71.93,0.6,119.88333333333335
2016-07-21,71.56,0.6,119.26666666666668
2016-07-22,72.34,0.6,120.56666666666668
2016-07-25,71.87,0.6,119.78333333333335
2016-07-26,72.46,0.6,120.76666666666667
2016-07-27,71.88,0.6,119.8
2016-07-28,72.78,0.99,73.51515151515152
2016-07-29,72.39,0.99,73.12121212121212
2016-08-01,72.4,0.99,73.13131313131314
2016-08-02,71.69,0.99,72.41414141414141
2016-08-03,71.05,0.99,71.76767676767676
2016-08-04,71.0,0.99,71.71717171717172
2016-08-05,71.41,0.99,72.13131313131314
2016-08-08,70.98,0.99,71.6969696969697
2016-08-09,71.31,0.99,72.03030303030303
2016-08-10,71.35,0.99,72.07070707070707
2016-08-11,71.81,0.99,72.53535353535354
2016-08-12,72.35,0.99,73.08080808080807
2016-08-15,72.82,0.99,73.55555555555554
2016-08-16,72.23,0.99,72.95959595959596
2016-08-17,71.66,0.99,72.38383838383838
2016-08-18,71.89,0.99,72.61616161616162
2016-08-19,71.28,0.99,72.0
2016-08-22,71.91,0.99,72.63636363636364
2016-08-23,72.18,0.99,72.90909090909092
2016-08-24,71.8,0.99,72.52525252525253
2016-08-25,72.09,0.99,72.81818181818183
2016-08-26,71.58,0.99,72.3030303030303
2016-08-29,72.1,0.99,72.82828282828282
2016-08-30,71.26,0.99,71.97979797979798
2016-08-31,71.22,0.99,71.93939393939394
2016-09-01,71.84,0.99,72.56565656565657
2016-09-02,72.39,0.99,73.12121212121212
2016-09-06,72.07,0.99,72.79797979797979
2016-09-07,70.89,0.99,71.60606060606061
2016-09-08,69.88,0.99,70.58585858585859
2016-09-09,66.83,0.99,67.5050505050505
2016-09-12,67.38,0.99,68.06060606060606
2016-09-13,66.58,0.99,67.25252525252525
2016-09-14,66.09,0.99,66.75757575757576
2016-09-15,66.85,0.99,67.52525252525253
2016-09-16,66.25,0.99,66.91919191919192
2016-09-19,67.37,0.99,68.05050505050505
2016-09-20,67.36,0.99,68.04040404040404
2016-09-21,67.88,0.99,68.56565656565657
2016-09-22,69.05,0.99,69.74747474747474
2016-09-23,68.67,0.99,69.36363636363636
2016-09-26,68.25,0.99,68.93939393939394
2016-09-27,68.94,0.99,69.63636363636364
2016-09-28,69.41,0.99,70.11111111111111
2016-09-29,68.26,0.99,68.94949494949496
2016-09-30,68.91,0.99,69.60606060606061
2016-10-03,68.17,0.99,68.85858585858585
2016-10-04,67.38,0.99,68.06060606060606
2016-10-05,67.55,0.99,68.23232323232322
2016-10-06,67.95,0.99,68.63636363636364
2016-10-07,66.88,0.99,67.55555555555556
2016-10-10,67.28,0.99,67.95959595959596
2016-10-11,66.23,0.99,66.89898989898991
2016-10-12,67.03,0.99,67.70707070707071
2016-10-13,66.54,0.99,67.21212121212122
2016-10-14,67.69,0.99,68.37373737373737
2016-10-17,68.34,0.99,69.03030303030303
2016-10-18,67.9,0.99,68.58585858585859
2016-10-19,67.2,0.99,67.87878787878788
2016-10-20,67.28,0.99,67.95959595959596
2016-10-21,67.18,0.99,67.85858585858587
2016-10-24,67.76,0.99,68.44444444444446
2016-10-25,65.52,0.99,66.18181818181817
2016-10-26,65.59,0.99,66.25252525252526
2016-10-27,62.84,0.02,3142.0
2016-10-28,63.59,0.02,3179.5
2016-10-31,63.84,0.02,3192.0
2016-11-01,63.46,0.02,3173.0
2016-11-02,63.35,0.02,3167.5
2016-11-03,63.29,0.02,3164.5
2016-11-04,63.64,0.02,3182.0
2016-11-07,65.42,0.02,3271.0
2016-11-08,65.71,0.02,3285.4999999999995
2016-11-09,66.75,0.02,3337.5
2016-11-10,69.11,0.02,3455.5
2016-11-11,69.31,0.02,3465.5
2016-11-14,68.59,0.02,3429.5
2016-11-15,68.77,0.02,3438.4999999999995
2016-11-16,67.57,0.02,3378.4999999999995
2016-11-17,68.28,0.02,3414.0
2016-11-18,67.32,0.02,3365.9999999999995
2016-11-21,67.93,0.02,3396.5000000000005
2016-11-22,68.0,0.02,3400.0
2016-11-23,67.7,0.02,3385.0
2016-11-25,67.91,0.02,3395.4999999999995
2016-11-28,67.4,0.02,3370.0
2016-11-29,67.48,0.02,3374.0
2016-11-30,66.91,0.02,3345.4999999999995
2016-12-01,65.46,0.02,3272.9999999999995
2016-12-02,64.87,0.02,3243.5
2016-12-05,64.61,0.02,3230.5
2016-12-06,65.0,0.02,3250.0
2016-12-07,65.78,0.02,3289.0
2016-12-08,65.38,0.02,3268.9999999999995
2016-12-09,65.68,0.02,3284.0000000000005
2016-12-12,65.12,0.02,3256.0
2016-12-13,65.65,0.02,3282.5
2016-12-14,65.44,0.02,3272.0
2016-12-15,64.9,0.02,3245.0
2016-12-16,64.22,0.02,3211.0
2016-12-19,64.91,0.02,3245.4999999999995
2016-12-20,65.33,0.02,3266.5
2016-12-21,65.55,0.02,3277.5
2016-12-22,65.25,0.02,3262.5
2016-12-23,65.39,0.02,3269.5
2016-12-27,65.54,0.02,3277.0000000000005
2016-12-28,64.8,0.02,3240.0
2016-12-29,64.77,0.02,3238.4999999999995
2016-12-30,64.0,0.02,3200.0
2017-01-03,64.7,0.02,3235.0
2017-01-04,65.93,0.02,3296.5000000000005
2017-01-05,66.29,0.02,3314.5000000000005
2017-01-06,65.89,0.02,3294.5
2017-01-09,65.42,0.02,3271.0
2017-01-10,64.5,0.02,3225.0
2017-01-11,65.7,0.02,3285.0
2017-01-12,66.12,0.02,3306.0
2017-01-13,65.5,0.02,3275.0
2017-01-17,65.87,0.02,3293.5
2017-01-18,66.48,0.02,3324.0
2017-01-19,66.58,0.02,3329.0
2017-01-20,65.16,0.02,3257.9999999999995
2017-01-23,65.07,0.02,3253.4999999999995
2017-01-24,66.42,0.02,3321.0
2017-01-25,66.6,0.02,3329.9999999999995
2017-01-26,65.95,0.02,3297.5
2017-01-27,66.52,0.02,3325.9999999999995
2017-01-30,65.84,0.02,3292.0
2017-01-31,65.67,0.02,3283.5
2017-02-01,65.94,0.02,3297.0
2017-02-02,65.62,0.02,3281.0
2017-02-03,67.33,0.02,3366.5
2017-02-06,67.34,0.02,3367.0
2017-02-07,67.02,0.02,3350.9999999999995
2017-02-08,67.6,0.02,3379.9999999999995
2017-02-09,71.73,0.02,3586.5
2017-02-10,71.92,0.02,3596.0
2017-02-13,71.45,0.02,3572.5
2017-02-14,71.08,0.02,3554.0
2017-02-15,71.83,0.02,3591.5
2017-02-16,72.93,0.02,3646.5000000000005
2017-02-17,73.27,0.78,93.93589743589743
2017-02-21,74.51,0.78,95.52564102564102
2017-02-22,74.06,0.78,94.94871794871794
2017-02-23,73.95,0.78,94.8076923076923
2017-02-24,73.95,0.78,94.8076923076923
2017-02-27,73.6,0.78,94.35897435897435
2017-02-28,72.59,0.78,93.06410256410257
2017-03-01,73.69,0.78,94.47435897435896
2017-03-02,73.96,0.78,94.8205128205128
2017-03-03,73.82,0.78,94.64102564102564
2017-03-06,73.21,0.78,93.85897435897435
2017-03-07,72.86,0.78,93.41025641025641
2017-03-08,73.11,0.78,93.73076923076923
2017-03-09,73.46,0.78,94.17948717948717
2017-03-10,74.47,0.78,95.47435897435896
2017-03-13,74.76,0.78,95.84615384615385
2017-03-14,74.37,0.78,95.34615384615385
2017-03-15,74.92,0.78,96.05128205128204
2017-03-16,75.15,0.78,96.34615384615385
2017-03-17,75.48,0.78,96.76923076923077
2017-03-20,75.23,0.78,96.44871794871796
2017-03-21,74.27,0.78,95.21794871794872
2017-03-22,74.77,0.78,95.85897435897435
2017-03-23,74.86,0.78,95.97435897435896
2017-03-24,75.05,0.78,96.21794871794872
2017-03-27,74.89,0.78,96.01282051282051
2017-03-28,75.12,0.78,96.3076923076923
2017-03-29,75.41,0.78,96.67948717948717
2017-03-30,75.86,0.78,97.25641025641025
2017-03-31,75.7,0.78,97.05128205128206
2017-04-03,75.72,0.78,97.07692307692307
2017-04-04,74.9,0.78,96.02564102564104
2017-04-05,74.13,0.78,95.03846153846153
2017-04-06,74.7,0.78,95.76923076923077
2017-04-07,74.69,0.78,95.75641025641025
2017-04-10,74.62,0.78,95.66666666666667
2017-04-11,75.29,0.78,96.52564102564104
2017-04-12,75.24,0.78,96.46153846153845
2017-04-13,75.11,0.78,96.2948717948718
2017-04-17,76.23,0.78,97.73076923076923
2017-04-18,75.94,0.78,97.35897435897435
2017-04-19,76.83,0.78,98.5
2017-04-20,77.72,0.78,99.64102564102564
2017-04-21,77.91,0.78,99.88461538461537
2017-04-24,78.24,0.78,100.30769230769229
2017-04-25,78.75,0.78,100.96153846153845
2017-04-26,79.72,0.78,102.2051282051282
2017-04-27,80.62,0.72,111.97222222222223
2017-04-28,78.64,0.72,109.22222222222223
2017-05-01,77.7,0.72,107.91666666666667
2017-05-02,77.62,0.72,107.80555555555557
2017-05-03,77.28,0.72,107.33333333333334
2017-05-04,77.35,0.72,107.43055555555556
2017-05-05,77.5,0.72,107.6388888888889
2017-05-08,76.8,0.72,106.66666666666667
2017-05-09,76.98,0.72,106.91666666666667
2017-05-10,76.83,0.72,106.70833333333333
2017-05-11,77.29,0.72,107.34722222222223
2017-05-12,76.73,0.72,106.56944444444446
2017-05-15,77.24,0.72,107.27777777777777
2017-05-16,78.48,0.72,109.00000000000001
2017-05-17,77.01,0.72,106.95833333333334
2017-05-18,77.32,0.72,107.38888888888889
2017-05-19,79.06,0.72,109.80555555555556
2017-05-22,79.46,0.72,110.3611111111111
2017-05-23,78.9,0.72,109.58333333333334
2017-05-24,79.05,0.72,109.79166666666667
2017-05-25,79.46,0.72,110.3611111111111
2017-05-26,79.38,0.72,110.25
2017-05-30,78.46,0.72,108.97222222222221
2017-05-31,78.63,0.72,109.20833333333333
2017-06-01,79.14,0.72,109.91666666666667
2017-06-02,80.06,0.72,111.19444444444446
2017-06-05,80.0,0.72,111.11111111111111
2017-06-06,78.54,0.72,109.08333333333334
2017-06-07,78.33,0.72,108.79166666666667
2017-06-08,77.65,0.72,107.84722222222223
2017-06-09,77.23,0.72,107.2638888888889
2017-06-12,78.45,0.72,108.95833333333334
2017-06-13,79.28,0.72,110.11111111111111
2017-06-14,79.75,0.72,110.7638888888889
2017-06-15,80.75,0.72,112.15277777777779
2017-06-16,81.58,0.72,113.30555555555556
2017-06-19,82.17,0.72,114.125
2017-06-20,81.91,0.72,113.76388888888889
2017-06-21,81.51,0.72,113.20833333333334
2017-06-22,81.19,0.72,112.76388888888889
2017-06-23,81.45,0.72,113.12500000000001
2017-06-26,81.41,0.72,113.06944444444444
2017-06-27,80.59,0.72,111.93055555555557
2017-06-28,81.24,0.72,112.83333333333333
2017-06-29,79.82,0.72,110.8611111111111
2017-06-30,81.12,0.72,112.66666666666667
2017-07-03,81.37,0.72,113.0138888888889
2017-07-05,82.14,0.72,114.08333333333334
2017-07-06,80.66,0.72,112.02777777777777
2017-07-07,81.22,0.72,112.80555555555556
2017-07-10,81.53,0.72,113.23611111111111
2017-07-11,81.47,0.72,113.15277777777779
2017-07-12,81.99,0.72,113.875
2017-07-13,80.79,0.72,112.20833333333334
2017-07-14,80.77,0.72,112.18055555555556
2017-07-17,80.83,0.72,112.26388888888889
2017-07-18,80.6,0.72,111.94444444444444
2017-07-19,80.7,0.72,112.08333333333334
2017-07-20,81.09,0.72,112.62500000000001
2017-07-21,80.41,0.72,111.68055555555556
2017-07-24,80.31,0.72,111.54166666666667
2017-07-25,79.1,0.72,109.86111111111111
2017-07-26,78.49,0.72,109.01388888888889
2017-07-27,81.2,1.1,73.81818181818181
2017-07-28,81.4,1.1,74.0
2017-07-31,81.24,1.1,73.85454545454544
2017-08-01,81.47,1.1,74.06363636363636
2017-08-02,80.85,1.1,73.49999999999999
2017-08-03,80.76,1.1,73.41818181818182
2017-08-04,81.32,1.1,73.92727272727271
2017-08-07,81.99,1.1,74.53636363636363
2017-08-08,81.37,1.1,73.97272727272727
2017-08-09,80.59,1.1,73.26363636363637
2017-08-10,78.92,1.1,71.74545454545454
2017-08-11,79.28,1.1,72.07272727272726
2017-08-14,79.47,1.1,72.24545454545454
2017-08-15,78.95,1.1,71.77272727272727
2017-08-16,79.29,1.1,72.08181818181818
2017-08-17,78.83,1.1,71.66363636363636
2017-08-18,78.17,1.1,71.06363636363636
2017-08-21,77.48,1.1,70.43636363636364
2017-08-22,78.08,1.1,70.98181818181817
2017-08-23,77.09,1.1,70.08181818181818
2017-08-24,77.15,1.1,70.13636363636364
2017-08-25,77.62,1.1,70.56363636363636
2017-08-28,78.05,1.1,70.95454545454545
2017-08-29,77.77,1.1,70.69999999999999
2017-08-30,78.3,1.1,71.18181818181817
2017-08-31,78.71,1.1,71.55454545454545
2017-09-01,79.15,1.1,71.95454545454545
2017-09-05,79.4,1.1,72.18181818181819
2017-09-06,80.26,1.1,72.96363636363637
2017-09-07,80.22,1.1,72.92727272727272
2017-09-08,80.81,1.1,73.46363636363635
2017-09-11,81.07,1.1,73.69999999999999
2017-09-12,81.0,1.1,73.63636363636363
2017-09-13,81.81,1.1,74.37272727272727
2017-09-14,82.62,1.1,75.10909090909091
2017-09-15,82.77,1.1,75.24545454545454
2017-09-18,82.65,1.1,75.13636363636364
2017-09-19,82.85,1.1,75.31818181818181
2017-09-20,83.57,1.1,75.97272727272725
2017-09-21,83.47,1.1,75.88181818181818
2017-09-22,84.55,1.1,76.86363636363636
2017-09-25,84.5,1.1,76.81818181818181
2017-09-26,85.35,1.1,77.59090909090908
2017-09-27,85.33,1.1,77.57272727272726
2017-09-28,85.76,1.1,77.96363636363637
2017-09-29,86.47,1.1,78.6090909090909
2017-10-02,86.53,1.1,78.66363636363636
2017-10-03,87.47,1.1,79.51818181818182
2017-10-04,86.73,1.1,78.84545454545454
2017-10-05,87.07,1.1,79.15454545454544
2017-10-06,87.19,1.1,79.26363636363635
2017-10-09,87.62,1.1,79.65454545454546
2017-10-10,87.81,1.1,79.82727272727273
2017-10-11,88.15,1.1,80.13636363636364
2017-10-12,89.56,1.1,81.41818181818181
2017-10-13,88.3,1.1,80.27272727272727
2017-10-16,88.14,1.1,80.12727272727273
2017-10-17,87.0,1.1,79.09090909090908
2017-10-18,87.6,1.1,79.63636363636363
2017-10-19,87.74,1.1,79.76363636363635
2017-10-20,88.02,1.1,80.0181818181818
2017-10-23,87.31,1.1,79.37272727272727
2017-10-24,88.48,1.1,80.43636363636364
2017-10-25,86.49,1.1,78.62727272727271
2017-10-26,80.7,0.95,84.94736842105264
2017-10-27,80.29,0.95,84.51578947368422
2017-10-30,81.97,0.95,86.28421052631579
2017-10-31,83.39,0.95,87.77894736842106
2017-11-01,82.73,0.95,87.0842105263158
2017-11-02,82.23,0.95,86.55789473684212
2017-11-03,82.02,0.95,86.33684210526316
2017-11-06,83.09,0.95,87.46315789473685
2017-11-07,83.53,0.95,87.92631578947369
2017-11-08,83.43,0.95,87.82105263157897
2017-11-09,82.08,0.95,86.4
2017-11-10,83.13,0.95,87.50526315789473
2017-11-13,83.94,0.95,88.35789473684211
2017-11-14,82.9,0.95,87.26315789473685
2017-11-15,82.03,0.95,86.34736842105264
2017-11-16,82.41,0.95,86.74736842105263
2017-11-17,82.65,0.95,87.00000000000001
2017-11-20,83.24,0.95,87.62105263157895
2017-11-21,83.4,0.95,87.78947368421053
2017-11-22,83.16,0.95,87.53684210526316
2017-11-24,82.92,0.95,87.28421052631579
2017-11-27,83.1,0.95,87.47368421052632
2017-11-28,83.33,0.95,87.71578947368421
2017-11-29,82.94,0.95,87.30526315789474
2017-11-30,84.14,0.95,88.56842105263158
2017-12-01,84.58,0.95,89.03157894736843
2017-12-04,83.43,0.95,87.82105263157897
2017-12-05,82.0,0.95,86.31578947368422
2017-12-06,81.79,0.95,86.09473684210528
2017-12-07,83.11,0.95,87.48421052631579
2017-12-08,82.46,0.95,86.8
2017-12-11,82.17,0.95,86.49473684210527
2017-12-12,82.15,0.95,86.47368421052633
2017-12-13,82.64,0.95,86.98947368421054
2017-12-14,81.68,0.95,85.97894736842106
2017-12-15,82.28,0.95,86.61052631578949
2017-12-18,82.56,0.95,86.90526315789474
2017-12-19,80.07,0.95,84.28421052631579
2017-12-20,81.0,0.95,85.26315789473685
2017-12-21,81.0,0.95,85.26315789473685
2017-12-22,80.34,0.95,84.56842105263159
2017-12-26,80.39,0.95,84.62105263157895
2017-12-27,80.0,0.95,84.21052631578948
2017-12-28,79.56,0.95,83.74736842105264
2017-12-29,79.56,0.95,83.74736842105264
2018-01-02,79.91,0.95,84.11578947368422
2018-01-03,80.25,0.95,84.47368421052632
2018-01-04,81.37,0.95,85.65263157894738
2018-01-05,81.57,0.95,85.86315789473684
2018-01-08,81.24,0.95,85.51578947368421
2018-01-09,82.93,0.95,87.29473684210528
2018-01-10,82.6,0.95,86.94736842105263
2018-01-11,84.38,0.95,88.82105263157895
2018-01-12,85.04,0.95,89.51578947368422
2018-01-16,84.07,0.95,88.49473684210525
2018-01-17,84.21,0.95,88.64210526315789
2018-01-18,84.05,0.95,88.47368421052632
2018-01-19,86.23,0.95,90.76842105263158
2018-01-22,85.8,0.95,90.3157894736842
2018-01-23,85.35,0.95,89.84210526315789
2018-01-24,85.58,0.95,90.08421052631579
2018-01-25,85.35,0.95,89.84210526315789
2018-01-26,86.37,0.95,90.91578947368421
2018-01-29,86.68,0.95,91.24210526315791
2018-01-30,85.44,0.95,89.93684210526315
2018-01-31,86.11,0.95,90.6421052631579
2018-02-01,85.17,0.95,89.65263157894738
2018-02-02,81.85,0.95,86.15789473684211
2018-02-05,79.11,0.95,83.27368421052631
2018-02-06,80.11,0.95,84.32631578947368
2018-02-07,79.96,0.95,84.16842105263157
2018-02-08,77.32,0.95,81.38947368421053
2018-02-09,78.49,0.95,82.62105263157895
2018-02-12,79.75,0.95,83.94736842105263
2018-02-13,79.65,0.95,83.8421052631579
2018-02-14,79.97,0.95,84.17894736842105
2018-02-15,82.26,0.95,86.58947368421053
2018-02-16,82.72,0.95,87.07368421052632
2018-02-20,85.66,0.1,856.5999999999999
2018-02-21,86.72,0.1,867.1999999999999
2018-02-22,86.04,0.1,860.4
2018-02-23,86.17,0.1,861.6999999999999
2018-02-26,87.85,0.1,878.4999999999999
2018-02-27,86.97,0.1,869.6999999999999
2018-02-28,84.11,0.1,841.0999999999999
2018-03-01,82.07,0.1,820.6999999999999
2018-03-02,82.23,0.1,822.3
2018-03-05,83.01,0.1,830.1
2018-03-06,83.92,0.1,839.1999999999999
2018-03-07,83.93,0.1,839.3000000000001
2018-03-08,84.76,0.1,847.6
2018-03-09,87.21,0.1,872.0999999999999
2018-03-12,87.4,0.1,874.0
2018-03-13,86.09,0.1,860.9
2018-03-14,85.36,0.1,853.5999999999999
2018-03-15,85.48,0.1,854.8
2018-03-16,85.88,0.1,858.8
2018-03-19,85.25,0.1,852.5
2018-03-20,85.63,0.1,856.3
2018-03-21,85.94,0.1,859.4
2018-03-22,84.6,0.1,845.9999999999999
2018-03-23,82.96,0.1,829.5999999999999
2018-03-26,84.56,0.1,845.6
2018-03-27,84.0,0.1,840.0
2018-03-28,83.13,0.1,831.3
2018-03-29,85.29,0.1,852.9
2018-04-02,83.24,0.1,832.3999999999999
2018-04-03,84.59,0.1,845.9
2018-04-04,85.74,0.1,857.3999999999999
2018-04-05,85.94,0.1,859.4
2018-04-06,84.75,0.1,847.5
2018-04-09,84.54,0.1,845.4
2018-04-10,85.23,0.1,852.3
2018-04-11,84.54,0.1,845.4
2018-04-12,85.31,0.1,853.1
2018-04-13,84.56,0.1,845.6
2018-04-16,85.37,0.1,853.7
2018-04-17,85.62,0.1,856.2
2018-04-18,86.5,0.1,865.0
2018-04-19,85.39,0.1,853.9
2018-04-20,84.75,0.1,847.5
2018-04-23,84.52,0.1,845.1999999999999
2018-04-24,82.15,0.1,821.5
2018-04-25,83.03,0.1,830.3
2018-04-26,78.59,0.76,103.40789473684211
2018-04-27,77.83,0.76,102.4078947368421
2018-04-30,77.18,0.76,101.55263157894737
2018-05-01,77.14,0.76,101.5
2018-05-02,75.12,0.76,98.8421052631579
2018-05-03,74.82,0.76,98.44736842105262
2018-05-04,76.15,0.76,100.19736842105264
2018-05-07,75.74,0.76,99.6578947368421
2018-05-08,75.89,0.76,99.85526315789474
2018-05-09,76.28,0.76,100.36842105263158
2018-05-10,77.31,0.76,101.72368421052632
2018-05-11,77.28,0.76,101.6842105263158
2018-05-14,76.85,0.76,101.11842105263158
2018-05-15,76.46,0.76,100.60526315789473
2018-05-16,77.02,0.76,101.34210526315789
2018-05-17,76.87,0.76,101.14473684210527
2018-05-18,78.37,0.76,103.11842105263159
2018-05-21,78.78,0.76,103.65789473684211
2018-05-22,78.67,0.76,103.51315789473685
2018-05-23,79.22,0.76,104.23684210526315
2018-05-24,79.26,0.76,104.28947368421053
2018-05-25,78.79,0.76,103.67105263157896
2018-05-29,78.27,0.76,102.98684210526315
2018-05-30,79.21,0.76,104.2236842105263
2018-05-31,76.43,0.76,100.56578947368422
2018-06-01,77.89,0.76,102.48684210526315
2018-06-04,78.32,0.76,103.05263157894736
2018-06-05,79.17,0.76,104.17105263157895
2018-06-06,79.23,0.76,104.25
2018-06-07,80.21,0.76,105.53947368421052
2018-06-08,81.12,0.76,106.73684210526316
2018-06-11,81.26,0.76,106.92105263157896
2018-06-12,82.17,0.76,108.11842105263158
2018-06-13,80.9,0.76,106.44736842105264
2018-06-14,81.79,0.76,107.61842105263159
2018-06-15,82.07,0.76,107.98684210526315
2018-06-18,81.48,0.76,107.21052631578948
2018-06-19,80.17,0.76,105.48684210526316
2018-06-20,80.0,0.76,105.26315789473684
2018-06-21,77.88,0.76,102.47368421052632
2018-06-22,77.69,0.76,102.22368421052632
2018-06-25,76.38,0.76,100.49999999999999
2018-06-26,76.33,0.76,100.43421052631578
2018-06-27,77.39,0.76,101.82894736842105
2018-06-28,77.18,0.76,101.55263157894737
2018-06-29,77.36,0.76,101.78947368421052
2018-07-02,77.63,0.76,102.14473684210526
2018-07-03,77.02,0.76,101.34210526315789
2018-07-05,77.88,0.76,102.47368421052632
2018-07-06,76.86,0.76,101.13157894736842
2018-07-09,77.94,0.76,102.55263157894737
2018-07-10,78.35,0.76,103.09210526315789
2018-07-11,77.91,0.76,102.51315789473684
2018-07-12,79.08,0.76,104.05263157894737
2018-07-13,79.71,0.76,104.88157894736841
2018-07-16,79.24,0.76,104.26315789473684
2018-07-17,80.08,0.76,105.36842105263158
2018-07-18,79.23,0.76,104.25
2018-07-19,78.68,0.76,103.52631578947368
2018-07-20,79.49,0.76,104.59210526315789
2018-07-23,78.71,0.76,103.5657894736842
2018-07-24,79.82,0.76,105.02631578947367
2018-07-25,80.09,0.76,105.38157894736842
2018-07-26,81.48,1.2,67.9
2018-07-27,81.6,1.2,68.0
2018-07-30,80.93,1.2,67.44166666666668
2018-07-31,81.54,1.2,67.95
2018-08-01,80.88,1.2,67.4
2018-08-02,81.2,1.2,67.66666666666667
2018-08-03,81.72,1.2,68.10000000000001
2018-08-06,82.57,1.2,68.80833333333334
2018-08-07,83.1,1.2,69.25
2018-08-08,82.52,1.2,68.76666666666667
2018-08-09,82.56,1.2,68.80000000000001
2018-08-10,81.8,1.2,68.16666666666667
2018-08-13,81.73,1.2,68.10833333333333
2018-08-14,83.27,1.2,69.39166666666667
2018-08-15,85.3,1.2,71.08333333333333
2018-08-16,85.43,1.2,71.19166666666668
2018-08-17,86.7,1.2,72.25
2018-08-20,86.96,1.2,72.46666666666667
2018-08-21,87.79,1.2,73.15833333333335
2018-08-22,87.1,1.2,72.58333333333333
2018-08-23,86.44,1.2,72.03333333333333
2018-08-24,87.27,1.2,72.725
2018-08-27,87.69,1.2,73.075
2018-08-28,87.72,1.2,73.10000000000001
2018-08-29,86.96,1.2,72.46666666666667
2018-08-30,87.29,1.2,72.74166666666667
2018-08-31,87.22,1.2,72.68333333333334
2018-09-04,87.15,1.2,72.62500000000001
2018-09-05,89.2,1.2,74.33333333333334
2018-09-06,88.93,1.2,74.10833333333335
2018-09-07,88.71,1.2,73.925
2018-09-10,89.8,1.2,74.83333333333333
2018-09-11,89.7,1.2,74.75
2018-09-12,89.74,1.2,74.78333333333333
2018-09-13,89.34,1.2,74.45
2018-09-14,87.82,1.2,73.18333333333334
2018-09-17,88.89,1.2,74.075
2018-09-18,90.37,1.2,75.30833333333334
2018-09-19,90.58,1.2,75.48333333333333
2018-09-20,90.91,1.2,75.75833333333334
2018-09-21,90.07,1.2,75.05833333333334
2018-09-24,89.39,1.2,74.49166666666667
2018-09-25,89.13,1.2,74.275
2018-09-26,89.53,1.2,74.60833333333333
2018-09-27,89.99,1.2,74.99166666666666
2018-09-28,90.57,1.2,75.475
2018-10-01,91.14,1.2,75.95
2018-10-02,91.32,1.2,76.1
2018-10-03,91.22,1.2,76.01666666666667
2018-10-04,90.19,1.2,75.15833333333333
2018-10-05,89.55,1.2,74.625
2018-10-08,88.37,1.2,73.64166666666668
2018-10-09,87.62,1.2,73.01666666666668
2018-10-10,84.56,1.2,70.46666666666667
2018-10-11,82.76,1.2,68.96666666666667
2018-10-12,83.77,1.2,69.80833333333334
2018-10-15,83.83,1.2,69.85833333333333
2018-10-16,85.23,1.2,71.025
2018-10-17,84.17,1.2,70.14166666666667
2018-10-18,82.71,1.2,68.925
2018-10-19,81.79,1.2,68.15833333333335
2018-10-22,81.51,1.2,67.92500000000001
2018-10-23,82.75,1.2,68.95833333333334
2018-10-24,79.74,1.2,66.45
2018-10-25,82.94,1.22,67.98360655737704
2018-10-26,82.71,1.22,67.79508196721311
2018-10-29,81.67,1.22,66.94262295081967
2018-10-30,84.6,1.22,69.34426229508196
2018-10-31,85.73,1.22,70.27049180327869
2018-11-01,87.41,1.22,71.64754098360656
2018-11-02,88.14,1.22,72.24590163934427
2018-11-05,88.6,1.22,72.62295081967213
2018-11-06,89.11,1.22,73.04098360655738
2018-11-07,89.77,1.22,73.58196721311475
2018-11-08,90.42,1.22,74.11475409836066
2018-11-09,89.39,1.22,73.27049180327869
2018-11-12,88.59,1.22,72.61475409836066
2018-11-13,88.87,1.22,72.84426229508198
2018-11-14,87.11,1.22,71.40163934426229
2018-11-15,88.46,1.22,72.50819672131148
2018-11-16,89.27,1.22,73.17213114754098
2018-11-19,89.44,1.22,73.31147540983606
2018-11-20,88.75,1.22,72.74590163934427
2018-11-21,89.8,1.22,73.60655737704919
2018-11-23,89.11,1.22,73.04098360655738
2018-11-26,89.77,1.22,73.58196721311475
2018-11-27,90.25,1.22,73.97540983606558
2018-11-28,92.2,1.22,75.57377049180329
2018-11-29,91.75,1.22,75.20491803278689
2018-11-30,91.59,1.22,75.07377049180329
2018-12-03,93.1,1.22,76.31147540983606
2018-12-04,90.28,1.22,74.0
2018-12-06,89.74,1.22,73.55737704918033
2018-12-07,88.67,1.22,72.68032786885246
2018-12-10,87.23,1.22,71.5
2018-12-11,87.31,1.22,71.56557377049181
2018-12-12,87.84,1.22,72.0
