date,WBA,WBA_EPS,PE Ratio
1989-12-06,2.7,0.0,inf
1989-12-07,2.65,0.0,inf
1989-12-08,2.72,0.0,inf
1989-12-11,2.78,0.0,inf
1989-12-12,2.8,0.0,inf
1989-12-13,2.77,0.0,inf
1989-12-14,2.7,0.0,inf
1989-12-15,2.69,0.0,inf
1989-12-18,2.67,0.0,inf
1989-12-19,2.66,0.0,inf
1989-12-20,2.71,0.0,inf
1989-12-21,2.79,0.0,inf
1989-12-22,2.8,0.0,inf
1989-12-26,2.79,0.0,inf
1989-12-27,2.81,0.0,inf
1989-12-28,2.89,0.0,inf
1989-12-29,2.92,0.0,inf
1990-01-02,2.99,0.0,inf
1990-01-03,2.95,0.0,inf
1990-01-04,2.85,0.0,inf
1990-01-05,2.78,0.0,inf
1990-01-08,2.84,0.0,inf
1990-01-09,2.82,0.0,inf
1990-01-10,2.8,0.0,inf
1990-01-11,2.84,0.0,inf
1990-01-12,2.75,0.0,inf
1990-01-15,2.7,0.0,inf
1990-01-16,2.7,0.0,inf
1990-01-17,2.63,0.0,inf
1990-01-18,2.64,0.0,inf
1990-01-19,2.69,0.0,inf
1990-01-22,2.64,0.0,inf
1990-01-23,2.62,0.0,inf
1990-01-24,2.6,0.0,inf
1990-01-25,2.58,0.0,inf
1990-01-26,2.56,0.0,inf
1990-01-29,2.58,0.0,inf
1990-01-30,2.52,0.0,inf
1990-01-31,2.59,0.0,inf
1990-02-01,2.59,0.0,inf
1990-02-02,2.66,0.0,inf
1990-02-05,2.64,0.0,inf
1990-02-06,2.63,0.0,inf
1990-02-07,2.67,0.0,inf
1990-02-08,2.61,0.0,inf
1990-02-09,2.66,0.0,inf
1990-02-12,2.61,0.0,inf
1990-02-13,2.62,0.0,inf
1990-02-14,2.62,0.0,inf
1990-02-15,2.63,0.0,inf
1990-02-16,2.6,0.0,inf
1990-02-20,2.55,0.0,inf
1990-02-21,2.55,0.0,inf
1990-02-22,2.56,0.0,inf
1990-02-23,2.56,0.0,inf
1990-02-26,2.59,0.0,inf
1990-02-27,2.56,0.0,inf
1990-02-28,2.54,0.0,inf
1990-03-01,2.58,0.0,inf
1990-03-02,2.6,0.0,inf
1990-03-05,2.63,0.0,inf
1990-03-06,2.68,0.0,inf
1990-03-07,2.66,0.0,inf
1990-03-08,2.71,0.0,inf
1990-03-09,2.68,0.0,inf
1990-03-12,2.67,0.0,inf
1990-03-13,2.65,0.0,inf
1990-03-14,2.66,0.0,inf
1990-03-15,2.66,0.0,inf
1990-03-16,2.68,0.0,inf
1990-03-19,2.66,0.0,inf
1990-03-20,2.69,0.0,inf
1990-03-21,2.7,0.0,inf
1990-03-22,2.65,0.0,inf
1990-03-23,2.64,0.0,inf
1990-03-26,2.64,0.0,inf
1990-03-27,2.66,0.0,inf
1990-03-28,2.62,0.0,inf
1990-03-29,2.64,0.0,inf
1990-03-30,2.66,0.0,inf
1990-04-02,2.63,0.0,inf
1990-04-03,2.67,0.0,inf
1990-04-04,2.67,0.0,inf
1990-04-05,2.66,0.0,inf
1990-04-06,2.67,0.0,inf
1990-04-09,2.68,0.0,inf
1990-04-10,2.69,0.0,inf
1990-04-11,2.7,0.0,inf
1990-04-12,2.73,0.0,inf
1990-04-16,2.76,0.0,inf
1990-04-17,2.73,0.0,inf
1990-04-18,2.7,0.0,inf
1990-04-19,2.68,0.0,inf
1990-04-20,2.63,0.0,inf
1990-04-23,2.57,0.0,inf
1990-04-24,2.59,0.0,inf
1990-04-25,2.62,0.0,inf
1990-04-26,2.62,0.0,inf
1990-04-27,2.61,0.0,inf
1990-04-30,2.63,0.0,inf
1990-05-01,2.66,0.0,inf
1990-05-02,2.66,0.0,inf
1990-05-03,2.67,0.0,inf
1990-05-04,2.67,0.0,inf
1990-05-07,2.66,0.0,inf
1990-05-08,2.67,0.0,inf
1990-05-09,2.67,0.0,inf
1990-05-10,2.64,0.0,inf
1990-05-11,2.68,0.0,inf
1990-05-14,2.79,0.0,inf
1990-05-15,2.76,0.0,inf
1990-05-16,2.75,0.0,inf
1990-05-17,2.77,0.0,inf
1990-05-18,2.77,0.0,inf
1990-05-21,2.75,0.0,inf
1990-05-22,2.73,0.0,inf
1990-05-23,2.76,0.0,inf
1990-05-24,2.77,0.0,inf
1990-05-25,2.77,0.0,inf
1990-05-29,2.8,0.0,inf
1990-05-30,2.87,0.0,inf
1990-05-31,2.92,0.0,inf
1990-06-01,2.96,0.0,inf
1990-06-04,2.96,0.0,inf
1990-06-05,2.86,0.0,inf
1990-06-06,2.87,0.0,inf
1990-06-07,2.86,0.0,inf
1990-06-08,2.83,0.0,inf
1990-06-11,2.87,0.0,inf
1990-06-12,2.92,0.0,inf
1990-06-13,2.9,0.0,inf
1990-06-14,2.94,0.0,inf
1990-06-15,2.95,0.0,inf
1990-06-18,2.91,0.0,inf
1990-06-19,2.94,0.0,inf
1990-06-20,2.96,0.0,inf
1990-06-21,2.96,0.0,inf
1990-06-22,2.91,0.0,inf
1990-06-25,2.88,0.0,inf
1990-06-26,2.89,0.0,inf
1990-06-27,2.91,0.0,inf
1990-06-28,2.98,0.0,inf
1990-06-29,3.1,0.0,inf
1990-07-02,3.09,0.0,inf
1990-07-03,3.05,0.0,inf
1990-07-05,3.01,0.0,inf
1990-07-06,3.1,0.0,inf
1990-07-09,3.15,0.0,inf
1990-07-10,3.15,0.0,inf
1990-07-11,3.3,0.0,inf
1990-07-12,3.3,0.0,inf
1990-07-13,3.27,0.0,inf
1990-07-16,3.29,0.0,inf
1990-07-17,3.28,0.0,inf
1990-07-18,3.23,0.0,inf
1990-07-19,3.24,0.0,inf
1990-07-20,3.16,0.0,inf
1990-07-23,3.13,0.0,inf
1990-07-24,3.1,0.0,inf
1990-07-25,3.2,0.0,inf
1990-07-26,3.25,0.0,inf
1990-07-27,3.21,0.0,inf
1990-07-30,3.16,0.0,inf
1990-07-31,3.13,0.0,inf
1990-08-01,3.11,0.0,inf
1990-08-02,3.07,0.0,inf
1990-08-03,3.0,0.0,inf
1990-08-06,2.88,0.0,inf
1990-08-07,2.86,0.0,inf
1990-08-08,2.88,0.0,inf
1990-08-09,2.88,0.0,inf
1990-08-10,2.84,0.0,inf
1990-08-13,2.85,0.0,inf
1990-08-14,2.88,0.0,inf
1990-08-15,2.97,0.0,inf
1990-08-16,2.97,0.0,inf
1990-08-17,2.91,0.0,inf
1990-08-20,2.91,0.0,inf
1990-08-21,2.89,0.0,inf
1990-08-22,2.73,0.0,inf
1990-08-23,2.63,0.0,inf
1990-08-24,2.72,0.0,inf
1990-08-27,2.85,0.0,inf
1990-08-28,2.86,0.0,inf
1990-08-29,2.89,0.0,inf
1990-08-30,2.86,0.0,inf
1990-08-31,2.85,0.0,inf
1990-09-04,2.87,0.0,inf
1990-09-05,2.93,0.0,inf
1990-09-06,2.88,0.0,inf
1990-09-07,2.9,0.0,inf
1990-09-10,2.85,0.0,inf
1990-09-11,2.84,0.0,inf
1990-09-12,2.86,0.0,inf
1990-09-13,2.85,0.0,inf
1990-09-14,2.84,0.0,inf
1990-09-17,2.81,0.0,inf
1990-09-18,2.84,0.0,inf
1990-09-19,2.84,0.0,inf
1990-09-20,2.82,0.0,inf
1990-09-21,2.83,0.0,inf
1990-09-24,2.75,0.0,inf
1990-09-25,2.77,0.0,inf
1990-09-26,2.74,0.0,inf
1990-09-27,2.73,0.0,inf
1990-09-28,2.81,0.0,inf
1990-10-01,2.96,0.0,inf
1990-10-02,2.98,0.0,inf
1990-10-03,2.9,0.0,inf
1990-10-04,2.96,0.0,inf
1990-10-05,2.92,0.0,inf
1990-10-08,2.99,0.0,inf
1990-10-09,2.89,0.0,inf
1990-10-10,2.88,0.0,inf
1990-10-11,2.77,0.0,inf
1990-10-12,2.77,0.0,inf
1990-10-15,2.74,0.0,inf
1990-10-16,2.76,0.0,inf
1990-10-17,2.74,0.0,inf
1990-10-18,2.81,0.0,inf
1990-10-19,2.88,0.0,inf
1990-10-22,2.92,0.0,inf
1990-10-23,2.95,0.0,inf
1990-10-24,2.94,0.0,inf
1990-10-25,2.88,0.0,inf
1990-10-26,2.87,0.0,inf
1990-10-29,2.85,0.0,inf
1990-10-30,2.92,0.0,inf
1990-10-31,2.96,0.0,inf
1990-11-01,2.95,0.0,inf
1990-11-02,2.99,0.0,inf
1990-11-05,3.04,0.0,inf
1990-11-06,3.04,0.0,inf
1990-11-07,3.04,0.0,inf
1990-11-08,3.09,0.0,inf
1990-11-09,3.09,0.0,inf
1990-11-12,3.17,0.0,inf
1990-11-13,3.13,0.0,inf
1990-11-14,3.14,0.0,inf
1990-11-15,3.09,0.0,inf
1990-11-16,3.09,0.0,inf
1990-11-19,3.12,0.0,inf
1990-11-20,3.09,0.0,inf
1990-11-21,3.1,0.0,inf
1990-11-23,3.12,0.0,inf
1990-11-26,3.13,0.0,inf
1990-11-27,3.09,0.0,inf
1990-11-28,3.16,0.0,inf
1990-11-29,3.14,0.0,inf
1990-11-30,3.15,0.0,inf
1990-12-03,3.16,0.0,inf
1990-12-04,3.16,0.0,inf
1990-12-05,3.16,0.0,inf
1990-12-06,3.23,0.0,inf
1990-12-07,3.2,0.0,inf
1990-12-10,3.23,0.0,inf
1990-12-11,3.22,0.0,inf
1990-12-12,3.16,0.0,inf
1990-12-13,3.16,0.0,inf
1990-12-14,3.11,0.0,inf
1990-12-17,3.08,0.0,inf
1990-12-18,3.14,0.0,inf
1990-12-19,3.19,0.0,inf
1990-12-20,3.23,0.0,inf
1990-12-21,3.22,0.0,inf
1990-12-24,3.2,0.0,inf
1990-12-26,3.22,0.0,inf
1990-12-27,3.2,0.0,inf
1990-12-28,3.2,0.0,inf
1990-12-31,3.21,0.0,inf
1991-01-02,3.21,0.0,inf
1991-01-03,3.14,0.0,inf
1991-01-04,3.15,0.0,inf
1991-01-07,3.12,0.0,inf
1991-01-08,3.11,0.0,inf
1991-01-09,3.18,0.0,inf
1991-01-10,3.14,0.0,inf
1991-01-11,3.16,0.0,inf
1991-01-14,3.15,0.0,inf
1991-01-15,3.13,0.0,inf
1991-01-16,3.13,0.0,inf
1991-01-17,3.2,0.0,inf
1991-01-18,3.24,0.0,inf
1991-01-21,3.28,0.0,inf
1991-01-22,3.29,0.0,inf
1991-01-23,3.3,0.0,inf
1991-01-24,3.4,0.0,inf
1991-01-25,3.46,0.0,inf
1991-01-28,3.52,0.0,inf
1991-01-29,3.53,0.0,inf
1991-01-30,3.55,0.0,inf
1991-01-31,3.52,0.0,inf
1991-02-01,3.56,0.0,inf
1991-02-04,3.61,0.0,inf
1991-02-05,3.75,0.0,inf
1991-02-06,3.81,0.0,inf
1991-02-07,3.86,0.0,inf
1991-02-08,3.95,0.0,inf
1991-02-11,4.11,0.0,inf
1991-02-12,3.97,0.0,inf
1991-02-13,3.91,0.0,inf
1991-02-14,3.84,0.0,inf
1991-02-15,3.88,0.0,inf
1991-02-19,3.98,0.0,inf
1991-02-20,3.88,0.0,inf
1991-02-21,3.94,0.0,inf
1991-02-22,3.88,0.0,inf
1991-02-25,3.98,0.0,inf
1991-02-26,3.86,0.0,inf
1991-02-27,3.92,0.0,inf
1991-02-28,3.91,0.0,inf
1991-03-01,3.95,0.0,inf
1991-03-04,3.95,0.0,inf
1991-03-05,4.0,0.0,inf
1991-03-06,3.98,0.0,inf
1991-03-07,4.0,0.0,inf
1991-03-08,4.0,0.0,inf
1991-03-11,3.95,0.0,inf
1991-03-12,3.97,0.0,inf
1991-03-13,4.02,0.0,inf
1991-03-14,4.03,0.0,inf
1991-03-15,4.06,0.0,inf
1991-03-18,4.0,0.0,inf
1991-03-19,3.98,0.0,inf
1991-03-20,3.98,0.0,inf
1991-03-21,4.0,0.0,inf
1991-03-22,4.2,0.0,inf
1991-03-25,4.34,0.0,inf
1991-03-26,4.33,0.0,inf
1991-03-27,4.23,0.0,inf
1991-03-28,4.2,0.0,inf
1991-04-01,4.2,0.0,inf
1991-04-02,4.3,0.0,inf
1991-04-03,4.3,0.0,inf
1991-04-04,4.25,0.0,inf
1991-04-05,4.33,0.0,inf
1991-04-08,4.44,0.0,inf
1991-04-09,4.25,0.0,inf
1991-04-10,4.23,0.0,inf
1991-04-11,4.27,0.0,inf
1991-04-12,4.3,0.0,inf
1991-04-15,4.28,0.0,inf
1991-04-16,4.39,0.0,inf
1991-04-17,4.34,0.0,inf
1991-04-18,4.38,0.0,inf
1991-04-19,4.3,0.0,inf
1991-04-22,4.19,0.0,inf
1991-04-23,4.09,0.0,inf
1991-04-24,4.05,0.0,inf
1991-04-25,4.0,0.0,inf
1991-04-26,3.95,0.0,inf
1991-04-29,3.98,0.0,inf
1991-04-30,4.09,0.0,inf
1991-05-01,4.02,0.0,inf
1991-05-02,4.02,0.0,inf
1991-05-03,3.98,0.0,inf
1991-05-06,3.98,0.0,inf
1991-05-07,4.05,0.0,inf
1991-05-08,4.0,0.0,inf
1991-05-09,4.13,0.0,inf
1991-05-10,4.03,0.0,inf
1991-05-13,3.94,0.0,inf
1991-05-14,3.8,0.0,inf
1991-05-15,3.81,0.0,inf
1991-05-16,3.83,0.0,inf
1991-05-17,3.84,0.0,inf
1991-05-20,3.88,0.0,inf
1991-05-21,3.89,0.0,inf
1991-05-22,3.84,0.0,inf
1991-05-23,3.86,0.0,inf
1991-05-24,3.97,0.0,inf
1991-05-28,4.0,0.0,inf
1991-05-29,4.0,0.0,inf
1991-05-30,4.03,0.0,inf
1991-05-31,4.06,0.0,inf
1991-06-03,4.02,0.0,inf
1991-06-04,4.06,0.0,inf
1991-06-05,4.06,0.0,inf
1991-06-06,4.11,0.0,inf
1991-06-07,4.03,0.0,inf
1991-06-10,3.98,0.0,inf
1991-06-11,4.09,0.0,inf
1991-06-12,4.0,0.0,inf
1991-06-13,4.11,0.0,inf
1991-06-14,4.09,0.0,inf
1991-06-17,4.08,0.0,inf
1991-06-18,4.09,0.0,inf
1991-06-19,4.02,0.0,inf
1991-06-20,3.98,0.0,inf
1991-06-21,4.09,0.0,inf
1991-06-24,4.03,0.0,inf
1991-06-25,4.08,0.0,inf
1991-06-26,4.16,0.0,inf
1991-06-27,4.23,0.0,inf
1991-06-28,4.16,0.0,inf
1991-07-01,4.27,0.0,inf
1991-07-02,4.28,0.0,inf
1991-07-03,4.05,0.0,inf
1991-07-05,4.03,0.0,inf
1991-07-08,4.11,0.0,inf
1991-07-09,4.06,0.0,inf
1991-07-10,4.06,0.0,inf
1991-07-11,4.11,0.0,inf
1991-07-12,4.22,0.0,inf
1991-07-15,4.13,0.0,inf
1991-07-16,4.23,0.0,inf
1991-07-17,4.23,0.0,inf
1991-07-18,4.25,0.0,inf
1991-07-19,4.22,0.0,inf
1991-07-22,4.16,0.0,inf
1991-07-23,4.09,0.0,inf
1991-07-24,4.16,0.0,inf
1991-07-25,4.09,0.0,inf
1991-07-26,4.05,0.0,inf
1991-07-29,4.16,0.0,inf
1991-07-30,4.28,0.0,inf
1991-07-31,4.27,0.0,inf
1991-08-01,4.3,0.0,inf
1991-08-02,4.23,0.0,inf
1991-08-05,4.13,0.0,inf
1991-08-06,4.23,0.0,inf
1991-08-07,4.2,0.0,inf
1991-08-08,4.2,0.0,inf
1991-08-09,4.25,0.0,inf
1991-08-12,4.31,0.0,inf
1991-08-13,4.27,0.0,inf
1991-08-14,4.33,0.0,inf
1991-08-15,4.28,0.0,inf
1991-08-16,4.16,0.0,inf
1991-08-19,4.09,0.0,inf
1991-08-20,4.13,0.0,inf
1991-08-21,4.27,0.0,inf
1991-08-22,4.31,0.0,inf
1991-08-23,4.25,0.0,inf
1991-08-26,4.28,0.0,inf
1991-08-27,4.22,0.0,inf
1991-08-28,4.25,0.0,inf
1991-08-29,4.27,0.0,inf
1991-08-30,4.3,0.0,inf
1991-09-03,4.3,0.0,inf
1991-09-04,4.28,0.0,inf
1991-09-05,4.22,0.0,inf
1991-09-06,4.2,0.0,inf
1991-09-09,4.22,0.0,inf
1991-09-10,4.11,0.0,inf
1991-09-11,4.08,0.0,inf
1991-09-12,4.11,0.0,inf
1991-09-13,4.05,0.0,inf
1991-09-16,4.09,0.0,inf
1991-09-17,4.11,0.0,inf
1991-09-18,4.17,0.0,inf
1991-09-19,4.17,0.0,inf
1991-09-20,4.23,0.0,inf
1991-09-23,4.19,0.0,inf
1991-09-24,4.05,0.0,inf
1991-09-25,4.03,0.0,inf
1991-09-26,4.03,0.0,inf
1991-09-27,4.05,0.0,inf
1991-09-30,4.0,0.0,inf
1991-10-01,3.88,0.0,inf
1991-10-02,3.81,0.0,inf
1991-10-03,3.69,0.0,inf
1991-10-04,3.59,0.0,inf
1991-10-07,3.64,0.0,inf
1991-10-08,3.84,0.0,inf
1991-10-09,3.81,0.0,inf
1991-10-10,3.86,0.0,inf
1991-10-11,3.89,0.0,inf
1991-10-14,3.91,0.0,inf
1991-10-15,3.97,0.0,inf
1991-10-16,4.11,0.0,inf
1991-10-17,4.11,0.0,inf
1991-10-18,4.16,0.0,inf
1991-10-21,4.11,0.0,inf
1991-10-22,4.16,0.0,inf
1991-10-23,4.13,0.0,inf
1991-10-24,4.08,0.0,inf
1991-10-25,4.03,0.0,inf
1991-10-28,4.03,0.0,inf
1991-10-29,4.22,0.0,inf
1991-10-30,4.19,0.0,inf
1991-10-31,4.17,0.0,inf
1991-11-01,4.16,0.0,inf
1991-11-04,4.14,0.0,inf
1991-11-05,4.16,0.0,inf
1991-11-06,4.16,0.0,inf
1991-11-07,4.17,0.0,inf
1991-11-08,4.14,0.0,inf
1991-11-11,4.13,0.0,inf
1991-11-12,4.19,0.0,inf
1991-11-13,4.22,0.0,inf
1991-11-14,4.17,0.0,inf
1991-11-15,4.06,0.0,inf
1991-11-18,4.09,0.0,inf
1991-11-19,4.13,0.0,inf
1991-11-20,4.13,0.0,inf
1991-11-21,4.02,0.0,inf
1991-11-22,3.98,0.0,inf
1991-11-25,4.0,0.0,inf
1991-11-26,4.16,0.0,inf
1991-11-27,4.09,0.0,inf
1991-11-29,4.05,0.0,inf
1991-12-02,4.16,0.0,inf
1991-12-03,4.17,0.0,inf
1991-12-04,4.13,0.0,inf
1991-12-05,4.17,0.0,inf
1991-12-06,4.14,0.0,inf
1991-12-09,4.19,0.0,inf
1991-12-10,4.19,0.0,inf
1991-12-11,4.2,0.0,inf
1991-12-12,4.3,0.0,inf
1991-12-13,4.47,0.0,inf
1991-12-16,4.45,0.0,inf
1991-12-17,4.45,0.0,inf
1991-12-18,4.45,0.0,inf
1991-12-19,4.5,0.0,inf
1991-12-20,4.44,0.0,inf
1991-12-23,4.63,0.0,inf
1991-12-24,4.7,0.0,inf
1991-12-26,4.67,0.0,inf
1991-12-27,4.66,0.0,inf
1991-12-30,4.73,0.0,inf
1991-12-31,4.75,0.0,inf
1992-01-02,4.75,0.0,inf
1992-01-03,4.84,0.0,inf
1992-01-06,4.88,0.0,inf
1992-01-07,4.75,0.0,inf
1992-01-08,4.86,0.0,inf
1992-01-09,4.86,0.0,inf
1992-01-10,4.77,0.0,inf
1992-01-13,4.88,0.0,inf
1992-01-14,4.92,0.0,inf
1992-01-15,4.86,0.0,inf
1992-01-16,4.64,0.0,inf
1992-01-17,4.78,0.0,inf
1992-01-20,4.69,0.0,inf
1992-01-21,4.75,0.0,inf
1992-01-22,4.73,0.0,inf
1992-01-23,4.84,0.0,inf
1992-01-24,4.83,0.0,inf
1992-01-27,4.83,0.0,inf
1992-01-28,4.78,0.0,inf
1992-01-29,4.66,0.0,inf
1992-01-30,4.7,0.0,inf
1992-01-31,4.72,0.0,inf
1992-02-03,4.77,0.0,inf
1992-02-04,4.83,0.0,inf
1992-02-05,4.92,0.0,inf
1992-02-06,4.84,0.0,inf
1992-02-07,4.72,0.0,inf
1992-02-10,4.83,0.0,inf
1992-02-11,4.81,0.0,inf
1992-02-12,4.75,0.0,inf
1992-02-13,4.69,0.0,inf
1992-02-14,4.59,0.0,inf
1992-02-18,4.44,0.0,inf
1992-02-19,4.59,0.0,inf
1992-02-20,4.58,0.0,inf
1992-02-21,4.44,0.0,inf
1992-02-24,4.56,0.0,inf
1992-02-25,4.53,0.0,inf
1992-02-26,4.48,0.0,inf
1992-02-27,4.5,0.0,inf
1992-02-28,4.53,0.0,inf
1992-03-02,4.56,0.0,inf
1992-03-03,4.56,0.0,inf
1992-03-04,4.5,0.0,inf
1992-03-05,4.53,0.0,inf
1992-03-06,4.52,0.0,inf
1992-03-09,4.53,0.0,inf
1992-03-10,4.5,0.0,inf
1992-03-11,4.5,0.0,inf
1992-03-12,4.48,0.0,inf
1992-03-13,4.47,0.0,inf
1992-03-16,4.45,0.0,inf
1992-03-17,4.53,0.0,inf
1992-03-18,4.48,0.0,inf
1992-03-19,4.5,0.0,inf
1992-03-20,4.48,0.0,inf
1992-03-23,4.42,0.0,inf
1992-03-24,4.45,0.0,inf
1992-03-25,4.45,0.0,inf
1992-03-26,4.42,0.0,inf
1992-03-27,4.38,0.0,inf
1992-03-30,4.38,0.0,inf
1992-03-31,4.48,0.0,inf
1992-04-01,4.53,0.0,inf
1992-04-02,4.5,0.0,inf
1992-04-03,4.45,0.0,inf
1992-04-06,4.48,0.0,inf
1992-04-07,4.36,0.0,inf
1992-04-08,4.36,0.0,inf
1992-04-09,4.38,0.0,inf
1992-04-10,4.34,0.0,inf
1992-04-13,4.41,0.0,inf
1992-04-14,4.5,0.0,inf
1992-04-15,4.45,0.0,inf
1992-04-16,4.38,0.0,inf
1992-04-20,4.31,0.0,inf
1992-04-21,4.2,0.0,inf
1992-04-22,4.22,0.0,inf
1992-04-23,4.17,0.0,inf
1992-04-24,4.13,0.0,inf
1992-04-27,4.08,0.0,inf
1992-04-28,4.05,0.0,inf
1992-04-29,3.94,0.0,inf
1992-04-30,4.19,0.0,inf
1992-05-01,4.17,0.0,inf
1992-05-04,4.09,0.0,inf
1992-05-05,4.09,0.0,inf
1992-05-06,4.08,0.0,inf
1992-05-07,4.11,0.0,inf
1992-05-08,4.11,0.0,inf
1992-05-11,4.16,0.0,inf
1992-05-12,4.19,0.0,inf
1992-05-13,4.2,0.0,inf
1992-05-14,4.11,0.0,inf
1992-05-15,4.05,0.0,inf
1992-05-18,4.06,0.0,inf
1992-05-19,4.19,0.0,inf
1992-05-20,4.11,0.0,inf
1992-05-21,4.02,0.0,inf
1992-05-22,3.98,0.0,inf
1992-05-26,3.91,0.0,inf
1992-05-27,3.84,0.0,inf
1992-05-28,4.09,0.0,inf
1992-05-29,4.16,0.0,inf
1992-06-01,4.17,0.0,inf
1992-06-02,4.14,0.0,inf
1992-06-03,4.06,0.0,inf
1992-06-04,4.03,0.0,inf
1992-06-05,3.97,0.0,inf
1992-06-08,3.92,0.0,inf
1992-06-09,3.86,0.0,inf
1992-06-10,3.81,0.0,inf
1992-06-11,3.84,0.0,inf
1992-06-12,3.97,0.0,inf
1992-06-15,3.97,0.0,inf
1992-06-16,3.97,0.0,inf
1992-06-17,3.91,0.0,inf
1992-06-18,3.94,0.0,inf
1992-06-19,3.97,0.0,inf
1992-06-22,3.97,0.0,inf
1992-06-23,4.08,0.0,inf
1992-06-24,4.0,0.0,inf
1992-06-25,4.11,0.0,inf
1992-06-26,4.13,0.0,inf
1992-06-29,4.27,0.0,inf
1992-06-30,4.23,0.0,inf
1992-07-01,4.3,0.0,inf
1992-07-02,4.27,0.0,inf
1992-07-06,4.31,0.0,inf
1992-07-07,4.33,0.0,inf
1992-07-08,4.36,0.0,inf
1992-07-09,4.44,0.0,inf
1992-07-10,4.59,0.0,inf
1992-07-13,4.55,0.0,inf
1992-07-14,4.63,0.0,inf
1992-07-15,4.64,0.0,inf
1992-07-16,4.59,0.0,inf
1992-07-17,4.58,0.0,inf
1992-07-20,4.55,0.0,inf
1992-07-21,4.48,0.0,inf
1992-07-22,4.5,0.0,inf
1992-07-23,4.48,0.0,inf
1992-07-24,4.48,0.0,inf
1992-07-27,4.45,0.0,inf
1992-07-28,4.44,0.0,inf
1992-07-29,4.41,0.0,inf
1992-07-30,4.41,0.0,inf
1992-07-31,4.48,0.0,inf
1992-08-03,4.45,0.0,inf
1992-08-04,4.48,0.0,inf
1992-08-05,4.58,0.0,inf
1992-08-06,4.55,0.0,inf
1992-08-07,4.59,0.0,inf
1992-08-10,4.56,0.0,inf
1992-08-11,4.5,0.0,inf
1992-08-12,4.48,0.0,inf
1992-08-13,4.5,0.0,inf
1992-08-14,4.67,0.0,inf
1992-08-17,4.7,0.0,inf
1992-08-18,4.72,0.0,inf
1992-08-19,4.72,0.0,inf
1992-08-20,4.83,0.0,inf
1992-08-21,4.84,0.0,inf
1992-08-24,4.77,0.0,inf
1992-08-25,4.88,0.0,inf
1992-08-26,4.86,0.0,inf
1992-08-27,4.83,0.0,inf
1992-08-28,4.8,0.0,inf
1992-08-31,4.8,0.0,inf
1992-09-01,4.84,0.0,inf
1992-09-02,4.83,0.0,inf
1992-09-03,4.84,0.0,inf
1992-09-04,4.75,0.0,inf
1992-09-08,4.66,0.0,inf
1992-09-09,4.73,0.0,inf
1992-09-10,4.8,0.0,inf
1992-09-11,4.81,0.0,inf
1992-09-14,4.89,0.0,inf
1992-09-15,4.77,0.0,inf
1992-09-16,4.77,0.0,inf
1992-09-17,4.77,0.0,inf
1992-09-18,4.84,0.0,inf
1992-09-21,4.77,0.0,inf
1992-09-22,4.8,0.0,inf
1992-09-23,4.77,0.0,inf
1992-09-24,4.77,0.0,inf
1992-09-25,4.7,0.0,inf
1992-09-28,4.67,0.0,inf
1992-09-29,4.75,0.0,inf
1992-09-30,4.78,0.0,inf
1992-10-01,4.86,0.0,inf
1992-10-02,4.8,0.0,inf
1992-10-05,4.75,0.0,inf
1992-10-06,4.8,0.0,inf
1992-10-07,4.86,0.0,inf
1992-10-08,4.89,0.0,inf
1992-10-09,4.88,0.0,inf
