date,C,C_EPS,PE Ratio
1999-08-27,352.5,,
1999-08-30,335.63,,
1999-08-31,333.28,,
1999-09-01,336.56,,
1999-09-02,329.53,,
1999-09-03,342.19,,
1999-09-07,336.09,,
1999-09-08,330.94,,
1999-09-09,328.13,,
1999-09-10,325.31,,
1999-09-13,325.31,,
1999-09-14,322.97,,
1999-09-15,322.97,,
1999-09-16,323.91,,
1999-09-17,327.66,,
1999-09-20,330.47,,
1999-09-21,320.63,,
1999-09-22,321.56,,
1999-09-23,323.44,,
1999-09-24,328.13,,
1999-09-27,321.56,,
1999-09-28,328.13,,
1999-09-29,320.16,,
1999-09-30,330.0,,
1999-10-01,324.38,,
1999-10-04,335.16,,
1999-10-05,338.91,,
1999-10-06,347.81,,
1999-10-07,344.06,,
1999-10-08,349.22,,
1999-10-11,344.06,,
1999-10-12,341.25,,
1999-10-13,328.59,,
1999-10-14,329.53,,
1999-10-15,315.94,,
1999-10-18,327.66,,
1999-10-19,337.03,,
1999-10-20,346.88,,
1999-10-21,352.03,,
1999-10-22,361.41,,
1999-10-25,358.59,,
1999-10-26,363.75,,
1999-10-27,384.84,,
1999-10-28,405.94,,
1999-10-29,406.88,,
1999-11-01,400.31,,
1999-11-02,402.66,,
1999-11-03,397.5,,
1999-11-04,410.63,,
1999-11-05,407.81,,
1999-11-08,404.53,,
1999-11-09,396.09,,
1999-11-10,393.75,,
1999-11-11,390.94,,
1999-11-12,411.56,,
1999-11-15,419.06,,
1999-11-16,435.0,,
1999-11-17,422.81,,
1999-11-18,421.88,,
1999-11-19,423.75,,
1999-11-22,420.0,,
1999-11-23,410.16,,
1999-11-24,404.53,,
1999-11-26,407.81,,
1999-11-29,397.5,,
1999-11-30,404.06,,
1999-12-01,407.34,,
1999-12-02,405.0,,
1999-12-03,428.91,,
1999-12-06,421.41,,
1999-12-07,428.91,,
1999-12-08,419.65,,
1999-12-09,413.44,,
1999-12-10,420.94,,
1999-12-13,414.96,,
1999-12-14,401.25,,
1999-12-15,408.75,,
1999-12-16,405.0,,
1999-12-17,408.75,,
1999-12-20,408.16,,
1999-12-21,420.0,,
1999-12-22,412.5,,
1999-12-23,417.19,,
1999-12-27,408.75,,
1999-12-28,416.25,,
1999-12-29,411.56,,
1999-12-30,414.84,,
1999-12-31,417.66,,
2000-01-03,397.5,,
2000-01-04,373.13,,
2000-01-05,388.13,,
2000-01-06,406.88,,
2000-01-07,405.0,,
2000-01-10,403.59,,
2000-01-11,398.44,,
2000-01-12,412.5,,
2000-01-13,417.19,,
2000-01-14,435.0,,
2000-01-18,438.75,,
2000-01-19,448.13,,
2000-01-20,439.57,,
2000-01-21,423.28,,
2000-01-24,413.91,,
2000-01-25,419.06,,
2000-01-26,435.94,,
2000-01-27,442.5,,
2000-01-28,420.94,,
2000-01-31,427.5,,
2000-02-01,436.88,,
2000-02-02,433.13,,
2000-02-03,422.34,,
2000-02-04,410.63,,
2000-02-07,407.81,,
2000-02-08,420.0,,
2000-02-09,406.41,,
2000-02-10,402.66,,
2000-02-11,405.0,,
2000-02-14,405.0,,
2000-02-15,411.56,,
2000-02-16,402.19,,
2000-02-17,393.75,,
2000-02-18,385.78,,
2000-02-22,382.5,,
2000-02-23,382.03,,
2000-02-24,369.38,,
2000-02-25,360.0,,
2000-02-28,367.5,,
2000-02-29,388.13,,
2000-03-01,387.19,,
2000-03-02,386.25,,
2000-03-03,400.78,,
2000-03-06,391.41,,
2000-03-07,377.81,,
2000-03-08,378.75,,
2000-03-09,377.81,,
2000-03-10,367.5,,
2000-03-13,374.53,,
2000-03-14,373.13,,
2000-03-15,391.88,,
2000-03-16,420.94,,
2000-03-17,427.5,,
2000-03-20,421.41,,
2000-03-21,435.47,,
2000-03-22,440.63,,
2000-03-23,462.66,,
2000-03-24,454.22,,
2000-03-27,450.47,,
2000-03-28,457.5,,
2000-03-29,455.63,,
2000-03-30,457.5,,
2000-03-31,449.06,,
2000-04-03,465.0,,
2000-04-04,442.5,,
2000-04-05,440.16,,
2000-04-06,444.84,,
2000-04-07,442.5,,
2000-04-10,466.88,,
2000-04-11,475.78,,
2000-04-12,472.5,,
2000-04-13,469.22,,
2000-04-14,435.0,,
2000-04-17,444.38,,
2000-04-18,465.94,,
2000-04-19,447.19,,
2000-04-20,459.38,,
2000-04-24,463.59,,
2000-04-25,483.75,,
2000-04-26,468.75,,
2000-04-27,461.25,,
2000-04-28,442.5,,
2000-05-01,452.34,,
2000-05-02,458.44,,
2000-05-03,450.94,,
2000-05-04,439.69,,
2000-05-05,446.72,,
2000-05-08,448.13,,
2000-05-09,446.25,,
2000-05-10,423.28,,
2000-05-11,441.56,,
2000-05-12,451.41,,
2000-05-15,471.56,,
2000-05-16,462.66,,
2000-05-17,457.97,,
2000-05-18,461.72,,
2000-05-19,457.03,,
2000-05-22,459.84,,
2000-05-23,467.34,,
2000-05-24,460.31,,
2000-05-25,439.22,,
2000-05-26,436.88,,
2000-05-30,452.34,,
2000-05-31,466.41,,
2000-06-01,474.84,,
2000-06-02,499.69,,
2000-06-05,498.28,,
2000-06-06,486.09,,
2000-06-07,497.81,,
2000-06-08,483.75,,
2000-06-09,480.0,,
2000-06-12,480.0,,
2000-06-13,489.84,,
2000-06-14,503.44,,
2000-06-15,486.56,,
2000-06-16,470.16,,
2000-06-19,482.34,,
2000-06-20,482.81,,
2000-06-21,468.75,,
2000-06-22,466.88,,
2000-06-23,464.06,,
2000-06-26,480.0,,
2000-06-27,479.53,,
2000-06-28,481.41,,
2000-06-29,469.69,,
2000-06-30,451.88,,
2000-07-03,468.28,,
2000-07-05,474.38,,
2000-07-06,479.06,,
2000-07-07,488.91,,
2000-07-10,489.38,,
2000-07-11,501.56,,
2000-07-12,501.56,,
2000-07-13,499.69,,
2000-07-14,510.0,,
2000-07-17,497.81,,
2000-07-18,500.16,,
2000-07-19,510.0,,
2000-07-20,529.22,,
2000-07-21,531.56,,
2000-07-24,530.63,,
2000-07-25,528.28,,
2000-07-26,522.19,,
2000-07-27,524.53,,
2000-07-28,515.16,,
2000-07-31,528.75,,
2000-08-01,528.75,,
2000-08-02,532.5,,
2000-08-03,534.84,,
2000-08-04,551.25,,
2000-08-07,552.66,,
2000-08-08,546.09,,
2000-08-09,544.69,,
2000-08-10,533.91,,
2000-08-11,543.28,,
2000-08-14,555.0,,
2000-08-15,554.53,,
2000-08-16,548.91,,
2000-08-17,560.63,,
2000-08-18,560.86,,
2000-08-21,576.56,,
2000-08-22,579.84,,
2000-08-23,565.31,,
2000-08-24,575.63,,
2000-08-25,569.53,,
2000-08-28,588.75,,
2000-08-29,580.0,,
2000-08-30,580.0,,
2000-08-31,583.91,,
2000-09-01,575.0,,
2000-09-05,575.63,,
2000-09-06,549.22,,
2000-09-07,547.5,,
2000-09-08,565.0,,
2000-09-11,567.5,,
2000-09-12,565.0,,
2000-09-13,557.5,,
2000-09-14,562.19,,
2000-09-15,550.63,,
2000-09-18,535.0,,
2000-09-19,542.5,,
2000-09-20,531.88,,
2000-09-21,515.0,,
2000-09-22,527.5,,
2000-09-25,541.25,,
2000-09-26,535.0,,
2000-09-27,511.25,,
2000-09-28,534.38,,
2000-09-29,540.63,,
2000-10-02,553.75,,
2000-10-03,568.75,,
2000-10-04,547.5,,
2000-10-05,561.25,,
2000-10-06,535.0,,
2000-10-09,526.25,,
2000-10-10,510.0,,
2000-10-11,495.0,,
2000-10-12,467.5,,
2000-10-13,498.13,,
2000-10-16,508.13,,
2000-10-17,493.75,,
2000-10-18,495.63,,
2000-10-19,513.13,,
2000-10-20,509.38,,
2000-10-23,504.38,,
2000-10-24,516.88,,
2000-10-25,506.25,,
2000-10-26,490.0,,
2000-10-27,502.5,,
2000-10-30,515.63,,
2000-10-31,526.25,,
2000-11-01,516.88,,
2000-11-02,530.63,,
2000-11-03,539.38,,
2000-11-06,548.75,,
2000-11-07,547.5,,
2000-11-08,530.63,,
2000-11-09,526.88,,
2000-11-10,515.0,,
2000-11-13,505.0,,
2000-11-14,507.5,,
2000-11-15,501.88,,
2000-11-16,516.88,,
2000-11-17,511.09,,
2000-11-20,493.75,,
2000-11-21,491.25,,
2000-11-22,470.63,,
2000-11-24,473.13,,
2000-11-27,474.38,,
2000-11-28,476.25,,
2000-11-29,494.38,,
2000-11-30,498.13,,
2000-12-01,489.38,,
2000-12-04,478.13,,
2000-12-05,507.5,,
2000-12-06,497.5,,
2000-12-07,497.5,,
2000-12-08,515.0,,
2000-12-11,528.75,,
2000-12-12,526.25,,
2000-12-13,530.0,,
2000-12-14,507.5,,
2000-12-15,480.63,,
2000-12-18,493.75,,
2000-12-19,502.5,,
2000-12-20,480.0,,
2000-12-21,487.5,,
2000-12-22,500.63,,
2000-12-26,509.38,,
2000-12-27,508.75,,
2000-12-28,512.5,,
2000-12-29,510.63,,
2001-01-02,505.0,,
2001-01-03,549.38,,
2001-01-04,556.88,,
2001-01-05,536.88,,
2001-01-08,533.75,,
2001-01-09,521.88,,
2001-01-10,539.38,,
2001-01-11,550.0,,
2001-01-12,531.25,,
2001-01-16,546.88,,
2001-01-17,538.13,,
2001-01-18,542.5,,
2001-01-19,543.75,,
2001-01-22,538.75,,
2001-01-23,548.75,,
2001-01-24,558.13,,
2001-01-25,553.13,,
2001-01-26,551.88,,
2001-01-29,562.0,,
2001-01-30,562.0,,
2001-01-31,559.7,,
2001-02-01,561.1,,
2001-02-02,554.6,,
2001-02-05,563.0,,
2001-02-06,551.3,,
2001-02-07,543.6,,
2001-02-08,541.0,,
2001-02-09,540.5,,
2001-02-12,554.5,,
2001-02-13,545.9,,
2001-02-14,536.5,,
2001-02-15,540.7,,
2001-02-16,540.0,,
2001-02-20,512.0,,
2001-02-21,483.0,,
2001-02-22,486.0,,
2001-02-23,482.0,,
2001-02-26,503.0,,
2001-02-27,498.0,,
2001-02-28,491.8,,
2001-03-01,486.5,,
2001-03-02,480.0,,
2001-03-05,482.5,,
2001-03-06,486.3,,
2001-03-07,504.5,,
2001-03-08,507.5,,
2001-03-09,491.3,,
2001-03-12,471.0,,
2001-03-13,483.9,,
2001-03-14,449.0,,
2001-03-15,464.0,,
2001-03-16,455.0,,
2001-03-19,463.0,,
2001-03-20,443.0,,
2001-03-21,422.5,,
2001-03-22,406.0,,
2001-03-23,428.5,,
2001-03-26,442.0,,
2001-03-27,464.5,,
2001-03-28,451.0,,
2001-03-29,447.0,,
2001-03-30,449.8,,
2001-04-02,460.7,,
2001-04-03,437.0,,
2001-04-04,427.0,,
2001-04-05,450.0,,
2001-04-06,427.5,,
2001-04-09,428.3,,
2001-04-10,454.0,,
2001-04-11,463.4,,
2001-04-12,473.0,,
2001-04-16,469.5,,
2001-04-17,479.2,,
2001-04-18,500.5,,
2001-04-19,503.0,,
2001-04-20,494.2,,
2001-04-23,484.9,,
2001-04-24,487.0,,
2001-04-25,493.0,,
2001-04-26,495.1,,
2001-04-27,509.1,,
2001-04-30,491.5,,
2001-05-01,504.0,,
2001-05-02,506.0,,
2001-05-03,510.0,,
2001-05-04,507.8,,
2001-05-07,506.5,,
2001-05-08,498.0,,
2001-05-09,494.5,,
2001-05-10,496.0,,
2001-05-11,492.6,,
2001-05-14,501.0,,
2001-05-15,505.5,,
2001-05-16,517.9,,
2001-05-17,506.9,,
2001-05-18,508.6,,
2001-05-21,515.6,,
2001-05-22,525.5,,
2001-05-23,520.1,,
2001-05-24,525.7,,
2001-05-25,518.6,,
2001-05-29,516.0,,
2001-05-30,507.8,,
2001-05-31,512.5,,
2001-06-01,518.0,,
2001-06-04,522.8,,
2001-06-05,525.7,,
2001-06-06,518.6,,
2001-06-07,514.3,,
2001-06-08,509.5,,
2001-06-11,504.0,,
2001-06-12,503.8,,
2001-06-13,498.9,,
2001-06-14,486.1,,
2001-06-15,493.0,,
2001-06-18,497.9,,
2001-06-19,507.5,,
2001-06-20,506.5,,
2001-06-21,535.5,,
2001-06-22,534.0,,
2001-06-25,525.5,,
2001-06-26,521.5,,
2001-06-27,517.0,,
2001-06-28,526.0,,
2001-06-29,528.4,,
2001-07-02,534.8,,
2001-07-03,530.5,,
2001-07-05,522.8,,
2001-07-06,507.9,,
2001-07-09,508.0,,
2001-07-10,491.2,,
2001-07-11,476.0,,
2001-07-12,487.0,,
2001-07-13,488.6,,
2001-07-16,491.5,,
2001-07-17,507.1,,
2001-07-18,506.2,,
2001-07-19,501.5,,
2001-07-20,505.6,,
2001-07-23,502.2,,
2001-07-24,489.7,,
2001-07-25,493.5,,
2001-07-26,500.0,,
2001-07-27,500.5,,
2001-07-30,496.4,,
2001-07-31,502.1,,
2001-08-01,506.4,,
2001-08-02,510.5,,
2001-08-03,511.3,,
2001-08-06,504.0,,
2001-08-07,508.0,,
2001-08-08,496.0,,
2001-08-09,494.1,,
2001-08-10,496.4,,
2001-08-13,491.3,,
2001-08-14,487.5,,
2001-08-15,486.0,,
2001-08-16,478.8,,
2001-08-17,466.0,,
2001-08-20,474.0,,
2001-08-21,469.0,,
2001-08-22,470.0,,
2001-08-23,467.9,,
2001-08-24,483.0,,
2001-08-27,480.0,,
2001-08-28,470.5,,
2001-08-29,464.5,,
2001-08-30,455.3,,
2001-08-31,458.0,,
2001-09-04,461.6,,
2001-09-05,455.8,,
2001-09-06,440.5,,
2001-09-07,434.2,,
2001-09-10,424.5,,
2001-09-17,396.0,,
2001-09-18,393.4,,
2001-09-19,384.5,,
2001-09-20,363.6,,
2001-09-21,363.6,,
2001-09-24,390.0,,
2001-09-25,390.4,,
2001-09-26,393.1,,
2001-09-27,398.7,,
2001-09-28,405.0,,
2001-10-01,417.5,,
2001-10-02,422.5,,
2001-10-03,434.8,,
2001-10-04,436.2,,
2001-10-05,431.0,,
2001-10-08,424.2,,
2001-10-09,427.0,,
2001-10-10,443.1,,
2001-10-11,457.5,,
2001-10-12,450.6,,
2001-10-15,448.0,,
2001-10-16,460.9,,
2001-10-17,465.6,,
2001-10-18,465.0,,
2001-10-19,458.5,,
2001-10-22,470.1,,
2001-10-23,472.4,,
2001-10-24,469.4,,
2001-10-25,481.0,,
2001-10-26,485.8,,
2001-10-29,464.0,,
2001-10-30,455.5,,
2001-10-31,455.2,,
2001-11-01,462.5,,
2001-11-02,469.3,,
2001-11-05,472.7,,
2001-11-06,475.5,,
2001-11-07,481.0,,
2001-11-08,485.0,,
2001-11-09,483.0,,
2001-11-12,482.0,,
2001-11-13,499.5,,
2001-11-14,504.5,,
2001-11-15,500.9,,
2001-11-16,488.0,,
2001-11-19,496.0,,
2001-11-20,495.5,,
2001-11-21,489.0,,
2001-11-23,499.4,,
2001-11-26,508.1,,
2001-11-27,505.5,,
2001-11-28,478.0,,
2001-11-29,483.6,,
2001-11-30,479.0,,
2001-12-03,469.1,,
2001-12-04,478.3,,
2001-12-05,490.0,,
2001-12-06,496.0,,
2001-12-07,492.1,,
2001-12-10,479.2,,
2001-12-11,486.1,,
2001-12-12,481.5,,
2001-12-13,474.5,,
2001-12-14,466.9,,
2001-12-17,473.7,,
2001-12-18,481.0,,
2001-12-19,500.0,,
2001-12-20,497.1,,
2001-12-21,501.5,,
2001-12-24,499.7,,
2001-12-26,502.2,,
2001-12-27,507.4,,
2001-12-28,511.9,,
2001-12-31,504.8,,
2002-01-02,510.1,,
2002-01-03,510.5,,
2002-01-04,520.0,,
2002-01-07,513.9,,
2002-01-08,495.0,,
2002-01-09,497.9,,
2002-01-10,498.5,,
2002-01-11,490.7,,
2002-01-14,488.8,,
2002-01-15,497.2,,
2002-01-16,488.6,,
2002-01-17,499.0,,
2002-01-18,499.6,,
2002-01-22,492.0,,
2002-01-23,495.0,,
2002-01-24,499.0,,
2002-01-25,496.2,,
2002-01-28,493.1,,
2002-01-29,467.1,,
2002-01-30,475.0,,
2002-01-31,474.0,,
2002-02-01,464.9,,
2002-02-04,443.0,,
2002-02-05,448.0,,
2002-02-06,440.0,,
2002-02-07,441.4,,
2002-02-08,454.9,,
2002-02-11,458.3,,
2002-02-12,451.5,,
2002-02-13,453.5,,
2002-02-14,455.5,,
2002-02-15,441.3,,
2002-02-19,422.2,,
2002-02-20,435.2,,
2002-02-21,428.0,,
2002-02-22,424.0,,
2002-02-25,437.9,,
2002-02-26,438.0,,
2002-02-27,442.4,,
2002-02-28,452.5,,
2002-03-01,458.0,,
2002-03-04,476.1,,
2002-03-05,477.0,,
2002-03-06,487.0,,
2002-03-07,487.2,,
2002-03-08,488.7,,
2002-03-11,489.0,,
2002-03-12,493.3,,
2002-03-13,483.9,,
2002-03-14,488.1,,
2002-03-15,496.9,,
2002-03-18,495.5,,
2002-03-19,499.0,,
2002-03-20,492.5,,
2002-03-21,496.0,,
2002-03-22,498.4,,
2002-03-25,486.5,,
2002-03-26,491.5,,
2002-03-27,500.0,,
2002-03-28,495.2,,
2002-04-01,494.5,,
2002-04-02,494.5,,
2002-04-03,487.7,,
2002-04-04,486.5,,
2002-04-05,486.7,,
2002-04-08,486.0,,
2002-04-09,488.4,,
2002-04-10,486.3,,
2002-04-11,467.6,,
2002-04-12,471.0,,
2002-04-15,459.2,,
2002-04-16,481.1,,
2002-04-17,476.2,,
2002-04-18,470.5,,
2002-04-19,465.3,,
2002-04-22,454.5,,
2002-04-23,455.0,,
2002-04-24,447.0,,
2002-04-25,441.5,,
2002-04-26,430.5,,
2002-04-29,428.8,,
2002-04-30,433.0,,
2002-05-01,439.6,,
2002-05-02,449.5,,
2002-05-03,442.9,,
2002-05-06,424.3,,
2002-05-07,421.5,,
2002-05-08,447.7,,
2002-05-09,443.3,,
2002-05-10,433.0,,
2002-05-13,442.4,,
2002-05-14,454.0,,
2002-05-15,457.6,,
2002-05-16,463.5,,
2002-05-17,467.8,,
2002-05-20,458.5,,
2002-05-21,452.6,,
2002-05-22,450.0,,
2002-05-23,453.4,,
2002-05-24,448.2,,
2002-05-28,439.8,,
2002-05-29,435.0,,
2002-05-30,433.4,,
2002-05-31,431.8,,
2002-06-03,424.0,,
2002-06-04,419.9,,
2002-06-05,423.4,,
2002-06-06,420.0,,
2002-06-07,410.0,,
2002-06-10,417.0,,
2002-06-11,407.1,,
2002-06-12,412.0,,
2002-06-13,401.8,,
2002-06-14,402.0,,
2002-06-17,428.3,,
2002-06-18,430.7,,
2002-06-19,420.6,,
2002-06-20,404.9,,
2002-06-21,398.0,,
2002-06-24,395.9,,
2002-06-25,391.2,,
2002-06-26,370.0,,
2002-06-27,391.6,,
2002-06-28,387.5,,
2002-07-01,384.9,,
2002-07-02,374.8,,
2002-07-03,370.1,,
2002-07-05,395.5,,
2002-07-08,384.7,,
2002-07-09,375.7,,
2002-07-10,365.5,,
2002-07-11,369.0,,
2002-07-12,363.5,,
2002-07-15,369.4,,
2002-07-16,362.0,,
2002-07-17,369.3,,
2002-07-18,369.0,,
2002-07-19,360.0,,
2002-07-22,320.4,,
2002-07-23,270.0,,
2002-07-24,295.9,,
2002-07-25,296.5,,
2002-07-26,307.4,,
2002-07-29,333.1,,
2002-07-30,339.5,,
2002-07-31,335.4,,
2002-08-01,323.0,,
2002-08-02,308.8,,
2002-08-05,286.5,,
2002-08-06,304.0,,
2002-08-07,315.2,,
2002-08-08,339.0,,
2002-08-09,343.1,,
2002-08-12,340.8,,
2002-08-13,331.0,,
2002-08-14,352.4,,
2002-08-15,358.4,,
2002-08-16,349.0,,
2002-08-19,363.5,,
2002-08-20,357.9,,
2002-08-21,343.5,,
2002-08-22,351.8,,
2002-08-23,340.0,,
2002-08-26,344.0,,
2002-08-27,342.0,,
2002-08-28,331.5,,
2002-08-29,328.2,,
2002-08-30,327.5,,
2002-09-03,293.9,,
2002-09-04,303.0,,
2002-09-05,293.0,,
2002-09-06,302.8,,
2002-09-09,310.7,,
2002-09-10,308.7,,
2002-09-11,301.4,,
2002-09-12,291.5,,
2002-09-13,293.8,,
2002-09-16,298.8,,
2002-09-17,298.0,,
2002-09-18,291.1,,
2002-09-19,276.5,,
2002-09-20,268.3,,
2002-09-23,275.7,,
2002-09-24,272.0,,
2002-09-25,280.8,,
2002-09-26,295.1,,
2002-09-27,290.2,,
2002-09-30,296.5,,
2002-10-01,310.0,,
2002-10-02,296.0,,
2002-10-03,285.1,,
2002-10-04,279.8,,
2002-10-07,267.3,,
2002-10-08,278.4,,
2002-10-09,268.9,,
2002-10-10,285.7,,
2002-10-11,304.0,,
2002-10-14,303.1,,
2002-10-15,341.4,,
2002-10-16,338.5,,
2002-10-17,357.5,,
2002-10-18,349.8,,
2002-10-21,355.2,,
2002-10-22,355.3,,
2002-10-23,354.9,,
2002-10-24,346.7,,
2002-10-25,357.0,,
2002-10-28,363.0,,
2002-10-29,365.0,,
2002-10-30,370.8,,
2002-10-31,369.5,,
2002-11-01,376.5,,
2002-11-04,376.0,,
2002-11-05,380.1,,
2002-11-06,378.9,,
2002-11-07,364.5,,
2002-11-08,368.7,,
2002-11-11,357.0,,
2002-11-12,363.9,,
2002-11-13,350.0,,
2002-11-14,361.4,,
2002-11-15,369.0,,
2002-11-18,358.2,,
2002-11-19,364.4,,
2002-11-20,377.9,,
2002-11-21,389.4,,
2002-11-22,385.4,,
2002-11-25,386.5,,
2002-11-26,371.6,,
2002-11-27,389.7,,
2002-11-29,388.8,,
2002-12-02,385.2,,
2002-12-03,378.5,,
2002-12-04,378.5,,
2002-12-05,371.4,,
2002-12-06,375.6,,
2002-12-09,361.5,,
2002-12-10,367.9,,
2002-12-11,362.6,,
2002-12-12,366.2,,
2002-12-13,360.0,,
2002-12-16,374.8,,
2002-12-17,371.3,,
2002-12-18,371.5,,
2002-12-19,370.0,,
2002-12-20,381.4,,
2002-12-23,376.8,,
2002-12-24,365.0,,
2002-12-26,360.2,,
2002-12-27,351.7,,
2002-12-30,352.5,,
2002-12-31,351.9,,
2003-01-02,363.5,,
2003-01-03,361.1,,
2003-01-06,373.1,,
2003-01-07,369.8,,
2003-01-08,366.9,,
2003-01-09,370.3,,
2003-01-10,374.6,,
2003-01-13,370.4,,
2003-01-14,379.3,,
2003-01-15,374.5,,
2003-01-16,371.1,,
2003-01-17,368.0,,
2003-01-21,361.4,,
2003-01-22,359.0,,
2003-01-23,371.4,,
2003-01-24,357.9,,
2003-01-27,350.9,,
2003-01-28,354.6,,
2003-01-29,355.5,,
2003-01-30,342.0,,
2003-01-31,343.5,,
2003-02-03,346.5,,
2003-02-04,336.4,,
2003-02-05,336.5,,
2003-02-06,331.5,,
2003-02-07,329.1,,
2003-02-10,328.9,,
2003-02-11,320.5,,
2003-02-12,314.2,,
2003-02-13,318.4,,
2003-02-14,325.4,,
2003-02-18,332.4,,
2003-02-19,333.6,,
2003-02-20,328.6,,
2003-02-21,332.0,,
2003-02-24,324.3,,
2003-02-25,328.9,,
2003-02-26,322.6,,
2003-02-27,328.6,,
2003-02-28,333.4,,
2003-03-03,330.5,,
2003-03-04,323.7,,
2003-03-05,331.7,,
2003-03-06,327.9,,
2003-03-07,331.6,,
2003-03-10,322.0,,
2003-03-11,315.5,,
2003-03-12,316.6,,
2003-03-13,333.9,,
2003-03-14,337.5,,
2003-03-17,342.0,,
2003-03-18,347.3,,
2003-03-19,354.6,,
2003-03-20,358.3,,
2003-03-21,372.0,,
2003-03-24,357.0,,
2003-03-25,359.0,,
2003-03-26,358.9,,
2003-03-27,359.0,,
2003-03-28,354.5,,
2003-03-31,344.5,,
2003-04-01,356.0,,
2003-04-02,370.4,,
2003-04-03,365.2,,
2003-04-04,372.3,,
2003-04-07,372.2,,
2003-04-08,376.1,,
2003-04-09,370.4,,
2003-04-10,369.5,,
2003-04-11,373.5,,
2003-04-14,384.3,,
2003-04-15,392.5,,
2003-04-16,382.6,,
2003-04-17,390.4,,
2003-04-21,387.0,,
2003-04-22,399.4,,
2003-04-23,402.9,,
2003-04-24,391.5,,
2003-04-25,384.5,,
2003-04-28,392.6,,
2003-04-29,391.0,,
2003-04-30,392.5,,
2003-05-01,390.0,,
2003-05-02,397.0,,
2003-05-05,395.3,,
2003-05-06,399.5,,
2003-05-07,400.2,,
2003-05-08,392.1,,
2003-05-09,390.5,,
2003-05-12,393.9,,
2003-05-13,392.7,,
2003-05-14,389.0,,
2003-05-15,394.5,,
2003-05-16,391.5,,
2003-05-19,382.3,,
2003-05-20,385.2,,
2003-05-21,388.6,,
2003-05-22,387.2,,
2003-05-23,390.9,,
2003-05-27,401.8,,
2003-05-28,411.4,,
2003-05-29,407.7,,
2003-05-30,410.2,,
2003-06-02,413.7,,
2003-06-03,422.5,,
2003-06-04,430.2,,
2003-06-05,435.0,,
2003-06-06,436.9,,
2003-06-09,428.6,,
2003-06-10,432.0,,
2003-06-11,440.9,,
2003-06-12,440.7,,
2003-06-13,441.0,,
2003-06-16,452.4,,
2003-06-17,455.6,,
2003-06-18,449.1,,
2003-06-19,437.9,,
2003-06-20,440.5,,
2003-06-23,431.0,,
2003-06-24,433.5,,
2003-06-25,430.5,,
2003-06-26,437.2,,
2003-06-27,430.1,,
2003-06-30,428.0,,
2003-07-01,438.1,,
2003-07-02,444.0,,
2003-07-03,438.8,,
2003-07-07,449.4,,
2003-07-08,453.7,,
2003-07-09,459.9,,
2003-07-10,452.0,,
2003-07-11,461.5,,
2003-07-14,471.2,,
2003-07-15,468.3,,
2003-07-16,455.2,,
2003-07-17,448.2,,
2003-07-18,457.4,,
2003-07-21,449.5,,
2003-07-22,454.5,,
2003-07-23,456.4,,
2003-07-24,448.7,,
2003-07-25,457.3,,
2003-07-28,458.0,,
2003-07-29,454.4,,
2003-07-30,452.3,,
2003-07-31,448.0,,
2003-08-01,434.5,,
2003-08-04,438.7,,
2003-08-05,430.7,,
2003-08-06,435.2,,
2003-08-07,441.0,,
2003-08-08,444.0,,
2003-08-11,445.5,,
2003-08-12,451.9,,
2003-08-13,449.7,,
2003-08-14,451.3,,
2003-08-15,449.0,,
2003-08-18,446.5,,
2003-08-19,444.1,,
2003-08-20,441.6,,
2003-08-21,439.1,,
2003-08-22,431.0,,
2003-08-25,429.2,,
2003-08-26,433.1,,
2003-08-27,429.6,,
2003-08-28,430.9,,
2003-08-29,433.5,,
2003-09-02,441.8,,
2003-09-03,445.0,,
2003-09-04,444.1,,
2003-09-05,443.4,,
2003-09-08,445.2,,
2003-09-09,442.8,,
2003-09-10,439.5,,
2003-09-11,442.1,,
2003-09-12,443.0,,
2003-09-15,441.6,,
2003-09-16,447.0,,
2003-09-17,449.4,,
2003-09-18,466.5,,
2003-09-19,469.9,,
2003-09-22,463.8,,
2003-09-23,471.7,,
2003-09-24,465.3,,
2003-09-25,459.7,,
2003-09-26,453.6,,
2003-09-29,460.7,,
2003-09-30,455.1,,
2003-10-01,470.0,,
2003-10-02,472.5,,
2003-10-03,471.1,,
2003-10-06,473.1,,
2003-10-07,478.3,,
2003-10-08,475.6,,
2003-10-09,478.8,,
2003-10-10,479.0,,
2003-10-13,489.3,,
2003-10-14,490.0,,
2003-10-15,488.8,,
2003-10-16,490.0,,
2003-10-17,483.8,,
2003-10-20,481.4,,
2003-10-21,475.7,,
2003-10-22,472.0,,
2003-10-23,477.8,,
2003-10-24,476.0,,
2003-10-27,467.0,,
2003-10-28,475.8,,
2003-10-29,475.9,,
2003-10-30,475.2,,
2003-10-31,474.0,,
2003-11-03,480.4,,
2003-11-04,483.2,0.92,525.2173913043478
2003-11-05,485.0,0.92,527.1739130434783
2003-11-06,488.9,0.92,531.4130434782609
2003-11-07,477.5,0.92,519.0217391304348
2003-11-10,479.5,0.92,521.195652173913
2003-11-11,473.9,0.92,515.1086956521739
2003-11-12,473.9,0.92,515.1086956521739
2003-11-13,471.0,0.92,511.95652173913044
2003-11-14,464.3,0.92,504.67391304347825
2003-11-17,463.0,0.92,503.2608695652174
2003-11-18,455.6,0.92,495.2173913043478
2003-11-19,459.4,0.92,499.3478260869565
2003-11-20,457.7,0.92,497.49999999999994
