date,AES,AES_EPS,PE Ratio
1991-09-10,4.25,-0.13,-32.69230769230769
1991-09-11,4.33,-0.13,-33.30769230769231
1991-09-12,4.33,-0.13,-33.30769230769231
1991-09-13,4.37,-0.13,-33.61538461538461
1991-09-16,4.37,-0.13,-33.61538461538461
1991-09-17,4.37,-0.13,-33.61538461538461
1991-09-18,4.33,-0.13,-33.30769230769231
1991-09-19,4.33,-0.13,-33.30769230769231
1991-09-20,4.33,-0.13,-33.30769230769231
1991-09-23,4.41,-0.13,-33.92307692307692
1991-09-24,4.37,-0.13,-33.61538461538461
1991-09-25,4.41,-0.13,-33.92307692307692
1991-09-26,4.49,-0.13,-34.53846153846154
1991-09-27,4.41,-0.13,-33.92307692307692
1991-09-30,4.37,-0.13,-33.61538461538461
1991-10-01,4.33,-0.13,-33.30769230769231
1991-10-02,4.37,-0.13,-33.61538461538461
1991-10-03,4.17,-0.13,-32.07692307692307
1991-10-04,4.13,-0.13,-31.769230769230766
1991-10-07,4.0,-0.13,-30.769230769230766
1991-10-08,4.05,-0.13,-31.15384615384615
1991-10-09,4.17,-0.13,-32.07692307692307
1991-10-10,4.25,-0.13,-32.69230769230769
1991-10-11,4.21,-0.13,-32.38461538461538
1991-10-14,4.37,-0.13,-33.61538461538461
1991-10-15,4.49,-0.13,-34.53846153846154
1991-10-16,4.53,-0.13,-34.84615384615385
1991-10-17,4.57,-0.13,-35.15384615384615
1991-10-18,4.53,-0.13,-34.84615384615385
1991-10-21,4.57,-0.13,-35.15384615384615
1991-10-22,4.45,-0.13,-34.23076923076923
1991-10-23,4.57,-0.13,-35.15384615384615
1991-10-24,4.41,-0.13,-33.92307692307692
1991-10-25,4.29,-0.13,-33.0
1991-10-28,4.37,-0.13,-33.61538461538461
1991-10-29,4.37,-0.13,-33.61538461538461
1991-10-30,4.33,-0.13,-33.30769230769231
1991-10-31,4.37,-0.13,-33.61538461538461
1991-11-01,4.33,-0.13,-33.30769230769231
1991-11-04,4.37,-0.13,-33.61538461538461
1991-11-05,4.33,-0.13,-33.30769230769231
1991-11-06,4.41,-0.13,-33.92307692307692
1991-11-07,4.33,-0.13,-33.30769230769231
1991-11-08,4.41,-0.13,-33.92307692307692
1991-11-11,4.41,-0.13,-33.92307692307692
1991-11-12,4.37,-0.13,-33.61538461538461
1991-11-13,4.45,-0.13,-34.23076923076923
1991-11-14,4.41,-0.13,-33.92307692307692
1991-11-15,4.37,-0.13,-33.61538461538461
1991-11-18,4.27,-0.13,-32.84615384615384
1991-11-19,4.21,-0.13,-32.38461538461538
1991-11-20,4.21,-0.13,-32.38461538461538
1991-11-21,4.25,-0.13,-32.69230769230769
1991-11-22,4.29,-0.13,-33.0
1991-11-25,4.17,-0.13,-32.07692307692307
1991-11-26,4.09,-0.13,-31.46153846153846
1991-11-27,4.17,-0.13,-32.07692307692307
1991-11-29,4.11,-0.13,-31.615384615384617
1991-12-02,4.25,-0.13,-32.69230769230769
1991-12-03,4.25,-0.13,-32.69230769230769
1991-12-04,4.21,-0.13,-32.38461538461538
1991-12-05,4.25,-0.13,-32.69230769230769
1991-12-06,4.33,-0.13,-33.30769230769231
1991-12-09,4.45,-0.13,-34.23076923076923
1991-12-10,4.41,-0.13,-33.92307692307692
1991-12-11,4.29,-0.13,-33.0
1991-12-12,4.45,-0.13,-34.23076923076923
1991-12-13,4.49,-0.13,-34.53846153846154
1991-12-16,4.49,-0.13,-34.53846153846154
1991-12-17,4.49,-0.13,-34.53846153846154
1991-12-18,4.73,-0.13,-36.38461538461539
1991-12-19,4.85,-0.13,-37.30769230769231
1991-12-20,4.98,-0.13,-38.30769230769231
1991-12-23,5.0,-0.13,-38.46153846153846
1991-12-24,4.89,-0.13,-37.61538461538461
1991-12-26,4.89,-0.13,-37.61538461538461
1991-12-27,5.02,-0.13,-38.61538461538461
1991-12-30,5.3,-0.13,-40.76923076923077
1991-12-31,5.54,-0.13,-42.61538461538461
1992-01-02,5.34,-0.13,-41.07692307692307
1992-01-03,5.38,-0.13,-41.38461538461538
1992-01-06,5.46,-0.13,-42.0
1992-01-07,5.42,-0.13,-41.69230769230769
1992-01-08,5.46,-0.13,-42.0
1992-01-09,5.38,-0.13,-41.38461538461538
1992-01-10,5.46,-0.13,-42.0
1992-01-13,5.46,-0.13,-42.0
1992-01-14,5.5,-0.13,-42.30769230769231
1992-01-15,5.5,-0.13,-42.30769230769231
1992-01-16,5.42,-0.13,-41.69230769230769
1992-01-17,5.42,-0.13,-41.69230769230769
1992-01-20,5.46,-0.13,-42.0
1992-01-21,5.42,-0.13,-41.69230769230769
1992-01-22,5.5,-0.13,-42.30769230769231
1992-01-23,5.58,-0.13,-42.92307692307692
1992-01-24,5.54,-0.13,-42.61538461538461
1992-01-27,5.38,-0.13,-41.38461538461538
1992-01-28,5.5,-0.13,-42.30769230769231
1992-01-29,5.38,-0.13,-41.38461538461538
1992-01-30,5.36,-0.13,-41.23076923076923
1992-01-31,5.34,-0.13,-41.07692307692307
1992-02-03,5.38,-0.13,-41.38461538461538
1992-02-04,5.42,-0.13,-41.69230769230769
1992-02-05,5.42,-0.13,-41.69230769230769
1992-02-06,5.38,-0.13,-41.38461538461538
1992-02-07,5.18,-0.13,-39.84615384615384
1992-02-10,5.06,-0.13,-38.92307692307692
1992-02-11,4.94,-0.13,-38.0
1992-02-12,5.14,-0.13,-39.53846153846153
1992-02-13,5.06,-0.13,-38.92307692307692
1992-02-14,5.06,-0.13,-38.92307692307692
1992-02-18,5.06,-0.13,-38.92307692307692
1992-02-19,5.18,-0.13,-39.84615384615384
1992-02-20,5.42,-0.13,-41.69230769230769
1992-02-21,5.42,-0.13,-41.69230769230769
1992-02-24,5.26,-0.13,-40.46153846153846
1992-02-25,5.22,-0.13,-40.15384615384615
1992-02-26,5.2,-0.13,-40.0
1992-02-27,5.18,-0.13,-39.84615384615384
1992-02-28,5.26,-0.13,-40.46153846153846
1992-03-02,5.32,-0.13,-40.92307692307693
1992-03-03,5.56,-0.13,-42.76923076923077
1992-03-04,5.4,-0.13,-41.53846153846154
1992-03-05,5.42,-0.13,-41.69230769230769
1992-03-06,5.34,-0.13,-41.07692307692307
1992-03-09,5.34,-0.13,-41.07692307692307
1992-03-10,5.54,-0.13,-42.61538461538461
1992-03-11,5.46,-0.13,-42.0
1992-03-12,5.42,-0.13,-41.69230769230769
1992-03-13,5.34,-0.13,-41.07692307692307
1992-03-16,5.42,-0.13,-41.69230769230769
1992-03-17,5.34,-0.13,-41.07692307692307
1992-03-18,5.5,-0.13,-42.30769230769231
1992-03-19,5.78,-0.13,-44.46153846153846
1992-03-20,5.87,-0.13,-45.15384615384615
1992-03-23,5.87,-0.13,-45.15384615384615
1992-03-24,5.78,-0.13,-44.46153846153846
1992-03-25,5.95,-0.13,-45.76923076923077
1992-03-26,6.05,-0.13,-46.53846153846153
1992-03-27,5.95,-0.13,-45.76923076923077
1992-03-30,6.07,-0.13,-46.69230769230769
1992-03-31,6.03,-0.13,-46.38461538461539
1992-04-01,5.87,-0.13,-45.15384615384615
1992-04-02,5.62,-0.13,-43.23076923076923
1992-04-03,5.5,-0.13,-42.30769230769231
1992-04-06,5.74,-0.13,-44.15384615384615
1992-04-07,5.66,-0.13,-43.53846153846154
1992-04-08,5.66,-0.13,-43.53846153846154
1992-04-09,5.7,-0.13,-43.84615384615385
1992-04-10,5.66,-0.13,-43.53846153846154
1992-04-13,5.7,-0.13,-43.84615384615385
1992-04-14,5.72,-0.13,-44.0
1992-04-15,5.83,-0.13,-44.84615384615385
1992-04-16,5.54,-0.13,-42.61538461538461
1992-04-20,5.44,-0.13,-41.84615384615385
1992-04-21,5.5,-0.13,-42.30769230769231
1992-04-22,5.52,-0.13,-42.46153846153846
1992-04-23,5.54,-0.13,-42.61538461538461
1992-04-24,5.54,-0.13,-42.61538461538461
1992-04-27,5.54,-0.13,-42.61538461538461
1992-04-28,5.54,-0.13,-42.61538461538461
1992-04-29,5.72,-0.13,-44.0
1992-04-30,5.74,-0.13,-44.15384615384615
1992-05-01,5.74,-0.13,-44.15384615384615
1992-05-04,5.83,-0.13,-44.84615384615385
1992-05-05,5.0,-0.13,-38.46153846153846
1992-05-06,4.73,-0.13,-36.38461538461539
1992-05-07,4.31,-0.13,-33.153846153846146
1992-05-08,4.57,-0.13,-35.15384615384615
1992-05-11,4.61,-0.13,-35.46153846153846
1992-05-12,4.65,-0.13,-35.769230769230774
1992-05-13,4.69,-0.13,-36.07692307692308
1992-05-14,4.69,-0.13,-36.07692307692308
1992-05-15,4.57,-0.13,-35.15384615384615
1992-05-18,4.45,-0.13,-34.23076923076923
1992-05-19,4.29,-0.13,-33.0
1992-05-20,4.41,-0.13,-33.92307692307692
1992-05-21,4.29,-0.13,-33.0
1992-05-22,4.41,-0.13,-33.92307692307692
1992-05-26,4.49,-0.13,-34.53846153846154
1992-05-27,4.65,-0.13,-35.769230769230774
1992-05-28,4.65,-0.13,-35.769230769230774
1992-05-29,4.69,-0.13,-36.07692307692308
1992-06-01,4.81,-0.13,-36.99999999999999
1992-06-02,4.69,-0.13,-36.07692307692308
1992-06-03,4.61,-0.13,-35.46153846153846
1992-06-04,4.53,-0.13,-34.84615384615385
1992-06-05,4.53,-0.13,-34.84615384615385
1992-06-08,4.25,-0.13,-32.69230769230769
1992-06-09,4.17,-0.13,-32.07692307692307
1992-06-10,4.17,-0.13,-32.07692307692307
1992-06-11,4.33,-0.13,-33.30769230769231
1992-06-12,4.33,-0.13,-33.30769230769231
1992-06-15,4.39,-0.13,-33.76923076923077
1992-06-16,4.49,-0.13,-34.53846153846154
1992-06-17,4.17,-0.13,-32.07692307692307
1992-06-18,4.33,-0.13,-33.30769230769231
1992-06-19,4.37,-0.13,-33.61538461538461
1992-06-22,4.29,-0.13,-33.0
1992-06-23,2.75,-0.13,-21.153846153846153
1992-06-24,2.89,-0.13,-22.23076923076923
1992-06-25,2.85,-0.13,-21.923076923076923
1992-06-26,2.91,-0.13,-22.384615384615383
1992-06-29,3.11,-0.13,-23.92307692307692
1992-06-30,3.11,-0.13,-23.92307692307692
1992-07-01,3.16,-0.13,-24.307692307692307
1992-07-02,3.28,-0.13,-25.23076923076923
1992-07-06,3.36,-0.13,-25.846153846153843
1992-07-07,3.32,-0.13,-25.538461538461537
1992-07-08,3.32,-0.13,-25.538461538461537
1992-07-09,3.44,-0.13,-26.46153846153846
1992-07-10,3.44,-0.13,-26.46153846153846
1992-07-13,3.52,-0.13,-27.076923076923077
1992-07-14,3.68,-0.13,-28.307692307692307
1992-07-15,3.66,-0.13,-28.153846153846153
1992-07-16,3.64,-0.13,-28.0
1992-07-17,3.16,-0.13,-24.307692307692307
1992-07-20,3.11,-0.13,-23.92307692307692
1992-07-21,2.87,-0.13,-22.076923076923077
1992-07-22,2.95,-0.13,-22.692307692307693
1992-07-23,3.07,-0.13,-23.615384615384613
1992-07-24,3.11,-0.13,-23.92307692307692
1992-07-27,3.22,-0.13,-24.76923076923077
1992-07-28,3.2,-0.13,-24.615384615384617
1992-07-29,3.16,-0.13,-24.307692307692307
1992-07-30,3.11,-0.13,-23.92307692307692
1992-07-31,3.46,-0.13,-26.615384615384613
1992-08-03,3.48,-0.13,-26.769230769230766
1992-08-04,3.32,-0.13,-25.538461538461537
1992-08-05,3.16,-0.13,-24.307692307692307
1992-08-06,3.11,-0.13,-23.92307692307692
1992-08-07,3.16,-0.13,-24.307692307692307
1992-08-10,3.07,-0.13,-23.615384615384613
1992-08-11,3.2,-0.13,-24.615384615384617
1992-08-12,3.36,-0.13,-25.846153846153843
1992-08-13,3.42,-0.13,-26.307692307692307
1992-08-14,3.6,-0.13,-27.692307692307693
1992-08-17,3.44,-0.13,-26.46153846153846
1992-08-18,3.32,-0.13,-25.538461538461537
1992-08-19,3.36,-0.13,-25.846153846153843
1992-08-20,3.36,-0.13,-25.846153846153843
1992-08-21,3.28,-0.13,-25.23076923076923
1992-08-24,3.14,-0.13,-24.153846153846153
1992-08-25,3.07,-0.13,-23.615384615384613
1992-08-26,3.07,-0.13,-23.615384615384613
1992-08-27,3.11,-0.13,-23.92307692307692
1992-08-28,3.11,-0.13,-23.92307692307692
1992-08-31,3.2,-0.13,-24.615384615384617
1992-09-01,3.24,-0.13,-24.923076923076923
1992-09-02,3.52,-0.13,-27.076923076923077
1992-09-03,3.4,-0.13,-26.153846153846153
1992-09-04,3.4,-0.13,-26.153846153846153
1992-09-08,3.28,-0.13,-25.23076923076923
1992-09-09,3.32,-0.13,-25.538461538461537
1992-09-10,3.48,-0.13,-26.769230769230766
1992-09-11,3.62,-0.13,-27.846153846153847
1992-09-14,3.68,-0.13,-28.307692307692307
1992-09-15,3.64,-0.13,-28.0
1992-09-16,3.64,-0.13,-28.0
1992-09-17,3.6,-0.13,-27.692307692307693
1992-09-18,3.6,-0.13,-27.692307692307693
1992-09-21,3.64,-0.13,-28.0
1992-09-22,3.64,-0.13,-28.0
1992-09-23,3.56,-0.13,-27.384615384615383
1992-09-24,3.68,-0.13,-28.307692307692307
1992-09-25,3.56,-0.13,-27.384615384615383
1992-09-28,3.36,-0.13,-25.846153846153843
1992-09-29,3.36,-0.13,-25.846153846153843
1992-09-30,3.4,-0.13,-26.153846153846153
1992-10-01,3.4,-0.13,-26.153846153846153
1992-10-02,3.38,-0.13,-26.0
1992-10-05,3.32,-0.13,-25.538461538461537
1992-10-06,3.56,-0.13,-27.384615384615383
1992-10-07,3.5,-0.13,-26.923076923076923
1992-10-08,3.56,-0.13,-27.384615384615383
1992-10-09,3.52,-0.13,-27.076923076923077
1992-10-12,3.56,-0.13,-27.384615384615383
1992-10-13,3.56,-0.13,-27.384615384615383
1992-10-14,3.58,-0.13,-27.538461538461537
1992-10-15,3.66,-0.13,-28.153846153846153
1992-10-16,3.6,-0.13,-27.692307692307693
1992-10-19,3.52,-0.13,-27.076923076923077
1992-10-20,3.4,-0.13,-26.153846153846153
1992-10-21,3.56,-0.13,-27.384615384615383
1992-10-22,3.52,-0.13,-27.076923076923077
1992-10-23,3.6,-0.13,-27.692307692307693
1992-10-26,3.52,-0.13,-27.076923076923077
1992-10-27,3.48,-0.13,-26.769230769230766
1992-10-28,3.48,-0.13,-26.769230769230766
1992-10-29,3.6,-0.13,-27.692307692307693
1992-10-30,3.6,-0.13,-27.692307692307693
1992-11-02,3.6,-0.13,-27.692307692307693
1992-11-03,3.44,-0.13,-26.46153846153846
1992-11-04,3.44,-0.13,-26.46153846153846
1992-11-05,3.46,-0.13,-26.615384615384613
1992-11-06,3.48,-0.13,-26.769230769230766
1992-11-09,3.44,-0.13,-26.46153846153846
1992-11-10,3.4,-0.13,-26.153846153846153
1992-11-11,3.5,-0.13,-26.923076923076923
1992-11-12,3.48,-0.13,-26.769230769230766
1992-11-13,3.8,-0.13,-29.23076923076923
1992-11-16,3.84,-0.13,-29.538461538461537
1992-11-17,3.72,-0.13,-28.615384615384617
1992-11-18,3.76,-0.13,-28.92307692307692
1992-11-19,3.72,-0.13,-28.615384615384617
1992-11-20,3.76,-0.13,-28.92307692307692
1992-11-23,3.92,-0.13,-30.153846153846153
1992-11-24,4.09,-0.13,-31.46153846153846
1992-11-25,4.09,-0.13,-31.46153846153846
1992-11-27,4.17,-0.13,-32.07692307692307
1992-11-30,4.19,-0.13,-32.23076923076923
1992-12-01,3.92,-0.13,-30.153846153846153
1992-12-02,3.84,-0.13,-29.538461538461537
1992-12-03,3.88,-0.13,-29.846153846153843
1992-12-04,3.96,-0.13,-30.46153846153846
1992-12-07,4.13,-0.13,-31.769230769230766
1992-12-08,4.09,-0.13,-31.46153846153846
1992-12-09,4.13,-0.13,-31.769230769230766
1992-12-10,4.05,-0.13,-31.15384615384615
1992-12-11,4.03,-0.13,-31.0
1992-12-14,4.05,-0.13,-31.15384615384615
1992-12-15,4.0,-0.13,-30.769230769230766
1992-12-16,4.05,-0.13,-31.15384615384615
1992-12-17,4.13,-0.13,-31.769230769230766
1992-12-18,4.13,-0.13,-31.769230769230766
1992-12-21,4.25,-0.13,-32.69230769230769
1992-12-22,4.37,-0.13,-33.61538461538461
1992-12-23,4.31,-0.13,-33.153846153846146
1992-12-24,4.37,-0.13,-33.61538461538461
1992-12-28,4.37,-0.13,-33.61538461538461
1992-12-29,4.41,-0.13,-33.92307692307692
1992-12-30,4.37,-0.13,-33.61538461538461
1992-12-31,4.49,-0.13,-34.53846153846154
1993-01-04,4.31,-0.13,-33.153846153846146
1993-01-05,4.41,-0.13,-33.92307692307692
1993-01-06,4.41,-0.13,-33.92307692307692
1993-01-07,4.33,-0.13,-33.30769230769231
1993-01-08,4.49,-0.13,-34.53846153846154
1993-01-11,4.53,-0.13,-34.84615384615385
1993-01-12,4.43,-0.13,-34.07692307692307
1993-01-13,4.49,-0.13,-34.53846153846154
1993-01-14,4.49,-0.13,-34.53846153846154
1993-01-15,4.57,-0.13,-35.15384615384615
1993-01-18,4.61,-0.13,-35.46153846153846
1993-01-19,4.57,-0.13,-35.15384615384615
1993-01-20,4.57,-0.13,-35.15384615384615
1993-01-21,4.73,-0.13,-36.38461538461539
1993-01-22,4.65,-0.13,-35.769230769230774
1993-01-25,4.65,-0.13,-35.769230769230774
1993-01-26,4.69,-0.13,-36.07692307692308
1993-01-27,4.61,-0.13,-35.46153846153846
1993-01-28,4.43,-0.13,-34.07692307692307
1993-01-29,4.41,-0.13,-33.92307692307692
1993-02-01,4.53,-0.13,-34.84615384615385
1993-02-02,4.53,-0.13,-34.84615384615385
1993-02-03,4.49,-0.13,-34.53846153846154
1993-02-04,4.49,-0.13,-34.53846153846154
1993-02-05,4.37,-0.13,-33.61538461538461
1993-02-08,4.45,-0.13,-34.23076923076923
1993-02-09,4.29,-0.13,-33.0
1993-02-10,4.33,-0.13,-33.30769230769231
1993-02-11,4.49,-0.13,-34.53846153846154
1993-02-12,4.71,-0.13,-36.230769230769226
1993-02-16,4.45,-0.13,-34.23076923076923
1993-02-17,4.45,-0.13,-34.23076923076923
1993-02-18,4.45,-0.13,-34.23076923076923
1993-02-19,4.41,-0.13,-33.92307692307692
1993-02-22,4.45,-0.13,-34.23076923076923
1993-02-23,4.41,-0.13,-33.92307692307692
1993-02-24,4.49,-0.13,-34.53846153846154
1993-02-25,4.61,-0.13,-35.46153846153846
1993-02-26,4.65,-0.13,-35.769230769230774
1993-03-01,4.57,-0.13,-35.15384615384615
1993-03-02,4.53,-0.13,-34.84615384615385
1993-03-03,4.61,-0.13,-35.46153846153846
1993-03-04,4.57,-0.13,-35.15384615384615
1993-03-05,4.61,-0.13,-35.46153846153846
1993-03-08,4.73,-0.13,-36.38461538461539
1993-03-09,4.59,-0.13,-35.30769230769231
1993-03-10,4.65,-0.13,-35.769230769230774
1993-03-11,4.61,-0.13,-35.46153846153846
1993-03-12,4.73,-0.13,-36.38461538461539
1993-03-15,4.61,-0.13,-35.46153846153846
1993-03-16,4.73,-0.13,-36.38461538461539
1993-03-17,4.61,-0.13,-35.46153846153846
1993-03-18,4.73,-0.13,-36.38461538461539
1993-03-19,4.77,-0.13,-36.692307692307686
1993-03-22,4.69,-0.13,-36.07692307692308
1993-03-23,4.81,-0.13,-36.99999999999999
1993-03-24,4.89,-0.13,-37.61538461538461
1993-03-25,4.89,-0.13,-37.61538461538461
1993-03-26,4.85,-0.13,-37.30769230769231
1993-03-29,4.85,-0.13,-37.30769230769231
1993-03-30,4.98,-0.13,-38.30769230769231
1993-03-31,4.98,-0.13,-38.30769230769231
1993-04-01,5.06,-0.13,-38.92307692307692
1993-04-02,5.04,-0.13,-38.76923076923077
1993-04-05,5.06,-0.13,-38.92307692307692
1993-04-06,5.1,-0.13,-39.230769230769226
1993-04-07,5.1,-0.13,-39.230769230769226
1993-04-08,5.14,-0.13,-39.53846153846153
1993-04-12,5.1,-0.13,-39.230769230769226
1993-04-13,5.08,-0.13,-39.07692307692307
1993-04-14,5.14,-0.13,-39.53846153846153
1993-04-15,5.06,-0.13,-38.92307692307692
1993-04-16,4.98,-0.13,-38.30769230769231
1993-04-19,4.89,-0.13,-37.61538461538461
1993-04-20,4.98,-0.13,-38.30769230769231
1993-04-21,5.02,-0.13,-38.61538461538461
1993-04-22,4.98,-0.13,-38.30769230769231
1993-04-23,5.06,-0.13,-38.92307692307692
1993-04-26,5.1,-0.13,-39.230769230769226
1993-04-27,5.1,-0.13,-39.230769230769226
1993-04-28,5.16,-0.13,-39.69230769230769
1993-04-29,5.1,-0.13,-39.230769230769226
1993-04-30,5.1,-0.13,-39.230769230769226
1993-05-03,5.14,-0.13,-39.53846153846153
1993-05-04,5.18,-0.13,-39.84615384615384
1993-05-05,5.18,-0.13,-39.84615384615384
1993-05-06,5.18,-0.13,-39.84615384615384
1993-05-07,5.06,-0.13,-38.92307692307692
1993-05-10,4.77,-0.13,-36.692307692307686
1993-05-11,4.89,-0.13,-37.61538461538461
1993-05-12,4.81,-0.13,-36.99999999999999
1993-05-13,4.89,-0.13,-37.61538461538461
1993-05-14,4.92,-0.13,-37.84615384615385
1993-05-17,4.85,-0.13,-37.30769230769231
1993-05-18,4.89,-0.13,-37.61538461538461
1993-05-19,4.69,-0.13,-36.07692307692308
1993-05-20,4.73,-0.13,-36.38461538461539
1993-05-21,4.65,-0.13,-35.769230769230774
1993-05-24,4.69,-0.13,-36.07692307692308
1993-05-25,4.69,-0.13,-36.07692307692308
1993-05-26,4.77,-0.13,-36.692307692307686
1993-05-27,4.77,-0.13,-36.692307692307686
1993-05-28,4.89,-0.13,-37.61538461538461
1993-06-01,4.89,-0.13,-37.61538461538461
1993-06-02,4.81,-0.13,-36.99999999999999
1993-06-03,4.89,-0.13,-37.61538461538461
1993-06-04,4.89,-0.13,-37.61538461538461
1993-06-07,4.69,-0.13,-36.07692307692308
1993-06-08,4.65,-0.13,-35.769230769230774
1993-06-09,4.81,-0.13,-36.99999999999999
1993-06-10,4.96,-0.13,-38.15384615384615
1993-06-11,4.87,-0.13,-37.46153846153846
1993-06-14,4.94,-0.13,-38.0
1993-06-15,4.89,-0.13,-37.61538461538461
1993-06-16,5.14,-0.13,-39.53846153846153
1993-06-17,5.06,-0.13,-38.92307692307692
1993-06-18,4.94,-0.13,-38.0
1993-06-21,5.02,-0.13,-38.61538461538461
1993-06-22,5.02,-0.13,-38.61538461538461
1993-06-23,5.0,-0.13,-38.46153846153846
1993-06-24,5.08,-0.13,-39.07692307692307
1993-06-25,5.04,-0.13,-38.76923076923077
1993-06-28,4.89,-0.13,-37.61538461538461
1993-06-29,4.89,-0.13,-37.61538461538461
1993-06-30,4.89,-0.13,-37.61538461538461
1993-07-01,4.89,-0.13,-37.61538461538461
1993-07-02,4.89,-0.13,-37.61538461538461
1993-07-06,4.98,-0.13,-38.30769230769231
1993-07-07,4.96,-0.13,-38.15384615384615
1993-07-08,5.06,-0.13,-38.92307692307692
1993-07-09,5.06,-0.13,-38.92307692307692
1993-07-12,5.02,-0.13,-38.61538461538461
1993-07-13,5.02,-0.13,-38.61538461538461
1993-07-14,5.06,-0.13,-38.92307692307692
1993-07-15,5.1,-0.13,-39.230769230769226
1993-07-16,5.08,-0.13,-39.07692307692307
1993-07-19,5.02,-0.13,-38.61538461538461
1993-07-20,5.1,-0.13,-39.230769230769226
1993-07-21,5.06,-0.13,-38.92307692307692
1993-07-22,5.08,-0.13,-39.07692307692307
1993-07-23,5.14,-0.13,-39.53846153846153
1993-07-26,5.14,-0.13,-39.53846153846153
1993-07-27,5.18,-0.13,-39.84615384615384
1993-07-28,5.22,-0.13,-40.15384615384615
1993-07-29,5.18,-0.13,-39.84615384615384
1993-07-30,5.14,-0.13,-39.53846153846153
1993-08-02,5.06,-0.13,-38.92307692307692
1993-08-03,5.02,-0.13,-38.61538461538461
1993-08-04,5.02,-0.13,-38.61538461538461
1993-08-05,5.06,-0.13,-38.92307692307692
1993-08-06,5.1,-0.13,-39.230769230769226
1993-08-09,5.06,-0.13,-38.92307692307692
1993-08-10,5.1,-0.13,-39.230769230769226
1993-08-11,5.22,-0.13,-40.15384615384615
1993-08-12,5.14,-0.13,-39.53846153846153
1993-08-13,5.18,-0.13,-39.84615384615384
1993-08-16,5.1,-0.13,-39.230769230769226
1993-08-17,5.18,-0.13,-39.84615384615384
1993-08-18,5.14,-0.13,-39.53846153846153
1993-08-19,5.06,-0.13,-38.92307692307692
1993-08-20,5.1,-0.13,-39.230769230769226
1993-08-23,5.1,-0.13,-39.230769230769226
1993-08-24,5.1,-0.13,-39.230769230769226
1993-08-25,5.02,-0.13,-38.61538461538461
1993-08-26,5.1,-0.13,-39.230769230769226
1993-08-27,5.06,-0.13,-38.92307692307692
1993-08-30,5.14,-0.13,-39.53846153846153
1993-08-31,5.06,-0.13,-38.92307692307692
1993-09-01,5.22,-0.13,-40.15384615384615
1993-09-02,5.14,-0.13,-39.53846153846153
1993-09-03,5.24,-0.13,-40.30769230769231
1993-09-07,5.26,-0.13,-40.46153846153846
1993-09-08,5.14,-0.13,-39.53846153846153
1993-09-09,5.14,-0.13,-39.53846153846153
1993-09-10,5.02,-0.13,-38.61538461538461
1993-09-13,5.12,-0.13,-39.38461538461539
1993-09-14,5.06,-0.13,-38.92307692307692
1993-09-15,5.14,-0.13,-39.53846153846153
