date,IRM,IRM_EPS,PE Ratio
1996-07-23,4.38,-0.01,-438.0
1996-07-24,4.16,-0.01,-416.0
1996-07-25,4.24,-0.01,-424.0
1996-07-26,4.24,-0.01,-424.0
1996-07-29,4.24,-0.01,-424.0
1996-07-30,4.24,-0.01,-424.0
1996-07-31,4.24,-0.01,-424.0
1996-08-01,4.15,-0.01,-415.0
1996-08-02,4.24,-0.01,-424.0
1996-08-05,4.15,-0.01,-415.0
1996-08-06,4.15,-0.01,-415.0
1996-08-07,4.24,-0.01,-424.0
1996-08-08,4.29,-0.01,-429.0
1996-08-09,4.2,-0.01,-420.0
1996-08-12,4.22,-0.01,-421.99999999999994
1996-08-13,4.2,-0.01,-420.0
1996-08-14,4.29,-0.01,-429.0
1996-08-15,4.24,-0.01,-424.0
1996-08-16,4.29,-0.01,-429.0
1996-08-19,4.38,-0.01,-438.0
1996-08-20,4.36,-0.01,-436.0
1996-08-21,4.29,-0.01,-429.0
1996-08-22,4.29,-0.01,-429.0
1996-08-23,4.36,-0.01,-436.0
1996-08-26,4.29,-0.01,-429.0
1996-08-27,4.29,-0.01,-429.0
1996-08-28,4.43,-0.01,-442.99999999999994
1996-08-29,4.34,-0.01,-434.0
1996-08-30,4.43,-0.01,-442.99999999999994
1996-09-03,4.29,-0.01,-429.0
1996-09-04,4.38,-0.01,-438.0
1996-09-05,4.38,-0.01,-438.0
1996-09-06,4.43,-0.01,-442.99999999999994
1996-09-09,4.56,-0.01,-455.99999999999994
1996-09-10,4.59,-0.01,-459.0
1996-09-11,4.79,-0.01,-479.0
1996-09-12,4.84,-0.01,-484.0
1996-09-13,4.75,-0.01,-475.0
1996-09-16,4.75,-0.01,-475.0
1996-09-17,4.75,-0.01,-475.0
1996-09-18,5.02,-0.01,-501.99999999999994
1996-09-19,4.93,-0.01,-492.99999999999994
1996-09-20,5.0,-0.01,-500.0
1996-09-23,5.07,-0.01,-507.0
1996-09-24,5.04,-0.01,-504.0
1996-09-25,5.36,-0.01,-536.0
1996-09-26,5.48,-0.01,-548.0
1996-09-27,5.48,-0.01,-548.0
1996-09-30,5.39,-0.01,-539.0
1996-10-01,5.39,-0.01,-539.0
1996-10-02,5.25,-0.01,-525.0
1996-10-03,5.34,-0.01,-534.0
1996-10-04,5.25,-0.01,-525.0
1996-10-07,5.34,-0.01,-534.0
1996-10-08,5.29,-0.01,-529.0
1996-10-09,5.25,-0.01,-525.0
1996-10-10,5.25,-0.01,-525.0
1996-10-11,5.34,-0.01,-534.0
1996-10-14,5.29,-0.01,-529.0
1996-10-15,5.25,-0.01,-525.0
1996-10-16,5.34,-0.01,-534.0
1996-10-17,5.39,-0.01,-539.0
1996-10-18,5.43,-0.01,-543.0
1996-10-21,5.43,-0.01,-543.0
1996-10-22,5.43,-0.01,-543.0
1996-10-23,5.43,-0.01,-543.0
1996-10-24,5.39,-0.01,-539.0
1996-10-25,5.34,-0.01,-534.0
1996-10-28,5.66,-0.01,-566.0
1996-10-29,5.71,-0.01,-571.0
1996-10-30,5.71,-0.01,-571.0
1996-10-31,5.48,-0.01,-548.0
1996-11-01,5.66,-0.01,-566.0
1996-11-04,5.71,-0.01,-571.0
1996-11-05,5.61,-0.01,-561.0
1996-11-06,5.57,-0.01,-557.0
1996-11-07,5.57,-0.01,-557.0
1996-11-08,5.61,-0.01,-561.0
1996-11-11,5.48,-0.01,-548.0
1996-11-12,5.48,-0.01,-548.0
1996-11-13,5.61,-0.01,-561.0
1996-11-14,5.61,-0.01,-561.0
1996-11-15,5.55,-0.01,-555.0
1996-11-18,5.57,-0.01,-557.0
1996-11-19,5.59,-0.01,-559.0
1996-11-20,5.48,-0.01,-548.0
1996-11-21,5.48,-0.01,-548.0
1996-11-22,5.66,-0.01,-566.0
1996-11-25,5.59,-0.01,-559.0
1996-11-26,5.52,-0.01,-552.0
1996-11-27,5.66,-0.01,-566.0
1996-11-29,5.59,-0.01,-559.0
1996-12-02,5.57,-0.01,-557.0
1996-12-03,5.52,-0.01,-552.0
1996-12-04,5.52,-0.01,-552.0
1996-12-05,5.57,-0.01,-557.0
1996-12-06,5.52,-0.01,-552.0
1996-12-09,5.66,-0.01,-566.0
1996-12-10,5.52,-0.01,-552.0
1996-12-11,5.55,-0.01,-555.0
1996-12-12,5.53,-0.01,-553.0
1996-12-13,5.61,-0.01,-561.0
1996-12-16,5.52,-0.01,-552.0
1996-12-17,5.52,-0.01,-552.0
1996-12-18,5.52,-0.01,-552.0
1996-12-19,5.55,-0.01,-555.0
1996-12-20,5.52,-0.01,-552.0
1996-12-23,5.52,-0.01,-552.0
1996-12-24,5.55,-0.01,-555.0
1996-12-26,5.52,-0.01,-552.0
1996-12-27,5.52,-0.01,-552.0
1996-12-30,5.52,-0.01,-552.0
1996-12-31,5.52,-0.01,-552.0
1997-01-02,5.57,-0.01,-557.0
1997-01-03,5.66,-0.01,-566.0
1997-01-06,5.52,-0.01,-552.0
1997-01-07,5.57,-0.01,-557.0
1997-01-08,5.52,-0.01,-552.0
1997-01-09,5.57,-0.01,-557.0
1997-01-10,5.57,-0.01,-557.0
1997-01-13,5.66,-0.01,-566.0
1997-01-14,5.34,-0.01,-534.0
1997-01-15,5.36,-0.01,-536.0
1997-01-16,5.29,-0.01,-529.0
1997-01-17,5.39,-0.01,-539.0
1997-01-20,5.25,-0.01,-525.0
1997-01-21,5.29,-0.01,-529.0
1997-01-22,5.25,-0.01,-525.0
1997-01-23,5.34,-0.01,-534.0
1997-01-24,5.34,-0.01,-534.0
1997-01-27,5.25,-0.01,-525.0
1997-01-28,5.25,-0.01,-525.0
1997-01-29,5.11,-0.01,-511.0
1997-01-30,5.16,-0.01,-516.0
1997-01-31,5.16,-0.01,-516.0
1997-02-03,5.11,-0.01,-511.0
1997-02-04,5.07,-0.01,-507.0
1997-02-05,5.16,-0.01,-516.0
1997-02-06,5.11,-0.01,-511.0
1997-02-07,5.07,-0.01,-507.0
1997-02-10,5.16,-0.01,-516.0
1997-02-11,4.84,-0.01,-484.0
1997-02-12,5.11,-0.01,-511.0
1997-02-13,5.16,-0.01,-516.0
1997-02-14,5.02,-0.01,-501.99999999999994
1997-02-18,5.02,-0.01,-501.99999999999994
1997-02-19,4.95,-0.01,-495.0
1997-02-20,5.09,-0.01,-509.0
1997-02-21,5.09,-0.01,-509.0
1997-02-24,5.07,-0.01,-507.0
1997-02-25,5.07,-0.01,-507.0
1997-02-26,5.16,-0.01,-516.0
1997-02-27,5.11,-0.01,-511.0
1997-02-28,5.11,-0.01,-511.0
1997-03-03,5.07,-0.01,-507.0
1997-03-04,5.09,-0.01,-509.0
1997-03-05,5.04,-0.01,-504.0
1997-03-06,5.02,-0.01,-501.99999999999994
1997-03-07,5.04,-0.01,-504.0
1997-03-10,5.07,-0.01,-507.0
1997-03-11,5.07,-0.01,-507.0
1997-03-12,4.94,-0.01,-494.00000000000006
1997-03-13,4.88,-0.01,-488.0
1997-03-14,4.75,-0.01,-475.0
1997-03-17,4.67,-0.01,-467.0
1997-03-18,4.7,-0.01,-470.0
1997-03-19,4.61,-0.01,-461.0
1997-03-20,4.29,-0.01,-429.0
1997-03-21,4.36,-0.01,-436.0
1997-03-24,4.56,-0.01,-455.99999999999994
1997-03-25,4.66,-0.01,-466.0
1997-03-26,4.66,-0.01,-466.0
1997-03-27,4.56,-0.01,-455.99999999999994
1997-03-31,4.52,-0.01,-451.99999999999994
1997-04-01,4.59,-0.01,-459.0
1997-04-02,4.52,-0.01,-451.99999999999994
1997-04-03,4.52,-0.01,-451.99999999999994
1997-04-04,4.56,-0.01,-455.99999999999994
1997-04-07,4.61,-0.01,-461.0
1997-04-08,4.59,-0.01,-459.0
1997-04-09,4.37,-0.01,-437.0
1997-04-10,4.38,-0.01,-438.0
1997-04-11,4.38,-0.01,-438.0
1997-04-14,4.52,-0.01,-451.99999999999994
1997-04-15,4.38,-0.01,-438.0
1997-04-16,4.56,-0.01,-455.99999999999994
1997-04-17,4.56,-0.01,-455.99999999999994
1997-04-18,4.43,-0.01,-442.99999999999994
1997-04-21,4.43,-0.01,-442.99999999999994
1997-04-22,4.38,-0.01,-438.0
1997-04-23,4.24,-0.01,-424.0
1997-04-24,4.38,-0.01,-438.0
1997-04-25,4.27,-0.01,-426.99999999999994
1997-04-28,4.24,-0.01,-424.0
1997-04-29,4.36,-0.01,-436.0
1997-04-30,4.29,-0.01,-429.0
1997-05-01,4.47,-0.01,-446.99999999999994
1997-05-02,4.47,-0.01,-446.99999999999994
1997-05-05,4.43,-0.01,-442.99999999999994
1997-05-06,4.38,-0.01,-438.0
1997-05-07,4.38,-0.01,-438.0
1997-05-08,4.43,-0.01,-442.99999999999994
1997-05-09,4.66,-0.01,-466.0
1997-05-12,4.7,-0.01,-470.0
1997-05-13,4.7,-0.01,-470.0
1997-05-14,4.7,-0.01,-470.0
1997-05-15,4.68,-0.01,-467.99999999999994
1997-05-16,4.7,-0.01,-470.0
1997-05-19,4.7,-0.01,-470.0
1997-05-20,4.95,-0.01,-495.0
1997-05-21,4.93,-0.01,-492.99999999999994
1997-05-22,4.93,-0.01,-492.99999999999994
1997-05-23,4.97,-0.01,-496.99999999999994
1997-05-27,4.97,-0.01,-496.99999999999994
1997-05-28,4.93,-0.01,-492.99999999999994
1997-05-29,4.93,-0.01,-492.99999999999994
1997-05-30,5.09,-0.01,-509.0
1997-06-02,4.97,-0.01,-496.99999999999994
1997-06-03,5.07,-0.01,-507.0
1997-06-04,5.09,-0.01,-509.0
1997-06-05,5.25,-0.01,-525.0
1997-06-06,5.34,-0.01,-534.0
1997-06-09,5.34,-0.01,-534.0
1997-06-10,5.32,-0.01,-532.0
1997-06-11,5.29,-0.01,-529.0
1997-06-12,5.29,-0.01,-529.0
1997-06-13,5.34,-0.01,-534.0
1997-06-16,5.27,-0.01,-527.0
1997-06-17,5.29,-0.01,-529.0
1997-06-18,5.11,-0.01,-511.0
1997-06-19,5.25,-0.01,-525.0
1997-06-20,5.2,-0.01,-520.0
1997-06-23,5.25,-0.01,-525.0
1997-06-24,5.16,-0.01,-516.0
1997-06-25,5.27,-0.01,-527.0
1997-06-26,5.43,-0.01,-543.0
1997-06-27,5.43,-0.01,-543.0
1997-06-30,5.48,-0.01,-548.0
1997-07-01,5.5,-0.01,-550.0
1997-07-02,5.71,-0.01,-571.0
1997-07-03,5.71,-0.01,-571.0
1997-07-07,5.84,-0.01,-584.0
1997-07-08,5.98,-0.01,-598.0
1997-07-09,5.86,-0.01,-586.0
1997-07-10,5.86,-0.01,-586.0
1997-07-11,5.89,-0.01,-589.0
1997-07-14,5.98,-0.01,-598.0
1997-07-15,6.16,-0.01,-616.0
1997-07-16,6.07,-0.01,-607.0
1997-07-17,6.07,-0.01,-607.0
1997-07-18,5.98,-0.01,-598.0
1997-07-21,5.84,-0.01,-584.0
1997-07-22,5.89,-0.01,-589.0
1997-07-23,5.75,-0.01,-575.0
1997-07-24,5.82,-0.01,-582.0
1997-07-25,5.89,-0.01,-589.0
1997-07-28,6.02,-0.01,-602.0
1997-07-29,6.02,-0.01,-602.0
1997-07-30,5.8,-0.01,-580.0
1997-07-31,5.89,-0.01,-589.0
1997-08-01,5.75,-0.01,-575.0
1997-08-04,5.89,-0.01,-589.0
1997-08-05,5.75,-0.01,-575.0
1997-08-06,5.71,-0.01,-571.0
1997-08-07,5.64,-0.01,-564.0
1997-08-08,5.64,-0.01,-564.0
1997-08-11,5.77,-0.01,-577.0
1997-08-12,5.66,-0.01,-566.0
1997-08-13,5.57,-0.01,-557.0
1997-08-14,5.43,-0.02,-271.5
1997-08-15,5.61,-0.02,-280.5
1997-08-18,5.52,-0.02,-276.0
1997-08-19,5.61,-0.02,-280.5
1997-08-20,5.45,-0.02,-272.5
1997-08-21,5.43,-0.02,-271.5
1997-08-22,5.39,-0.02,-269.5
1997-08-25,5.48,-0.02,-274.0
1997-08-26,5.39,-0.02,-269.5
1997-08-27,5.43,-0.02,-271.5
1997-08-28,5.66,-0.02,-283.0
1997-08-29,5.75,-0.02,-287.5
1997-09-02,5.71,-0.02,-285.5
1997-09-03,5.66,-0.02,-283.0
1997-09-04,5.66,-0.02,-283.0
1997-09-05,5.84,-0.02,-292.0
1997-09-08,5.75,-0.02,-287.5
1997-09-09,5.89,-0.02,-294.5
1997-09-10,6.02,-0.02,-301.0
1997-09-11,6.02,-0.02,-301.0
1997-09-12,6.3,-0.02,-315.0
1997-09-15,6.3,-0.02,-315.0
1997-09-16,6.21,-0.02,-310.5
1997-09-17,6.23,-0.02,-311.5
1997-09-18,6.39,-0.02,-319.5
1997-09-19,6.3,-0.02,-315.0
1997-09-22,6.37,-0.02,-318.5
1997-09-23,6.46,-0.02,-323.0
1997-09-24,6.44,-0.02,-322.0
1997-09-25,6.57,-0.02,-328.5
1997-09-26,6.44,-0.02,-322.0
1997-09-29,6.48,-0.02,-324.0
1997-09-30,6.39,-0.02,-319.5
1997-10-01,6.39,-0.02,-319.5
1997-10-02,6.75,-0.02,-337.5
1997-10-03,6.75,-0.02,-337.5
1997-10-06,6.89,-0.02,-344.5
1997-10-07,7.03,-0.02,-351.5
1997-10-08,7.17,-0.02,-358.5
1997-10-09,7.12,-0.02,-356.0
1997-10-10,7.07,-0.02,-353.5
1997-10-13,7.07,-0.02,-353.5
1997-10-14,7.19,-0.02,-359.5
1997-10-15,7.21,-0.02,-360.5
1997-10-16,7.12,-0.02,-356.0
1997-10-17,7.12,-0.02,-356.0
1997-10-20,7.06,-0.02,-353.0
1997-10-21,7.06,-0.02,-353.0
1997-10-22,7.12,-0.02,-356.0
1997-10-23,7.01,-0.02,-350.5
1997-10-24,7.01,-0.02,-350.5
1997-10-27,7.01,-0.02,-350.5
1997-10-28,6.91,-0.02,-345.5
1997-10-29,7.12,-0.02,-356.0
1997-10-30,7.03,-0.02,-351.5
1997-10-31,7.02,-0.02,-350.99999999999994
1997-11-03,7.07,-0.02,-353.5
1997-11-04,7.03,-0.02,-351.5
1997-11-05,6.98,-0.02,-349.0
1997-11-06,6.95,-0.02,-347.5
1997-11-07,6.89,-0.02,-344.5
1997-11-10,6.75,-0.02,-337.5
1997-11-11,6.75,-0.02,-337.5
1997-11-12,6.71,-0.02,-335.5
1997-11-13,6.57,-0.02,-328.5
1997-11-14,6.53,0.0,inf
1997-11-17,6.8,0.0,inf
1997-11-18,6.98,0.0,inf
1997-11-19,6.98,0.0,inf
1997-11-20,6.98,0.0,inf
1997-11-21,6.87,0.0,inf
1997-11-24,7.03,0.0,inf
1997-11-25,6.98,0.0,inf
1997-11-26,6.94,0.0,inf
1997-11-28,6.94,0.0,inf
1997-12-01,7.03,0.0,inf
1997-12-02,6.96,0.0,inf
1997-12-03,6.73,0.0,inf
1997-12-04,6.39,0.0,inf
1997-12-05,6.05,0.0,inf
1997-12-08,6.21,0.0,inf
1997-12-09,6.28,0.0,inf
1997-12-10,6.21,0.0,inf
1997-12-11,6.17,0.0,inf
1997-12-12,6.28,0.0,inf
1997-12-15,6.25,0.0,inf
1997-12-16,6.23,0.0,inf
1997-12-17,6.21,0.0,inf
1997-12-18,6.39,0.0,inf
1997-12-19,6.39,0.0,inf
1997-12-22,6.39,0.0,inf
1997-12-23,6.48,0.0,inf
1997-12-24,6.48,0.0,inf
1997-12-26,6.44,0.0,inf
1997-12-29,6.57,0.0,inf
1997-12-30,6.66,0.0,inf
1997-12-31,6.57,0.0,inf
1998-01-02,6.57,0.0,inf
1998-01-05,6.53,0.0,inf
1998-01-06,6.41,0.0,inf
1998-01-07,6.55,0.0,inf
1998-01-08,6.48,0.0,inf
1998-01-09,6.45,0.0,inf
1998-01-12,6.44,0.0,inf
1998-01-13,6.53,0.0,inf
1998-01-14,6.44,0.0,inf
1998-01-15,6.34,0.0,inf
1998-01-16,6.38,0.0,inf
1998-01-20,6.44,0.0,inf
1998-01-21,6.4,0.0,inf
1998-01-22,6.45,0.0,inf
1998-01-23,6.39,0.0,inf
1998-01-26,6.41,0.0,inf
1998-01-27,6.44,0.0,inf
1998-01-28,6.41,0.0,inf
1998-01-29,6.48,0.0,inf
1998-01-30,6.53,0.0,inf
1998-02-02,6.53,0.0,inf
1998-02-03,6.46,0.0,inf
1998-02-04,6.46,0.0,inf
1998-02-05,6.39,0.0,inf
1998-02-06,6.26,0.0,inf
1998-02-09,6.28,0.0,inf
1998-02-10,6.44,0.0,inf
1998-02-11,6.44,0.0,inf
1998-02-12,6.25,0.0,inf
1998-02-13,6.36,0.0,inf
1998-02-17,6.25,0.0,inf
1998-02-18,6.16,0.0,inf
1998-02-19,6.09,0.0,inf
1998-02-20,6.02,0.0,inf
1998-02-23,6.13,0.0,inf
1998-02-24,6.12,0.0,inf
1998-02-25,6.18,0.0,inf
1998-02-26,6.18,0.0,inf
1998-02-27,6.21,0.0,inf
1998-03-02,6.21,0.0,inf
1998-03-03,6.07,0.0,inf
1998-03-04,6.04,0.0,inf
1998-03-05,5.88,0.0,inf
1998-03-06,5.84,0.0,inf
1998-03-09,6.02,0.0,inf
1998-03-10,6.07,0.0,inf
1998-03-11,6.12,0.0,inf
1998-03-12,6.12,0.0,inf
1998-03-13,6.21,0.0,inf
1998-03-16,6.66,0.0,inf
1998-03-17,6.39,0.0,inf
1998-03-18,6.62,0.0,inf
1998-03-19,6.52,0.0,inf
1998-03-20,6.57,0.0,inf
1998-03-23,6.57,0.0,inf
1998-03-24,6.53,0.0,inf
1998-03-25,6.62,0.0,inf
1998-03-26,6.41,0.0,inf
1998-03-27,6.57,0.0,inf
1998-03-30,6.39,0.0,inf
1998-03-31,6.85,0.0,inf
1998-04-01,6.87,0.0,inf
1998-04-02,6.93,0.0,inf
1998-04-03,6.78,0.0,inf
1998-04-06,6.78,0.0,inf
1998-04-07,6.95,0.0,inf
1998-04-08,7.03,0.0,inf
1998-04-09,7.07,0.0,inf
1998-04-13,7.17,0.0,inf
1998-04-14,7.55,0.0,inf
1998-04-15,7.92,0.0,inf
1998-04-16,7.8,0.0,inf
1998-04-17,7.64,0.0,inf
1998-04-20,7.67,0.0,inf
1998-04-21,7.53,0.0,inf
1998-04-22,7.07,0.0,inf
1998-04-23,7.09,0.0,inf
1998-04-24,7.3,0.0,inf
1998-04-27,7.19,0.0,inf
1998-04-28,7.19,0.0,inf
1998-04-29,7.26,0.0,inf
1998-04-30,7.67,0.0,inf
1998-05-01,7.85,0.0,inf
1998-05-04,8.12,0.0,inf
1998-05-05,8.08,0.0,inf
1998-05-06,7.58,0.0,inf
1998-05-07,7.62,0.0,inf
1998-05-08,7.67,0.0,inf
1998-05-11,7.39,0.0,inf
1998-05-12,7.44,0.0,inf
1998-05-13,7.71,-0.01,-771.0
1998-05-14,7.48,-0.01,-748.0
1998-05-15,7.67,-0.01,-767.0
1998-05-18,7.53,-0.01,-753.0
1998-05-19,7.62,-0.01,-762.0
1998-05-20,7.67,-0.01,-767.0
1998-05-21,7.3,-0.01,-730.0
1998-05-22,7.22,-0.01,-722.0
1998-05-26,7.3,-0.01,-730.0
1998-05-27,7.39,-0.01,-739.0
1998-05-28,7.53,-0.01,-753.0
1998-05-29,7.58,-0.01,-758.0
1998-06-01,7.44,-0.01,-744.0
1998-06-02,7.54,-0.01,-754.0
1998-06-03,7.48,-0.01,-748.0
1998-06-04,7.37,-0.01,-737.0
1998-06-05,7.3,-0.01,-730.0
1998-06-08,7.21,-0.01,-721.0
1998-06-09,7.26,-0.01,-726.0
1998-06-10,7.23,-0.01,-723.0
1998-06-11,7.09,-0.01,-709.0
1998-06-12,6.94,-0.01,-694.0
1998-06-15,6.96,-0.01,-696.0
1998-06-16,7.07,-0.01,-707.0
1998-06-17,7.12,-0.01,-712.0
1998-06-18,7.3,-0.01,-730.0
1998-06-19,7.48,-0.01,-748.0
1998-06-22,7.3,-0.01,-730.0
1998-06-23,7.28,-0.01,-728.0
1998-06-24,8.1,-0.01,-810.0
1998-06-25,7.94,-0.01,-794.0
1998-06-26,7.85,-0.01,-785.0
1998-06-29,8.03,-0.01,-802.9999999999999
1998-06-30,8.17,-0.01,-817.0
1998-07-01,8.1,-0.01,-810.0
1998-07-02,8.08,-0.01,-808.0
1998-07-06,7.85,-0.01,-785.0
1998-07-07,7.85,-0.01,-785.0
1998-07-08,7.76,-0.01,-776.0
1998-07-09,8.03,-0.01,-802.9999999999999
1998-07-10,8.12,-0.01,-811.9999999999999
1998-07-13,7.83,-0.01,-783.0
1998-07-14,7.76,-0.01,-776.0
1998-07-15,7.9,-0.01,-790.0
1998-07-16,7.9,-0.01,-790.0
1998-07-17,7.85,-0.01,-785.0
1998-07-20,7.78,-0.01,-778.0
1998-07-21,7.9,-0.01,-790.0
1998-07-22,7.53,-0.01,-753.0
1998-07-23,7.5,-0.01,-750.0
1998-07-24,7.53,-0.01,-753.0
1998-07-27,7.67,-0.01,-767.0
1998-07-28,7.83,-0.01,-783.0
1998-07-29,7.66,-0.01,-766.0
1998-07-30,7.85,-0.01,-785.0
1998-07-31,7.76,-0.01,-776.0
1998-08-03,7.74,-0.01,-774.0
1998-08-04,7.74,-0.01,-774.0
1998-08-05,7.74,-0.01,-774.0
1998-08-06,7.92,-0.01,-792.0
1998-08-07,8.15,-0.01,-815.0
1998-08-10,8.35,-0.01,-835.0
1998-08-11,7.5,-0.01,-750.0
1998-08-12,7.94,-0.01,-794.0
1998-08-13,8.08,-0.01,-808.0
1998-08-14,7.94,0.0,inf
1998-08-17,7.87,0.0,inf
1998-08-18,7.51,0.0,inf
1998-08-19,7.6,0.0,inf
1998-08-20,7.67,0.0,inf
1998-08-21,7.38,0.0,inf
1998-08-24,7.26,0.0,inf
1998-08-25,7.67,0.0,inf
1998-08-26,7.43,0.0,inf
1998-08-27,7.27,0.0,inf
1998-08-28,7.12,0.0,inf
1998-08-31,6.44,0.0,inf
1998-09-01,7.19,0.0,inf
1998-09-02,6.85,0.0,inf
1998-09-03,6.81,0.0,inf
1998-09-04,7.02,0.0,inf
1998-09-08,7.26,0.0,inf
1998-09-09,6.91,0.0,inf
1998-09-10,7.31,0.0,inf
1998-09-11,7.22,0.0,inf
1998-09-14,7.5,0.0,inf
1998-09-15,8.01,0.0,inf
1998-09-16,7.74,0.0,inf
1998-09-17,7.6,0.0,inf
1998-09-18,7.6,0.0,inf
1998-09-21,7.39,0.0,inf
1998-09-22,7.46,0.0,inf
1998-09-23,7.36,0.0,inf
1998-09-24,7.39,0.0,inf
1998-09-25,7.46,0.0,inf
1998-09-28,7.39,0.0,inf
1998-09-29,7.53,0.0,inf
1998-09-30,8.22,0.0,inf
1998-10-01,7.53,0.0,inf
1998-10-02,7.67,0.0,inf
1998-10-05,7.67,0.0,inf
1998-10-06,7.74,0.0,inf
1998-10-07,7.67,0.0,inf
