date,ED,ED_EPS,PE Ratio
1995-06-09,29.13,,
1995-06-12,29.63,,
1995-06-13,30.0,,
1995-06-14,30.0,,
1995-06-15,30.0,,
1995-06-16,29.5,,
1995-06-19,29.5,,
1995-06-20,29.38,,
1995-06-21,29.5,,
1995-06-22,30.13,,
1995-06-23,29.88,,
1995-06-26,29.38,,
1995-06-27,29.5,,
1995-06-28,29.88,,
1995-06-29,29.75,,
1995-06-30,29.5,,
1995-07-03,29.5,,
1995-07-05,29.25,,
1995-07-06,29.88,,
1995-07-07,29.38,,
1995-07-10,29.38,,
1995-07-11,29.25,,
1995-07-12,29.25,,
1995-07-13,29.25,,
1995-07-14,29.0,,
1995-07-17,28.88,,
1995-07-18,29.0,,
1995-07-19,28.75,,
1995-07-20,28.88,,
1995-07-21,28.63,,
1995-07-24,28.75,,
1995-07-25,29.25,,
1995-07-26,29.0,,
1995-07-27,29.25,,
1995-07-28,29.13,,
1995-07-31,29.0,,
1995-08-01,28.75,,
1995-08-02,29.13,,
1995-08-03,28.88,,
1995-08-04,28.88,,
1995-08-07,28.88,,
1995-08-08,29.13,,
1995-08-09,29.0,,
1995-08-10,28.88,,
1995-08-11,28.88,,
1995-08-14,28.0,,
1995-08-15,28.25,,
1995-08-16,28.38,,
1995-08-17,28.63,,
1995-08-18,28.75,,
1995-08-21,28.63,,
1995-08-22,28.63,,
1995-08-23,28.38,,
1995-08-24,28.5,,
1995-08-25,28.75,,
1995-08-28,28.75,,
1995-08-29,28.75,,
1995-08-30,28.38,,
1995-08-31,28.25,,
1995-09-01,28.25,,
1995-09-05,28.25,,
1995-09-06,28.25,,
1995-09-07,28.13,,
1995-09-08,28.25,,
1995-09-11,28.13,,
1995-09-12,28.25,,
1995-09-13,28.25,,
1995-09-14,29.0,,
1995-09-15,28.88,,
1995-09-18,29.13,,
1995-09-19,29.13,,
1995-09-20,29.5,,
1995-09-21,29.38,,
1995-09-22,29.63,,
1995-09-25,29.63,,
1995-09-26,29.88,,
1995-09-27,30.13,,
1995-09-28,30.5,,
1995-09-29,30.38,,
1995-10-02,30.5,,
1995-10-03,30.75,,
1995-10-04,30.75,,
1995-10-05,30.63,,
1995-10-06,30.13,,
1995-10-09,30.63,,
1995-10-10,30.88,,
1995-10-11,30.75,,
1995-10-12,30.5,,
1995-10-13,30.13,,
1995-10-16,30.0,,
1995-10-17,30.13,,
1995-10-18,30.38,,
1995-10-19,30.5,,
1995-10-20,30.75,,
1995-10-23,30.63,,
1995-10-24,30.88,,
1995-10-25,31.0,,
1995-10-26,30.88,,
1995-10-27,30.63,,
1995-10-30,30.75,,
1995-10-31,30.38,,
1995-11-01,30.38,,
1995-11-02,30.5,,
1995-11-03,30.38,,
1995-11-06,29.88,,
1995-11-07,29.88,,
1995-11-08,30.25,,
1995-11-09,30.25,,
1995-11-10,29.75,,
1995-11-13,28.88,,
1995-11-14,29.0,,
1995-11-15,29.25,,
1995-11-16,29.13,,
1995-11-17,29.25,,
1995-11-20,29.0,,
1995-11-21,29.25,,
1995-11-22,29.0,,
1995-11-24,28.88,,
1995-11-27,29.13,,
1995-11-28,29.25,,
1995-11-29,29.25,,
1995-11-30,28.75,,
1995-12-01,28.75,,
1995-12-04,29.13,,
1995-12-05,29.63,,
1995-12-06,29.75,,
1995-12-07,29.25,,
1995-12-08,29.38,,
1995-12-11,29.25,,
1995-12-12,29.5,,
1995-12-13,30.0,,
1995-12-14,30.38,,
1995-12-15,30.38,,
1995-12-18,30.75,,
1995-12-19,31.13,,
1995-12-20,31.0,,
1995-12-21,31.13,,
1995-12-22,31.13,,
1995-12-26,31.38,,
1995-12-27,31.13,,
1995-12-28,31.63,,
1995-12-29,31.75,,
1996-01-02,32.5,,
1996-01-03,32.38,,
1996-01-04,32.25,,
1996-01-05,32.75,,
1996-01-08,32.88,,
1996-01-09,32.97,,
1996-01-10,32.75,,
1996-01-11,32.63,,
1996-01-12,32.5,,
1996-01-15,33.13,,
1996-01-16,33.75,,
1996-01-17,33.63,,
1996-01-18,33.25,,
1996-01-19,33.5,,
1996-01-22,33.25,,
1996-01-23,33.5,,
1996-01-24,34.0,,
1996-01-25,33.88,,
1996-01-26,33.63,,
1996-01-29,33.75,,
1996-01-30,33.5,,
1996-01-31,33.75,,
1996-02-01,33.38,,
1996-02-02,33.38,,
1996-02-05,34.25,,
1996-02-06,34.0,,
1996-02-07,34.0,,
1996-02-08,34.13,,
1996-02-09,34.38,,
1996-02-12,34.0,,
1996-02-13,34.38,,
1996-02-14,33.75,,
1996-02-15,33.5,,
1996-02-16,33.13,,
1996-02-20,32.88,,
1996-02-21,33.25,,
1996-02-22,33.75,,
1996-02-23,33.25,,
1996-02-26,32.88,,
1996-02-27,33.13,,
1996-02-28,33.0,,
1996-02-29,32.38,,
1996-03-01,33.0,,
1996-03-04,33.38,,
1996-03-05,33.0,,
1996-03-06,32.75,,
1996-03-07,32.75,,
1996-03-08,32.0,,
1996-03-11,31.88,,
1996-03-12,31.13,,
1996-03-13,31.0,,
1996-03-14,31.13,,
1996-03-15,31.13,,
1996-03-18,31.75,,
1996-03-19,31.63,,
1996-03-20,31.63,,
1996-03-21,31.25,,
1996-03-22,31.25,,
1996-03-25,31.63,,
1996-03-26,31.5,,
1996-03-27,31.63,,
1996-03-28,31.88,,
1996-03-29,31.88,,
1996-04-01,32.25,,
1996-04-02,32.25,,
1996-04-03,32.13,,
1996-04-04,31.75,,
1996-04-08,30.63,,
1996-04-09,30.75,,
1996-04-10,29.88,,
1996-04-11,29.88,,
1996-04-12,30.0,,
1996-04-15,30.0,,
1996-04-16,29.75,,
1996-04-17,29.75,,
1996-04-18,29.63,,
1996-04-19,29.5,,
1996-04-22,29.5,,
1996-04-23,29.5,,
1996-04-24,29.63,,
1996-04-25,29.63,,
1996-04-26,29.38,,
1996-04-29,29.13,,
1996-04-30,29.38,,
1996-05-01,29.38,,
1996-05-02,29.13,,
1996-05-03,28.88,,
1996-05-06,28.63,,
1996-05-07,28.5,,
1996-05-08,29.13,,
1996-05-09,29.25,,
1996-05-10,29.63,,
1996-05-13,28.88,,
1996-05-14,28.88,,
1996-05-15,28.5,,
1996-05-16,28.5,,
1996-05-17,28.0,,
1996-05-20,27.63,,
1996-05-21,27.75,,
1996-05-22,28.0,,
1996-05-23,27.88,,
1996-05-24,28.0,,
1996-05-28,28.0,,
1996-05-29,28.13,,
1996-05-30,28.13,,
1996-05-31,27.88,,
1996-06-03,27.75,,
1996-06-04,27.88,,
1996-06-05,28.25,,
1996-06-06,28.25,,
1996-06-07,27.75,,
1996-06-10,28.0,,
1996-06-11,28.13,,
1996-06-12,28.25,,
1996-06-13,27.75,,
1996-06-14,27.88,,
1996-06-17,28.0,,
1996-06-18,27.88,,
1996-06-19,27.75,,
1996-06-20,27.88,,
1996-06-21,28.0,,
1996-06-24,28.5,,
1996-06-25,28.75,,
1996-06-26,28.63,,
1996-06-27,28.88,,
1996-06-28,29.25,,
1996-07-01,29.38,,
1996-07-02,29.5,,
1996-07-03,29.38,,
1996-07-05,28.5,,
1996-07-08,28.38,,
1996-07-09,28.38,,
1996-07-10,28.13,,
1996-07-11,28.0,,
1996-07-12,28.13,,
1996-07-15,27.63,,
1996-07-16,27.75,,
1996-07-17,27.63,,
1996-07-18,27.75,,
1996-07-19,27.25,,
1996-07-22,27.13,,
1996-07-23,27.13,,
1996-07-24,27.38,,
1996-07-25,27.13,,
1996-07-26,27.25,,
1996-07-29,27.13,,
1996-07-30,27.13,,
1996-07-31,27.0,,
1996-08-01,27.13,,
1996-08-02,27.75,,
1996-08-05,27.75,,
1996-08-06,27.38,,
1996-08-07,27.38,,
1996-08-08,27.5,,
1996-08-09,27.5,,
1996-08-12,27.25,,
1996-08-13,27.13,,
1996-08-14,27.0,,
1996-08-15,27.13,,
1996-08-16,27.25,,
1996-08-19,27.25,,
1996-08-20,27.38,,
1996-08-21,27.38,,
1996-08-22,27.25,,
1996-08-23,27.13,,
1996-08-26,27.0,,
1996-08-27,27.13,,
1996-08-28,26.88,,
1996-08-29,26.25,,
1996-08-30,26.13,,
1996-09-03,26.25,,
1996-09-04,26.38,,
1996-09-05,26.38,,
1996-09-06,26.88,,
1996-09-09,26.88,,
1996-09-10,26.75,,
1996-09-11,27.13,,
1996-09-12,27.5,,
1996-09-13,28.0,,
1996-09-16,28.25,,
1996-09-17,28.25,,
1996-09-18,28.25,,
1996-09-19,28.13,,
1996-09-20,28.0,,
1996-09-23,28.0,,
1996-09-24,28.0,,
1996-09-25,28.13,,
1996-09-26,28.13,,
1996-09-27,28.0,,
1996-09-30,27.75,,
1996-10-01,27.63,,
1996-10-02,27.88,,
1996-10-03,27.5,,
1996-10-04,28.25,,
1996-10-07,28.5,,
1996-10-08,28.75,,
1996-10-09,28.5,,
1996-10-10,28.63,,
1996-10-11,28.88,,
1996-10-14,28.5,,
1996-10-15,28.5,,
1996-10-16,28.38,,
1996-10-17,28.25,,
1996-10-18,28.38,,
1996-10-21,28.38,,
1996-10-22,28.38,,
1996-10-23,28.38,,
1996-10-24,28.13,,
1996-10-25,28.75,,
1996-10-28,28.63,,
1996-10-29,29.0,,
1996-10-30,29.13,,
1996-10-31,29.25,,
1996-11-01,29.13,,
1996-11-04,29.38,,
1996-11-05,29.75,,
1996-11-06,30.25,,
1996-11-07,30.63,,
1996-11-08,29.75,,
1996-11-11,29.88,,
1996-11-12,29.88,,
1996-11-13,29.75,,
1996-11-14,29.75,,
1996-11-15,29.75,,
1996-11-18,29.88,,
1996-11-19,29.75,,
1996-11-20,29.88,,
1996-11-21,30.0,,
1996-11-22,29.63,,
1996-11-25,29.5,,
1996-11-26,29.5,,
1996-11-27,29.13,,
1996-11-29,29.0,,
1996-12-02,28.75,,
1996-12-03,28.75,,
1996-12-04,29.25,,
1996-12-05,29.13,,
1996-12-06,28.75,,
1996-12-09,29.0,,
1996-12-10,28.63,,
1996-12-11,28.5,,
1996-12-12,28.38,,
1996-12-13,29.0,,
1996-12-16,28.5,,
1996-12-17,28.88,,
1996-12-18,28.63,,
1996-12-19,29.0,,
1996-12-20,29.38,,
1996-12-23,29.5,,
1996-12-24,29.38,,
1996-12-26,29.5,,
1996-12-27,29.5,,
1996-12-30,29.25,,
1996-12-31,29.13,,
1997-01-02,28.88,,
1997-01-03,29.0,,
1997-01-06,29.0,,
1997-01-07,29.38,,
1997-01-08,29.88,,
1997-01-09,30.0,,
1997-01-10,30.0,,
1997-01-13,30.13,,
1997-01-14,30.25,,
1997-01-15,30.0,,
1997-01-16,30.38,,
1997-01-17,31.0,,
1997-01-20,30.63,,
1997-01-21,31.13,,
1997-01-22,31.5,,
1997-01-23,31.13,,
1997-01-24,30.63,,
1997-01-27,30.75,,
1997-01-28,31.13,,
1997-01-29,31.13,,
1997-01-30,31.25,,
1997-01-31,31.0,,
1997-02-03,31.0,,
1997-02-04,31.25,,
1997-02-05,30.88,,
1997-02-06,31.13,,
1997-02-07,31.25,,
1997-02-10,31.5,,
1997-02-11,31.63,,
1997-02-12,31.63,,
1997-02-13,31.75,,
1997-02-14,31.13,,
1997-02-18,31.38,,
1997-02-19,31.38,,
1997-02-20,31.5,,
1997-02-21,31.5,,
1997-02-24,31.88,,
1997-02-25,31.38,,
1997-02-26,31.0,,
1997-02-27,30.75,,
1997-02-28,30.88,,
1997-03-03,31.0,,
1997-03-04,31.13,,
1997-03-05,31.13,,
1997-03-06,30.75,,
1997-03-07,30.63,,
1997-03-10,30.38,,
1997-03-11,30.25,,
1997-03-12,30.25,,
1997-03-13,30.13,,
1997-03-14,30.88,,
1997-03-17,30.88,,
1997-03-18,30.5,,
1997-03-19,30.5,,
1997-03-20,30.0,,
1997-03-21,30.13,,
1997-03-24,30.25,,
1997-03-25,30.75,,
1997-03-26,30.5,,
1997-03-27,29.88,,
1997-03-31,30.0,,
1997-04-01,29.75,,
1997-04-02,29.5,,
1997-04-03,29.5,,
1997-04-04,29.0,,
1997-04-07,28.88,,
1997-04-08,28.38,,
1997-04-09,28.13,,
1997-04-10,28.75,,
1997-04-11,28.13,,
1997-04-14,28.13,,
1997-04-15,28.25,,
1997-04-16,28.38,,
1997-04-17,28.13,,
1997-04-18,28.13,,
1997-04-21,27.88,,
1997-04-22,28.0,,
1997-04-23,27.75,,
1997-04-24,27.5,,
1997-04-25,27.25,,
1997-04-28,27.5,,
1997-04-29,27.88,,
1997-04-30,27.75,,
1997-05-01,28.0,,
1997-05-02,28.75,,
1997-05-05,29.88,,
1997-05-06,30.0,,
1997-05-07,29.25,,
1997-05-08,29.5,,
1997-05-09,29.5,,
1997-05-12,28.88,,
1997-05-13,28.38,,
1997-05-14,29.0,,
1997-05-15,29.13,,
1997-05-16,29.0,,
1997-05-19,29.38,,
1997-05-20,29.38,,
1997-05-21,29.13,,
1997-05-22,28.63,,
1997-05-23,29.0,,
1997-05-27,28.75,,
1997-05-28,28.88,,
1997-05-29,28.75,,
1997-05-30,29.13,,
1997-06-02,28.88,,
1997-06-03,29.0,,
1997-06-04,29.0,,
1997-06-05,29.25,,
1997-06-06,29.63,,
1997-06-09,29.63,,
1997-06-10,29.38,,
1997-06-11,29.38,,
1997-06-12,30.0,,
1997-06-13,30.38,,
1997-06-16,30.63,,
1997-06-17,30.5,,
1997-06-18,29.75,,
1997-06-19,30.25,,
1997-06-20,29.75,,
1997-06-23,29.25,,
1997-06-24,29.19,,
1997-06-25,29.06,,
1997-06-26,28.75,,
1997-06-27,29.13,,
1997-06-30,29.44,,
1997-07-01,29.38,,
1997-07-02,29.69,,
1997-07-03,29.5,,
1997-07-07,29.5,,
1997-07-08,29.63,,
1997-07-09,29.56,,
1997-07-10,30.0,,
1997-07-11,30.19,,
1997-07-14,30.25,,
1997-07-15,30.88,,
1997-07-16,30.81,,
1997-07-17,30.81,,
1997-07-18,30.56,,
1997-07-21,30.5,,
1997-07-22,30.63,,
1997-07-23,30.56,,
1997-07-24,30.63,,
1997-07-25,30.63,,
1997-07-28,30.69,,
1997-07-29,31.06,,
1997-07-30,31.31,,
1997-07-31,31.63,,
1997-08-01,31.31,,
1997-08-04,31.31,,
1997-08-05,31.44,,
1997-08-06,31.81,,
1997-08-07,31.56,,
1997-08-08,31.19,,
1997-08-11,31.25,,
1997-08-12,31.19,,
1997-08-13,31.13,,
1997-08-14,31.19,,
1997-08-15,31.0,,
1997-08-18,31.31,,
1997-08-19,31.69,,
1997-08-20,31.19,,
1997-08-21,30.5,,
1997-08-22,31.13,,
1997-08-25,30.69,,
1997-08-26,30.88,,
1997-08-27,30.88,,
1997-08-28,30.69,,
1997-08-29,30.63,,
1997-09-02,31.25,,
1997-09-03,31.81,,
1997-09-04,31.88,,
1997-09-05,31.81,,
1997-09-08,32.5,,
1997-09-09,32.5,,
1997-09-10,32.63,,
1997-09-11,32.44,,
1997-09-12,33.13,,
1997-09-15,33.38,,
1997-09-16,34.19,,
1997-09-17,33.75,,
1997-09-18,34.0,,
1997-09-19,33.63,,
1997-09-22,34.0,,
1997-09-23,34.13,,
1997-09-24,34.19,,
1997-09-25,33.56,,
1997-09-26,33.94,,
1997-09-29,33.75,,
1997-09-30,34.0,,
1997-10-01,34.25,,
1997-10-02,34.75,,
1997-10-03,34.25,,
1997-10-06,34.0,,
1997-10-07,34.19,,
1997-10-08,33.38,,
1997-10-09,33.75,,
1997-10-10,34.0,,
1997-10-13,34.25,,
1997-10-14,34.5,,
1997-10-15,34.31,,
1997-10-16,34.13,,
1997-10-17,34.0,,
1997-10-20,34.31,,
1997-10-21,34.94,,
1997-10-22,34.75,,
1997-10-23,34.25,,
1997-10-24,34.56,,
1997-10-27,32.75,,
1997-10-28,33.63,,
1997-10-29,34.31,,
1997-10-30,33.75,,
1997-10-31,34.25,,
1997-11-03,34.5,,
1997-11-04,34.94,,
1997-11-05,35.19,,
1997-11-06,34.94,,
1997-11-07,34.63,,
1997-11-10,35.06,,
1997-11-11,35.63,,
1997-11-12,35.69,,
1997-11-13,35.88,,
1997-11-14,36.0,,
1997-11-17,36.19,,
1997-11-18,36.44,,
1997-11-19,36.63,,
1997-11-20,37.31,,
1997-11-21,37.31,,
1997-11-24,37.5,,
1997-11-25,38.0,,
1997-11-26,38.0,,
1997-11-28,37.94,,
1997-12-01,38.06,,
1997-12-02,37.63,,
1997-12-03,37.56,,
1997-12-04,37.38,,
1997-12-05,37.44,,
1997-12-08,37.38,,
1997-12-09,37.5,,
1997-12-10,37.56,,
1997-12-11,37.94,,
1997-12-12,40.0,,
1997-12-15,39.94,,
1997-12-16,40.19,,
1997-12-17,40.44,,
1997-12-18,40.31,,
1997-12-19,40.06,,
1997-12-22,40.63,,
1997-12-23,40.88,,
1997-12-24,40.88,,
1997-12-26,40.81,,
1997-12-29,40.94,,
1997-12-30,41.31,,
1997-12-31,41.0,,
1998-01-02,41.0,,
1998-01-05,40.56,,
1998-01-06,40.06,,
1998-01-07,39.69,,
1998-01-08,40.0,,
1998-01-09,39.56,,
1998-01-12,40.0,,
1998-01-13,39.94,,
1998-01-14,39.81,,
1998-01-15,39.88,,
1998-01-16,39.88,,
1998-01-20,39.94,,
1998-01-21,40.44,,
1998-01-22,40.44,,
1998-01-23,40.88,,
1998-01-26,41.06,,
1998-01-27,41.0,,
1998-01-28,41.25,,
1998-01-29,41.63,,
1998-01-30,41.31,,
1998-02-02,42.06,,
1998-02-03,42.44,,
1998-02-04,42.63,,
1998-02-05,42.5,,
1998-02-06,42.81,,
1998-02-09,42.81,,
1998-02-10,43.0,,
1998-02-11,43.38,,
1998-02-12,43.5,,
1998-02-13,42.31,,
1998-02-17,43.0,,
1998-02-18,42.81,,
1998-02-19,42.69,,
1998-02-20,42.81,,
1998-02-23,42.56,,
1998-02-24,42.63,,
1998-02-25,42.81,,
1998-02-26,42.75,,
1998-02-27,42.5,,
1998-03-02,42.44,,
1998-03-03,42.81,,
1998-03-04,42.94,,
1998-03-05,43.25,,
1998-03-06,43.63,,
1998-03-09,44.0,,
1998-03-10,44.75,,
1998-03-11,45.38,,
1998-03-12,45.25,,
1998-03-13,44.94,,
1998-03-16,45.75,,
1998-03-17,46.06,,
1998-03-18,46.5,,
1998-03-19,46.88,,
1998-03-20,47.56,,
1998-03-23,47.31,,
1998-03-24,47.44,,
1998-03-25,47.0,,
1998-03-26,46.38,,
1998-03-27,45.63,,
1998-03-30,45.75,,
1998-03-31,46.75,,
1998-04-01,46.38,,
1998-04-02,46.88,,
1998-04-03,46.44,,
1998-04-06,46.06,,
1998-04-07,46.0,,
1998-04-08,45.31,,
1998-04-09,45.25,,
1998-04-13,44.94,,
1998-04-14,45.31,,
1998-04-15,44.69,,
1998-04-16,45.19,,
1998-04-17,45.5,,
1998-04-20,44.94,,
1998-04-21,45.38,,
1998-04-22,45.25,,
1998-04-23,44.38,,
1998-04-24,44.44,,
1998-04-27,43.44,,
1998-04-28,43.69,,
1998-04-29,44.31,,
1998-04-30,45.25,,
1998-05-01,44.75,,
1998-05-04,44.94,,
1998-05-05,45.06,,
1998-05-06,44.56,,
1998-05-07,43.81,,
1998-05-08,44.88,,
1998-05-11,43.94,,
1998-05-12,44.5,,
1998-05-13,44.38,,
1998-05-14,43.81,,
1998-05-15,43.69,,
1998-05-18,43.38,,
1998-05-19,42.94,,
1998-05-20,43.25,,
1998-05-21,43.0,,
1998-05-22,42.5,,
1998-05-26,41.63,,
1998-05-27,41.5,,
1998-05-28,42.31,,
1998-05-29,42.81,,
1998-06-01,44.81,,
1998-06-02,45.44,,
1998-06-03,45.0,,
1998-06-04,44.88,,
1998-06-05,45.06,,
1998-06-08,44.94,,
1998-06-09,45.13,,
1998-06-10,45.5,,
1998-06-11,46.0,,
1998-06-12,46.19,,
1998-06-15,47.0,,
1998-06-16,46.0,,
1998-06-17,45.56,,
1998-06-18,45.81,,
1998-06-19,45.0,,
1998-06-22,45.13,,
1998-06-23,45.75,,
1998-06-24,45.56,,
1998-06-25,45.13,,
1998-06-26,45.06,,
1998-06-29,45.63,,
1998-06-30,46.06,,
1998-07-01,45.94,,
1998-07-02,45.69,,
1998-07-06,46.06,,
1998-07-07,45.38,,
1998-07-08,45.56,,
1998-07-09,45.44,,
1998-07-10,45.56,,
1998-07-13,45.38,,
1998-07-14,45.5,,
1998-07-15,45.06,,
1998-07-16,44.63,,
1998-07-17,44.5,,
1998-07-20,43.94,,
1998-07-21,44.31,,
1998-07-22,44.06,,
1998-07-23,43.5,,
1998-07-24,43.38,,
1998-07-27,43.81,,
1998-07-28,43.19,,
1998-07-29,43.13,,
1998-07-30,43.63,,
1998-07-31,42.31,,
1998-08-03,43.19,,
1998-08-04,42.13,,
1998-08-05,42.69,,
1998-08-06,43.0,,
1998-08-07,43.44,,
1998-08-10,43.38,,
1998-08-11,43.38,,
1998-08-12,45.0,,
1998-08-13,44.63,,
1998-08-14,45.0,,
1998-08-17,45.13,,
1998-08-18,45.06,,
1998-08-19,44.69,,
1998-08-20,45.06,,
1998-08-21,46.25,,
1998-08-24,46.75,,
1998-08-25,46.19,,
1998-08-26,46.19,,
1998-08-27,46.63,,
1998-08-28,47.81,,
1998-08-31,47.31,,
1998-09-01,47.06,,
1998-09-02,45.75,,
1998-09-03,46.0,,
1998-09-04,46.13,,
1998-09-08,46.81,,
1998-09-09,46.44,,
1998-09-10,47.0,,
1998-09-11,47.25,,
1998-09-14,47.5,,
1998-09-15,48.19,,
1998-09-16,48.5,,
1998-09-17,48.63,,
1998-09-18,48.94,,
1998-09-21,48.56,,
1998-09-22,49.38,,
1998-09-23,50.0,,
1998-09-24,49.63,,
1998-09-25,49.81,,
1998-09-28,50.44,,
1998-09-29,51.75,,
1998-09-30,52.0,,
1998-10-01,52.25,,
1998-10-02,53.94,,
1998-10-05,55.94,,
1998-10-06,54.94,,
1998-10-07,54.5,,
1998-10-08,54.38,,
1998-10-09,52.44,,
1998-10-12,50.19,,
1998-10-13,51.44,,
1998-10-14,53.38,,
1998-10-15,55.06,,
1998-10-16,53.0,,
1998-10-19,51.94,,
1998-10-20,49.81,,
1998-10-21,49.25,,
1998-10-22,49.56,,
1998-10-23,49.56,,
1998-10-26,49.13,,
1998-10-27,49.94,,
1998-10-28,50.75,,
1998-10-29,49.5,,
1998-10-30,50.13,,
1998-11-02,50.5,,
1998-11-03,50.75,,
1998-11-04,50.69,,
1998-11-05,50.19,,
1998-11-06,50.38,,
1998-11-09,51.0,,
1998-11-10,51.94,,
1998-11-11,51.31,,
1998-11-12,51.63,,
1998-11-13,52.06,,
1998-11-16,52.63,,
1998-11-17,52.5,,
1998-11-18,52.25,,
1998-11-19,51.88,,
1998-11-20,51.94,,
1998-11-23,52.25,,
1998-11-24,52.0,,
1998-11-25,52.19,,
1998-11-27,51.63,,
1998-11-30,50.81,,
1998-12-01,50.88,,
1998-12-02,51.19,,
1998-12-03,51.5,,
1998-12-04,52.25,,
1998-12-07,52.25,,
1998-12-08,52.06,,
1998-12-09,52.13,,
1998-12-10,51.69,,
1998-12-11,51.81,,
1998-12-14,51.44,,
1998-12-15,52.19,,
1998-12-16,52.63,,
1998-12-17,53.75,,
1998-12-18,54.0,,
1998-12-21,53.5,,
1998-12-22,52.88,,
1998-12-23,53.13,,
1998-12-24,53.06,,
1998-12-28,52.69,,
1998-12-29,53.06,,
1998-12-30,52.81,,
1998-12-31,52.88,,
1999-01-04,52.75,,
1999-01-05,52.25,,
1999-01-06,52.31,,
1999-01-07,51.5,,
1999-01-08,51.25,,
1999-01-11,51.0,,
1999-01-12,51.13,,
1999-01-13,51.69,,
1999-01-14,50.56,,
1999-01-15,51.0,,
1999-01-19,50.88,,
1999-01-20,50.56,,
1999-01-21,50.5,,
1999-01-22,50.44,,
1999-01-25,50.5,,
1999-01-26,50.69,,
1999-01-27,49.88,,
1999-01-28,50.06,,
1999-01-29,49.44,,
1999-02-01,48.06,,
1999-02-02,47.38,,
1999-02-03,47.81,,
1999-02-04,47.5,,
1999-02-05,47.69,,
1999-02-08,48.31,,
1999-02-09,48.25,,
1999-02-10,48.25,,
1999-02-11,47.88,,
1999-02-12,45.75,,
1999-02-16,46.88,,
1999-02-17,47.44,,
1999-02-18,48.19,,
1999-02-19,47.94,,
1999-02-22,48.25,,
1999-02-23,47.75,,
1999-02-24,47.0,,
1999-02-25,47.0,,
1999-02-26,46.75,,
1999-03-01,46.69,,
1999-03-02,46.88,,
1999-03-03,47.31,,
1999-03-04,47.81,,
1999-03-05,48.5,,
1999-03-08,47.5,,
1999-03-09,46.38,,
1999-03-10,46.5,,
1999-03-11,47.44,,
1999-03-12,48.0,,
1999-03-15,47.94,,
1999-03-16,48.13,,
1999-03-17,48.13,,
1999-03-18,47.88,,
1999-03-19,47.0,,
1999-03-22,46.81,,
1999-03-23,46.44,,
1999-03-24,47.75,,
1999-03-25,47.94,,
1999-03-26,47.0,,
1999-03-29,46.5,,
1999-03-30,45.38,,
1999-03-31,45.31,,
1999-04-01,45.44,,
1999-04-05,45.88,,
1999-04-06,45.25,,
1999-04-07,44.38,,
1999-04-08,45.31,,
1999-04-09,45.19,,
1999-04-12,45.69,,
1999-04-13,44.81,,
1999-04-14,44.19,,
1999-04-15,44.31,,
1999-04-16,44.31,,
1999-04-19,44.75,,
1999-04-20,45.81,,
1999-04-21,45.75,,
1999-04-22,45.69,,
1999-04-23,44.94,,
1999-04-26,45.0,,
1999-04-27,45.0,,
1999-04-28,45.31,,
1999-04-29,45.38,,
1999-04-30,45.44,,
1999-05-03,45.75,,
1999-05-04,45.44,,
1999-05-05,45.5,,
1999-05-06,45.63,,
1999-05-07,45.75,,
1999-05-10,46.13,,
1999-05-11,46.56,,
1999-05-12,46.56,,
1999-05-13,47.31,,
1999-05-14,46.69,,
1999-05-17,46.81,,
1999-05-18,46.75,,
1999-05-19,47.25,,
1999-05-20,47.44,,
1999-05-21,48.06,,
1999-05-24,48.75,,
1999-05-25,49.38,,
1999-05-26,49.75,,
1999-05-27,48.06,,
1999-05-28,48.56,,
1999-06-01,47.94,,
1999-06-02,47.19,,
1999-06-03,47.56,,
1999-06-04,47.56,,
1999-06-07,47.81,,
1999-06-08,47.69,,
1999-06-09,47.56,,
1999-06-10,47.0,,
1999-06-11,46.69,,
1999-06-14,47.06,,
1999-06-15,47.94,,
1999-06-16,48.0,,
1999-06-17,47.19,,
1999-06-18,47.13,,
1999-06-21,46.31,,
1999-06-22,46.63,,
1999-06-23,46.56,,
1999-06-24,47.0,,
1999-06-25,46.81,,
1999-06-28,46.75,,
1999-06-29,46.31,,
1999-06-30,45.25,,
1999-07-01,45.75,,
1999-07-02,46.38,,
1999-07-06,45.75,,
1999-07-07,45.69,,
1999-07-08,45.19,,
1999-07-09,44.88,,
1999-07-12,44.5,,
1999-07-13,44.25,,
1999-07-14,44.5,,
1999-07-15,44.38,,
1999-07-16,43.88,,
1999-07-19,43.63,,
1999-07-20,43.19,,
1999-07-21,43.25,,
1999-07-22,43.56,,
1999-07-23,42.94,,
1999-07-26,43.5,,
1999-07-27,43.5,,
1999-07-28,43.31,,
1999-07-29,42.81,,
1999-07-30,43.5,,
1999-08-02,44.0,,
1999-08-03,44.69,,
1999-08-04,44.63,,
1999-08-05,44.94,,
1999-08-06,45.13,,
1999-08-09,44.81,,
1999-08-10,44.75,,
1999-08-11,45.25,,
1999-08-12,43.94,,
1999-08-13,43.88,,
1999-08-16,43.19,,
1999-08-17,43.63,,
1999-08-18,42.88,,
1999-08-19,43.31,,
1999-08-20,44.56,,
1999-08-23,44.0,,
1999-08-24,44.44,,
1999-08-25,45.5,,
1999-08-26,45.0,,
1999-08-27,44.94,,
1999-08-30,44.38,,
1999-08-31,44.0,,
1999-09-01,44.31,,
1999-09-02,43.75,,
1999-09-03,44.44,,
1999-09-07,43.56,,
1999-09-08,43.44,,
1999-09-09,43.88,,
1999-09-10,43.75,,
