date,BDX,BDX_EPS,PE Ratio
2002-05-13,36.52,,
2002-05-14,36.44,,
2002-05-15,36.53,,
2002-05-16,36.6,,
2002-05-17,37.15,,
2002-05-20,37.15,,
2002-05-21,37.35,,
2002-05-22,37.19,,
2002-05-23,37.48,,
2002-05-24,37.44,,
2002-05-28,37.25,,
2002-05-29,37.63,,
2002-05-30,37.69,,
2002-05-31,37.6,,
2002-06-03,37.88,,
2002-06-04,37.2,,
2002-06-05,36.91,,
2002-06-06,36.11,,
2002-06-07,36.3,,
2002-06-10,36.32,,
2002-06-11,35.82,,
2002-06-12,35.1,,
2002-06-13,35.0,,
2002-06-14,34.99,,
2002-06-17,35.64,,
2002-06-18,35.97,,
2002-06-19,35.19,,
2002-06-20,35.0,,
2002-06-21,34.47,,
2002-06-24,34.7,,
2002-06-25,33.66,,
2002-06-26,34.38,,
2002-06-27,34.7,,
2002-06-28,34.45,,
2002-07-01,33.78,,
2002-07-02,30.98,,
2002-07-03,31.04,,
2002-07-05,32.19,,
2002-07-08,31.7,,
2002-07-09,30.6,,
2002-07-10,29.99,,
2002-07-11,28.99,,
2002-07-12,29.93,,
2002-07-15,29.5,,
2002-07-16,29.3,,
2002-07-17,30.26,,
2002-07-18,27.95,,
2002-07-19,25.01,,
2002-07-22,25.86,,
2002-07-23,25.62,,
2002-07-24,26.56,,
2002-07-25,26.97,,
2002-07-26,27.2,,
2002-07-29,27.66,,
2002-07-30,28.5,,
2002-07-31,29.06,,
2002-08-01,29.16,,
2002-08-02,29.38,,
2002-08-05,28.12,,
2002-08-06,28.7,,
2002-08-07,29.0,,
2002-08-08,29.72,,
2002-08-09,29.9,,
2002-08-12,30.0,,
2002-08-13,29.24,,
2002-08-14,29.8,,
2002-08-15,29.9,,
2002-08-16,29.68,,
2002-08-19,30.5,,
2002-08-20,30.59,,
2002-08-21,30.71,,
2002-08-22,31.4,,
2002-08-23,31.03,,
2002-08-26,31.35,,
2002-08-27,30.75,,
2002-08-28,30.41,,
2002-08-29,30.2,,
2002-08-30,30.53,,
2002-09-03,29.4,,
2002-09-04,30.3,,
2002-09-05,29.98,,
2002-09-06,30.45,,
2002-09-09,30.66,,
2002-09-10,30.55,,
2002-09-11,30.45,,
2002-09-12,29.95,,
2002-09-13,30.14,,
2002-09-16,30.3,,
2002-09-17,29.66,,
2002-09-18,29.7,,
2002-09-19,28.96,,
2002-09-20,28.75,,
2002-09-23,28.39,,
2002-09-24,27.97,,
2002-09-25,29.1,,
2002-09-26,28.85,,
2002-09-27,28.63,,
2002-09-30,28.4,,
2002-10-01,29.25,,
2002-10-02,28.74,,
2002-10-03,29.11,,
2002-10-04,29.14,,
2002-10-07,29.85,,
2002-10-08,28.93,,
2002-10-09,28.56,,
2002-10-10,28.9,,
2002-10-11,29.22,,
2002-10-14,29.75,,
2002-10-15,29.25,,
2002-10-16,29.56,,
2002-10-17,30.37,,
2002-10-18,30.2,,
2002-10-21,30.08,,
2002-10-22,29.64,,
2002-10-23,29.86,,
2002-10-24,29.6,,
2002-10-25,30.5,,
2002-10-28,30.07,,
2002-10-29,29.93,,
2002-10-30,29.76,,
2002-10-31,29.51,,
2002-11-01,30.35,,
2002-11-04,30.37,,
2002-11-05,30.72,,
2002-11-06,31.7,,
2002-11-07,31.01,,
2002-11-08,30.8,,
2002-11-11,30.02,,
2002-11-12,30.27,,
2002-11-13,30.17,,
2002-11-14,30.0,,
2002-11-15,29.94,,
2002-11-18,30.31,,
2002-11-19,28.85,,
2002-11-20,29.75,,
2002-11-21,29.91,,
2002-11-22,30.05,,
2002-11-25,29.72,,
2002-11-26,29.52,,
2002-11-27,29.51,,
2002-11-29,29.67,,
2002-12-02,30.01,,
2002-12-03,30.2,,
2002-12-04,30.45,,
2002-12-05,30.66,,
2002-12-06,30.91,,
2002-12-09,30.91,,
2002-12-10,30.63,,
2002-12-11,30.64,,
2002-12-12,30.66,,
2002-12-13,30.67,,
2002-12-16,30.75,,
2002-12-17,30.41,,
2002-12-18,30.64,,
2002-12-19,30.36,,
2002-12-20,30.87,,
2002-12-23,30.57,,
2002-12-24,30.49,,
2002-12-26,30.49,,
2002-12-27,30.44,,
2002-12-30,30.42,,
2002-12-31,30.69,,
2003-01-02,31.54,,
2003-01-03,30.6,,
2003-01-06,30.48,,
2003-01-07,30.37,,
2003-01-08,29.84,,
2003-01-09,29.45,,
2003-01-10,29.6,,
2003-01-13,30.13,,
2003-01-14,30.11,,
2003-01-15,30.01,,
2003-01-16,30.11,,
2003-01-17,30.0,,
2003-01-21,30.5,,
2003-01-22,29.97,,
2003-01-23,32.33,,
2003-01-24,32.3,,
2003-01-27,32.5,,
2003-01-28,33.52,,
2003-01-29,33.45,,
2003-01-30,33.04,,
2003-01-31,32.8,,
2003-02-03,32.48,,
2003-02-04,31.9,,
2003-02-05,31.95,,
2003-02-06,32.08,,
2003-02-07,31.64,,
2003-02-10,32.0,,
2003-02-11,31.7,,
2003-02-12,31.38,,
2003-02-13,31.55,,
2003-02-14,32.15,,
2003-02-18,32.88,,
2003-02-19,32.93,,
2003-02-20,33.47,,
2003-02-21,34.08,,
2003-02-24,33.2,,
2003-02-25,33.6,,
2003-02-26,33.42,,
2003-02-27,34.18,,
2003-02-28,34.4,,
2003-03-03,34.12,,
2003-03-04,33.48,,
2003-03-05,33.8,,
2003-03-06,33.8,,
2003-03-07,33.96,,
2003-03-10,32.83,,
2003-03-11,32.28,,
2003-03-12,32.43,,
2003-03-13,33.6,,
2003-03-14,32.7,,
2003-03-17,33.38,,
2003-03-18,34.6,,
2003-03-19,34.26,,
2003-03-20,34.65,,
2003-03-21,35.77,,
2003-03-24,34.92,,
2003-03-25,34.97,,
2003-03-26,34.2,,
2003-03-27,33.99,,
2003-03-28,34.68,,
2003-03-31,34.44,,
2003-04-01,34.96,,
2003-04-02,34.85,,
2003-04-03,34.61,,
2003-04-04,34.01,,
2003-04-07,34.1,,
2003-04-08,33.94,,
2003-04-09,33.62,,
2003-04-10,33.9,,
2003-04-11,33.01,,
2003-04-14,32.95,,
2003-04-15,32.6,,
2003-04-16,31.9,,
2003-04-17,32.05,,
2003-04-21,32.16,,
2003-04-22,33.1,,
2003-04-23,33.77,,
2003-04-24,33.4,,
2003-04-25,35.36,,
2003-04-28,35.32,,
2003-04-29,35.55,,
2003-04-30,35.4,,
2003-05-01,35.15,,
2003-05-02,35.63,,
2003-05-05,36.0,,
2003-05-06,36.18,,
2003-05-07,36.5,,
2003-05-08,36.5,,
2003-05-09,36.9,,
2003-05-12,37.78,,
2003-05-13,37.35,,
2003-05-14,37.52,,
2003-05-15,37.72,,
2003-05-16,37.08,,
2003-05-19,36.43,,
2003-05-20,36.55,,
2003-05-21,37.94,,
2003-05-22,37.94,,
2003-05-23,37.7,,
2003-05-27,38.49,,
2003-05-28,38.7,,
2003-05-29,39.2,,
2003-05-30,40.0,,
2003-06-02,40.31,,
2003-06-03,40.25,,
2003-06-04,40.4,,
2003-06-05,40.43,,
2003-06-06,40.19,,
2003-06-09,39.55,,
2003-06-10,40.2,,
2003-06-11,40.15,,
2003-06-12,40.15,,
2003-06-13,40.14,,
2003-06-16,40.21,,
2003-06-17,40.39,,
2003-06-18,40.38,,
2003-06-19,38.39,,
2003-06-20,37.79,,
2003-06-23,37.45,,
2003-06-24,37.61,,
2003-06-25,37.62,,
2003-06-26,38.46,,
2003-06-27,38.5,,
2003-06-30,38.85,,
2003-07-01,39.29,,
2003-07-02,40.0,,
2003-07-03,39.51,,
2003-07-07,39.75,,
2003-07-08,39.87,,
2003-07-09,38.65,,
2003-07-10,38.5,,
2003-07-11,38.45,,
2003-07-14,38.38,,
2003-07-15,38.23,,
2003-07-16,37.82,,
2003-07-17,37.38,,
2003-07-18,37.35,,
2003-07-21,37.45,,
2003-07-22,38.4,,
2003-07-23,38.62,,
2003-07-24,36.9,,
2003-07-25,37.4,,
2003-07-28,37.49,,
2003-07-29,37.71,,
2003-07-30,37.56,,
2003-07-31,36.63,,
2003-08-01,36.8,,
2003-08-04,36.25,,
2003-08-05,36.97,,
2003-08-06,37.43,,
2003-08-07,37.53,,
2003-08-08,37.65,,
2003-08-11,37.72,,
2003-08-12,38.17,,
2003-08-13,38.19,,
2003-08-14,38.99,,
2003-08-15,39.45,,
2003-08-18,39.26,,
2003-08-19,38.4,,
2003-08-20,37.8,,
2003-08-21,37.35,,
2003-08-22,36.08,,
2003-08-25,36.19,,
2003-08-26,36.62,,
2003-08-27,36.26,,
2003-08-28,36.15,,
2003-08-29,36.54,,
2003-09-02,36.8,,
2003-09-03,36.7,,
2003-09-04,36.85,,
2003-09-05,36.13,,
2003-09-08,36.76,,
2003-09-09,36.11,,
2003-09-10,36.55,,
2003-09-11,36.45,,
2003-09-12,36.51,,
2003-09-15,36.95,,
2003-09-16,36.76,,
2003-09-17,37.0,,
2003-09-18,37.4,,
2003-09-19,38.0,,
2003-09-22,36.85,,
2003-09-23,36.88,,
2003-09-24,35.87,,
2003-09-25,35.49,,
2003-09-26,35.58,,
2003-09-29,35.84,,
2003-09-30,36.12,,
2003-10-01,36.93,,
2003-10-02,36.55,,
2003-10-03,37.15,,
2003-10-06,36.87,,
2003-10-07,36.7,,
2003-10-08,37.0,,
2003-10-09,37.5,,
2003-10-10,37.59,,
2003-10-13,37.45,,
2003-10-14,37.55,,
2003-10-15,37.49,,
2003-10-16,37.61,,
2003-10-17,37.37,,
2003-10-20,37.86,,
2003-10-21,37.59,,
2003-10-22,36.5,,
2003-10-23,35.9,,
2003-10-24,35.89,,
2003-10-27,36.01,,
2003-10-28,36.71,,
2003-10-29,36.57,,
2003-10-30,36.3,,
2003-10-31,36.56,,
2003-11-03,36.58,,
2003-11-04,36.52,,
2003-11-05,36.5,,
2003-11-06,36.4,,
2003-11-07,36.25,,
2003-11-10,35.71,,
2003-11-11,35.95,,
2003-11-12,36.46,,
2003-11-13,37.85,,
2003-11-14,37.9,,
2003-11-17,37.53,,
2003-11-18,37.78,,
2003-11-19,37.95,,
2003-11-20,37.83,,
2003-11-21,38.6,,
2003-11-24,38.87,,
2003-11-25,39.88,,
2003-11-26,39.9,,
2003-11-28,40.03,,
2003-12-01,40.18,,
2003-12-02,40.26,,
2003-12-03,40.49,,
2003-12-04,40.66,,
2003-12-05,39.92,,
2003-12-08,39.89,,
2003-12-09,39.26,,
2003-12-10,39.77,,
2003-12-11,40.31,,
2003-12-12,40.5,,
2003-12-15,40.3,,
2003-12-16,40.46,,
2003-12-17,40.34,,
2003-12-18,40.1,,
2003-12-19,40.09,,
2003-12-22,39.81,,
2003-12-23,39.87,,
2003-12-24,40.03,,
2003-12-26,40.25,,
2003-12-29,41.38,,
2003-12-30,41.45,,
2003-12-31,41.14,,
2004-01-02,41.03,,
2004-01-05,41.65,,
2004-01-06,41.9,,
2004-01-07,42.33,,
2004-01-08,42.55,,
2004-01-09,42.12,,
2004-01-12,42.34,,
2004-01-13,42.18,,
2004-01-14,42.55,,
2004-01-15,42.9,,
2004-01-16,43.64,,
2004-01-20,43.39,,
2004-01-21,43.75,,
2004-01-22,44.47,,
2004-01-23,44.27,,
2004-01-26,44.7,,
2004-01-27,44.15,,
2004-01-28,43.37,,
2004-01-29,44.86,,
2004-01-30,45.06,,
2004-02-02,46.2,,
2004-02-03,46.06,,
2004-02-04,46.31,,
2004-02-05,46.38,,
2004-02-06,47.62,,
2004-02-09,48.05,,
2004-02-10,48.0,,
2004-02-11,49.86,,
2004-02-12,48.77,,
2004-02-13,48.8,,
2004-02-17,48.67,,
2004-02-18,48.95,,
2004-02-19,48.88,,
2004-02-20,48.29,,
2004-02-23,48.16,,
2004-02-24,48.83,,
2004-02-25,48.75,,
2004-02-26,48.54,,
2004-02-27,48.65,,
2004-03-01,49.55,,
2004-03-02,49.23,,
2004-03-03,48.91,,
2004-03-04,48.92,,
2004-03-05,48.82,,
2004-03-08,49.89,,
2004-03-09,49.4,,
2004-03-10,48.7,,
2004-03-11,47.02,,
2004-03-12,47.4,,
2004-03-15,47.0,,
2004-03-16,47.16,,
2004-03-17,47.5,,
2004-03-18,47.65,,
2004-03-19,47.82,,
2004-03-22,47.31,,
2004-03-23,47.62,,
2004-03-24,48.1,,
2004-03-25,48.2,,
2004-03-26,47.75,,
2004-03-29,48.7,,
2004-03-30,48.74,,
2004-03-31,48.48,,
2004-04-01,49.78,,
2004-04-02,49.84,,
2004-04-05,50.52,,
2004-04-06,49.5,,
2004-04-07,49.44,,
2004-04-08,48.99,,
2004-04-12,49.59,,
2004-04-13,48.53,,
2004-04-14,49.15,,
2004-04-15,48.89,,
2004-04-16,49.65,,
2004-04-19,50.35,,
2004-04-20,50.6,,
2004-04-21,52.07,,
2004-04-22,53.25,,
2004-04-23,52.81,,
2004-04-26,51.34,,
2004-04-27,50.6,,
2004-04-28,49.65,,
2004-04-29,50.13,,
2004-04-30,50.55,,
2004-05-03,50.64,,
2004-05-04,50.6,,
2004-05-05,51.79,,
2004-05-06,51.44,,
2004-05-07,50.68,,
2004-05-10,49.62,,
2004-05-11,49.77,,
2004-05-12,49.0,,
2004-05-13,48.99,,
2004-05-14,48.41,,
2004-05-17,47.75,,
2004-05-18,47.74,,
2004-05-19,48.15,,
2004-05-20,48.15,,
2004-05-21,48.76,,
2004-05-24,48.78,,
2004-05-25,49.04,,
2004-05-26,49.15,,
2004-05-27,49.48,,
2004-05-28,50.32,,
2004-06-01,50.58,,
2004-06-02,50.92,,
2004-06-03,50.85,,
2004-06-04,50.38,,
2004-06-07,51.4,,
2004-06-08,51.48,,
2004-06-09,51.28,,
2004-06-10,52.08,,
2004-06-14,51.35,,
2004-06-15,51.39,,
2004-06-16,51.72,,
2004-06-17,52.4,,
2004-06-18,52.94,,
2004-06-21,53.21,,
2004-06-22,52.44,,
2004-06-23,51.99,,
2004-06-24,51.5,,
2004-06-25,50.61,,
2004-06-28,50.5,,
2004-06-29,50.45,,
2004-06-30,51.8,,
2004-07-01,49.25,,
2004-07-02,49.49,,
2004-07-06,49.15,,
2004-07-07,49.87,,
2004-07-08,49.75,,
2004-07-09,48.14,,
2004-07-12,48.2,,
2004-07-13,48.54,,
2004-07-14,48.45,,
2004-07-15,49.07,,
2004-07-16,47.93,,
2004-07-19,48.02,,
2004-07-20,48.41,,
2004-07-21,47.7,,
2004-07-22,46.91,,
2004-07-23,46.5,,
2004-07-26,46.93,,
2004-07-27,47.33,,
2004-07-28,47.0,,
2004-07-29,47.09,,
2004-07-30,47.23,,
2004-08-02,47.57,,
2004-08-03,48.07,,
2004-08-04,48.14,,
2004-08-05,47.49,,
2004-08-06,46.62,,
2004-08-09,46.41,,
2004-08-10,47.35,,
2004-08-11,48.2,,
2004-08-12,48.03,,
2004-08-13,47.68,,
2004-08-16,47.58,,
2004-08-17,47.4,,
2004-08-18,47.85,,
2004-08-19,47.92,,
2004-08-20,48.4,,
2004-08-23,47.83,,
2004-08-24,47.83,,
2004-08-25,47.88,,
2004-08-26,47.38,,
2004-08-27,47.34,,
2004-08-30,47.0,,
2004-08-31,48.12,,
2004-09-01,48.75,,
2004-09-02,49.83,,
2004-09-03,49.47,,
2004-09-07,50.56,,
2004-09-08,50.62,,
2004-09-09,50.37,,
2004-09-10,50.21,,
2004-09-13,50.24,,
2004-09-14,51.41,,
2004-09-15,51.37,,
2004-09-16,51.0,,
2004-09-17,50.9,,
2004-09-20,50.93,,
2004-09-21,51.81,,
2004-09-22,50.56,,
2004-09-23,50.61,,
2004-09-24,51.57,,
2004-09-27,51.23,,
2004-09-28,51.35,,
2004-09-29,50.88,,
2004-09-30,51.7,,
2004-10-01,52.85,,
2004-10-04,52.5,,
2004-10-05,51.85,,
2004-10-06,52.63,,
2004-10-07,51.32,,
2004-10-08,50.8,,
2004-10-11,50.91,,
2004-10-12,51.58,,
2004-10-13,50.08,,
2004-10-14,49.96,,
2004-10-15,50.32,,
2004-10-18,50.82,,
2004-10-19,50.13,,
2004-10-20,51.01,,
2004-10-21,50.43,,
2004-10-22,50.41,,
2004-10-25,49.52,,
2004-10-26,51.6,,
2004-10-27,51.38,,
2004-10-28,51.92,,
2004-10-29,52.5,,
2004-11-01,51.61,,
2004-11-02,51.05,,
2004-11-03,51.7,,
2004-11-04,51.78,,
2004-11-05,52.32,,
2004-11-08,53.54,,
2004-11-09,53.69,,
2004-11-10,53.21,,
2004-11-11,53.95,,
2004-11-12,54.44,,
2004-11-15,54.99,,
2004-11-16,54.53,,
2004-11-17,54.64,,
2004-11-18,54.25,,
2004-11-19,53.86,,
2004-11-22,54.72,,
2004-11-23,54.25,,
2004-11-24,54.2,,
2004-11-26,54.09,,
2004-11-29,54.99,,
2004-11-30,54.78,,
2004-12-01,55.46,,
2004-12-02,56.05,,
2004-12-03,56.17,,
2004-12-06,55.86,,
2004-12-07,55.7,,
2004-12-08,56.05,,
2004-12-09,56.65,,
2004-12-10,56.3,,
2004-12-13,57.0,,
2004-12-14,57.49,,
2004-12-15,56.85,,
2004-12-16,57.7,,
2004-12-17,57.83,,
2004-12-20,56.89,,
2004-12-21,57.08,,
2004-12-22,57.08,,
2004-12-23,56.94,,
2004-12-27,56.69,,
2004-12-28,57.15,,
2004-12-29,57.03,,
2004-12-30,56.73,,
2004-12-31,56.8,,
2005-01-03,56.01,,
2005-01-04,55.36,,
2005-01-05,55.05,,
2005-01-06,55.06,,
2005-01-07,54.86,,
2005-01-10,54.3,,
2005-01-11,53.95,,
2005-01-12,54.86,,
2005-01-13,53.9,,
2005-01-14,54.16,,
2005-01-18,55.01,,
2005-01-19,54.6,,
2005-01-20,54.45,,
2005-01-21,54.08,,
2005-01-24,54.11,,
2005-01-25,54.29,,
2005-01-26,55.94,,
2005-01-27,56.42,,
2005-01-28,56.4,,
2005-01-31,56.65,,
2005-02-01,57.6,,
2005-02-02,59.42,,
2005-02-03,59.43,,
2005-02-04,59.28,,
2005-02-07,59.73,,
2005-02-08,59.4,0.77,77.14285714285714
2005-02-09,58.62,0.77,76.12987012987013
2005-02-10,58.83,0.77,76.4025974025974
2005-02-11,58.96,0.77,76.57142857142857
2005-02-14,58.83,0.77,76.4025974025974
2005-02-15,59.39,0.77,77.12987012987013
2005-02-16,58.39,0.77,75.83116883116882
2005-02-17,58.07,0.77,75.41558441558442
2005-02-18,58.7,0.77,76.23376623376623
2005-02-22,58.67,0.77,76.1948051948052
2005-02-23,58.75,0.77,76.2987012987013
2005-02-24,59.66,0.77,77.48051948051948
2005-02-25,59.96,0.77,77.87012987012987
2005-02-28,59.87,0.77,77.75324675324674
2005-03-01,59.88,0.77,77.76623376623377
2005-03-02,59.7,0.77,77.53246753246754
2005-03-03,59.98,0.77,77.8961038961039
2005-03-04,59.4,0.77,77.14285714285714
2005-03-07,59.35,0.77,77.07792207792208
2005-03-08,58.85,0.77,76.42857142857143
2005-03-09,58.05,0.77,75.38961038961038
2005-03-10,58.5,0.77,75.97402597402598
2005-03-11,58.89,0.77,76.48051948051948
2005-03-14,59.14,0.77,76.8051948051948
2005-03-15,58.85,0.77,76.42857142857143
2005-03-16,58.3,0.77,75.71428571428571
2005-03-17,58.76,0.77,76.3116883116883
2005-03-18,59.15,0.77,76.81818181818181
2005-03-21,59.09,0.77,76.74025974025975
2005-03-22,58.62,0.77,76.12987012987013
2005-03-23,58.8,0.77,76.36363636363636
2005-03-24,58.43,0.77,75.88311688311688
2005-03-28,58.85,0.77,76.42857142857143
2005-03-29,58.9,0.77,76.49350649350649
2005-03-30,59.13,0.77,76.79220779220779
2005-03-31,58.42,0.77,75.87012987012987
2005-04-01,57.56,0.77,74.75324675324676
2005-04-04,57.2,0.77,74.28571428571429
2005-04-05,58.09,0.77,75.44155844155844
2005-04-06,58.48,0.77,75.94805194805194
2005-04-07,59.27,0.77,76.97402597402598
2005-04-08,58.44,0.77,75.8961038961039
2005-04-11,58.37,0.77,75.8051948051948
2005-04-12,58.51,0.77,75.98701298701299
2005-04-13,58.63,0.77,76.14285714285714
2005-04-14,57.98,0.77,75.29870129870129
2005-04-15,57.08,0.77,74.12987012987013
2005-04-18,57.11,0.77,74.16883116883116
2005-04-19,56.71,0.77,73.64935064935065
2005-04-20,56.04,0.77,72.77922077922078
2005-04-21,57.61,0.77,74.81818181818181
2005-04-22,57.15,0.77,74.22077922077922
2005-04-25,57.2,0.77,74.28571428571429
2005-04-26,56.55,0.77,73.44155844155844
2005-04-27,58.73,0.77,76.27272727272727
2005-04-28,58.18,0.77,75.55844155844156
2005-04-29,58.52,0.77,76.0
2005-05-02,59.05,0.77,76.68831168831169
2005-05-03,59.17,0.77,76.84415584415585
2005-05-04,59.65,0.77,77.46753246753246
2005-05-05,59.61,0.77,77.41558441558442
2005-05-06,59.5,0.77,77.27272727272727
2005-05-09,59.6,0.77,77.40259740259741
2005-05-10,59.17,1.51,39.18543046357616
2005-05-11,59.13,1.51,39.158940397350996
2005-05-12,58.88,1.51,38.99337748344371
2005-05-13,58.64,1.51,38.83443708609271
2005-05-16,59.05,1.51,39.10596026490066
2005-05-17,59.06,1.51,39.11258278145696
2005-05-18,59.0,1.51,39.0728476821192
2005-05-19,59.0,1.51,39.0728476821192
2005-05-20,58.72,1.51,38.88741721854304
2005-05-23,58.9,1.51,39.00662251655629
2005-05-24,58.27,1.51,38.58940397350994
2005-05-25,57.75,1.51,38.24503311258278
2005-05-26,57.64,1.51,38.17218543046358
2005-05-27,57.4,1.51,38.01324503311258
2005-05-31,57.45,1.51,38.04635761589404
2005-06-01,57.51,1.51,38.086092715231786
2005-06-02,57.04,1.51,37.77483443708609
2005-06-03,56.4,1.51,37.35099337748344
2005-06-06,56.18,1.51,37.205298013245034
2005-06-07,56.71,1.51,37.556291390728475
2005-06-08,56.31,1.51,37.29139072847682
2005-06-09,56.02,1.51,37.099337748344375
2005-06-10,55.67,1.51,36.867549668874176
2005-06-13,55.9,1.51,37.019867549668874
2005-06-14,55.95,1.51,37.05298013245033
2005-06-15,55.0,1.51,36.42384105960265
2005-06-16,54.31,1.51,35.966887417218544
2005-06-17,53.73,1.51,35.58278145695364
2005-06-20,53.9,1.51,35.6953642384106
2005-06-21,52.7,1.51,34.90066225165563
2005-06-22,52.15,1.51,34.5364238410596
2005-06-23,51.55,1.51,34.139072847682115
2005-06-24,51.27,1.51,33.95364238410596
2005-06-27,51.57,1.51,34.152317880794705
2005-06-28,51.95,1.51,34.40397350993378
2005-06-29,51.92,1.51,34.384105960264904
2005-06-30,52.47,1.51,34.74834437086093
2005-07-01,52.58,1.51,34.82119205298013
2005-07-05,52.36,1.51,34.675496688741724
2005-07-06,52.1,1.51,34.503311258278146
2005-07-07,52.25,1.51,34.602649006622514
2005-07-08,52.33,1.51,34.65562913907284
2005-07-11,52.27,1.51,34.6158940397351
2005-07-12,51.61,1.51,34.17880794701987
2005-07-13,51.3,1.51,33.973509933774835
2005-07-14,52.11,1.51,34.50993377483444
2005-07-15,52.53,1.51,34.788079470198674
2005-07-18,52.02,1.51,34.450331125827816
2005-07-19,52.67,1.51,34.88079470198676
2005-07-20,53.35,1.51,35.33112582781457
2005-07-21,53.28,1.51,35.28476821192053
2005-07-22,54.91,1.51,36.36423841059602
2005-07-25,54.18,1.51,35.88079470198675
2005-07-26,54.59,1.51,36.152317880794705
2005-07-27,55.57,1.51,36.80132450331126
2005-07-28,55.65,1.51,36.854304635761586
2005-07-29,55.37,1.51,36.668874172185426
2005-08-01,55.6,1.51,36.82119205298013
2005-08-02,55.65,1.51,36.854304635761586
2005-08-03,55.22,1.51,36.56953642384106
2005-08-04,54.12,1.51,35.841059602649004
2005-08-05,54.06,1.51,35.80132450331126
2005-08-08,54.2,1.51,35.89403973509934
2005-08-09,54.56,2.26,24.141592920353986
2005-08-10,54.2,2.26,23.982300884955755
2005-08-11,54.43,2.26,24.08407079646018
2005-08-12,54.31,2.26,24.030973451327437
2005-08-15,54.43,2.26,24.08407079646018
2005-08-16,53.71,2.26,23.76548672566372
2005-08-17,53.66,2.26,23.74336283185841
2005-08-18,53.86,2.26,23.831858407079647
2005-08-19,53.54,2.26,23.690265486725664
2005-08-22,53.75,2.26,23.78318584070797
2005-08-23,53.5,2.26,23.67256637168142
2005-08-24,52.94,2.26,23.424778761061948
2005-08-25,52.49,2.26,23.22566371681416
2005-08-26,52.44,2.26,23.20353982300885
2005-08-29,52.5,2.26,23.230088495575224
2005-08-30,51.89,2.26,22.960176991150444
2005-08-31,52.63,2.26,23.28761061946903
2005-09-01,53.19,2.26,23.535398230088497
2005-09-02,53.65,2.26,23.738938053097346
2005-09-06,53.94,2.26,23.867256637168143
2005-09-07,53.7,2.26,23.761061946902657
2005-09-08,53.74,2.26,23.778761061946906
2005-09-09,54.0,2.26,23.893805309734514
2005-09-12,54.33,2.26,24.03982300884956
2005-09-13,53.95,2.26,23.871681415929206
2005-09-14,53.81,2.26,23.80973451327434
2005-09-15,53.51,2.26,23.67699115044248
2005-09-16,53.83,2.26,23.81858407079646
2005-09-19,53.4,2.26,23.628318584070797
2005-09-20,53.33,2.26,23.597345132743364
2005-09-21,52.05,2.26,23.030973451327434
2005-09-22,52.39,2.26,23.181415929203542
2005-09-23,52.75,2.26,23.340707964601773
2005-09-26,52.73,2.26,23.331858407079647
2005-09-27,52.7,2.26,23.318584070796465
2005-09-28,53.01,2.26,23.45575221238938
2005-09-29,52.32,2.26,23.15044247787611
2005-09-30,52.43,2.26,23.19911504424779
2005-10-03,52.76,2.26,23.345132743362832
2005-10-04,53.09,2.26,23.49115044247788
2005-10-05,51.68,2.26,22.867256637168143
2005-10-06,52.02,2.26,23.017699115044252
2005-10-07,51.83,2.26,22.933628318584073
2005-10-10,51.46,2.26,22.76991150442478
2005-10-11,50.56,2.26,22.371681415929206
2005-10-12,50.51,2.26,22.349557522123895
2005-10-13,50.87,2.26,22.508849557522126
2005-10-14,51.42,2.26,22.752212389380535
2005-10-17,50.87,2.26,22.508849557522126
2005-10-18,51.34,2.26,22.71681415929204
2005-10-19,51.89,2.26,22.960176991150444
2005-10-20,51.25,2.26,22.67699115044248
2005-10-21,50.82,2.26,22.486725663716815
2005-10-24,51.93,2.26,22.977876106194692
2005-10-25,51.08,2.26,22.601769911504427
2005-10-26,50.55,2.26,22.367256637168143
2005-10-27,50.07,2.26,22.15486725663717
2005-10-28,50.53,2.26,22.35840707964602
2005-10-31,50.75,2.26,22.45575221238938
2005-11-01,50.8,2.26,22.477876106194692
2005-11-02,51.75,2.26,22.898230088495577
2005-11-03,56.1,2.26,24.823008849557525
2005-11-04,57.5,2.26,25.442477876106196
2005-11-07,58.24,2.26,25.769911504424783
2005-11-08,57.78,2.26,25.566371681415934
2005-11-09,58.07,2.26,25.694690265486727
2005-11-10,58.63,2.26,25.9424778761062
2005-11-11,58.48,2.26,25.876106194690266
2005-11-14,57.98,2.26,25.654867256637168
2005-11-15,58.45,2.26,25.862831858407084
2005-11-16,59.25,2.26,26.21681415929204
2005-11-17,59.29,2.26,26.234513274336287
2005-11-18,59.29,2.26,26.234513274336287
2005-11-21,58.94,2.26,26.079646017699115
2005-11-22,58.99,2.26,26.101769911504427
2005-11-23,59.12,2.26,26.15929203539823
2005-11-25,59.1,2.26,26.15044247787611
2005-11-28,59.07,2.26,26.137168141592923
2005-11-29,59.12,2.26,26.15929203539823
2005-11-30,58.23,2.26,25.765486725663717
2005-12-01,58.48,2.26,25.876106194690266
2005-12-02,58.68,2.26,25.964601769911507
2005-12-05,58.05,2.26,25.6858407079646
2005-12-06,57.81,2.26,25.57964601769912
2005-12-07,57.38,2.26,25.389380530973455
2005-12-08,58.36,2.26,25.823008849557525
2005-12-09,58.13,2.26,25.7212389380531
2005-12-12,57.54,2.26,25.460176991150444
2005-12-13,58.09,2.26,25.703539823008853
2005-12-14,58.43,2.26,25.853982300884958
2005-12-15,59.18,2.26,26.185840707964605
