date,CSCO,CSCO_EPS,PE Ratio
2001-06-26,18.02,,
2001-06-27,17.93,,
2001-06-28,18.58,,
2001-06-29,18.2,,
2001-07-02,19.22,,
2001-07-03,19.19,,
2001-07-05,17.58,,
2001-07-06,16.79,,
2001-07-09,17.25,,
2001-07-10,16.2,,
2001-07-11,16.7,,
2001-07-12,17.86,,
2001-07-13,18.74,,
2001-07-16,17.71,,
2001-07-17,17.79,,
2001-07-18,17.15,,
2001-07-19,17.76,,
2001-07-20,17.99,,
2001-07-23,18.27,,
2001-07-24,18.38,,
2001-07-25,18.7,,
2001-07-26,19.38,,
2001-07-27,19.06,,
2001-07-30,18.89,,
2001-07-31,19.22,,
2001-08-01,20.3,,
2001-08-02,20.25,,
2001-08-03,20.05,,
2001-08-06,19.54,,
2001-08-07,19.26,,
2001-08-08,17.98,,
2001-08-09,18.29,,
2001-08-10,18.33,,
2001-08-13,18.21,,
2001-08-14,17.65,,
2001-08-15,17.0,,
2001-08-16,17.48,,
2001-08-17,16.61,,
2001-08-20,16.9,,
2001-08-21,16.01,,
2001-08-22,16.48,,
2001-08-23,16.76,,
2001-08-24,18.25,,
2001-08-27,18.01,,
2001-08-28,17.09,,
2001-08-29,17.08,,
2001-08-30,16.01,,
2001-08-31,16.33,,
2001-09-04,15.77,,
2001-09-05,14.88,,
2001-09-06,14.4,,
2001-09-07,14.36,,
2001-09-10,14.47,,
2001-09-17,14.0,,
2001-09-18,13.57,,
2001-09-19,13.49,,
2001-09-20,12.88,,
2001-09-21,12.09,,
2001-09-24,12.56,,
2001-09-25,12.6,,
2001-09-26,12.23,,
2001-09-27,11.24,,
2001-09-28,12.18,,
2001-10-01,11.9,,
2001-10-02,11.48,,
2001-10-03,13.95,,
2001-10-04,14.42,,
2001-10-05,14.94,,
2001-10-08,15.05,,
2001-10-09,14.59,,
2001-10-10,15.15,,
2001-10-11,16.46,,
2001-10-12,16.95,,
2001-10-15,16.21,,
2001-10-16,16.97,,
2001-10-17,15.6,,
2001-10-18,16.72,,
2001-10-19,16.72,,
2001-10-22,16.83,,
2001-10-23,16.41,,
2001-10-24,17.23,,
2001-10-25,17.74,,
2001-10-26,17.29,,
2001-10-29,16.42,,
2001-10-30,16.57,,
2001-10-31,16.92,,
2001-11-01,17.66,,
2001-11-02,17.26,,
2001-11-05,17.9,,
2001-11-06,18.47,,
2001-11-07,18.93,,
2001-11-08,19.09,,
2001-11-09,19.2,,
2001-11-12,19.26,,
2001-11-13,19.58,,
2001-11-14,19.89,,
2001-11-15,20.14,,
2001-11-16,20.02,,
2001-11-19,20.71,,
2001-11-20,19.79,,
2001-11-21,19.15,,
2001-11-23,19.59,,
2001-11-26,19.93,,
2001-11-27,19.7,,
2001-11-28,18.88,,
2001-11-29,19.89,,
2001-11-30,20.44,,
2001-12-03,19.86,,
2001-12-04,20.52,,
2001-12-05,21.54,,
2001-12-06,21.79,,
2001-12-07,21.16,,
2001-12-10,20.74,,
2001-12-11,20.78,,
2001-12-12,20.5,,
2001-12-13,19.01,,
2001-12-14,19.39,,
2001-12-17,19.26,,
2001-12-18,19.62,,
2001-12-19,19.35,,
2001-12-20,18.29,,
2001-12-21,18.19,,
2001-12-24,18.11,,
2001-12-26,18.24,,
2001-12-27,18.49,,
2001-12-28,18.54,,
2001-12-31,18.11,,
2002-01-02,19.23,,
2002-01-03,20.76,,
2002-01-04,20.83,,
2002-01-07,20.53,,
2002-01-08,20.95,,
2002-01-09,20.85,,
2002-01-10,21.0,,
2002-01-11,20.21,,
2002-01-14,19.63,,
2002-01-15,19.68,,
2002-01-16,18.94,,
2002-01-17,19.48,,
2002-01-18,18.85,,
2002-01-22,18.06,,
2002-01-23,18.93,,
2002-01-24,19.05,,
2002-01-25,19.13,,
2002-01-28,19.7,,
2002-01-29,19.01,,
2002-01-30,19.34,,
2002-01-31,19.8,,
2002-02-01,19.21,,
2002-02-04,18.31,,
2002-02-05,18.5,,
2002-02-06,18.61,,
2002-02-07,17.06,,
2002-02-08,16.76,,
2002-02-11,17.69,,
2002-02-12,17.26,,
2002-02-13,17.52,,
2002-02-14,17.46,,
2002-02-15,17.09,,
2002-02-19,16.81,,
2002-02-20,16.69,,
2002-02-21,15.11,,
2002-02-22,15.24,,
2002-02-25,15.6,,
2002-02-26,15.5,,
2002-02-27,14.24,,
2002-02-28,14.27,,
2002-03-01,15.0,,
2002-03-04,16.48,,
2002-03-05,16.51,,
2002-03-06,16.77,,
2002-03-07,17.0,,
2002-03-08,17.8,,
2002-03-11,17.42,,
2002-03-12,16.77,,
2002-03-13,16.36,,
2002-03-14,16.74,,
2002-03-15,16.54,,
2002-03-18,16.52,,
2002-03-19,16.74,,
2002-03-20,16.02,,
2002-03-21,16.49,,
2002-03-22,16.57,,
2002-03-25,16.18,,
2002-03-26,16.29,,
2002-03-27,16.34,,
2002-03-28,16.93,,
2002-04-01,17.52,,
2002-04-02,16.42,,
2002-04-03,16.6,,
2002-04-04,16.87,,
2002-04-05,16.15,,
2002-04-08,16.18,,
2002-04-09,14.82,,
2002-04-10,15.55,,
2002-04-11,14.87,,
2002-04-12,15.3,,
2002-04-15,15.01,,
2002-04-16,15.58,,
2002-04-17,15.97,,
2002-04-18,15.44,,
2002-04-19,15.26,,
2002-04-22,14.87,,
2002-04-23,14.01,,
2002-04-24,14.43,,
2002-04-25,14.59,,
2002-04-26,13.91,,
2002-04-29,14.13,,
2002-04-30,14.65,,
2002-05-01,13.7,,
2002-05-02,13.64,,
2002-05-03,13.14,,
2002-05-06,12.89,,
2002-05-07,13.08,,
2002-05-08,16.27,,
2002-05-09,15.75,,
2002-05-10,15.42,,
2002-05-13,15.7,,
2002-05-14,16.45,,
2002-05-15,16.56,,
2002-05-16,17.01,,
2002-05-17,17.25,,
2002-05-20,16.58,,
2002-05-21,16.16,,
2002-05-22,16.56,,
2002-05-23,16.9,,
2002-05-24,16.57,,
2002-05-28,16.38,,
2002-05-29,15.65,,
2002-05-30,16.01,,
2002-05-31,15.78,,
2002-06-03,15.33,,
2002-06-04,16.08,,
2002-06-05,15.92,,
2002-06-06,15.46,,
2002-06-07,15.73,,
2002-06-10,15.47,,
2002-06-11,14.99,,
2002-06-12,15.29,,
2002-06-13,14.89,,
2002-06-14,14.3,,
2002-06-17,15.07,,
2002-06-18,14.71,,
2002-06-19,14.49,,
2002-06-20,14.08,,
2002-06-21,13.74,,
2002-06-24,14.06,,
2002-06-25,13.45,,
2002-06-26,13.43,,
2002-06-27,13.82,,
2002-06-28,13.95,,
2002-07-01,13.09,,
2002-07-02,12.56,,
2002-07-03,13.04,,
2002-07-05,14.05,,
2002-07-08,13.67,,
2002-07-09,13.14,,
2002-07-10,13.51,,
2002-07-11,14.05,,
2002-07-12,14.38,,
2002-07-15,14.44,,
2002-07-16,14.27,,
2002-07-17,14.8,,
2002-07-18,14.34,,
2002-07-19,13.65,,
2002-07-22,12.98,,
2002-07-23,12.5,,
2002-07-24,13.09,,
2002-07-25,11.61,,
2002-07-26,11.82,,
2002-07-29,13.31,,
2002-07-30,13.34,,
2002-07-31,13.19,,
2002-08-01,12.1,,
2002-08-02,11.89,,
2002-08-05,11.36,,
2002-08-06,12.07,,
2002-08-07,12.99,,
2002-08-08,13.2,,
2002-08-09,13.12,,
2002-08-12,13.41,,
2002-08-13,13.37,,
2002-08-14,14.35,,
2002-08-15,14.36,,
2002-08-16,14.45,,
2002-08-19,14.72,,
2002-08-20,14.73,,
2002-08-21,15.11,,
2002-08-22,15.1,,
2002-08-23,14.45,,
2002-08-26,14.49,,
2002-08-27,14.02,,
2002-08-28,13.72,,
2002-08-29,14.2,,
2002-08-30,13.82,,
2002-09-03,13.07,,
2002-09-04,13.27,,
2002-09-05,12.77,,
2002-09-06,13.03,,
2002-09-09,12.96,,
2002-09-10,13.43,,
2002-09-11,13.57,,
2002-09-12,13.04,,
2002-09-13,13.05,,
2002-09-16,12.93,,
2002-09-17,12.54,,
2002-09-18,12.5,0.26,48.07692307692307
2002-09-19,12.0,0.26,46.15384615384615
2002-09-20,12.08,0.26,46.46153846153846
2002-09-23,11.96,0.26,46.0
2002-09-24,11.43,0.26,43.96153846153846
2002-09-25,11.96,0.26,46.0
2002-09-26,11.36,0.26,43.692307692307686
2002-09-27,11.23,0.26,43.19230769230769
2002-09-30,10.48,0.26,40.30769230769231
2002-10-01,10.94,0.26,42.07692307692307
2002-10-02,10.05,0.26,38.65384615384615
2002-10-03,9.81,0.26,37.73076923076923
2002-10-04,9.46,0.26,36.38461538461539
2002-10-07,9.08,0.26,34.92307692307692
2002-10-08,8.6,0.26,33.07692307692307
2002-10-09,9.23,0.26,35.5
2002-10-10,9.74,0.26,37.46153846153846
2002-10-11,10.32,0.26,39.69230769230769
2002-10-14,9.99,0.26,38.42307692307692
2002-10-15,10.99,0.26,42.26923076923077
2002-10-16,9.81,0.26,37.73076923076923
2002-10-17,10.17,0.26,39.11538461538461
2002-10-18,10.51,0.26,40.42307692307692
2002-10-21,10.95,0.26,42.11538461538461
2002-10-22,11.22,0.26,43.15384615384615
2002-10-23,11.26,0.26,43.30769230769231
2002-10-24,11.75,0.26,45.19230769230769
2002-10-25,11.78,0.26,45.30769230769231
2002-10-28,10.9,0.26,41.92307692307692
2002-10-29,10.6,0.26,40.76923076923077
2002-10-30,10.91,0.26,41.96153846153846
2002-10-31,11.18,0.26,43.0
2002-11-01,11.61,0.26,44.65384615384615
2002-11-04,12.31,0.26,47.34615384615385
2002-11-05,12.69,0.26,48.80769230769231
2002-11-06,12.96,0.26,49.84615384615385
2002-11-07,12.35,0.26,47.5
2002-11-08,12.56,0.26,48.30769230769231
2002-11-11,12.16,0.26,46.76923076923077
2002-11-12,12.87,0.26,49.49999999999999
2002-11-13,13.42,0.26,51.61538461538461
2002-11-14,14.0,0.26,53.84615384615385
2002-11-15,14.08,0.26,54.15384615384615
2002-11-18,13.91,0.26,53.5
2002-11-19,13.66,0.26,52.53846153846154
2002-11-20,14.38,0.26,55.30769230769231
2002-11-21,15.24,0.09,169.33333333333334
2002-11-22,14.89,0.09,165.44444444444446
2002-11-25,14.89,0.09,165.44444444444446
2002-11-26,14.45,0.09,160.55555555555554
2002-11-27,14.83,0.09,164.77777777777777
2002-11-29,14.92,0.09,165.77777777777777
2002-12-02,15.06,0.09,167.33333333333334
2002-12-03,14.52,0.09,161.33333333333334
2002-12-04,14.43,0.09,160.33333333333334
2002-12-05,14.11,0.09,156.77777777777777
2002-12-06,14.18,0.09,157.55555555555557
2002-12-09,13.5,0.09,150.0
2002-12-10,13.93,0.09,154.77777777777777
2002-12-11,13.85,0.09,153.88888888888889
2002-12-12,14.11,0.09,156.77777777777777
2002-12-13,13.4,0.09,148.88888888888889
2002-12-16,13.67,0.09,151.88888888888889
2002-12-17,13.66,0.09,151.77777777777777
2002-12-18,13.22,0.09,146.8888888888889
2002-12-19,13.0,0.09,144.44444444444446
2002-12-20,13.27,0.09,147.44444444444446
2002-12-23,13.44,0.09,149.33333333333334
2002-12-24,13.35,0.09,148.33333333333334
2002-12-26,13.1,0.09,145.55555555555554
2002-12-27,13.01,0.09,144.55555555555557
2002-12-30,12.97,0.09,144.11111111111111
2002-12-31,13.1,0.09,145.55555555555554
2003-01-02,13.64,0.09,151.55555555555557
2003-01-03,13.91,0.09,154.55555555555557
2003-01-06,14.2,0.09,157.77777777777777
2003-01-07,14.6,0.09,162.22222222222223
2003-01-08,14.44,0.09,160.44444444444446
2003-01-09,14.95,0.09,166.11111111111111
2003-01-10,15.22,0.09,169.11111111111111
2003-01-13,15.28,0.09,169.77777777777777
2003-01-14,15.58,0.09,173.11111111111111
2003-01-15,15.18,0.09,168.66666666666666
2003-01-16,14.9,0.09,165.55555555555557
2003-01-17,14.13,0.09,157.00000000000003
2003-01-21,14.18,0.09,157.55555555555557
2003-01-22,13.96,0.09,155.11111111111111
2003-01-23,14.59,0.09,162.11111111111111
2003-01-24,13.86,0.09,154.0
2003-01-27,13.71,0.09,152.33333333333334
2003-01-28,14.22,0.09,158.0
2003-01-29,14.08,0.09,156.44444444444446
2003-01-30,13.87,0.09,154.11111111111111
2003-01-31,13.37,0.09,148.55555555555554
2003-02-03,13.48,0.09,149.7777777777778
2003-02-04,13.2,0.09,146.66666666666666
2003-02-05,13.2,0.09,146.66666666666666
2003-02-06,13.24,0.09,147.11111111111111
2003-02-07,12.85,0.09,142.77777777777777
2003-02-10,13.15,0.09,146.11111111111111
2003-02-11,13.47,0.09,149.66666666666669
2003-02-12,13.2,0.09,146.66666666666666
2003-02-13,13.31,0.09,147.88888888888889
2003-02-14,13.68,0.09,152.0
2003-02-18,14.31,0.09,159.0
2003-02-19,14.42,0.09,160.22222222222223
2003-02-20,14.26,0.09,158.44444444444446
2003-02-21,14.67,0.09,163.0
2003-02-24,14.42,0.22,65.54545454545455
2003-02-25,14.08,0.22,64.0
2003-02-26,13.51,0.22,61.40909090909091
2003-02-27,13.75,0.22,62.5
2003-02-28,13.98,0.22,63.54545454545455
2003-03-03,13.72,0.22,62.36363636363637
2003-03-04,13.63,0.22,61.95454545454546
2003-03-05,13.74,0.22,62.45454545454545
2003-03-06,13.48,0.22,61.27272727272727
2003-03-07,13.24,0.22,60.18181818181818
2003-03-10,13.01,0.22,59.13636363636363
2003-03-11,13.02,0.22,59.18181818181818
2003-03-12,12.69,0.22,57.68181818181818
2003-03-13,13.42,0.22,61.0
2003-03-14,13.4,0.22,60.909090909090914
2003-03-17,14.13,0.22,64.22727272727273
2003-03-18,14.2,0.22,64.54545454545455
2003-03-19,14.22,0.22,64.63636363636364
2003-03-20,14.04,0.22,63.81818181818181
2003-03-21,13.9,0.22,63.18181818181818
2003-03-24,13.51,0.22,61.40909090909091
2003-03-25,13.72,0.22,62.36363636363637
2003-03-26,13.66,0.22,62.09090909090909
2003-03-27,13.5,0.22,61.36363636363637
2003-03-28,13.22,0.22,60.09090909090909
2003-03-31,12.98,0.22,59.0
2003-04-01,12.98,0.22,59.0
2003-04-02,13.64,0.22,62.0
2003-04-03,13.64,0.22,62.0
2003-04-04,13.71,0.22,62.31818181818182
2003-04-07,13.57,0.22,61.68181818181818
2003-04-08,13.43,0.22,61.04545454545455
2003-04-09,13.04,0.22,59.272727272727266
2003-04-10,13.04,0.22,59.272727272727266
2003-04-11,13.21,0.22,60.04545454545455
2003-04-14,13.47,0.22,61.22727272727273
2003-04-15,13.34,0.22,60.63636363636363
2003-04-16,13.56,0.22,61.63636363636364
2003-04-17,13.95,0.22,63.40909090909091
2003-04-21,13.94,0.22,63.36363636363636
2003-04-22,14.32,0.22,65.0909090909091
2003-04-23,14.33,0.22,65.13636363636364
2003-04-24,14.35,0.22,65.22727272727272
2003-04-25,14.34,0.22,65.18181818181819
2003-04-28,14.98,0.22,68.0909090909091
2003-04-29,15.14,0.22,68.81818181818183
2003-04-30,15.0,0.22,68.18181818181819
2003-05-01,15.12,0.22,68.72727272727272
2003-05-02,15.27,0.22,69.4090909090909
2003-05-05,15.38,0.22,69.9090909090909
2003-05-06,15.9,0.22,72.27272727272728
2003-05-07,15.5,0.22,70.45454545454545
2003-05-08,15.22,0.22,69.18181818181819
2003-05-09,15.95,0.22,72.5
2003-05-12,16.67,0.22,75.77272727272728
2003-05-13,16.47,0.22,74.86363636363636
2003-05-14,16.42,0.22,74.63636363636364
2003-05-15,16.75,0.22,76.13636363636364
2003-05-16,16.63,0.22,75.59090909090908
2003-05-19,15.94,0.36,44.27777777777778
2003-05-20,15.99,0.36,44.41666666666667
2003-05-21,15.7,0.36,43.611111111111114
2003-05-22,15.92,0.36,44.22222222222222
2003-05-23,15.69,0.36,43.583333333333336
2003-05-27,16.15,0.36,44.86111111111111
2003-05-28,16.28,0.36,45.22222222222223
2003-05-29,16.62,0.36,46.16666666666667
2003-05-30,16.41,0.36,45.583333333333336
2003-06-02,16.8,0.36,46.66666666666667
2003-06-03,17.01,0.36,47.25000000000001
2003-06-04,17.37,0.36,48.25000000000001
2003-06-05,17.37,0.36,48.25000000000001
2003-06-06,17.36,0.36,48.22222222222222
2003-06-09,17.23,0.36,47.861111111111114
2003-06-10,17.4,0.36,48.33333333333333
2003-06-11,17.6,0.36,48.88888888888889
2003-06-12,17.78,0.36,49.38888888888889
2003-06-13,17.41,0.36,48.361111111111114
2003-06-16,17.98,0.36,49.94444444444445
2003-06-17,17.98,0.36,49.94444444444445
2003-06-18,18.73,0.36,52.02777777777778
2003-06-19,18.56,0.36,51.55555555555556
2003-06-20,17.93,0.36,49.80555555555556
2003-06-23,17.24,0.36,47.888888888888886
2003-06-24,16.75,0.36,46.52777777777778
2003-06-25,16.87,0.36,46.861111111111114
2003-06-26,17.13,0.36,47.583333333333336
2003-06-27,16.89,0.36,46.91666666666667
2003-06-30,16.79,0.36,46.638888888888886
2003-07-01,17.24,0.36,47.888888888888886
2003-07-02,17.86,0.36,49.611111111111114
2003-07-03,17.52,0.36,48.666666666666664
2003-07-07,18.22,0.36,50.61111111111111
2003-07-08,18.73,0.36,52.02777777777778
2003-07-09,18.8,0.36,52.22222222222223
2003-07-10,18.31,0.36,50.86111111111111
2003-07-11,18.57,0.36,51.583333333333336
2003-07-14,18.61,0.36,51.69444444444444
2003-07-15,18.51,0.36,51.41666666666667
2003-07-16,18.23,0.36,50.63888888888889
2003-07-17,17.76,0.36,49.33333333333334
2003-07-18,17.89,0.36,49.69444444444445
2003-07-21,17.93,0.36,49.80555555555556
2003-07-22,18.67,0.36,51.861111111111114
2003-07-23,18.88,0.36,52.44444444444444
2003-07-24,18.58,0.36,51.61111111111111
2003-07-25,19.08,0.36,53.0
2003-07-28,19.08,0.36,53.0
2003-07-29,19.16,0.36,53.22222222222222
2003-07-30,19.28,0.36,53.555555555555564
2003-07-31,19.49,0.36,54.138888888888886
2003-08-01,19.15,0.36,53.19444444444444
2003-08-04,19.26,0.36,53.50000000000001
2003-08-05,18.86,0.36,52.388888888888886
2003-08-06,17.65,0.36,49.02777777777778
2003-08-07,17.53,0.36,48.69444444444445
2003-08-08,17.58,0.36,48.83333333333333
2003-08-11,17.71,0.36,49.19444444444445
2003-08-12,17.83,0.36,49.52777777777777
2003-08-13,17.59,0.36,48.861111111111114
2003-08-14,17.8,0.36,49.44444444444445
2003-08-15,17.79,0.36,49.416666666666664
2003-08-18,18.27,0.36,50.75
2003-08-19,18.55,0.36,51.52777777777778
2003-08-20,18.57,0.36,51.583333333333336
2003-08-21,18.87,0.36,52.41666666666667
2003-08-22,18.79,0.36,52.19444444444444
2003-08-25,18.98,0.36,52.72222222222223
2003-08-26,19.1,0.36,53.055555555555564
2003-08-27,19.01,0.36,52.805555555555564
2003-08-28,19.19,0.36,53.305555555555564
2003-08-29,19.14,0.36,53.16666666666667
2003-09-02,19.59,0.36,54.41666666666667
2003-09-03,20.24,0.36,56.22222222222222
2003-09-04,20.59,0.36,57.19444444444444
2003-09-05,20.42,0.36,56.72222222222223
2003-09-08,20.86,0.36,57.94444444444444
2003-09-09,20.78,0.36,57.72222222222223
2003-09-10,20.46,0.5,40.92
2003-09-11,20.71,0.5,41.42
2003-09-12,20.66,0.5,41.32
2003-09-15,20.39,0.5,40.78
2003-09-16,21.29,0.5,42.58
2003-09-17,21.14,0.5,42.28
2003-09-18,21.42,0.5,42.84
2003-09-19,21.02,0.5,42.04
2003-09-22,20.78,0.5,41.56
2003-09-23,21.15,0.5,42.3
2003-09-24,20.32,0.5,40.64
2003-09-25,20.06,0.5,40.12
2003-09-26,19.96,0.5,39.92
2003-09-29,20.2,0.5,40.4
2003-09-30,19.59,0.5,39.18
2003-10-01,20.2,0.5,40.4
2003-10-02,19.99,0.5,39.98
2003-10-03,20.76,0.5,41.52
2003-10-06,20.8,0.5,41.6
2003-10-07,21.0,0.5,42.0
2003-10-08,20.79,0.5,41.58
2003-10-09,20.95,0.5,41.9
2003-10-10,20.79,0.5,41.58
2003-10-13,21.0,0.5,42.0
2003-10-14,21.14,0.5,42.28
2003-10-15,21.02,0.5,42.04
2003-10-16,21.04,0.5,42.08
2003-10-17,20.64,0.5,41.28
2003-10-20,21.08,0.5,42.16
2003-10-21,21.11,0.5,42.22
2003-10-22,20.63,0.5,41.26
2003-10-23,20.16,0.5,40.32
2003-10-24,19.8,0.5,39.6
2003-10-27,19.93,0.5,39.86
2003-10-28,20.9,0.5,41.8
2003-10-29,20.82,0.5,41.64
2003-10-30,20.86,0.5,41.72
2003-10-31,20.93,0.5,41.86
2003-11-03,21.71,0.5,43.42
2003-11-04,21.58,0.5,43.16
2003-11-05,21.8,0.5,43.6
2003-11-06,22.9,0.5,45.8
2003-11-07,22.34,0.5,44.68
2003-11-10,22.19,0.5,44.38
2003-11-11,22.35,0.5,44.7
2003-11-12,22.97,0.5,45.94
2003-11-13,22.7,0.5,45.4
2003-11-14,22.26,0.5,44.52
2003-11-17,22.05,0.16,137.8125
2003-11-18,21.73,0.16,135.8125
2003-11-19,22.05,0.16,137.8125
2003-11-20,21.94,0.16,137.125
2003-11-21,22.17,0.16,138.5625
2003-11-24,22.8,0.16,142.5
2003-11-25,22.62,0.16,141.375
2003-11-26,22.81,0.16,142.5625
2003-11-28,22.7,0.16,141.875
2003-12-01,23.18,0.16,144.875
2003-12-02,23.11,0.16,144.4375
2003-12-03,23.3,0.16,145.625
2003-12-04,23.98,0.16,149.875
2003-12-05,23.75,0.16,148.4375
2003-12-08,24.29,0.16,151.8125
2003-12-09,23.23,0.16,145.1875
2003-12-10,23.78,0.16,148.625
2003-12-11,23.93,0.16,149.5625
2003-12-12,24.09,0.16,150.5625
2003-12-15,23.98,0.16,149.875
2003-12-16,23.77,0.16,148.5625
2003-12-17,23.49,0.16,146.8125
2003-12-18,24.17,0.16,151.0625
2003-12-19,23.79,0.16,148.6875
2003-12-22,23.98,0.16,149.875
2003-12-23,23.94,0.16,149.625
2003-12-24,23.87,0.16,149.1875
2003-12-26,23.75,0.16,148.4375
2003-12-29,24.4,0.16,152.5
2003-12-30,24.12,0.16,150.75
2003-12-31,24.23,0.16,151.4375
2004-01-02,24.25,0.16,151.5625
2004-01-05,24.77,0.16,154.8125
2004-01-06,25.06,0.16,156.625
2004-01-07,25.56,0.16,159.75
2004-01-08,26.34,0.16,164.625
2004-01-09,26.48,0.16,165.5
2004-01-12,27.03,0.16,168.9375
2004-01-13,26.89,0.16,168.0625
2004-01-14,27.4,0.16,171.25
2004-01-15,27.16,0.16,169.75
2004-01-16,29.13,0.16,182.0625
2004-01-20,28.86,0.16,180.375
2004-01-21,28.6,0.16,178.75
2004-01-22,28.22,0.16,176.375
2004-01-23,27.33,0.16,170.81249999999997
2004-01-26,28.2,0.16,176.25
2004-01-27,27.5,0.16,171.875
2004-01-28,26.78,0.16,167.375
2004-01-29,25.96,0.16,162.25
2004-01-30,25.71,0.16,160.6875
2004-02-02,26.2,0.16,163.75
2004-02-03,26.41,0.16,165.0625
2004-02-04,24.08,0.16,150.5
2004-02-05,23.82,0.16,148.875
2004-02-06,24.74,0.16,154.625
2004-02-09,24.67,0.16,154.1875
2004-02-10,24.78,0.16,154.875
2004-02-11,24.24,0.16,151.5
2004-02-12,24.05,0.16,150.3125
2004-02-13,24.06,0.16,150.375
2004-02-17,24.25,0.34,71.3235294117647
2004-02-18,24.09,0.34,70.85294117647058
2004-02-19,23.68,0.34,69.6470588235294
2004-02-20,23.19,0.34,68.20588235294117
2004-02-23,22.75,0.34,66.91176470588235
2004-02-24,23.05,0.34,67.79411764705883
2004-02-25,23.58,0.34,69.35294117647058
2004-02-26,23.35,0.34,68.67647058823529
2004-02-27,23.16,0.34,68.11764705882352
2004-03-01,23.53,0.34,69.20588235294117
2004-03-02,23.03,0.34,67.73529411764706
2004-03-03,22.7,0.34,66.76470588235293
2004-03-04,23.19,0.34,68.20588235294117
2004-03-05,22.89,0.34,67.3235294117647
2004-03-08,22.36,0.34,65.76470588235293
2004-03-09,22.12,0.34,65.05882352941177
2004-03-10,22.21,0.34,65.32352941176471
2004-03-11,22.34,0.34,65.70588235294117
2004-03-12,23.13,0.34,68.02941176470587
2004-03-15,22.78,0.34,67.0
2004-03-16,23.12,0.34,68.0
2004-03-17,23.5,0.34,69.11764705882352
2004-03-18,23.17,0.34,68.1470588235294
2004-03-19,22.5,0.34,66.17647058823529
2004-03-22,22.35,0.34,65.73529411764706
2004-03-23,22.36,0.34,65.76470588235293
2004-03-24,22.67,0.34,66.67647058823529
2004-03-25,23.58,0.34,69.35294117647058
2004-03-26,23.4,0.34,68.8235294117647
2004-03-29,23.85,0.34,70.1470588235294
2004-03-30,23.93,0.34,70.38235294117646
2004-03-31,23.57,0.34,69.3235294117647
2004-04-01,23.74,0.34,69.8235294117647
2004-04-02,24.43,0.34,71.85294117647058
2004-04-05,24.81,0.34,72.9705882352941
2004-04-06,24.65,0.34,72.49999999999999
2004-04-07,24.24,0.34,71.29411764705881
2004-04-08,24.15,0.34,71.02941176470587
2004-04-12,24.13,0.34,70.97058823529412
2004-04-13,23.62,0.34,69.47058823529412
2004-04-14,23.26,0.34,68.41176470588235
2004-04-15,22.82,0.34,67.11764705882352
2004-04-16,22.48,0.34,66.11764705882352
2004-04-19,22.86,0.34,67.23529411764706
2004-04-20,22.11,0.34,65.02941176470587
2004-04-21,22.37,0.34,65.79411764705883
2004-04-22,23.15,0.34,68.08823529411764
2004-04-23,23.32,0.34,68.58823529411764
2004-04-26,23.14,0.34,68.05882352941177
2004-04-27,22.94,0.34,67.47058823529412
2004-04-28,22.37,0.34,65.79411764705883
2004-04-29,21.91,0.34,64.44117647058823
2004-04-30,20.91,0.34,61.49999999999999
2004-05-03,21.12,0.34,62.11764705882353
2004-05-04,21.37,0.34,62.85294117647059
2004-05-05,21.26,0.34,62.529411764705884
2004-05-06,21.5,0.34,63.23529411764705
2004-05-07,21.69,0.34,63.794117647058826
2004-05-10,21.62,0.34,63.588235294117645
2004-05-11,22.25,0.34,65.44117647058823
2004-05-12,21.96,0.34,64.58823529411764
2004-05-13,21.76,0.34,64.0
2004-05-14,21.24,0.34,62.47058823529411
2004-05-17,20.93,0.34,61.55882352941176
2004-05-18,21.0,0.34,61.764705882352935
2004-05-19,21.36,0.34,62.8235294117647
2004-05-20,21.52,0.34,63.29411764705882
2004-05-21,21.64,0.34,63.647058823529406
2004-05-24,21.65,0.34,63.67647058823528
2004-05-25,22.24,0.34,65.41176470588235
2004-05-26,22.35,0.34,65.73529411764706
2004-05-27,22.54,0.52,43.34615384615384
2004-05-28,22.37,0.52,43.01923076923077
2004-06-01,22.24,0.52,42.76923076923077
2004-06-02,22.41,0.52,43.09615384615385
2004-06-03,22.35,0.52,42.98076923076923
2004-06-04,22.78,0.52,43.80769230769231
2004-06-07,23.89,0.52,45.94230769230769
2004-06-08,23.74,0.52,45.653846153846146
2004-06-09,23.56,0.52,45.30769230769231
2004-06-10,23.82,0.52,45.80769230769231
2004-06-14,23.32,0.52,44.84615384615385
2004-06-15,23.64,0.52,45.46153846153846
2004-06-16,23.88,0.52,45.92307692307692
2004-06-17,23.36,0.52,44.92307692307692
2004-06-18,23.42,0.52,45.03846153846154
2004-06-21,22.87,0.52,43.98076923076923
2004-06-22,23.22,0.52,44.65384615384615
2004-06-23,23.97,0.52,46.09615384615384
2004-06-24,23.68,0.52,45.53846153846153
2004-06-25,23.43,0.52,45.05769230769231
2004-06-28,23.3,0.52,44.80769230769231
2004-06-29,23.71,0.52,45.59615384615385
2004-06-30,23.7,0.52,45.57692307692307
2004-07-01,23.11,0.52,44.442307692307686
2004-07-02,22.95,0.52,44.13461538461538
2004-07-06,22.37,0.52,43.01923076923077
2004-07-07,22.42,0.52,43.11538461538462
2004-07-08,22.17,0.52,42.63461538461539
2004-07-09,22.36,0.52,43.0
2004-07-12,22.29,0.52,42.86538461538461
2004-07-13,22.14,0.52,42.57692307692307
