date,IDXX,IDXX_EPS,PE Ratio
1992-03-13,1.34,0.0,inf
1992-03-16,1.31,0.0,inf
1992-03-17,1.31,0.0,inf
1992-03-18,1.33,0.0,inf
1992-03-19,1.43,0.0,inf
1992-03-20,1.42,0.0,inf
1992-03-23,1.42,0.0,inf
1992-03-24,1.42,0.0,inf
1992-03-25,1.42,0.0,inf
1992-03-26,1.4,0.0,inf
1992-03-27,1.32,0.0,inf
1992-03-30,1.36,0.0,inf
1992-03-31,1.28,0.0,inf
1992-04-01,1.28,0.0,inf
1992-04-02,1.29,0.0,inf
1992-04-03,1.28,0.0,inf
1992-04-06,1.27,0.0,inf
1992-04-07,1.28,0.0,inf
1992-04-08,1.27,0.0,inf
1992-04-09,1.27,0.0,inf
1992-04-10,1.28,0.0,inf
1992-04-13,1.27,0.0,inf
1992-04-14,1.27,0.0,inf
1992-04-15,1.28,0.0,inf
1992-04-16,1.27,0.0,inf
1992-04-20,1.25,0.0,inf
1992-04-21,1.25,0.0,inf
1992-04-22,1.23,0.0,inf
1992-04-23,1.22,0.0,inf
1992-04-24,1.2,0.0,inf
1992-04-27,1.17,0.0,inf
1992-04-28,1.19,0.0,inf
1992-04-29,1.19,0.0,inf
1992-04-30,1.33,0.0,inf
1992-05-01,1.33,0.0,inf
1992-05-04,1.44,0.0,inf
1992-05-05,1.44,0.0,inf
1992-05-06,1.47,0.0,inf
1992-05-07,1.47,0.0,inf
1992-05-08,1.45,0.0,inf
1992-05-11,1.45,0.0,inf
1992-05-12,1.45,0.0,inf
1992-05-13,1.41,0.0,inf
1992-05-14,1.39,0.0,inf
1992-05-15,1.38,0.0,inf
1992-05-18,1.38,0.0,inf
1992-05-19,1.45,0.0,inf
1992-05-20,1.48,0.0,inf
1992-05-21,1.55,0.0,inf
1992-05-22,1.52,0.0,inf
1992-05-26,1.47,0.0,inf
1992-05-27,1.47,0.0,inf
1992-05-28,1.45,0.0,inf
1992-05-29,1.5,0.0,inf
1992-06-01,1.5,0.0,inf
1992-06-02,1.52,0.0,inf
1992-06-03,1.5,0.0,inf
1992-06-04,1.53,0.0,inf
1992-06-05,1.5,0.0,inf
1992-06-08,1.5,0.0,inf
1992-06-09,1.48,0.0,inf
1992-06-10,1.52,0.0,inf
1992-06-11,1.48,0.0,inf
1992-06-12,1.53,0.0,inf
1992-06-15,1.52,0.0,inf
1992-06-16,1.48,0.0,inf
1992-06-17,1.41,0.0,inf
1992-06-18,1.28,0.0,inf
1992-06-19,1.3,0.0,inf
1992-06-22,1.3,0.0,inf
1992-06-23,1.28,0.0,inf
1992-06-24,1.28,0.0,inf
1992-06-25,1.27,0.0,inf
1992-06-26,1.27,0.0,inf
1992-06-29,1.28,0.0,inf
1992-06-30,1.39,0.0,inf
1992-07-01,1.36,0.0,inf
1992-07-02,1.44,0.0,inf
1992-07-06,1.38,0.0,inf
1992-07-07,1.41,0.0,inf
1992-07-08,1.41,0.0,inf
1992-07-09,1.41,0.0,inf
1992-07-10,1.41,0.0,inf
1992-07-13,1.41,0.0,inf
1992-07-14,1.41,0.0,inf
1992-07-15,1.41,0.0,inf
1992-07-16,1.39,0.0,inf
1992-07-17,1.44,0.0,inf
1992-07-20,1.45,0.0,inf
1992-07-21,1.55,0.0,inf
1992-07-22,1.47,0.0,inf
1992-07-23,1.48,0.0,inf
1992-07-24,1.49,0.0,inf
1992-07-27,1.48,0.0,inf
1992-07-28,1.5,0.0,inf
1992-07-29,1.51,0.0,inf
1992-07-30,1.53,0.0,inf
1992-07-31,1.54,0.0,inf
1992-08-03,1.55,0.0,inf
1992-08-04,1.56,0.0,inf
1992-08-05,1.55,0.0,inf
1992-08-06,1.56,0.0,inf
1992-08-07,1.56,0.0,inf
1992-08-10,1.54,0.0,inf
1992-08-11,1.51,0.0,inf
1992-08-12,1.53,0.0,inf
1992-08-13,1.48,0.0,inf
1992-08-14,1.41,0.0,inf
1992-08-17,1.42,0.0,inf
1992-08-18,1.42,0.0,inf
1992-08-19,1.47,0.0,inf
1992-08-20,1.47,0.0,inf
1992-08-21,1.5,0.0,inf
1992-08-24,1.48,0.0,inf
1992-08-25,1.48,0.0,inf
1992-08-26,1.49,0.0,inf
1992-08-27,1.47,0.0,inf
1992-08-28,1.5,0.0,inf
1992-08-31,1.52,0.0,inf
1992-09-01,1.57,0.0,inf
1992-09-02,1.59,0.0,inf
1992-09-03,1.64,0.0,inf
1992-09-04,1.56,0.0,inf
1992-09-08,1.57,0.0,inf
1992-09-09,1.59,0.0,inf
1992-09-10,1.59,0.0,inf
1992-09-11,1.64,0.0,inf
1992-09-14,1.64,0.0,inf
1992-09-15,1.61,0.0,inf
1992-09-16,1.63,0.0,inf
1992-09-17,1.64,0.0,inf
1992-09-18,1.6,0.0,inf
1992-09-21,1.56,0.0,inf
1992-09-22,1.58,0.0,inf
1992-09-23,1.61,0.0,inf
1992-09-24,1.61,0.0,inf
1992-09-25,1.58,0.0,inf
1992-09-28,1.58,0.0,inf
1992-09-29,1.58,0.0,inf
1992-09-30,1.63,0.0,inf
1992-10-01,1.56,0.0,inf
1992-10-02,1.56,0.0,inf
1992-10-05,1.58,0.0,inf
1992-10-06,1.56,0.0,inf
1992-10-07,1.56,0.0,inf
1992-10-08,1.59,0.0,inf
1992-10-09,1.59,0.0,inf
1992-10-12,1.56,0.0,inf
1992-10-13,1.56,0.0,inf
1992-10-14,1.58,0.0,inf
1992-10-15,1.59,0.0,inf
1992-10-16,1.6,0.0,inf
1992-10-19,1.64,0.0,inf
1992-10-20,1.69,0.0,inf
1992-10-21,1.69,0.0,inf
1992-10-22,1.69,0.0,inf
1992-10-23,1.67,0.0,inf
1992-10-26,1.69,0.0,inf
1992-10-27,1.65,0.0,inf
1992-10-28,1.63,0.0,inf
1992-10-29,1.67,0.0,inf
1992-10-30,1.69,0.0,inf
1992-11-02,1.7,0.0,inf
1992-11-03,1.69,0.0,inf
1992-11-04,1.72,0.0,inf
1992-11-05,1.72,0.0,inf
1992-11-06,1.7,0.0,inf
1992-11-09,1.72,0.0,inf
1992-11-10,1.69,0.0,inf
1992-11-11,1.72,0.0,inf
1992-11-12,1.75,0.0,inf
1992-11-13,1.77,0.0,inf
1992-11-16,1.83,0.0,inf
1992-11-17,1.8,0.0,inf
1992-11-18,1.83,0.0,inf
1992-11-19,1.8,0.0,inf
1992-11-20,1.89,0.0,inf
1992-11-23,1.91,0.0,inf
1992-11-24,1.87,0.0,inf
1992-11-25,1.86,0.0,inf
1992-11-27,1.86,0.0,inf
1992-11-30,1.87,0.0,inf
1992-12-01,1.9,0.0,inf
1992-12-02,1.86,0.0,inf
1992-12-03,1.84,0.0,inf
1992-12-04,1.84,0.0,inf
1992-12-07,1.86,0.0,inf
1992-12-08,1.98,0.0,inf
1992-12-09,2.02,0.0,inf
1992-12-10,2.02,0.0,inf
1992-12-11,1.97,0.0,inf
1992-12-14,2.02,0.0,inf
1992-12-15,1.98,0.0,inf
1992-12-16,2.02,0.0,inf
1992-12-17,2.03,0.0,inf
1992-12-18,2.05,0.0,inf
1992-12-21,2.03,0.0,inf
1992-12-22,2.0,0.0,inf
1992-12-23,2.03,0.0,inf
1992-12-24,2.0,0.0,inf
1992-12-28,2.02,0.0,inf
1992-12-29,2.02,0.0,inf
1992-12-30,2.03,0.0,inf
1992-12-31,2.05,0.0,inf
1993-01-04,2.06,0.0,inf
1993-01-05,2.08,0.0,inf
1993-01-06,2.02,0.0,inf
1993-01-07,2.02,0.0,inf
1993-01-08,2.02,0.0,inf
1993-01-11,2.03,0.0,inf
1993-01-12,2.0,0.0,inf
1993-01-13,2.03,0.0,inf
1993-01-14,1.98,0.0,inf
1993-01-15,1.97,0.0,inf
1993-01-18,1.97,0.0,inf
1993-01-19,2.0,0.0,inf
1993-01-20,1.97,0.0,inf
1993-01-21,1.95,0.0,inf
1993-01-22,1.95,0.0,inf
1993-01-25,1.97,0.0,inf
1993-01-26,1.94,0.0,inf
1993-01-27,1.97,0.0,inf
1993-01-28,1.97,0.0,inf
1993-01-29,2.11,0.0,inf
1993-02-01,2.2,0.0,inf
1993-02-02,2.16,0.0,inf
1993-02-03,2.14,0.0,inf
1993-02-04,2.11,0.0,inf
1993-02-05,2.17,0.0,inf
1993-02-08,2.2,0.0,inf
1993-02-09,2.2,0.0,inf
1993-02-10,2.22,0.0,inf
1993-02-11,2.22,0.0,inf
1993-02-12,2.2,0.0,inf
1993-02-16,2.08,0.0,inf
1993-02-17,2.03,0.0,inf
1993-02-18,2.05,0.0,inf
1993-02-19,2.0,0.0,inf
1993-02-22,1.7,0.0,inf
1993-02-23,1.83,0.0,inf
1993-02-24,1.91,0.0,inf
1993-02-25,2.02,0.0,inf
1993-02-26,2.05,0.0,inf
1993-03-01,1.98,0.0,inf
1993-03-02,1.97,0.0,inf
1993-03-03,2.06,0.0,inf
1993-03-04,2.06,0.0,inf
1993-03-05,2.11,0.0,inf
1993-03-08,2.11,0.0,inf
1993-03-09,2.13,0.0,inf
1993-03-10,2.11,0.0,inf
1993-03-11,2.08,0.0,inf
1993-03-12,2.11,0.0,inf
1993-03-15,2.11,0.0,inf
1993-03-16,2.19,0.0,inf
1993-03-17,2.17,0.0,inf
1993-03-18,2.14,0.0,inf
1993-03-19,2.23,0.0,inf
1993-03-22,2.27,0.0,inf
1993-03-23,2.27,0.0,inf
1993-03-24,2.2,0.0,inf
1993-03-25,2.2,0.0,inf
1993-03-26,2.22,0.0,inf
1993-03-29,2.27,0.0,inf
1993-03-30,2.2,0.0,inf
1993-03-31,2.2,0.0,inf
1993-04-01,2.25,0.0,inf
1993-04-02,2.24,0.0,inf
1993-04-05,2.23,0.0,inf
1993-04-06,2.22,0.0,inf
1993-04-07,2.2,0.0,inf
1993-04-08,2.23,0.0,inf
1993-04-12,2.2,0.0,inf
1993-04-13,2.23,0.0,inf
1993-04-14,2.23,0.0,inf
1993-04-15,2.22,0.0,inf
1993-04-16,2.19,0.0,inf
1993-04-19,2.19,0.0,inf
1993-04-20,2.22,0.0,inf
1993-04-21,2.2,0.0,inf
1993-04-22,2.2,0.0,inf
1993-04-23,2.22,0.0,inf
1993-04-26,2.23,0.0,inf
1993-04-27,2.23,0.0,inf
1993-04-28,2.23,0.0,inf
1993-04-29,2.23,0.0,inf
1993-04-30,2.22,0.0,inf
1993-05-03,2.3,0.0,inf
1993-05-04,2.39,0.0,inf
1993-05-05,2.47,0.0,inf
1993-05-06,2.5,0.0,inf
1993-05-07,2.45,0.0,inf
1993-05-10,2.48,0.0,inf
1993-05-11,2.48,0.0,inf
1993-05-12,2.52,0.0,inf
1993-05-13,2.48,0.0,inf
1993-05-14,2.5,0.0,inf
1993-05-17,2.48,0.0,inf
1993-05-18,2.47,0.0,inf
1993-05-19,2.47,0.0,inf
1993-05-20,2.52,0.0,inf
1993-05-21,2.51,0.0,inf
1993-05-24,2.5,0.0,inf
1993-05-25,2.47,0.0,inf
1993-05-26,2.43,0.0,inf
1993-05-27,2.44,0.0,inf
1993-05-28,2.47,0.0,inf
1993-06-01,2.52,0.0,inf
1993-06-02,2.52,0.0,inf
1993-06-03,2.47,0.0,inf
1993-06-04,2.47,0.0,inf
1993-06-07,2.47,0.0,inf
1993-06-08,2.4,0.0,inf
1993-06-09,2.38,0.0,inf
1993-06-10,2.39,0.0,inf
1993-06-11,2.44,0.0,inf
1993-06-14,2.47,0.0,inf
1993-06-15,2.47,0.0,inf
1993-06-16,2.42,0.0,inf
1993-06-17,2.47,0.0,inf
1993-06-18,2.45,0.0,inf
1993-06-21,2.42,0.0,inf
1993-06-22,2.44,0.0,inf
1993-06-23,2.45,0.0,inf
1993-06-24,2.45,0.0,inf
1993-06-25,2.39,0.0,inf
1993-06-28,2.42,0.0,inf
1993-06-29,2.52,0.0,inf
1993-06-30,2.47,0.0,inf
1993-07-01,2.53,0.0,inf
1993-07-02,2.55,0.0,inf
1993-07-06,2.54,0.0,inf
1993-07-07,2.52,0.0,inf
1993-07-08,2.63,0.0,inf
1993-07-09,2.63,0.0,inf
1993-07-12,2.63,0.0,inf
1993-07-13,2.7,0.0,inf
1993-07-14,2.8,0.0,inf
1993-07-15,2.81,0.0,inf
1993-07-16,2.81,0.0,inf
1993-07-19,2.81,0.0,inf
1993-07-20,2.78,0.0,inf
1993-07-21,2.84,0.0,inf
1993-07-22,2.79,0.0,inf
1993-07-23,2.84,0.0,inf
1993-07-26,2.85,0.0,inf
1993-07-27,2.82,0.0,inf
1993-07-28,2.8,0.0,inf
1993-07-29,2.83,0.0,inf
1993-07-30,2.8,0.0,inf
1993-08-02,2.92,0.0,inf
1993-08-03,2.88,0.0,inf
1993-08-04,2.94,0.0,inf
1993-08-05,3.0,0.0,inf
1993-08-06,2.95,0.0,inf
1993-08-09,2.92,0.0,inf
1993-08-10,2.92,0.0,inf
1993-08-11,2.94,0.0,inf
1993-08-12,2.94,0.0,inf
1993-08-13,2.89,0.0,inf
1993-08-16,2.94,0.0,inf
1993-08-17,2.89,0.0,inf
1993-08-18,2.92,0.0,inf
1993-08-19,2.93,0.0,inf
1993-08-20,2.89,0.0,inf
1993-08-23,2.88,0.0,inf
1993-08-24,2.87,0.0,inf
1993-08-25,2.84,0.0,inf
1993-08-26,2.84,0.0,inf
1993-08-27,2.83,0.0,inf
1993-08-30,2.83,0.0,inf
1993-08-31,2.83,0.0,inf
1993-09-01,2.84,0.0,inf
1993-09-02,2.88,0.0,inf
1993-09-03,2.91,0.0,inf
1993-09-07,2.89,0.0,inf
1993-09-08,2.86,0.0,inf
1993-09-09,2.88,0.0,inf
1993-09-10,2.89,0.0,inf
1993-09-13,2.92,0.0,inf
1993-09-14,2.98,0.0,inf
1993-09-15,3.03,0.0,inf
1993-09-16,2.87,0.0,inf
1993-09-17,2.73,0.0,inf
1993-09-20,2.7,0.0,inf
1993-09-21,2.61,0.0,inf
1993-09-22,2.69,0.0,inf
1993-09-23,2.77,0.0,inf
1993-09-24,2.83,0.0,inf
1993-09-27,2.88,0.0,inf
1993-09-28,2.88,0.0,inf
1993-09-29,2.97,0.0,inf
1993-09-30,3.06,0.0,inf
1993-10-01,3.07,0.0,inf
1993-10-04,3.13,0.0,inf
1993-10-05,3.06,0.0,inf
1993-10-06,3.22,0.0,inf
1993-10-07,3.25,0.0,inf
1993-10-08,3.3,0.0,inf
1993-10-11,3.31,0.0,inf
1993-10-12,3.28,0.0,inf
1993-10-13,3.13,0.0,inf
1993-10-14,3.09,0.0,inf
1993-10-15,3.06,0.0,inf
1993-10-18,3.03,0.0,inf
1993-10-19,3.03,0.0,inf
1993-10-20,2.88,0.0,inf
1993-10-21,2.84,0.0,inf
1993-10-22,2.84,0.0,inf
1993-10-25,2.91,0.0,inf
1993-10-26,2.88,0.0,inf
1993-10-27,3.0,0.0,inf
1993-10-28,3.16,0.0,inf
1993-10-29,3.16,0.0,inf
1993-11-01,3.28,0.0,inf
1993-11-02,3.34,0.0,inf
1993-11-03,3.41,0.0,inf
1993-11-04,3.16,0.0,inf
1993-11-05,3.13,0.0,inf
1993-11-08,3.13,0.0,inf
1993-11-09,3.16,0.0,inf
1993-11-10,3.16,0.0,inf
1993-11-11,3.27,0.0,inf
1993-11-12,3.22,0.0,inf
1993-11-15,3.16,0.0,inf
1993-11-16,3.19,0.0,inf
1993-11-17,3.16,0.0,inf
1993-11-18,3.16,0.0,inf
1993-11-19,3.19,0.0,inf
1993-11-22,3.28,0.0,inf
1993-11-23,3.19,0.0,inf
1993-11-24,3.19,0.0,inf
1993-11-26,3.19,0.0,inf
1993-11-29,3.19,0.0,inf
1993-11-30,3.25,0.0,inf
1993-12-01,3.25,0.0,inf
1993-12-02,3.19,0.0,inf
1993-12-03,3.34,0.0,inf
1993-12-06,3.28,0.0,inf
1993-12-07,3.31,0.0,inf
1993-12-08,3.53,0.0,inf
1993-12-09,3.45,0.0,inf
1993-12-10,3.56,0.0,inf
1993-12-13,3.56,0.0,inf
1993-12-14,3.56,0.0,inf
1993-12-15,3.59,0.0,inf
1993-12-16,3.53,0.0,inf
1993-12-17,3.63,0.0,inf
1993-12-20,3.56,0.0,inf
1993-12-21,3.53,0.0,inf
1993-12-22,3.53,0.0,inf
1993-12-23,3.5,0.0,inf
1993-12-27,3.5,0.0,inf
1993-12-28,3.41,0.0,inf
1993-12-29,3.56,0.0,inf
1993-12-30,3.75,0.0,inf
1993-12-31,3.98,0.0,inf
1994-01-03,3.91,0.0,inf
1994-01-04,3.69,0.0,inf
1994-01-05,3.56,0.0,inf
1994-01-06,3.56,0.0,inf
1994-01-07,3.53,0.0,inf
1994-01-10,3.5,0.0,inf
1994-01-11,3.5,0.0,inf
1994-01-12,3.59,0.0,inf
1994-01-13,3.59,0.0,inf
1994-01-14,3.5,0.0,inf
1994-01-17,3.53,0.0,inf
1994-01-18,3.5,0.0,inf
1994-01-19,3.53,0.0,inf
1994-01-20,3.44,0.0,inf
1994-01-21,3.47,0.0,inf
1994-01-24,3.38,0.0,inf
1994-01-25,3.31,0.0,inf
1994-01-26,3.31,0.0,inf
1994-01-27,3.38,0.0,inf
1994-01-28,3.33,0.0,inf
1994-01-31,3.38,0.0,inf
1994-02-01,3.38,0.0,inf
1994-02-02,3.34,0.0,inf
1994-02-03,3.44,0.0,inf
1994-02-04,3.31,0.0,inf
1994-02-07,3.31,0.0,inf
1994-02-08,3.27,0.0,inf
1994-02-09,3.41,0.0,inf
1994-02-10,3.56,0.0,inf
1994-02-11,3.56,0.0,inf
1994-02-14,3.56,0.0,inf
1994-02-15,3.61,0.0,inf
1994-02-16,3.59,0.0,inf
1994-02-17,3.66,0.0,inf
1994-02-18,3.72,0.0,inf
1994-02-22,3.75,0.0,inf
1994-02-23,3.94,0.0,inf
1994-02-24,3.84,0.0,inf
1994-02-25,3.77,0.0,inf
1994-02-28,3.84,0.0,inf
1994-03-01,3.72,0.0,inf
1994-03-02,3.72,0.0,inf
1994-03-03,3.75,0.0,inf
1994-03-04,4.0,0.0,inf
1994-03-07,3.97,0.0,inf
1994-03-08,3.81,0.0,inf
1994-03-09,3.81,0.0,inf
1994-03-10,3.88,0.0,inf
1994-03-11,3.81,0.0,inf
1994-03-14,3.91,0.0,inf
1994-03-15,3.75,0.0,inf
1994-03-16,3.7,0.0,inf
1994-03-17,3.88,0.0,inf
1994-03-18,3.91,0.0,inf
1994-03-21,3.83,0.0,inf
1994-03-22,3.69,0.0,inf
1994-03-23,3.59,0.0,inf
1994-03-24,3.5,0.0,inf
1994-03-25,3.66,0.0,inf
1994-03-28,3.66,0.0,inf
1994-03-29,3.53,0.0,inf
1994-03-30,3.44,0.0,inf
1994-03-31,3.38,0.0,inf
1994-04-04,3.25,0.0,inf
1994-04-05,3.47,0.0,inf
1994-04-06,3.48,0.0,inf
1994-04-07,3.53,0.0,inf
1994-04-08,3.72,0.0,inf
1994-04-11,3.94,0.0,inf
1994-04-12,3.91,0.0,inf
1994-04-13,3.98,0.0,inf
1994-04-14,3.91,0.0,inf
1994-04-15,3.78,0.0,inf
1994-04-18,3.78,0.0,inf
1994-04-19,3.67,0.0,inf
1994-04-20,3.66,0.0,inf
1994-04-21,3.81,0.0,inf
1994-04-22,3.81,0.0,inf
1994-04-25,3.95,0.0,inf
1994-04-26,4.0,0.0,inf
1994-04-28,4.02,0.0,inf
1994-04-29,4.13,0.0,inf
1994-05-02,4.31,0.0,inf
1994-05-03,4.38,0.0,inf
1994-05-04,4.41,0.0,inf
1994-05-05,4.34,0.0,inf
1994-05-06,4.22,0.0,inf
1994-05-09,4.13,0.0,inf
1994-05-10,4.16,0.0,inf
1994-05-11,4.02,0.0,inf
1994-05-12,3.91,0.0,inf
1994-05-13,3.91,0.0,inf
1994-05-16,4.03,0.0,inf
1994-05-17,3.94,0.0,inf
1994-05-18,3.91,0.0,inf
1994-05-19,3.94,0.0,inf
1994-05-20,3.94,0.0,inf
1994-05-23,3.91,0.0,inf
1994-05-24,3.94,0.0,inf
1994-05-25,3.84,0.0,inf
1994-05-26,3.97,0.0,inf
1994-05-27,3.91,0.0,inf
1994-05-31,4.0,0.0,inf
1994-06-01,4.0,0.0,inf
1994-06-02,4.0,0.0,inf
1994-06-03,4.06,0.0,inf
1994-06-06,4.16,0.0,inf
1994-06-07,4.0,0.0,inf
1994-06-08,3.97,0.0,inf
1994-06-09,3.88,0.0,inf
1994-06-10,3.86,0.0,inf
1994-06-13,3.89,0.0,inf
1994-06-14,3.78,0.0,inf
1994-06-15,3.77,0.0,inf
1994-06-16,3.72,0.0,inf
1994-06-17,3.73,0.0,inf
1994-06-20,3.75,0.0,inf
1994-06-21,3.69,0.0,inf
1994-06-22,3.66,0.0,inf
1994-06-23,3.59,0.0,inf
1994-06-24,3.66,0.0,inf
1994-06-27,3.75,0.0,inf
1994-06-28,3.69,0.0,inf
1994-06-29,3.73,0.0,inf
1994-06-30,3.72,0.0,inf
1994-07-01,3.73,0.0,inf
1994-07-05,3.59,0.0,inf
1994-07-06,3.59,0.0,inf
1994-07-07,3.75,0.0,inf
1994-07-08,3.78,0.0,inf
1994-07-11,3.88,0.0,inf
1994-07-12,4.0,0.0,inf
1994-07-13,4.08,0.0,inf
