date,PSA,PSA_EPS,PE Ratio
,,0.23,
1980-11-18,14.13,0.23,61.434782608695656
1980-11-19,14.25,0.23,61.95652173913043
1980-11-20,14.13,0.23,61.434782608695656
1980-11-21,14.63,0.23,63.608695652173914
1980-11-24,14.13,0.23,61.434782608695656
1980-11-25,13.5,0.23,58.69565217391304
1980-11-26,14.13,0.23,61.434782608695656
1980-11-28,14.38,0.23,62.52173913043478
1980-12-01,14.0,0.23,60.869565217391305
1980-12-02,13.0,0.23,56.52173913043478
1980-12-03,13.13,0.23,57.08695652173913
1980-12-04,12.75,0.23,55.43478260869565
1980-12-05,12.75,0.23,55.43478260869565
1980-12-08,11.75,0.23,51.086956521739125
1980-12-09,11.75,0.23,51.086956521739125
1980-12-10,12.75,0.23,55.43478260869565
1980-12-11,12.5,0.23,54.347826086956516
1980-12-12,12.75,0.23,55.43478260869565
1980-12-15,12.0,0.23,52.17391304347826
1980-12-16,12.0,0.23,52.17391304347826
1980-12-17,12.0,0.23,52.17391304347826
1980-12-18,11.75,0.23,51.086956521739125
1980-12-19,12.0,0.23,52.17391304347826
1980-12-22,12.25,0.23,53.26086956521739
1980-12-23,12.25,0.23,53.26086956521739
1980-12-24,12.25,0.23,53.26086956521739
1980-12-26,12.5,0.23,54.347826086956516
1980-12-29,12.5,0.23,54.347826086956516
1980-12-30,12.5,0.23,54.347826086956516
1980-12-31,12.25,0.23,53.26086956521739
1981-01-02,12.75,0.23,55.43478260869565
1981-01-05,13.0,0.23,56.52173913043478
1981-01-06,13.0,0.23,56.52173913043478
1981-01-07,12.25,0.23,53.26086956521739
1981-01-08,12.5,0.23,54.347826086956516
1981-01-09,13.0,0.23,56.52173913043478
1981-01-12,13.0,0.23,56.52173913043478
1981-01-13,13.5,0.23,58.69565217391304
1981-01-14,13.75,0.23,59.78260869565217
1981-01-15,13.75,0.23,59.78260869565217
1981-01-16,13.75,0.23,59.78260869565217
1981-01-19,13.75,0.23,59.78260869565217
1981-01-20,13.5,0.23,58.69565217391304
1981-01-21,13.75,0.23,59.78260869565217
1981-01-22,13.5,0.23,58.69565217391304
1981-01-23,13.75,0.23,59.78260869565217
1981-01-26,13.5,0.23,58.69565217391304
1981-01-27,13.75,0.23,59.78260869565217
1981-01-28,13.5,0.23,58.69565217391304
1981-01-29,13.5,0.23,58.69565217391304
1981-01-30,13.5,0.23,58.69565217391304
1981-02-02,13.25,0.23,57.608695652173914
1981-02-03,13.25,0.23,57.608695652173914
1981-02-04,13.5,0.23,58.69565217391304
1981-02-05,13.5,0.23,58.69565217391304
1981-02-06,13.5,0.23,58.69565217391304
1981-02-09,13.5,0.23,58.69565217391304
1981-02-10,13.5,0.23,58.69565217391304
1981-02-11,13.5,0.23,58.69565217391304
1981-02-12,13.5,0.23,58.69565217391304
1981-02-13,13.5,0.23,58.69565217391304
1981-02-17,13.25,0.23,57.608695652173914
1981-02-18,13.5,0.23,58.69565217391304
1981-02-19,13.5,0.23,58.69565217391304
1981-02-20,13.5,0.23,58.69565217391304
1981-02-23,13.5,0.23,58.69565217391304
1981-02-24,13.25,0.23,57.608695652173914
1981-02-25,13.0,0.23,56.52173913043478
1981-02-26,13.0,0.23,56.52173913043478
1981-02-27,13.0,0.23,56.52173913043478
1981-03-02,13.0,0.23,56.52173913043478
1981-03-03,12.75,0.23,55.43478260869565
1981-03-04,12.75,0.23,55.43478260869565
1981-03-05,12.75,0.23,55.43478260869565
1981-03-06,12.0,0.23,52.17391304347826
1981-03-09,12.5,0.23,54.347826086956516
1981-03-10,12.25,0.23,53.26086956521739
1981-03-11,12.25,0.23,53.26086956521739
1981-03-12,12.25,0.23,53.26086956521739
1981-03-13,12.25,0.23,53.26086956521739
1981-03-16,12.5,0.23,54.347826086956516
1981-03-17,12.5,0.23,54.347826086956516
1981-03-18,12.5,0.23,54.347826086956516
1981-03-19,12.75,0.23,55.43478260869565
1981-03-20,12.5,0.23,54.347826086956516
1981-03-23,12.75,0.23,55.43478260869565
1981-03-24,13.0,0.23,56.52173913043478
1981-03-25,13.0,0.23,56.52173913043478
1981-03-26,13.25,0.23,57.608695652173914
1981-03-27,13.75,0.23,59.78260869565217
1981-03-30,13.75,0.23,59.78260869565217
1981-03-31,13.75,0.23,59.78260869565217
1981-04-01,13.63,0.23,59.26086956521739
1981-04-02,13.75,0.23,59.78260869565217
1981-04-03,13.75,0.23,59.78260869565217
1981-04-06,13.75,0.23,59.78260869565217
1981-04-07,13.63,0.23,59.26086956521739
1981-04-08,13.63,0.23,59.26086956521739
1981-04-09,13.63,0.23,59.26086956521739
1981-04-10,14.0,0.23,60.869565217391305
1981-04-13,14.0,0.23,60.869565217391305
1981-04-14,13.75,0.23,59.78260869565217
1981-04-15,14.0,0.23,60.869565217391305
1981-04-16,13.75,0.23,59.78260869565217
1981-04-20,12.75,0.23,55.43478260869565
1981-04-21,13.0,0.23,56.52173913043478
1981-04-22,13.25,0.23,57.608695652173914
1981-04-23,13.25,0.23,57.608695652173914
1981-04-24,13.25,0.23,57.608695652173914
1981-04-27,13.0,0.23,56.52173913043478
1981-04-28,13.0,0.23,56.52173913043478
1981-04-29,13.0,0.23,56.52173913043478
1981-04-30,12.75,0.23,55.43478260869565
1981-05-01,12.25,0.23,53.26086956521739
1981-05-04,11.75,0.23,51.086956521739125
1981-05-05,11.5,0.23,50.0
1981-05-06,11.5,0.23,50.0
1981-05-07,11.75,0.23,51.086956521739125
1981-05-08,11.75,0.23,51.086956521739125
1981-05-11,11.75,0.23,51.086956521739125
1981-05-12,11.75,0.23,51.086956521739125
1981-05-13,11.75,0.23,51.086956521739125
1981-05-14,11.75,0.23,51.086956521739125
1981-05-15,11.5,0.23,50.0
1981-05-18,11.5,0.23,50.0
1981-05-19,11.5,0.23,50.0
1981-05-20,11.25,0.23,48.91304347826087
1981-05-21,11.5,0.23,50.0
1981-05-22,11.25,0.23,48.91304347826087
1981-05-26,11.25,0.23,48.91304347826087
1981-05-27,11.25,0.23,48.91304347826087
1981-05-28,11.5,0.23,50.0
1981-05-29,11.5,0.23,50.0
1981-06-01,11.5,0.23,50.0
1981-06-02,11.5,0.23,50.0
1981-06-03,11.25,0.23,48.91304347826087
1981-06-04,11.25,0.23,48.91304347826087
1981-06-05,11.5,0.23,50.0
1981-06-08,11.5,0.23,50.0
1981-06-09,11.5,0.23,50.0
1981-06-10,11.25,0.23,48.91304347826087
1981-06-11,11.25,0.23,48.91304347826087
1981-06-12,11.25,0.23,48.91304347826087
1981-06-15,11.25,0.23,48.91304347826087
1981-06-16,11.0,0.23,47.826086956521735
1981-06-17,11.25,0.23,48.91304347826087
1981-06-18,11.0,0.23,47.826086956521735
1981-06-19,11.38,0.23,49.47826086956522
1981-06-22,11.25,0.23,48.91304347826087
1981-06-23,11.25,0.23,48.91304347826087
1981-06-24,11.5,0.23,50.0
1981-06-25,11.5,0.23,50.0
1981-06-26,11.25,0.23,48.91304347826087
1981-06-29,11.25,0.23,48.91304347826087
1981-06-30,11.25,0.23,48.91304347826087
1981-07-01,11.25,0.23,48.91304347826087
1981-07-02,11.0,0.23,47.826086956521735
1981-07-06,11.0,0.23,47.826086956521735
1981-07-07,11.0,0.23,47.826086956521735
1981-07-08,11.0,0.23,47.826086956521735
1981-07-09,11.0,0.23,47.826086956521735
1981-07-10,11.0,0.23,47.826086956521735
1981-07-13,11.0,0.23,47.826086956521735
1981-07-14,11.0,0.23,47.826086956521735
1981-07-15,11.0,0.23,47.826086956521735
1981-07-16,11.25,0.23,48.91304347826087
1981-07-17,11.25,0.23,48.91304347826087
1981-07-20,11.25,0.23,48.91304347826087
1981-07-21,11.25,0.23,48.91304347826087
1981-07-22,11.25,0.23,48.91304347826087
1981-07-23,10.75,0.23,46.73913043478261
1981-07-24,10.5,0.23,45.65217391304348
1981-07-27,10.75,0.23,46.73913043478261
1981-07-28,11.0,0.23,47.826086956521735
1981-07-29,11.25,0.23,48.91304347826087
1981-07-30,11.25,0.23,48.91304347826087
1981-07-31,11.5,0.23,50.0
1981-08-03,11.75,0.23,51.086956521739125
1981-08-04,11.75,0.23,51.086956521739125
1981-08-05,12.0,0.23,52.17391304347826
1981-08-06,12.25,0.23,53.26086956521739
1981-08-07,12.0,0.23,52.17391304347826
1981-08-10,12.0,0.23,52.17391304347826
1981-08-11,11.75,0.23,51.086956521739125
1981-08-12,11.75,0.23,51.086956521739125
1981-08-13,11.75,0.23,51.086956521739125
1981-08-14,11.75,0.23,51.086956521739125
1981-08-17,11.75,0.23,51.086956521739125
1981-08-18,11.75,0.23,51.086956521739125
1981-08-19,11.75,0.23,51.086956521739125
1981-08-20,12.25,0.23,53.26086956521739
1981-08-21,12.25,0.23,53.26086956521739
1981-08-24,11.5,0.23,50.0
1981-08-25,11.0,0.23,47.826086956521735
1981-08-26,11.25,0.23,48.91304347826087
1981-08-27,10.75,0.23,46.73913043478261
1981-08-28,10.75,0.23,46.73913043478261
1981-08-31,10.75,0.23,46.73913043478261
1981-09-01,10.75,0.23,46.73913043478261
1981-09-02,10.75,0.23,46.73913043478261
1981-09-03,10.5,0.23,45.65217391304348
1981-09-04,10.75,0.23,46.73913043478261
1981-09-08,10.75,0.23,46.73913043478261
1981-09-09,10.75,0.23,46.73913043478261
1981-09-10,10.75,0.23,46.73913043478261
1981-09-11,10.75,0.23,46.73913043478261
1981-09-14,10.75,0.23,46.73913043478261
1981-09-15,10.75,0.23,46.73913043478261
1981-09-16,10.5,0.23,45.65217391304348
1981-09-17,10.25,0.23,44.565217391304344
1981-09-18,10.75,0.23,46.73913043478261
1981-09-21,11.25,0.23,48.91304347826087
1981-09-22,11.25,0.23,48.91304347826087
1981-09-23,11.5,0.23,50.0
1981-09-24,12.0,0.23,52.17391304347826
1981-09-25,12.25,0.23,53.26086956521739
1981-09-28,12.0,0.23,52.17391304347826
1981-09-29,11.25,0.23,48.91304347826087
1981-09-30,11.5,0.23,50.0
1981-10-01,11.5,0.23,50.0
1981-10-02,11.75,0.23,51.086956521739125
1981-10-05,11.75,0.23,51.086956521739125
1981-10-06,12.0,0.23,52.17391304347826
1981-10-07,12.0,0.23,52.17391304347826
1981-10-08,12.0,0.23,52.17391304347826
1981-10-09,12.5,0.23,54.347826086956516
1981-10-12,12.5,0.23,54.347826086956516
1981-10-13,12.25,0.23,53.26086956521739
1981-10-14,12.25,0.23,53.26086956521739
1981-10-15,12.25,0.23,53.26086956521739
1981-10-16,12.5,0.23,54.347826086956516
1981-10-19,12.25,0.23,53.26086956521739
1981-10-20,12.25,0.23,53.26086956521739
1981-10-21,12.25,0.23,53.26086956521739
1981-10-22,12.0,0.23,52.17391304347826
1981-10-23,12.0,0.23,52.17391304347826
1981-10-26,12.0,0.23,52.17391304347826
1981-10-27,11.75,0.23,51.086956521739125
1981-10-28,12.0,0.23,52.17391304347826
1981-10-29,12.0,0.23,52.17391304347826
1981-10-30,12.0,0.23,52.17391304347826
1981-11-02,11.75,0.23,51.086956521739125
1981-11-03,11.75,0.23,51.086956521739125
1981-11-04,12.0,0.23,52.17391304347826
1981-11-05,12.0,0.23,52.17391304347826
1981-11-06,11.75,0.23,51.086956521739125
1981-11-09,11.75,0.23,51.086956521739125
1981-11-10,11.75,0.23,51.086956521739125
1981-11-11,11.75,0.23,51.086956521739125
1981-11-12,11.75,0.23,51.086956521739125
1981-11-13,11.75,0.23,51.086956521739125
1981-11-16,11.5,0.23,50.0
1981-11-17,11.5,0.23,50.0
1981-11-18,11.25,0.23,48.91304347826087
1981-11-19,11.5,0.23,50.0
1981-11-20,11.75,0.23,51.086956521739125
1981-11-23,12.0,0.23,52.17391304347826
1981-11-24,12.0,0.23,52.17391304347826
1981-11-25,11.75,0.23,51.086956521739125
1981-11-27,11.75,0.23,51.086956521739125
1981-11-30,11.75,0.23,51.086956521739125
1981-12-01,11.75,0.23,51.086956521739125
1981-12-02,11.75,0.23,51.086956521739125
1981-12-03,11.75,0.23,51.086956521739125
1981-12-04,12.25,0.23,53.26086956521739
1981-12-07,12.25,0.23,53.26086956521739
1981-12-08,11.75,0.23,51.086956521739125
1981-12-09,11.75,0.23,51.086956521739125
1981-12-10,11.75,0.23,51.086956521739125
1981-12-11,11.75,0.23,51.086956521739125
1981-12-14,11.75,0.23,51.086956521739125
1981-12-15,11.75,0.23,51.086956521739125
1981-12-16,11.75,0.23,51.086956521739125
1981-12-17,12.0,0.23,52.17391304347826
1981-12-18,11.75,0.23,51.086956521739125
1981-12-21,11.75,0.23,51.086956521739125
1981-12-22,11.75,0.23,51.086956521739125
1981-12-23,11.5,0.23,50.0
1981-12-24,11.5,0.23,50.0
1981-12-28,11.5,0.23,50.0
1981-12-29,11.75,0.23,51.086956521739125
1981-12-30,11.75,0.23,51.086956521739125
