date,NWS,NWS_EPS,PE Ratio
2014-08-29,17.26,0.02,863.0000000000001
2014-09-02,17.06,0.02,852.9999999999999
2014-09-03,17.25,0.02,862.5
2014-09-04,17.3,0.02,865.0
2014-09-05,17.39,0.02,869.5
2014-09-08,17.26,0.02,863.0000000000001
2014-09-09,16.97,0.02,848.4999999999999
2014-09-10,17.12,0.02,856.0
2014-09-11,16.95,0.02,847.5
2014-09-12,16.79,0.02,839.4999999999999
2014-09-15,16.72,0.02,835.9999999999999
2014-09-16,16.71,0.02,835.5
2014-09-17,16.67,0.02,833.5000000000001
2014-09-18,16.69,0.02,834.5
2014-09-19,16.84,0.02,842.0
2014-09-22,16.68,0.02,834.0
2014-09-23,16.66,0.02,833.0
2014-09-24,16.63,0.02,831.4999999999999
2014-09-25,16.42,0.02,821.0000000000001
2014-09-26,16.63,0.02,831.4999999999999
2014-09-29,16.5,0.02,825.0
2014-09-30,16.13,0.02,806.4999999999999
2014-10-01,15.82,0.02,791.0
2014-10-02,15.65,0.02,782.5
2014-10-03,15.76,0.02,788.0
2014-10-06,15.76,0.02,788.0
2014-10-07,15.33,0.02,766.5
2014-10-08,15.74,0.02,787.0
2014-10-09,15.26,0.02,763.0
2014-10-10,14.97,0.02,748.5
2014-10-13,14.53,0.02,726.5
2014-10-14,14.58,0.02,729.0
2014-10-15,14.48,0.02,724.0
2014-10-16,14.24,0.02,712.0
2014-10-17,14.26,0.02,713.0
2014-10-20,14.43,0.02,721.5
2014-10-21,15.01,0.02,750.5
2014-10-22,14.86,0.02,743.0
2014-10-23,15.1,0.02,755.0
2014-10-24,15.32,0.02,766.0
2014-10-27,15.07,0.02,753.5
2014-10-28,15.07,0.02,753.5
2014-10-29,15.14,0.02,757.0
2014-10-30,15.06,0.02,753.0
2014-10-31,15.05,0.02,752.5
2014-11-03,15.1,0.02,755.0
2014-11-04,14.74,0.02,737.0
2014-11-05,14.86,0.02,743.0
2014-11-06,14.99,0.11,136.27272727272728
2014-11-07,14.84,0.11,134.9090909090909
2014-11-10,14.94,0.11,135.8181818181818
2014-11-11,14.92,0.11,135.63636363636363
2014-11-12,15.0,0.11,136.36363636363637
2014-11-13,14.82,0.11,134.72727272727272
2014-11-14,14.98,0.11,136.1818181818182
2014-11-17,14.94,0.11,135.8181818181818
2014-11-18,14.91,0.11,135.54545454545453
2014-11-19,14.98,0.11,136.1818181818182
2014-11-20,14.76,0.11,134.1818181818182
2014-11-21,14.83,0.11,134.8181818181818
2014-11-24,15.05,0.11,136.8181818181818
2014-11-25,15.02,0.11,136.54545454545453
2014-11-26,15.2,0.11,138.1818181818182
2014-11-28,15.05,0.11,136.8181818181818
2014-12-01,15.05,0.11,136.8181818181818
2014-12-02,15.23,0.11,138.45454545454547
2014-12-03,15.25,0.11,138.63636363636363
2014-12-04,15.16,0.11,137.8181818181818
2014-12-05,15.23,0.11,138.45454545454547
2014-12-08,14.99,0.11,136.27272727272728
2014-12-09,15.11,0.11,137.36363636363635
2014-12-10,14.87,0.11,135.1818181818182
2014-12-11,14.78,0.11,134.36363636363635
2014-12-12,14.65,0.11,133.1818181818182
2014-12-15,14.25,0.11,129.54545454545453
2014-12-16,14.24,0.11,129.45454545454547
2014-12-17,14.37,0.11,130.63636363636363
2014-12-18,14.48,0.11,131.63636363636363
2014-12-19,14.59,0.11,132.63636363636363
2014-12-22,14.75,0.11,134.0909090909091
2014-12-23,14.99,0.11,136.27272727272728
2014-12-24,14.92,0.11,135.63636363636363
2014-12-26,15.04,0.11,136.72727272727272
2014-12-29,15.13,0.11,137.54545454545456
2014-12-30,15.18,0.11,138.0
2014-12-31,15.08,0.11,137.0909090909091
2015-01-02,14.98,0.11,136.1818181818182
2015-01-05,14.64,0.11,133.0909090909091
2015-01-06,14.47,0.11,131.54545454545456
2015-01-07,14.41,0.11,131.0
2015-01-08,14.74,0.11,134.0
2015-01-09,14.88,0.11,135.27272727272728
2015-01-12,14.72,0.11,133.8181818181818
2015-01-13,14.7,0.11,133.63636363636363
2015-01-14,14.63,0.11,133.0
2015-01-15,14.54,0.11,132.1818181818182
2015-01-16,14.54,0.11,132.1818181818182
2015-01-20,14.44,0.11,131.27272727272728
2015-01-21,14.45,0.11,131.36363636363635
2015-01-22,14.7,0.11,133.63636363636363
2015-01-23,14.66,0.11,133.27272727272728
2015-01-26,14.98,0.11,136.1818181818182
2015-01-27,14.91,0.11,135.54545454545453
2015-01-28,14.75,0.11,134.0909090909091
2015-01-29,14.46,0.11,131.45454545454547
2015-01-30,14.44,0.11,131.27272727272728
2015-02-02,14.48,0.11,131.63636363636363
2015-02-03,15.13,0.11,137.54545454545456
2015-02-04,15.11,0.11,137.36363636363635
2015-02-05,15.22,0.11,138.36363636363637
2015-02-06,15.77,0.25,63.08
2015-02-09,16.17,0.25,64.68
2015-02-10,16.3,0.25,65.2
2015-02-11,16.3,0.25,65.2
2015-02-12,16.36,0.25,65.44
2015-02-13,16.41,0.25,65.64
2015-02-17,16.56,0.25,66.24
2015-02-18,16.51,0.25,66.04
2015-02-19,16.55,0.25,66.2
2015-02-20,16.67,0.25,66.68
2015-02-23,16.9,0.25,67.6
2015-02-24,16.91,0.25,67.64
2015-02-25,17.01,0.25,68.04
2015-02-26,16.86,0.25,67.44
2015-02-27,16.82,0.25,67.28
2015-03-02,17.0,0.25,68.0
2015-03-03,16.72,0.25,66.88
2015-03-04,16.62,0.25,66.48
2015-03-05,16.65,0.25,66.6
2015-03-06,16.41,0.25,65.64
2015-03-09,16.29,0.25,65.16
2015-03-10,15.93,0.25,63.72
2015-03-11,16.06,0.25,64.24
2015-03-12,16.44,0.25,65.76
2015-03-13,16.39,0.25,65.56
2015-03-16,16.58,0.25,66.32
2015-03-17,16.46,0.25,65.84
2015-03-18,16.59,0.25,66.36
2015-03-19,16.4,0.25,65.6
2015-03-20,16.54,0.25,66.16
2015-03-23,16.61,0.25,66.44
2015-03-24,16.56,0.25,66.24
2015-03-25,16.24,0.25,64.96
2015-03-26,16.02,0.25,64.08
2015-03-27,15.95,0.25,63.8
2015-03-30,16.04,0.25,64.16
2015-03-31,15.87,0.25,63.48
2015-04-01,15.93,0.25,63.72
2015-04-02,15.99,0.25,63.96
2015-04-06,16.09,0.25,64.36
2015-04-07,15.95,0.25,63.8
2015-04-08,15.89,0.25,63.56
2015-04-09,15.72,0.25,62.88
2015-04-10,15.73,0.25,62.92
2015-04-13,15.94,0.25,63.76
2015-04-14,15.85,0.25,63.4
2015-04-15,15.84,0.25,63.36
2015-04-16,15.7,0.25,62.8
2015-04-17,15.49,0.25,61.96
2015-04-20,15.48,0.25,61.92
2015-04-21,15.35,0.25,61.4
2015-04-22,15.41,0.25,61.64
2015-04-23,15.46,0.25,61.84
2015-04-24,15.43,0.25,61.72
2015-04-27,15.47,0.25,61.88
2015-04-28,15.86,0.25,63.44
2015-04-29,15.66,0.25,62.64
2015-04-30,15.57,0.25,62.28
2015-05-01,15.93,0.25,63.72
2015-05-04,16.07,0.25,64.28
2015-05-05,15.92,0.25,63.68
2015-05-06,14.91,0.04,372.75
2015-05-07,14.91,0.04,372.75
2015-05-08,15.09,0.04,377.25
2015-05-11,15.59,0.04,389.75
2015-05-12,15.18,0.04,379.5
2015-05-13,15.1,0.04,377.5
2015-05-14,15.14,0.04,378.5
2015-05-15,15.3,0.04,382.5
2015-05-18,15.35,0.04,383.75
2015-05-19,15.39,0.04,384.75
2015-05-20,15.33,0.04,383.25
2015-05-21,15.36,0.04,384.0
2015-05-22,15.25,0.04,381.25
2015-05-26,15.04,0.04,375.99999999999994
2015-05-27,15.13,0.04,378.25
2015-05-28,15.1,0.04,377.5
2015-05-29,14.95,0.04,373.75
2015-06-01,15.0,0.04,375.0
2015-06-02,14.91,0.04,372.75
2015-06-03,14.94,0.04,373.5
2015-06-04,14.72,0.04,368.0
2015-06-05,14.64,0.04,366.0
2015-06-08,14.57,0.04,364.25
2015-06-09,14.3,0.04,357.5
2015-06-10,14.29,0.04,357.24999999999994
2015-06-11,14.26,0.04,356.5
2015-06-12,14.18,0.04,354.5
2015-06-15,14.05,0.04,351.25
2015-06-16,13.99,0.04,349.75
2015-06-17,13.95,0.04,348.75
2015-06-18,14.23,0.04,355.75
2015-06-19,14.58,0.04,364.5
2015-06-22,14.68,0.04,367.0
2015-06-23,14.66,0.04,366.5
2015-06-24,14.47,0.04,361.75
2015-06-25,14.34,0.04,358.5
2015-06-26,14.62,0.04,365.5
2015-06-29,14.03,0.04,350.75
2015-06-30,14.24,0.04,356.0
2015-07-01,14.3,0.04,357.5
2015-07-02,14.21,0.04,355.25
2015-07-06,13.83,0.04,345.75
2015-07-07,14.03,0.04,350.75
2015-07-08,13.81,0.04,345.25
2015-07-09,13.75,0.04,343.75
2015-07-10,13.83,0.04,345.75
2015-07-13,14.0,0.04,350.0
2015-07-14,14.02,0.04,350.5
2015-07-15,14.1,0.04,352.5
2015-07-16,14.29,0.04,357.24999999999994
2015-07-17,14.35,0.04,358.75
2015-07-20,14.48,0.04,362.0
2015-07-21,14.24,0.04,356.0
2015-07-22,14.26,0.04,356.5
2015-07-23,14.41,0.04,360.25
2015-07-24,14.43,0.04,360.75
2015-07-27,14.35,0.04,358.75
2015-07-28,14.29,0.04,357.24999999999994
2015-07-29,14.34,0.04,358.5
2015-07-30,14.29,0.04,357.24999999999994
2015-07-31,14.27,0.04,356.75
2015-08-03,14.06,0.04,351.5
2015-08-04,14.13,0.04,353.25
2015-08-05,14.2,0.04,355.0
2015-08-06,13.71,0.04,342.75
2015-08-07,13.83,0.04,345.75
2015-08-10,14.02,0.04,350.5
2015-08-11,13.74,0.04,343.5
2015-08-12,13.85,0.04,346.25
2015-08-13,14.89,-0.66,-22.56060606060606
2015-08-14,14.91,-0.66,-22.59090909090909
2015-08-17,15.06,-0.66,-22.818181818181817
2015-08-18,14.98,-0.66,-22.696969696969695
2015-08-19,14.89,-0.66,-22.56060606060606
2015-08-20,14.17,-0.66,-21.46969696969697
2015-08-21,13.87,-0.66,-21.015151515151512
2015-08-24,13.04,-0.66,-19.757575757575754
2015-08-25,13.17,-0.66,-19.954545454545453
2015-08-26,13.43,-0.66,-20.348484848484848
2015-08-27,13.81,-0.66,-20.924242424242426
2015-08-28,14.02,-0.66,-21.242424242424242
2015-08-31,13.83,-0.66,-20.954545454545453
2015-09-01,13.31,-0.66,-20.166666666666668
2015-09-02,13.33,-0.66,-20.196969696969695
2015-09-03,13.58,-0.66,-20.575757575757574
2015-09-04,13.09,-0.66,-19.833333333333332
2015-09-08,13.46,-0.66,-20.393939393939394
2015-09-09,13.33,-0.66,-20.196969696969695
2015-09-10,13.15,-0.66,-19.924242424242422
2015-09-11,13.15,-0.66,-19.924242424242422
2015-09-14,12.9,-0.66,-19.545454545454547
2015-09-15,12.98,-0.66,-19.666666666666668
2015-09-16,13.0,-0.66,-19.696969696969695
2015-09-17,13.15,-0.66,-19.924242424242422
2015-09-18,12.83,-0.66,-19.439393939393938
2015-09-21,12.9,-0.66,-19.545454545454547
2015-09-22,12.91,-0.66,-19.56060606060606
2015-09-23,12.83,-0.66,-19.439393939393938
2015-09-24,12.88,-0.66,-19.515151515151516
2015-09-25,12.86,-0.66,-19.484848484848484
2015-09-28,12.44,-0.66,-18.848484848484848
2015-09-29,12.42,-0.66,-18.818181818181817
2015-09-30,12.82,-0.66,-19.424242424242422
2015-10-01,12.87,-0.66,-19.499999999999996
2015-10-02,13.14,-0.66,-19.90909090909091
2015-10-05,13.48,-0.66,-20.424242424242426
2015-10-06,13.55,-0.66,-20.53030303030303
2015-10-07,13.69,-0.66,-20.742424242424242
2015-10-08,14.1,-0.66,-21.363636363636363
2015-10-09,14.11,-0.66,-21.378787878787875
2015-10-12,14.09,-0.66,-21.348484848484848
2015-10-13,14.03,-0.66,-21.257575757575754
2015-10-14,14.19,-0.66,-21.5
2015-10-15,14.45,-0.66,-21.89393939393939
2015-10-16,14.67,-0.66,-22.227272727272727
2015-10-19,14.76,-0.66,-22.363636363636363
2015-10-20,14.79,-0.66,-22.409090909090907
2015-10-21,14.42,-0.66,-21.848484848484848
2015-10-22,14.84,-0.66,-22.484848484848484
2015-10-23,15.15,-0.66,-22.954545454545453
2015-10-26,14.85,-0.66,-22.5
2015-10-27,14.73,-0.66,-22.318181818181817
2015-10-28,15.02,-0.66,-22.757575757575754
2015-10-29,15.17,-0.66,-22.984848484848484
2015-10-30,15.48,-0.66,-23.454545454545453
2015-11-02,15.69,-0.66,-23.77272727272727
2015-11-03,15.57,-0.66,-23.59090909090909
2015-11-04,15.61,-0.66,-23.65151515151515
2015-11-05,15.39,-0.66,-23.318181818181817
2015-11-06,15.14,0.3,50.46666666666667
2015-11-09,14.68,0.3,48.93333333333334
2015-11-10,14.64,0.3,48.800000000000004
2015-11-11,14.59,0.3,48.63333333333333
2015-11-12,14.28,0.3,47.6
2015-11-13,13.96,0.3,46.53333333333334
2015-11-16,14.26,0.3,47.53333333333333
2015-11-17,14.23,0.3,47.43333333333334
2015-11-18,14.36,0.3,47.86666666666667
2015-11-19,14.26,0.3,47.53333333333333
2015-11-20,14.42,0.3,48.06666666666667
2015-11-23,14.46,0.3,48.2
2015-11-24,14.6,0.3,48.666666666666664
2015-11-25,14.6,0.3,48.666666666666664
2015-11-27,14.37,0.3,47.9
2015-11-30,14.46,0.3,48.2
2015-12-01,14.78,0.3,49.266666666666666
2015-12-02,14.61,0.3,48.7
2015-12-03,14.04,0.3,46.8
2015-12-04,14.31,0.3,47.7
2015-12-07,14.17,0.3,47.233333333333334
2015-12-08,13.79,0.3,45.96666666666667
2015-12-09,13.82,0.3,46.06666666666667
2015-12-10,14.11,0.3,47.03333333333333
2015-12-11,13.66,0.3,45.53333333333334
2015-12-14,13.64,0.3,45.46666666666667
2015-12-15,13.81,0.3,46.03333333333334
2015-12-16,14.08,0.3,46.93333333333334
2015-12-17,13.75,0.3,45.833333333333336
2015-12-18,13.62,0.3,45.4
2015-12-21,13.83,0.3,46.1
2015-12-22,13.85,0.3,46.166666666666664
2015-12-23,14.25,0.3,47.5
2015-12-24,14.23,0.3,47.43333333333334
2015-12-28,14.06,0.3,46.86666666666667
2015-12-29,14.29,0.3,47.63333333333333
2015-12-30,14.1,0.3,47.0
2015-12-31,13.96,0.3,46.53333333333334
2016-01-04,13.67,0.3,45.56666666666667
2016-01-05,13.11,0.3,43.7
2016-01-06,13.23,0.3,44.1
2016-01-07,13.01,0.3,43.36666666666667
2016-01-08,13.01,0.3,43.36666666666667
2016-01-11,12.66,0.3,42.2
2016-01-12,12.83,0.3,42.766666666666666
2016-01-13,12.53,0.3,41.766666666666666
2016-01-14,13.09,0.3,43.63333333333333
2016-01-15,12.81,0.3,42.7
2016-01-19,12.73,0.3,42.43333333333334
2016-01-20,12.48,0.3,41.6
2016-01-21,12.72,0.3,42.400000000000006
2016-01-22,13.04,0.3,43.46666666666667
2016-01-25,12.83,0.3,42.766666666666666
2016-01-26,13.16,0.3,43.86666666666667
2016-01-27,13.06,0.3,43.53333333333334
2016-01-28,13.18,0.3,43.93333333333334
2016-01-29,13.35,0.3,44.5
2016-02-01,13.12,0.3,43.733333333333334
2016-02-02,12.57,0.3,41.900000000000006
2016-02-03,12.69,0.3,42.3
2016-02-04,12.78,0.3,42.6
2016-02-05,11.92,0.11,108.36363636363636
2016-02-08,11.26,0.11,102.36363636363636
2016-02-09,11.09,0.11,100.81818181818181
2016-02-10,11.13,0.11,101.18181818181819
2016-02-11,10.89,0.11,99.0
2016-02-12,11.27,0.11,102.45454545454545
2016-02-16,11.54,0.11,104.9090909090909
2016-02-17,11.6,0.11,105.45454545454545
2016-02-18,11.45,0.11,104.09090909090908
2016-02-19,11.59,0.11,105.36363636363636
2016-02-22,11.75,0.11,106.81818181818181
2016-02-23,11.62,0.11,105.63636363636363
2016-02-24,11.55,0.11,105.0
2016-02-25,11.49,0.11,104.45454545454545
2016-02-26,11.58,0.11,105.27272727272727
2016-02-29,11.41,0.11,103.72727272727273
2016-03-01,11.4,0.11,103.63636363636364
2016-03-02,11.57,0.11,105.18181818181819
2016-03-03,11.58,0.11,105.27272727272727
2016-03-04,11.73,0.11,106.63636363636364
2016-03-07,11.95,0.11,108.63636363636363
2016-03-08,11.59,0.11,105.36363636363636
2016-03-09,11.84,0.11,107.63636363636364
2016-03-10,11.73,0.11,106.63636363636364
2016-03-11,12.4,0.11,112.72727272727273
2016-03-14,12.15,0.11,110.45454545454545
2016-03-15,12.29,0.11,111.72727272727272
2016-03-16,12.78,0.11,116.18181818181817
2016-03-17,13.1,0.11,119.0909090909091
2016-03-18,12.91,0.11,117.36363636363636
2016-03-21,13.01,0.11,118.27272727272727
