date,CB,CB_EPS,PE Ratio
2008-09-11,51.73,3.35,15.441791044776117
2008-09-12,52.12,3.35,15.55820895522388
2008-09-15,52.77,3.35,15.75223880597015
2008-09-16,57.25,3.35,17.089552238805968
2008-09-17,55.56,3.35,16.585074626865673
2008-09-18,59.1,3.35,17.64179104477612
2008-09-19,66.0,3.35,19.70149253731343
2008-09-22,59.79,3.35,17.84776119402985
2008-09-23,56.5,3.35,16.865671641791046
2008-09-24,56.06,3.35,16.734328358208955
2008-09-25,60.0,3.35,17.91044776119403
2008-09-26,57.3,3.35,17.104477611940297
2008-09-29,53.0,3.35,15.82089552238806
2008-09-30,54.13,3.35,16.15820895522388
2008-10-01,53.97,3.35,16.110447761194028
2008-10-02,54.0,3.35,16.119402985074625
2008-10-03,52.75,3.35,15.746268656716417
2008-10-06,52.4,3.35,15.641791044776118
2008-10-07,50.5,3.35,15.074626865671641
2008-10-08,45.5,3.35,13.582089552238806
2008-10-09,38.25,3.35,11.417910447761194
2008-10-10,40.75,3.35,12.164179104477611
2008-10-13,45.84,3.35,13.683582089552239
2008-10-14,49.25,3.35,14.701492537313433
2008-10-15,44.43,3.35,13.26268656716418
2008-10-16,44.58,3.35,13.307462686567163
2008-10-17,46.58,3.35,13.904477611940298
2008-10-20,49.38,3.35,14.740298507462686
2008-10-21,47.76,3.35,14.256716417910447
2008-10-22,45.3,3.35,13.522388059701491
2008-10-23,47.53,3.35,14.188059701492538
2008-10-24,48.51,3.35,14.480597014925372
2008-10-27,44.35,3.35,13.238805970149254
2008-10-28,49.37,3.35,14.737313432835819
2008-10-29,56.54,3.35,16.877611940298507
2008-10-30,55.75,3.35,16.64179104477612
2008-10-31,57.36,3.35,17.122388059701493
2008-11-03,55.23,3.35,16.486567164179103
2008-11-04,55.34,3.35,16.519402985074628
2008-11-05,52.37,3.35,15.63283582089552
2008-11-06,51.23,3.35,15.292537313432835
2008-11-07,53.4,3.51,15.213675213675215
2008-11-10,51.72,3.51,14.735042735042736
2008-11-11,51.55,3.51,14.686609686609687
2008-11-12,49.63,3.51,14.139601139601142
2008-11-13,54.15,3.51,15.427350427350428
2008-11-14,52.7,3.51,15.014245014245017
2008-11-17,51.21,3.51,14.589743589743591
2008-11-18,50.41,3.51,14.361823361823362
2008-11-19,40.45,3.51,11.524216524216525
2008-11-20,37.97,3.51,10.817663817663817
2008-11-21,45.85,3.51,13.062678062678064
2008-11-24,46.6,3.51,13.276353276353278
2008-11-25,48.5,3.51,13.817663817663819
2008-11-26,49.64,3.51,14.142450142450144
2008-11-28,52.25,3.51,14.886039886039887
2008-12-01,44.25,3.51,12.606837606837608
2008-12-02,45.44,3.51,12.945868945868947
2008-12-03,46.94,3.51,13.373219373219374
2008-12-04,47.35,3.51,13.490028490028491
2008-12-05,51.83,3.51,14.766381766381766
2008-12-08,49.2,3.51,14.017094017094019
2008-12-09,47.76,3.51,13.606837606837606
2008-12-10,47.96,3.51,13.663817663817666
2008-12-11,47.34,3.51,13.487179487179489
2008-12-12,47.11,3.51,13.421652421652423
2008-12-15,48.16,3.51,13.720797720797721
2008-12-16,51.46,3.51,14.660968660968662
2008-12-17,51.0,3.51,14.529914529914532
2008-12-18,51.76,3.51,14.746438746438747
2008-12-19,52.06,3.51,14.831908831908834
2008-12-22,52.04,3.51,14.826210826210827
2008-12-23,51.66,3.51,14.717948717948717
2008-12-24,51.55,3.51,14.686609686609687
2008-12-26,51.92,3.51,14.792022792022793
2008-12-29,52.27,3.51,14.891737891737893
2008-12-30,52.29,3.51,14.897435897435898
2008-12-31,52.92,3.51,15.076923076923078
2009-01-02,53.03,3.51,15.10826210826211
2009-01-05,52.66,3.51,15.002849002849002
2009-01-06,51.35,3.51,14.629629629629632
2009-01-07,49.25,3.51,14.031339031339032
2009-01-08,49.5,3.51,14.102564102564104
2009-01-09,49.75,3.51,14.173789173789174
2009-01-12,47.2,3.51,13.447293447293449
2009-01-13,49.14,3.51,14.000000000000002
2009-01-14,47.67,3.51,13.581196581196583
2009-01-15,48.69,3.51,13.871794871794872
2009-01-16,49.77,3.51,14.17948717948718
2009-01-20,46.27,3.51,13.182336182336185
2009-01-21,47.75,3.51,13.603988603988604
2009-01-22,44.95,3.51,12.806267806267808
2009-01-23,44.13,3.51,12.572649572649574
2009-01-26,44.9,3.51,12.792022792022792
2009-01-27,45.38,3.51,12.92877492877493
2009-01-28,48.82,3.51,13.90883190883191
2009-01-29,45.12,3.51,12.854700854700855
2009-01-30,43.66,3.51,12.438746438746438
2009-02-02,43.15,3.51,12.293447293447294
2009-02-03,42.77,3.51,12.185185185185187
2009-02-04,43.64,3.51,12.433048433048434
2009-02-05,44.4,3.51,12.64957264957265
2009-02-06,44.47,3.51,12.66951566951567
2009-02-09,45.28,3.51,12.900284900284902
2009-02-10,42.07,3.51,11.985754985754987
2009-02-11,43.81,3.51,12.481481481481483
2009-02-12,44.77,3.51,12.754985754985757
2009-02-13,42.33,3.51,12.05982905982906
2009-02-17,40.66,3.51,11.584045584045583
2009-02-18,40.2,3.51,11.452991452991455
2009-02-19,40.75,3.51,11.60968660968661
2009-02-20,39.38,3.51,11.219373219373221
2009-02-23,36.36,3.51,10.35897435897436
2009-02-24,38.81,3.51,11.05698005698006
2009-02-25,38.53,3.51,10.977207977207978
2009-02-26,38.51,3.51,10.971509971509972
2009-02-27,36.51,3.57,10.22689075630252
2009-03-02,35.84,3.57,10.039215686274511
2009-03-03,33.95,3.57,9.50980392156863
2009-03-04,34.97,3.57,9.795518207282914
2009-03-05,31.87,3.57,8.92717086834734
2009-03-06,32.5,3.57,9.103641456582633
2009-03-09,31.84,3.57,8.918767507002801
2009-03-10,34.16,3.57,9.568627450980392
2009-03-11,33.72,3.57,9.445378151260504
2009-03-12,35.2,3.57,9.859943977591037
2009-03-13,36.61,3.57,10.254901960784315
2009-03-16,36.47,3.57,10.215686274509805
2009-03-17,38.7,3.57,10.840336134453782
2009-03-18,39.89,3.57,11.173669467787116
2009-03-19,37.6,3.57,10.532212885154063
2009-03-20,38.68,3.57,10.834733893557424
2009-03-23,40.4,3.57,11.316526610644258
2009-03-24,38.25,3.57,10.714285714285715
2009-03-25,38.43,3.57,10.764705882352942
2009-03-26,40.01,3.57,11.207282913165265
2009-03-27,40.15,3.57,11.246498599439777
2009-03-30,37.5,3.57,10.504201680672269
2009-03-31,40.4,3.57,11.316526610644258
2009-04-01,40.82,3.57,11.434173669467787
2009-04-02,42.07,3.57,11.784313725490197
2009-04-03,43.87,3.57,12.288515406162464
2009-04-06,43.66,3.57,12.2296918767507
2009-04-07,42.9,3.57,12.016806722689076
2009-04-08,43.93,3.57,12.305322128851541
2009-04-09,45.53,3.57,12.753501400560225
2009-04-13,47.51,3.57,13.30812324929972
2009-04-14,44.83,3.57,12.557422969187675
2009-04-15,45.75,3.57,12.815126050420169
2009-04-16,46.41,3.57,13.0
2009-04-17,45.96,3.57,12.873949579831933
2009-04-20,43.63,3.57,12.221288515406163
2009-04-21,46.32,3.57,12.974789915966387
2009-04-22,43.44,3.57,12.168067226890756
2009-04-23,43.99,3.57,12.322128851540617
2009-04-24,44.0,3.57,12.324929971988796
2009-04-27,44.94,3.57,12.588235294117647
2009-04-28,45.15,3.57,12.647058823529411
2009-04-29,47.2,3.57,13.221288515406163
2009-04-30,46.32,3.57,12.974789915966387
2009-05-01,45.84,3.57,12.840336134453784
2009-05-04,47.08,3.57,13.18767507002801
2009-05-05,45.17,3.57,12.652661064425772
2009-05-06,45.01,3.57,12.607843137254902
2009-05-07,43.73,3.57,12.249299719887954
2009-05-08,43.52,1.69,25.751479289940832
2009-05-11,42.38,1.69,25.07692307692308
2009-05-12,42.86,1.69,25.36094674556213
2009-05-13,42.21,1.69,24.976331360946748
2009-05-14,43.96,1.69,26.011834319526628
2009-05-15,43.12,1.69,25.514792899408285
2009-05-18,45.4,1.69,26.86390532544379
2009-05-19,43.65,1.69,25.828402366863905
2009-05-20,42.66,1.69,25.242603550295858
2009-05-21,43.79,1.69,25.911242603550296
2009-05-22,43.94,1.69,26.0
2009-05-26,44.96,1.69,26.60355029585799
2009-05-27,43.25,1.69,25.59171597633136
2009-05-28,43.95,1.69,26.005917159763317
2009-05-29,43.99,1.69,26.02958579881657
2009-06-01,44.47,1.69,26.31360946745562
2009-06-02,45.5,1.69,26.923076923076923
2009-06-03,45.54,1.69,26.94674556213018
2009-06-04,46.07,1.69,27.2603550295858
2009-06-05,46.01,1.69,27.224852071005916
2009-06-08,46.16,1.69,27.31360946745562
2009-06-09,45.85,1.69,27.1301775147929
2009-06-10,45.56,1.69,26.958579881656807
2009-06-11,45.55,1.69,26.95266272189349
2009-06-12,44.98,1.69,26.615384615384613
2009-06-15,43.75,1.69,25.887573964497044
2009-06-16,43.36,1.69,25.65680473372781
2009-06-17,42.98,1.69,25.431952662721894
2009-06-18,42.64,1.69,25.230769230769234
2009-06-19,42.9,1.69,25.384615384615383
2009-06-22,42.51,1.69,25.153846153846153
2009-06-23,43.0,1.69,25.443786982248522
2009-06-24,43.92,1.69,25.988165680473376
2009-06-25,44.57,1.69,26.37278106508876
2009-06-26,43.96,1.69,26.011834319526628
2009-06-29,43.95,1.69,26.005917159763317
2009-06-30,44.23,1.69,26.171597633136095
2009-07-01,44.89,1.69,26.562130177514796
2009-07-02,42.99,1.69,25.437869822485208
2009-07-06,44.09,1.69,26.088757396449708
2009-07-07,42.64,1.69,25.230769230769234
2009-07-08,41.76,1.69,24.71005917159763
2009-07-09,41.94,1.69,24.816568047337277
2009-07-10,41.8,1.69,24.733727810650887
2009-07-13,43.63,1.69,25.81656804733728
2009-07-14,43.46,1.69,25.71597633136095
2009-07-15,44.57,1.69,26.37278106508876
2009-07-16,45.38,1.69,26.85207100591716
2009-07-17,44.44,1.69,26.29585798816568
2009-07-20,43.93,1.69,25.994082840236686
2009-07-21,45.15,1.69,26.715976331360945
2009-07-22,46.38,1.69,27.443786982248522
2009-07-23,47.37,1.69,28.029585798816566
2009-07-24,48.4,1.69,28.63905325443787
2009-07-27,48.02,1.69,28.414201183431956
2009-07-28,48.81,1.69,28.88165680473373
2009-07-29,47.97,1.69,28.384615384615383
2009-07-30,47.38,1.69,28.035502958579883
2009-07-31,49.06,1.69,29.02958579881657
2009-08-03,50.05,1.69,29.615384615384613
2009-08-04,50.49,1.69,29.875739644970416
2009-08-05,50.01,1.69,29.59171597633136
2009-08-06,50.26,1.69,29.7396449704142
2009-08-07,50.54,3.28,15.408536585365855
2009-08-10,49.61,3.28,15.125
2009-08-11,49.22,3.28,15.00609756097561
2009-08-12,50.2,3.28,15.30487804878049
2009-08-13,50.06,3.28,15.26219512195122
2009-08-14,49.29,3.28,15.027439024390244
2009-08-17,47.91,3.28,14.606707317073171
2009-08-18,48.75,3.28,14.862804878048781
2009-08-19,49.91,3.28,15.216463414634147
2009-08-20,50.78,3.28,15.481707317073171
2009-08-21,50.52,3.28,15.402439024390246
2009-08-24,49.91,3.28,15.216463414634147
2009-08-25,50.81,3.28,15.490853658536587
2009-08-26,51.01,3.28,15.551829268292684
2009-08-27,52.36,3.28,15.963414634146343
2009-08-28,52.38,3.28,15.969512195121952
2009-08-31,52.18,3.28,15.908536585365855
2009-09-01,50.69,3.28,15.454268292682928
2009-09-02,50.41,3.28,15.36890243902439
2009-09-03,52.33,3.28,15.954268292682928
2009-09-04,51.56,3.28,15.719512195121952
2009-09-08,51.47,3.28,15.692073170731708
2009-09-09,51.45,3.28,15.685975609756099
2009-09-10,51.59,3.28,15.728658536585368
2009-09-11,51.24,3.28,15.621951219512196
2009-09-14,51.37,3.28,15.661585365853659
2009-09-15,50.61,3.28,15.42987804878049
2009-09-16,51.88,3.28,15.817073170731708
2009-09-17,50.85,3.28,15.503048780487806
2009-09-18,50.03,3.28,15.253048780487806
2009-09-21,50.25,3.28,15.320121951219512
2009-09-22,49.46,3.28,15.079268292682928
2009-09-23,49.84,3.28,15.195121951219514
2009-09-24,49.88,3.28,15.207317073170733
2009-09-25,51.46,3.28,15.689024390243903
2009-09-28,52.97,3.28,16.149390243902438
2009-09-29,53.41,3.28,16.283536585365855
2009-09-30,53.46,3.28,16.29878048780488
2009-10-01,53.75,3.28,16.38719512195122
2009-10-02,53.76,3.28,16.390243902439025
2009-10-05,53.82,3.28,16.408536585365855
2009-10-06,54.66,3.28,16.664634146341463
2009-10-07,55.01,3.28,16.771341463414636
2009-10-08,54.8,3.28,16.70731707317073
2009-10-09,54.51,3.28,16.618902439024392
2009-10-12,54.22,3.28,16.53048780487805
2009-10-13,53.72,3.28,16.378048780487806
2009-10-14,54.73,3.28,16.6859756097561
2009-10-15,54.67,3.28,16.66768292682927
2009-10-16,54.85,3.28,16.722560975609756
2009-10-19,55.14,3.28,16.8109756097561
2009-10-20,54.79,3.28,16.704268292682926
2009-10-21,53.86,3.28,16.420731707317074
2009-10-22,54.78,3.28,16.701219512195124
2009-10-23,54.38,3.28,16.57926829268293
2009-10-26,53.43,3.28,16.289634146341463
2009-10-27,53.27,3.28,16.240853658536587
2009-10-28,51.91,3.28,15.826219512195122
2009-10-29,52.84,3.28,16.10975609756098
2009-10-30,51.36,3.28,15.658536585365855
2009-11-02,51.44,3.28,15.682926829268293
2009-11-03,51.28,3.28,15.634146341463415
2009-11-04,51.54,3.28,15.713414634146343
2009-11-05,51.01,3.28,15.551829268292684
2009-11-06,51.28,3.28,15.634146341463415
2009-11-09,52.87,4.74,11.154008438818565
2009-11-10,52.32,4.74,11.037974683544304
2009-11-11,52.26,4.74,11.025316455696201
2009-11-12,51.58,4.74,10.881856540084387
2009-11-13,51.5,4.74,10.864978902953586
2009-11-16,51.15,4.74,10.791139240506329
2009-11-17,51.4,4.74,10.843881856540083
2009-11-18,50.97,4.74,10.753164556962025
2009-11-19,50.28,4.74,10.60759493670886
2009-11-20,49.73,4.74,10.491561181434598
2009-11-23,49.76,4.74,10.49789029535865
2009-11-24,49.82,4.74,10.51054852320675
2009-11-25,49.85,4.74,10.516877637130802
2009-11-27,48.18,4.74,10.164556962025316
2009-11-30,48.71,4.74,10.276371308016877
2009-12-01,49.82,4.74,10.51054852320675
2009-12-02,49.92,4.74,10.531645569620252
2009-12-03,48.44,4.74,10.21940928270042
2009-12-04,48.81,4.74,10.29746835443038
2009-12-07,49.22,4.74,10.383966244725737
2009-12-08,49.1,4.74,10.358649789029535
2009-12-09,49.7,4.74,10.485232067510548
2009-12-10,50.09,4.74,10.567510548523208
2009-12-11,50.21,4.74,10.592827004219409
2009-12-14,50.3,4.74,10.61181434599156
2009-12-15,49.34,4.74,10.409282700421942
2009-12-16,49.2,4.74,10.379746835443038
2009-12-17,48.58,4.74,10.248945147679324
2009-12-18,48.85,4.74,10.30590717299578
2009-12-21,48.78,4.74,10.291139240506329
2009-12-22,49.64,4.74,10.472573839662447
2009-12-23,49.95,4.74,10.537974683544304
2009-12-24,50.05,4.74,10.559071729957806
2009-12-28,50.4,4.74,10.632911392405063
2009-12-29,50.33,4.74,10.618143459915611
2009-12-30,50.52,4.74,10.658227848101266
2009-12-31,50.4,4.74,10.632911392405063
2010-01-04,49.27,4.74,10.39451476793249
2010-01-05,48.16,4.74,10.160337552742615
2010-01-06,47.5,4.74,10.021097046413502
2010-01-07,47.77,4.74,10.078059071729959
2010-01-08,47.5,4.74,10.021097046413502
2010-01-11,48.01,4.74,10.128691983122362
2010-01-12,48.11,4.74,10.149789029535864
2010-01-13,48.27,4.74,10.183544303797468
2010-01-14,48.73,4.74,10.280590717299576
2010-01-15,48.21,4.74,10.170886075949367
2010-01-19,48.82,4.74,10.29957805907173
2010-01-20,48.74,4.74,10.282700421940929
2010-01-21,48.41,4.74,10.21308016877637
2010-01-22,47.89,4.74,10.10337552742616
2010-01-25,48.44,4.74,10.21940928270042
2010-01-26,48.55,4.74,10.242616033755274
2010-01-27,48.96,4.74,10.329113924050633
2010-01-28,48.83,4.74,10.30168776371308
2010-01-29,49.27,4.74,10.39451476793249
2010-02-01,49.02,4.74,10.341772151898734
2010-02-02,49.56,4.74,10.455696202531646
2010-02-03,49.66,4.74,10.476793248945146
2010-02-04,48.13,4.74,10.154008438818565
2010-02-05,48.33,4.74,10.196202531645568
2010-02-08,48.31,4.74,10.191983122362869
2010-02-09,48.7,4.74,10.274261603375528
2010-02-10,48.79,4.74,10.29324894514768
2010-02-11,48.78,4.74,10.291139240506329
2010-02-12,48.81,4.74,10.29746835443038
2010-02-16,49.49,4.74,10.440928270042194
2010-02-17,49.75,4.74,10.495780590717299
2010-02-18,50.32,4.74,10.61603375527426
2010-02-19,50.39,4.74,10.630801687763713
2010-02-22,50.7,4.74,10.69620253164557
2010-02-23,50.29,4.74,10.609704641350211
2010-02-24,50.33,4.74,10.618143459915611
2010-02-25,50.37,7.57,6.653896961690885
2010-02-26,49.99,7.57,6.603698811096433
2010-03-01,50.43,7.57,6.661822985468956
2010-03-02,50.35,7.57,6.6512549537648615
2010-03-03,50.55,7.57,6.677675033025098
2010-03-04,50.85,7.57,6.717305151915456
2010-03-05,51.49,7.57,6.801849405548217
2010-03-08,51.82,7.57,6.845442536327608
2010-03-09,50.43,7.57,6.661822985468956
2010-03-10,49.94,7.57,6.597093791281373
2010-03-11,50.24,7.57,6.636723910171731
2010-03-12,50.2,7.57,6.6314398943196835
2010-03-15,50.81,7.57,6.7120211360634086
2010-03-16,51.26,7.57,6.771466314398943
2010-03-17,51.5,7.57,6.803170409511228
2010-03-18,51.52,7.57,6.805812417437252
2010-03-19,52.7,7.57,6.961690885072655
2010-03-22,52.43,7.57,6.926023778071334
2010-03-23,52.79,7.57,6.973579920739762
2010-03-24,52.88,7.57,6.985468956406869
2010-03-25,52.67,7.57,6.95772787318362
2010-03-26,52.76,7.57,6.969616908850726
2010-03-29,52.69,7.57,6.960369881109643
2010-03-30,52.61,7.57,6.949801849405548
2010-03-31,52.3,7.57,6.908850726552179
2010-04-01,52.82,7.57,6.977542932628798
2010-04-05,52.56,7.57,6.943196829590489
2010-04-06,52.73,7.57,6.96565389696169
2010-04-07,53.56,7.57,7.075297225891678
2010-04-08,53.3,7.57,7.040951122853368
2010-04-09,53.44,7.57,7.059445178335534
2010-04-12,53.05,7.57,7.0079260237780705
2010-04-13,53.4,7.57,7.054161162483487
2010-04-14,53.89,7.57,7.11889035667107
2010-04-15,53.35,7.57,7.047556142668428
2010-04-16,52.62,7.57,6.95112285336856
2010-04-19,52.42,7.57,6.924702774108322
2010-04-20,52.71,7.57,6.963011889035667
2010-04-21,52.45,7.57,6.928665785997358
2010-04-22,52.2,7.57,6.895640686922061
2010-04-23,53.13,7.57,7.018494055482167
2010-04-26,52.65,7.57,6.955085865257596
2010-04-27,52.4,7.57,6.922060766182298
2010-04-28,53.65,7.57,7.087186261558784
2010-04-29,53.14,7.57,7.019815059445178
2010-04-30,53.19,7.57,7.026420079260237
2010-05-03,52.87,7.57,6.984147952443856
2010-05-04,52.08,7.57,6.879788639365918
2010-05-05,52.26,7.57,6.903566710700131
2010-05-06,50.62,7.57,6.6869220607661815
2010-05-07,50.54,2.23,22.663677130044842
2010-05-10,51.54,2.23,23.112107623318387
2010-05-11,51.63,2.23,23.152466367713007
2010-05-12,53.79,2.23,24.121076233183857
2010-05-13,53.72,2.23,24.08968609865471
2010-05-14,53.03,2.23,23.780269058295964
2010-05-17,53.31,2.23,23.905829596412556
2010-05-18,52.75,2.23,23.654708520179373
2010-05-19,52.83,2.23,23.690582959641254
2010-05-20,49.96,2.23,22.40358744394619
2010-05-21,49.94,2.23,22.394618834080717
2010-05-24,49.15,2.23,22.04035874439462
2010-05-25,48.71,2.23,21.84304932735426
2010-05-26,48.43,2.23,21.717488789237667
2010-05-27,49.81,2.23,22.336322869955158
2010-05-28,49.16,2.23,22.04484304932735
2010-06-01,48.56,2.23,21.77578475336323
2010-06-02,49.33,2.23,22.121076233183857
2010-06-03,50.09,2.23,22.46188340807175
2010-06-04,48.44,2.23,21.7219730941704
2010-06-07,48.49,2.23,21.744394618834082
2010-06-08,49.37,2.23,22.139013452914796
2010-06-09,49.43,2.23,22.16591928251121
2010-06-10,50.63,2.23,22.704035874439462
2010-06-11,51.26,2.23,22.986547085201792
2010-06-14,51.39,2.23,23.044843049327355
2010-06-15,52.32,2.23,23.46188340807175
2010-06-16,52.11,2.23,23.367713004484305
2010-06-17,52.55,2.23,23.565022421524663
2010-06-18,53.08,2.23,23.80269058295964
2010-06-21,53.36,2.23,23.928251121076233
2010-06-22,53.5,2.23,23.99103139013453
2010-06-23,52.88,2.23,23.713004484304935
2010-06-24,52.79,2.23,23.672645739910315
2010-06-25,53.2,2.23,23.85650224215247
2010-06-28,53.38,2.23,23.937219730941706
2010-06-29,51.77,2.23,23.2152466367713
2010-06-30,51.48,2.23,23.08520179372197
2010-07-01,51.2,2.23,22.959641255605383
2010-07-02,50.83,2.23,22.79372197309417
2010-07-06,50.86,2.23,22.807174887892376
2010-07-07,51.89,2.23,23.269058295964125
2010-07-08,52.22,2.23,23.417040358744394
2010-07-09,54.69,2.23,24.524663677130043
2010-07-12,55.02,2.23,24.672645739910315
2010-07-13,55.88,2.23,25.058295964125563
2010-07-14,55.2,2.23,24.753363228699552
2010-07-15,55.0,2.23,24.663677130044842
2010-07-16,53.7,2.23,24.08071748878924
2010-07-19,53.32,2.23,23.91031390134529
2010-07-20,53.5,2.23,23.99103139013453
2010-07-21,52.47,2.23,23.52914798206278
2010-07-22,52.91,2.23,23.726457399103136
2010-07-23,52.75,2.23,23.654708520179373
2010-07-26,52.82,2.23,23.68609865470852
2010-07-27,53.47,2.23,23.977578475336323
2010-07-28,52.97,2.23,23.753363228699552
2010-07-29,52.97,2.23,23.753363228699552
2010-07-30,53.08,2.23,23.80269058295964
2010-08-02,53.26,2.23,23.883408071748878
2010-08-03,53.32,2.23,23.91031390134529
2010-08-04,54.25,2.23,24.327354260089685
2010-08-05,53.74,2.23,24.09865470852018
2010-08-06,53.56,4.22,12.691943127962087
2010-08-09,54.2,4.22,12.843601895734599
2010-08-10,54.16,4.22,12.834123222748815
2010-08-11,52.43,4.22,12.424170616113745
2010-08-12,52.97,4.22,12.552132701421801
2010-08-13,53.42,4.22,12.65876777251185
2010-08-16,53.52,4.22,12.682464454976305
2010-08-17,54.55,4.22,12.92654028436019
2010-08-18,54.4,4.22,12.890995260663507
2010-08-19,53.32,4.22,12.635071090047393
2010-08-20,53.51,4.22,12.680094786729859
2010-08-23,53.48,4.22,12.672985781990521
2010-08-24,52.88,4.22,12.530805687203793
2010-08-25,53.39,4.22,12.651658767772513
2010-08-26,53.44,4.22,12.66350710900474
2010-08-27,54.34,4.22,12.876777251184835
2010-08-30,53.43,4.22,12.661137440758294
2010-08-31,53.47,4.22,12.670616113744076
2010-09-01,54.62,4.22,12.943127962085308
2010-09-02,54.53,4.22,12.9218009478673
2010-09-03,55.24,4.22,13.09004739336493
2010-09-07,54.2,4.22,12.843601895734599
2010-09-08,55.03,4.22,13.040284360189574
2010-09-09,55.63,4.22,13.182464454976305
2010-09-10,55.55,4.22,13.163507109004739
2010-09-13,56.68,4.22,13.431279620853081
2010-09-14,57.36,4.22,13.592417061611375
2010-09-15,57.71,4.22,13.675355450236967
2010-09-16,57.79,4.22,13.694312796208532
2010-09-17,57.9,4.22,13.720379146919433
2010-09-20,58.8,4.22,13.933649289099526
2010-09-21,58.71,4.22,13.912322274881518
2010-09-22,57.63,4.22,13.656398104265405
2010-09-23,56.85,4.22,13.471563981042655
2010-09-24,58.05,4.22,13.755924170616113
2010-09-27,57.57,4.22,13.642180094786731
2010-09-28,58.42,4.22,13.843601895734599
2010-09-29,57.74,4.22,13.682464454976305
2010-09-30,58.25,4.22,13.803317535545025
2010-10-01,58.19,4.22,13.789099526066352
2010-10-04,58.1,4.22,13.767772511848342
2010-10-05,59.5,4.22,14.099526066350712
2010-10-06,59.1,4.22,14.004739336492893
2010-10-07,59.01,4.22,13.983412322274882
2010-10-08,58.91,4.22,13.959715639810426
2010-10-11,59.18,4.22,14.023696682464456
2010-10-12,59.69,4.22,14.144549763033176
2010-10-13,59.69,4.22,14.144549763033176
2010-10-14,59.74,4.22,14.156398104265405
2010-10-15,59.67,4.22,14.139810426540286
2010-10-18,60.4,4.22,14.312796208530806
2010-10-19,59.41,4.22,14.078199052132701
2010-10-20,60.57,4.22,14.35308056872038
2010-10-21,60.43,4.22,14.319905213270143
2010-10-22,60.38,4.22,14.308056872037916
2010-10-25,60.72,4.22,14.388625592417062
2010-10-26,61.26,4.22,14.516587677725118
2010-10-27,60.45,4.22,14.324644549763034
2010-10-28,59.69,4.22,14.144549763033176
2010-10-29,59.42,4.22,14.080568720379148
2010-11-01,60.3,4.22,14.289099526066352
2010-11-02,60.57,4.22,14.35308056872038
2010-11-03,60.54,4.22,14.345971563981044
2010-11-04,62.26,4.22,14.753554502369669
2010-11-05,61.88,4.22,14.66350710900474
2010-11-08,61.11,6.21,9.840579710144928
2010-11-09,60.24,6.21,9.70048309178744
2010-11-10,61.08,6.21,9.83574879227053
2010-11-11,60.16,6.21,9.687600644122384
2010-11-12,59.8,6.21,9.62962962962963
2010-11-15,60.07,6.21,9.673107890499194
2010-11-16,58.89,6.21,9.483091787439614
2010-11-17,58.99,6.21,9.499194847020934
2010-11-18,60.27,6.21,9.705314009661837
2010-11-19,60.45,6.21,9.734299516908212
2010-11-22,60.14,6.21,9.68438003220612
2010-11-23,58.77,6.21,9.46376811594203
2010-11-24,59.68,6.21,9.610305958132045
2010-11-26,58.91,6.21,9.486312399355878
2010-11-29,59.27,6.21,9.544283413848632
2010-11-30,58.52,6.21,9.423510466988729
2010-12-01,59.48,6.21,9.578099838969404
2010-12-02,59.84,6.21,9.636070853462158
2010-12-03,59.43,6.21,9.570048309178745
2010-12-06,59.06,6.21,9.510466988727858
2010-12-07,59.24,6.21,9.539452495974235
2010-12-08,59.4,6.21,9.565217391304348
2010-12-09,59.5,6.21,9.581320450885668
2010-12-10,60.28,6.21,9.706924315619968
2010-12-13,60.95,6.21,9.814814814814815
2010-12-14,60.68,6.21,9.77133655394525
2010-12-15,60.78,6.21,9.78743961352657
2010-12-16,61.49,6.21,9.901771336553946
2010-12-17,61.05,6.21,9.830917874396135
2010-12-20,60.96,6.21,9.816425120772948
2010-12-21,61.8,6.21,9.951690821256038
2010-12-22,62.14,6.21,10.006441223832528
2010-12-23,62.13,6.21,10.004830917874397
2010-12-27,62.06,6.21,9.993558776167472
2010-12-28,62.29,6.21,10.030595813204508
2010-12-29,62.28,6.21,10.028985507246377
2010-12-30,62.37,6.21,10.043478260869565
2010-12-31,62.25,6.21,10.02415458937198
2011-01-03,62.24,6.21,10.022544283413849
2011-01-04,62.2,6.21,10.01610305958132
2011-01-05,61.99,6.21,9.982286634460548
2011-01-06,61.72,6.21,9.938808373590982
2011-01-07,61.26,6.21,9.864734299516908
2011-01-10,60.46,6.21,9.735909822866345
2011-01-11,60.74,6.21,9.780998389694043
2011-01-12,60.85,6.21,9.798711755233494
2011-01-13,60.87,6.21,9.801932367149758
2011-01-14,60.79,6.21,9.789049919484702
2011-01-18,60.66,6.21,9.768115942028984
2011-01-19,60.57,6.21,9.753623188405797
2011-01-20,60.71,6.21,9.776167471819646
2011-01-21,60.51,6.21,9.743961352657005
2011-01-24,60.7,6.21,9.774557165861514
2011-01-25,62.13,6.21,10.004830917874397
2011-01-26,62.45,6.21,10.056360708534623
2011-01-27,63.19,6.21,10.175523349436393
2011-01-28,61.17,6.21,9.85024154589372
2011-01-31,61.59,6.21,9.917874396135266
2011-02-01,62.16,6.21,10.009661835748792
2011-02-02,62.5,6.21,10.064412238325282
2011-02-03,63.29,6.21,10.191626409017713
2011-02-04,63.06,6.21,10.154589371980677
2011-02-07,62.83,6.21,10.117552334943639
2011-02-08,64.27,6.21,10.349436392914653
