date,BK,BK_EPS,PE Ratio
2010-08-05,25.9,0.46,56.30434782608695
2010-08-06,25.73,0.54,47.648148148148145
2010-08-09,25.74,0.54,47.66666666666666
2010-08-10,25.44,0.54,47.11111111111111
2010-08-11,24.77,0.54,45.87037037037037
2010-08-12,24.79,0.54,45.907407407407405
2010-08-13,24.8,0.54,45.925925925925924
2010-08-16,24.7,0.54,45.74074074074073
2010-08-17,25.26,0.54,46.77777777777778
2010-08-18,25.11,0.54,46.49999999999999
2010-08-19,24.59,0.54,45.53703703703703
2010-08-20,24.65,0.54,45.648148148148145
2010-08-23,24.51,0.54,45.388888888888886
2010-08-24,24.34,0.54,45.07407407407407
2010-08-25,24.16,0.54,44.74074074074074
2010-08-26,24.18,0.54,44.77777777777777
2010-08-27,24.65,0.54,45.648148148148145
2010-08-30,24.17,0.54,44.75925925925926
2010-08-31,24.26,0.54,44.925925925925924
2010-09-01,25.12,0.54,46.51851851851852
2010-09-02,25.27,0.54,46.79629629629629
2010-09-03,26.07,0.54,48.27777777777778
2010-09-07,25.47,0.54,47.166666666666664
2010-09-08,25.62,0.54,47.44444444444444
2010-09-09,25.57,0.54,47.35185185185185
2010-09-10,25.5,0.54,47.22222222222222
2010-09-13,26.07,0.54,48.27777777777778
2010-09-14,25.59,0.54,47.388888888888886
2010-09-15,25.68,0.54,47.55555555555555
2010-09-16,25.55,0.54,47.31481481481481
2010-09-17,25.43,0.54,47.09259259259259
2010-09-20,25.94,0.54,48.03703703703704
2010-09-21,25.62,0.54,47.44444444444444
2010-09-22,25.42,0.54,47.074074074074076
2010-09-23,25.13,0.54,46.53703703703703
2010-09-24,26.13,0.54,48.388888888888886
2010-09-27,25.66,0.54,47.51851851851852
2010-09-28,25.86,0.54,47.888888888888886
2010-09-29,25.79,0.54,47.75925925925925
2010-09-30,26.13,0.54,48.388888888888886
2010-10-01,26.34,0.54,48.77777777777777
2010-10-04,26.21,0.54,48.53703703703704
2010-10-05,26.46,0.54,49.0
2010-10-06,26.81,0.54,49.648148148148145
2010-10-07,26.46,0.54,49.0
2010-10-08,26.54,0.54,49.148148148148145
2010-10-11,26.56,0.54,49.185185185185176
2010-10-12,26.58,0.54,49.222222222222214
2010-10-13,26.63,0.54,49.31481481481481
2010-10-14,26.11,0.54,48.35185185185185
2010-10-15,25.84,0.54,47.85185185185185
2010-10-18,26.62,0.54,49.2962962962963
2010-10-19,25.99,0.54,48.129629629629626
2010-10-20,25.55,0.54,47.31481481481481
2010-10-21,25.5,0.54,47.22222222222222
2010-10-22,25.27,0.54,46.79629629629629
2010-10-25,24.93,0.54,46.166666666666664
2010-10-26,25.03,0.54,46.35185185185185
2010-10-27,25.22,0.54,46.703703703703695
2010-10-28,25.17,0.54,46.611111111111114
2010-10-29,25.06,0.54,46.407407407407405
2010-11-01,25.05,0.54,46.388888888888886
2010-11-02,25.08,0.54,46.444444444444436
2010-11-03,25.76,0.54,47.7037037037037
2010-11-04,26.5,0.54,49.07407407407407
2010-11-05,28.17,0.54,52.166666666666664
2010-11-08,28.07,0.51,55.03921568627451
2010-11-09,27.75,0.51,54.411764705882355
2010-11-10,27.72,0.51,54.35294117647059
2010-11-11,27.67,0.51,54.254901960784316
2010-11-12,27.49,0.51,53.90196078431372
2010-11-15,27.73,0.51,54.372549019607845
2010-11-16,27.69,0.51,54.294117647058826
2010-11-17,27.32,0.51,53.568627450980394
2010-11-18,28.04,0.51,54.98039215686274
2010-11-19,27.76,0.51,54.43137254901961
2010-11-22,27.31,0.51,53.549019607843135
2010-11-23,26.88,0.51,52.705882352941174
2010-11-24,27.45,0.51,53.8235294117647
2010-11-26,27.14,0.51,53.21568627450981
2010-11-29,27.19,0.51,53.31372549019608
2010-11-30,26.99,0.51,52.921568627450974
2010-12-01,27.37,0.51,53.666666666666664
2010-12-02,27.84,0.51,54.588235294117645
2010-12-03,28.0,0.51,54.90196078431372
2010-12-06,27.99,0.51,54.882352941176464
2010-12-07,28.14,0.51,55.1764705882353
2010-12-08,28.76,0.51,56.3921568627451
2010-12-09,28.98,0.51,56.8235294117647
2010-12-10,28.95,0.51,56.76470588235294
2010-12-13,29.33,0.51,57.509803921568626
2010-12-14,29.2,0.51,57.25490196078431
2010-12-15,29.16,0.51,57.17647058823529
2010-12-16,29.43,0.51,57.705882352941174
2010-12-17,29.39,0.51,57.627450980392155
2010-12-20,29.46,0.51,57.76470588235294
2010-12-21,29.79,0.51,58.41176470588235
2010-12-22,30.52,0.51,59.84313725490196
2010-12-23,30.09,0.51,59.0
2010-12-27,30.33,0.51,59.470588235294116
2010-12-28,30.39,0.51,59.588235294117645
2010-12-29,30.28,0.51,59.372549019607845
2010-12-30,30.18,0.51,59.17647058823529
2010-12-31,30.2,0.51,59.2156862745098
2011-01-03,30.81,0.51,60.41176470588235
2011-01-04,30.63,0.51,60.05882352941176
2011-01-05,31.69,0.51,62.13725490196079
2011-01-06,31.44,0.51,61.64705882352941
2011-01-07,30.76,0.51,60.31372549019608
2011-01-10,30.7,0.51,60.19607843137255
2011-01-11,30.69,0.51,60.1764705882353
2011-01-12,31.66,0.51,62.07843137254902
2011-01-13,31.64,0.51,62.03921568627451
2011-01-14,32.37,0.51,63.47058823529411
2011-01-18,32.02,0.51,62.7843137254902
2011-01-19,31.48,0.51,61.72549019607843
2011-01-20,31.63,0.51,62.01960784313725
2011-01-21,31.95,0.51,62.647058823529406
2011-01-24,31.64,0.51,62.03921568627451
2011-01-25,31.67,0.51,62.09803921568628
2011-01-26,31.71,0.51,62.1764705882353
2011-01-27,31.62,0.51,62.0
2011-01-28,30.88,0.51,60.549019607843135
2011-01-31,31.23,0.51,61.23529411764706
2011-02-01,32.09,0.51,62.92156862745099
2011-02-02,31.84,0.51,62.431372549019606
2011-02-03,31.46,0.51,61.68627450980392
2011-02-04,31.0,0.51,60.78431372549019
2011-02-07,31.84,0.51,62.431372549019606
2011-02-08,32.2,0.51,63.13725490196079
2011-02-09,31.69,0.51,62.13725490196079
2011-02-10,31.71,0.51,62.1764705882353
2011-02-11,32.15,0.51,63.0392156862745
2011-02-14,32.03,0.51,62.80392156862745
2011-02-15,31.05,0.51,60.88235294117647
2011-02-16,31.24,0.51,61.25490196078431
2011-02-17,31.2,0.51,61.17647058823529
2011-02-18,31.69,0.51,62.13725490196079
2011-02-22,30.91,0.51,60.6078431372549
2011-02-23,30.39,0.51,59.588235294117645
2011-02-24,30.13,0.51,59.07843137254902
2011-02-25,30.63,0.51,60.05882352941176
2011-02-28,30.39,0.55,55.25454545454545
2011-03-01,30.16,0.55,54.83636363636363
2011-03-02,30.03,0.55,54.599999999999994
2011-03-03,30.86,0.55,56.1090909090909
2011-03-04,30.06,0.55,54.65454545454545
2011-03-07,29.85,0.55,54.27272727272727
2011-03-08,30.59,0.55,55.61818181818181
2011-03-09,30.13,0.55,54.781818181818174
2011-03-10,28.81,0.55,52.381818181818176
2011-03-11,28.96,0.55,52.65454545454545
2011-03-14,28.79,0.55,52.34545454545454
2011-03-15,28.75,0.55,52.272727272727266
2011-03-16,28.2,0.55,51.272727272727266
2011-03-17,28.78,0.55,52.32727272727273
2011-03-18,28.88,0.55,52.5090909090909
2011-03-21,29.07,0.55,52.85454545454545
2011-03-22,29.14,0.55,52.98181818181818
2011-03-23,29.03,0.55,52.78181818181818
2011-03-24,29.26,0.55,53.199999999999996
2011-03-25,29.45,0.55,53.54545454545454
2011-03-28,29.3,0.55,53.272727272727266
2011-03-29,29.33,0.55,53.32727272727272
2011-03-30,29.67,0.55,53.945454545454545
2011-03-31,29.87,0.55,54.309090909090905
2011-04-01,30.27,0.55,55.03636363636363
2011-04-04,30.41,0.55,55.29090909090909
2011-04-05,30.4,0.55,55.272727272727266
2011-04-06,30.29,0.55,55.07272727272726
2011-04-07,30.42,0.55,55.309090909090905
2011-04-08,30.22,0.55,54.94545454545454
2011-04-11,30.14,0.55,54.8
2011-04-12,29.96,0.55,54.47272727272727
2011-04-13,29.63,0.55,53.87272727272727
2011-04-14,29.79,0.55,54.16363636363636
2011-04-15,29.72,0.55,54.03636363636363
2011-04-18,29.2,0.55,53.090909090909086
2011-04-19,28.35,0.55,51.54545454545455
2011-04-20,28.54,0.55,51.89090909090908
2011-04-21,28.4,0.55,51.63636363636363
2011-04-25,28.33,0.55,51.5090909090909
2011-04-26,28.7,0.55,52.18181818181817
2011-04-27,28.89,0.55,52.527272727272724
2011-04-28,28.58,0.55,51.963636363636354
2011-04-29,28.96,0.55,52.65454545454545
2011-05-02,28.81,0.55,52.381818181818176
2011-05-03,28.94,0.55,52.61818181818182
2011-05-04,28.75,0.55,52.272727272727266
2011-05-05,28.55,0.55,51.90909090909091
2011-05-06,28.59,0.55,51.98181818181818
2011-05-09,28.57,0.5,57.14
2011-05-10,28.86,0.5,57.72
2011-05-11,28.34,0.5,56.68
2011-05-12,28.49,0.5,56.98
2011-05-13,28.07,0.5,56.14
2011-05-16,28.12,0.5,56.24
2011-05-17,28.41,0.5,56.82
2011-05-18,28.72,0.5,57.44
2011-05-19,28.7,0.5,57.4
2011-05-20,28.19,0.5,56.38
2011-05-23,27.81,0.5,55.62
2011-05-24,27.49,0.5,54.98
2011-05-25,27.39,0.5,54.78
2011-05-26,27.47,0.5,54.94
2011-05-27,27.72,0.5,55.44
2011-05-31,28.11,0.5,56.22
2011-06-01,27.13,0.5,54.26
2011-06-02,27.33,0.5,54.66
2011-06-03,26.9,0.5,53.8
2011-06-06,26.59,0.5,53.18
2011-06-07,26.55,0.5,53.1
2011-06-08,26.22,0.5,52.44
2011-06-09,26.56,0.5,53.12
2011-06-10,26.27,0.5,52.54
2011-06-13,26.66,0.5,53.32
2011-06-14,26.92,0.5,53.84
2011-06-15,26.02,0.5,52.04
2011-06-16,26.23,0.5,52.46
2011-06-17,26.2,0.5,52.4
2011-06-20,26.06,0.5,52.12
2011-06-21,26.32,0.5,52.64
2011-06-22,26.04,0.5,52.08
2011-06-23,25.44,0.5,50.88
2011-06-24,24.64,0.5,49.28
2011-06-27,24.65,0.5,49.3
2011-06-28,24.48,0.5,48.96
2011-06-29,25.44,0.5,50.88
2011-06-30,25.62,0.5,51.24
2011-07-01,26.06,0.5,52.12
2011-07-05,25.7,0.5,51.4
2011-07-06,25.95,0.5,51.9
2011-07-07,26.39,0.5,52.78
2011-07-08,25.8,0.5,51.6
2011-07-11,25.07,0.5,50.14
2011-07-12,25.1,0.5,50.2
2011-07-13,25.16,0.5,50.32
2011-07-14,25.09,0.5,50.18
2011-07-15,25.1,0.5,50.2
2011-07-18,24.64,0.5,49.28
2011-07-19,24.73,0.5,49.46
2011-07-20,24.94,0.5,49.88
2011-07-21,25.87,0.5,51.74
2011-07-22,25.76,0.5,51.52
2011-07-25,25.7,0.5,51.4
2011-07-26,25.71,0.5,51.42
2011-07-27,25.1,0.5,50.2
2011-07-28,25.23,0.5,50.46
2011-07-29,25.11,0.5,50.22
2011-08-01,25.2,0.5,50.4
2011-08-02,24.21,0.5,48.42
2011-08-03,24.65,0.5,49.3
2011-08-04,23.72,0.5,47.44
2011-08-05,22.79,0.5,45.58
2011-08-08,20.57,0.59,34.86440677966102
2011-08-09,21.11,0.59,35.779661016949156
2011-08-10,19.46,0.59,32.98305084745763
2011-08-11,20.51,0.59,34.76271186440678
2011-08-12,19.99,0.59,33.88135593220339
2011-08-15,20.89,0.59,35.406779661016955
2011-08-16,20.81,0.59,35.271186440677965
2011-08-17,20.79,0.59,35.23728813559322
2011-08-18,19.57,0.59,33.16949152542373
2011-08-19,18.95,0.59,32.11864406779661
2011-08-22,18.89,0.59,32.016949152542374
2011-08-23,19.5,0.59,33.05084745762712
2011-08-24,20.35,0.59,34.49152542372882
2011-08-25,20.03,0.59,33.949152542372886
2011-08-26,20.21,0.59,34.2542372881356
2011-08-29,20.86,0.59,35.355932203389834
2011-08-30,20.82,0.59,35.28813559322034
2011-08-31,20.67,0.59,35.03389830508475
2011-09-01,20.63,0.59,34.96610169491525
2011-09-02,19.95,0.59,33.813559322033896
2011-09-06,19.53,0.59,33.10169491525424
2011-09-07,20.72,0.59,35.11864406779661
2011-09-08,20.11,0.59,34.08474576271187
2011-09-09,19.92,0.59,33.76271186440678
2011-09-12,19.98,0.59,33.86440677966102
2011-09-13,20.46,0.59,34.67796610169492
2011-09-14,20.79,0.59,35.23728813559322
2011-09-15,21.19,0.59,35.91525423728814
2011-09-16,21.14,0.59,35.83050847457628
2011-09-19,20.42,0.59,34.610169491525426
2011-09-20,20.21,0.59,34.2542372881356
2011-09-21,19.12,0.59,32.406779661016955
2011-09-22,18.64,0.59,31.593220338983052
2011-09-23,18.52,0.59,31.389830508474578
2011-09-26,18.8,0.59,31.86440677966102
2011-09-27,19.27,0.59,32.66101694915255
2011-09-28,18.83,0.59,31.915254237288135
2011-09-29,19.37,0.59,32.83050847457628
2011-09-30,18.59,0.59,31.508474576271187
2011-10-03,17.72,0.59,30.033898305084744
2011-10-04,18.82,0.59,31.898305084745765
2011-10-05,18.28,0.59,30.98305084745763
2011-10-06,18.34,0.59,31.084745762711865
2011-10-07,17.83,0.59,30.220338983050848
2011-10-10,18.85,0.59,31.949152542372886
2011-10-11,18.9,0.59,32.03389830508475
2011-10-12,19.33,0.59,32.762711864406775
2011-10-13,18.84,0.59,31.93220338983051
2011-10-14,18.97,0.59,32.152542372881356
2011-10-17,18.37,0.59,31.135593220338986
2011-10-18,19.77,0.59,33.50847457627119
2011-10-19,19.54,0.59,33.11864406779661
2011-10-20,20.21,0.59,34.2542372881356
2011-10-21,20.7,0.59,35.08474576271186
2011-10-24,21.26,0.59,36.03389830508475
2011-10-25,20.74,0.59,35.152542372881356
2011-10-26,20.96,0.59,35.525423728813564
2011-10-27,22.39,0.59,37.949152542372886
2011-10-28,22.41,0.59,37.983050847457626
2011-10-31,21.28,0.59,36.067796610169495
2011-11-01,20.22,0.59,34.271186440677965
2011-11-02,20.93,0.59,35.47457627118644
2011-11-03,21.33,0.59,36.152542372881356
2011-11-04,20.99,0.59,35.57627118644068
2011-11-07,21.26,0.59,36.03389830508475
2011-11-08,21.93,0.52,42.17307692307692
2011-11-09,20.3,0.52,39.03846153846154
2011-11-10,20.72,0.52,39.84615384615384
2011-11-11,21.51,0.52,41.36538461538462
2011-11-14,20.55,0.52,39.51923076923077
2011-11-15,20.39,0.52,39.21153846153846
2011-11-16,19.64,0.52,37.76923076923077
2011-11-17,18.94,0.52,36.42307692307693
2011-11-18,18.92,0.52,36.38461538461539
2011-11-21,18.42,0.52,35.42307692307693
2011-11-22,18.02,0.52,34.65384615384615
2011-11-23,17.8,0.52,34.23076923076923
2011-11-25,17.7,0.52,34.03846153846153
2011-11-28,18.09,0.52,34.78846153846154
2011-11-29,18.08,0.52,34.76923076923077
2011-11-30,19.46,0.52,37.42307692307693
2011-12-01,19.1,0.52,36.73076923076923
2011-12-02,19.29,0.52,37.09615384615385
2011-12-05,19.82,0.52,38.11538461538461
2011-12-06,19.89,0.52,38.25
2011-12-07,20.03,0.52,38.519230769230774
2011-12-08,19.06,0.52,36.65384615384615
2011-12-09,19.6,0.52,37.69230769230769
2011-12-12,19.01,0.52,36.55769230769231
2011-12-13,18.71,0.52,35.98076923076923
2011-12-14,18.58,0.52,35.730769230769226
2011-12-15,18.82,0.52,36.19230769230769
2011-12-16,19.12,0.52,36.76923076923077
2011-12-19,18.59,0.52,35.75
2011-12-20,19.58,0.52,37.653846153846146
2011-12-21,19.55,0.52,37.59615384615385
2011-12-22,19.98,0.52,38.42307692307692
2011-12-23,20.08,0.52,38.61538461538461
2011-12-27,19.98,0.52,38.42307692307692
2011-12-28,19.58,0.52,37.653846153846146
2011-12-29,20.07,0.52,38.59615384615385
2011-12-30,19.91,0.52,38.28846153846154
2012-01-03,20.51,0.52,39.44230769230769
2012-01-04,20.58,0.52,39.57692307692307
2012-01-05,20.75,0.52,39.90384615384615
2012-01-06,20.45,0.52,39.32692307692307
2012-01-09,20.88,0.52,40.15384615384615
2012-01-10,21.3,0.52,40.96153846153846
2012-01-11,21.5,0.52,41.34615384615385
2012-01-12,21.76,0.52,41.84615384615385
2012-01-13,21.45,0.52,41.25
2012-01-17,21.27,0.52,40.90384615384615
2012-01-18,20.3,0.52,39.03846153846154
2012-01-19,20.91,0.52,40.21153846153846
2012-01-20,21.28,0.52,40.92307692307693
2012-01-23,21.64,0.52,41.61538461538461
2012-01-24,21.24,0.52,40.84615384615384
2012-01-25,20.57,0.52,39.55769230769231
2012-01-26,20.0,0.52,38.46153846153846
2012-01-27,20.23,0.52,38.90384615384615
2012-01-30,20.02,0.52,38.5
2012-01-31,20.13,0.52,38.71153846153846
2012-02-01,20.54,0.52,39.5
2012-02-02,21.29,0.52,40.942307692307686
2012-02-03,21.94,0.52,42.19230769230769
2012-02-06,21.95,0.52,42.21153846153846
2012-02-07,21.69,0.52,41.71153846153846
2012-02-08,21.92,0.52,42.15384615384615
2012-02-09,21.78,0.52,41.88461538461539
2012-02-10,21.42,0.52,41.19230769230769
2012-02-13,21.36,0.52,41.07692307692307
2012-02-14,21.01,0.52,40.40384615384615
2012-02-15,21.23,0.52,40.82692307692307
2012-02-16,21.98,0.52,42.26923076923077
2012-02-17,22.01,0.52,42.32692307692308
2012-02-21,22.16,0.52,42.61538461538461
2012-02-22,21.84,0.52,42.0
2012-02-23,22.03,0.52,42.36538461538461
2012-02-24,21.67,0.52,41.67307692307693
2012-02-27,22.02,0.52,42.34615384615385
2012-02-28,22.34,0.42,53.19047619047619
2012-02-29,22.11,0.42,52.642857142857146
2012-03-01,22.48,0.42,53.523809523809526
2012-03-02,22.3,0.42,53.0952380952381
2012-03-05,22.16,0.42,52.761904761904766
2012-03-06,21.64,0.42,51.523809523809526
2012-03-07,21.84,0.42,52.0
2012-03-08,22.34,0.42,53.19047619047619
2012-03-09,22.42,0.42,53.38095238095239
2012-03-12,22.62,0.42,53.85714285714286
2012-03-13,23.28,0.42,55.42857142857143
2012-03-14,23.2,0.42,55.23809523809524
2012-03-15,24.28,0.42,57.80952380952382
2012-03-16,24.14,0.42,57.47619047619048
2012-03-19,24.51,0.42,58.35714285714286
2012-03-20,24.36,0.42,58.0
2012-03-21,24.04,0.42,57.23809523809524
2012-03-22,23.7,0.42,56.42857142857143
2012-03-23,23.95,0.42,57.023809523809526
2012-03-26,24.59,0.42,58.54761904761905
2012-03-27,23.89,0.42,56.88095238095239
2012-03-28,24.0,0.42,57.142857142857146
2012-03-29,23.77,0.42,56.595238095238095
2012-03-30,24.13,0.42,57.45238095238095
2012-04-02,24.49,0.42,58.30952380952381
2012-04-03,24.67,0.42,58.73809523809524
2012-04-04,24.14,0.42,57.47619047619048
2012-04-05,23.82,0.42,56.714285714285715
2012-04-09,23.34,0.42,55.57142857142858
2012-04-10,23.11,0.42,55.023809523809526
2012-04-11,23.47,0.42,55.88095238095238
2012-04-12,23.94,0.42,57.00000000000001
2012-04-13,23.11,0.42,55.023809523809526
2012-04-16,23.29,0.42,55.45238095238095
2012-04-17,23.8,0.42,56.66666666666667
2012-04-18,23.08,0.42,54.95238095238095
2012-04-19,22.76,0.42,54.1904761904762
2012-04-20,22.85,0.42,54.40476190476191
2012-04-23,22.69,0.42,54.023809523809526
2012-04-24,23.24,0.42,55.33333333333333
2012-04-25,23.65,0.42,56.30952380952381
2012-04-26,23.7,0.42,56.42857142857143
2012-04-27,23.84,0.42,56.761904761904766
2012-04-30,23.65,0.42,56.30952380952381
2012-05-01,23.93,0.42,56.976190476190474
2012-05-02,23.91,0.42,56.92857142857143
2012-05-03,23.48,0.42,55.904761904761905
2012-05-04,23.07,0.42,54.92857142857143
2012-05-07,23.1,0.42,55.00000000000001
2012-05-08,22.87,0.42,54.452380952380956
2012-05-09,22.19,0.52,42.67307692307693
2012-05-10,22.23,0.52,42.75
2012-05-11,22.09,0.52,42.480769230769226
2012-05-14,21.4,0.52,41.153846153846146
2012-05-15,21.13,0.52,40.63461538461538
2012-05-16,20.81,0.52,40.01923076923077
2012-05-17,20.4,0.52,39.230769230769226
2012-05-18,20.24,0.52,38.92307692307692
2012-05-21,20.37,0.52,39.17307692307693
2012-05-22,20.39,0.52,39.21153846153846
2012-05-23,20.5,0.52,39.42307692307692
2012-05-24,20.73,0.52,39.86538461538461
2012-05-25,20.64,0.52,39.69230769230769
2012-05-29,21.14,0.52,40.65384615384615
2012-05-30,20.39,0.52,39.21153846153846
2012-05-31,20.36,0.52,39.15384615384615
2012-06-01,19.65,0.52,37.78846153846153
2012-06-04,19.51,0.52,37.519230769230774
2012-06-05,19.64,0.52,37.76923076923077
2012-06-06,20.27,0.52,38.980769230769226
2012-06-07,20.5,0.52,39.42307692307692
2012-06-08,20.5,0.52,39.42307692307692
2012-06-11,20.19,0.52,38.82692307692308
2012-06-12,20.68,0.52,39.76923076923077
2012-06-13,20.59,0.52,39.59615384615385
2012-06-14,20.9,0.52,40.192307692307686
2012-06-15,21.09,0.52,40.55769230769231
2012-06-18,20.94,0.52,40.269230769230774
2012-06-19,21.44,0.52,41.23076923076923
2012-06-20,21.34,0.52,41.03846153846154
2012-06-21,20.86,0.52,40.11538461538461
2012-06-22,21.2,0.52,40.76923076923077
2012-06-25,20.75,0.52,39.90384615384615
2012-06-26,20.85,0.52,40.09615384615385
2012-06-27,21.14,0.52,40.65384615384615
2012-06-28,21.04,0.52,40.46153846153846
2012-06-29,21.95,0.52,42.21153846153846
2012-07-02,22.18,0.52,42.65384615384615
2012-07-03,22.35,0.52,42.98076923076923
2012-07-05,21.97,0.52,42.24999999999999
2012-07-06,21.79,0.52,41.90384615384615
2012-07-09,21.58,0.52,41.49999999999999
2012-07-10,21.33,0.52,41.01923076923077
2012-07-11,21.31,0.52,40.980769230769226
2012-07-12,21.05,0.52,40.48076923076923
2012-07-13,21.77,0.52,41.86538461538461
2012-07-16,21.76,0.52,41.84615384615385
2012-07-17,21.72,0.52,41.76923076923077
2012-07-18,21.69,0.52,41.71153846153846
2012-07-19,21.29,0.52,40.942307692307686
2012-07-20,20.77,0.52,39.94230769230769
2012-07-23,20.53,0.52,39.48076923076923
2012-07-24,20.4,0.52,39.230769230769226
2012-07-25,20.6,0.52,39.61538461538462
2012-07-26,20.94,0.52,40.269230769230774
2012-07-27,21.39,0.52,41.13461538461539
2012-07-30,21.45,0.52,41.25
2012-07-31,21.28,0.52,40.92307692307693
2012-08-01,21.15,0.52,40.67307692307692
2012-08-02,20.67,0.52,39.75
2012-08-03,21.75,0.52,41.82692307692307
2012-08-06,21.72,0.52,41.76923076923077
2012-08-07,22.3,0.52,42.88461538461539
2012-08-08,22.57,0.39,57.87179487179487
2012-08-09,22.29,0.39,57.153846153846146
2012-08-10,22.25,0.39,57.05128205128205
2012-08-13,22.24,0.39,57.02564102564102
2012-08-14,22.15,0.39,56.79487179487179
2012-08-15,22.11,0.39,56.692307692307686
2012-08-16,22.51,0.39,57.71794871794872
2012-08-17,22.73,0.39,58.282051282051285
2012-08-20,22.8,0.39,58.46153846153846
2012-08-21,22.8,0.39,58.46153846153846
2012-08-22,22.73,0.39,58.282051282051285
2012-08-23,22.44,0.39,57.53846153846154
2012-08-24,22.43,0.39,57.51282051282051
2012-08-27,22.28,0.39,57.12820512820513
2012-08-28,22.41,0.39,57.46153846153846
2012-08-29,22.56,0.39,57.84615384615384
2012-08-30,22.3,0.39,57.17948717948718
2012-08-31,22.54,0.39,57.79487179487179
2012-09-04,22.55,0.39,57.82051282051282
2012-09-05,22.52,0.39,57.74358974358974
2012-09-06,23.03,0.39,59.05128205128205
2012-09-07,22.92,0.39,58.769230769230774
2012-09-10,22.7,0.39,58.205128205128204
2012-09-11,22.74,0.39,58.3076923076923
2012-09-12,22.89,0.39,58.69230769230769
2012-09-13,23.45,0.39,60.128205128205124
2012-09-14,23.62,0.39,60.56410256410256
2012-09-17,23.71,0.39,60.794871794871796
2012-09-18,23.66,0.39,60.666666666666664
2012-09-19,23.46,0.39,60.15384615384615
2012-09-20,23.15,0.39,59.35897435897435
2012-09-21,23.3,0.39,59.743589743589745
2012-09-24,23.2,0.39,59.48717948717948
2012-09-25,22.63,0.39,58.02564102564102
2012-09-26,22.64,0.39,58.05128205128205
2012-09-27,22.82,0.39,58.51282051282051
2012-09-28,22.62,0.39,58.0
2012-10-01,22.93,0.39,58.794871794871796
2012-10-02,22.96,0.39,58.87179487179487
2012-10-03,22.81,0.39,58.48717948717948
2012-10-04,23.33,0.39,59.82051282051282
2012-10-05,23.42,0.39,60.05128205128205
2012-10-08,23.38,0.39,59.94871794871794
2012-10-09,23.35,0.39,59.871794871794876
2012-10-10,23.16,0.39,59.38461538461538
2012-10-11,23.39,0.39,59.97435897435897
2012-10-12,22.84,0.39,58.56410256410256
2012-10-15,23.09,0.39,59.205128205128204
2012-10-16,23.56,0.39,60.4102564102564
2012-10-17,24.86,0.39,63.74358974358974
2012-10-18,24.98,0.39,64.05128205128204
2012-10-19,24.68,0.39,63.28205128205128
2012-10-22,24.65,0.39,63.2051282051282
2012-10-23,24.47,0.39,62.74358974358974
2012-10-24,24.62,0.39,63.12820512820513
2012-10-25,24.76,0.39,63.48717948717949
2012-10-26,24.37,0.39,62.48717948717949
2012-10-31,24.71,0.39,63.35897435897436
2012-11-01,25.1,0.39,64.35897435897436
2012-11-02,24.53,0.39,62.8974358974359
2012-11-05,25.11,0.39,64.38461538461539
2012-11-06,25.28,0.39,64.82051282051282
2012-11-07,24.0,0.39,61.53846153846153
2012-11-08,24.06,0.6,40.1
2012-11-09,24.11,0.6,40.18333333333334
2012-11-12,24.07,0.6,40.11666666666667
2012-11-13,24.01,0.6,40.01666666666667
2012-11-14,23.54,0.6,39.233333333333334
2012-11-15,23.57,0.6,39.28333333333334
2012-11-16,23.64,0.6,39.400000000000006
2012-11-19,24.01,0.6,40.01666666666667
2012-11-20,24.06,0.6,40.1
2012-11-21,24.04,0.6,40.06666666666667
2012-11-23,24.43,0.6,40.71666666666667
2012-11-26,24.42,0.6,40.7
2012-11-27,24.06,0.6,40.1
2012-11-28,24.19,0.6,40.31666666666667
2012-11-29,24.24,0.6,40.4
2012-11-30,23.94,0.6,39.900000000000006
2012-12-03,24.03,0.6,40.050000000000004
2012-12-04,23.76,0.6,39.6
2012-12-05,23.74,0.6,39.56666666666666
2012-12-06,23.74,0.6,39.56666666666666
2012-12-07,24.22,0.6,40.36666666666667
2012-12-10,24.29,0.6,40.483333333333334
2012-12-11,24.49,0.6,40.81666666666666
2012-12-12,24.53,0.6,40.88333333333334
2012-12-13,24.75,0.6,41.25
2012-12-14,24.72,0.6,41.2
2012-12-17,25.4,0.6,42.333333333333336
2012-12-18,26.02,0.6,43.36666666666667
2012-12-19,25.87,0.6,43.11666666666667
2012-12-20,26.2,0.6,43.666666666666664
2012-12-21,25.8,0.6,43.0
2012-12-24,25.74,0.6,42.9
2012-12-26,25.62,0.6,42.7
2012-12-27,25.65,0.6,42.75
2012-12-28,25.42,0.6,42.366666666666674
2012-12-31,25.7,0.6,42.833333333333336
2013-01-02,26.88,0.6,44.8
2013-01-03,26.58,0.6,44.3
2013-01-04,27.29,0.6,45.483333333333334
2013-01-07,26.89,0.6,44.81666666666667
2013-01-08,26.52,0.6,44.2
2013-01-09,26.61,0.6,44.35
2013-01-10,26.83,0.6,44.71666666666667
2013-01-11,26.78,0.6,44.63333333333334
2013-01-14,26.72,0.6,44.53333333333333
2013-01-15,26.78,0.6,44.63333333333334
2013-01-16,26.04,0.6,43.4
2013-01-17,26.44,0.6,44.06666666666667
2013-01-18,26.53,0.6,44.21666666666667
2013-01-22,26.98,0.6,44.96666666666667
2013-01-23,26.93,0.6,44.88333333333333
2013-01-24,27.01,0.6,45.01666666666667
2013-01-25,27.08,0.6,45.13333333333333
2013-01-28,27.09,0.6,45.15
