date,DISH,DISH_EPS,PE Ratio
,,0.14,
1995-06-21,2.13,0.14,15.214285714285712
1995-06-22,2.0,0.14,14.285714285714285
1995-06-23,2.0,0.14,14.285714285714285
1995-06-26,2.03,0.14,14.499999999999996
1995-06-27,1.88,0.14,13.428571428571427
1995-06-28,1.84,0.14,13.142857142857142
1995-06-29,1.91,0.14,13.64285714285714
1995-06-30,1.91,0.14,13.64285714285714
1995-07-03,1.84,0.14,13.142857142857142
1995-07-05,1.81,0.14,12.928571428571427
1995-07-06,1.81,0.14,12.928571428571427
1995-07-07,1.81,0.14,12.928571428571427
1995-07-10,1.84,0.14,13.142857142857142
1995-07-11,1.81,0.14,12.928571428571427
1995-07-12,1.88,0.14,13.428571428571427
1995-07-13,1.91,0.14,13.64285714285714
1995-07-14,1.94,0.14,13.857142857142856
1995-07-17,1.94,0.14,13.857142857142856
1995-07-18,1.94,0.14,13.857142857142856
1995-07-19,1.88,0.14,13.428571428571427
1995-07-20,1.81,0.14,12.928571428571427
1995-07-21,1.84,0.14,13.142857142857142
1995-07-24,1.91,0.14,13.64285714285714
1995-07-25,1.81,0.14,12.928571428571427
1995-07-26,1.81,0.14,12.928571428571427
1995-07-27,1.81,0.14,12.928571428571427
1995-07-28,1.88,0.14,13.428571428571427
1995-07-31,1.91,0.14,13.64285714285714
1995-08-01,1.84,0.14,13.142857142857142
1995-08-02,1.91,0.14,13.64285714285714
1995-08-03,1.84,0.14,13.142857142857142
1995-08-04,1.91,0.14,13.64285714285714
1995-08-07,1.84,0.14,13.142857142857142
1995-08-08,1.91,0.14,13.64285714285714
1995-08-09,1.91,0.14,13.64285714285714
1995-08-10,1.88,0.14,13.428571428571427
1995-08-11,1.91,0.14,13.64285714285714
1995-08-14,1.89,0.14,13.499999999999998
1995-08-15,1.88,0.14,13.428571428571427
1995-08-16,1.88,0.14,13.428571428571427
1995-08-17,1.91,0.14,13.64285714285714
1995-08-18,1.88,0.14,13.428571428571427
1995-08-21,1.88,0.14,13.428571428571427
1995-08-22,1.88,0.14,13.428571428571427
1995-08-23,1.88,0.14,13.428571428571427
1995-08-24,1.97,0.14,14.07142857142857
1995-08-25,1.94,0.14,13.857142857142856
1995-08-28,1.94,0.14,13.857142857142856
1995-08-29,2.0,0.14,14.285714285714285
1995-08-30,2.03,0.14,14.499999999999996
1995-08-31,2.0,0.14,14.285714285714285
1995-09-01,1.97,0.14,14.07142857142857
1995-09-05,1.94,0.14,13.857142857142856
1995-09-06,2.0,0.14,14.285714285714285
1995-09-07,1.94,0.14,13.857142857142856
1995-09-08,2.02,0.14,14.428571428571427
1995-09-11,2.06,0.14,14.714285714285714
1995-09-12,2.0,0.14,14.285714285714285
1995-09-13,2.06,0.14,14.714285714285714
1995-09-14,2.02,0.14,14.428571428571427
1995-09-15,1.97,0.14,14.07142857142857
1995-09-18,1.97,0.14,14.07142857142857
1995-09-19,2.03,0.14,14.499999999999996
1995-09-20,2.13,0.14,15.214285714285712
1995-09-21,2.06,0.14,14.714285714285714
1995-09-22,2.06,0.14,14.714285714285714
1995-09-25,2.03,0.14,14.499999999999996
1995-09-26,1.7,0.14,12.14285714285714
1995-09-27,1.75,0.14,12.499999999999998
1995-09-28,1.69,0.14,12.07142857142857
1995-09-29,1.81,0.14,12.928571428571427
1995-10-02,1.81,0.14,12.928571428571427
1995-10-03,1.81,0.14,12.928571428571427
1995-10-04,1.75,0.14,12.499999999999998
1995-10-05,1.69,0.14,12.07142857142857
1995-10-06,1.7,0.14,12.14285714285714
1995-10-09,1.63,0.14,11.64285714285714
1995-10-10,1.63,0.14,11.64285714285714
1995-10-11,1.53,0.14,10.928571428571427
1995-10-12,1.63,0.14,11.64285714285714
1995-10-13,1.59,0.14,11.357142857142856
1995-10-16,1.94,0.14,13.857142857142856
1995-10-17,1.84,0.14,13.142857142857142
1995-10-18,1.94,0.14,13.857142857142856
1995-10-19,1.94,0.14,13.857142857142856
1995-10-20,1.81,0.14,12.928571428571427
1995-10-23,1.91,0.14,13.64285714285714
1995-10-24,1.91,0.14,13.64285714285714
1995-10-25,1.78,0.14,12.714285714285714
1995-10-26,1.78,0.14,12.714285714285714
1995-10-27,1.78,0.14,12.714285714285714
1995-10-30,1.83,0.14,13.071428571428571
1995-10-31,1.81,0.14,12.928571428571427
1995-11-01,1.81,0.14,12.928571428571427
1995-11-02,1.81,0.14,12.928571428571427
1995-11-03,1.84,0.14,13.142857142857142
1995-11-06,1.91,0.14,13.64285714285714
1995-11-07,1.91,0.14,13.64285714285714
1995-11-08,1.97,0.14,14.07142857142857
1995-11-09,1.83,0.14,13.071428571428571
1995-11-10,1.91,0.14,13.64285714285714
1995-11-13,1.88,0.14,13.428571428571427
1995-11-14,1.88,0.14,13.428571428571427
1995-11-15,1.88,0.14,13.428571428571427
1995-11-16,1.83,0.14,13.071428571428571
1995-11-17,1.88,0.14,13.428571428571427
1995-11-20,1.84,0.14,13.142857142857142
1995-11-21,1.78,0.14,12.714285714285714
1995-11-22,1.84,0.14,13.142857142857142
1995-11-24,1.81,0.14,12.928571428571427
1995-11-27,1.88,0.14,13.428571428571427
1995-11-28,1.97,0.14,14.07142857142857
1995-11-29,1.91,0.14,13.64285714285714
1995-11-30,1.89,0.14,13.499999999999998
1995-12-01,1.94,0.14,13.857142857142856
1995-12-04,1.94,0.14,13.857142857142856
1995-12-05,1.94,0.14,13.857142857142856
1995-12-06,1.94,0.14,13.857142857142856
1995-12-07,1.92,0.14,13.714285714285712
1995-12-08,1.91,0.14,13.64285714285714
1995-12-11,1.91,0.14,13.64285714285714
1995-12-12,1.91,0.14,13.64285714285714
1995-12-13,1.97,0.14,14.07142857142857
1995-12-14,1.92,0.14,13.714285714285712
1995-12-15,1.97,0.14,14.07142857142857
1995-12-18,2.0,0.14,14.285714285714285
1995-12-19,2.19,0.14,15.64285714285714
1995-12-20,2.34,0.14,16.71428571428571
1995-12-21,2.39,0.14,17.07142857142857
1995-12-22,2.53,0.14,18.07142857142857
1995-12-26,2.53,0.14,18.07142857142857
1995-12-27,2.58,0.14,18.428571428571427
1995-12-28,3.0,0.14,21.428571428571427
1995-12-29,3.03,0.14,21.64285714285714
1996-01-02,2.94,0.14,20.999999999999996
1996-01-03,3.0,0.14,21.428571428571427
1996-01-04,2.88,0.14,20.57142857142857
1996-01-05,2.92,0.14,20.857142857142854
1996-01-08,2.88,0.14,20.57142857142857
1996-01-09,2.84,0.14,20.28571428571428
1996-01-10,2.78,0.14,19.857142857142854
1996-01-11,2.75,0.14,19.642857142857142
1996-01-12,2.84,0.14,20.28571428571428
1996-01-15,2.7,0.14,19.285714285714285
1996-01-16,2.75,0.14,19.642857142857142
1996-01-17,2.7,0.14,19.285714285714285
1996-01-18,2.78,0.14,19.857142857142854
1996-01-19,3.03,0.14,21.64285714285714
1996-01-22,3.31,0.14,23.642857142857142
1996-01-23,3.06,0.14,21.857142857142854
1996-01-24,3.16,0.14,22.57142857142857
1996-01-25,3.09,0.14,22.07142857142857
1996-01-26,3.19,0.14,22.785714285714285
1996-01-29,4.06,0.14,28.999999999999993
1996-01-30,4.59,0.14,32.785714285714285
1996-01-31,4.66,0.14,33.285714285714285
1996-02-01,4.84,0.14,34.57142857142857
1996-02-02,4.75,0.14,33.92857142857142
1996-02-05,4.16,0.14,29.71428571428571
1996-02-06,4.25,0.14,30.357142857142854
1996-02-07,3.97,0.14,28.357142857142854
1996-02-08,4.05,0.14,28.928571428571423
1996-02-09,4.23,0.14,30.214285714285715
1996-02-12,4.38,0.14,31.28571428571428
1996-02-13,4.16,0.14,29.71428571428571
1996-02-14,4.11,0.14,29.357142857142858
1996-02-15,4.09,0.14,29.21428571428571
1996-02-16,4.14,0.14,29.571428571428566
1996-02-20,4.16,0.14,29.71428571428571
1996-02-21,4.06,0.14,28.999999999999993
1996-02-22,4.2,0.14,30.0
1996-02-23,4.16,0.14,29.71428571428571
1996-02-26,4.25,0.14,30.357142857142854
1996-02-27,4.33,0.14,30.928571428571427
1996-02-28,4.5,0.14,32.14285714285714
1996-02-29,4.5,0.14,32.14285714285714
1996-03-01,4.22,0.14,30.14285714285714
1996-03-04,4.25,0.14,30.357142857142854
1996-03-05,3.97,0.14,28.357142857142854
1996-03-06,3.75,0.14,26.785714285714285
1996-03-07,3.88,0.14,27.71428571428571
1996-03-08,3.66,0.14,26.142857142857142
1996-03-11,3.63,0.14,25.928571428571427
1996-03-12,3.69,0.14,26.357142857142854
1996-03-13,3.66,0.14,26.142857142857142
1996-03-14,3.84,0.14,27.428571428571423
1996-03-15,4.25,0.14,30.357142857142854
1996-03-18,4.52,0.14,32.28571428571428
1996-03-19,4.47,0.14,31.928571428571423
1996-03-20,4.44,0.14,31.714285714285715
1996-03-21,4.38,0.14,31.28571428571428
1996-03-22,4.38,0.14,31.28571428571428
1996-03-25,4.06,0.14,28.999999999999993
1996-03-26,4.25,0.14,30.357142857142854
1996-03-27,4.34,0.14,30.999999999999996
1996-03-28,4.27,0.14,30.499999999999993
1996-03-29,4.22,0.14,30.14285714285714
1996-04-01,4.44,0.14,31.714285714285715
1996-04-02,4.47,0.14,31.928571428571423
1996-04-03,4.44,0.14,31.714285714285715
1996-04-04,4.44,0.14,31.714285714285715
1996-04-08,4.44,0.14,31.714285714285715
1996-04-09,4.44,0.14,31.714285714285715
1996-04-10,4.3,0.14,30.71428571428571
1996-04-11,4.25,0.14,30.357142857142854
1996-04-12,4.38,0.14,31.28571428571428
1996-04-15,4.31,0.14,30.78571428571428
1996-04-16,4.34,0.14,30.999999999999996
1996-04-17,4.34,0.14,30.999999999999996
1996-04-18,4.34,0.14,30.999999999999996
1996-04-19,4.28,0.14,30.57142857142857
1996-04-22,4.22,0.14,30.14285714285714
1996-04-23,4.13,0.14,29.499999999999996
1996-04-24,4.41,0.14,31.499999999999996
1996-04-25,4.2,0.14,30.0
1996-04-26,4.19,0.14,29.928571428571427
1996-04-29,4.16,0.14,29.71428571428571
1996-04-30,4.19,0.14,29.928571428571427
1996-05-01,4.13,0.14,29.499999999999996
1996-05-02,4.16,0.14,29.71428571428571
1996-05-03,4.38,0.14,31.28571428571428
1996-05-06,4.5,0.14,32.14285714285714
1996-05-07,4.44,0.14,31.714285714285715
1996-05-08,4.41,0.14,31.499999999999996
1996-05-09,4.34,0.14,30.999999999999996
1996-05-10,4.31,0.14,30.78571428571428
1996-05-13,4.38,0.14,31.28571428571428
1996-05-14,4.47,0.14,31.928571428571423
1996-05-15,4.34,0.14,30.999999999999996
1996-05-16,4.25,0.14,30.357142857142854
1996-05-17,4.38,0.14,31.28571428571428
1996-05-20,4.47,0.14,31.928571428571423
1996-05-21,4.41,0.14,31.499999999999996
1996-05-22,4.34,0.14,30.999999999999996
1996-05-23,4.38,0.14,31.28571428571428
1996-05-24,4.38,0.14,31.28571428571428
1996-05-28,4.44,0.14,31.714285714285715
1996-05-29,4.34,0.14,30.999999999999996
1996-05-30,4.34,0.14,30.999999999999996
1996-05-31,4.31,0.14,30.78571428571428
1996-06-03,4.22,0.14,30.14285714285714
1996-06-04,4.19,0.14,29.928571428571427
1996-06-05,4.25,0.14,30.357142857142854
1996-06-06,4.2,0.14,30.0
1996-06-07,4.13,0.14,29.499999999999996
1996-06-10,4.13,0.14,29.499999999999996
1996-06-11,4.09,0.14,29.21428571428571
1996-06-12,4.03,0.14,28.785714285714285
1996-06-13,4.03,0.14,28.785714285714285
1996-06-14,4.03,0.14,28.785714285714285
1996-06-17,4.16,0.14,29.71428571428571
1996-06-18,3.91,0.14,27.928571428571427
1996-06-19,3.91,0.14,27.928571428571427
1996-06-20,3.88,0.14,27.71428571428571
1996-06-21,3.88,0.14,27.71428571428571
1996-06-24,3.69,0.14,26.357142857142854
1996-06-25,3.47,0.14,24.785714285714285
1996-06-26,3.47,0.14,24.785714285714285
1996-06-27,3.47,0.14,24.785714285714285
1996-06-28,3.53,0.14,25.21428571428571
1996-07-01,3.5,0.14,24.999999999999996
1996-07-02,3.41,0.14,24.357142857142854
1996-07-03,3.44,0.14,24.57142857142857
1996-07-05,3.44,0.14,24.57142857142857
1996-07-08,3.44,0.14,24.57142857142857
1996-07-09,3.33,0.14,23.785714285714285
1996-07-10,3.38,0.14,24.14285714285714
