date,DISH,DISH_EPS,PE Ratio
1996-07-11,3.19,0.14,22.785714285714285
1996-07-12,3.16,0.14,22.57142857142857
1996-07-15,3.13,0.14,22.357142857142854
1996-07-16,3.13,0.14,22.357142857142854
1996-07-17,3.31,0.14,23.642857142857142
1996-07-18,3.25,0.14,23.21428571428571
1996-07-19,3.41,0.14,24.357142857142854
1996-07-22,3.44,0.14,24.57142857142857
1996-07-23,3.31,0.14,23.642857142857142
1996-07-24,3.28,0.14,23.428571428571423
1996-07-25,3.34,0.14,23.857142857142854
1996-07-26,3.34,0.14,23.857142857142854
1996-07-29,3.41,0.14,24.357142857142854
1996-07-30,3.38,0.14,24.14285714285714
1996-07-31,3.41,0.14,24.357142857142854
1996-08-01,3.34,0.14,23.857142857142854
1996-08-02,3.36,0.14,23.999999999999996
1996-08-05,3.33,0.14,23.785714285714285
1996-08-06,3.34,0.14,23.857142857142854
1996-08-07,3.38,0.14,24.14285714285714
1996-08-08,3.34,0.14,23.857142857142854
1996-08-09,3.33,0.14,23.785714285714285
1996-08-12,3.31,0.14,23.642857142857142
1996-08-13,3.31,0.14,23.642857142857142
1996-08-14,3.31,0.14,23.642857142857142
1996-08-15,3.41,0.14,24.357142857142854
1996-08-16,3.41,0.14,24.357142857142854
1996-08-19,3.47,0.14,24.785714285714285
1996-08-20,3.47,0.14,24.785714285714285
1996-08-21,3.47,0.14,24.785714285714285
1996-08-22,3.44,0.14,24.57142857142857
1996-08-23,3.47,0.14,24.785714285714285
1996-08-26,3.13,0.14,22.357142857142854
1996-08-27,3.16,0.14,22.57142857142857
1996-08-28,3.19,0.14,22.785714285714285
1996-08-29,3.19,0.14,22.785714285714285
1996-08-30,3.17,0.14,22.64285714285714
1996-09-03,3.02,0.14,21.57142857142857
1996-09-04,3.0,0.14,21.428571428571427
1996-09-05,3.0,0.14,21.428571428571427
1996-09-06,3.13,0.14,22.357142857142854
1996-09-09,3.47,0.14,24.785714285714285
1996-09-10,3.48,0.14,24.857142857142854
1996-09-11,3.56,0.14,25.428571428571427
1996-09-12,3.47,0.14,24.785714285714285
1996-09-13,3.56,0.14,25.428571428571427
1996-09-16,3.53,0.14,25.21428571428571
1996-09-17,3.47,0.14,24.785714285714285
1996-09-18,3.41,0.14,24.357142857142854
1996-09-19,3.38,0.14,24.14285714285714
1996-09-20,3.41,0.14,24.357142857142854
1996-09-23,3.28,0.14,23.428571428571423
1996-09-24,3.27,0.14,23.357142857142854
1996-09-25,3.34,0.14,23.857142857142854
1996-09-26,3.41,0.14,24.357142857142854
1996-09-27,3.48,0.14,24.857142857142854
1996-09-30,3.41,0.14,24.357142857142854
1996-10-01,3.5,0.14,24.999999999999996
1996-10-02,3.64,0.14,26.0
1996-10-03,3.59,0.14,25.64285714285714
1996-10-04,3.63,0.14,25.928571428571427
1996-10-07,3.64,0.14,26.0
1996-10-08,3.64,0.14,26.0
1996-10-09,3.65,0.14,26.07142857142857
1996-10-10,3.72,0.14,26.57142857142857
1996-10-11,3.77,0.14,26.928571428571427
1996-10-14,3.78,0.14,26.999999999999996
1996-10-15,3.69,0.14,26.357142857142854
1996-10-16,3.69,0.14,26.357142857142854
1996-10-17,3.7,0.14,26.428571428571427
1996-10-18,3.72,0.14,26.57142857142857
1996-10-21,3.73,0.14,26.64285714285714
1996-10-22,3.61,0.14,25.78571428571428
1996-10-23,3.56,0.14,25.428571428571427
1996-10-24,3.63,0.14,25.928571428571427
1996-10-25,3.78,0.14,26.999999999999996
1996-10-28,3.75,0.14,26.785714285714285
1996-10-29,3.75,0.14,26.785714285714285
1996-10-30,3.75,0.14,26.785714285714285
1996-10-31,3.69,0.14,26.357142857142854
1996-11-01,3.63,0.14,25.928571428571427
1996-11-04,3.59,0.14,25.64285714285714
1996-11-05,3.58,0.14,25.57142857142857
1996-11-06,3.59,0.14,25.64285714285714
1996-11-07,3.75,0.14,26.785714285714285
1996-11-08,3.84,0.14,27.428571428571423
1996-11-11,3.91,0.14,27.928571428571427
1996-11-12,3.91,0.14,27.928571428571427
1996-11-13,3.89,0.14,27.785714285714285
1996-11-14,4.0,0.14,28.57142857142857
1996-11-15,4.03,0.14,28.785714285714285
1996-11-18,3.78,0.14,26.999999999999996
1996-11-19,3.66,0.14,26.142857142857142
1996-11-20,3.54,0.14,25.285714285714285
1996-11-21,3.42,0.14,24.428571428571427
1996-11-22,3.55,0.14,25.357142857142854
1996-11-25,3.39,0.14,24.21428571428571
1996-11-26,3.41,0.14,24.357142857142854
1996-11-27,3.38,0.14,24.14285714285714
1996-11-29,3.34,0.14,23.857142857142854
1996-12-02,3.23,0.14,23.07142857142857
1996-12-03,3.06,0.14,21.857142857142854
1996-12-04,3.03,0.14,21.64285714285714
1996-12-05,3.19,0.14,22.785714285714285
1996-12-06,3.09,0.14,22.07142857142857
1996-12-09,3.09,0.14,22.07142857142857
1996-12-10,3.13,0.14,22.357142857142854
1996-12-11,3.11,0.14,22.21428571428571
1996-12-12,3.08,0.14,22.0
1996-12-13,3.05,0.14,21.78571428571428
1996-12-16,2.97,0.14,21.214285714285715
1996-12-17,2.97,0.14,21.214285714285715
1996-12-18,2.88,0.14,20.57142857142857
1996-12-19,2.83,0.14,20.21428571428571
1996-12-20,2.78,0.14,19.857142857142854
1996-12-23,2.72,0.14,19.428571428571427
1996-12-24,2.78,0.14,19.857142857142854
1996-12-26,2.75,0.14,19.642857142857142
1996-12-27,2.84,0.14,20.28571428571428
1996-12-30,2.78,0.14,19.857142857142854
1996-12-31,2.75,0.14,19.642857142857142
1997-01-02,2.78,0.14,19.857142857142854
1997-01-03,2.8,0.14,19.999999999999996
1997-01-06,2.78,0.14,19.857142857142854
1997-01-07,3.0,0.14,21.428571428571427
1997-01-08,3.1,0.14,22.142857142857142
1997-01-09,3.24,0.14,23.142857142857142
1997-01-10,3.25,0.14,23.21428571428571
1997-01-13,2.89,0.14,20.642857142857142
1997-01-14,2.86,0.14,20.428571428571427
1997-01-15,2.72,0.14,19.428571428571427
1997-01-16,2.75,0.14,19.642857142857142
1997-01-17,2.84,0.14,20.28571428571428
1997-01-20,2.81,0.14,20.07142857142857
1997-01-21,2.73,0.14,19.499999999999996
1997-01-22,2.63,0.14,18.785714285714285
1997-01-23,2.39,0.14,17.07142857142857
1997-01-24,2.38,0.14,16.999999999999996
1997-01-27,2.27,0.14,16.21428571428571
1997-01-28,2.22,0.14,15.857142857142858
1997-01-29,1.92,0.14,13.714285714285712
1997-01-30,2.02,0.14,14.428571428571427
1997-01-31,2.05,0.14,14.64285714285714
1997-02-03,2.03,0.14,14.499999999999996
1997-02-04,2.0,0.14,14.285714285714285
1997-02-05,1.89,0.14,13.499999999999998
1997-02-06,1.95,0.14,13.928571428571427
1997-02-07,2.0,0.14,14.285714285714285
1997-02-10,2.13,0.14,15.214285714285712
1997-02-11,2.13,0.14,15.214285714285712
1997-02-12,2.08,0.14,14.857142857142856
1997-02-13,2.08,0.14,14.857142857142856
1997-02-14,2.09,0.14,14.928571428571425
1997-02-18,2.09,0.14,14.928571428571425
1997-02-19,2.0,0.14,14.285714285714285
1997-02-20,1.92,0.14,13.714285714285712
1997-02-21,1.88,0.14,13.428571428571427
1997-02-24,2.25,0.14,16.07142857142857
1997-02-25,3.34,0.14,23.857142857142854
1997-02-26,3.34,0.14,23.857142857142854
1997-02-27,3.03,0.14,21.64285714285714
1997-02-28,2.84,0.14,20.28571428571428
1997-03-03,2.81,0.14,20.07142857142857
1997-03-04,3.06,0.14,21.857142857142854
1997-03-05,3.16,0.14,22.57142857142857
1997-03-06,3.09,0.14,22.07142857142857
1997-03-07,3.0,0.14,21.428571428571427
1997-03-10,3.0,0.14,21.428571428571427
1997-03-11,2.97,0.14,21.214285714285715
1997-03-12,2.97,0.14,21.214285714285715
1997-03-13,3.0,0.14,21.428571428571427
1997-03-14,3.0,0.14,21.428571428571427
1997-03-17,2.94,0.14,20.999999999999996
1997-03-18,2.92,0.14,20.857142857142854
1997-03-19,3.0,0.14,21.428571428571427
1997-03-20,2.98,0.14,21.285714285714285
1997-03-21,2.88,0.14,20.57142857142857
1997-03-24,2.75,0.14,19.642857142857142
1997-03-25,2.81,0.14,20.07142857142857
1997-03-26,2.73,0.14,19.499999999999996
1997-03-27,2.75,0.14,19.642857142857142
1997-03-31,2.56,0.14,18.285714285714285
1997-04-01,2.42,0.14,17.285714285714285
1997-04-02,2.38,0.14,16.999999999999996
1997-04-03,2.34,0.14,16.71428571428571
1997-04-04,2.44,0.14,17.428571428571427
1997-04-07,2.47,0.14,17.642857142857142
1997-04-08,2.67,0.14,19.07142857142857
1997-04-09,2.5,0.14,17.857142857142854
1997-04-10,2.53,0.14,18.07142857142857
1997-04-11,2.47,0.14,17.642857142857142
1997-04-14,2.52,0.14,18.0
1997-04-15,2.51,0.14,17.928571428571427
1997-04-16,2.44,0.14,17.428571428571427
1997-04-17,2.34,0.14,16.71428571428571
1997-04-18,2.31,0.14,16.5
1997-04-21,2.25,0.14,16.07142857142857
1997-04-22,2.19,0.14,15.64285714285714
1997-04-23,2.16,0.14,15.428571428571429
1997-04-24,2.13,0.14,15.214285714285712
1997-04-25,2.09,0.14,14.928571428571425
1997-04-28,1.8,0.14,12.857142857142856
1997-04-29,1.8,0.14,12.857142857142856
1997-04-30,1.89,0.14,13.499999999999998
1997-05-01,1.88,0.14,13.428571428571427
1997-05-02,2.0,0.14,14.285714285714285
1997-05-05,2.02,0.14,14.428571428571427
1997-05-06,1.98,0.14,14.14285714285714
1997-05-07,1.95,0.14,13.928571428571427
1997-05-08,1.92,0.14,13.714285714285712
1997-05-09,1.7,0.14,12.14285714285714
1997-05-12,1.64,0.14,11.714285714285712
1997-05-13,1.48,0.14,10.571428571428571
1997-05-14,1.59,0.14,11.357142857142856
1997-05-15,1.58,0.14,11.285714285714285
1997-05-16,1.56,0.14,11.142857142857142
1997-05-19,1.52,0.14,10.857142857142856
1997-05-20,1.42,0.14,10.14285714285714
1997-05-21,1.44,0.14,10.285714285714285
1997-05-22,1.52,0.14,10.857142857142856
1997-05-23,1.58,0.14,11.285714285714285
1997-05-27,1.58,0.14,11.285714285714285
1997-05-28,1.58,0.14,11.285714285714285
1997-05-29,1.58,0.14,11.285714285714285
1997-05-30,1.63,0.14,11.64285714285714
1997-06-02,1.72,0.14,12.285714285714285
1997-06-03,1.84,0.14,13.142857142857142
1997-06-04,1.89,0.14,13.499999999999998
1997-06-05,1.98,0.14,14.14285714285714
1997-06-06,2.17,0.14,15.499999999999998
1997-06-09,2.19,0.14,15.64285714285714
1997-06-10,2.03,0.14,14.499999999999996
1997-06-11,1.88,0.14,13.428571428571427
1997-06-12,1.88,0.14,13.428571428571427
1997-06-13,2.0,0.14,14.285714285714285
1997-06-16,1.99,0.14,14.214285714285714
1997-06-17,1.95,0.14,13.928571428571427
1997-06-18,1.97,0.14,14.07142857142857
1997-06-19,1.95,0.14,13.928571428571427
1997-06-20,2.11,0.14,15.07142857142857
1997-06-23,1.91,0.14,13.64285714285714
1997-06-24,1.97,0.14,14.07142857142857
1997-06-25,1.95,0.14,13.928571428571427
1997-06-26,1.91,0.14,13.64285714285714
1997-06-27,1.94,0.14,13.857142857142856
1997-06-30,1.95,0.14,13.928571428571427
1997-07-01,1.91,0.14,13.64285714285714
1997-07-02,1.92,0.14,13.714285714285712
1997-07-03,1.92,0.14,13.714285714285712
1997-07-07,1.95,0.14,13.928571428571427
1997-07-08,1.91,0.14,13.64285714285714
1997-07-09,1.94,0.14,13.857142857142856
1997-07-10,1.84,0.14,13.142857142857142
1997-07-11,1.97,0.14,14.07142857142857
1997-07-14,1.93,0.14,13.785714285714285
1997-07-15,1.95,0.14,13.928571428571427
1997-07-16,1.94,0.14,13.857142857142856
1997-07-17,1.91,0.14,13.64285714285714
1997-07-18,1.88,0.14,13.428571428571427
1997-07-21,1.81,0.14,12.928571428571427
1997-07-22,1.81,0.14,12.928571428571427
1997-07-23,1.81,0.14,12.928571428571427
1997-07-24,1.83,0.14,13.071428571428571
1997-07-25,1.81,0.14,12.928571428571427
1997-07-28,1.77,0.14,12.642857142857142
1997-07-29,1.81,0.14,12.928571428571427
1997-07-30,1.78,0.14,12.714285714285714
1997-07-31,1.83,0.14,13.071428571428571
1997-08-01,1.8,0.14,12.857142857142856
1997-08-04,1.7,0.14,12.14285714285714
1997-08-05,1.69,0.14,12.07142857142857
1997-08-06,1.75,0.14,12.499999999999998
1997-08-07,1.75,0.14,12.499999999999998
1997-08-08,1.77,0.14,12.642857142857142
1997-08-11,1.72,0.14,12.285714285714285
1997-08-12,1.81,0.14,12.928571428571427
1997-08-13,1.77,0.14,12.642857142857142
1997-08-14,1.8,0.14,12.857142857142856
1997-08-15,1.83,0.14,13.071428571428571
1997-08-18,1.84,0.14,13.142857142857142
1997-08-19,1.92,0.14,13.714285714285712
1997-08-20,2.05,0.14,14.64285714285714
1997-08-21,2.02,0.14,14.428571428571427
1997-08-22,1.99,0.14,14.214285714285714
1997-08-25,2.0,0.14,14.285714285714285
1997-08-26,2.07,0.14,14.785714285714283
1997-08-27,2.07,0.14,14.785714285714283
1997-08-28,2.11,0.14,15.07142857142857
1997-08-29,2.14,0.14,15.285714285714285
1997-09-02,2.13,0.14,15.214285714285712
1997-09-03,2.14,0.14,15.285714285714285
1997-09-04,2.09,0.14,14.928571428571425
1997-09-05,2.14,0.14,15.285714285714285
1997-09-08,2.2,0.14,15.714285714285714
1997-09-09,2.3,0.14,16.428571428571427
1997-09-10,2.23,0.14,15.928571428571427
1997-09-11,2.38,0.14,16.999999999999996
1997-09-12,2.31,0.14,16.5
1997-09-15,2.33,0.14,16.642857142857142
1997-09-16,2.36,0.14,16.857142857142854
1997-09-17,2.36,0.14,16.857142857142854
1997-09-18,2.38,0.14,16.999999999999996
1997-09-19,2.38,0.14,16.999999999999996
1997-09-22,2.41,0.14,17.214285714285715
1997-09-23,2.36,0.14,16.857142857142854
1997-09-24,2.52,0.14,18.0
1997-09-25,2.56,0.14,18.285714285714285
1997-09-26,2.67,0.14,19.07142857142857
1997-09-29,2.73,0.14,19.499999999999996
1997-09-30,3.03,0.14,21.64285714285714
1997-10-01,3.24,0.14,23.142857142857142
1997-10-02,3.03,0.14,21.64285714285714
1997-10-03,2.95,0.14,21.07142857142857
1997-10-06,2.98,0.14,21.285714285714285
1997-10-07,2.98,0.14,21.285714285714285
1997-10-08,2.97,0.14,21.214285714285715
1997-10-09,2.89,0.14,20.642857142857142
1997-10-10,2.8,0.14,19.999999999999996
1997-10-13,2.67,0.14,19.07142857142857
1997-10-14,2.53,0.14,18.07142857142857
1997-10-15,2.56,0.14,18.285714285714285
1997-10-16,2.7,0.14,19.285714285714285
1997-10-17,2.69,0.14,19.21428571428571
1997-10-20,2.69,0.14,19.21428571428571
1997-10-21,2.77,0.14,19.785714285714285
1997-10-22,2.83,0.14,20.21428571428571
1997-10-23,2.93,0.14,20.928571428571427
1997-10-24,2.88,0.14,20.57142857142857
1997-10-27,2.63,0.14,18.785714285714285
1997-10-28,2.7,0.14,19.285714285714285
1997-10-29,2.44,0.14,17.428571428571427
1997-10-30,2.36,0.14,16.857142857142854
1997-10-31,2.38,0.14,16.999999999999996
1997-11-03,2.38,0.14,16.999999999999996
1997-11-04,2.38,0.14,16.999999999999996
1997-11-05,2.39,0.14,17.07142857142857
1997-11-06,2.36,0.14,16.857142857142854
1997-11-07,2.3,0.14,16.428571428571427
1997-11-10,2.33,0.14,16.642857142857142
1997-11-11,2.36,0.14,16.857142857142854
1997-11-12,2.37,0.14,16.928571428571427
