date,LYV,LYV_EPS,PE Ratio
2014-06-05,24.12,-0.16,-150.75
2014-06-06,24.02,-0.16,-150.125
2014-06-09,24.03,-0.16,-150.1875
2014-06-10,23.86,-0.16,-149.125
2014-06-11,23.61,-0.16,-147.5625
2014-06-12,23.09,-0.16,-144.3125
2014-06-13,23.51,-0.16,-146.9375
2014-06-16,23.49,-0.16,-146.8125
2014-06-17,23.75,-0.16,-148.4375
2014-06-18,23.8,-0.16,-148.75
2014-06-19,23.94,-0.16,-149.625
2014-06-20,23.57,-0.16,-147.3125
2014-06-23,23.46,-0.16,-146.625
2014-06-24,23.61,-0.16,-147.5625
2014-06-25,24.11,-0.16,-150.6875
2014-06-26,24.22,-0.16,-151.375
2014-06-27,24.14,-0.16,-150.875
2014-06-30,24.69,-0.16,-154.3125
2014-07-01,24.94,-0.16,-155.875
2014-07-02,24.84,-0.16,-155.25
2014-07-03,25.14,-0.16,-157.125
2014-07-07,24.95,-0.16,-155.9375
2014-07-08,24.14,-0.16,-150.875
2014-07-09,24.3,-0.16,-151.875
2014-07-10,24.62,-0.16,-153.875
2014-07-11,24.11,-0.16,-150.6875
2014-07-14,24.09,-0.16,-150.5625
2014-07-15,23.91,-0.16,-149.4375
2014-07-16,23.91,-0.16,-149.4375
2014-07-17,23.91,-0.16,-149.4375
2014-07-18,24.11,-0.16,-150.6875
2014-07-21,23.78,-0.16,-148.625
2014-07-22,24.03,-0.16,-150.1875
2014-07-23,24.0,-0.16,-150.0
2014-07-24,24.21,-0.16,-151.3125
2014-07-25,24.01,-0.16,-150.0625
2014-07-28,23.96,-0.16,-149.75
2014-07-29,23.76,-0.16,-148.5
2014-07-30,23.85,-0.16,-149.0625
2014-07-31,23.21,0.1,232.1
2014-08-01,21.6,0.1,216.0
2014-08-04,21.57,0.1,215.7
2014-08-05,21.51,0.1,215.1
2014-08-06,21.22,0.1,212.2
2014-08-07,21.1,0.1,211.0
2014-08-08,21.07,0.1,210.7
2014-08-11,21.07,0.1,210.7
2014-08-12,20.9,0.1,208.99999999999997
2014-08-13,21.34,0.1,213.39999999999998
2014-08-14,21.3,0.1,213.0
2014-08-15,21.46,0.1,214.6
2014-08-18,21.77,0.1,217.7
2014-08-19,21.7,0.1,216.99999999999997
2014-08-20,21.76,0.1,217.6
2014-08-21,21.49,0.1,214.89999999999998
2014-08-22,21.72,0.1,217.2
2014-08-25,21.67,0.1,216.70000000000002
2014-08-26,21.77,0.1,217.7
2014-08-27,21.87,0.1,218.7
2014-08-28,21.94,0.1,219.4
2014-08-29,21.96,0.1,219.6
2014-09-02,22.71,0.1,227.1
2014-09-03,22.55,0.1,225.5
2014-09-04,22.5,0.1,225.0
2014-09-05,22.71,0.1,227.1
2014-09-08,22.89,0.1,228.9
2014-09-09,22.85,0.1,228.5
2014-09-10,23.62,0.1,236.2
2014-09-11,23.5,0.1,235.0
2014-09-12,23.43,0.1,234.29999999999998
2014-09-15,23.45,0.1,234.49999999999997
2014-09-16,24.4,0.1,243.99999999999997
2014-09-17,24.22,0.1,242.2
2014-09-18,24.48,0.1,244.79999999999998
2014-09-19,24.48,0.1,244.79999999999998
2014-09-22,23.93,0.1,239.29999999999998
2014-09-23,23.77,0.1,237.7
2014-09-24,24.05,0.1,240.5
2014-09-25,23.69,0.1,236.9
2014-09-26,24.2,0.1,241.99999999999997
2014-09-29,24.31,0.1,243.09999999999997
2014-09-30,24.02,0.1,240.2
2014-10-01,23.56,0.1,235.59999999999997
2014-10-02,23.56,0.1,235.59999999999997
2014-10-03,24.14,0.1,241.4
2014-10-06,24.09,0.1,240.89999999999998
2014-10-07,23.77,0.1,237.7
2014-10-08,24.68,0.1,246.79999999999998
2014-10-09,23.72,0.1,237.2
2014-10-10,22.79,0.1,227.89999999999998
2014-10-13,21.72,0.1,217.2
2014-10-14,21.8,0.1,218.0
2014-10-15,21.96,0.1,219.6
2014-10-16,21.89,0.1,218.9
2014-10-17,22.5,0.1,225.0
2014-10-20,22.99,0.1,229.89999999999998
2014-10-21,23.45,0.1,234.49999999999997
2014-10-22,23.29,0.1,232.89999999999998
2014-10-23,23.5,0.1,235.0
2014-10-24,23.54,0.1,235.39999999999998
2014-10-27,23.77,0.1,237.7
2014-10-28,24.26,0.1,242.6
2014-10-29,24.75,0.1,247.5
2014-10-30,24.86,0.52,47.80769230769231
2014-10-31,26.0,0.52,50.0
2014-11-03,26.08,0.52,50.153846153846146
2014-11-04,25.77,0.52,49.55769230769231
2014-11-05,25.65,0.52,49.32692307692307
2014-11-06,25.85,0.52,49.71153846153846
2014-11-07,25.99,0.52,49.980769230769226
2014-11-10,26.1,0.52,50.19230769230769
2014-11-11,26.12,0.52,50.23076923076923
2014-11-12,26.04,0.52,50.07692307692307
2014-11-13,26.11,0.52,50.21153846153846
2014-11-14,26.03,0.52,50.05769230769231
2014-11-17,26.0,0.52,50.0
2014-11-18,26.2,0.52,50.38461538461538
2014-11-19,25.85,0.52,49.71153846153846
2014-11-20,26.37,0.52,50.71153846153846
2014-11-21,26.04,0.52,50.07692307692307
2014-11-24,26.49,0.52,50.942307692307686
2014-11-25,26.57,0.52,51.09615384615385
2014-11-26,26.77,0.52,51.480769230769226
2014-11-28,26.8,0.52,51.53846153846154
2014-12-01,26.58,0.52,51.11538461538461
2014-12-02,26.52,0.52,51.0
2014-12-03,26.57,0.52,51.09615384615385
2014-12-04,26.73,0.52,51.40384615384615
2014-12-05,27.36,0.52,52.61538461538461
2014-12-08,26.51,0.52,50.98076923076923
2014-12-09,26.18,0.52,50.34615384615385
2014-12-10,25.81,0.52,49.63461538461538
2014-12-11,25.58,0.52,49.192307692307686
2014-12-12,25.12,0.52,48.30769230769231
2014-12-15,25.2,0.52,48.46153846153846
2014-12-16,24.84,0.52,47.76923076923077
2014-12-17,25.6,0.52,49.23076923076923
2014-12-18,25.86,0.52,49.730769230769226
2014-12-19,26.29,0.52,50.55769230769231
2014-12-22,26.09,0.52,50.17307692307692
2014-12-23,26.4,0.52,50.76923076923077
2014-12-24,26.62,0.52,51.19230769230769
2014-12-26,26.53,0.52,51.01923076923077
2014-12-29,26.95,0.52,51.82692307692307
2014-12-30,26.58,0.52,51.11538461538461
2014-12-31,26.11,0.52,50.21153846153846
2015-01-02,26.16,0.52,50.30769230769231
2015-01-05,25.56,0.52,49.153846153846146
2015-01-06,24.82,0.52,47.730769230769226
2015-01-07,25.11,0.52,48.28846153846153
2015-01-08,25.83,0.52,49.67307692307692
2015-01-09,25.29,0.52,48.63461538461538
2015-01-12,25.0,0.52,48.07692307692307
2015-01-13,25.27,0.52,48.59615384615385
2015-01-14,24.68,0.52,47.46153846153846
2015-01-15,24.46,0.52,47.03846153846154
2015-01-16,25.03,0.52,48.13461538461539
2015-01-20,24.85,0.52,47.78846153846154
2015-01-21,24.78,0.52,47.65384615384615
2015-01-22,25.33,0.52,48.71153846153846
2015-01-23,25.47,0.52,48.980769230769226
2015-01-26,25.7,0.52,49.42307692307692
2015-01-27,25.41,0.52,48.86538461538461
2015-01-28,24.55,0.52,47.21153846153846
2015-01-29,24.68,0.52,47.46153846153846
2015-01-30,23.77,0.52,45.71153846153846
2015-02-02,23.85,0.52,45.86538461538461
2015-02-03,24.13,0.52,46.40384615384615
2015-02-04,24.39,0.52,46.90384615384615
2015-02-05,24.46,0.52,47.03846153846154
2015-02-06,24.38,0.52,46.88461538461538
2015-02-09,24.39,0.52,46.90384615384615
2015-02-10,24.75,0.52,47.59615384615385
2015-02-11,24.59,0.52,47.28846153846154
2015-02-12,24.68,0.52,47.46153846153846
2015-02-13,25.04,0.52,48.15384615384615
2015-02-17,25.33,0.52,48.71153846153846
2015-02-18,25.3,0.52,48.65384615384615
2015-02-19,25.42,0.52,48.88461538461539
2015-02-20,25.84,0.52,49.69230769230769
2015-02-23,25.69,0.52,49.40384615384615
2015-02-24,25.73,0.52,49.480769230769226
2015-02-25,26.1,0.52,50.19230769230769
2015-02-26,25.85,-0.95,-27.210526315789476
2015-02-27,25.59,-0.95,-26.93684210526316
2015-03-02,26.78,-0.95,-28.18947368421053
2015-03-03,26.19,-0.95,-27.56842105263158
2015-03-04,26.15,-0.95,-27.526315789473685
2015-03-05,26.21,-0.95,-27.589473684210528
2015-03-06,25.76,-0.95,-27.115789473684213
2015-03-09,25.48,-0.95,-26.82105263157895
2015-03-10,25.26,-0.95,-26.589473684210528
2015-03-11,25.37,-0.95,-26.705263157894738
2015-03-12,25.44,-0.95,-26.778947368421054
2015-03-13,25.08,-0.95,-26.4
2015-03-16,25.53,-0.95,-26.873684210526317
2015-03-17,25.4,-0.95,-26.736842105263158
2015-03-18,25.72,-0.95,-27.073684210526316
2015-03-19,25.51,-0.95,-26.85263157894737
2015-03-20,25.5,-0.95,-26.842105263157897
2015-03-23,25.43,-0.95,-26.76842105263158
2015-03-24,25.48,-0.95,-26.82105263157895
2015-03-25,24.96,-0.95,-26.27368421052632
2015-03-26,24.93,-0.95,-26.242105263157896
2015-03-27,25.0,-0.95,-26.315789473684212
2015-03-30,25.25,-0.95,-26.578947368421055
2015-03-31,25.23,-0.95,-26.55789473684211
2015-04-01,25.31,-0.95,-26.642105263157895
2015-04-02,25.69,-0.95,-27.042105263157897
2015-04-06,25.91,-0.95,-27.273684210526316
2015-04-07,25.74,-0.95,-27.094736842105263
2015-04-08,25.73,-0.95,-27.08421052631579
2015-04-09,25.93,-0.95,-27.294736842105266
2015-04-10,25.8,-0.95,-27.157894736842106
2015-04-13,25.95,-0.95,-27.315789473684212
2015-04-14,26.03,-0.95,-27.400000000000002
2015-04-15,26.18,-0.95,-27.557894736842105
2015-04-16,26.24,-0.95,-27.621052631578948
2015-04-17,25.7,-0.95,-27.05263157894737
2015-04-20,25.91,-0.95,-27.273684210526316
2015-04-21,25.97,-0.95,-27.33684210526316
2015-04-22,25.99,-0.95,-27.357894736842105
2015-04-23,25.98,-0.95,-27.347368421052632
2015-04-24,25.99,-0.95,-27.357894736842105
2015-04-27,25.58,-0.95,-26.926315789473684
2015-04-28,25.51,-0.95,-26.85263157894737
2015-04-29,25.63,-0.95,-26.978947368421053
2015-04-30,25.06,-0.31,-80.83870967741935
2015-05-01,27.08,-0.31,-87.35483870967741
2015-05-04,27.75,-0.31,-89.51612903225806
2015-05-05,26.89,-0.31,-86.74193548387098
2015-05-06,26.63,-0.31,-85.90322580645162
2015-05-07,26.56,-0.31,-85.6774193548387
2015-05-08,26.85,-0.31,-86.61290322580646
2015-05-11,26.63,-0.31,-85.90322580645162
2015-05-12,26.59,-0.31,-85.7741935483871
2015-05-13,26.65,-0.31,-85.96774193548387
2015-05-14,27.0,-0.31,-87.09677419354838
2015-05-15,27.16,-0.31,-87.61290322580645
2015-05-18,27.49,-0.31,-88.6774193548387
2015-05-19,27.25,-0.31,-87.90322580645162
2015-05-20,27.19,-0.31,-87.70967741935485
2015-05-21,27.27,-0.31,-87.96774193548387
2015-05-22,27.36,-0.31,-88.25806451612902
2015-05-26,28.32,-0.31,-91.35483870967742
2015-05-27,28.84,-0.31,-93.03225806451613
2015-05-28,28.4,-0.31,-91.61290322580645
2015-05-29,28.6,-0.31,-92.25806451612904
2015-06-01,28.65,-0.31,-92.41935483870968
2015-06-02,28.53,-0.31,-92.03225806451613
2015-06-03,28.97,-0.31,-93.45161290322581
2015-06-04,28.69,-0.31,-92.54838709677419
2015-06-05,29.01,-0.31,-93.58064516129033
2015-06-08,28.78,-0.31,-92.83870967741936
2015-06-09,28.6,-0.31,-92.25806451612904
2015-06-10,28.93,-0.31,-93.3225806451613
2015-06-11,29.21,-0.31,-94.22580645161291
2015-06-12,28.93,-0.31,-93.3225806451613
2015-06-15,28.81,-0.31,-92.93548387096774
2015-06-16,28.68,-0.31,-92.51612903225806
2015-06-17,28.71,-0.31,-92.61290322580645
2015-06-18,28.94,-0.31,-93.35483870967742
2015-06-19,28.73,-0.31,-92.6774193548387
2015-06-22,29.0,-0.31,-93.54838709677419
2015-06-23,29.16,-0.31,-94.06451612903226
2015-06-24,28.92,-0.31,-93.29032258064517
2015-06-25,29.0,-0.31,-93.54838709677419
2015-06-26,28.58,-0.31,-92.19354838709677
2015-06-29,27.58,-0.31,-88.96774193548387
2015-06-30,27.49,-0.31,-88.6774193548387
2015-07-01,27.59,-0.31,-89.0
2015-07-02,27.57,-0.31,-88.93548387096774
2015-07-06,27.09,-0.31,-87.38709677419355
2015-07-07,26.92,-0.31,-86.83870967741936
2015-07-08,26.4,-0.31,-85.16129032258064
2015-07-09,26.54,-0.31,-85.61290322580645
2015-07-10,26.91,-0.31,-86.80645161290323
2015-07-13,27.41,-0.31,-88.41935483870968
2015-07-14,27.63,-0.31,-89.12903225806451
2015-07-15,27.05,-0.31,-87.25806451612904
2015-07-16,27.32,-0.31,-88.12903225806451
2015-07-17,26.76,-0.31,-86.3225806451613
2015-07-20,26.76,-0.31,-86.3225806451613
2015-07-21,26.23,-0.31,-84.61290322580645
2015-07-22,26.26,-0.31,-84.70967741935485
2015-07-23,26.19,-0.31,-84.48387096774194
2015-07-24,25.89,-0.31,-83.51612903225806
2015-07-27,25.52,-0.31,-82.3225806451613
2015-07-28,26.06,-0.31,-84.06451612903226
2015-07-29,26.21,-0.31,-84.54838709677419
2015-07-30,26.12,-0.31,-84.25806451612904
2015-07-31,26.22,-0.31,-84.58064516129032
2015-08-03,26.25,-0.31,-84.6774193548387
2015-08-04,26.23,-0.31,-84.61290322580645
2015-08-05,25.54,-0.31,-82.38709677419355
2015-08-06,25.24,-0.31,-81.41935483870968
2015-08-07,25.2,-0.31,-81.29032258064515
2015-08-10,25.76,0.06,429.33333333333337
2015-08-11,25.54,0.06,425.6666666666667
2015-08-12,25.8,0.06,430.0
2015-08-13,26.24,0.06,437.3333333333333
2015-08-14,26.3,0.06,438.33333333333337
2015-08-17,26.56,0.06,442.6666666666667
2015-08-18,26.24,0.06,437.3333333333333
2015-08-19,25.74,0.06,429.0
2015-08-20,25.38,0.06,423.0
2015-08-21,24.38,0.06,406.3333333333333
2015-08-24,23.98,0.06,399.6666666666667
2015-08-25,23.94,0.06,399.00000000000006
2015-08-26,24.26,0.06,404.33333333333337
2015-08-27,24.85,0.06,414.1666666666667
2015-08-28,24.8,0.06,413.33333333333337
2015-08-31,24.62,0.06,410.33333333333337
2015-09-01,23.99,0.06,399.8333333333333
2015-09-02,24.34,0.06,405.6666666666667
2015-09-03,24.73,0.06,412.1666666666667
2015-09-04,24.7,0.06,411.6666666666667
2015-09-08,25.42,0.06,423.6666666666667
2015-09-09,25.01,0.06,416.83333333333337
2015-09-10,24.88,0.06,414.6666666666667
2015-09-11,25.03,0.06,417.1666666666667
2015-09-14,25.05,0.06,417.5
2015-09-15,25.34,0.06,422.33333333333337
2015-09-16,25.66,0.06,427.6666666666667
2015-09-17,25.74,0.06,429.0
2015-09-18,25.53,0.06,425.50000000000006
2015-09-21,25.59,0.06,426.5
2015-09-22,25.2,0.06,420.0
2015-09-23,25.1,0.06,418.33333333333337
2015-09-24,24.69,0.06,411.50000000000006
2015-09-25,24.38,0.06,406.3333333333333
2015-09-28,24.01,0.06,400.1666666666667
2015-09-29,23.58,0.06,393.0
2015-09-30,24.04,0.06,400.6666666666667
2015-10-01,24.09,0.06,401.5
2015-10-02,24.6,0.06,410.00000000000006
2015-10-05,25.25,0.06,420.83333333333337
2015-10-06,25.43,0.06,423.83333333333337
2015-10-07,25.66,0.06,427.6666666666667
2015-10-08,25.92,0.06,432.00000000000006
2015-10-09,25.94,0.06,432.33333333333337
2015-10-12,25.61,0.06,426.8333333333333
2015-10-13,25.41,0.06,423.5
2015-10-14,25.52,0.06,425.3333333333333
2015-10-15,25.88,0.06,431.3333333333333
2015-10-16,25.89,0.06,431.5
2015-10-19,25.99,0.06,433.16666666666663
2015-10-20,25.85,0.06,430.83333333333337
2015-10-21,25.57,0.06,426.1666666666667
2015-10-22,26.01,0.06,433.50000000000006
2015-10-23,26.76,0.06,446.00000000000006
2015-10-26,27.03,0.06,450.50000000000006
2015-10-27,26.64,0.06,444.0
2015-10-28,27.35,0.06,455.83333333333337
2015-10-29,27.05,0.39,69.35897435897436
2015-10-30,27.28,0.39,69.94871794871796
2015-11-02,26.9,0.39,68.97435897435896
2015-11-03,26.5,0.39,67.94871794871794
2015-11-04,26.37,0.39,67.61538461538461
2015-11-05,26.18,0.39,67.12820512820512
2015-11-06,26.47,0.39,67.87179487179486
2015-11-09,26.56,0.39,68.1025641025641
2015-11-10,26.49,0.39,67.92307692307692
2015-11-11,26.5,0.39,67.94871794871794
2015-11-12,26.25,0.39,67.3076923076923
2015-11-13,25.94,0.39,66.51282051282051
2015-11-16,25.88,0.39,66.35897435897435
2015-11-17,25.6,0.39,65.64102564102565
2015-11-18,25.79,0.39,66.12820512820512
2015-11-19,25.76,0.39,66.05128205128206
2015-11-20,25.72,0.39,65.94871794871794
2015-11-23,25.24,0.39,64.71794871794872
2015-11-24,25.37,0.39,65.05128205128206
2015-11-25,25.56,0.39,65.53846153846153
2015-11-27,25.61,0.39,65.66666666666666
2015-11-30,25.39,0.39,65.1025641025641
2015-12-01,25.59,0.39,65.61538461538461
2015-12-02,25.19,0.39,64.58974358974359
2015-12-03,24.96,0.39,64.0
2015-12-04,25.14,0.39,64.46153846153847
2015-12-07,25.07,0.39,64.28205128205128
2015-12-08,24.81,0.39,63.61538461538461
2015-12-09,24.53,0.39,62.8974358974359
2015-12-10,24.61,0.39,63.1025641025641
2015-12-11,24.7,0.39,63.33333333333333
2015-12-14,24.75,0.39,63.46153846153846
2015-12-15,24.9,0.39,63.84615384615384
2015-12-16,25.47,0.39,65.3076923076923
2015-12-17,24.97,0.39,64.02564102564102
2015-12-18,24.68,0.39,63.28205128205128
2015-12-21,24.79,0.39,63.56410256410256
2015-12-22,25.02,0.39,64.15384615384615
2015-12-23,25.01,0.39,64.12820512820512
2015-12-24,24.9,0.39,63.84615384615384
2015-12-28,24.9,0.39,63.84615384615384
2015-12-29,25.17,0.39,64.53846153846155
2015-12-30,24.78,0.39,63.53846153846154
2015-12-31,24.57,0.39,63.0
2016-01-04,23.97,0.39,61.46153846153846
2016-01-05,23.91,0.39,61.30769230769231
2016-01-06,23.77,0.39,60.94871794871795
2016-01-07,23.11,0.39,59.256410256410255
2016-01-08,22.81,0.39,58.48717948717948
2016-01-11,22.78,0.39,58.41025641025641
2016-01-12,23.13,0.39,59.30769230769231
2016-01-13,22.08,0.39,56.615384615384606
2016-01-14,22.51,0.39,57.71794871794872
2016-01-15,22.5,0.39,57.69230769230769
2016-01-19,22.38,0.39,57.38461538461538
2016-01-20,21.55,0.39,55.256410256410255
2016-01-21,21.43,0.39,54.94871794871795
2016-01-22,22.12,0.39,56.717948717948715
2016-01-25,21.81,0.39,55.92307692307692
2016-01-26,22.35,0.39,57.30769230769231
2016-01-27,22.0,0.39,56.41025641025641
2016-01-28,21.74,0.39,55.74358974358974
2016-01-29,22.7,0.39,58.205128205128204
2016-02-01,22.46,0.39,57.58974358974359
2016-02-02,21.65,0.39,55.512820512820504
2016-02-03,21.58,0.39,55.33333333333333
2016-02-04,21.36,0.39,54.76923076923077
2016-02-05,20.06,0.39,51.43589743589743
2016-02-08,19.39,0.39,49.717948717948715
2016-02-09,19.36,0.39,49.641025641025635
2016-02-10,19.49,0.39,49.97435897435897
2016-02-11,19.45,0.39,49.87179487179487
2016-02-12,19.41,0.39,49.76923076923077
2016-02-16,20.15,0.39,51.666666666666664
2016-02-17,20.32,0.39,52.1025641025641
2016-02-18,19.58,0.39,50.2051282051282
2016-02-19,20.04,0.39,51.38461538461538
2016-02-22,20.59,0.39,52.794871794871796
2016-02-23,20.34,0.39,52.15384615384615
2016-02-24,20.92,0.39,53.64102564102564
2016-02-25,20.7,-0.47,-44.04255319148936
2016-02-26,21.84,-0.47,-46.46808510638298
2016-02-29,21.99,-0.47,-46.78723404255319
2016-03-01,22.38,-0.47,-47.61702127659574
2016-03-02,22.3,-0.47,-47.4468085106383
2016-03-03,22.5,-0.47,-47.87234042553192
2016-03-04,22.35,-0.47,-47.55319148936171
2016-03-07,22.52,-0.47,-47.91489361702128
2016-03-08,22.18,-0.47,-47.19148936170213
2016-03-09,22.25,-0.47,-47.340425531914896
2016-03-10,22.1,-0.47,-47.02127659574469
2016-03-11,22.51,-0.47,-47.893617021276604
2016-03-14,22.35,-0.47,-47.55319148936171
2016-03-15,22.12,-0.47,-47.06382978723405
2016-03-16,22.34,-0.47,-47.53191489361702
2016-03-17,22.6,-0.47,-48.08510638297873
2016-03-18,22.65,-0.47,-48.191489361702125
2016-03-21,22.91,-0.47,-48.74468085106383
2016-03-22,22.73,-0.47,-48.361702127659576
2016-03-23,22.35,-0.47,-47.55319148936171
2016-03-24,22.55,-0.47,-47.97872340425533
2016-03-28,22.57,-0.47,-48.02127659574469
2016-03-29,22.77,-0.47,-48.4468085106383
2016-03-30,22.3,-0.47,-47.4468085106383
2016-03-31,22.31,-0.47,-47.46808510638298
2016-04-01,22.25,-0.47,-47.340425531914896
2016-04-04,21.84,-0.47,-46.46808510638298
2016-04-05,21.35,-0.47,-45.425531914893625
2016-04-06,21.53,-0.47,-45.808510638297875
2016-04-07,21.08,-0.47,-44.851063829787236
2016-04-08,21.29,-0.47,-45.297872340425535
2016-04-11,21.23,-0.47,-45.17021276595745
2016-04-12,21.48,-0.47,-45.70212765957447
2016-04-13,22.13,-0.47,-47.08510638297872
2016-04-14,22.16,-0.47,-47.14893617021277
2016-04-15,22.16,-0.47,-47.14893617021277
2016-04-18,22.39,-0.47,-47.63829787234043
2016-04-19,22.0,-0.47,-46.808510638297875
2016-04-20,21.78,-0.47,-46.340425531914896
2016-04-21,21.48,-0.47,-45.70212765957447
2016-04-22,21.77,-0.47,-46.319148936170215
2016-04-25,21.59,-0.47,-45.93617021276596
2016-04-26,21.94,-0.47,-46.68085106382979
2016-04-27,21.75,-0.47,-46.276595744680854
2016-04-28,21.73,-0.47,-46.23404255319149
2016-04-29,21.48,-0.47,-45.70212765957447
2016-05-02,21.9,-0.47,-46.59574468085106
2016-05-03,21.69,-0.29,-74.79310344827587
2016-05-04,22.44,-0.29,-77.3793103448276
2016-05-05,23.23,-0.29,-80.10344827586208
2016-05-06,23.43,-0.29,-80.79310344827587
2016-05-09,23.02,-0.29,-79.37931034482759
2016-05-10,23.33,-0.29,-80.44827586206897
2016-05-11,23.28,-0.29,-80.27586206896552
2016-05-12,23.04,-0.29,-79.44827586206897
2016-05-13,22.73,-0.29,-78.37931034482759
2016-05-16,22.94,-0.29,-79.10344827586208
2016-05-17,22.58,-0.29,-77.86206896551724
2016-05-18,22.36,-0.29,-77.10344827586208
2016-05-19,22.25,-0.29,-76.72413793103449
2016-05-20,22.99,-0.29,-79.27586206896552
2016-05-23,22.9,-0.29,-78.96551724137932
2016-05-24,23.44,-0.29,-80.82758620689656
2016-05-25,23.43,-0.29,-80.79310344827587
2016-05-26,23.57,-0.29,-81.27586206896552
2016-05-27,24.16,-0.29,-83.3103448275862
2016-05-31,24.15,-0.29,-83.27586206896552
2016-06-01,24.38,-0.29,-84.06896551724138
2016-06-02,24.61,-0.29,-84.86206896551724
2016-06-03,24.41,-0.29,-84.17241379310346
2016-06-06,24.52,-0.29,-84.55172413793103
2016-06-07,24.73,-0.29,-85.27586206896552
2016-06-08,24.65,-0.29,-85.0
2016-06-09,24.39,-0.29,-84.10344827586208
2016-06-10,23.68,-0.29,-81.65517241379311
2016-06-13,23.29,-0.29,-80.3103448275862
2016-06-14,23.35,-0.29,-80.51724137931035
2016-06-15,23.55,-0.29,-81.20689655172414
2016-06-16,23.49,-0.29,-81.0
2016-06-17,23.27,-0.29,-80.24137931034483
2016-06-20,23.85,-0.29,-82.24137931034484
2016-06-21,23.5,-0.29,-81.0344827586207
2016-06-22,23.73,-0.29,-81.82758620689656
2016-06-23,24.03,-0.29,-82.86206896551725
2016-06-24,23.15,-0.29,-79.82758620689656
2016-06-27,22.25,-0.29,-76.72413793103449
2016-06-28,22.53,-0.29,-77.68965517241381
2016-06-29,23.16,-0.29,-79.86206896551725
2016-06-30,23.5,-0.29,-81.0344827586207
2016-07-01,23.52,-0.29,-81.10344827586208
2016-07-05,23.39,-0.29,-80.65517241379311
2016-07-06,23.19,-0.29,-79.96551724137932
2016-07-07,23.41,-0.29,-80.72413793103449
2016-07-08,23.66,-0.29,-81.58620689655173
2016-07-11,23.89,-0.29,-82.37931034482759
2016-07-12,24.24,-0.29,-83.58620689655173
2016-07-13,24.2,-0.29,-83.44827586206897
2016-07-14,24.38,-0.29,-84.06896551724138
2016-07-15,24.51,-0.29,-84.51724137931036
2016-07-18,24.87,-0.29,-85.75862068965519
2016-07-19,24.94,-0.29,-86.00000000000001
2016-07-20,25.13,-0.29,-86.65517241379311
2016-07-21,25.17,-0.29,-86.79310344827587
2016-07-22,25.69,-0.29,-88.58620689655173
2016-07-25,25.9,-0.29,-89.3103448275862
2016-07-26,26.25,-0.29,-90.51724137931035
2016-07-27,26.01,-0.29,-89.68965517241381
2016-07-28,25.74,0.13,197.99999999999997
2016-07-29,27.42,0.13,210.92307692307693
2016-08-01,26.79,0.13,206.07692307692307
2016-08-02,26.37,0.13,202.84615384615384
2016-08-03,26.64,0.13,204.92307692307693
2016-08-04,26.59,0.13,204.53846153846152
2016-08-05,26.53,0.13,204.07692307692307
2016-08-08,26.37,0.13,202.84615384615384
2016-08-09,26.32,0.13,202.46153846153845
2016-08-10,26.38,0.13,202.9230769230769
2016-08-11,26.78,0.13,206.0
2016-08-12,26.45,0.13,203.46153846153845
2016-08-15,26.83,0.13,206.38461538461536
2016-08-16,26.39,0.13,203.0
2016-08-17,26.43,0.13,203.3076923076923
2016-08-18,26.95,0.13,207.3076923076923
2016-08-19,26.92,0.13,207.0769230769231
2016-08-22,26.77,0.13,205.9230769230769
2016-08-23,26.97,0.13,207.46153846153845
2016-08-24,26.72,0.13,205.53846153846152
2016-08-25,26.43,0.13,203.3076923076923
2016-08-26,26.21,0.13,201.6153846153846
2016-08-29,26.5,0.13,203.84615384615384
2016-08-30,26.72,0.13,205.53846153846152
2016-08-31,26.72,0.13,205.53846153846152
2016-09-01,26.77,0.13,205.9230769230769
2016-09-02,27.07,0.13,208.23076923076923
2016-09-06,26.86,0.13,206.6153846153846
2016-09-07,27.02,0.13,207.84615384615384
2016-09-08,26.37,0.13,202.84615384615384
2016-09-09,25.76,0.13,198.15384615384616
2016-09-12,26.2,0.13,201.53846153846152
2016-09-13,25.68,0.13,197.53846153846152
2016-09-14,26.11,0.13,200.84615384615384
2016-09-15,26.25,0.13,201.9230769230769
2016-09-16,25.96,0.13,199.69230769230768
2016-09-19,26.16,0.13,201.23076923076923
2016-09-20,26.63,0.13,204.84615384615384
2016-09-21,27.02,0.13,207.84615384615384
2016-09-22,27.41,0.13,210.84615384615384
2016-09-23,27.45,0.13,211.15384615384613
2016-09-26,27.44,0.13,211.07692307692307
2016-09-27,27.48,0.13,211.3846153846154
2016-09-28,27.5,0.13,211.53846153846152
2016-09-29,27.5,0.13,211.53846153846152
2016-09-30,27.48,0.13,211.3846153846154
2016-10-03,27.71,0.13,213.15384615384616
2016-10-04,27.91,0.13,214.69230769230768
2016-10-05,28.16,0.13,216.6153846153846
2016-10-06,27.85,0.13,214.23076923076923
2016-10-07,27.59,0.13,212.23076923076923
2016-10-10,27.75,0.13,213.46153846153845
2016-10-11,27.41,0.13,210.84615384615384
2016-10-12,27.44,0.13,211.07692307692307
2016-10-13,27.22,0.13,209.38461538461536
2016-10-14,27.21,0.13,209.30769230769232
2016-10-17,26.92,0.13,207.0769230769231
2016-10-18,27.21,0.13,209.30769230769232
2016-10-19,27.68,0.13,212.9230769230769
2016-10-20,27.38,0.13,210.6153846153846
2016-10-21,27.6,0.13,212.30769230769232
