date,NEM,NEM_EPS,PE Ratio
1995-05-02,42.13,,
1995-05-03,41.88,,
1995-05-04,42.25,,
1995-05-05,41.5,,
1995-05-08,41.5,,
1995-05-09,39.5,,
1995-05-10,39.0,,
1995-05-11,38.38,,
1995-05-12,38.5,,
1995-05-15,39.63,,
1995-05-16,39.88,,
1995-05-17,40.5,,
1995-05-18,41.25,,
1995-05-19,40.88,,
1995-05-22,40.63,,
1995-05-23,41.25,,
1995-05-24,42.38,,
1995-05-25,42.13,,
1995-05-26,42.0,,
1995-05-30,41.13,,
1995-05-31,41.75,,
1995-06-01,42.75,,
1995-06-02,41.88,,
1995-06-05,42.38,,
1995-06-06,41.88,,
1995-06-07,42.88,,
1995-06-08,43.0,,
1995-06-09,42.75,,
1995-06-12,42.88,,
1995-06-13,43.25,,
1995-06-14,44.0,,
1995-06-15,44.88,,
1995-06-16,44.38,,
1995-06-19,45.13,,
1995-06-20,43.88,,
1995-06-21,44.25,,
1995-06-22,44.63,,
1995-06-23,44.38,,
1995-06-26,43.38,,
1995-06-27,43.5,,
1995-06-28,42.5,,
1995-06-29,42.5,,
1995-06-30,41.88,,
1995-07-03,42.0,,
1995-07-05,41.75,,
1995-07-06,43.13,,
1995-07-07,43.75,,
1995-07-10,43.38,,
1995-07-11,44.75,,
1995-07-12,45.0,,
1995-07-13,44.38,,
1995-07-14,45.0,,
1995-07-17,45.75,,
1995-07-18,45.38,,
1995-07-19,44.13,,
1995-07-20,43.13,,
1995-07-21,43.38,,
1995-07-24,44.25,,
1995-07-25,43.5,,
1995-07-26,45.13,,
1995-07-27,43.13,,
1995-07-28,43.88,,
1995-07-31,42.75,,
1995-08-01,45.0,,
1995-08-02,44.75,,
1995-08-03,45.38,,
1995-08-04,44.38,,
1995-08-07,44.13,,
1995-08-08,44.88,,
1995-08-09,44.0,,
1995-08-10,43.63,,
1995-08-11,43.13,,
1995-08-14,45.0,,
1995-08-15,45.63,,
1995-08-16,44.75,,
1995-08-17,44.88,,
1995-08-18,45.13,,
1995-08-21,45.13,,
1995-08-22,44.75,,
1995-08-23,45.5,,
1995-08-24,45.13,,
1995-08-25,45.25,,
1995-08-28,45.13,,
1995-08-29,44.5,,
1995-08-30,43.5,,
1995-08-31,43.5,,
1995-09-01,43.38,,
1995-09-05,43.63,,
1995-09-06,44.0,,
1995-09-07,44.38,,
1995-09-08,44.38,,
1995-09-11,44.63,,
1995-09-12,45.63,,
1995-09-13,44.88,,
1995-09-14,45.25,,
1995-09-15,44.75,,
1995-09-18,44.88,,
1995-09-19,44.0,,
1995-09-20,43.63,,
1995-09-21,44.63,,
1995-09-22,43.88,,
1995-09-25,43.13,,
1995-09-26,43.0,,
1995-09-27,42.63,,
1995-09-28,42.38,,
1995-09-29,42.5,,
1995-10-02,41.88,,
1995-10-03,41.63,,
1995-10-04,41.63,,
1995-10-05,41.63,,
1995-10-06,42.0,,
1995-10-09,42.38,,
1995-10-10,42.38,,
1995-10-11,41.88,,
1995-10-12,40.63,,
1995-10-13,40.75,,
1995-10-16,39.38,,
1995-10-17,39.5,,
1995-10-18,38.38,,
1995-10-19,38.38,,
1995-10-20,38.88,,
1995-10-23,38.0,,
1995-10-24,38.0,,
1995-10-25,38.75,,
1995-10-26,38.13,,
1995-10-27,37.63,,
1995-10-30,37.75,,
1995-10-31,37.75,,
1995-11-01,38.25,,
1995-11-02,39.13,,
1995-11-03,38.63,,
1995-11-06,39.75,,
1995-11-07,41.5,,
1995-11-08,41.75,,
1995-11-09,42.75,,
1995-11-10,43.13,,
1995-11-13,41.63,,
1995-11-14,40.38,,
1995-11-15,40.63,,
1995-11-16,40.5,,
1995-11-17,40.88,,
1995-11-20,40.5,,
1995-11-21,40.25,,
1995-11-22,39.63,,
1995-11-24,40.25,,
1995-11-27,41.13,,
1995-11-28,42.88,,
1995-11-29,43.0,,
1995-11-30,43.13,,
1995-12-01,43.13,,
1995-12-04,43.88,,
1995-12-05,44.5,,
1995-12-06,44.5,,
1995-12-07,44.38,,
1995-12-08,44.88,,
1995-12-11,44.88,,
1995-12-12,44.5,,
1995-12-13,43.63,,
1995-12-14,44.0,,
1995-12-15,44.75,,
1995-12-18,45.75,,
1995-12-19,45.25,,
1995-12-20,45.88,,
1995-12-21,46.0,,
1995-12-22,45.63,,
1995-12-26,45.63,,
1995-12-27,44.75,,
1995-12-28,45.13,,
1995-12-29,45.38,,
1996-01-02,47.75,,
1996-01-03,48.63,,
1996-01-04,48.5,,
1996-01-05,49.88,,
1996-01-08,51.0,,
1996-01-09,52.63,,
1996-01-10,54.25,,
1996-01-11,53.75,,
1996-01-12,51.25,,
1996-01-15,51.75,,
1996-01-16,51.25,,
1996-01-17,52.38,,
1996-01-18,51.63,,
1996-01-19,53.88,,
1996-01-22,56.13,,
1996-01-23,56.0,,
1996-01-24,54.5,,
1996-01-25,55.63,,
1996-01-26,56.38,,
1996-01-29,56.38,,
1996-01-30,56.38,,
1996-01-31,56.0,,
1996-02-01,58.13,,
1996-02-02,59.13,,
1996-02-05,59.88,,
1996-02-06,59.75,,
1996-02-07,57.0,,
1996-02-08,55.38,,
1996-02-09,55.0,,
1996-02-12,54.63,,
1996-02-13,54.88,,
1996-02-14,57.38,,
1996-02-15,55.25,,
1996-02-16,56.13,,
1996-02-20,54.5,,
1996-02-21,56.0,,
1996-02-22,55.5,,
1996-02-23,55.38,,
1996-02-26,57.13,,
1996-02-27,56.5,,
1996-02-28,56.5,,
1996-02-29,56.88,,
1996-03-01,55.88,,
1996-03-04,53.0,,
1996-03-05,53.13,,
1996-03-06,53.0,,
1996-03-07,54.25,,
1996-03-08,53.5,,
1996-03-11,54.25,,
1996-03-12,53.75,,
1996-03-13,54.63,,
1996-03-14,54.38,,
1996-03-15,54.63,,
1996-03-18,54.0,,
1996-03-19,54.5,,
1996-03-20,54.0,,
1996-03-21,54.88,,
1996-03-22,56.25,,
1996-03-25,57.13,,
1996-03-26,59.75,,
1996-03-27,58.88,,
1996-03-28,56.75,,
1996-03-29,56.63,,
1996-04-01,55.88,,
1996-04-02,56.0,,
1996-04-03,58.0,,
1996-04-04,57.38,,
1996-04-08,59.25,,
1996-04-09,57.88,,
1996-04-10,59.25,,
1996-04-11,59.63,,
1996-04-12,57.63,,
1996-04-15,57.13,,
1996-04-16,56.0,,
1996-04-17,56.0,,
1996-04-18,56.0,,
1996-04-19,54.0,,
1996-04-22,55.5,,
1996-04-23,55.75,,
1996-04-24,55.63,,
1996-04-25,58.0,,
1996-04-26,56.88,,
1996-04-29,56.75,,
1996-04-30,57.88,,
1996-05-01,57.63,,
1996-05-02,57.63,,
1996-05-03,56.5,,
1996-05-06,58.5,,
1996-05-07,59.25,,
1996-05-08,58.5,,
1996-05-09,58.63,,
1996-05-10,58.5,,
1996-05-13,59.13,,
1996-05-14,58.88,,
1996-05-15,59.13,,
1996-05-16,58.75,,
1996-05-17,58.5,,
1996-05-20,57.25,,
1996-05-21,58.38,,
1996-05-22,58.0,,
1996-05-23,57.13,,
1996-05-24,56.5,,
1996-05-28,57.0,,
1996-05-29,56.88,,
1996-05-30,58.0,,
1996-05-31,60.25,,
1996-06-03,58.88,,
1996-06-04,57.25,,
1996-06-05,54.0,,
1996-06-06,53.0,,
1996-06-07,52.25,,
1996-06-10,51.38,,
1996-06-11,51.0,,
1996-06-12,50.5,,
1996-06-13,50.63,,
1996-06-14,50.5,,
1996-06-17,50.13,,
1996-06-18,50.0,,
1996-06-19,50.38,,
1996-06-20,50.88,,
1996-06-21,49.88,,
1996-06-24,51.5,,
1996-06-25,50.38,,
1996-06-26,49.38,,
1996-06-27,49.38,,
1996-06-28,49.38,,
1996-07-01,50.25,,
1996-07-02,49.5,,
1996-07-03,49.75,,
1996-07-05,51.75,,
1996-07-08,51.38,,
1996-07-09,53.0,,
1996-07-10,53.0,,
1996-07-11,51.75,,
1996-07-12,50.13,,
1996-07-15,49.5,,
1996-07-16,48.63,,
1996-07-17,47.63,,
1996-07-18,48.25,,
1996-07-19,49.13,,
1996-07-22,48.88,,
1996-07-23,48.13,,
1996-07-24,46.88,,
1996-07-25,47.0,,
1996-07-26,47.88,,
1996-07-29,46.75,,
1996-07-30,46.0,,
1996-07-31,48.13,,
1996-08-01,49.88,,
1996-08-02,50.13,,
1996-08-05,52.63,,
1996-08-06,51.88,,
1996-08-07,51.13,,
1996-08-08,52.88,,
1996-08-09,51.75,,
1996-08-12,52.5,,
1996-08-13,51.88,,
1996-08-14,51.13,,
1996-08-15,51.38,,
1996-08-16,50.88,,
1996-08-19,52.88,,
1996-08-20,53.75,,
1996-08-21,53.13,,
1996-08-22,54.0,,
1996-08-23,53.5,,
1996-08-26,54.5,,
1996-08-27,54.25,,
1996-08-28,54.0,,
1996-08-29,53.38,,
1996-08-30,52.88,,
1996-09-03,53.63,,
1996-09-04,53.25,,
1996-09-05,53.38,,
1996-09-06,52.88,,
1996-09-09,51.75,,
1996-09-10,51.25,,
1996-09-11,51.75,,
1996-09-12,51.38,,
1996-09-13,52.13,,
1996-09-16,51.25,,
1996-09-17,50.5,,
1996-09-18,49.75,,
1996-09-19,49.5,,
1996-09-20,49.0,,
1996-09-23,48.38,,
1996-09-24,49.63,,
1996-09-25,48.63,,
1996-09-26,47.75,,
1996-09-27,47.13,,
1996-09-30,47.25,,
1996-10-01,47.25,,
1996-10-02,48.63,,
1996-10-03,47.75,,
1996-10-04,48.0,,
1996-10-07,47.88,,
1996-10-08,47.13,,
1996-10-09,47.25,,
1996-10-10,48.13,,
1996-10-11,47.13,,
1996-10-14,46.88,,
1996-10-15,46.88,,
1996-10-16,46.88,,
1996-10-17,45.63,,
1996-10-18,44.88,,
1996-10-21,45.88,,
1996-10-22,46.5,,
1996-10-23,47.13,,
1996-10-24,46.63,,
1996-10-25,47.0,,
1996-10-28,47.25,,
1996-10-29,46.13,,
1996-10-30,46.88,,
1996-10-31,46.25,,
1996-11-01,46.5,,
1996-11-04,46.63,,
1996-11-05,46.63,,
1996-11-06,46.0,,
1996-11-07,48.0,,
1996-11-08,48.88,,
1996-11-11,49.5,,
1996-11-12,50.63,,
1996-11-13,52.13,,
1996-11-14,51.75,,
1996-11-15,51.25,,
1996-11-18,50.38,,
1996-11-19,50.38,,
1996-11-20,52.5,,
1996-11-21,50.25,,
1996-11-22,49.0,,
1996-11-25,48.38,,
1996-11-26,48.25,,
1996-11-27,47.88,,
1996-11-29,47.88,,
1996-12-02,46.88,,
1996-12-03,46.38,,
1996-12-04,47.5,,
1996-12-05,48.5,,
1996-12-06,46.88,,
1996-12-09,47.0,,
1996-12-10,46.63,,
1996-12-11,45.38,,
1996-12-12,45.13,,
1996-12-13,45.0,,
1996-12-16,45.13,,
1996-12-17,45.5,,
1996-12-18,44.38,,
1996-12-19,44.63,,
1996-12-20,44.88,,
1996-12-23,45.5,,
1996-12-24,45.38,,
1996-12-26,45.13,,
1996-12-27,45.0,,
1996-12-30,45.25,,
1996-12-31,44.75,,
1997-01-02,44.0,,
1997-01-03,43.63,,
1997-01-06,41.25,,
1997-01-07,40.5,,
1997-01-08,39.88,,
1997-01-09,41.13,,
1997-01-10,41.0,,
1997-01-13,40.5,,
1997-01-14,39.75,,
1997-01-15,39.38,,
1997-01-16,40.25,,
1997-01-17,41.0,,
1997-01-20,40.63,,
1997-01-21,40.63,,
1997-01-22,39.63,,
1997-01-23,39.5,,
1997-01-24,40.75,,
1997-01-27,41.63,,
1997-01-28,40.88,,
1997-01-29,40.63,,
1997-01-30,40.0,,
1997-01-31,39.88,,
1997-02-03,40.63,,
1997-02-04,40.5,,
1997-02-05,39.88,,
1997-02-06,38.88,,
1997-02-07,39.5,,
1997-02-10,39.5,,
1997-02-11,39.0,,
1997-02-12,41.25,,
1997-02-13,41.0,,
1997-02-14,42.75,,
1997-02-18,44.0,,
1997-02-19,44.25,,
1997-02-20,46.13,,
1997-02-21,45.38,,
1997-02-24,46.63,,
1997-02-25,46.75,,
1997-02-26,45.75,,
1997-02-27,46.88,,
1997-02-28,47.5,,
1997-03-03,47.0,,
1997-03-04,45.88,,
1997-03-05,45.25,,
1997-03-06,45.0,,
1997-03-07,44.13,,
1997-03-10,43.0,,
1997-03-11,43.13,,
1997-03-12,42.75,,
1997-03-13,43.25,,
1997-03-14,43.0,,
1997-03-17,42.5,,
1997-03-18,42.0,,
1997-03-19,41.63,,
1997-03-20,40.88,,
1997-03-21,40.88,,
1997-03-24,40.25,,
1997-03-25,39.88,,
1997-03-26,41.38,,
1997-03-27,39.63,,
1997-03-31,38.75,,
1997-04-01,38.88,,
1997-04-02,39.38,,
1997-04-03,38.88,,
1997-04-04,38.75,,
1997-04-07,38.38,,
1997-04-08,38.75,,
1997-04-09,38.25,,
1997-04-10,39.25,,
1997-04-11,37.88,,
1997-04-14,37.63,,
1997-04-15,36.38,,
1997-04-16,37.13,,
1997-04-17,37.0,,
1997-04-18,36.0,,
1997-04-21,35.13,,
1997-04-22,34.38,,
1997-04-23,34.25,,
1997-04-24,33.75,,
1997-04-25,34.13,,
1997-04-28,33.88,,
1997-04-29,34.5,,
1997-04-30,34.63,,
1997-05-01,35.63,,
1997-05-02,36.25,,
1997-05-05,36.5,,
1997-05-06,36.0,,
1997-05-07,38.25,,
1997-05-08,38.88,,
1997-05-09,39.38,,
1997-05-12,38.63,,
1997-05-13,37.88,,
1997-05-14,37.0,,
1997-05-15,38.13,,
1997-05-16,37.13,,
1997-05-19,37.75,,
1997-05-20,37.88,,
1997-05-21,37.75,,
1997-05-22,37.75,,
1997-05-23,38.25,,
1997-05-27,39.0,,
1997-05-28,38.75,,
1997-05-29,39.75,,
1997-05-30,39.13,,
1997-06-02,38.63,,
1997-06-03,37.63,,
1997-06-04,36.75,,
1997-06-05,37.63,,
1997-06-06,37.5,,
1997-06-09,38.13,,
1997-06-10,37.88,,
1997-06-11,37.88,,
1997-06-12,38.63,,
1997-06-13,39.13,,
1997-06-16,38.75,,
1997-06-17,38.75,,
1997-06-18,38.5,,
1997-06-19,38.88,,
1997-06-20,38.0,,
1997-06-23,37.75,,
1997-06-24,37.44,,
1997-06-25,38.69,,
1997-06-26,38.81,,
1997-06-27,38.75,,
1997-06-30,39.0,,
1997-07-01,39.63,,
1997-07-02,38.69,,
1997-07-03,37.88,,
1997-07-07,35.44,,
1997-07-08,36.06,,
1997-07-09,36.13,,
1997-07-10,37.5,,
1997-07-11,38.0,,
1997-07-14,37.13,,
1997-07-15,36.19,,
1997-07-16,36.44,,
1997-07-17,37.63,,
1997-07-18,38.5,,
1997-07-21,37.75,,
1997-07-22,38.56,,
1997-07-23,38.19,,
1997-07-24,38.81,,
1997-07-25,39.06,,
1997-07-28,39.63,,
1997-07-29,39.56,,
1997-07-30,40.81,,
1997-07-31,41.25,,
1997-08-01,41.31,,
1997-08-04,41.06,,
1997-08-05,40.25,,
1997-08-06,41.38,,
1997-08-07,41.5,,
1997-08-08,43.13,,
1997-08-11,42.88,,
1997-08-12,42.94,,
1997-08-13,43.13,,
1997-08-14,41.69,,
1997-08-15,42.25,,
1997-08-18,41.88,,
1997-08-19,41.63,,
1997-08-20,41.75,,
1997-08-21,42.38,,
1997-08-22,42.88,,
1997-08-25,42.56,,
1997-08-26,42.78,,
1997-08-27,41.94,,
1997-08-28,42.44,,
1997-08-29,42.31,,
1997-09-02,42.44,,
1997-09-03,42.06,,
1997-09-04,42.75,,
1997-09-05,42.19,,
1997-09-08,41.25,,
1997-09-09,40.75,,
1997-09-10,40.56,,
1997-09-11,40.19,,
1997-09-12,40.13,,
1997-09-15,40.06,,
1997-09-16,39.63,,
1997-09-17,39.5,,
1997-09-18,39.94,,
1997-09-19,40.06,,
1997-09-22,39.69,,
1997-09-23,40.13,,
1997-09-24,41.25,,
1997-09-25,43.25,,
1997-09-26,43.0,,
1997-09-29,44.5,,
1997-09-30,44.94,,
1997-10-01,44.44,,
1997-10-02,44.88,,
1997-10-03,44.94,,
1997-10-06,44.25,,
1997-10-07,44.25,,
1997-10-08,45.06,,
1997-10-09,43.75,,
1997-10-10,44.5,,
1997-10-13,44.5,,
1997-10-14,44.19,,
1997-10-15,43.5,,
1997-10-16,43.13,,
1997-10-17,42.06,,
1997-10-20,41.56,,
1997-10-21,42.81,,
1997-10-22,44.0,,
1997-10-23,44.94,,
1997-10-24,41.56,,
1997-10-27,34.63,,
1997-10-28,35.94,,
1997-10-29,35.19,,
1997-10-30,36.25,,
1997-10-31,35.0,,
1997-11-03,35.13,,
1997-11-04,35.06,,
1997-11-05,34.63,,
1997-11-06,34.13,,
1997-11-07,33.0,,
1997-11-10,32.06,,
1997-11-11,32.19,,
1997-11-12,30.94,,
1997-11-13,31.75,,
1997-11-14,31.06,,
1997-11-17,31.63,,
1997-11-18,31.31,,
1997-11-19,30.5,,
1997-11-20,31.5,,
1997-11-21,31.94,,
1997-11-24,31.0,,
1997-11-25,30.81,,
1997-11-26,30.19,,
1997-11-28,30.0,,
1997-12-01,30.38,,
1997-12-02,30.63,,
1997-12-03,29.31,,
1997-12-04,27.75,,
1997-12-05,28.5,,
1997-12-08,27.94,,
1997-12-09,27.0,,
1997-12-10,27.88,,
1997-12-11,27.0,,
1997-12-12,27.44,,
1997-12-15,27.5,,
1997-12-16,27.5,,
1997-12-17,29.94,,
1997-12-18,28.81,,
1997-12-19,28.5,,
1997-12-22,28.81,,
1997-12-23,29.69,,
1997-12-24,29.94,,
1997-12-26,29.56,,
1997-12-29,28.63,,
1997-12-30,29.88,,
1997-12-31,29.38,,
1998-01-02,30.0,,
1998-01-05,28.56,,
1998-01-06,28.81,,
1998-01-07,28.38,,
1998-01-08,26.69,,
1998-01-09,25.31,,
1998-01-12,23.88,,
1998-01-13,25.25,,
1998-01-14,24.94,,
1998-01-15,26.0,,
1998-01-16,27.06,,
1998-01-20,26.5,,
1998-01-21,27.19,,
1998-01-22,26.69,,
1998-01-23,30.06,,
1998-01-26,28.56,,
1998-01-27,29.06,,
1998-01-28,29.38,,
1998-01-29,28.06,,
1998-01-30,28.5,,
1998-02-02,28.0,,
1998-02-03,26.38,,
1998-02-04,27.75,,
1998-02-05,27.75,,
1998-02-06,28.25,,
1998-02-09,28.94,,
1998-02-10,28.19,,
1998-02-11,27.75,,
1998-02-12,28.5,,
1998-02-13,28.88,,
1998-02-17,27.56,,
1998-02-18,27.5,,
1998-02-19,27.25,,
1998-02-20,26.94,,
1998-02-23,27.0,,
1998-02-24,26.63,,
1998-02-25,27.06,,
1998-02-26,28.69,,
1998-02-27,29.0,,
1998-03-02,28.75,,
1998-03-03,28.19,,
1998-03-04,27.94,,
1998-03-05,27.13,,
1998-03-06,27.75,,
1998-03-09,28.69,,
1998-03-10,28.81,,
1998-03-11,27.88,,
1998-03-12,27.94,,
1998-03-13,27.94,,
1998-03-16,27.81,,
1998-03-17,27.0,,
1998-03-18,27.0,,
1998-03-19,27.19,,
1998-03-20,26.5,,
1998-03-23,28.88,,
1998-03-24,28.56,,
1998-03-25,28.63,,
1998-03-26,30.88,,
1998-03-27,31.13,,
1998-03-30,30.63,,
1998-03-31,30.56,,
1998-04-01,30.0,,
1998-04-02,30.38,,
1998-04-03,32.88,,
1998-04-06,33.06,,
1998-04-07,31.94,,
1998-04-08,33.13,,
1998-04-09,32.5,,
1998-04-13,32.31,,
1998-04-14,31.94,,
1998-04-15,32.13,,
1998-04-16,32.44,,
1998-04-17,31.75,,
1998-04-20,31.38,,
1998-04-21,33.38,,
1998-04-22,34.63,,
1998-04-23,34.25,,
1998-04-24,33.31,,
1998-04-27,31.69,,
1998-04-28,32.0,,
1998-04-29,32.88,,
1998-04-30,32.19,,
1998-05-01,31.0,,
1998-05-04,31.13,,
1998-05-05,31.31,,
1998-05-06,31.0,,
1998-05-07,30.0,,
1998-05-08,30.31,,
1998-05-11,30.5,,
1998-05-12,29.44,,
1998-05-13,29.31,,
1998-05-14,29.81,,
1998-05-15,29.94,,
1998-05-18,28.63,,
1998-05-19,28.06,,
1998-05-20,27.81,,
1998-05-21,27.75,,
1998-05-22,27.44,,
1998-05-26,26.38,,
1998-05-27,25.31,,
1998-05-28,25.56,,
1998-05-29,24.94,,
1998-06-01,23.88,,
1998-06-02,24.56,,
1998-06-03,24.63,,
1998-06-04,24.38,,
1998-06-05,24.81,,
1998-06-08,26.13,,
1998-06-09,25.19,,
1998-06-10,24.81,,
1998-06-11,22.88,,
1998-06-12,22.69,,
1998-06-15,21.88,,
1998-06-16,23.0,,
1998-06-17,23.13,,
1998-06-18,22.94,,
1998-06-19,23.31,,
1998-06-22,22.5,,
1998-06-23,23.0,,
1998-06-24,22.25,,
1998-06-25,22.75,,
1998-06-26,22.44,,
1998-06-29,22.19,,
1998-06-30,23.63,,
1998-07-01,23.0,,
1998-07-02,22.81,,
1998-07-06,22.56,,
1998-07-07,23.0,,
1998-07-08,22.44,,
1998-07-09,22.06,,
1998-07-10,21.63,,
1998-07-13,21.69,,
1998-07-14,22.0,,
1998-07-15,21.94,,
1998-07-16,22.69,,
1998-07-17,23.31,,
1998-07-20,23.06,,
1998-07-21,22.75,,
1998-07-22,23.25,,
1998-07-23,22.0,,
1998-07-24,21.13,,
1998-07-27,20.44,,
1998-07-28,20.56,,
1998-07-29,20.06,,
1998-07-30,20.06,,
1998-07-31,18.88,,
1998-08-03,17.88,,
1998-08-04,18.69,,
1998-08-05,18.38,,
1998-08-06,18.44,,
1998-08-07,18.31,,
1998-08-10,17.94,,
1998-08-11,17.13,,
1998-08-12,16.56,,
1998-08-13,17.0,,
1998-08-14,16.88,,
1998-08-17,17.06,,
1998-08-18,17.0,,
1998-08-19,17.69,,
1998-08-20,18.19,,
1998-08-21,17.38,,
1998-08-24,17.0,,
1998-08-25,16.88,,
1998-08-26,16.0,,
1998-08-27,14.75,,
1998-08-28,14.44,,
1998-08-31,13.69,,
1998-09-01,14.31,,
1998-09-02,14.5,,
1998-09-03,17.25,,
1998-09-04,20.0,,
1998-09-08,19.0,,
1998-09-09,18.0,,
1998-09-10,20.94,,
1998-09-11,20.56,,
1998-09-14,19.75,,
1998-09-15,19.38,,
1998-09-16,18.88,,
1998-09-17,20.81,,
1998-09-18,20.94,,
1998-09-21,19.69,,
1998-09-22,19.25,,
1998-09-23,20.63,,
1998-09-24,23.38,,
1998-09-25,22.88,,
1998-09-28,24.75,,
1998-09-29,23.69,,
1998-09-30,24.25,,
1998-10-01,26.38,,
1998-10-02,28.63,,
1998-10-05,27.25,,
1998-10-06,28.06,,
1998-10-07,30.06,,
1998-10-08,29.31,,
1998-10-09,25.63,,
1998-10-12,24.19,,
1998-10-13,22.94,,
1998-10-14,21.81,,
1998-10-15,23.5,,
1998-10-16,23.63,,
1998-10-19,22.13,,
1998-10-20,22.81,,
1998-10-21,22.44,,
1998-10-22,21.63,,
1998-10-23,21.69,,
1998-10-26,20.63,,
1998-10-27,23.0,,
1998-10-28,22.38,,
1998-10-29,21.44,,
1998-10-30,21.25,,
1998-11-02,21.5,,
1998-11-03,20.75,,
1998-11-04,23.0,,
1998-11-05,24.06,,
1998-11-06,22.75,,
1998-11-09,22.31,,
1998-11-10,22.25,,
1998-11-11,22.06,,
1998-11-12,23.88,,
1998-11-13,22.69,,
1998-11-16,21.38,,
1998-11-17,21.75,,
1998-11-18,22.63,,
1998-11-19,22.19,,
1998-11-20,21.94,,
1998-11-23,22.0,,
1998-11-24,21.56,,
1998-11-25,21.31,,
1998-11-27,21.13,,
1998-11-30,19.88,,
1998-12-01,19.94,,
1998-12-02,19.81,,
1998-12-03,18.25,,
1998-12-04,17.75,,
1998-12-07,19.0,,
1998-12-08,18.19,,
1998-12-09,18.0,,
1998-12-10,19.56,,
1998-12-11,18.13,,
1998-12-14,18.25,,
1998-12-15,18.38,,
1998-12-16,19.75,,
1998-12-17,18.75,,
1998-12-18,17.81,,
1998-12-21,17.13,,
1998-12-22,16.75,,
1998-12-23,17.5,,
1998-12-24,17.5,,
1998-12-28,16.75,,
1998-12-29,17.94,,
1998-12-30,17.69,,
1998-12-31,18.25,,
1999-01-04,17.88,,
1999-01-05,18.44,,
1999-01-06,19.5,,
1999-01-07,20.63,,
1999-01-08,20.25,,
1999-01-11,20.56,,
1999-01-12,19.81,,
1999-01-13,19.38,,
1999-01-14,19.38,,
1999-01-15,19.31,,
1999-01-19,18.75,,
1999-01-20,19.0,,
1999-01-21,18.81,,
1999-01-22,18.56,,
1999-01-25,18.63,,
1999-01-26,17.94,,
1999-01-27,17.19,,
1999-01-28,17.31,,
1999-01-29,17.69,,
1999-02-01,18.44,,
1999-02-02,18.56,,
1999-02-03,17.94,,
1999-02-04,19.38,,
1999-02-05,19.31,,
1999-02-08,19.81,,
1999-02-09,18.5,,
1999-02-10,18.88,,
1999-02-11,18.19,,
1999-02-12,19.44,,
1999-02-16,18.25,,
1999-02-17,17.75,,
1999-02-18,17.75,,
1999-02-19,17.69,,
1999-02-22,17.63,,
1999-02-23,17.63,,
1999-02-24,17.75,,
1999-02-25,17.75,,
1999-02-26,17.25,,
1999-03-01,17.31,,
1999-03-02,17.5,,
1999-03-03,18.06,,
1999-03-04,18.44,,
1999-03-05,18.13,,
1999-03-08,19.5,,
1999-03-09,19.0,,
1999-03-10,19.5,,
1999-03-11,19.69,,
1999-03-12,18.63,,
1999-03-15,17.81,,
1999-03-16,18.31,,
1999-03-17,18.31,,
1999-03-18,17.69,,
1999-03-19,17.81,,
1999-03-22,17.81,,
1999-03-23,17.63,,
1999-03-24,18.25,,
1999-03-25,18.19,,
1999-03-26,17.56,,
1999-03-29,17.06,,
1999-03-30,16.63,,
1999-03-31,17.5,,
1999-04-01,17.19,,
1999-04-05,16.75,,
1999-04-06,17.06,,
1999-04-07,16.81,,
1999-04-08,16.75,,
1999-04-09,17.81,,
1999-04-12,18.75,,
1999-04-13,18.69,,
1999-04-14,17.94,,
1999-04-15,19.5,,
1999-04-16,21.25,,
1999-04-19,22.06,,
1999-04-20,21.56,,
1999-04-21,20.81,,
1999-04-22,21.44,,
1999-04-23,21.31,,
1999-04-26,20.19,,
1999-04-27,22.0,,
1999-04-28,23.25,,
1999-04-29,23.88,,
1999-04-30,24.06,,
1999-05-03,24.56,,
1999-05-04,23.88,,
1999-05-05,25.69,,
1999-05-06,26.06,,
1999-05-07,22.75,,
1999-05-10,20.44,,
1999-05-11,20.88,,
1999-05-12,20.31,,
1999-05-13,20.81,,
1999-05-14,21.13,,
1999-05-17,20.0,,
1999-05-18,19.44,,
1999-05-19,19.75,,
1999-05-20,18.88,,
1999-05-21,18.81,,
1999-05-24,18.75,,
1999-05-25,18.0,,
1999-05-26,17.94,,
1999-05-27,18.44,,
1999-05-28,17.81,,
1999-06-01,17.5,,
1999-06-02,17.69,,
1999-06-03,18.19,,
1999-06-04,18.38,,
1999-06-07,18.13,,
1999-06-08,17.94,,
1999-06-09,17.56,,
1999-06-10,18.25,,
1999-06-11,18.88,,
1999-06-14,18.69,,
1999-06-15,18.25,,
1999-06-16,18.0,,
1999-06-17,18.13,,
1999-06-18,18.06,,
1999-06-21,17.56,,
1999-06-22,17.38,,
1999-06-23,18.38,,
1999-06-24,18.5,,
1999-06-25,18.88,,
1999-06-28,19.06,,
1999-06-29,19.13,,
1999-06-30,19.88,,
1999-07-01,19.44,,
1999-07-02,19.63,,
1999-07-06,17.94,,
1999-07-07,17.81,,
1999-07-08,17.38,,
1999-07-09,18.13,,
1999-07-12,17.69,,
1999-07-13,17.81,,
1999-07-14,17.44,,
1999-07-15,16.94,,
1999-07-16,16.94,,
1999-07-19,16.44,,
1999-07-20,17.06,,
1999-07-21,18.25,,
1999-07-22,18.19,,
1999-07-23,18.06,,
1999-07-26,17.81,,
1999-07-27,18.06,,
1999-07-28,18.25,,
1999-07-29,19.38,,
1999-07-30,18.5,,
1999-08-02,18.31,,
1999-08-03,19.19,,
