date,OMC,OMC_EPS,PE Ratio
1989-12-04,3.05,0.03,101.66666666666667
1989-12-05,3.05,0.03,101.66666666666667
1989-12-06,3.06,0.03,102.0
1989-12-07,3.08,0.03,102.66666666666667
1989-12-08,3.13,0.03,104.33333333333333
1989-12-11,3.13,0.03,104.33333333333333
1989-12-12,3.06,0.03,102.0
1989-12-13,3.08,0.03,102.66666666666667
1989-12-14,3.08,0.03,102.66666666666667
1989-12-15,3.08,0.03,102.66666666666667
1989-12-18,3.08,0.03,102.66666666666667
1989-12-19,3.06,0.03,102.0
1989-12-20,3.09,0.03,103.0
1989-12-21,3.11,0.03,103.66666666666667
1989-12-22,3.19,0.03,106.33333333333333
1989-12-26,3.17,0.03,105.66666666666667
1989-12-27,3.17,0.03,105.66666666666667
1989-12-28,3.16,0.03,105.33333333333334
1989-12-29,3.22,0.03,107.33333333333334
1990-01-02,3.25,0.03,108.33333333333334
1990-01-03,3.25,0.03,108.33333333333334
1990-01-04,3.23,0.03,107.66666666666667
1990-01-05,3.23,0.03,107.66666666666667
1990-01-08,3.2,0.03,106.66666666666667
1990-01-09,3.23,0.03,107.66666666666667
1990-01-10,3.16,0.03,105.33333333333334
1990-01-11,3.14,0.03,104.66666666666667
1990-01-12,3.09,0.03,103.0
1990-01-15,3.09,0.03,103.0
1990-01-16,3.11,0.03,103.66666666666667
1990-01-17,3.13,0.03,104.33333333333333
1990-01-18,3.08,0.03,102.66666666666667
1990-01-19,3.05,0.03,101.66666666666667
1990-01-22,3.05,0.03,101.66666666666667
1990-01-23,3.08,0.03,102.66666666666667
1990-01-24,3.0,0.03,100.0
1990-01-25,3.03,0.03,101.0
1990-01-26,3.0,0.03,100.0
1990-01-29,2.98,0.03,99.33333333333334
1990-01-30,2.95,0.03,98.33333333333334
1990-01-31,2.95,0.03,98.33333333333334
1990-02-01,2.91,0.03,97.00000000000001
1990-02-02,2.83,0.03,94.33333333333334
1990-02-05,2.72,0.03,90.66666666666667
1990-02-06,2.86,0.03,95.33333333333333
1990-02-07,2.97,0.03,99.00000000000001
1990-02-08,2.98,0.03,99.33333333333334
1990-02-09,3.0,0.03,100.0
1990-02-12,2.97,0.03,99.00000000000001
1990-02-13,2.95,0.03,98.33333333333334
1990-02-14,2.91,0.03,97.00000000000001
1990-02-15,2.91,0.03,97.00000000000001
1990-02-16,2.94,0.03,98.0
1990-02-20,2.88,0.03,96.0
1990-02-21,2.86,0.03,95.33333333333333
1990-02-22,2.88,0.03,96.0
1990-02-23,2.89,0.03,96.33333333333334
1990-02-26,2.89,0.03,96.33333333333334
1990-02-27,2.89,0.03,96.33333333333334
1990-02-28,2.89,0.03,96.33333333333334
1990-03-01,2.89,0.03,96.33333333333334
1990-03-02,2.91,0.03,97.00000000000001
1990-03-05,2.91,0.03,97.00000000000001
1990-03-06,2.91,0.03,97.00000000000001
1990-03-07,2.94,0.03,98.0
1990-03-08,2.95,0.03,98.33333333333334
1990-03-09,2.92,0.03,97.33333333333333
1990-03-12,2.84,0.03,94.66666666666667
1990-03-13,2.89,0.03,96.33333333333334
1990-03-14,2.88,0.03,96.0
1990-03-15,2.92,0.03,97.33333333333333
1990-03-16,2.89,0.03,96.33333333333334
1990-03-19,2.89,0.03,96.33333333333334
1990-03-20,2.89,0.03,96.33333333333334
1990-03-21,2.88,0.03,96.0
1990-03-22,2.88,0.03,96.0
1990-03-23,2.88,0.03,96.0
1990-03-26,2.91,0.03,97.00000000000001
1990-03-27,2.92,0.03,97.33333333333333
1990-03-28,2.95,0.03,98.33333333333334
1990-03-29,2.92,0.03,97.33333333333333
1990-03-30,2.94,0.03,98.0
1990-04-02,2.89,0.03,96.33333333333334
1990-04-03,2.89,0.03,96.33333333333334
1990-04-04,2.89,0.03,96.33333333333334
1990-04-05,2.86,0.03,95.33333333333333
1990-04-06,2.83,0.03,94.33333333333334
1990-04-09,2.84,0.03,94.66666666666667
1990-04-10,2.83,0.03,94.33333333333334
1990-04-11,2.84,0.03,94.66666666666667
1990-04-12,2.89,0.03,96.33333333333334
1990-04-16,2.92,0.03,97.33333333333333
1990-04-17,2.94,0.03,98.0
1990-04-18,2.91,0.03,97.00000000000001
1990-04-19,2.88,0.03,96.0
1990-04-20,2.86,0.03,95.33333333333333
1990-04-23,2.86,0.03,95.33333333333333
1990-04-24,2.88,0.03,96.0
1990-04-25,2.88,0.03,96.0
1990-04-26,2.88,0.03,96.0
1990-04-27,2.86,0.03,95.33333333333333
1990-04-30,2.89,0.03,96.33333333333334
1990-05-01,2.88,0.03,96.0
1990-05-02,2.86,0.03,95.33333333333333
1990-05-03,2.88,0.03,96.0
1990-05-04,2.89,0.03,96.33333333333334
1990-05-07,2.94,0.03,98.0
1990-05-08,3.02,0.03,100.66666666666667
1990-05-09,3.05,0.03,101.66666666666667
1990-05-10,3.05,0.03,101.66666666666667
1990-05-11,3.05,0.03,101.66666666666667
1990-05-14,3.09,0.03,103.0
1990-05-15,3.11,0.03,103.66666666666667
1990-05-16,3.17,0.03,105.66666666666667
1990-05-17,3.23,0.03,107.66666666666667
1990-05-18,3.2,0.03,106.66666666666667
1990-05-21,3.22,0.03,107.33333333333334
1990-05-22,3.2,0.03,106.66666666666667
1990-05-23,3.17,0.03,105.66666666666667
1990-05-24,3.17,0.03,105.66666666666667
1990-05-25,3.16,0.03,105.33333333333334
1990-05-29,3.17,0.03,105.66666666666667
1990-05-30,3.09,0.03,103.0
1990-05-31,3.11,0.03,103.66666666666667
1990-06-01,3.13,0.03,104.33333333333333
1990-06-04,3.16,0.03,105.33333333333334
1990-06-05,3.2,0.03,106.66666666666667
1990-06-06,3.2,0.03,106.66666666666667
1990-06-07,3.14,0.03,104.66666666666667
1990-06-08,3.16,0.03,105.33333333333334
1990-06-11,3.2,0.03,106.66666666666667
1990-06-12,3.25,0.03,108.33333333333334
1990-06-13,3.25,0.03,108.33333333333334
1990-06-14,3.22,0.03,107.33333333333334
1990-06-15,3.27,0.03,109.0
1990-06-18,3.23,0.03,107.66666666666667
1990-06-19,3.28,0.03,109.33333333333333
1990-06-20,3.31,0.03,110.33333333333334
1990-06-21,3.3,0.03,110.0
1990-06-22,3.23,0.03,107.66666666666667
1990-06-25,3.27,0.03,109.0
1990-06-26,3.25,0.03,108.33333333333334
1990-06-27,3.25,0.03,108.33333333333334
1990-06-28,3.23,0.03,107.66666666666667
1990-06-29,3.28,0.03,109.33333333333333
1990-07-02,3.28,0.03,109.33333333333333
1990-07-03,3.28,0.03,109.33333333333333
1990-07-05,3.28,0.03,109.33333333333333
1990-07-06,3.3,0.03,110.0
1990-07-09,3.36,0.03,112.0
1990-07-10,3.38,0.03,112.66666666666667
1990-07-11,3.38,0.03,112.66666666666667
1990-07-12,3.39,0.03,113.00000000000001
1990-07-13,3.39,0.03,113.00000000000001
1990-07-16,3.42,0.03,114.0
1990-07-17,3.42,0.03,114.0
1990-07-18,3.39,0.03,113.00000000000001
1990-07-19,3.34,0.03,111.33333333333333
1990-07-20,3.33,0.03,111.0
1990-07-23,3.31,0.03,110.33333333333334
1990-07-24,3.25,0.03,108.33333333333334
1990-07-25,3.27,0.03,109.0
1990-07-26,3.23,0.03,107.66666666666667
1990-07-27,3.25,0.03,108.33333333333334
1990-07-30,3.27,0.03,109.0
1990-07-31,3.27,0.03,109.0
1990-08-01,3.25,0.03,108.33333333333334
1990-08-02,3.22,0.03,107.33333333333334
1990-08-03,3.16,0.03,105.33333333333334
1990-08-06,3.16,0.03,105.33333333333334
1990-08-07,2.92,0.03,97.33333333333333
1990-08-08,2.92,0.03,97.33333333333333
1990-08-09,2.89,0.03,96.33333333333334
1990-08-10,2.92,0.03,97.33333333333333
1990-08-13,2.92,0.03,97.33333333333333
1990-08-14,2.94,0.03,98.0
1990-08-15,3.05,0.03,101.66666666666667
1990-08-16,3.02,0.03,100.66666666666667
1990-08-17,2.89,0.03,96.33333333333334
1990-08-20,2.91,0.03,97.00000000000001
1990-08-21,2.91,0.03,97.00000000000001
1990-08-22,2.91,0.03,97.00000000000001
1990-08-23,2.84,0.03,94.66666666666667
1990-08-24,2.84,0.03,94.66666666666667
1990-08-27,2.86,0.03,95.33333333333333
1990-08-28,2.98,0.03,99.33333333333334
1990-08-29,3.0,0.03,100.0
1990-08-30,3.0,0.03,100.0
1990-08-31,3.0,0.03,100.0
1990-09-04,2.94,0.03,98.0
1990-09-05,2.92,0.03,97.33333333333333
1990-09-06,2.94,0.03,98.0
1990-09-07,2.95,0.03,98.33333333333334
1990-09-10,2.92,0.03,97.33333333333333
1990-09-11,3.0,0.03,100.0
1990-09-12,2.94,0.03,98.0
1990-09-13,2.92,0.03,97.33333333333333
1990-09-14,2.86,0.03,95.33333333333333
1990-09-17,2.83,0.03,94.33333333333334
1990-09-18,2.91,0.03,97.00000000000001
1990-09-19,2.91,0.03,97.00000000000001
1990-09-20,2.83,0.03,94.33333333333334
1990-09-21,2.78,0.03,92.66666666666666
1990-09-24,2.75,0.03,91.66666666666667
1990-09-25,2.78,0.03,92.66666666666666
1990-09-26,2.72,0.03,90.66666666666667
1990-09-27,2.69,0.03,89.66666666666667
1990-09-28,2.7,0.03,90.00000000000001
1990-10-01,2.7,0.03,90.00000000000001
1990-10-02,2.72,0.03,90.66666666666667
1990-10-03,2.61,0.03,87.0
1990-10-04,2.56,0.03,85.33333333333334
1990-10-05,2.56,0.03,85.33333333333334
1990-10-08,2.55,0.03,85.0
1990-10-09,2.55,0.03,85.0
1990-10-10,2.55,0.03,85.0
1990-10-11,2.53,0.03,84.33333333333333
1990-10-12,2.47,0.03,82.33333333333334
1990-10-15,2.53,0.03,84.33333333333333
1990-10-16,2.52,0.03,84.0
1990-10-17,2.47,0.03,82.33333333333334
1990-10-18,2.45,0.03,81.66666666666667
1990-10-19,2.5,0.03,83.33333333333334
1990-10-22,2.47,0.03,82.33333333333334
1990-10-23,2.39,0.03,79.66666666666667
1990-10-24,2.38,0.03,79.33333333333333
1990-10-25,2.31,0.03,77.0
1990-10-26,2.19,0.03,73.0
1990-10-29,2.06,0.03,68.66666666666667
1990-10-30,2.14,0.03,71.33333333333334
1990-10-31,2.11,0.03,70.33333333333333
1990-11-01,2.25,0.03,75.0
1990-11-02,2.33,0.03,77.66666666666667
1990-11-05,2.38,0.03,79.33333333333333
1990-11-06,2.38,0.03,79.33333333333333
1990-11-07,2.34,0.03,78.0
1990-11-08,2.44,0.03,81.33333333333333
1990-11-09,2.45,0.03,81.66666666666667
1990-11-12,2.45,0.03,81.66666666666667
1990-11-13,2.48,0.03,82.66666666666667
1990-11-14,2.53,0.03,84.33333333333333
1990-11-15,2.59,0.03,86.33333333333333
1990-11-16,2.84,0.03,94.66666666666667
1990-11-19,2.78,0.03,92.66666666666666
1990-11-20,2.66,0.03,88.66666666666667
1990-11-21,2.59,0.03,86.33333333333333
1990-11-23,2.58,0.03,86.0
1990-11-26,2.59,0.03,86.33333333333333
1990-11-27,2.61,0.03,87.0
1990-11-28,2.69,0.03,89.66666666666667
1990-11-29,2.69,0.03,89.66666666666667
1990-11-30,2.69,0.03,89.66666666666667
1990-12-03,2.78,0.03,92.66666666666666
1990-12-04,2.77,0.03,92.33333333333334
1990-12-05,2.8,0.03,93.33333333333333
1990-12-06,2.86,0.03,95.33333333333333
1990-12-07,2.83,0.03,94.33333333333334
1990-12-10,2.78,0.03,92.66666666666666
1990-12-11,2.7,0.03,90.00000000000001
1990-12-12,2.72,0.03,90.66666666666667
1990-12-13,2.72,0.03,90.66666666666667
1990-12-14,2.72,0.03,90.66666666666667
1990-12-17,2.75,0.03,91.66666666666667
1990-12-18,2.77,0.03,92.33333333333334
1990-12-19,2.75,0.03,91.66666666666667
1990-12-20,2.75,0.03,91.66666666666667
1990-12-21,2.77,0.03,92.33333333333334
1990-12-24,2.75,0.03,91.66666666666667
1990-12-26,2.83,0.03,94.33333333333334
1990-12-27,2.81,0.03,93.66666666666667
1990-12-28,2.86,0.03,95.33333333333333
1990-12-31,2.89,0.03,96.33333333333334
1991-01-02,2.84,0.03,94.66666666666667
1991-01-03,2.8,0.03,93.33333333333333
1991-01-04,2.83,0.03,94.33333333333334
1991-01-07,2.84,0.03,94.66666666666667
1991-01-08,2.78,0.03,92.66666666666666
1991-01-09,2.81,0.03,93.66666666666667
1991-01-10,2.8,0.03,93.33333333333333
1991-01-11,2.78,0.03,92.66666666666666
1991-01-14,2.72,0.03,90.66666666666667
1991-01-15,2.67,0.03,89.0
1991-01-16,2.73,0.03,91.0
1991-01-17,2.78,0.03,92.66666666666666
1991-01-18,2.89,0.03,96.33333333333334
1991-01-21,2.84,0.03,94.66666666666667
1991-01-22,2.84,0.03,94.66666666666667
1991-01-23,2.89,0.03,96.33333333333334
1991-01-24,2.91,0.03,97.00000000000001
1991-01-25,2.89,0.03,96.33333333333334
1991-01-28,2.92,0.03,97.33333333333333
1991-01-29,2.92,0.03,97.33333333333333
1991-01-30,3.0,0.03,100.0
1991-01-31,3.0,0.03,100.0
1991-02-01,3.02,0.03,100.66666666666667
1991-02-04,3.08,0.03,102.66666666666667
1991-02-05,3.13,0.03,104.33333333333333
1991-02-06,3.14,0.03,104.66666666666667
1991-02-07,3.06,0.03,102.0
1991-02-08,3.11,0.03,103.66666666666667
1991-02-11,3.19,0.03,106.33333333333333
1991-02-12,3.25,0.03,108.33333333333334
1991-02-13,3.36,0.03,112.0
1991-02-14,3.44,0.03,114.66666666666667
1991-02-15,3.33,0.03,111.0
1991-02-19,3.36,0.03,112.0
1991-02-20,3.31,0.03,110.33333333333334
1991-02-21,3.25,0.03,108.33333333333334
1991-02-22,3.14,0.03,104.66666666666667
1991-02-25,2.98,0.03,99.33333333333334
1991-02-26,2.98,0.03,99.33333333333334
1991-02-27,3.08,0.03,102.66666666666667
1991-02-28,3.16,0.03,105.33333333333334
1991-03-01,3.28,0.03,109.33333333333333
1991-03-04,3.34,0.03,111.33333333333333
1991-03-05,3.44,0.03,114.66666666666667
1991-03-06,3.39,0.03,113.00000000000001
1991-03-07,3.42,0.03,114.0
1991-03-08,3.44,0.03,114.66666666666667
1991-03-11,3.38,0.03,112.66666666666667
1991-03-12,3.34,0.03,111.33333333333333
1991-03-13,3.34,0.03,111.33333333333333
1991-03-14,3.36,0.03,112.0
1991-03-15,3.34,0.03,111.33333333333333
1991-03-18,3.36,0.03,112.0
1991-03-19,3.34,0.03,111.33333333333333
1991-03-20,3.34,0.03,111.33333333333333
1991-03-21,3.39,0.03,113.00000000000001
1991-03-22,3.44,0.03,114.66666666666667
1991-03-25,3.5,0.03,116.66666666666667
1991-03-26,3.66,0.03,122.00000000000001
1991-03-27,3.66,0.03,122.00000000000001
1991-03-28,3.63,0.03,121.0
1991-04-01,3.59,0.03,119.66666666666667
1991-04-02,3.7,0.03,123.33333333333334
1991-04-03,3.72,0.03,124.00000000000001
1991-04-04,3.72,0.03,124.00000000000001
1991-04-05,3.67,0.03,122.33333333333333
1991-04-08,3.7,0.03,123.33333333333334
1991-04-09,3.67,0.03,122.33333333333333
1991-04-10,3.67,0.03,122.33333333333333
1991-04-11,3.75,0.03,125.0
1991-04-12,3.72,0.03,124.00000000000001
1991-04-15,3.67,0.03,122.33333333333333
1991-04-16,3.72,0.03,124.00000000000001
1991-04-17,3.73,0.03,124.33333333333334
1991-04-18,3.73,0.03,124.33333333333334
1991-04-19,3.72,0.03,124.00000000000001
1991-04-22,3.7,0.03,123.33333333333334
1991-04-23,3.7,0.03,123.33333333333334
1991-04-24,3.72,0.03,124.00000000000001
1991-04-25,3.73,0.03,124.33333333333334
1991-04-26,3.84,0.03,128.0
1991-04-29,3.81,0.03,127.0
1991-04-30,3.8,0.03,126.66666666666667
1991-05-01,3.81,0.03,127.0
1991-05-02,3.73,0.03,124.33333333333334
1991-05-03,3.75,0.03,125.0
1991-05-06,3.67,0.03,122.33333333333333
1991-05-07,3.64,0.03,121.33333333333334
1991-05-08,3.56,0.03,118.66666666666667
1991-05-09,3.55,0.03,118.33333333333333
1991-05-10,3.59,0.03,119.66666666666667
1991-05-13,3.61,0.03,120.33333333333333
1991-05-14,3.56,0.03,118.66666666666667
1991-05-15,3.56,0.03,118.66666666666667
1991-05-16,3.61,0.03,120.33333333333333
1991-05-17,3.66,0.03,122.00000000000001
1991-05-20,3.66,0.03,122.00000000000001
1991-05-21,3.67,0.03,122.33333333333333
1991-05-22,3.69,0.03,123.0
1991-05-23,3.75,0.03,125.0
1991-05-24,3.75,0.03,125.0
1991-05-28,3.81,0.03,127.0
1991-05-29,3.78,0.03,126.0
1991-05-30,3.77,0.03,125.66666666666667
1991-05-31,3.8,0.03,126.66666666666667
1991-06-03,3.8,0.03,126.66666666666667
1991-06-04,3.73,0.03,124.33333333333334
1991-06-05,3.66,0.03,122.00000000000001
1991-06-06,3.69,0.03,123.0
1991-06-07,3.64,0.03,121.33333333333334
1991-06-10,3.53,0.03,117.66666666666667
1991-06-11,3.45,0.03,115.00000000000001
1991-06-12,3.47,0.03,115.66666666666667
1991-06-13,3.48,0.03,116.0
1991-06-14,3.5,0.03,116.66666666666667
1991-06-17,3.52,0.03,117.33333333333334
1991-06-18,3.64,0.03,121.33333333333334
1991-06-19,3.63,0.03,121.0
1991-06-20,3.63,0.03,121.0
1991-06-21,3.64,0.03,121.33333333333334
1991-06-24,3.56,0.03,118.66666666666667
1991-06-25,3.59,0.03,119.66666666666667
1991-06-26,3.55,0.03,118.33333333333333
1991-06-27,3.55,0.03,118.33333333333333
1991-06-28,3.55,0.03,118.33333333333333
1991-07-01,3.53,0.03,117.66666666666667
1991-07-02,3.5,0.03,116.66666666666667
1991-07-03,3.5,0.03,116.66666666666667
1991-07-05,3.5,0.03,116.66666666666667
1991-07-08,3.48,0.03,116.0
1991-07-09,3.5,0.03,116.66666666666667
1991-07-10,3.55,0.03,118.33333333333333
1991-07-11,3.56,0.03,118.66666666666667
1991-07-12,3.67,0.03,122.33333333333333
1991-07-15,3.75,0.03,125.0
1991-07-16,3.78,0.03,126.0
1991-07-17,3.8,0.03,126.66666666666667
1991-07-18,3.83,0.03,127.66666666666667
1991-07-19,3.77,0.03,125.66666666666667
1991-07-22,3.77,0.03,125.66666666666667
1991-07-23,3.73,0.03,124.33333333333334
1991-07-24,3.75,0.03,125.0
1991-07-25,3.78,0.03,126.0
1991-07-26,3.78,0.03,126.0
1991-07-29,3.78,0.03,126.0
1991-07-30,3.77,0.03,125.66666666666667
1991-07-31,3.78,0.03,126.0
1991-08-01,3.66,0.03,122.00000000000001
1991-08-02,3.56,0.03,118.66666666666667
1991-08-05,3.53,0.03,117.66666666666667
1991-08-06,3.5,0.03,116.66666666666667
1991-08-07,3.53,0.03,117.66666666666667
1991-08-08,3.53,0.03,117.66666666666667
1991-08-09,3.56,0.03,118.66666666666667
1991-08-12,3.63,0.03,121.0
1991-08-13,3.66,0.03,122.00000000000001
1991-08-14,3.66,0.03,122.00000000000001
1991-08-15,3.67,0.03,122.33333333333333
1991-08-16,3.67,0.03,122.33333333333333
1991-08-19,3.61,0.03,120.33333333333333
1991-08-20,3.56,0.03,118.66666666666667
1991-08-21,3.55,0.03,118.33333333333333
1991-08-22,3.63,0.03,121.0
1991-08-23,3.59,0.03,119.66666666666667
1991-08-26,3.67,0.03,122.33333333333333
1991-08-27,3.73,0.03,124.33333333333334
1991-08-28,3.73,0.03,124.33333333333334
1991-08-29,3.75,0.03,125.0
1991-08-30,3.73,0.03,124.33333333333334
1991-09-03,3.72,0.03,124.00000000000001
1991-09-04,3.64,0.03,121.33333333333334
1991-09-05,3.58,0.03,119.33333333333334
1991-09-06,3.59,0.03,119.66666666666667
1991-09-09,3.56,0.03,118.66666666666667
1991-09-10,3.58,0.03,119.33333333333334
1991-09-11,3.58,0.03,119.33333333333334
1991-09-12,3.56,0.03,118.66666666666667
1991-09-13,3.53,0.03,117.66666666666667
1991-09-16,3.53,0.03,117.66666666666667
1991-09-17,3.5,0.03,116.66666666666667
1991-09-18,3.52,0.03,117.33333333333334
1991-09-19,3.5,0.03,116.66666666666667
1991-09-20,3.56,0.03,118.66666666666667
1991-09-23,3.59,0.03,119.66666666666667
1991-09-24,3.59,0.03,119.66666666666667
1991-09-25,3.59,0.03,119.66666666666667
1991-09-26,3.59,0.03,119.66666666666667
1991-09-27,3.61,0.03,120.33333333333333
1991-09-30,3.64,0.03,121.33333333333334
1991-10-01,3.66,0.03,122.00000000000001
1991-10-02,3.73,0.03,124.33333333333334
1991-10-03,3.72,0.03,124.00000000000001
1991-10-04,3.72,0.03,124.00000000000001
1991-10-07,3.7,0.03,123.33333333333334
1991-10-08,3.69,0.03,123.0
1991-10-09,3.63,0.03,121.0
1991-10-10,3.61,0.03,120.33333333333333
1991-10-11,3.61,0.03,120.33333333333333
1991-10-14,3.61,0.03,120.33333333333333
1991-10-15,3.67,0.03,122.33333333333333
1991-10-16,3.81,0.03,127.0
1991-10-17,3.94,0.03,131.33333333333334
1991-10-18,4.17,0.03,139.0
1991-10-21,4.11,0.03,137.00000000000003
1991-10-22,4.06,0.03,135.33333333333331
1991-10-23,4.0,0.03,133.33333333333334
1991-10-24,4.0,0.03,133.33333333333334
1991-10-25,3.95,0.03,131.66666666666669
1991-10-28,3.91,0.03,130.33333333333334
1991-10-29,4.06,0.03,135.33333333333331
1991-10-30,4.09,0.03,136.33333333333334
1991-10-31,4.09,0.03,136.33333333333334
1991-11-01,4.11,0.03,137.00000000000003
1991-11-04,4.11,0.03,137.00000000000003
1991-11-05,4.03,0.03,134.33333333333334
1991-11-06,4.02,0.03,134.0
1991-11-07,3.98,0.03,132.66666666666666
1991-11-08,3.94,0.03,131.33333333333334
1991-11-11,3.94,0.03,131.33333333333334
1991-11-12,3.88,0.03,129.33333333333334
1991-11-13,3.84,0.03,128.0
1991-11-14,3.83,0.03,127.66666666666667
1991-11-15,3.83,0.03,127.66666666666667
1991-11-18,3.78,0.03,126.0
1991-11-19,3.72,0.03,124.00000000000001
1991-11-20,3.77,0.03,125.66666666666667
1991-11-21,3.72,0.03,124.00000000000001
1991-11-22,3.7,0.03,123.33333333333334
1991-11-25,3.67,0.03,122.33333333333333
1991-11-26,3.73,0.03,124.33333333333334
1991-11-27,3.78,0.03,126.0
1991-11-29,3.88,0.03,129.33333333333334
1991-12-02,3.83,0.03,127.66666666666667
1991-12-03,3.94,0.03,131.33333333333334
1991-12-04,3.95,0.03,131.66666666666669
1991-12-05,3.98,0.03,132.66666666666666
1991-12-06,3.98,0.03,132.66666666666666
1991-12-09,4.0,0.03,133.33333333333334
1991-12-10,3.88,0.03,129.33333333333334
1991-12-11,3.86,0.03,128.66666666666666
1991-12-12,3.8,0.03,126.66666666666667
1991-12-13,3.81,0.03,127.0
1991-12-16,3.83,0.03,127.66666666666667
1991-12-17,3.78,0.03,126.0
1991-12-18,3.7,0.03,123.33333333333334
1991-12-19,3.75,0.03,125.0
1991-12-20,3.75,0.03,125.0
1991-12-23,3.77,0.03,125.66666666666667
1991-12-24,3.88,0.03,129.33333333333334
1991-12-26,3.92,0.03,130.66666666666666
1991-12-27,3.91,0.03,130.33333333333334
1991-12-30,3.94,0.03,131.33333333333334
1991-12-31,3.98,0.03,132.66666666666666
1992-01-02,3.94,0.03,131.33333333333334
1992-01-03,3.92,0.03,130.66666666666666
1992-01-06,3.98,0.03,132.66666666666666
1992-01-07,3.91,0.03,130.33333333333334
1992-01-08,3.94,0.03,131.33333333333334
1992-01-09,4.02,0.03,134.0
1992-01-10,3.98,0.03,132.66666666666666
1992-01-13,4.09,0.03,136.33333333333334
1992-01-14,4.16,0.03,138.66666666666669
1992-01-15,4.27,0.03,142.33333333333331
1992-01-16,4.3,0.03,143.33333333333334
1992-01-17,4.41,0.03,147.0
1992-01-20,4.44,0.03,148.00000000000003
1992-01-21,4.42,0.03,147.33333333333334
1992-01-22,4.34,0.03,144.66666666666666
1992-01-23,4.25,0.03,141.66666666666669
1992-01-24,4.33,0.03,144.33333333333334
1992-01-27,4.33,0.03,144.33333333333334
1992-01-28,4.28,0.03,142.66666666666669
1992-01-29,4.34,0.03,144.66666666666666
1992-01-30,4.28,0.03,142.66666666666669
1992-01-31,4.34,0.03,144.66666666666666
1992-02-03,4.33,0.03,144.33333333333334
1992-02-04,4.44,0.03,148.00000000000003
1992-02-05,4.53,0.03,151.0
1992-02-06,4.56,0.03,152.0
1992-02-07,4.55,0.03,151.66666666666666
1992-02-10,4.58,0.03,152.66666666666669
1992-02-11,4.58,0.03,152.66666666666669
1992-02-12,4.55,0.03,151.66666666666666
1992-02-13,4.52,0.03,150.66666666666666
1992-02-14,4.48,0.03,149.33333333333334
1992-02-18,4.42,0.03,147.33333333333334
1992-02-19,4.34,0.03,144.66666666666666
1992-02-20,4.34,0.03,144.66666666666666
1992-02-21,4.42,0.03,147.33333333333334
1992-02-24,4.39,0.03,146.33333333333331
1992-02-25,4.36,0.03,145.33333333333334
1992-02-26,4.38,0.03,146.0
1992-02-27,4.38,0.03,146.0
1992-02-28,4.47,0.03,149.0
1992-03-02,4.45,0.03,148.33333333333334
1992-03-03,4.45,0.03,148.33333333333334
1992-03-04,4.41,0.03,147.0
1992-03-05,4.36,0.03,145.33333333333334
1992-03-06,4.34,0.03,144.66666666666666
1992-03-09,4.31,0.03,143.66666666666666
1992-03-10,4.34,0.03,144.66666666666666
1992-03-11,4.36,0.03,145.33333333333334
1992-03-12,4.3,0.03,143.33333333333334
1992-03-13,4.3,0.03,143.33333333333334
