date,KSU,KSU_EPS,PE Ratio
,,0.17,
1989-09-19,8.48,0.17,49.88235294117647
1989-09-20,8.31,0.17,48.88235294117647
1989-09-21,8.38,0.17,49.294117647058826
1989-09-22,8.46,0.17,49.76470588235294
1989-09-25,8.33,0.17,49.0
1989-09-26,8.38,0.17,49.294117647058826
1989-09-27,8.31,0.17,48.88235294117647
1989-09-28,8.46,0.17,49.76470588235294
1989-09-29,8.54,0.17,50.23529411764705
1989-10-02,8.67,0.17,50.99999999999999
1989-10-03,8.79,0.17,51.70588235294117
1989-10-04,8.73,0.17,51.35294117647059
1989-10-05,8.73,0.17,51.35294117647059
1989-10-06,8.96,0.17,52.70588235294118
1989-10-09,8.83,0.17,51.94117647058823
1989-10-10,8.75,0.17,51.470588235294116
1989-10-11,8.71,0.17,51.23529411764706
1989-10-12,8.58,0.17,50.470588235294116
1989-10-13,8.13,0.17,47.82352941176471
1989-10-16,7.83,0.17,46.05882352941176
1989-10-17,7.98,0.17,46.94117647058823
1989-10-18,8.27,0.17,48.647058823529406
1989-10-19,8.4,0.17,49.411764705882355
1989-10-20,8.42,0.17,49.52941176470588
1989-10-23,8.38,0.17,49.294117647058826
1989-10-24,8.17,0.17,48.05882352941176
1989-10-25,8.1,0.17,47.647058823529406
1989-10-26,7.92,0.17,46.588235294117645
1989-10-27,7.83,0.17,46.05882352941176
1989-10-30,7.79,0.17,45.8235294117647
1989-10-31,7.73,0.17,45.470588235294116
1989-11-01,7.63,0.17,44.882352941176464
1989-11-02,7.63,0.17,44.882352941176464
1989-11-03,7.58,0.17,44.588235294117645
1989-11-06,7.29,0.17,42.88235294117647
1989-11-07,7.35,0.17,43.23529411764705
1989-11-08,7.33,0.17,43.11764705882353
1989-11-09,7.29,0.17,42.88235294117647
1989-11-10,7.33,0.17,43.11764705882353
1989-11-13,7.35,0.17,43.23529411764705
1989-11-14,7.29,0.17,42.88235294117647
1989-11-15,7.42,0.17,43.647058823529406
1989-11-16,7.71,0.17,45.35294117647059
1989-11-17,7.85,0.17,46.17647058823529
1989-11-20,7.75,0.17,45.588235294117645
1989-11-21,7.71,0.17,45.35294117647059
1989-11-22,7.75,0.17,45.588235294117645
1989-11-24,7.75,0.17,45.588235294117645
1989-11-27,7.67,0.17,45.11764705882353
1989-11-28,7.73,0.17,45.470588235294116
1989-11-29,7.88,0.17,46.35294117647059
1989-11-30,7.9,0.17,46.470588235294116
1989-12-01,7.92,0.17,46.588235294117645
1989-12-04,7.88,0.17,46.35294117647059
1989-12-05,7.83,0.17,46.05882352941176
1989-12-06,7.79,0.17,45.8235294117647
1989-12-07,7.83,0.17,46.05882352941176
1989-12-08,7.75,0.17,45.588235294117645
1989-12-11,7.67,0.17,45.11764705882353
1989-12-12,7.67,0.17,45.11764705882353
1989-12-13,7.67,0.17,45.11764705882353
1989-12-14,7.67,0.17,45.11764705882353
1989-12-15,7.56,0.17,44.47058823529411
1989-12-18,7.29,0.17,42.88235294117647
1989-12-19,7.25,0.17,42.647058823529406
1989-12-20,7.13,0.17,41.94117647058823
1989-12-21,7.25,0.17,42.647058823529406
1989-12-22,7.4,0.17,43.529411764705884
1989-12-26,7.35,0.17,43.23529411764705
1989-12-27,7.58,0.17,44.588235294117645
1989-12-28,7.54,0.17,44.35294117647059
1989-12-29,7.54,0.17,44.35294117647059
1990-01-02,7.56,0.17,44.47058823529411
1990-01-03,7.56,0.17,44.47058823529411
1990-01-04,7.58,0.17,44.588235294117645
1990-01-05,7.54,0.17,44.35294117647059
1990-01-08,7.69,0.17,45.23529411764706
1990-01-09,7.67,0.17,45.11764705882353
1990-01-10,7.67,0.17,45.11764705882353
1990-01-11,7.85,0.17,46.17647058823529
1990-01-12,7.67,0.17,45.11764705882353
1990-01-15,7.69,0.17,45.23529411764706
1990-01-16,7.71,0.17,45.35294117647059
1990-01-17,7.71,0.17,45.35294117647059
1990-01-18,7.77,0.17,45.705882352941174
1990-01-19,8.0,0.17,47.05882352941176
1990-01-22,7.98,0.17,46.94117647058823
1990-01-23,7.79,0.17,45.8235294117647
1990-01-24,7.5,0.17,44.11764705882353
1990-01-25,7.33,0.17,43.11764705882353
1990-01-26,7.1,0.17,41.764705882352935
1990-01-29,6.9,0.17,40.588235294117645
1990-01-30,6.46,0.17,38.0
1990-01-31,6.46,0.17,38.0
1990-02-01,6.46,0.17,38.0
1990-02-02,6.42,0.17,37.764705882352935
1990-02-05,6.31,0.17,37.11764705882352
1990-02-06,6.23,0.17,36.64705882352941
1990-02-07,6.35,0.17,37.35294117647059
1990-02-08,6.33,0.17,37.23529411764706
1990-02-09,6.29,0.17,37.0
1990-02-12,6.25,0.17,36.76470588235294
1990-02-13,6.13,0.17,36.05882352941176
1990-02-14,6.0,0.17,35.29411764705882
1990-02-15,5.98,0.17,35.1764705882353
1990-02-16,6.44,0.17,37.88235294117647
1990-02-20,6.25,0.17,36.76470588235294
1990-02-21,6.42,0.17,37.764705882352935
1990-02-22,6.35,0.17,37.35294117647059
1990-02-23,6.38,0.17,37.52941176470588
1990-02-26,6.38,0.17,37.52941176470588
1990-02-27,6.33,0.17,37.23529411764706
1990-02-28,6.21,0.17,36.52941176470588
1990-03-01,6.25,0.17,36.76470588235294
1990-03-02,6.31,0.17,37.11764705882352
1990-03-05,6.25,0.17,36.76470588235294
1990-03-06,6.21,0.17,36.52941176470588
1990-03-07,6.21,0.17,36.52941176470588
1990-03-08,6.31,0.17,37.11764705882352
1990-03-09,6.29,0.17,37.0
1990-03-12,6.21,0.17,36.52941176470588
1990-03-13,6.29,0.17,37.0
1990-03-14,6.33,0.17,37.23529411764706
1990-03-15,6.35,0.17,37.35294117647059
1990-03-16,6.29,0.17,37.0
1990-03-19,6.21,0.17,36.52941176470588
1990-03-20,6.21,0.17,36.52941176470588
1990-03-21,6.13,0.17,36.05882352941176
1990-03-22,6.08,0.17,35.76470588235294
1990-03-23,6.02,0.17,35.41176470588235
1990-03-26,6.08,0.17,35.76470588235294
1990-03-27,6.15,0.17,36.1764705882353
1990-03-28,6.17,0.17,36.29411764705882
1990-03-29,6.21,0.17,36.52941176470588
1990-03-30,6.33,0.17,37.23529411764706
1990-04-02,6.25,0.17,36.76470588235294
