date,AIG,AIG_EPS,PE Ratio
1988-03-09,100.08,,
1988-03-10,97.34,,
1988-03-11,96.5,,
1988-03-14,97.34,,
1988-03-15,97.55,,
1988-03-16,96.29,,
1988-03-17,97.55,,
1988-03-18,99.45,,
1988-03-21,97.76,,
1988-03-22,95.24,,
1988-03-23,96.5,,
1988-03-24,94.18,,
1988-03-25,92.71,,
1988-03-28,92.5,,
1988-03-29,92.29,,
1988-03-30,90.39,,
1988-03-31,90.39,,
1988-04-04,88.07,,
1988-04-05,86.18,,
1988-04-06,89.55,,
1988-04-07,91.87,,
1988-04-08,93.34,,
1988-04-11,92.71,,
1988-04-12,92.92,,
1988-04-13,94.39,,
1988-04-14,89.76,,
1988-04-15,89.13,,
1988-04-18,88.07,,
1988-04-19,85.75,,
1988-04-20,85.97,,
1988-04-21,85.97,,
1988-04-22,85.12,,
1988-04-25,86.81,,
1988-04-26,89.97,,
1988-04-27,88.49,,
1988-04-28,89.13,,
1988-04-29,87.86,,
1988-05-02,87.86,,
1988-05-03,89.34,,
1988-05-04,88.92,,
1988-05-05,88.49,,
1988-05-06,88.07,,
1988-05-09,88.7,,
1988-05-10,88.7,,
1988-05-11,88.92,,
1988-05-12,88.49,,
1988-05-13,89.13,,
1988-05-16,89.76,,
1988-05-17,88.28,,
1988-05-18,85.97,,
1988-05-19,86.6,,
1988-05-20,86.81,,
1988-05-23,87.44,,
1988-05-24,88.7,,
1988-05-25,90.18,,
1988-05-26,90.81,,
1988-05-27,90.81,,
1988-05-31,95.66,,
1988-06-01,96.71,,
1988-06-02,95.45,,
1988-06-03,95.03,,
1988-06-06,95.87,,
1988-06-07,95.03,,
1988-06-08,96.5,,
1988-06-09,96.92,,
1988-06-10,96.92,,
1988-06-13,97.13,,
1988-06-14,99.45,,
1988-06-15,99.87,,
1988-06-16,97.98,,
1988-06-17,98.61,,
1988-06-20,96.29,,
1988-06-21,97.76,,
1988-06-22,98.4,,
1988-06-23,97.76,,
1988-06-24,97.55,,
1988-06-27,94.6,,
1988-06-28,95.66,,
1988-06-29,96.5,,
1988-06-30,98.19,,
1988-07-01,98.19,,
1988-07-05,99.87,,
1988-07-06,97.76,,
1988-07-07,97.13,,
1988-07-08,97.34,,
1988-07-11,98.82,,
1988-07-12,97.34,,
1988-07-13,97.76,,
1988-07-14,97.55,,
1988-07-15,98.61,,
1988-07-18,98.4,,
1988-07-19,98.61,,
1988-07-20,99.66,,
1988-07-21,99.24,,
1988-07-22,97.55,,
1988-07-25,97.13,,
1988-07-26,97.98,,
1988-07-27,97.13,,
1988-07-28,99.87,,
1988-07-29,102.82,,
1988-08-01,101.98,,
1988-08-02,103.66,,
1988-08-03,105.98,,
1988-08-04,104.93,,
1988-08-05,103.66,,
1988-08-08,102.19,,
1988-08-09,101.77,,
1988-08-10,100.29,,
1988-08-11,102.19,,
1988-08-12,102.61,,
1988-08-15,100.71,,
1988-08-16,101.98,,
1988-08-17,102.82,,
1988-08-18,103.24,,
1988-08-19,104.93,,
1988-08-22,103.87,,
1988-08-23,104.93,,
1988-08-24,106.82,,
1988-08-25,105.98,,
1988-08-26,106.19,,
1988-08-29,107.46,,
1988-08-30,105.77,,
1988-08-31,103.66,,
1988-09-01,101.98,,
1988-09-02,105.14,,
1988-09-06,106.61,,
1988-09-07,108.09,,
1988-09-08,108.3,,
1988-09-09,108.93,,
1988-09-12,107.46,,
1988-09-13,107.25,,
1988-09-14,107.04,,
1988-09-15,106.82,,
1988-09-16,109.35,,
1988-09-19,107.88,,
1988-09-20,109.35,,
1988-09-21,109.35,,
1988-09-22,109.35,,
1988-09-23,109.77,,
1988-09-26,108.3,,
1988-09-27,109.77,,
1988-09-28,110.62,,
1988-09-29,111.04,,
1988-09-30,111.46,,
1988-10-03,112.09,,
1988-10-04,112.09,,
1988-10-05,112.72,,
1988-10-06,112.93,,
1988-10-07,114.83,,
1988-10-10,114.41,,
1988-10-11,113.57,,
1988-10-12,113.15,,
1988-10-13,113.78,,
1988-10-14,113.99,,
1988-10-17,114.41,,
1988-10-18,114.83,,
1988-10-19,112.93,,
1988-10-20,115.46,,
1988-10-21,115.67,,
1988-10-24,114.62,,
1988-10-25,114.2,,
1988-10-26,113.15,,
1988-10-27,111.25,,
1988-10-28,112.09,,
1988-10-31,112.09,,
1988-11-01,113.15,,
1988-11-02,112.3,,
1988-11-03,111.46,,
1988-11-04,111.25,,
1988-11-07,108.72,,
1988-11-08,109.35,,
1988-11-09,108.72,,
1988-11-10,107.88,,
1988-11-11,105.35,,
1988-11-14,105.77,,
1988-11-15,107.88,,
1988-11-16,106.4,,
1988-11-17,106.19,,
1988-11-18,106.61,,
1988-11-21,105.77,,
1988-11-22,105.77,,
1988-11-23,106.82,,
1988-11-25,104.51,,
1988-11-28,105.35,,
1988-11-29,107.04,,
1988-11-30,110.2,,
1988-12-01,110.2,,
1988-12-02,108.72,,
1988-12-05,110.41,,
1988-12-06,113.57,,
1988-12-07,113.78,,
1988-12-08,112.93,,
1988-12-09,112.93,,
1988-12-12,111.46,,
1988-12-13,110.62,,
1988-12-14,111.46,,
1988-12-15,111.88,,
1988-12-16,111.67,,
1988-12-19,112.09,,
1988-12-20,111.67,,
1988-12-21,112.3,,
1988-12-22,113.57,,
1988-12-23,114.2,,
1988-12-27,113.78,,
1988-12-28,114.62,,
1988-12-29,114.62,,
1988-12-30,114.2,,
1989-01-03,112.3,,
1989-01-04,114.62,,
1989-01-05,115.46,,
1989-01-06,115.46,,
1989-01-09,115.88,,
1989-01-10,115.67,,
1989-01-11,117.15,,
1989-01-12,117.15,,
1989-01-13,117.36,,
1989-01-16,118.2,,
1989-01-17,117.57,,
1989-01-18,118.83,,
1989-01-19,120.1,,
1989-01-20,120.1,,
1989-01-23,120.1,,
1989-01-24,120.73,,
1989-01-25,122.63,,
1989-01-26,123.05,,
1989-01-27,125.37,,
1989-01-30,123.26,,
1989-01-31,124.94,,
1989-02-01,124.31,,
1989-02-02,124.1,,
1989-02-03,124.52,,
1989-02-06,123.89,,
1989-02-07,125.58,,
1989-02-08,124.52,,
1989-02-09,123.47,,
1989-02-10,120.1,,
1989-02-13,123.05,,
1989-02-14,122.0,,
1989-02-15,122.63,,
1989-02-16,122.84,,
1989-02-17,124.52,,
1989-02-21,123.47,,
1989-02-22,121.36,,
1989-02-23,120.31,,
1989-02-24,117.99,,
1989-02-27,118.2,,
1989-02-28,119.05,,
1989-03-01,118.83,,
1989-03-02,122.0,,
1989-03-03,123.68,,
1989-03-06,126.42,,
1989-03-07,126.63,,
1989-03-08,127.47,,
1989-03-09,127.26,,
1989-03-10,127.05,,
1989-03-13,128.11,,
1989-03-14,130.63,,
1989-03-15,130.0,,
1989-03-16,133.58,,
1989-03-17,131.27,,
1989-03-20,129.79,,
1989-03-21,130.21,,
1989-03-22,130.84,,
1989-03-23,129.58,,
1989-03-27,129.16,,
1989-03-28,130.63,,
1989-03-29,133.16,,
1989-03-30,133.16,,
1989-03-31,133.37,,
1989-04-03,133.16,,
1989-04-04,133.16,,
1989-04-05,133.79,,
1989-04-06,134.64,,
1989-04-07,135.06,,
1989-04-10,135.9,,
1989-04-11,134.64,,
1989-04-12,133.79,,
1989-04-13,133.79,,
1989-04-14,136.11,,
1989-04-17,136.11,,
1989-04-18,138.85,,
1989-04-19,139.48,,
1989-04-20,137.8,,
1989-04-21,140.12,,
1989-04-24,141.38,,
1989-04-25,139.9,,
1989-04-26,138.22,,
1989-04-27,137.8,,
1989-04-28,136.53,,
1989-05-01,136.32,,
1989-05-02,135.69,,
1989-05-03,133.37,,
1989-05-04,133.79,,
1989-05-05,133.58,,
1989-05-08,133.16,,
1989-05-09,132.53,,
1989-05-10,132.53,,
1989-05-11,132.53,,
1989-05-12,137.17,,
1989-05-15,140.54,,
1989-05-16,139.27,,
1989-05-17,139.69,,
1989-05-18,139.48,,
1989-05-19,140.75,,
1989-05-22,142.43,,
1989-05-23,140.33,,
1989-05-24,138.64,,
1989-05-25,138.43,,
1989-05-26,139.9,,
1989-05-30,137.8,,
1989-05-31,138.01,,
1989-06-01,137.59,,
1989-06-02,142.01,,
1989-06-05,143.91,,
1989-06-06,147.28,,
1989-06-07,146.44,,
1989-06-08,145.38,,
1989-06-09,146.44,,
1989-06-12,145.38,,
1989-06-13,142.64,,
1989-06-14,140.54,,
1989-06-15,138.22,,
1989-06-16,138.64,,
1989-06-19,140.12,,
1989-06-20,142.01,,
1989-06-21,140.33,,
1989-06-22,138.01,,
1989-06-23,141.8,,
1989-06-26,142.85,,
1989-06-27,143.91,,
1989-06-28,143.07,,
1989-06-29,140.33,,
1989-06-30,138.01,,
1989-07-03,139.9,,
1989-07-05,140.54,,
1989-07-06,142.01,,
1989-07-07,143.28,,
1989-07-10,143.91,,
1989-07-11,147.91,,
1989-07-12,146.01,,
1989-07-13,144.96,,
1989-07-14,143.28,,
1989-07-17,144.96,,
1989-07-18,143.7,,
1989-07-19,147.7,,
1989-07-20,148.12,,
1989-07-21,149.18,,
1989-07-24,149.81,,
1989-07-25,152.97,,
1989-07-26,154.23,,
1989-07-27,158.45,,
1989-07-28,157.6,,
1989-07-31,158.87,,
1989-08-01,156.97,,
1989-08-02,158.45,,
1989-08-03,160.34,,
1989-08-04,161.61,,
1989-08-07,160.97,,
1989-08-08,160.34,,
1989-08-09,158.87,,
1989-08-10,160.13,,
1989-08-11,159.5,,
1989-08-14,157.81,,
1989-08-15,158.45,,
1989-08-16,159.92,,
1989-08-17,160.34,,
1989-08-18,162.66,,
1989-08-21,158.24,,
1989-08-22,157.6,,
1989-08-23,159.29,,
1989-08-24,162.87,,
1989-08-25,161.19,,
1989-08-28,161.82,,
1989-08-29,159.71,,
1989-08-30,159.08,,
1989-08-31,159.71,,
1989-09-01,160.34,,
1989-09-05,159.5,,
1989-09-06,158.87,,
1989-09-07,157.6,,
1989-09-08,158.87,,
1989-09-11,158.66,,
1989-09-12,158.45,,
1989-09-13,156.97,,
1989-09-14,156.55,,
1989-09-15,158.02,,
1989-09-18,158.45,,
1989-09-19,159.29,,
1989-09-20,158.87,,
1989-09-21,159.08,,
1989-09-22,159.5,,
1989-09-25,159.08,,
1989-09-26,160.97,,
1989-09-27,166.45,,
1989-09-28,168.56,,
1989-09-29,172.98,,
1989-10-02,176.99,,
1989-10-03,182.04,,
1989-10-04,179.31,,
1989-10-05,179.52,,
1989-10-06,179.73,,
1989-10-09,180.15,,
1989-10-10,179.31,,
1989-10-11,176.99,,
1989-10-12,175.72,,
1989-10-13,163.5,,
1989-10-16,168.98,,
1989-10-17,167.51,,
1989-10-18,172.98,,
1989-10-19,179.73,,
1989-10-20,181.41,,
1989-10-23,178.46,,
1989-10-24,176.36,,
1989-10-25,181.62,,
1989-10-26,180.36,,
1989-10-27,175.93,,
1989-10-30,173.2,,
1989-10-31,174.46,,
1989-11-01,178.67,,
1989-11-02,177.83,,
1989-11-03,180.78,,
1989-11-06,177.83,,
1989-11-07,177.62,,
1989-11-08,180.57,,
1989-11-09,179.52,,
1989-11-10,180.15,,
1989-11-13,178.25,,
1989-11-14,175.51,,
1989-11-15,178.25,,
1989-11-16,179.09,,
1989-11-17,180.15,,
1989-11-20,181.2,,
1989-11-21,180.78,,
1989-11-22,181.41,,
1989-11-24,183.52,,
1989-11-27,183.31,,
1989-11-28,182.68,,
1989-11-29,182.68,,
1989-11-30,184.78,,
1989-12-01,187.73,,
1989-12-04,187.73,,
1989-12-05,184.57,,
1989-12-06,184.36,,
1989-12-07,180.99,,
1989-12-08,182.89,,
1989-12-11,182.26,,
1989-12-12,181.83,,
1989-12-13,180.78,,
1989-12-14,181.41,,
1989-12-15,178.04,,
1989-12-18,166.87,,
1989-12-19,164.77,,
1989-12-20,169.4,,
1989-12-21,171.09,,
1989-12-22,172.14,,
1989-12-26,171.3,,
1989-12-27,171.93,,
1989-12-28,172.77,,
1989-12-29,174.46,,
1990-01-02,177.83,,
1990-01-03,177.62,,
1990-01-04,175.09,,
1990-01-05,169.82,,
1990-01-08,168.77,,
1990-01-09,167.72,,
1990-01-10,167.08,,
1990-01-11,167.72,,
1990-01-12,163.08,,
1990-01-15,160.55,,
1990-01-16,163.5,,
1990-01-17,163.29,,
1990-01-18,161.82,,
1990-01-19,163.29,,
1990-01-22,160.13,,
1990-01-23,158.02,,
1990-01-24,156.76,,
1990-01-25,157.81,,
1990-01-26,157.6,,
1990-01-29,154.44,,
1990-01-30,151.7,,
1990-01-31,156.76,,
1990-02-01,155.71,,
1990-02-02,156.97,,
1990-02-05,161.4,,
1990-02-06,159.92,,
1990-02-07,161.19,,
1990-02-08,159.5,,
1990-02-09,158.24,,
1990-02-12,158.45,,
1990-02-13,159.08,,
1990-02-14,159.71,,
1990-02-15,163.08,,
1990-02-16,161.82,,
1990-02-20,159.71,,
1990-02-21,159.08,,
1990-02-22,160.55,,
1990-02-23,158.66,,
1990-02-26,160.97,,
1990-02-27,162.66,,
1990-02-28,163.29,,
1990-03-01,163.5,,
1990-03-02,163.08,,
1990-03-05,162.87,,
1990-03-06,163.08,,
1990-03-07,160.13,,
1990-03-08,160.13,,
1990-03-09,162.03,,
1990-03-12,161.82,,
1990-03-13,158.66,,
1990-03-14,158.66,,
1990-03-15,159.29,,
1990-03-16,160.55,,
1990-03-19,162.24,,
1990-03-20,161.82,,
1990-03-21,159.29,,
1990-03-22,154.23,,
1990-03-23,157.18,,
1990-03-26,156.34,,
1990-03-27,155.71,,
1990-03-28,155.07,,
1990-03-29,156.34,,
1990-03-30,156.76,,
1990-04-02,155.5,,
1990-04-03,157.39,,
1990-04-04,156.76,,
1990-04-05,157.6,,
1990-04-06,156.34,,
1990-04-09,156.55,,
1990-04-10,158.24,,
1990-04-11,159.71,,
1990-04-12,161.82,,
1990-04-16,164.13,,
1990-04-17,163.92,,
1990-04-18,162.45,,
1990-04-19,162.45,,
1990-04-20,161.19,,
1990-04-23,158.24,,
1990-04-24,154.23,,
1990-04-25,154.02,,
1990-04-26,154.02,,
1990-04-27,151.07,,
1990-04-30,149.81,,
1990-05-01,150.65,,
1990-05-02,151.7,,
1990-05-03,148.33,,
1990-05-04,148.12,,
1990-05-07,148.96,,
1990-05-08,150.44,,
1990-05-09,151.49,,
1990-05-10,151.91,,
1990-05-11,155.07,,
1990-05-14,158.02,,
1990-05-15,159.92,,
1990-05-16,160.97,,
1990-05-17,162.45,,
1990-05-18,163.08,,
1990-05-21,164.13,,
1990-05-22,164.13,,
1990-05-23,167.93,,
1990-05-24,169.19,,
1990-05-25,166.45,,
1990-05-29,169.82,,
1990-05-30,170.46,,
1990-05-31,171.09,,
1990-06-01,173.2,,
1990-06-04,174.04,,
1990-06-05,172.14,,
1990-06-06,169.82,,
1990-06-07,170.67,,
1990-06-08,168.77,,
1990-06-11,169.4,,
1990-06-12,171.72,,
1990-06-13,172.14,,
1990-06-14,168.14,,
1990-06-15,169.19,,
1990-06-18,166.87,,
1990-06-19,168.14,,
1990-06-20,167.72,,
1990-06-21,167.72,,
1990-06-22,166.87,,
1990-06-25,162.87,,
1990-06-26,158.45,,
1990-06-27,160.13,,
1990-06-28,163.08,,
1990-06-29,162.45,,
1990-07-02,161.4,,
1990-07-03,159.92,,
1990-07-05,157.39,,
1990-07-06,157.18,,
1990-07-09,156.13,,
1990-07-10,155.5,,
1990-07-11,156.55,,
1990-07-12,158.45,,
1990-07-13,159.5,,
1990-07-16,162.66,,
1990-07-17,163.08,,
1990-07-18,161.82,,
1990-07-19,162.87,,
1990-07-20,160.13,,
1990-07-23,159.08,,
1990-07-24,156.97,,
1990-07-25,156.97,,
1990-07-26,156.18,,
1990-07-27,154.07,,
1990-07-30,155.92,,
1990-07-31,159.08,,
1990-08-01,155.92,,
1990-08-02,149.6,,
1990-08-03,149.6,,
1990-08-06,143.28,,
1990-08-07,146.7,,
1990-08-08,144.86,,
1990-08-09,146.17,,
1990-08-10,147.75,,
1990-08-13,146.44,,
1990-08-14,148.02,,
1990-08-15,149.07,,
1990-08-16,144.86,,
1990-08-17,141.43,,
1990-08-20,140.64,,
1990-08-21,138.53,,
1990-08-22,136.16,,
1990-08-23,134.06,,
1990-08-24,133.53,,
1990-08-27,138.01,,
1990-08-28,135.9,,
1990-08-29,140.64,,
1990-08-30,141.17,,
1990-08-31,142.22,,
1990-09-04,142.22,,
1990-09-05,141.43,,
1990-09-06,140.38,,
1990-09-07,141.7,,
1990-09-10,139.85,,
1990-09-11,138.53,,
1990-09-12,138.27,,
1990-09-13,137.22,,
1990-09-14,135.37,,
1990-09-17,134.32,,
1990-09-18,134.32,,
1990-09-19,138.01,,
1990-09-20,134.06,,
1990-09-21,132.74,,
1990-09-24,128.26,,
1990-09-25,130.9,,
1990-09-26,127.47,,
1990-09-27,125.89,,
1990-09-28,132.21,,
1990-10-01,138.53,,
1990-10-02,139.85,,
1990-10-03,133.79,,
1990-10-04,130.9,,
1990-10-05,127.21,,
1990-10-08,127.21,,
1990-10-09,126.68,,
1990-10-10,124.84,,
1990-10-11,123.52,,
1990-10-12,125.89,,
1990-10-15,129.32,,
1990-10-16,129.84,,
1990-10-17,131.16,,
1990-10-18,134.32,,
1990-10-19,139.59,,
1990-10-22,140.12,,
1990-10-23,140.12,,
1990-10-24,142.22,,
1990-10-25,141.7,,
1990-10-26,137.22,,
1990-10-29,133.53,,
1990-10-30,134.85,,
1990-10-31,132.48,,
1990-11-01,134.58,,
1990-11-02,140.91,,
1990-11-05,146.17,,
1990-11-06,146.44,,
1990-11-07,144.33,,
1990-11-08,147.23,,
1990-11-09,149.6,,
1990-11-12,153.81,,
1990-11-13,151.7,,
1990-11-14,149.07,,
1990-11-15,148.28,,
1990-11-16,148.81,,
1990-11-19,152.23,,
1990-11-20,148.81,,
1990-11-21,145.91,,
1990-11-23,146.17,,
1990-11-26,146.96,,
1990-11-27,151.18,,
1990-11-28,148.81,,
1990-11-29,147.75,,
1990-11-30,154.86,,
1990-12-03,156.97,,
1990-12-04,160.13,,
1990-12-05,161.71,,
1990-12-06,160.66,,
1990-12-07,155.39,,
1990-12-10,158.81,,
1990-12-11,158.55,,
1990-12-12,160.92,,
1990-12-13,160.13,,
1990-12-14,161.71,,
1990-12-17,158.81,,
1990-12-18,162.5,,
1990-12-19,165.93,,
1990-12-20,167.77,,
1990-12-21,166.98,,
1990-12-24,165.4,,
1990-12-26,164.35,,
1990-12-27,161.98,,
1990-12-28,160.92,,
1990-12-31,161.98,,
1991-01-02,157.23,,
1991-01-03,154.6,,
1991-01-04,156.44,,
1991-01-07,154.34,,
1991-01-08,151.7,,
1991-01-09,151.7,,
1991-01-10,155.65,,
1991-01-11,154.07,,
1991-01-14,155.39,,
1991-01-15,156.71,,
1991-01-16,156.71,,
1991-01-17,162.24,,
1991-01-18,168.56,,
1991-01-21,166.19,,
1991-01-22,162.77,,
1991-01-23,163.82,,
1991-01-24,168.82,,
1991-01-25,169.88,,
1991-01-28,167.77,,
1991-01-29,166.98,,
1991-01-30,169.35,,
1991-01-31,174.35,,
1991-02-01,176.46,,
1991-02-04,178.3,,
1991-02-05,180.15,,
1991-02-06,185.42,,
1991-02-07,180.67,,
1991-02-08,184.1,,
1991-02-11,189.63,,
1991-02-12,188.58,,
1991-02-13,185.94,,
1991-02-14,183.31,,
1991-02-15,188.84,,
1991-02-19,188.05,,
1991-02-20,187.26,,
1991-02-21,188.31,,
1991-02-22,190.68,,
1991-02-25,190.95,,
1991-02-26,187.0,,
1991-02-27,188.31,,
1991-02-28,190.95,,
1991-03-01,195.95,,
1991-03-04,194.9,,
1991-03-05,202.01,,
1991-03-06,199.9,,
1991-03-07,199.11,,
1991-03-08,197.53,,
1991-03-11,197.0,,
1991-03-12,198.58,,
1991-03-13,197.0,,
1991-03-14,194.9,,
1991-03-15,190.95,,
1991-03-18,189.89,,
1991-03-19,189.63,,
1991-03-20,189.1,,
1991-03-21,189.63,,
1991-03-22,190.95,,
1991-03-25,194.63,,
1991-03-26,200.16,,
1991-03-27,200.95,,
1991-03-28,203.06,,
1991-04-01,200.43,,
1991-04-02,205.43,,
1991-04-03,210.17,,
1991-04-04,212.54,,
1991-04-05,208.07,,
1991-04-08,212.54,,
1991-04-09,212.28,,
1991-04-10,208.59,,
1991-04-11,209.12,,
1991-04-12,208.07,,
1991-04-15,206.49,,
1991-04-16,214.39,,
1991-04-17,210.7,,
1991-04-18,208.07,,
1991-04-19,203.33,,
1991-04-22,203.33,,
1991-04-23,202.01,,
1991-04-24,198.06,,
1991-04-25,194.37,,
1991-04-26,196.74,,
1991-04-29,193.58,,
1991-04-30,191.47,,
1991-05-01,191.74,,
1991-05-02,190.42,,
1991-05-03,185.42,,
1991-05-06,185.42,,
1991-05-07,186.47,,
1991-05-08,186.47,,
1991-05-09,188.05,,
1991-05-10,184.63,,
1991-05-13,184.1,,
1991-05-14,183.31,,
1991-05-15,183.84,,
1991-05-16,185.15,,
1991-05-17,185.15,,
1991-05-20,184.36,,
1991-05-21,187.26,,
1991-05-22,188.58,,
1991-05-23,187.26,,
1991-05-24,187.52,,
1991-05-28,186.47,,
1991-05-29,185.42,,
1991-05-30,187.0,,
1991-05-31,190.68,,
1991-06-03,187.26,,
1991-06-04,188.31,,
1991-06-05,189.63,,
1991-06-06,190.42,,
1991-06-07,185.42,,
1991-06-10,183.57,,
1991-06-11,185.42,,
1991-06-12,182.52,,
1991-06-13,181.2,,
1991-06-14,181.2,,
1991-06-17,179.36,,
1991-06-18,176.99,,
1991-06-19,177.51,,
1991-06-20,180.94,,
1991-06-21,181.73,,
1991-06-24,178.3,,
1991-06-25,177.25,,
1991-06-26,178.3,,
1991-06-27,178.57,,
1991-06-28,177.51,,
1991-07-01,183.31,,
1991-07-02,180.41,,
1991-07-03,179.09,,
1991-07-05,179.88,,
1991-07-08,181.2,,
1991-07-09,178.57,,
1991-07-10,177.78,,
1991-07-11,175.93,,
1991-07-12,175.41,,
1991-07-15,175.41,,
1991-07-16,173.3,,
1991-07-17,175.41,,
1991-07-18,178.57,,
1991-07-19,181.47,,
1991-07-22,180.67,,
1991-07-23,176.2,,
1991-07-24,173.83,,
1991-07-25,173.04,,
1991-07-26,171.46,,
1991-07-29,171.72,,
1991-07-30,172.51,,
1991-07-31,175.93,,
1991-08-01,178.3,,
1991-08-02,182.52,,
1991-08-05,181.99,,
1991-08-06,179.09,,
1991-08-07,174.88,,
1991-08-08,172.77,,
1991-08-09,172.51,,
1991-08-12,176.99,,
1991-08-13,172.77,,
1991-08-14,174.09,,
1991-08-15,177.25,,
1991-08-16,177.25,,
1991-08-19,172.25,,
1991-08-20,174.62,,
1991-08-21,179.62,,
1991-08-22,179.88,,
1991-08-23,176.2,,
1991-08-26,175.67,,
1991-08-27,174.88,,
1991-08-28,174.88,,
1991-08-29,177.51,,
1991-08-30,177.51,,
1991-09-03,176.72,,
1991-09-04,176.2,,
1991-09-05,176.99,,
1991-09-06,180.41,,
1991-09-09,181.2,,
1991-09-10,178.04,,
1991-09-11,180.67,,
1991-09-12,181.47,,
1991-09-13,180.94,,
1991-09-16,178.57,,
1991-09-17,176.2,,
1991-09-18,176.2,,
1991-09-19,176.99,,
1991-09-20,174.35,,
1991-09-23,172.25,,
1991-09-24,174.88,,
1991-09-25,173.3,,
1991-09-26,173.83,,
1991-09-27,174.62,,
1991-09-30,173.83,,
1991-10-01,174.35,,
1991-10-02,173.3,,
1991-10-03,172.51,,
1991-10-04,170.4,,
1991-10-07,167.24,,
1991-10-08,166.98,,
1991-10-09,166.72,,
1991-10-10,168.3,,
1991-10-11,169.09,,
1991-10-14,171.72,,
1991-10-15,170.67,,
1991-10-16,171.19,,
1991-10-17,172.25,,
1991-10-18,172.77,,
1991-10-21,172.25,,
1991-10-22,173.3,,
1991-10-23,173.04,,
1991-10-24,173.83,,
1991-10-25,174.09,,
1991-10-28,177.51,,
1991-10-29,180.94,,
1991-10-30,185.68,,
1991-10-31,185.42,,
1991-11-01,183.05,,
1991-11-04,181.73,,
1991-11-05,179.62,,
1991-11-06,180.67,,
1991-11-07,187.79,,
1991-11-08,186.73,,
1991-11-11,186.73,,
1991-11-12,187.79,,
1991-11-13,188.84,,
1991-11-14,189.37,,
1991-11-15,178.57,,
1991-11-18,180.67,,
1991-11-19,176.99,,
1991-11-20,172.77,,
1991-11-21,176.46,,
1991-11-22,176.72,,
1991-11-25,179.62,,
1991-11-26,184.36,,
1991-11-27,182.26,,
1991-11-29,181.99,,
1991-12-02,183.05,,
1991-12-03,182.78,,
1991-12-04,183.84,,
1991-12-05,183.31,,
1991-12-06,184.63,,
1991-12-09,185.42,,
1991-12-10,183.84,,
1991-12-11,184.89,,
1991-12-12,184.63,,
1991-12-13,185.68,,
1991-12-16,186.73,,
1991-12-17,192.79,,
1991-12-18,192.26,,
1991-12-19,192.53,,
1991-12-20,191.47,,
1991-12-23,197.27,,
1991-12-24,196.74,,
1991-12-26,199.37,,
1991-12-27,201.22,,
1991-12-30,208.59,,
1991-12-31,207.28,,
1992-01-02,203.85,,
1992-01-03,206.22,,
1992-01-06,206.75,,
1992-01-07,205.96,,
1992-01-08,204.38,,
1992-01-09,203.85,,
1992-01-10,202.27,,
1992-01-13,200.16,,
1992-01-14,202.53,,
1992-01-15,202.8,,
1992-01-16,204.91,,
1992-01-17,203.06,,
1992-01-20,200.43,,
1992-01-21,199.9,,
1992-01-22,205.7,,
1992-01-23,202.27,,
1992-01-24,198.06,,
1992-01-27,193.58,,
1992-01-28,193.32,,
1992-01-29,192.79,,
1992-01-30,193.58,,
1992-01-31,193.32,,
1992-02-03,190.95,,
1992-02-04,195.42,,
1992-02-05,194.11,,
1992-02-06,192.53,,
1992-02-07,189.37,,
1992-02-10,188.58,,
1992-02-11,188.84,,
1992-02-12,189.1,,
1992-02-13,189.89,,
1992-02-14,187.52,,
1992-02-18,186.73,,
1992-02-19,182.26,,
1992-02-20,184.1,,
1992-02-21,184.89,,
1992-02-24,185.42,,
1992-02-25,181.73,,
1992-02-26,180.41,,
1992-02-27,183.31,,
1992-02-28,184.36,,
1992-03-02,185.15,,
1992-03-03,183.57,,
1992-03-04,183.57,,
1992-03-05,180.41,,
1992-03-06,181.73,,
1992-03-09,182.78,,
1992-03-10,181.99,,
1992-03-11,180.94,,
1992-03-12,181.2,,
1992-03-13,181.47,,
1992-03-16,183.84,,
1992-03-17,182.52,,
1992-03-18,185.94,,
1992-03-19,188.31,,
1992-03-20,189.63,,
1992-03-23,187.0,,
1992-03-24,183.84,,
1992-03-25,182.26,,
1992-03-26,181.99,,
1992-03-27,180.94,,
1992-03-30,181.73,,
1992-03-31,182.78,,
1992-04-01,181.73,,
1992-04-02,180.67,,
1992-04-03,180.94,,
1992-04-06,180.15,,
1992-04-07,179.62,,
1992-04-08,177.25,,
1992-04-09,179.62,,
1992-04-10,179.88,,
1992-04-13,180.15,,
1992-04-14,183.05,,
1992-04-15,184.1,,
1992-04-16,182.78,,
1992-04-20,181.2,,
1992-04-21,179.62,,
1992-04-22,178.83,,
1992-04-23,179.36,,
1992-04-24,175.93,,
1992-04-27,176.72,,
1992-04-28,175.67,,
1992-04-29,176.72,,
1992-04-30,174.88,,
1992-05-01,175.93,,
1992-05-04,176.99,,
1992-05-05,177.25,,
1992-05-06,176.99,,
1992-05-07,175.14,,
1992-05-08,176.72,,
1992-05-11,178.3,,
1992-05-12,178.3,,
1992-05-13,180.15,,
1992-05-14,178.57,,
1992-05-15,177.78,,
1992-05-18,178.3,,
1992-05-19,179.88,,
1992-05-20,181.2,,
1992-05-21,181.2,,
1992-05-22,182.52,,
1992-05-26,179.62,,
1992-05-27,181.2,,
1992-05-28,180.15,,
1992-05-29,178.04,,
1992-06-01,180.15,,
1992-06-02,180.41,,
1992-06-03,179.09,,
1992-06-04,181.47,,
1992-06-05,181.99,,
1992-06-08,184.89,,
