date,WST,WST_EPS,PE Ratio
2011-08-22,19.32,0.59,32.74576271186441
2011-08-23,19.88,0.59,33.69491525423729
2011-08-24,19.88,0.59,33.69491525423729
2011-08-25,19.51,0.59,33.067796610169495
2011-08-26,19.67,0.59,33.33898305084746
2011-08-29,20.23,0.59,34.28813559322034
2011-08-30,19.98,0.59,33.86440677966102
2011-08-31,20.06,0.59,34.0
2011-09-01,19.98,0.59,33.86440677966102
2011-09-02,19.11,0.59,32.389830508474574
2011-09-06,19.12,0.59,32.406779661016955
2011-09-07,19.79,0.59,33.54237288135593
2011-09-08,19.23,0.59,32.59322033898305
2011-09-09,18.89,0.59,32.016949152542374
2011-09-12,19.08,0.59,32.33898305084745
2011-09-13,19.42,0.59,32.91525423728814
2011-09-14,19.96,0.59,33.83050847457628
2011-09-15,20.01,0.59,33.91525423728814
2011-09-16,20.04,0.59,33.96610169491525
2011-09-19,19.68,0.59,33.355932203389834
2011-09-20,19.55,0.59,33.13559322033898
2011-09-21,19.04,0.59,32.271186440677965
2011-09-22,18.61,0.59,31.542372881355934
2011-09-23,18.82,0.59,31.898305084745765
2011-09-26,19.0,0.59,32.20338983050848
2011-09-27,19.34,0.59,32.779661016949156
2011-09-28,18.46,0.59,31.288135593220343
2011-09-29,18.79,0.59,31.847457627118644
2011-09-30,18.55,0.59,31.4406779661017
2011-10-03,17.87,0.59,30.288135593220343
2011-10-04,18.77,0.59,31.8135593220339
2011-10-05,19.03,0.59,32.2542372881356
2011-10-06,18.91,0.59,32.05084745762712
2011-10-07,18.51,0.59,31.372881355932208
2011-10-10,19.06,0.59,32.30508474576271
2011-10-11,18.95,0.59,32.11864406779661
2011-10-12,19.13,0.59,32.42372881355932
2011-10-13,18.96,0.59,32.13559322033898
2011-10-14,19.21,0.59,32.55932203389831
2011-10-17,18.53,0.59,31.40677966101695
2011-10-18,18.81,0.59,31.88135593220339
2011-10-19,18.8,0.59,31.86440677966102
2011-10-20,18.74,0.59,31.76271186440678
2011-10-21,19.34,0.59,32.779661016949156
2011-10-24,19.87,0.59,33.67796610169492
2011-10-25,19.29,0.59,32.69491525423729
2011-10-26,19.5,0.59,33.05084745762712
2011-10-27,20.57,0.59,34.86440677966102
2011-10-28,20.4,0.59,34.57627118644068
2011-10-31,19.43,0.59,32.93220338983051
2011-11-01,18.72,0.59,31.728813559322035
2011-11-02,19.03,0.59,32.2542372881356
2011-11-03,19.61,0.59,33.23728813559322
2011-11-04,19.38,0.59,32.847457627118644
2011-11-07,19.52,0.51,38.27450980392157
2011-11-08,19.81,0.51,38.843137254901954
2011-11-09,18.85,0.51,36.96078431372549
2011-11-10,19.24,0.51,37.725490196078425
2011-11-11,19.59,0.51,38.411764705882355
2011-11-14,19.26,0.51,37.76470588235294
2011-11-15,19.44,0.51,38.11764705882353
2011-11-16,19.0,0.51,37.254901960784316
2011-11-17,18.83,0.51,36.921568627450974
2011-11-18,18.83,0.51,36.921568627450974
2011-11-21,18.52,0.51,36.31372549019608
2011-11-22,18.47,0.51,36.2156862745098
2011-11-23,17.96,0.51,35.21568627450981
2011-11-25,17.8,0.51,34.90196078431373
2011-11-28,18.29,0.51,35.86274509803921
2011-11-29,18.36,0.51,36.0
2011-11-30,19.26,0.51,37.76470588235294
2011-12-01,19.09,0.51,37.431372549019606
2011-12-02,18.88,0.51,37.01960784313725
2011-12-05,19.0,0.51,37.254901960784316
2011-12-06,18.97,0.51,37.19607843137255
2011-12-07,19.0,0.51,37.254901960784316
2011-12-08,18.36,0.51,36.0
2011-12-09,18.69,0.51,36.64705882352941
2011-12-12,18.5,0.51,36.27450980392157
2011-12-13,18.35,0.51,35.98039215686275
2011-12-14,18.11,0.51,35.509803921568626
2011-12-15,18.19,0.51,35.66666666666667
2011-12-16,18.13,0.51,35.549019607843135
2011-12-19,18.04,0.51,35.37254901960784
2011-12-20,18.36,0.51,36.0
2011-12-21,18.56,0.51,36.3921568627451
2011-12-22,18.66,0.51,36.588235294117645
2011-12-23,18.78,0.51,36.82352941176471
2011-12-27,19.01,0.51,37.27450980392157
2011-12-28,18.85,0.51,36.96078431372549
2011-12-29,18.98,0.51,37.21568627450981
2011-12-30,18.98,0.51,37.21568627450981
2012-01-03,19.08,0.51,37.41176470588235
2012-01-04,18.9,0.51,37.05882352941176
2012-01-05,18.92,0.51,37.09803921568628
2012-01-06,18.98,0.51,37.21568627450981
2012-01-09,19.01,0.51,37.27450980392157
2012-01-10,19.28,0.51,37.80392156862745
2012-01-11,19.34,0.51,37.92156862745098
2012-01-12,19.48,0.51,38.19607843137255
2012-01-13,19.15,0.51,37.549019607843135
2012-01-17,19.25,0.51,37.745098039215684
2012-01-18,19.58,0.51,38.3921568627451
2012-01-19,19.84,0.51,38.90196078431372
2012-01-20,19.94,0.51,39.09803921568628
2012-01-23,19.91,0.51,39.03921568627451
2012-01-24,19.99,0.51,39.19607843137255
2012-01-25,20.36,0.51,39.92156862745098
2012-01-26,20.24,0.51,39.686274509803916
2012-01-27,20.3,0.51,39.80392156862745
2012-01-30,20.19,0.51,39.58823529411765
2012-01-31,20.24,0.51,39.686274509803916
2012-02-01,20.75,0.51,40.68627450980392
2012-02-02,20.76,0.51,40.70588235294118
2012-02-03,21.15,0.51,41.470588235294116
2012-02-06,20.86,0.51,40.90196078431372
2012-02-07,20.74,0.51,40.666666666666664
2012-02-08,20.83,0.51,40.843137254901954
2012-02-09,20.53,0.51,40.254901960784316
2012-02-10,20.33,0.51,39.86274509803921
2012-02-13,20.51,0.51,40.21568627450981
2012-02-14,20.56,0.51,40.31372549019608
2012-02-15,20.61,0.51,40.41176470588235
2012-02-16,21.34,0.51,41.84313725490196
2012-02-17,21.33,0.51,41.8235294117647
2012-02-21,21.22,0.51,41.607843137254896
2012-02-22,21.27,0.51,41.705882352941174
2012-02-23,21.4,0.51,41.96078431372548
2012-02-24,21.24,0.51,41.647058823529406
2012-02-27,21.14,0.51,41.450980392156865
2012-02-28,21.0,0.51,41.17647058823529
2012-02-29,20.8,0.55,37.81818181818181
2012-03-01,20.92,0.55,38.03636363636364
2012-03-02,20.36,0.55,37.018181818181816
2012-03-05,20.33,0.55,36.963636363636354
2012-03-06,19.96,0.55,36.29090909090909
2012-03-07,20.1,0.55,36.54545454545455
2012-03-08,20.28,0.55,36.872727272727275
2012-03-09,20.56,0.55,37.381818181818176
2012-03-12,20.37,0.55,37.03636363636363
2012-03-13,20.92,0.55,38.03636363636364
2012-03-14,20.64,0.55,37.527272727272724
2012-03-15,20.78,0.55,37.78181818181818
2012-03-16,20.75,0.55,37.72727272727273
2012-03-19,20.93,0.55,38.05454545454545
2012-03-20,20.82,0.55,37.85454545454545
2012-03-21,20.73,0.55,37.69090909090909
2012-03-22,20.64,0.55,37.527272727272724
2012-03-23,20.81,0.55,37.83636363636363
2012-03-26,21.39,0.55,38.89090909090909
2012-03-27,21.34,0.55,38.8
2012-03-28,21.34,0.55,38.8
2012-03-29,21.39,0.55,38.89090909090909
2012-03-30,21.26,0.55,38.654545454545456
2012-04-02,21.47,0.55,39.03636363636363
2012-04-03,21.33,0.55,38.781818181818174
2012-04-04,20.79,0.55,37.8
2012-04-05,20.63,0.55,37.5090909090909
2012-04-09,20.17,0.55,36.67272727272727
2012-04-10,19.89,0.55,36.163636363636364
2012-04-11,20.04,0.55,36.43636363636363
2012-04-12,20.25,0.55,36.81818181818181
2012-04-13,19.83,0.55,36.05454545454545
2012-04-16,19.97,0.55,36.309090909090905
2012-04-17,22.53,0.55,40.96363636363636
2012-04-18,21.7,0.55,39.45454545454545
2012-04-19,21.41,0.55,38.92727272727272
2012-04-20,21.44,0.55,38.981818181818184
2012-04-23,21.02,0.55,38.21818181818181
2012-04-24,21.13,0.55,38.418181818181814
2012-04-25,21.46,0.55,39.018181818181816
2012-04-26,21.77,0.55,39.58181818181818
2012-04-27,22.19,0.55,40.345454545454544
2012-04-30,22.45,0.55,40.81818181818181
2012-05-01,22.37,0.55,40.67272727272727
2012-05-02,22.4,0.55,40.72727272727272
2012-05-03,22.13,0.55,40.236363636363635
2012-05-04,21.5,0.86,25.0
2012-05-07,21.83,0.86,25.383720930232556
2012-05-08,22.12,0.86,25.720930232558143
2012-05-09,22.06,0.86,25.651162790697672
2012-05-10,22.14,0.86,25.74418604651163
2012-05-11,22.07,0.86,25.66279069767442
2012-05-14,22.14,0.86,25.74418604651163
2012-05-15,22.59,0.86,26.267441860465116
2012-05-16,22.7,0.86,26.3953488372093
2012-05-17,22.81,0.86,26.523255813953487
2012-05-18,22.38,0.86,26.023255813953487
2012-05-21,23.0,0.86,26.74418604651163
2012-05-22,22.83,0.86,26.546511627906977
2012-05-23,23.01,0.86,26.755813953488374
2012-05-24,23.49,0.86,27.313953488372093
2012-05-25,23.5,0.86,27.325581395348838
2012-05-29,24.03,0.86,27.94186046511628
2012-05-30,23.92,0.86,27.813953488372096
2012-05-31,23.9,0.86,27.790697674418603
2012-06-01,23.7,0.86,27.558139534883722
2012-06-04,23.73,0.86,27.593023255813954
2012-06-05,24.03,0.86,27.94186046511628
2012-06-06,24.21,0.86,28.151162790697676
2012-06-07,24.22,0.86,28.162790697674417
2012-06-08,24.05,0.86,27.96511627906977
2012-06-11,23.85,0.86,27.732558139534884
2012-06-12,24.19,0.86,28.12790697674419
2012-06-13,24.7,0.86,28.72093023255814
2012-06-14,24.64,0.86,28.651162790697676
2012-06-15,24.69,0.86,28.709302325581397
2012-06-18,24.64,0.86,28.651162790697676
2012-06-19,24.93,0.86,28.988372093023255
2012-06-20,24.85,0.86,28.895348837209305
2012-06-21,24.52,0.86,28.511627906976745
2012-06-22,24.48,0.86,28.46511627906977
2012-06-25,24.28,0.86,28.232558139534884
2012-06-26,24.25,0.86,28.197674418604652
2012-06-27,24.62,0.86,28.62790697674419
2012-06-28,24.69,0.86,28.709302325581397
2012-06-29,25.25,0.86,29.36046511627907
2012-07-02,25.49,0.86,29.63953488372093
2012-07-03,25.49,0.86,29.63953488372093
2012-07-05,25.23,0.86,29.337209302325583
2012-07-06,25.09,0.86,29.174418604651162
2012-07-09,25.22,0.86,29.325581395348838
2012-07-10,25.36,0.86,29.488372093023255
2012-07-11,25.56,0.86,29.72093023255814
2012-07-12,25.2,0.86,29.302325581395348
2012-07-13,25.82,0.86,30.02325581395349
2012-07-16,25.47,0.86,29.61627906976744
2012-07-17,25.58,0.86,29.744186046511626
2012-07-18,25.63,0.86,29.802325581395348
2012-07-19,25.39,0.86,29.52325581395349
2012-07-20,25.08,0.86,29.162790697674417
2012-07-23,24.99,0.86,29.05813953488372
2012-07-24,25.15,0.86,29.244186046511626
2012-07-25,25.36,0.86,29.488372093023255
2012-07-26,25.05,0.86,29.12790697674419
2012-07-27,25.36,0.86,29.488372093023255
2012-07-30,25.21,0.86,29.313953488372093
2012-07-31,24.89,0.86,28.94186046511628
2012-08-01,24.26,0.86,28.209302325581397
2012-08-02,24.05,0.86,27.96511627906977
2012-08-03,24.9,0.86,28.953488372093023
2012-08-06,24.78,0.46,53.869565217391305
2012-08-07,24.58,0.46,53.43478260869565
2012-08-08,24.34,0.46,52.91304347826087
2012-08-09,24.06,0.46,52.30434782608695
2012-08-10,24.0,0.46,52.17391304347826
2012-08-13,23.91,0.46,51.97826086956522
2012-08-14,23.61,0.46,51.326086956521735
2012-08-15,23.84,0.46,51.826086956521735
2012-08-16,23.91,0.46,51.97826086956522
2012-08-17,24.42,0.46,53.08695652173913
2012-08-20,24.08,0.46,52.347826086956516
2012-08-21,24.01,0.46,52.19565217391305
2012-08-22,23.98,0.46,52.130434782608695
2012-08-23,23.82,0.46,51.78260869565217
2012-08-24,23.86,0.46,51.8695652173913
2012-08-27,23.7,0.46,51.52173913043478
2012-08-28,23.89,0.46,51.93478260869565
2012-08-29,23.95,0.46,52.065217391304344
2012-08-30,23.71,0.46,51.54347826086956
2012-08-31,23.67,0.46,51.45652173913044
2012-09-04,23.99,0.46,52.15217391304347
2012-09-05,23.92,0.46,52.0
2012-09-06,23.97,0.46,52.10869565217391
2012-09-07,24.0,0.46,52.17391304347826
2012-09-10,23.98,0.46,52.130434782608695
2012-09-11,24.0,0.46,52.17391304347826
2012-09-12,24.0,0.46,52.17391304347826
2012-09-13,24.51,0.46,53.28260869565217
2012-09-14,24.71,0.46,53.71739130434783
2012-09-17,24.91,0.46,54.15217391304348
2012-09-18,25.07,0.46,54.5
2012-09-19,25.17,0.46,54.71739130434783
2012-09-20,25.28,0.46,54.95652173913044
2012-09-21,25.7,0.46,55.8695652173913
2012-09-24,26.07,0.46,56.67391304347826
2012-09-25,26.04,0.46,56.60869565217391
2012-09-26,26.17,0.46,56.891304347826086
2012-09-27,26.73,0.46,58.108695652173914
2012-09-28,26.54,0.46,57.69565217391304
2012-10-01,27.05,0.46,58.80434782608695
2012-10-02,27.08,0.46,58.8695652173913
2012-10-03,27.0,0.46,58.69565217391304
2012-10-04,27.01,0.46,58.71739130434783
2012-10-05,26.87,0.46,58.41304347826087
2012-10-08,26.9,0.46,58.47826086956521
2012-10-09,26.52,0.46,57.65217391304348
2012-10-10,26.53,0.46,57.67391304347826
2012-10-11,26.48,0.46,57.565217391304344
2012-10-12,26.32,0.46,57.21739130434782
2012-10-15,26.58,0.46,57.782608695652165
2012-10-16,27.0,0.46,58.69565217391304
2012-10-17,26.93,0.46,58.54347826086956
2012-10-18,26.83,0.46,58.326086956521735
2012-10-19,26.84,0.46,58.347826086956516
2012-10-22,26.86,0.46,58.391304347826086
2012-10-23,26.81,0.46,58.28260869565217
2012-10-24,26.55,0.46,57.71739130434783
2012-10-25,26.71,0.46,58.065217391304344
2012-10-26,26.71,0.46,58.065217391304344
2012-10-31,26.93,0.46,58.54347826086956
2012-11-01,26.75,0.46,58.15217391304348
2012-11-02,26.33,0.46,57.2391304347826
2012-11-05,26.93,0.43,62.627906976744185
2012-11-06,27.06,0.43,62.93023255813953
2012-11-07,26.58,0.43,61.81395348837209
2012-11-08,26.84,0.43,62.41860465116279
2012-11-09,26.74,0.43,62.18604651162791
2012-11-12,26.79,0.43,62.30232558139535
2012-11-13,26.47,0.43,61.55813953488372
2012-11-14,25.79,0.43,59.97674418604651
2012-11-15,25.7,0.43,59.76744186046511
2012-11-16,25.53,0.43,59.372093023255815
2012-11-19,25.83,0.43,60.06976744186046
2012-11-20,26.27,0.43,61.093023255813954
2012-11-21,26.46,0.43,61.53488372093024
2012-11-23,26.84,0.43,62.41860465116279
2012-11-26,27.26,0.43,63.395348837209305
2012-11-27,26.95,0.43,62.67441860465116
2012-11-28,26.94,0.43,62.651162790697676
2012-11-29,27.14,0.43,63.116279069767444
2012-11-30,27.01,0.43,62.8139534883721
2012-12-03,26.77,0.43,62.25581395348837
2012-12-04,27.19,0.43,63.23255813953489
2012-12-05,27.5,0.43,63.95348837209303
2012-12-06,27.33,0.43,63.558139534883715
2012-12-07,27.36,0.43,63.627906976744185
2012-12-10,27.48,0.43,63.906976744186046
2012-12-11,27.87,0.43,64.81395348837209
2012-12-12,27.7,0.43,64.4186046511628
2012-12-13,27.46,0.43,63.86046511627907
2012-12-14,27.43,0.43,63.7906976744186
2012-12-17,27.57,0.43,64.11627906976744
2012-12-18,27.4,0.43,63.72093023255814
2012-12-19,27.13,0.43,63.093023255813954
2012-12-20,27.43,0.43,63.7906976744186
2012-12-21,27.14,0.43,63.116279069767444
2012-12-24,27.06,0.43,62.93023255813953
2012-12-26,26.87,0.43,62.48837209302326
2012-12-27,27.15,0.43,63.13953488372093
2012-12-28,27.06,0.43,62.93023255813953
2012-12-31,27.38,0.43,63.67441860465116
2013-01-02,27.62,0.43,64.23255813953489
2013-01-03,27.72,0.43,64.46511627906976
2013-01-04,27.81,0.43,64.67441860465117
2013-01-07,27.64,0.43,64.27906976744187
2013-01-08,27.57,0.43,64.11627906976744
2013-01-09,27.66,0.43,64.32558139534883
2013-01-10,27.58,0.43,64.13953488372093
2013-01-11,27.55,0.43,64.06976744186046
2013-01-14,27.53,0.43,64.0232558139535
2013-01-15,27.49,0.43,63.93023255813953
2013-01-16,27.4,0.43,63.72093023255814
2013-01-17,27.45,0.43,63.83720930232558
2013-01-18,27.62,0.43,64.23255813953489
2013-01-22,28.0,0.43,65.11627906976744
2013-01-23,27.99,0.43,65.09302325581395
2013-01-24,29.17,0.43,67.83720930232559
2013-01-25,29.41,0.43,68.3953488372093
2013-01-28,29.67,0.43,69.0
2013-01-29,29.91,0.43,69.55813953488372
2013-01-30,29.69,0.43,69.04651162790698
2013-01-31,29.61,0.43,68.86046511627907
2013-02-01,29.9,0.43,69.53488372093022
2013-02-04,29.68,0.43,69.02325581395348
2013-02-05,29.84,0.43,69.3953488372093
2013-02-06,29.96,0.43,69.67441860465117
2013-02-07,29.91,0.43,69.55813953488372
2013-02-08,29.87,0.43,69.46511627906978
2013-02-11,29.82,0.43,69.34883720930233
2013-02-12,29.96,0.43,69.67441860465117
2013-02-13,29.81,0.43,69.32558139534883
2013-02-14,29.85,0.43,69.4186046511628
2013-02-15,29.57,0.43,68.76744186046511
2013-02-19,29.56,0.43,68.74418604651163
2013-02-20,29.39,0.43,68.34883720930233
2013-02-21,30.03,0.43,69.83720930232559
2013-02-22,30.35,0.43,70.58139534883722
2013-02-25,30.05,0.43,69.88372093023256
2013-02-26,30.11,0.43,70.02325581395348
2013-02-27,30.26,0.62,48.80645161290323
2013-02-28,30.21,0.62,48.725806451612904
2013-03-01,30.43,0.62,49.08064516129032
2013-03-04,30.43,0.62,49.08064516129032
2013-03-05,30.33,0.62,48.91935483870967
2013-03-06,30.53,0.62,49.24193548387097
2013-03-07,30.39,0.62,49.016129032258064
2013-03-08,30.89,0.62,49.82258064516129
2013-03-11,30.9,0.62,49.83870967741935
2013-03-12,31.06,0.62,50.096774193548384
2013-03-13,31.17,0.62,50.2741935483871
2013-03-14,31.58,0.62,50.93548387096774
2013-03-15,31.75,0.62,51.20967741935484
2013-03-18,31.43,0.62,50.693548387096776
2013-03-19,31.57,0.62,50.91935483870968
2013-03-20,31.88,0.62,51.41935483870968
2013-03-21,31.87,0.62,51.403225806451616
2013-03-22,32.15,0.62,51.854838709677416
2013-03-25,31.94,0.62,51.516129032258064
2013-03-26,32.19,0.62,51.91935483870967
2013-03-27,32.19,0.62,51.91935483870967
2013-03-28,32.47,0.62,52.37096774193548
2013-04-01,31.67,0.62,51.08064516129033
2013-04-02,31.67,0.62,51.08064516129033
2013-04-03,31.13,0.62,50.20967741935484
2013-04-04,31.44,0.62,50.70967741935484
2013-04-05,31.14,0.62,50.225806451612904
2013-04-08,31.2,0.62,50.32258064516129
2013-04-09,31.13,0.62,50.20967741935484
2013-04-10,31.83,0.62,51.33870967741935
2013-04-11,31.72,0.62,51.16129032258064
2013-04-12,31.74,0.62,51.19354838709677
2013-04-15,30.95,0.62,49.91935483870968
2013-04-16,31.75,0.62,51.20967741935484
2013-04-17,31.46,0.62,50.74193548387097
2013-04-18,31.53,0.62,50.85483870967742
2013-04-19,31.9,0.62,51.45161290322581
2013-04-22,31.75,0.62,51.20967741935484
2013-04-23,32.03,0.62,51.66129032258065
2013-04-24,31.73,0.62,51.17741935483871
2013-04-25,31.81,0.62,51.306451612903224
2013-04-26,31.51,0.62,50.822580645161295
2013-04-29,31.79,0.62,51.274193548387096
2013-04-30,31.93,0.62,51.5
2013-05-01,31.74,0.62,51.19354838709677
2013-05-02,32.0,0.62,51.612903225806456
2013-05-03,32.11,0.62,51.79032258064516
2013-05-06,31.75,0.92,34.51086956521739
2013-05-07,32.46,0.92,35.28260869565217
2013-05-08,32.55,0.92,35.38043478260869
2013-05-09,32.63,0.92,35.46739130434783
2013-05-10,32.76,0.92,35.60869565217391
2013-05-13,32.96,0.92,35.82608695652174
2013-05-14,33.27,0.92,36.163043478260875
2013-05-15,33.54,0.92,36.45652173913043
2013-05-16,33.85,0.92,36.79347826086956
2013-05-17,34.21,0.92,37.18478260869565
2013-05-20,34.37,0.92,37.35869565217391
2013-05-21,34.21,0.92,37.18478260869565
2013-05-22,33.67,0.92,36.59782608695652
2013-05-23,33.81,0.92,36.75
2013-05-24,33.69,0.92,36.6195652173913
2013-05-28,33.99,0.92,36.94565217391305
2013-05-29,33.67,0.92,36.59782608695652
2013-05-30,34.22,0.92,37.19565217391304
2013-05-31,34.28,0.92,37.26086956521739
2013-06-03,34.58,0.92,37.586956521739125
2013-06-04,34.4,0.92,37.391304347826086
2013-06-05,33.86,0.92,36.80434782608695
2013-06-06,33.5,0.92,36.41304347826087
2013-06-07,33.49,0.92,36.40217391304348
2013-06-10,33.28,0.92,36.17391304347826
2013-06-11,33.22,0.92,36.10869565217391
2013-06-12,33.17,0.92,36.05434782608695
2013-06-13,33.69,0.92,36.6195652173913
2013-06-14,33.63,0.92,36.55434782608696
2013-06-17,33.83,0.92,36.77173913043478
2013-06-18,34.08,0.92,37.04347826086956
2013-06-19,33.74,0.92,36.67391304347826
2013-06-20,33.33,0.92,36.22826086956521
2013-06-21,33.94,0.92,36.891304347826086
2013-06-24,34.13,0.92,37.09782608695652
2013-06-25,34.62,0.92,37.63043478260869
2013-06-26,34.78,0.92,37.80434782608695
2013-06-27,35.13,0.92,38.184782608695656
2013-06-28,35.13,0.92,38.184782608695656
2013-07-01,35.76,0.92,38.8695652173913
2013-07-02,35.64,0.92,38.73913043478261
2013-07-03,35.59,0.92,38.684782608695656
2013-07-05,36.36,0.92,39.52173913043478
2013-07-08,36.3,0.92,39.45652173913043
2013-07-09,36.08,0.92,39.21739130434782
2013-07-10,36.06,0.92,39.19565217391305
2013-07-11,36.24,0.92,39.391304347826086
2013-07-12,36.42,0.92,39.58695652173913
2013-07-15,36.22,0.92,39.369565217391305
2013-07-16,36.24,0.92,39.391304347826086
2013-07-17,36.26,0.92,39.41304347826087
2013-07-18,36.77,0.92,39.96739130434783
2013-07-19,36.95,0.92,40.16304347826087
2013-07-22,37.15,0.92,40.380434782608695
2013-07-23,37.12,0.92,40.347826086956516
2013-07-24,36.51,0.92,39.68478260869565
2013-07-25,36.92,0.92,40.130434782608695
2013-07-26,36.4,0.92,39.565217391304344
2013-07-29,36.03,0.92,39.16304347826087
2013-07-30,36.37,0.92,39.53260869565217
2013-07-31,36.88,0.92,40.08695652173913
2013-08-01,37.97,0.92,41.27173913043478
2013-08-02,38.15,0.92,41.46739130434782
2013-08-05,39.24,0.87,45.10344827586207
2013-08-06,39.21,0.87,45.06896551724138
2013-08-07,39.16,0.87,45.01149425287356
2013-08-08,39.2,0.87,45.05747126436782
2013-08-09,39.17,0.87,45.02298850574713
2013-08-12,39.25,0.87,45.11494252873563
2013-08-13,39.54,0.87,45.44827586206897
2013-08-14,39.38,0.87,45.264367816091955
2013-08-15,38.19,0.87,43.89655172413793
2013-08-16,37.99,0.87,43.66666666666667
2013-08-19,37.99,0.87,43.66666666666667
2013-08-20,38.27,0.87,43.98850574712644
2013-08-21,38.13,0.87,43.827586206896555
2013-08-22,38.45,0.87,44.19540229885058
2013-08-23,38.58,0.87,44.3448275862069
2013-08-26,38.55,0.87,44.310344827586206
2013-08-27,38.33,0.87,44.05747126436781
2013-08-28,38.21,0.87,43.91954022988506
2013-08-29,37.9,0.87,43.56321839080459
2013-08-30,36.97,0.87,42.49425287356322
2013-09-03,37.31,0.87,42.88505747126437
2013-09-04,37.37,0.87,42.95402298850574
2013-09-05,37.68,0.87,43.310344827586206
2013-09-06,37.76,0.87,43.40229885057471
2013-09-09,38.93,0.87,44.747126436781606
2013-09-10,39.49,0.87,45.390804597701155
2013-09-11,40.1,0.87,46.09195402298851
2013-09-12,39.47,0.87,45.36781609195402
2013-09-13,39.5,0.87,45.40229885057471
2013-09-16,39.49,0.87,45.390804597701155
2013-09-17,40.1,0.87,46.09195402298851
2013-09-18,40.58,0.87,46.643678160919535
2013-09-19,41.04,0.87,47.172413793103445
2013-09-20,40.58,0.87,46.643678160919535
2013-09-23,40.44,0.87,46.48275862068965
2013-09-24,40.58,0.87,46.643678160919535
2013-09-25,40.24,0.87,46.252873563218394
2013-09-26,40.6,0.87,46.66666666666667
2013-09-27,40.93,0.87,47.04597701149425
2013-09-30,41.15,0.87,47.298850574712645
2013-10-01,41.44,0.87,47.632183908045974
2013-10-02,41.01,0.87,47.137931034482754
2013-10-03,40.48,0.87,46.5287356321839
2013-10-04,40.29,0.87,46.310344827586206
2013-10-07,39.88,0.87,45.839080459770116
2013-10-08,41.6,0.87,47.81609195402299
2013-10-09,42.58,0.87,48.94252873563218
2013-10-10,43.16,0.87,49.609195402298845
2013-10-11,43.84,0.87,50.390804597701155
2013-10-14,44.8,0.87,51.49425287356321
2013-10-15,44.1,0.87,50.689655172413794
2013-10-16,45.21,0.87,51.96551724137931
2013-10-17,45.47,0.87,52.264367816091955
2013-10-18,45.7,0.87,52.52873563218391
2013-10-21,45.9,0.87,52.758620689655174
2013-10-22,45.76,0.87,52.59770114942528
2013-10-23,46.08,0.87,52.96551724137931
2013-10-24,46.28,0.87,53.195402298850574
2013-10-25,46.11,0.87,53.0
2013-10-28,46.91,0.87,53.91954022988505
2013-10-29,46.82,0.87,53.81609195402299
2013-10-30,46.72,0.87,53.701149425287355
2013-10-31,48.35,0.87,55.57471264367816
2013-11-01,47.0,0.87,54.02298850574713
2013-11-04,47.01,-0.51,-92.17647058823529
2013-11-05,46.75,-0.51,-91.66666666666667
2013-11-06,46.57,-0.51,-91.31372549019608
2013-11-07,45.9,-0.51,-90.0
2013-11-08,46.7,-0.51,-91.5686274509804
2013-11-11,46.75,-0.51,-91.66666666666667
2013-11-12,46.85,-0.51,-91.86274509803921
2013-11-13,46.97,-0.51,-92.09803921568627
2013-11-14,47.22,-0.51,-92.58823529411764
2013-11-15,47.69,-0.51,-93.50980392156862
2013-11-18,47.33,-0.51,-92.80392156862744
2013-11-19,47.15,-0.51,-92.45098039215686
2013-11-20,47.32,-0.51,-92.7843137254902
2013-11-21,48.8,-0.51,-95.68627450980391
2013-11-22,48.27,-0.51,-94.64705882352942
2013-11-25,48.46,-0.51,-95.01960784313725
2013-11-26,48.97,-0.51,-96.01960784313725
2013-11-27,50.08,-0.51,-98.19607843137254
2013-11-29,49.92,-0.51,-97.88235294117648
2013-12-02,49.19,-0.51,-96.45098039215685
2013-12-03,49.43,-0.51,-96.92156862745098
2013-12-04,48.65,-0.51,-95.3921568627451
2013-12-05,48.88,-0.51,-95.84313725490196
2013-12-06,49.49,-0.51,-97.03921568627452
2013-12-09,49.78,-0.51,-97.6078431372549
2013-12-10,48.91,-0.51,-95.90196078431372
2013-12-11,47.36,-0.51,-92.86274509803921
2013-12-12,47.49,-0.51,-93.11764705882354
2013-12-13,47.67,-0.51,-93.47058823529412
2013-12-16,48.86,-0.51,-95.80392156862744
2013-12-17,47.7,-0.51,-93.52941176470588
2013-12-18,48.86,-0.51,-95.80392156862744
2013-12-19,47.84,-0.51,-93.80392156862746
2013-12-20,49.4,-0.51,-96.86274509803921
2013-12-23,49.72,-0.51,-97.49019607843137
2013-12-24,49.23,-0.51,-96.52941176470587
2013-12-26,49.48,-0.51,-97.01960784313725
2013-12-27,48.96,-0.51,-96.0
2013-12-30,48.91,-0.51,-95.90196078431372
2013-12-31,49.06,-0.51,-96.19607843137256
2014-01-02,48.68,-0.51,-95.45098039215686
2014-01-03,49.12,-0.51,-96.31372549019608
2014-01-06,48.85,-0.51,-95.7843137254902
2014-01-07,49.22,-0.51,-96.50980392156862
2014-01-08,49.93,-0.51,-97.90196078431373
2014-01-09,49.57,-0.51,-97.19607843137254
2014-01-10,49.69,-0.51,-97.4313725490196
2014-01-13,49.27,-0.51,-96.6078431372549
2014-01-14,50.24,-0.51,-98.50980392156863
2014-01-15,50.47,-0.51,-98.96078431372548
2014-01-16,51.01,-0.51,-100.01960784313725
2014-01-17,50.23,-0.51,-98.49019607843137
