date,LDOS,LDOS_EPS,PE Ratio
2007-03-07,44.05,,
2007-03-08,43.83,,
2007-03-09,43.95,,
2007-03-12,43.83,,
2007-03-13,43.28,,
2007-03-14,43.56,,
2007-03-15,44.15,,
2007-03-16,44.79,,
2007-03-19,44.99,,
2007-03-20,44.44,,
2007-03-21,44.32,,
2007-03-22,44.47,,
2007-03-23,44.2,,
2007-03-26,43.7,,
2007-03-27,43.53,,
2007-03-28,43.48,,
2007-03-29,43.14,,
2007-03-30,42.77,,
2007-04-02,43.16,,
2007-04-03,43.85,,
2007-04-04,43.53,,
2007-04-05,41.78,,
2007-04-09,42.05,,
2007-04-10,41.68,,
2007-04-11,42.22,,
2007-04-12,44.44,0.352,126.25
2007-04-13,45.36,0.352,128.86363636363637
2007-04-16,46.1,0.352,130.9659090909091
2007-04-17,45.21,0.352,128.4375
2007-04-18,46.07,0.352,130.8806818181818
2007-04-19,45.31,0.352,128.72159090909093
2007-04-20,45.68,0.352,129.77272727272728
2007-04-23,45.98,0.352,130.625
2007-04-24,46.47,0.352,132.01704545454547
2007-04-25,45.48,0.352,129.20454545454544
2007-04-26,45.33,0.352,128.7784090909091
2007-04-27,45.75,0.352,129.9715909090909
2007-04-30,45.16,0.352,128.29545454545453
2007-05-01,45.93,0.352,130.48295454545456
2007-05-02,46.67,0.352,132.58522727272728
2007-05-03,46.86,0.352,133.125
2007-05-04,47.56,0.352,135.11363636363637
2007-05-07,46.79,0.352,132.92613636363637
2007-05-08,46.91,0.352,133.26704545454544
2007-05-09,46.07,0.352,130.8806818181818
2007-05-10,44.57,0.352,126.61931818181819
2007-05-11,44.86,0.352,127.44318181818183
2007-05-14,44.62,0.352,126.76136363636364
2007-05-15,45.14,0.352,128.23863636363637
2007-05-16,45.75,0.352,129.9715909090909
2007-05-17,45.53,0.352,129.3465909090909
2007-05-18,46.4,0.352,131.8181818181818
2007-05-21,46.94,0.352,133.35227272727272
2007-05-22,47.48,0.352,134.88636363636363
2007-05-23,47.53,0.352,135.0284090909091
2007-05-24,45.93,0.352,130.48295454545456
2007-05-25,46.91,0.352,133.26704545454544
2007-05-29,48.15,0.352,136.78977272727272
2007-05-30,49.23,0.352,139.85795454545453
2007-05-31,49.75,0.352,141.33522727272728
2007-06-01,49.26,0.352,139.9431818181818
2007-06-04,48.72,0.352,138.4090909090909
2007-06-05,48.25,0.352,137.07386363636365
2007-06-06,48.37,0.352,137.41477272727272
2007-06-07,44.37,0.198019801980198,224.0685
2007-06-08,44.54,0.198019801980198,224.92700000000002
2007-06-11,44.62,0.198019801980198,225.33100000000002
2007-06-12,43.78,0.198019801980198,221.08900000000003
2007-06-13,44.77,0.198019801980198,226.08850000000004
2007-06-14,44.89,0.198019801980198,226.69450000000003
2007-06-15,44.91,0.198019801980198,226.7955
2007-06-18,44.44,0.198019801980198,224.422
2007-06-19,45.14,0.198019801980198,227.95700000000002
2007-06-20,44.84,0.198019801980198,226.44200000000004
2007-06-21,44.72,0.198019801980198,225.836
2007-06-22,44.27,0.198019801980198,223.56350000000003
2007-06-25,43.88,0.198019801980198,221.59400000000002
2007-06-26,43.43,0.198019801980198,219.32150000000001
2007-06-27,44.62,0.198019801980198,225.33100000000002
2007-06-28,44.89,0.198019801980198,226.69450000000003
2007-06-29,44.62,0.198019801980198,225.33100000000002
2007-07-02,44.72,0.198019801980198,225.836
2007-07-03,44.64,0.198019801980198,225.43200000000002
2007-07-05,44.49,0.198019801980198,224.67450000000002
2007-07-06,44.42,0.198019801980198,224.32100000000003
2007-07-09,44.47,0.198019801980198,224.57350000000002
2007-07-10,43.93,0.198019801980198,221.84650000000002
2007-07-11,43.75,0.198019801980198,220.93750000000003
2007-07-12,43.78,0.198019801980198,221.08900000000003
2007-07-13,44.17,0.198019801980198,223.05850000000004
2007-07-16,44.44,0.198019801980198,224.422
2007-07-17,45.26,0.198019801980198,228.56300000000002
2007-07-18,45.06,0.198019801980198,227.55300000000003
2007-07-19,45.31,0.198019801980198,228.81550000000004
2007-07-20,45.19,0.198019801980198,228.20950000000002
2007-07-23,45.43,0.198019801980198,229.4215
2007-07-24,43.31,0.198019801980198,218.71550000000002
2007-07-25,43.83,0.198019801980198,221.34150000000002
2007-07-26,42.52,0.198019801980198,214.72600000000003
2007-07-27,41.98,0.198019801980198,211.999
2007-07-30,42.77,0.198019801980198,215.98850000000004
2007-07-31,41.38,0.198019801980198,208.96900000000002
2007-08-01,41.46,0.198019801980198,209.37300000000002
2007-08-02,41.41,0.198019801980198,209.1205
2007-08-03,41.9,0.198019801980198,211.595
2007-08-06,41.73,0.198019801980198,210.7365
2007-08-07,41.83,0.198019801980198,211.2415
2007-08-08,42.42,0.198019801980198,214.22100000000003
2007-08-09,41.23,0.198019801980198,208.2115
2007-08-10,42.64,0.198019801980198,215.33200000000002
2007-08-13,42.35,0.198019801980198,213.86750000000004
2007-08-14,41.41,0.198019801980198,209.1205
2007-08-15,41.53,0.198019801980198,209.72650000000002
2007-08-16,41.11,0.198019801980198,207.6055
2007-08-17,41.78,0.198019801980198,210.98900000000003
2007-08-20,42.0,0.198019801980198,212.10000000000002
2007-08-21,42.77,0.198019801980198,215.98850000000004
2007-08-22,43.88,0.198019801980198,221.59400000000002
2007-08-23,42.94,0.198019801980198,216.847
2007-08-24,44.0,0.198019801980198,222.20000000000002
2007-08-27,43.11,0.198019801980198,217.70550000000003
2007-08-28,43.85,0.198019801980198,221.44250000000002
2007-08-29,44.72,0.198019801980198,225.836
2007-08-30,45.43,0.198019801980198,229.4215
2007-08-31,45.21,0.198019801980198,228.31050000000002
2007-09-04,44.89,0.198019801980198,226.69450000000003
2007-09-05,43.78,0.198019801980198,221.08900000000003
2007-09-06,44.1,0.198019801980198,222.70500000000004
2007-09-07,45.73,0.5209876543209876,87.77559241706162
2007-09-10,46.35,0.5209876543209876,88.96563981042655
2007-09-11,44.37,0.5209876543209876,85.16516587677725
2007-09-12,45.06,0.5209876543209876,86.48957345971566
2007-09-13,45.33,0.5209876543209876,87.00781990521328
2007-09-14,45.75,0.5209876543209876,87.81398104265404
2007-09-17,45.16,0.5209876543209876,86.68151658767773
2007-09-18,45.98,0.5209876543209876,88.25545023696682
2007-09-19,45.8,0.5209876543209876,87.90995260663507
2007-09-20,45.65,0.5209876543209876,87.62203791469194
2007-09-21,45.23,0.5209876543209876,86.81587677725119
2007-09-24,45.11,0.5209876543209876,86.5855450236967
2007-09-25,45.73,0.5209876543209876,87.77559241706162
2007-09-26,46.07,0.5209876543209876,88.42819905213271
2007-09-27,46.74,0.5209876543209876,89.71421800947869
2007-09-28,47.38,0.5209876543209876,90.94265402843604
2007-10-01,47.43,0.5209876543209876,91.03862559241708
2007-10-02,46.3,0.5209876543209876,88.8696682464455
2007-10-03,47.53,0.5209876543209876,91.23056872037915
2007-10-04,47.33,0.5209876543209876,90.84668246445499
2007-10-05,47.6,0.5209876543209876,91.36492890995262
2007-10-08,46.12,0.5209876543209876,88.52417061611375
2007-10-09,48.22,0.5209876543209876,92.55497630331755
2007-10-10,48.89,0.5209876543209876,93.84099526066352
2007-10-11,47.6,0.5209876543209876,91.36492890995262
2007-10-12,48.77,0.5209876543209876,93.61066350710902
2007-10-15,47.43,0.5209876543209876,91.03862559241708
2007-10-16,47.98,0.5209876543209876,92.09431279620854
2007-10-17,48.44,0.5209876543209876,92.97725118483413
2007-10-18,48.99,0.5209876543209876,94.03293838862561
2007-10-19,47.23,0.5209876543209876,90.6547393364929
2007-10-22,47.6,0.5209876543209876,91.36492890995262
2007-10-23,48.0,0.5209876543209876,92.13270142180096
2007-10-24,47.78,0.5209876543209876,91.71042654028437
2007-10-25,47.11,0.5209876543209876,90.4244075829384
2007-10-26,48.0,0.5209876543209876,92.13270142180096
2007-10-29,47.58,0.5209876543209876,91.32654028436019
2007-10-30,47.14,0.5209876543209876,90.48199052132702
2007-10-31,48.67,0.5209876543209876,93.41872037914693
2007-11-01,48.05,0.5209876543209876,92.228672985782
2007-11-02,49.51,0.5209876543209876,95.03104265402844
2007-11-05,48.44,0.5209876543209876,92.97725118483413
2007-11-06,49.36,0.5209876543209876,94.74312796208532
2007-11-07,48.57,0.5209876543209876,93.22677725118484
2007-11-08,49.31,0.5209876543209876,94.64715639810429
2007-11-09,48.74,0.5209876543209876,93.55308056872039
2007-11-12,47.21,0.5209876543209876,90.61635071090049
2007-11-13,47.83,0.5209876543209876,91.80639810426541
2007-11-14,48.69,0.5209876543209876,93.45710900473934
2007-11-15,48.79,0.5209876543209876,93.64905213270143
2007-11-16,48.42,0.5209876543209876,92.93886255924173
2007-11-19,48.17,0.5209876543209876,92.4590047393365
2007-11-20,47.78,0.5209876543209876,91.71042654028437
2007-11-21,47.21,0.5209876543209876,90.61635071090049
2007-11-23,48.54,0.5209876543209876,93.16919431279622
2007-11-26,47.8,0.5209876543209876,91.74881516587678
2007-11-27,48.77,0.5209876543209876,93.61066350710902
2007-11-28,49.9,0.5209876543209876,95.77962085308057
2007-11-29,48.59,0.5209876543209876,93.26516587677727
2007-11-30,49.23,0.5209876543209876,94.4936018957346
2007-12-03,48.17,0.5209876543209876,92.4590047393365
2007-12-04,47.78,0.5209876543209876,91.71042654028437
2007-12-05,49.14,0.5209876543209876,94.32085308056874
2007-12-06,49.38,0.5209876543209876,94.78151658767774
2007-12-07,49.46,0.5209876543209876,94.9350710900474
2007-12-10,48.99,0.5209876543209876,94.03293838862561
2007-12-11,50.49,0.7821782178217822,64.55050632911393
2007-12-12,51.09,0.7821782178217822,65.31759493670886
2007-12-13,50.27,0.7821782178217822,64.26924050632911
2007-12-14,49.16,0.7821782178217822,62.85012658227848
2007-12-17,49.53,0.7821782178217822,63.32316455696203
2007-12-18,50.1,0.7821782178217822,64.05189873417721
2007-12-19,49.68,0.7821782178217822,63.51493670886076
2007-12-20,49.38,0.7821782178217822,63.131392405063295
2007-12-21,50.0,0.7821782178217822,63.92405063291139
2007-12-24,50.12,0.7821782178217822,64.07746835443038
2007-12-26,49.63,0.7821782178217822,63.451012658227846
2007-12-27,48.57,0.7821782178217822,62.095822784810125
2007-12-28,48.62,0.7821782178217822,62.15974683544303
2007-12-31,49.68,0.7821782178217822,63.51493670886076
2008-01-02,47.98,0.7821782178217822,61.341518987341765
2008-01-03,47.95,0.7821782178217822,61.303164556962024
2008-01-04,46.67,0.7821782178217822,59.66670886075949
2008-01-07,47.09,0.7821782178217822,60.203670886075955
2008-01-08,45.98,0.7821782178217822,58.78455696202531
2008-01-09,47.31,0.7821782178217822,60.48493670886076
2008-01-10,48.81,0.7821782178217822,62.4026582278481
2008-01-11,49.04,0.7821782178217822,62.69670886075949
2008-01-14,48.91,0.7821782178217822,62.53050632911392
2008-01-15,48.91,0.7821782178217822,62.53050632911392
2008-01-16,48.2,0.7821782178217822,61.62278481012658
2008-01-17,46.62,0.7821782178217822,59.60278481012658
2008-01-18,45.9,0.7821782178217822,58.68227848101265
2008-01-22,44.94,0.7821782178217822,57.45493670886076
2008-01-23,44.94,0.7821782178217822,57.45493670886076
2008-01-24,45.41,0.7821782178217822,58.05582278481012
2008-01-25,45.48,0.7821782178217822,58.1453164556962
2008-01-28,45.28,0.7821782178217822,57.88962025316456
2008-01-29,45.7,0.7821782178217822,58.426582278481014
2008-01-30,45.31,0.7821782178217822,57.927974683544306
2008-01-31,46.67,0.7821782178217822,59.66670886075949
2008-02-01,46.96,0.7821782178217822,60.03746835443038
2008-02-04,46.79,0.7821782178217822,59.820126582278476
2008-02-05,45.26,0.7821782178217822,57.864050632911386
2008-02-06,44.96,0.7821782178217822,57.48050632911392
2008-02-07,44.74,0.7821782178217822,57.19924050632911
2008-02-08,44.52,0.7821782178217822,56.91797468354431
2008-02-11,44.49,0.7821782178217822,56.87962025316456
2008-02-12,45.04,0.7821782178217822,57.582784810126576
2008-02-13,45.93,0.7821782178217822,58.7206329113924
2008-02-14,45.58,0.7821782178217822,58.27316455696202
2008-02-15,45.9,0.7821782178217822,58.68227848101265
2008-02-19,46.22,0.7821782178217822,59.09139240506329
2008-02-20,46.57,0.7821782178217822,59.538860759493666
2008-02-21,46.12,0.7821782178217822,58.96354430379746
2008-02-22,47.23,0.7821782178217822,60.3826582278481
2008-02-25,47.21,0.7821782178217822,60.35708860759494
2008-02-26,47.16,0.7821782178217822,60.29316455696202
2008-02-27,47.14,0.7821782178217822,60.26759493670886
2008-02-28,46.72,0.7821782178217822,59.7306329113924
2008-02-29,47.06,0.7821782178217822,60.16531645569621
2008-03-03,47.38,0.7821782178217822,60.574430379746836
2008-03-04,47.78,0.7821782178217822,61.08582278481013
2008-03-05,47.75,0.7821782178217822,61.04746835443038
2008-03-06,46.52,0.7821782178217822,59.47493670886076
2008-03-07,46.91,0.7821782178217822,59.97354430379746
2008-03-10,46.05,0.7821782178217822,58.874050632911384
2008-03-11,46.89,0.7821782178217822,59.9479746835443
2008-03-12,46.42,0.7821782178217822,59.347088607594934
2008-03-13,46.02,0.7821782178217822,58.83569620253165
2008-03-14,45.58,0.7821782178217822,58.27316455696202
2008-03-17,43.63,0.7821782178217822,55.780126582278484
2008-03-18,46.07,0.7821782178217822,58.89962025316456
2008-03-19,44.12,0.7821782178217822,56.406582278481004
2008-03-20,46.02,0.7821782178217822,58.83569620253165
2008-03-24,45.88,0.7821782178217822,58.656708860759494
2008-03-25,46.3,0.7821782178217822,59.19367088607594
2008-03-26,45.36,0.7821782178217822,57.99189873417721
2008-03-27,44.86,0.7821782178217822,57.352658227848096
2008-03-28,45.46,1.0272277227722773,44.25503614457831
2008-03-31,45.9,1.0272277227722773,44.6833734939759
2008-04-01,46.25,1.0272277227722773,45.024096385542165
2008-04-02,46.12,1.0272277227722773,44.8975421686747
2008-04-03,46.25,1.0272277227722773,45.024096385542165
2008-04-04,45.98,1.0272277227722773,44.761253012048186
2008-04-07,46.77,1.0272277227722773,45.530313253012054
2008-04-08,47.65,1.0272277227722773,46.38698795180723
2008-04-09,46.47,1.0272277227722773,45.23826506024096
2008-04-10,47.04,1.0272277227722773,45.793156626506025
2008-04-11,46.64,1.0272277227722773,45.40375903614458
2008-04-14,45.98,1.0272277227722773,44.761253012048186
2008-04-15,46.91,1.0272277227722773,45.66660240963855
2008-04-16,47.73,1.0272277227722773,46.464867469879515
2008-04-17,48.12,1.0272277227722773,46.84453012048193
2008-04-18,48.3,1.0272277227722773,47.01975903614458
2008-04-21,48.2,1.0272277227722773,46.92240963855422
2008-04-22,47.78,1.0272277227722773,46.5135421686747
2008-04-23,47.83,1.0272277227722773,46.56221686746988
2008-04-24,47.85,1.0272277227722773,46.581686746987955
2008-04-25,48.69,1.0272277227722773,47.39942168674698
2008-04-28,48.07,1.0272277227722773,46.795855421686746
2008-04-29,47.51,1.0272277227722773,46.25069879518072
2008-04-30,46.91,1.0272277227722773,45.66660240963855
2008-05-01,48.1,1.0272277227722773,46.82506024096386
2008-05-02,47.31,1.0272277227722773,46.056000000000004
2008-05-05,47.28,1.0272277227722773,46.02679518072289
2008-05-06,47.8,1.0272277227722773,46.53301204819277
2008-05-07,47.26,1.0272277227722773,46.007325301204816
2008-05-08,47.7,1.0272277227722773,46.43566265060241
2008-05-09,47.53,1.0272277227722773,46.270168674698795
2008-05-12,48.1,1.0272277227722773,46.82506024096386
2008-05-13,48.2,1.0272277227722773,46.92240963855422
2008-05-14,47.85,1.0272277227722773,46.581686746987955
2008-05-15,48.1,1.0272277227722773,46.82506024096386
2008-05-16,48.25,1.0272277227722773,46.971084337349396
2008-05-19,48.07,1.0272277227722773,46.795855421686746
2008-05-20,48.17,1.0272277227722773,46.89320481927711
2008-05-21,47.65,1.0272277227722773,46.38698795180723
2008-05-22,48.2,1.0272277227722773,46.92240963855422
2008-05-23,48.2,1.0272277227722773,46.92240963855422
2008-05-27,48.77,1.0272277227722773,47.47730120481928
2008-05-28,48.89,1.0272277227722773,47.59412048192771
2008-05-29,49.38,1.0272277227722773,48.07113253012049
2008-05-30,49.21,1.0272277227722773,47.905638554216864
2008-06-02,48.91,1.0272277227722773,47.61359036144578
2008-06-03,49.01,1.0272277227722773,47.710939759036144
2008-06-04,52.47,0.24875621890547264,210.9294
2008-06-05,53.06,0.24875621890547264,213.3012
2008-06-06,50.96,0.24875621890547264,204.8592
2008-06-09,51.95,0.24875621890547264,208.839
2008-06-10,51.78,0.24875621890547264,208.1556
2008-06-11,51.85,0.24875621890547264,208.437
2008-06-12,51.7,0.24875621890547264,207.834
2008-06-13,51.46,0.24875621890547264,206.8692
2008-06-16,51.43,0.24875621890547264,206.74859999999998
2008-06-17,51.23,0.24875621890547264,205.94459999999998
2008-06-18,51.09,0.24875621890547264,205.3818
2008-06-19,50.57,0.24875621890547264,203.2914
2008-06-20,50.42,0.24875621890547264,202.6884
2008-06-23,51.09,0.24875621890547264,205.3818
2008-06-24,50.44,0.24875621890547264,202.7688
2008-06-25,50.77,0.24875621890547264,204.0954
2008-06-26,50.25,0.24875621890547264,202.005
2008-06-27,52.15,0.24875621890547264,209.643
2008-06-30,51.38,0.24875621890547264,206.54760000000002
2008-07-01,51.56,0.24875621890547264,207.2712
2008-07-02,52.2,0.24875621890547264,209.844
2008-07-03,51.31,0.24875621890547264,206.2662
2008-07-07,50.62,0.24875621890547264,203.49239999999998
2008-07-08,50.62,0.24875621890547264,203.49239999999998
2008-07-09,50.57,0.24875621890547264,203.2914
2008-07-10,51.7,0.24875621890547264,207.834
2008-07-11,51.19,0.24875621890547264,205.78379999999999
2008-07-14,50.44,0.24875621890547264,202.7688
2008-07-15,50.57,0.24875621890547264,203.2914
2008-07-16,47.36,0.24875621890547264,190.3872
2008-07-17,47.04,0.24875621890547264,189.1008
2008-07-18,46.86,0.24875621890547264,188.3772
2008-07-21,46.25,0.24875621890547264,185.92499999999998
2008-07-22,47.51,0.24875621890547264,190.9902
2008-07-23,47.11,0.24875621890547264,189.38219999999998
2008-07-24,46.77,0.24875621890547264,188.0154
2008-07-25,47.46,0.24875621890547264,190.7892
2008-07-28,47.28,0.24875621890547264,190.0656
2008-07-29,47.26,0.24875621890547264,189.9852
2008-07-30,46.37,0.24875621890547264,186.4074
2008-07-31,46.64,0.24875621890547264,187.4928
2008-08-01,46.17,0.24875621890547264,185.6034
2008-08-04,45.8,0.24875621890547264,184.11599999999999
2008-08-05,45.8,0.24875621890547264,184.11599999999999
2008-08-06,46.3,0.24875621890547264,186.12599999999998
2008-08-07,46.47,0.24875621890547264,186.80939999999998
2008-08-08,46.57,0.24875621890547264,187.2114
2008-08-11,45.9,0.24875621890547264,184.518
2008-08-12,46.67,0.24875621890547264,187.6134
2008-08-13,46.72,0.24875621890547264,187.81439999999998
2008-08-14,46.44,0.24875621890547264,186.6888
2008-08-15,47.23,0.24875621890547264,189.8646
2008-08-18,47.48,0.24875621890547264,190.8696
2008-08-19,47.38,0.24875621890547264,190.4676
2008-08-20,47.75,0.24875621890547264,191.95499999999998
2008-08-21,47.48,0.24875621890547264,190.8696
2008-08-22,47.06,0.24875621890547264,189.18120000000002
2008-08-25,47.83,0.24875621890547264,192.2766
2008-08-26,48.22,0.24875621890547264,193.84439999999998
2008-08-27,48.64,0.24875621890547264,195.5328
2008-08-28,49.48,0.24875621890547264,198.90959999999998
2008-08-29,49.51,0.24875621890547264,199.03019999999998
2008-09-02,48.84,0.24875621890547264,196.3368
2008-09-03,48.2,0.24875621890547264,193.764
2008-09-04,51.31,0.5340050377833754,96.0852358490566
2008-09-05,51.11,0.5340050377833754,95.7107075471698
2008-09-08,50.22,0.5340050377833754,94.04405660377357
2008-09-09,49.93,0.5340050377833754,93.50099056603773
2008-09-10,49.93,0.5340050377833754,93.50099056603773
2008-09-11,49.6,0.5340050377833754,92.88301886792452
2008-09-12,50.69,0.5340050377833754,94.92419811320754
2008-09-15,49.06,0.5340050377833754,91.87179245283018
2008-09-16,50.15,0.5340050377833754,93.9129716981132
2008-09-17,48.99,0.5340050377833754,91.7407075471698
2008-09-18,48.27,0.5340050377833754,90.39240566037735
2008-09-19,49.93,0.5340050377833754,93.50099056603773
2008-09-22,49.68,0.5340050377833754,93.03283018867923
2008-09-23,48.72,0.5340050377833754,91.23509433962263
2008-09-24,47.98,0.5340050377833754,89.8493396226415
2008-09-25,49.43,0.5340050377833754,92.56466981132074
2008-09-26,49.63,0.5340050377833754,92.93919811320754
2008-09-29,47.88,0.5340050377833754,89.6620754716981
2008-09-30,49.95,0.5340050377833754,93.53844339622641
2008-10-01,49.85,0.5340050377833754,93.351179245283
2008-10-02,49.56,0.5340050377833754,92.80811320754717
2008-10-03,48.57,0.5340050377833754,90.95419811320754
2008-10-06,47.6,0.5340050377833754,89.1377358490566
2008-10-07,45.75,0.5340050377833754,85.67334905660377
2008-10-08,45.95,0.5340050377833754,86.04787735849057
2008-10-09,44.17,0.5340050377833754,82.71457547169811
2008-10-10,42.35,0.5340050377833754,79.30636792452829
2008-10-13,44.54,0.5340050377833754,83.40745283018867
2008-10-14,44.57,0.5340050377833754,83.4636320754717
2008-10-15,42.25,0.5340050377833754,79.1191037735849
2008-10-16,43.7,0.5340050377833754,81.83443396226414
2008-10-17,44.47,0.5340050377833754,83.27636792452829
2008-10-20,46.77,0.5340050377833754,87.58344339622641
2008-10-21,45.51,0.5340050377833754,85.2239150943396
2008-10-22,44.44,0.5340050377833754,83.22018867924527
2008-10-23,44.22,0.5340050377833754,82.8082075471698
2008-10-24,44.37,0.5340050377833754,83.0891037735849
2008-10-27,43.46,0.5340050377833754,81.38499999999999
2008-10-28,45.09,0.5340050377833754,84.43740566037735
2008-10-29,44.1,0.5340050377833754,82.58349056603772
2008-10-30,44.89,0.5340050377833754,84.06287735849055
2008-10-31,45.6,0.5340050377833754,85.39245283018867
2008-11-03,45.23,0.5340050377833754,84.6995754716981
2008-11-04,45.9,0.5340050377833754,85.95424528301885
2008-11-05,44.62,0.5340050377833754,83.55726415094338
2008-11-06,44.1,0.5340050377833754,82.58349056603772
2008-11-07,44.49,0.5340050377833754,83.31382075471697
2008-11-10,45.14,0.5340050377833754,84.53103773584905
2008-11-11,45.7,0.5340050377833754,85.57971698113207
2008-11-12,45.14,0.5340050377833754,84.53103773584905
2008-11-13,47.63,0.5340050377833754,89.19391509433962
2008-11-14,46.27,0.5340050377833754,86.64712264150943
2008-11-17,44.99,0.5340050377833754,84.25014150943396
2008-11-18,46.05,0.5340050377833754,86.23514150943394
2008-11-19,44.07,0.5340050377833754,82.5273113207547
2008-11-20,42.84,0.5340050377833754,80.22396226415094
2008-11-21,44.67,0.5340050377833754,83.65089622641509
2008-11-24,44.74,0.5340050377833754,83.78198113207546
2008-11-25,42.2,0.5340050377833754,79.02547169811321
2008-11-26,43.85,0.5340050377833754,82.11533018867924
2008-11-28,43.95,0.5340050377833754,82.30259433962264
2008-12-01,42.91,0.5340050377833754,80.3550471698113
2008-12-02,43.28,0.5340050377833754,81.04792452830188
2008-12-03,44.2,0.5340050377833754,82.77075471698113
2008-12-04,43.78,0.5340050377833754,81.98424528301886
2008-12-05,44.74,0.5340050377833754,83.78198113207546
2008-12-08,45.48,0.5340050377833754,85.16773584905658
2008-12-09,45.28,0.5340050377833754,84.7932075471698
2008-12-10,45.63,0.8383838383838385,54.42614457831325
2008-12-11,45.46,0.8383838383838385,54.2233734939759
2008-12-12,46.62,0.8383838383838385,55.60698795180722
2008-12-15,46.0,0.8383838383838385,54.86746987951807
2008-12-16,46.96,0.8383838383838385,56.01253012048193
2008-12-17,46.96,0.8383838383838385,56.01253012048193
2008-12-18,46.74,0.8383838383838385,55.75012048192771
2008-12-19,46.99,0.8383838383838385,56.04831325301205
2008-12-22,46.91,0.8383838383838385,55.95289156626505
2008-12-23,46.57,0.8383838383838385,55.54734939759036
2008-12-24,46.44,0.8383838383838385,55.3922891566265
2008-12-26,46.59,0.8383838383838385,55.571204819277106
2008-12-29,46.94,0.8383838383838385,55.98867469879517
2008-12-30,47.73,0.8383838383838385,56.93096385542168
2008-12-31,48.1,0.8383838383838385,57.3722891566265
2009-01-02,48.57,0.8383838383838385,57.932891566265056
2009-01-05,49.09,0.8383838383838385,58.55313253012048
2009-01-06,48.84,0.8383838383838385,58.25493975903614
2009-01-07,48.44,0.8383838383838385,57.7778313253012
2009-01-08,48.57,0.8383838383838385,57.932891566265056
2009-01-09,47.95,0.8383838383838385,57.193373493975905
2009-01-12,47.16,0.8383838383838385,56.25108433734939
2009-01-13,47.48,0.8383838383838385,56.63277108433734
2009-01-14,46.22,0.8383838383838385,55.129879518072286
2009-01-15,47.11,0.8383838383838385,56.19144578313252
2009-01-16,47.75,0.8383838383838385,56.95481927710843
2009-01-20,46.77,0.8383838383838385,55.78590361445783
2009-01-21,47.85,0.8383838383838385,57.07409638554216
2009-01-22,49.51,0.8383838383838385,59.05409638554216
2009-01-23,48.3,0.8383838383838385,57.61084337349397
2009-01-26,49.01,0.8383838383838385,58.457710843373484
2009-01-27,48.91,0.8383838383838385,58.33843373493975
2009-01-28,48.72,0.8383838383838385,58.11180722891566
2009-01-29,48.64,0.8383838383838385,58.01638554216867
2009-01-30,48.74,0.8383838383838385,58.135662650602406
2009-02-02,49.16,0.8383838383838385,58.636626506024086
2009-02-03,49.16,0.8383838383838385,58.636626506024086
2009-02-04,49.73,0.8383838383838385,59.31650602409638
