date,ZTS,ZTS_EPS,PE Ratio
2015-08-28,45.78,-0.07,-654.0
2015-08-31,44.87,-0.07,-640.9999999999999
2015-09-01,43.98,-0.07,-628.2857142857142
2015-09-02,45.12,-0.07,-644.5714285714284
2015-09-03,44.53,-0.07,-636.1428571428571
2015-09-04,44.01,-0.07,-628.7142857142857
2015-09-08,44.89,-0.07,-641.2857142857142
2015-09-09,43.95,-0.07,-627.8571428571429
2015-09-10,44.34,-0.07,-633.4285714285714
2015-09-11,45.0,-0.07,-642.8571428571428
2015-09-14,44.47,-0.07,-635.2857142857142
2015-09-15,45.06,-0.07,-643.7142857142857
2015-09-16,44.51,-0.07,-635.8571428571428
2015-09-17,46.01,-0.07,-657.2857142857142
2015-09-18,45.12,-0.07,-644.5714285714284
2015-09-21,44.5,-0.07,-635.7142857142857
2015-09-22,44.23,-0.07,-631.8571428571428
2015-09-23,44.32,-0.07,-633.1428571428571
2015-09-24,43.59,-0.07,-622.7142857142857
2015-09-25,42.51,-0.07,-607.2857142857142
2015-09-28,39.96,-0.07,-570.8571428571428
2015-09-29,39.65,-0.07,-566.4285714285713
2015-09-30,41.18,-0.07,-588.2857142857142
2015-10-01,41.29,-0.07,-589.8571428571428
2015-10-02,43.02,-0.07,-614.5714285714286
2015-10-05,42.85,-0.07,-612.1428571428571
2015-10-06,41.39,-0.07,-591.2857142857142
2015-10-07,42.67,-0.07,-609.5714285714286
2015-10-08,43.22,-0.07,-617.4285714285713
2015-10-09,42.8,-0.07,-611.4285714285713
2015-10-12,42.71,-0.07,-610.1428571428571
2015-10-13,42.32,-0.07,-604.5714285714286
2015-10-14,42.38,-0.07,-605.4285714285714
2015-10-15,43.0,-0.07,-614.2857142857142
2015-10-16,43.93,-0.07,-627.5714285714286
2015-10-19,43.78,-0.07,-625.4285714285713
2015-10-20,43.09,-0.07,-615.5714285714286
2015-10-21,41.66,-0.07,-595.142857142857
2015-10-22,40.8,-0.07,-582.8571428571428
2015-10-23,42.54,-0.07,-607.7142857142857
2015-10-26,42.35,-0.07,-605.0
2015-10-27,42.74,-0.07,-610.5714285714286
2015-10-28,43.34,-0.07,-619.1428571428571
2015-10-29,43.55,-0.07,-622.142857142857
2015-10-30,43.01,-0.07,-614.4285714285713
2015-11-02,44.24,-0.07,-632.0
2015-11-03,46.63,-0.07,-666.1428571428571
2015-11-04,46.55,-0.07,-664.9999999999999
2015-11-05,45.46,0.37,122.86486486486487
2015-11-06,45.97,0.37,124.24324324324324
2015-11-09,45.8,0.37,123.78378378378378
2015-11-10,45.88,0.37,124.00000000000001
2015-11-11,45.08,0.37,121.83783783783784
2015-11-12,44.53,0.37,120.35135135135135
2015-11-13,44.85,0.37,121.21621621621622
2015-11-16,45.3,0.37,122.43243243243242
2015-11-17,45.77,0.37,123.70270270270271
2015-11-18,47.18,0.37,127.51351351351352
2015-11-19,46.9,0.37,126.75675675675676
2015-11-20,47.32,0.37,127.89189189189189
2015-11-23,46.96,0.37,126.91891891891892
2015-11-24,46.93,0.37,126.83783783783784
2015-11-25,46.97,0.37,126.94594594594595
2015-11-27,47.08,0.37,127.24324324324324
2015-11-30,46.7,0.37,126.21621621621622
2015-12-01,47.01,0.37,127.05405405405405
2015-12-02,46.37,0.37,125.32432432432432
2015-12-03,45.2,0.37,122.16216216216218
2015-12-04,46.46,0.37,125.56756756756756
2015-12-07,45.91,0.37,124.08108108108107
2015-12-08,45.94,0.37,124.16216216216216
2015-12-09,45.21,0.37,122.1891891891892
2015-12-10,46.1,0.37,124.5945945945946
2015-12-11,45.83,0.37,123.86486486486486
2015-12-14,46.59,0.37,125.91891891891893
2015-12-15,46.97,0.37,126.94594594594595
2015-12-16,47.09,0.37,127.27027027027029
2015-12-17,46.73,0.37,126.29729729729729
2015-12-18,46.6,0.37,125.94594594594595
2015-12-21,47.34,0.37,127.94594594594595
2015-12-22,47.72,0.37,128.97297297297297
2015-12-23,47.98,0.37,129.67567567567568
2015-12-24,48.13,0.37,130.0810810810811
2015-12-28,47.9,0.37,129.45945945945945
2015-12-29,48.33,0.37,130.6216216216216
2015-12-30,48.26,0.37,130.43243243243242
2015-12-31,47.92,0.37,129.51351351351352
2016-01-04,47.27,0.37,127.75675675675677
2016-01-05,48.01,0.37,129.75675675675674
2016-01-06,48.02,0.37,129.7837837837838
2016-01-07,46.56,0.37,125.83783783783784
2016-01-08,45.88,0.37,124.00000000000001
2016-01-11,44.58,0.37,120.48648648648648
2016-01-12,44.97,0.37,121.54054054054053
2016-01-13,43.25,0.37,116.89189189189189
2016-01-14,44.13,0.37,119.27027027027027
2016-01-15,43.38,0.37,117.24324324324326
2016-01-19,43.19,0.37,116.72972972972973
2016-01-20,43.79,0.37,118.35135135135135
2016-01-21,43.08,0.37,116.43243243243244
2016-01-22,43.4,0.37,117.29729729729729
2016-01-25,43.2,0.37,116.75675675675677
2016-01-26,43.87,0.37,118.56756756756756
2016-01-27,43.15,0.37,116.62162162162161
2016-01-28,42.84,0.37,115.78378378378379
2016-01-29,43.05,0.37,116.35135135135134
2016-02-01,42.96,0.37,116.10810810810811
2016-02-02,41.72,0.37,112.75675675675676
2016-02-03,41.31,0.37,111.64864864864866
2016-02-04,41.54,0.37,112.27027027027027
2016-02-05,40.91,0.37,110.56756756756756
2016-02-08,40.19,0.37,108.62162162162161
2016-02-09,39.86,0.37,107.72972972972973
2016-02-10,39.33,0.37,106.29729729729729
2016-02-11,39.36,0.37,106.37837837837837
2016-02-12,40.43,0.37,109.27027027027027
2016-02-16,40.43,0.37,109.27027027027027
2016-02-17,41.8,0.37,112.97297297297297
2016-02-18,42.02,0.37,113.56756756756758
2016-02-19,41.83,0.37,113.05405405405405
2016-02-22,42.77,0.37,115.59459459459461
2016-02-23,42.37,0.37,114.5135135135135
2016-02-24,42.37,0.05,847.3999999999999
2016-02-25,42.9,0.05,857.9999999999999
2016-02-26,42.36,0.05,847.1999999999999
2016-02-29,41.06,0.05,821.2
2016-03-01,42.1,0.05,842.0
2016-03-02,41.72,0.05,834.4
2016-03-03,41.08,0.05,821.5999999999999
2016-03-04,40.8,0.05,815.9999999999999
2016-03-07,41.2,0.05,824.0
2016-03-08,40.23,0.05,804.5999999999999
2016-03-09,40.46,0.05,809.1999999999999
2016-03-10,39.91,0.05,798.1999999999999
2016-03-11,41.87,0.05,837.3999999999999
2016-03-14,41.31,0.05,826.2
2016-03-15,40.72,0.05,814.4
2016-03-16,40.46,0.05,809.1999999999999
2016-03-17,39.72,0.05,794.4
2016-03-18,40.86,0.05,817.1999999999999
2016-03-21,41.62,0.05,832.3999999999999
2016-03-22,42.75,0.05,855.0
2016-03-23,42.64,0.05,852.8
2016-03-24,42.48,0.05,849.5999999999999
2016-03-28,42.18,0.05,843.5999999999999
2016-03-29,43.12,0.05,862.3999999999999
2016-03-30,44.02,0.05,880.4
2016-03-31,44.33,0.05,886.5999999999999
2016-04-01,44.99,0.05,899.8
2016-04-04,45.76,0.05,915.1999999999999
2016-04-05,45.85,0.05,917.0
2016-04-06,47.27,0.05,945.4
2016-04-07,47.19,0.05,943.8
2016-04-08,46.94,0.05,938.8
2016-04-11,46.67,0.05,933.4
2016-04-12,47.01,0.05,940.1999999999999
2016-04-13,47.5,0.05,950.0
2016-04-14,47.67,0.05,953.4
2016-04-15,48.11,0.05,962.1999999999999
2016-04-18,48.57,0.05,971.4
2016-04-19,48.56,0.05,971.2
2016-04-20,48.47,0.05,969.4
2016-04-21,48.44,0.05,968.8
2016-04-22,48.64,0.05,972.8
2016-04-25,47.32,0.05,946.4
2016-04-26,47.61,0.05,952.1999999999999
2016-04-27,47.46,0.05,949.1999999999999
2016-04-28,47.19,0.05,943.8
2016-04-29,47.03,0.05,940.6
2016-05-02,48.03,0.05,960.6
2016-05-03,48.15,0.05,962.9999999999999
2016-05-04,47.05,0.05,940.9999999999999
2016-05-05,48.24,0.05,964.8
2016-05-06,47.34,0.41,115.46341463414636
2016-05-09,47.5,0.41,115.85365853658537
2016-05-10,46.56,0.41,113.56097560975611
2016-05-11,46.0,0.41,112.19512195121952
2016-05-12,46.25,0.41,112.8048780487805
2016-05-13,46.39,0.41,113.14634146341464
2016-05-16,46.77,0.41,114.07317073170734
2016-05-17,46.5,0.41,113.41463414634147
2016-05-18,46.96,0.41,114.53658536585367
2016-05-19,46.43,0.41,113.2439024390244
2016-05-20,47.06,0.41,114.78048780487806
2016-05-23,46.4,0.41,113.17073170731707
2016-05-24,47.29,0.41,115.34146341463415
2016-05-25,47.0,0.41,114.63414634146342
2016-05-26,47.33,0.41,115.4390243902439
2016-05-27,47.18,0.41,115.07317073170732
2016-05-31,47.42,0.41,115.65853658536587
2016-06-01,47.85,0.41,116.70731707317074
2016-06-02,48.13,0.41,117.39024390243904
2016-06-03,47.93,0.41,116.90243902439025
2016-06-06,48.41,0.41,118.07317073170732
2016-06-07,48.35,0.41,117.92682926829269
2016-06-08,48.45,0.41,118.17073170731709
2016-06-09,48.14,0.41,117.41463414634147
2016-06-10,47.39,0.41,115.58536585365854
2016-06-13,46.19,0.41,112.65853658536585
2016-06-14,47.19,0.41,115.09756097560975
2016-06-15,47.22,0.41,115.17073170731707
2016-06-16,47.26,0.41,115.26829268292683
2016-06-17,46.44,0.41,113.26829268292683
2016-06-20,46.91,0.41,114.41463414634146
2016-06-21,47.29,0.41,115.34146341463415
2016-06-22,47.33,0.41,115.4390243902439
2016-06-23,47.9,0.41,116.82926829268293
2016-06-24,46.51,0.41,113.4390243902439
2016-06-27,45.42,0.41,110.78048780487806
2016-06-28,46.42,0.41,113.21951219512196
2016-06-29,47.24,0.41,115.21951219512196
2016-06-30,47.46,0.41,115.75609756097562
2016-07-01,47.45,0.41,115.73170731707319
2016-07-05,47.5,0.41,115.85365853658537
2016-07-06,48.09,0.41,117.29268292682929
2016-07-07,47.69,0.41,116.3170731707317
2016-07-08,48.5,0.41,118.29268292682927
2016-07-11,48.29,0.41,117.78048780487805
2016-07-12,48.87,0.41,119.19512195121952
2016-07-13,49.19,0.41,119.97560975609757
2016-07-14,49.98,0.41,121.90243902439025
2016-07-15,49.68,0.41,121.17073170731707
2016-07-18,49.72,0.41,121.26829268292683
2016-07-19,49.37,0.41,120.41463414634147
2016-07-20,50.25,0.41,122.5609756097561
2016-07-21,50.14,0.41,122.29268292682927
2016-07-22,50.26,0.41,122.58536585365854
2016-07-25,49.99,0.41,121.92682926829269
2016-07-26,49.92,0.41,121.75609756097562
2016-07-27,49.85,0.41,121.58536585365854
2016-07-28,50.06,0.41,122.09756097560977
2016-07-29,50.47,0.41,123.09756097560977
2016-08-01,50.4,0.41,122.92682926829269
2016-08-02,49.72,0.41,121.26829268292683
2016-08-03,51.21,0.41,124.90243902439025
2016-08-04,51.41,0.41,125.39024390243902
2016-08-05,51.09,0.45,113.53333333333333
2016-08-08,50.8,0.45,112.88888888888889
2016-08-09,50.93,0.45,113.17777777777778
2016-08-10,51.81,0.45,115.13333333333334
2016-08-11,52.07,0.45,115.71111111111111
2016-08-12,51.98,0.45,115.5111111111111
2016-08-15,52.38,0.45,116.4
2016-08-16,52.09,0.45,115.75555555555556
2016-08-17,52.3,0.45,116.22222222222221
2016-08-18,52.29,0.45,116.19999999999999
2016-08-19,52.54,0.45,116.75555555555555
2016-08-22,51.23,0.45,113.84444444444443
2016-08-23,51.25,0.45,113.88888888888889
2016-08-24,50.63,0.45,112.51111111111112
2016-08-25,50.47,0.45,112.15555555555555
2016-08-26,50.76,0.45,112.8
2016-08-29,50.76,0.45,112.8
2016-08-30,50.75,0.45,112.77777777777777
2016-08-31,51.1,0.45,113.55555555555556
2016-09-01,51.11,0.45,113.57777777777777
2016-09-02,51.26,0.45,113.9111111111111
2016-09-06,51.29,0.45,113.97777777777777
2016-09-07,52.04,0.45,115.64444444444445
2016-09-08,51.41,0.45,114.24444444444444
2016-09-09,50.39,0.45,111.97777777777777
2016-09-12,51.15,0.45,113.66666666666666
2016-09-13,50.32,0.45,111.82222222222222
2016-09-14,50.55,0.45,112.33333333333333
2016-09-15,50.72,0.45,112.71111111111111
2016-09-16,50.51,0.45,112.24444444444444
2016-09-19,50.32,0.45,111.82222222222222
2016-09-20,50.6,0.45,112.44444444444444
2016-09-21,51.06,0.45,113.46666666666667
2016-09-22,51.63,0.45,114.73333333333333
2016-09-23,51.51,0.45,114.46666666666665
2016-09-26,51.21,0.45,113.8
2016-09-27,51.87,0.45,115.26666666666665
2016-09-28,51.75,0.45,115.0
2016-09-29,51.02,0.45,113.37777777777778
2016-09-30,52.01,0.45,115.57777777777777
2016-10-03,52.36,0.45,116.35555555555555
2016-10-04,52.31,0.45,116.24444444444444
2016-10-05,52.18,0.45,115.95555555555555
2016-10-06,51.65,0.45,114.77777777777777
2016-10-07,51.85,0.45,115.22222222222223
2016-10-10,52.69,0.45,117.08888888888887
2016-10-11,50.96,0.45,113.24444444444444
2016-10-12,51.42,0.45,114.26666666666667
2016-10-13,51.02,0.45,113.37777777777778
2016-10-14,50.18,0.45,111.5111111111111
2016-10-17,50.03,0.45,111.17777777777778
2016-10-18,51.06,0.45,113.46666666666667
2016-10-19,51.11,0.45,113.57777777777777
2016-10-20,51.3,0.45,113.99999999999999
2016-10-21,50.94,0.45,113.19999999999999
2016-10-24,51.03,0.45,113.4
2016-10-25,49.99,0.45,111.08888888888889
2016-10-26,48.77,0.45,108.37777777777778
2016-10-27,48.77,0.45,108.37777777777778
2016-10-28,48.56,0.45,107.91111111111111
2016-10-31,47.8,0.45,106.22222222222221
2016-11-01,47.25,0.45,105.0
2016-11-02,50.11,0.45,111.35555555555555
2016-11-03,48.95,0.48,101.97916666666667
2016-11-04,49.94,0.48,104.04166666666667
2016-11-07,49.98,0.48,104.125
2016-11-08,50.33,0.48,104.85416666666667
2016-11-09,51.0,0.48,106.25
2016-11-10,51.09,0.48,106.43750000000001
2016-11-11,50.61,0.48,105.4375
2016-11-14,48.96,0.48,102.0
2016-11-15,49.15,0.48,102.39583333333333
2016-11-16,48.84,0.48,101.75000000000001
2016-11-17,49.21,0.48,102.52083333333334
2016-11-18,49.89,0.48,103.9375
2016-11-21,50.0,0.48,104.16666666666667
2016-11-22,49.63,0.48,103.39583333333334
2016-11-23,50.18,0.48,104.54166666666667
2016-11-25,50.18,0.48,104.54166666666667
2016-11-28,50.15,0.48,104.47916666666667
2016-11-29,50.45,0.48,105.10416666666667
2016-11-30,50.38,0.48,104.95833333333334
2016-12-01,49.16,0.48,102.41666666666666
2016-12-02,49.1,0.48,102.29166666666667
2016-12-05,49.82,0.48,103.79166666666667
2016-12-06,50.22,0.48,104.625
2016-12-07,51.26,0.48,106.79166666666667
2016-12-08,51.68,0.48,107.66666666666667
2016-12-09,51.89,0.48,108.10416666666667
2016-12-12,50.92,0.48,106.08333333333334
2016-12-13,51.05,0.48,106.35416666666667
2016-12-14,50.84,0.48,105.91666666666667
2016-12-15,52.32,0.48,109.0
2016-12-16,52.46,0.48,109.29166666666667
2016-12-19,52.39,0.48,109.14583333333334
2016-12-20,53.1,0.48,110.625
2016-12-21,53.12,0.48,110.66666666666667
2016-12-22,53.26,0.48,110.95833333333333
2016-12-23,53.78,0.48,112.04166666666667
2016-12-27,53.72,0.48,111.91666666666667
2016-12-28,53.44,0.48,111.33333333333333
2016-12-29,53.62,0.48,111.70833333333333
2016-12-30,53.53,0.48,111.52083333333334
2017-01-03,53.59,0.48,111.64583333333334
2017-01-04,54.11,0.48,112.72916666666667
2017-01-05,53.93,0.48,112.35416666666667
2017-01-06,54.1,0.48,112.70833333333334
2017-01-09,53.95,0.48,112.39583333333334
2017-01-10,53.93,0.48,112.35416666666667
2017-01-11,53.31,0.48,111.06250000000001
2017-01-12,53.39,0.48,111.22916666666667
2017-01-13,53.74,0.48,111.95833333333334
2017-01-17,53.22,0.48,110.875
2017-01-18,53.3,0.48,111.04166666666667
2017-01-19,53.5,0.48,111.45833333333334
2017-01-20,53.97,0.48,112.4375
2017-01-23,53.75,0.48,111.97916666666667
2017-01-24,53.78,0.48,112.04166666666667
2017-01-25,54.0,0.48,112.5
2017-01-26,53.84,0.48,112.16666666666667
2017-01-27,54.65,0.48,113.85416666666667
2017-01-30,54.27,0.48,113.06250000000001
2017-01-31,54.94,0.48,114.45833333333333
2017-02-01,55.32,0.48,115.25
2017-02-02,55.7,0.48,116.04166666666667
2017-02-03,55.92,0.48,116.50000000000001
2017-02-06,55.77,0.48,116.18750000000001
2017-02-07,55.98,0.48,116.625
2017-02-08,55.96,0.48,116.58333333333334
2017-02-09,55.96,0.48,116.58333333333334
2017-02-10,55.73,0.48,116.10416666666667
2017-02-13,55.14,0.48,114.875
2017-02-14,55.02,0.48,114.62500000000001
2017-02-15,55.15,0.48,114.89583333333333
2017-02-16,52.78,0.32,164.9375
2017-02-17,52.51,0.32,164.09375
2017-02-21,53.47,0.32,167.09375
2017-02-22,53.38,0.32,166.8125
2017-02-23,53.58,0.32,167.4375
2017-02-24,53.88,0.32,168.375
2017-02-27,53.83,0.32,168.21875
2017-02-28,53.31,0.32,166.59375
2017-03-01,53.89,0.32,168.40625
2017-03-02,53.37,0.32,166.78125
2017-03-03,53.42,0.32,166.9375
2017-03-06,53.08,0.32,165.875
2017-03-07,53.07,0.32,165.84375
2017-03-08,53.0,0.32,165.625
2017-03-09,53.69,0.32,167.78125
2017-03-10,53.34,0.32,166.6875
2017-03-13,53.56,0.32,167.375
2017-03-14,53.42,0.32,166.9375
2017-03-15,54.28,0.32,169.625
2017-03-16,54.43,0.32,170.09375
2017-03-17,54.0,0.32,168.75
2017-03-20,54.28,0.32,169.625
2017-03-21,53.39,0.32,166.84375
2017-03-22,53.87,0.32,168.34375
2017-03-23,53.8,0.32,168.125
2017-03-24,53.85,0.32,168.28125
2017-03-27,53.97,0.32,168.65625
2017-03-28,54.16,0.32,169.25
2017-03-29,53.82,0.32,168.1875
2017-03-30,53.47,0.32,167.09375
2017-03-31,53.37,0.32,166.78125
2017-04-03,53.17,0.32,166.15625
2017-04-04,52.65,0.32,164.53125
2017-04-05,52.67,0.32,164.59375
2017-04-06,52.67,0.32,164.59375
2017-04-07,52.54,0.32,164.1875
2017-04-10,52.74,0.32,164.8125
2017-04-11,52.85,0.32,165.15625
2017-04-12,53.22,0.32,166.3125
2017-04-13,53.1,0.32,165.9375
2017-04-17,53.5,0.32,167.1875
2017-04-18,53.55,0.32,167.34375
2017-04-19,53.85,0.32,168.28125
2017-04-20,54.29,0.32,169.65625
2017-04-21,54.19,0.32,169.34375
2017-04-24,54.99,0.32,171.84375
2017-04-25,55.12,0.32,172.25
2017-04-26,55.57,0.32,173.65625
2017-04-27,56.46,0.32,176.4375
2017-04-28,56.11,0.32,175.34375
2017-05-01,56.28,0.32,175.875
2017-05-02,56.47,0.32,176.46875
2017-05-03,55.59,0.32,173.71875
2017-05-04,58.87,0.48,122.64583333333333
2017-05-05,59.47,0.48,123.89583333333333
2017-05-08,58.81,0.48,122.52083333333334
2017-05-09,59.43,0.48,123.8125
2017-05-10,59.9,0.48,124.79166666666667
2017-05-11,59.72,0.48,124.41666666666667
2017-05-12,59.88,0.48,124.75000000000001
2017-05-15,60.0,0.48,125.0
2017-05-16,60.33,0.48,125.6875
2017-05-17,59.73,0.48,124.4375
2017-05-18,59.91,0.48,124.8125
2017-05-19,60.31,0.48,125.64583333333334
2017-05-22,60.31,0.48,125.64583333333334
2017-05-23,61.43,0.48,127.97916666666667
2017-05-24,62.3,0.48,129.79166666666666
2017-05-25,62.58,0.48,130.375
2017-05-26,62.61,0.48,130.4375
2017-05-30,62.26,0.48,129.70833333333334
2017-05-31,62.28,0.48,129.75
2017-06-01,62.64,0.48,130.5
2017-06-02,62.5,0.48,130.20833333333334
2017-06-05,62.67,0.48,130.5625
2017-06-06,62.98,0.48,131.20833333333334
2017-06-07,63.26,0.48,131.79166666666666
2017-06-08,62.58,0.48,130.375
2017-06-09,62.59,0.48,130.39583333333334
2017-06-12,61.85,0.48,128.85416666666669
2017-06-13,61.96,0.48,129.08333333333334
2017-06-14,62.23,0.48,129.64583333333334
2017-06-15,62.39,0.48,129.97916666666669
2017-06-16,62.55,0.48,130.3125
2017-06-19,63.03,0.48,131.3125
2017-06-20,63.0,0.48,131.25
2017-06-21,63.0,0.48,131.25
2017-06-22,63.51,0.48,132.3125
2017-06-23,62.78,0.48,130.79166666666669
2017-06-26,62.72,0.48,130.66666666666666
2017-06-27,62.76,0.48,130.75
2017-06-28,62.95,0.48,131.14583333333334
2017-06-29,62.5,0.48,130.20833333333334
2017-06-30,62.38,0.48,129.95833333333334
2017-07-03,62.67,0.48,130.5625
2017-07-05,62.55,0.48,130.3125
2017-07-06,61.79,0.48,128.72916666666666
2017-07-07,62.59,0.48,130.39583333333334
2017-07-10,62.47,0.48,130.14583333333334
2017-07-11,62.21,0.48,129.60416666666669
2017-07-12,62.56,0.48,130.33333333333334
2017-07-13,63.05,0.48,131.35416666666666
2017-07-14,63.35,0.48,131.97916666666669
2017-07-17,63.07,0.48,131.39583333333334
2017-07-18,62.46,0.48,130.125
2017-07-19,62.42,0.48,130.04166666666669
2017-07-20,62.75,0.48,130.72916666666669
2017-07-21,63.16,0.48,131.58333333333334
2017-07-24,63.29,0.48,131.85416666666666
2017-07-25,61.28,0.48,127.66666666666667
2017-07-26,62.06,0.48,129.29166666666669
2017-07-27,62.01,0.48,129.1875
2017-07-28,62.21,0.48,129.60416666666669
2017-07-31,62.52,0.48,130.25
2017-08-01,62.27,0.48,129.72916666666669
2017-08-02,61.54,0.48,128.20833333333334
2017-08-03,62.28,0.48,129.75
2017-08-04,62.12,0.48,129.41666666666666
2017-08-07,61.83,0.48,128.8125
2017-08-08,60.0,0.51,117.6470588235294
2017-08-09,60.81,0.51,119.23529411764706
2017-08-10,59.74,0.51,117.13725490196079
2017-08-11,59.73,0.51,117.11764705882352
2017-08-14,60.74,0.51,119.09803921568627
2017-08-15,61.03,0.51,119.66666666666667
2017-08-16,61.5,0.51,120.58823529411764
2017-08-17,60.9,0.51,119.41176470588235
2017-08-18,60.75,0.51,119.11764705882352
2017-08-21,61.35,0.51,120.29411764705883
2017-08-22,61.6,0.51,120.7843137254902
2017-08-23,61.36,0.51,120.31372549019608
2017-08-24,61.39,0.51,120.37254901960785
2017-08-25,61.33,0.51,120.25490196078431
2017-08-28,61.54,0.51,120.66666666666666
2017-08-29,61.5,0.51,120.58823529411764
2017-08-30,61.94,0.51,121.45098039215685
2017-08-31,62.7,0.51,122.94117647058823
2017-09-01,62.87,0.51,123.27450980392156
2017-09-05,63.17,0.51,123.86274509803921
2017-09-06,63.39,0.51,124.29411764705883
2017-09-07,64.85,0.51,127.15686274509802
2017-09-08,64.7,0.51,126.86274509803921
2017-09-11,65.28,0.51,128.0
2017-09-12,65.4,0.51,128.23529411764707
2017-09-13,65.28,0.51,128.0
2017-09-14,65.25,0.51,127.94117647058823
2017-09-15,65.2,0.51,127.84313725490196
2017-09-18,65.2,0.51,127.84313725490196
2017-09-19,64.78,0.51,127.01960784313725
2017-09-20,64.48,0.51,126.43137254901961
2017-09-21,64.24,0.51,125.96078431372548
2017-09-22,64.16,0.51,125.80392156862744
2017-09-25,63.67,0.51,124.84313725490196
2017-09-26,63.33,0.51,124.17647058823529
2017-09-27,63.21,0.51,123.94117647058823
2017-09-28,63.32,0.51,124.15686274509804
2017-09-29,63.76,0.51,125.01960784313725
2017-10-02,63.75,0.51,125.0
2017-10-03,63.59,0.51,124.68627450980392
2017-10-04,63.57,0.51,124.6470588235294
2017-10-05,63.75,0.51,125.0
2017-10-06,63.75,0.51,125.0
2017-10-09,63.73,0.51,124.96078431372548
2017-10-10,63.99,0.51,125.47058823529412
2017-10-11,64.28,0.51,126.03921568627452
2017-10-12,64.91,0.51,127.27450980392156
2017-10-13,65.44,0.51,128.31372549019608
2017-10-16,65.71,0.51,128.84313725490193
2017-10-17,65.81,0.51,129.0392156862745
2017-10-18,65.56,0.51,128.54901960784315
2017-10-19,65.58,0.51,128.58823529411765
2017-10-20,65.94,0.51,129.2941176470588
2017-10-23,65.28,0.51,128.0
2017-10-24,64.98,0.51,127.41176470588236
2017-10-25,64.38,0.51,126.23529411764704
2017-10-26,63.74,0.51,124.98039215686275
2017-10-27,64.05,0.51,125.58823529411764
2017-10-30,63.24,0.51,124.0
2017-10-31,63.82,0.51,125.13725490196079
2017-11-01,64.51,0.51,126.49019607843138
2017-11-02,67.31,0.61,110.34426229508198
2017-11-03,68.69,0.61,112.60655737704919
2017-11-06,69.71,0.61,114.27868852459015
2017-11-07,68.45,0.61,112.21311475409837
2017-11-08,69.51,0.61,113.95081967213116
2017-11-09,69.3,0.61,113.60655737704919
2017-11-10,69.13,0.61,113.327868852459
2017-11-13,68.88,0.61,112.91803278688523
2017-11-14,69.9,0.61,114.59016393442624
2017-11-15,69.62,0.61,114.13114754098362
2017-11-16,70.41,0.61,115.42622950819671
2017-11-17,70.79,0.61,116.04918032786887
2017-11-20,70.95,0.61,116.31147540983608
2017-11-21,71.36,0.61,116.98360655737704
2017-11-22,71.07,0.61,116.50819672131146
2017-11-24,71.29,0.61,116.86885245901641
2017-11-27,71.54,0.61,117.27868852459018
2017-11-28,71.39,0.61,117.03278688524591
2017-11-29,71.61,0.61,117.39344262295081
2017-11-30,72.29,0.61,118.50819672131149
2017-12-01,72.3,0.61,118.52459016393442
2017-12-04,71.02,0.61,116.42622950819671
2017-12-05,70.85,0.61,116.14754098360655
2017-12-06,70.97,0.61,116.34426229508196
2017-12-07,71.64,0.61,117.44262295081968
2017-12-08,71.88,0.61,117.83606557377048
2017-12-11,71.77,0.61,117.65573770491802
2017-12-12,72.23,0.61,118.40983606557378
2017-12-13,72.38,0.61,118.65573770491802
2017-12-14,71.76,0.61,117.6393442622951
2017-12-15,71.96,0.61,117.96721311475409
2017-12-18,72.63,0.61,119.0655737704918
2017-12-19,72.8,0.61,119.34426229508196
2017-12-20,72.71,0.61,119.1967213114754
2017-12-21,72.28,0.61,118.49180327868852
2017-12-22,71.99,0.61,118.01639344262294
2017-12-26,72.34,0.61,118.59016393442624
2017-12-27,72.45,0.61,118.7704918032787
2017-12-28,72.39,0.61,118.67213114754098
2017-12-29,72.04,0.61,118.09836065573772
2018-01-02,71.77,0.61,117.65573770491802
2018-01-03,72.1,0.61,118.1967213114754
2018-01-04,72.53,0.61,118.90163934426229
2018-01-05,73.36,0.61,120.26229508196721
2018-01-08,74.24,0.61,121.70491803278688
2018-01-09,75.11,0.61,123.1311475409836
2018-01-10,73.91,0.61,121.1639344262295
2018-01-11,74.59,0.61,122.27868852459017
2018-01-12,75.39,0.61,123.59016393442623
2018-01-16,75.54,0.61,123.83606557377051
2018-01-17,76.77,0.61,125.85245901639344
2018-01-18,76.33,0.61,125.1311475409836
2018-01-19,76.62,0.61,125.60655737704919
2018-01-22,77.48,0.61,127.01639344262296
2018-01-23,77.59,0.61,127.19672131147541
2018-01-24,78.33,0.61,128.40983606557376
2018-01-25,79.25,0.61,129.91803278688525
2018-01-26,80.09,0.61,131.29508196721312
2018-01-29,79.18,0.61,129.8032786885246
2018-01-30,78.35,0.61,128.44262295081967
2018-01-31,76.73,0.61,125.78688524590164
2018-02-01,77.82,0.61,127.57377049180327
2018-02-02,76.78,0.61,125.8688524590164
2018-02-05,73.83,0.61,121.0327868852459
2018-02-06,73.27,0.61,120.11475409836065
2018-02-07,73.86,0.61,121.08196721311475
2018-02-08,71.51,0.61,117.22950819672133
2018-02-09,72.35,0.61,118.60655737704917
2018-02-12,73.19,0.61,119.98360655737704
2018-02-13,73.24,0.61,120.0655737704918
2018-02-14,74.46,0.61,122.0655737704918
2018-02-15,78.5,0.16,490.625
2018-02-16,79.73,0.16,498.3125
2018-02-20,80.35,0.16,502.18749999999994
2018-02-21,80.5,0.16,503.125
