date,PEG,PEG_EPS,PE Ratio
1991-01-22,13.19,,
1991-01-23,13.25,,
1991-01-24,13.25,,
1991-01-25,13.25,,
1991-01-28,13.13,,
1991-01-29,13.13,,
1991-01-30,12.94,,
1991-01-31,13.0,,
1991-02-01,13.13,,
1991-02-04,13.19,,
1991-02-05,13.31,,
1991-02-06,13.31,,
1991-02-07,13.38,,
1991-02-08,13.5,,
1991-02-11,13.81,,
1991-02-12,13.94,,
1991-02-13,14.0,,
1991-02-14,13.94,,
1991-02-15,13.81,,
1991-02-19,13.81,,
1991-02-20,13.69,,
1991-02-21,13.75,,
1991-02-22,13.75,,
1991-02-25,13.94,,
1991-02-26,13.69,,
1991-02-27,13.81,,
1991-02-28,13.81,,
1991-03-01,13.5,,
1991-03-04,13.25,,
1991-03-05,13.31,,
1991-03-06,13.06,,
1991-03-07,13.13,,
1991-03-08,13.0,,
1991-03-11,13.06,,
1991-03-12,13.25,,
1991-03-13,13.25,,
1991-03-14,13.13,,
1991-03-15,13.38,,
1991-03-18,13.38,,
1991-03-19,13.38,,
1991-03-20,13.38,,
1991-03-21,13.31,,
1991-03-22,13.5,,
1991-03-25,13.5,,
1991-03-26,13.56,,
1991-03-27,13.56,,
1991-03-28,13.63,,
1991-04-01,13.56,,
1991-04-02,13.56,,
1991-04-03,13.69,,
1991-04-04,13.69,,
1991-04-05,13.56,,
1991-04-08,13.5,,
1991-04-09,13.44,,
1991-04-10,13.56,,
1991-04-11,13.63,,
1991-04-12,13.56,,
1991-04-15,13.69,,
1991-04-16,13.75,,
1991-04-17,13.69,,
1991-04-18,13.56,,
1991-04-19,13.25,,
1991-04-22,13.13,,
1991-04-23,13.5,,
1991-04-24,13.63,,
1991-04-25,13.38,,
1991-04-26,13.5,,
1991-04-29,13.38,,
1991-04-30,13.56,,
1991-05-01,13.69,,
1991-05-02,13.63,,
1991-05-03,13.56,,
1991-05-06,13.63,,
1991-05-07,13.69,,
1991-05-08,13.81,,
1991-05-09,13.81,,
1991-05-10,13.56,,
1991-05-13,13.69,,
1991-05-14,13.5,,
1991-05-15,13.44,,
1991-05-16,13.56,,
1991-05-17,13.63,,
1991-05-20,13.63,,
1991-05-21,13.69,,
1991-05-22,13.75,,
1991-05-23,13.75,,
1991-05-24,13.75,,
1991-05-28,13.75,,
1991-05-29,13.81,,
1991-05-30,13.75,,
1991-05-31,13.56,,
1991-06-03,13.19,,
1991-06-04,13.06,,
1991-06-05,12.94,,
1991-06-06,12.81,,
1991-06-07,12.94,,
1991-06-10,12.88,,
1991-06-11,13.06,,
1991-06-12,12.94,,
1991-06-13,13.13,,
1991-06-14,13.19,,
1991-06-17,13.06,,
1991-06-18,13.0,,
1991-06-19,12.81,,
1991-06-20,12.88,,
1991-06-21,12.81,,
1991-06-24,12.88,,
1991-06-25,12.81,,
1991-06-26,12.81,,
1991-06-27,12.94,,
1991-06-28,12.94,,
1991-07-01,13.0,,
1991-07-02,13.06,,
1991-07-03,13.0,,
1991-07-05,13.0,,
1991-07-08,13.13,,
1991-07-09,13.13,,
1991-07-10,13.06,,
1991-07-11,13.25,,
1991-07-12,13.38,,
1991-07-15,13.25,,
1991-07-16,13.25,,
1991-07-17,13.25,,
1991-07-18,13.25,,
1991-07-19,13.19,,
1991-07-22,13.13,,
1991-07-23,13.06,,
1991-07-24,13.06,,
1991-07-25,13.31,,
1991-07-26,13.44,,
1991-07-29,13.63,,
1991-07-30,13.69,,
1991-07-31,13.63,,
1991-08-01,13.56,,
1991-08-02,13.75,,
1991-08-05,13.81,,
1991-08-06,13.88,,
1991-08-07,13.81,,
1991-08-08,13.81,,
1991-08-09,13.81,,
1991-08-12,13.88,,
1991-08-13,14.0,,
1991-08-14,14.06,,
1991-08-15,14.06,,
1991-08-16,13.94,,
1991-08-19,13.69,,
1991-08-20,13.94,,
1991-08-21,14.13,,
1991-08-22,14.06,,
1991-08-23,14.13,,
1991-08-26,14.06,,
1991-08-27,14.06,,
1991-08-28,14.13,,
1991-08-29,14.19,,
1991-08-30,14.19,,
1991-09-03,13.75,,
1991-09-04,13.75,,
1991-09-05,13.63,,
1991-09-06,13.69,,
1991-09-09,13.5,,
1991-09-10,13.56,,
1991-09-11,13.69,,
1991-09-12,13.75,,
1991-09-13,13.63,,
1991-09-16,13.75,,
1991-09-17,13.88,,
1991-09-18,14.06,,
1991-09-19,14.0,,
1991-09-20,14.06,,
1991-09-23,14.0,,
1991-09-24,13.94,,
1991-09-25,13.88,,
1991-09-26,13.94,,
1991-09-27,14.0,,
1991-09-30,14.19,,
1991-10-01,14.25,,
1991-10-02,14.31,,
1991-10-03,14.38,,
1991-10-04,14.19,,
1991-10-07,14.19,,
1991-10-08,14.19,,
1991-10-09,14.0,,
1991-10-10,14.13,,
1991-10-11,14.19,,
1991-10-14,14.31,,
1991-10-15,14.31,,
1991-10-16,14.19,,
1991-10-17,14.13,,
1991-10-18,14.25,,
1991-10-21,14.06,,
1991-10-22,14.06,,
1991-10-23,14.06,,
1991-10-24,14.13,,
1991-10-25,14.25,,
1991-10-28,14.19,,
1991-10-29,14.19,,
1991-10-30,14.25,,
1991-10-31,14.19,,
1991-11-01,14.25,,
1991-11-04,14.13,,
1991-11-05,14.19,,
1991-11-06,14.25,,
1991-11-07,14.44,,
1991-11-08,14.44,,
1991-11-11,14.31,,
1991-11-12,13.88,,
1991-11-13,13.81,,
1991-11-14,13.69,,
1991-11-15,13.56,,
1991-11-18,13.69,,
1991-11-19,13.69,,
1991-11-20,13.63,,
1991-11-21,13.81,,
1991-11-22,13.69,,
1991-11-25,13.75,,
1991-11-26,13.81,,
1991-11-27,14.06,,
1991-11-29,14.13,,
1991-12-02,13.88,,
1991-12-03,13.94,,
1991-12-04,13.75,,
1991-12-05,13.81,,
1991-12-06,13.88,,
1991-12-09,13.69,,
1991-12-10,13.88,,
1991-12-11,13.88,,
1991-12-12,13.94,,
1991-12-13,13.81,,
1991-12-16,13.5,,
1991-12-17,13.56,,
1991-12-18,13.63,,
1991-12-19,13.63,,
1991-12-20,14.0,,
1991-12-23,14.31,,
1991-12-24,14.44,,
1991-12-26,14.5,,
1991-12-27,14.5,,
1991-12-30,14.69,,
1991-12-31,14.69,,
1992-01-02,14.56,,
1992-01-03,14.69,,
1992-01-06,14.75,,
1992-01-07,14.75,,
1992-01-08,14.69,,
1992-01-09,14.5,,
1992-01-10,14.25,,
1992-01-13,13.94,,
1992-01-14,14.06,,
1992-01-15,14.0,,
1992-01-16,13.81,,
1992-01-17,13.81,,
1992-01-20,13.88,,
1992-01-21,13.81,,
1992-01-22,14.0,,
1992-01-23,13.88,,
1992-01-24,13.94,,
1992-01-27,14.0,,
1992-01-28,14.25,,
1992-01-29,13.94,,
1992-01-30,13.5,,
1992-01-31,13.69,,
1992-02-03,13.56,,
1992-02-04,13.56,,
1992-02-05,13.5,,
1992-02-06,13.5,,
1992-02-07,13.56,,
1992-02-10,13.75,,
1992-02-11,13.69,,
1992-02-12,13.81,,
1992-02-13,13.75,,
1992-02-14,13.75,,
1992-02-18,13.69,,
1992-02-19,13.75,,
1992-02-20,13.69,,
1992-02-21,13.69,,
1992-02-24,13.69,,
1992-02-25,13.75,,
1992-02-26,13.88,,
1992-02-27,13.88,,
1992-02-28,14.0,,
1992-03-02,13.5,,
1992-03-03,13.56,,
1992-03-04,13.44,,
1992-03-05,13.44,,
1992-03-06,13.31,,
1992-03-09,13.5,,
1992-03-10,13.38,,
1992-03-11,13.38,,
1992-03-12,13.5,,
1992-03-13,13.5,,
1992-03-16,13.5,,
1992-03-17,13.44,,
1992-03-18,13.44,,
1992-03-19,13.31,,
1992-03-20,13.44,,
1992-03-23,13.44,,
1992-03-24,13.44,,
1992-03-25,13.44,,
1992-03-26,13.38,,
1992-03-27,13.38,,
1992-03-30,13.38,,
1992-03-31,13.5,,
1992-04-01,13.44,,
1992-04-02,13.25,,
1992-04-03,13.25,,
1992-04-06,13.38,,
1992-04-07,13.25,,
1992-04-08,13.19,,
1992-04-09,13.31,,
1992-04-10,13.38,,
1992-04-13,13.38,,
1992-04-14,13.31,,
1992-04-15,13.56,,
1992-04-16,13.56,,
1992-04-20,13.5,,
1992-04-21,13.06,,
1992-04-22,13.19,,
1992-04-23,13.19,,
1992-04-24,13.13,,
1992-04-27,12.94,,
1992-04-28,12.81,,
1992-04-29,13.0,,
1992-04-30,13.06,,
1992-05-01,13.13,,
1992-05-04,13.25,,
1992-05-05,13.38,,
1992-05-06,13.38,,
1992-05-07,13.44,,
1992-05-08,13.5,,
1992-05-11,13.56,,
1992-05-12,13.63,,
1992-05-13,13.63,,
1992-05-14,13.56,,
1992-05-15,13.56,,
1992-05-18,13.56,,
1992-05-19,13.63,,
1992-05-20,13.63,,
1992-05-21,13.56,,
1992-05-22,13.63,,
1992-05-26,13.63,,
1992-05-27,13.75,,
1992-05-28,13.88,,
1992-05-29,13.94,,
1992-06-01,13.56,,
1992-06-02,13.44,,
1992-06-03,13.5,,
1992-06-04,13.44,,
1992-06-05,13.5,,
1992-06-08,13.5,,
1992-06-09,13.56,,
1992-06-10,13.5,,
1992-06-11,13.5,,
1992-06-12,13.44,,
1992-06-15,13.5,,
1992-06-16,13.44,,
1992-06-17,13.31,,
1992-06-18,13.44,,
1992-06-19,13.5,,
1992-06-22,13.5,,
1992-06-23,13.56,,
1992-06-24,13.56,,
1992-06-25,13.56,,
1992-06-26,13.63,,
1992-06-29,13.69,,
1992-06-30,13.81,,
1992-07-01,13.88,,
1992-07-02,14.0,,
1992-07-06,14.0,,
1992-07-07,14.0,,
1992-07-08,14.0,,
1992-07-09,14.06,,
1992-07-10,13.88,,
1992-07-13,13.75,,
1992-07-14,13.81,,
1992-07-15,14.0,,
1992-07-16,13.88,,
1992-07-17,14.0,,
1992-07-20,13.88,,
1992-07-21,13.81,,
1992-07-22,13.75,,
1992-07-23,13.81,,
1992-07-24,13.81,,
1992-07-27,13.88,,
1992-07-28,14.13,,
1992-07-29,14.13,,
1992-07-30,14.13,,
1992-07-31,14.13,,
1992-08-03,14.13,,
1992-08-04,14.06,,
1992-08-05,14.0,,
1992-08-06,13.81,,
1992-08-07,13.81,,
1992-08-10,13.75,,
1992-08-11,13.56,,
1992-08-12,13.63,,
1992-08-13,13.69,,
1992-08-14,13.69,,
1992-08-17,13.69,,
1992-08-18,13.75,,
1992-08-19,13.94,,
1992-08-20,13.94,,
1992-08-21,13.88,,
1992-08-24,13.88,,
1992-08-25,13.81,,
1992-08-26,13.81,,
1992-08-27,13.81,,
1992-08-28,13.88,,
1992-08-31,13.88,,
1992-09-01,13.5,,
1992-09-02,13.31,,
1992-09-03,13.44,,
1992-09-04,13.56,,
1992-09-08,13.44,,
1992-09-09,13.56,,
1992-09-10,13.44,,
1992-09-11,13.5,,
1992-09-14,13.44,,
1992-09-15,13.38,,
1992-09-16,13.5,,
1992-09-17,13.56,,
1992-09-18,13.63,,
1992-09-21,13.75,,
1992-09-22,13.69,,
1992-09-23,13.5,,
1992-09-24,13.63,,
1992-09-25,13.63,,
1992-09-28,13.63,,
1992-09-29,13.69,,
1992-09-30,14.0,,
1992-10-01,14.06,,
1992-10-02,13.94,,
1992-10-05,13.88,,
1992-10-06,14.0,,
1992-10-07,13.94,,
1992-10-08,14.13,,
1992-10-09,14.0,,
1992-10-12,14.06,,
1992-10-13,14.06,,
1992-10-14,14.13,,
1992-10-15,14.25,,
1992-10-16,14.25,,
1992-10-19,14.19,,
1992-10-20,14.13,,
1992-10-21,14.06,,
1992-10-22,14.13,,
1992-10-23,14.13,,
1992-10-26,14.19,,
1992-10-27,14.19,,
1992-10-28,14.25,,
1992-10-29,14.25,,
1992-10-30,14.19,,
1992-11-02,14.31,,
1992-11-03,14.13,,
1992-11-04,14.31,,
1992-11-05,14.38,,
1992-11-06,14.19,,
1992-11-09,14.25,,
1992-11-10,14.31,,
1992-11-11,14.44,,
1992-11-12,14.5,,
1992-11-13,14.5,,
1992-11-16,14.5,,
1992-11-17,14.69,,
1992-11-18,14.5,,
1992-11-19,14.63,,
1992-11-20,14.63,,
1992-11-23,14.88,,
1992-11-24,14.75,,
1992-11-25,14.69,,
1992-11-27,14.69,,
1992-11-30,14.69,,
1992-12-01,14.19,,
1992-12-02,14.25,,
1992-12-03,14.25,,
1992-12-04,14.38,,
1992-12-07,14.5,,
1992-12-08,14.38,,
1992-12-09,14.44,,
1992-12-10,14.5,,
1992-12-11,14.94,,
1992-12-14,14.88,,
1992-12-15,14.81,,
1992-12-16,14.81,,
1992-12-17,14.94,,
1992-12-18,15.13,,
1992-12-21,15.13,,
1992-12-22,15.31,,
1992-12-23,15.56,,
1992-12-24,15.56,,
1992-12-28,15.44,,
1992-12-29,15.44,,
1992-12-30,15.5,,
1992-12-31,15.44,,
1993-01-04,15.25,,
1993-01-05,15.31,,
1993-01-06,15.31,,
1993-01-07,15.25,,
1993-01-08,15.13,,
1993-01-11,15.38,,
1993-01-12,15.31,,
1993-01-13,15.31,,
1993-01-14,15.5,,
1993-01-15,15.5,,
1993-01-18,15.5,,
1993-01-19,15.56,,
1993-01-20,15.5,,
1993-01-21,15.69,,
1993-01-22,15.69,,
1993-01-25,15.81,,
1993-01-26,15.69,,
1993-01-27,15.81,,
1993-01-28,15.81,,
1993-01-29,15.88,,
1993-02-01,16.06,,
1993-02-02,16.06,,
1993-02-03,16.06,,
1993-02-04,16.25,,
1993-02-05,16.13,,
1993-02-08,16.06,,
1993-02-09,16.06,,
1993-02-10,16.06,,
1993-02-11,16.0,,
1993-02-12,16.06,,
1993-02-16,16.0,,
1993-02-17,16.13,,
1993-02-18,16.13,,
1993-02-19,16.56,,
1993-02-22,17.06,,
1993-02-23,16.69,,
1993-02-24,16.69,,
1993-02-25,16.63,,
1993-02-26,16.69,,
1993-03-01,16.63,,
1993-03-02,16.56,,
1993-03-03,16.69,,
1993-03-04,16.69,,
1993-03-05,16.5,,
1993-03-08,16.69,,
1993-03-09,16.56,,
1993-03-10,16.44,,
1993-03-11,16.31,,
1993-03-12,16.38,,
1993-03-15,16.44,,
1993-03-16,16.38,,
1993-03-17,16.38,,
1993-03-18,16.56,,
1993-03-19,16.63,,
1993-03-22,16.5,,
1993-03-23,16.5,,
1993-03-24,16.56,,
1993-03-25,16.69,,
1993-03-26,16.63,,
1993-03-29,16.69,,
1993-03-30,16.81,,
1993-03-31,16.75,,
1993-04-01,16.63,,
1993-04-02,16.56,,
1993-04-05,16.56,,
1993-04-06,16.69,,
1993-04-07,16.88,,
1993-04-08,16.94,,
1993-04-12,17.19,,
1993-04-13,17.25,,
1993-04-14,17.25,,
1993-04-15,17.5,,
1993-04-16,17.38,,
1993-04-19,17.25,,
1993-04-20,17.13,,
1993-04-21,17.0,,
1993-04-22,16.75,,
1993-04-23,16.81,,
1993-04-26,16.81,,
1993-04-27,16.94,,
1993-04-28,17.0,,
1993-04-29,17.13,,
1993-04-30,17.06,,
1993-05-03,16.94,,
1993-05-04,17.0,,
1993-05-05,17.25,,
1993-05-06,17.13,,
1993-05-07,17.19,,
1993-05-10,17.13,,
1993-05-11,17.13,,
1993-05-12,16.94,,
1993-05-13,16.75,,
1993-05-14,16.69,,
1993-05-17,16.63,,
1993-05-18,16.31,,
1993-05-19,16.38,,
1993-05-20,16.44,,
1993-05-21,16.38,,
1993-05-24,16.31,,
1993-05-25,16.5,,
1993-05-26,16.69,,
1993-05-27,16.81,,
1993-05-28,16.81,,
1993-06-01,16.56,,
1993-06-02,16.56,,
1993-06-03,16.63,,
1993-06-04,16.63,,
1993-06-07,16.5,,
1993-06-08,16.31,,
1993-06-09,16.44,,
1993-06-10,16.31,,
1993-06-11,16.31,,
1993-06-14,16.38,,
1993-06-15,16.38,,
1993-06-16,16.5,,
1993-06-17,16.56,,
1993-06-18,16.44,,
1993-06-21,16.56,,
1993-06-22,16.56,,
1993-06-23,16.69,,
1993-06-24,16.81,,
1993-06-25,17.0,,
1993-06-28,17.19,,
1993-06-29,17.13,,
1993-06-30,17.13,,
1993-07-01,17.06,,
1993-07-02,17.13,,
1993-07-06,17.19,,
1993-07-07,17.31,,
1993-07-08,17.38,,
1993-07-09,17.31,,
1993-07-12,17.25,,
1993-07-13,17.13,,
1993-07-14,17.25,,
1993-07-15,17.25,,
1993-07-16,17.44,,
1993-07-19,17.5,,
1993-07-20,17.38,,
1993-07-21,17.44,,
1993-07-22,17.38,,
1993-07-23,17.38,,
1993-07-26,17.44,,
1993-07-27,17.44,,
1993-07-28,17.38,,
1993-07-29,17.63,,
1993-07-30,17.56,,
1993-08-02,17.5,,
1993-08-03,17.69,,
1993-08-04,17.63,,
1993-08-05,17.81,,
1993-08-06,17.56,,
1993-08-09,17.75,,
1993-08-10,17.69,,
1993-08-11,17.94,,
1993-08-12,17.81,,
1993-08-13,17.56,,
1993-08-16,17.44,,
1993-08-17,17.38,,
1993-08-18,17.38,,
1993-08-19,17.38,,
1993-08-20,17.31,,
1993-08-23,17.44,,
1993-08-24,17.69,,
1993-08-25,17.81,,
1993-08-26,18.0,,
1993-08-27,18.0,,
1993-08-30,18.06,,
1993-08-31,18.0,,
1993-09-01,17.44,,
1993-09-02,17.44,,
1993-09-03,17.56,,
1993-09-07,17.63,,
1993-09-08,17.56,,
1993-09-09,17.56,,
1993-09-10,17.69,,
1993-09-13,17.81,,
1993-09-14,17.75,,
1993-09-15,17.75,,
1993-09-16,17.5,,
1993-09-17,17.63,,
1993-09-20,17.56,,
1993-09-21,17.56,,
1993-09-22,17.63,,
1993-09-23,17.44,,
1993-09-24,17.25,,
1993-09-27,17.56,,
1993-09-28,17.56,,
1993-09-29,17.5,,
1993-09-30,17.56,,
1993-10-01,17.56,,
1993-10-04,17.38,,
1993-10-05,17.31,,
1993-10-06,17.06,,
1993-10-07,16.94,,
1993-10-08,17.06,,
1993-10-11,17.19,,
1993-10-12,17.06,,
1993-10-13,16.94,,
1993-10-14,17.13,,
1993-10-15,17.25,,
1993-10-18,17.06,,
1993-10-19,17.13,,
1993-10-20,17.13,,
1993-10-21,16.81,,
1993-10-22,16.75,,
1993-10-25,16.69,,
1993-10-26,16.75,,
1993-10-27,16.88,,
1993-10-28,16.94,,
1993-10-29,16.81,,
1993-11-01,16.94,,
1993-11-02,16.56,,
1993-11-03,16.06,,
1993-11-04,15.44,,
1993-11-05,15.56,,
1993-11-08,15.69,,
1993-11-09,15.88,,
1993-11-10,15.94,,
1993-11-11,15.81,,
1993-11-12,16.0,,
1993-11-15,15.75,,
1993-11-16,15.88,,
1993-11-17,15.88,,
1993-11-18,15.81,,
1993-11-19,15.69,,
1993-11-22,15.88,,
1993-11-23,16.06,,
1993-11-24,16.06,,
1993-11-26,16.06,,
1993-11-29,16.25,,
1993-11-30,16.19,,
1993-12-01,15.88,,
1993-12-02,15.94,,
1993-12-03,15.75,,
1993-12-06,15.94,,
1993-12-07,16.0,,
1993-12-08,15.75,,
1993-12-09,15.75,,
1993-12-10,15.81,,
1993-12-13,15.81,,
1993-12-14,15.69,,
1993-12-15,15.63,,
1993-12-16,15.81,,
1993-12-17,15.88,,
1993-12-20,16.0,,
1993-12-21,15.94,,
1993-12-22,16.25,,
1993-12-23,16.06,,
1993-12-27,16.19,,
1993-12-28,16.13,,
1993-12-29,16.13,,
1993-12-30,16.06,,
1993-12-31,16.0,,
1994-01-03,15.69,,
1994-01-04,15.75,,
1994-01-05,15.63,,
1994-01-06,15.25,,
1994-01-07,15.63,,
1994-01-10,15.44,,
1994-01-11,15.44,,
1994-01-12,15.5,,
1994-01-13,15.38,,
1994-01-14,15.44,,
1994-01-17,15.25,,
1994-01-18,15.13,,
1994-01-19,15.0,,
1994-01-20,15.06,,
1994-01-21,15.25,,
1994-01-24,15.0,,
1994-01-25,15.0,,
1994-01-26,15.38,,
1994-01-27,15.63,,
1994-01-28,15.63,,
1994-01-31,15.81,,
1994-02-01,15.56,,
1994-02-02,15.5,,
1994-02-03,15.5,,
1994-02-04,15.19,,
1994-02-07,15.31,,
1994-02-08,15.13,,
1994-02-09,15.19,,
1994-02-10,15.13,,
1994-02-11,15.19,,
1994-02-14,15.13,,
1994-02-15,14.88,,
1994-02-16,15.0,,
1994-02-17,14.88,,
1994-02-18,14.63,,
1994-02-22,14.88,,
1994-02-23,14.88,,
1994-02-24,14.81,,
1994-02-25,14.94,,
1994-02-28,15.19,,
1994-03-01,14.75,,
1994-03-02,14.88,,
1994-03-03,14.88,,
1994-03-04,15.06,,
1994-03-07,15.19,,
1994-03-08,15.0,,
1994-03-09,14.94,,
1994-03-10,14.63,,
1994-03-11,14.88,,
1994-03-14,14.69,,
1994-03-15,14.69,,
1994-03-16,14.81,,
1994-03-17,14.75,,
1994-03-18,14.69,,
1994-03-21,14.69,,
1994-03-22,14.81,,
1994-03-23,14.81,,
1994-03-24,14.63,,
1994-03-25,14.56,,
1994-03-28,14.75,,
1994-03-29,14.5,,
1994-03-30,14.25,,
1994-03-31,13.94,,
1994-04-04,13.94,,
1994-04-05,14.19,,
1994-04-06,14.06,,
1994-04-07,14.06,,
1994-04-08,13.94,,
1994-04-11,14.0,,
1994-04-12,13.94,,
1994-04-13,13.94,,
1994-04-14,13.88,,
1994-04-15,13.88,,
1994-04-18,13.75,,
1994-04-19,13.94,,
1994-04-20,14.44,,
1994-04-21,14.25,,
1994-04-22,14.13,,
1994-04-25,14.25,,
1994-04-26,14.31,,
1994-04-28,14.25,,
1994-04-29,14.31,,
1994-05-02,14.38,,
1994-05-03,14.25,,
1994-05-04,14.25,,
1994-05-05,14.0,,
1994-05-06,13.5,,
1994-05-09,13.19,,
1994-05-10,13.44,,
1994-05-11,12.94,,
1994-05-12,13.0,,
1994-05-13,13.19,,
1994-05-16,13.13,,
1994-05-17,13.25,,
1994-05-18,13.63,,
1994-05-19,13.69,,
1994-05-20,13.88,,
1994-05-23,13.69,,
1994-05-24,13.75,,
1994-05-25,13.63,,
1994-05-26,14.0,,
1994-05-27,13.88,,
1994-05-31,13.88,,
1994-06-01,13.44,,
1994-06-02,13.25,,
1994-06-03,13.38,,
1994-06-06,13.38,,
1994-06-07,13.38,,
1994-06-08,13.31,,
1994-06-09,13.31,,
1994-06-10,13.31,,
1994-06-13,13.31,,
1994-06-14,13.31,,
1994-06-15,13.25,,
1994-06-16,13.13,,
1994-06-17,12.94,,
1994-06-20,12.75,,
1994-06-21,12.56,,
1994-06-22,12.75,,
1994-06-23,12.69,,
1994-06-24,12.63,,
1994-06-27,12.69,,
1994-06-28,12.69,,
1994-06-29,12.94,,
1994-06-30,13.0,,
1994-07-01,13.0,,
1994-07-05,13.06,,
1994-07-06,13.0,,
1994-07-07,13.06,,
1994-07-08,13.19,,
1994-07-11,13.19,,
1994-07-12,13.06,,
1994-07-13,13.06,,
1994-07-14,13.25,,
1994-07-15,13.31,,
1994-07-18,13.31,,
1994-07-19,13.38,,
1994-07-20,13.31,,
1994-07-21,13.13,,
1994-07-22,13.25,,
1994-07-25,13.31,,
1994-07-26,13.38,,
1994-07-27,13.5,,
1994-07-28,13.63,,
1994-07-29,13.88,,
1994-08-01,14.0,,
1994-08-02,14.13,,
1994-08-03,14.19,,
1994-08-04,14.13,,
1994-08-05,14.0,,
1994-08-08,13.94,,
1994-08-09,13.81,,
1994-08-10,14.0,,
1994-08-11,13.75,,
1994-08-12,13.88,,
1994-08-15,13.88,,
1994-08-16,14.0,,
1994-08-17,13.75,,
1994-08-18,13.56,,
1994-08-19,13.69,,
1994-08-22,13.75,,
1994-08-23,13.88,,
1994-08-24,13.88,,
1994-08-25,13.81,,
1994-08-26,13.88,,
1994-08-29,14.0,,
1994-08-30,14.06,,
1994-08-31,13.88,,
1994-09-01,13.25,,
1994-09-02,13.06,,
1994-09-06,12.94,,
1994-09-07,12.81,,
1994-09-08,12.75,,
1994-09-09,12.5,,
1994-09-12,12.31,,
1994-09-13,12.31,,
1994-09-14,12.25,,
1994-09-15,12.56,,
1994-09-16,12.56,,
1994-09-19,12.44,,
1994-09-20,12.19,,
1994-09-21,12.25,,
1994-09-22,12.19,,
1994-09-23,12.38,,
1994-09-26,12.44,,
1994-09-27,12.69,,
1994-09-28,12.88,,
1994-09-29,13.06,,
1994-09-30,13.13,,
1994-10-03,13.06,,
1994-10-04,12.94,,
1994-10-05,12.81,,
1994-10-06,12.69,,
1994-10-07,12.88,,
1994-10-10,12.94,,
1994-10-11,13.25,,
1994-10-12,13.19,,
1994-10-13,13.38,,
1994-10-14,13.31,,
1994-10-17,13.25,,
1994-10-18,13.25,,
1994-10-19,13.13,,
1994-10-20,13.0,,
1994-10-21,12.94,,
1994-10-24,12.69,,
1994-10-25,12.75,,
1994-10-26,12.69,,
1994-10-27,12.81,,
1994-10-28,13.19,,
1994-10-31,13.13,,
1994-11-01,12.94,,
1994-11-02,12.94,,
1994-11-03,13.13,,
1994-11-04,12.88,,
1994-11-07,12.94,,
1994-11-08,12.94,,
1994-11-09,12.69,,
1994-11-10,12.69,,
1994-11-11,12.63,,
1994-11-14,12.69,,
1994-11-15,12.56,,
1994-11-16,12.69,,
1994-11-17,12.88,,
1994-11-18,12.69,,
1994-11-21,12.69,,
1994-11-22,12.75,,
1994-11-23,13.06,,
1994-11-25,13.31,,
1994-11-28,13.25,,
1994-11-29,13.38,,
1994-11-30,13.31,,
1994-12-01,12.75,,
1994-12-02,12.88,,
1994-12-05,13.0,,
1994-12-06,13.13,,
1994-12-07,13.06,,
1994-12-08,13.06,,
1994-12-09,13.13,,
1994-12-12,13.25,,
1994-12-13,13.25,,
1994-12-14,13.19,,
1994-12-15,13.38,,
1994-12-16,13.56,,
1994-12-19,13.38,,
1994-12-20,13.38,,
1994-12-21,13.38,,
1994-12-22,13.38,,
1994-12-23,13.5,,
1994-12-27,13.5,,
1994-12-28,13.38,,
1994-12-29,13.25,,
1994-12-30,13.25,,
1995-01-03,13.31,,
1995-01-04,13.31,,
1995-01-05,13.19,,
1995-01-06,13.06,,
1995-01-09,13.13,,
1995-01-10,13.25,,
1995-01-11,13.19,,
1995-01-12,13.25,,
1995-01-13,13.38,,
1995-01-16,13.56,,
1995-01-17,13.69,,
1995-01-18,13.63,,
1995-01-19,13.5,,
1995-01-20,13.5,,
1995-01-23,13.63,,
1995-01-24,13.69,,
1995-01-25,13.81,,
1995-01-26,14.0,,
1995-01-27,14.19,,
1995-01-30,14.38,,
1995-01-31,14.38,,
1995-02-01,14.38,,
1995-02-02,14.31,,
1995-02-03,14.56,,
1995-02-06,14.5,,
1995-02-07,14.5,,
1995-02-08,14.5,,
1995-02-09,14.25,,
1995-02-10,14.31,,
1995-02-13,14.25,,
1995-02-14,14.5,,
1995-02-15,14.69,,
1995-02-16,14.5,,
1995-02-17,14.56,,
1995-02-21,14.56,,
1995-02-22,14.81,,
1995-02-23,14.75,,
1995-02-24,14.75,,
1995-02-27,14.63,,
1995-02-28,14.56,,
1995-03-01,14.06,,
1995-03-02,13.69,,
1995-03-03,13.88,,
1995-03-06,13.81,,
1995-03-07,13.63,,
1995-03-08,13.75,,
1995-03-09,13.63,,
1995-03-10,13.69,,
1995-03-13,13.69,,
1995-03-14,13.94,,
1995-03-15,13.81,,
1995-03-16,13.69,,
1995-03-17,13.69,,
1995-03-20,13.56,,
1995-03-21,13.63,,
1995-03-22,13.69,,
1995-03-23,13.63,,
1995-03-24,13.69,,
1995-03-27,13.94,,
1995-03-28,13.88,,
1995-03-29,13.81,,
1995-03-30,13.88,,
1995-03-31,13.69,,
1995-04-03,13.63,,
1995-04-04,13.94,,
1995-04-05,14.13,,
1995-04-06,14.06,,
1995-04-07,14.06,,
1995-04-10,14.0,,
1995-04-11,13.88,,
1995-04-12,13.81,,
1995-04-13,13.88,,
1995-04-17,13.44,,
1995-04-18,13.5,,
1995-04-19,13.44,,
1995-04-20,13.69,,
1995-04-21,13.69,,
