date,CMI,CMI_EPS,PE Ratio
1985-06-14,8.72,,
1985-06-17,8.75,,
1985-06-18,8.13,,
1985-06-19,7.81,,
1985-06-20,7.44,,
1985-06-21,7.36,,
1985-06-24,7.42,,
1985-06-25,7.56,,
1985-06-26,7.61,,
1985-06-27,7.59,,
1985-06-28,7.94,,
1985-07-01,8.06,,
1985-07-02,8.11,,
1985-07-03,8.02,,
1985-07-05,8.06,,
1985-07-08,8.27,,
1985-07-09,8.17,,
1985-07-10,8.31,,
1985-07-11,8.56,,
1985-07-12,8.53,,
1985-07-15,8.61,,
1985-07-16,8.63,,
1985-07-17,8.59,,
1985-07-18,8.38,,
1985-07-19,8.44,,
1985-07-22,8.41,,
1985-07-23,8.48,,
1985-07-24,8.59,,
1985-07-25,8.66,,
1985-07-26,8.19,,
1985-07-29,8.22,,
1985-07-30,8.13,,
1985-07-31,8.16,,
1985-08-01,8.27,,
1985-08-02,8.27,,
1985-08-05,8.25,,
1985-08-06,8.11,,
1985-08-07,8.16,,
1985-08-08,8.09,,
1985-08-09,8.06,,
1985-08-12,8.09,,
1985-08-13,8.08,,
1985-08-14,8.13,,
1985-08-15,8.11,,
1985-08-16,8.06,,
1985-08-19,8.02,,
1985-08-20,8.0,,
1985-08-21,8.03,,
1985-08-22,8.0,,
1985-08-23,8.0,,
1985-08-26,7.92,,
1985-08-27,7.95,,
1985-08-28,8.05,,
1985-08-29,8.08,,
1985-08-30,8.08,,
1985-09-03,8.05,,
1985-09-04,7.92,,
1985-09-05,7.89,,
1985-09-06,7.88,,
1985-09-09,7.86,,
1985-09-10,7.94,,
1985-09-11,7.94,,
1985-09-12,8.06,,
1985-09-13,8.09,,
1985-09-16,8.09,,
1985-09-17,8.13,,
1985-09-18,8.09,,
1985-09-19,8.13,,
1985-09-20,8.06,,
1985-09-23,8.09,,
1985-09-24,8.08,,
1985-09-25,8.06,,
1985-09-26,8.06,,
1985-09-30,8.02,,
1985-10-01,8.03,,
1985-10-02,8.14,,
1985-10-03,8.02,,
1985-10-04,8.03,,
1985-10-07,8.03,,
1985-10-08,8.05,,
1985-10-09,8.09,,
1985-10-10,8.09,,
1985-10-11,8.13,,
1985-10-14,8.3,,
1985-10-15,8.27,,
1985-10-16,8.25,,
1985-10-17,8.22,,
1985-10-18,8.28,,
1985-10-21,8.13,,
1985-10-22,8.13,,
1985-10-23,8.13,,
1985-10-24,8.0,,
1985-10-25,8.0,,
1985-10-28,7.98,,
1985-10-29,8.02,,
1985-10-30,8.0,,
1985-10-31,7.97,,
1985-11-01,8.05,,
1985-11-04,8.08,,
1985-11-05,8.05,,
1985-11-06,8.14,,
1985-11-07,8.23,,
1985-11-08,8.41,,
1985-11-11,8.63,,
1985-11-12,8.88,,
1985-11-13,8.81,,
1985-11-14,9.0,,
1985-11-15,9.0,,
1985-11-18,9.05,,
1985-11-19,8.91,,
1985-11-20,8.81,,
1985-11-21,8.78,,
1985-11-22,8.69,,
1985-11-25,8.55,,
1985-11-26,8.34,,
1985-11-27,8.31,,
1985-11-29,8.34,,
1985-12-02,8.39,,
1985-12-03,8.67,,
1985-12-04,8.84,,
1985-12-05,8.72,,
1985-12-06,8.81,,
1985-12-09,8.77,,
1985-12-10,8.67,,
1985-12-11,8.8,,
1985-12-12,8.72,,
1985-12-13,8.94,,
1985-12-16,8.94,,
1985-12-17,8.91,,
1985-12-18,8.8,,
1985-12-19,8.69,,
1985-12-20,8.83,,
1985-12-23,8.83,,
1985-12-24,8.81,,
1985-12-26,8.81,,
1985-12-27,8.86,,
1985-12-30,8.91,,
1985-12-31,9.0,,
1986-01-02,9.16,,
1986-01-03,9.16,,
1986-01-06,9.09,,
1986-01-07,9.38,,
1986-01-08,9.23,,
1986-01-09,9.2,,
1986-01-10,9.19,,
1986-01-13,9.22,,
1986-01-14,9.09,,
1986-01-15,9.13,,
1986-01-16,9.11,,
1986-01-17,9.13,,
1986-01-20,9.13,,
1986-01-21,9.11,,
1986-01-22,9.08,,
1986-01-23,9.06,,
1986-01-24,9.13,,
1986-01-27,9.13,,
1986-01-28,9.3,,
1986-01-29,9.19,,
1986-01-30,9.25,,
1986-01-31,9.2,,
1986-02-03,9.19,,
1986-02-04,9.44,,
1986-02-05,9.42,,
1986-02-06,9.47,,
1986-02-07,9.47,,
1986-02-10,9.52,,
1986-02-11,9.38,,
1986-02-12,9.3,,
1986-02-13,9.25,,
1986-02-14,9.25,,
1986-02-18,9.31,,
1986-02-19,9.34,,
1986-02-20,9.42,,
1986-02-21,9.48,,
1986-02-24,9.7,,
1986-02-25,9.7,,
1986-02-26,9.63,,
1986-02-27,9.73,,
1986-02-28,9.67,,
1986-03-03,9.73,,
1986-03-04,9.73,,
1986-03-05,9.64,,
1986-03-06,9.48,,
1986-03-07,9.56,,
1986-03-10,9.44,,
1986-03-11,9.38,,
1986-03-12,9.34,,
1986-03-13,9.33,,
1986-03-14,9.41,,
1986-03-17,9.31,,
1986-03-18,9.31,,
1986-03-19,9.39,,
1986-03-20,9.34,,
1986-03-21,9.44,,
1986-03-24,9.42,,
1986-03-25,9.34,,
1986-03-26,9.41,,
1986-03-27,9.45,,
1986-03-31,9.59,,
1986-04-01,9.5,,
1986-04-02,9.41,,
1986-04-03,9.34,,
1986-04-04,9.06,,
1986-04-07,9.06,,
1986-04-08,9.08,,
1986-04-09,9.28,,
1986-04-10,9.31,,
1986-04-11,9.23,,
1986-04-14,9.16,,
1986-04-15,9.31,,
1986-04-16,9.36,,
1986-04-17,9.36,,
1986-04-18,9.34,,
1986-04-21,9.38,,
1986-04-22,9.3,,
1986-04-23,9.09,,
1986-04-24,8.91,,
1986-04-25,8.88,,
1986-04-28,8.8,,
1986-04-29,8.77,,
1986-04-30,8.5,,
1986-05-01,8.39,,
1986-05-02,8.28,,
1986-05-05,8.33,,
1986-05-06,8.33,,
1986-05-07,8.5,,
1986-05-08,8.72,,
1986-05-09,8.7,,
1986-05-12,8.88,,
1986-05-13,8.97,,
1986-05-14,8.91,,
1986-05-15,8.91,,
1986-05-16,8.84,,
1986-05-19,8.83,,
1986-05-20,8.97,,
1986-05-21,9.09,,
1986-05-22,9.08,,
1986-05-23,9.14,,
1986-05-27,9.11,,
1986-05-28,9.11,,
1986-05-29,8.88,,
1986-05-30,8.92,,
1986-06-02,8.91,,
1986-06-03,8.67,,
1986-06-04,8.7,,
1986-06-05,8.63,,
1986-06-06,8.61,,
1986-06-09,8.55,,
1986-06-10,8.59,,
1986-06-11,8.48,,
1986-06-12,8.31,,
1986-06-13,8.41,,
1986-06-16,8.5,,
1986-06-17,8.36,,
1986-06-18,8.2,,
1986-06-19,8.14,,
1986-06-20,8.31,,
1986-06-23,8.19,,
1986-06-24,8.28,,
1986-06-25,8.42,,
1986-06-26,8.39,,
1986-06-27,8.31,,
1986-06-30,8.33,,
1986-07-01,8.47,,
1986-07-02,8.38,,
1986-07-03,8.31,,
1986-07-07,8.34,,
1986-07-08,8.34,,
1986-07-09,8.31,,
1986-07-10,8.28,,
1986-07-11,8.22,,
1986-07-14,8.22,,
1986-07-15,7.92,,
1986-07-16,7.97,,
1986-07-17,7.88,,
1986-07-18,7.63,,
1986-07-21,7.47,,
1986-07-22,7.3,,
1986-07-23,7.31,,
1986-07-24,7.14,,
1986-07-25,7.03,,
1986-07-28,6.75,,
1986-07-29,6.59,,
1986-07-30,6.67,,
1986-07-31,6.61,,
1986-08-01,6.56,,
1986-08-04,6.53,,
1986-08-05,6.52,,
1986-08-06,6.63,,
1986-08-07,6.63,,
1986-08-08,6.72,,
1986-08-11,6.78,,
1986-08-12,6.91,,
1986-08-13,7.13,,
1986-08-14,7.33,,
1986-08-15,7.17,,
1986-08-18,7.22,,
1986-08-19,7.19,,
1986-08-20,7.23,,
1986-08-21,7.13,,
1986-08-22,7.13,,
1986-08-25,6.88,,
1986-08-26,6.91,,
1986-08-27,7.22,,
1986-08-28,7.44,,
1986-08-29,7.48,,
1986-09-02,7.63,,
1986-09-03,7.53,,
1986-09-04,7.61,,
1986-09-05,7.53,,
1986-09-08,7.56,,
1986-09-09,7.56,,
1986-09-10,7.48,,
1986-09-11,7.22,,
1986-09-12,7.06,,
1986-09-15,7.2,,
1986-09-16,7.22,,
1986-09-17,7.36,,
1986-09-18,7.22,,
1986-09-19,7.09,,
1986-09-22,7.44,,
1986-09-23,7.39,,
1986-09-24,7.33,,
1986-09-25,7.42,,
1986-09-26,7.41,,
1986-09-29,7.28,,
1986-09-30,7.41,,
1986-10-01,7.53,,
1986-10-02,7.48,,
1986-10-03,7.67,,
1986-10-06,7.75,,
1986-10-07,8.0,,
1986-10-08,8.09,,
1986-10-09,8.06,,
1986-10-10,7.97,,
1986-10-13,8.02,,
1986-10-14,8.0,,
1986-10-15,8.13,,
1986-10-16,8.06,,
1986-10-17,7.94,,
1986-10-20,7.88,,
1986-10-21,7.94,,
1986-10-22,8.03,,
1986-10-23,8.02,,
1986-10-24,8.0,,
1986-10-27,7.75,,
1986-10-28,7.69,,
1986-10-29,7.75,,
1986-10-30,7.73,,
1986-10-31,7.72,,
1986-11-03,7.73,,
1986-11-04,7.69,,
1986-11-05,7.72,,
1986-11-06,7.7,,
1986-11-07,7.78,,
1986-11-10,7.81,,
1986-11-11,7.84,,
1986-11-12,7.94,,
1986-11-13,7.81,,
1986-11-14,7.81,,
1986-11-17,7.83,,
1986-11-18,7.72,,
1986-11-19,7.69,,
1986-11-20,7.83,,
1986-11-21,8.0,,
1986-11-24,8.06,,
1986-11-25,8.02,,
1986-11-26,8.03,,
1986-11-28,7.97,,
1986-12-01,8.03,,
1986-12-02,8.2,,
1986-12-03,8.3,,
1986-12-04,8.5,,
1986-12-05,8.42,,
1986-12-08,8.38,,
1986-12-09,8.31,,
1986-12-10,8.36,,
1986-12-11,8.38,,
1986-12-12,8.34,,
1986-12-15,8.38,,
1986-12-16,8.28,,
1986-12-17,8.13,,
1986-12-18,8.16,,
1986-12-19,8.34,,
1986-12-22,8.25,,
1986-12-23,8.23,,
1986-12-24,8.31,,
1986-12-26,8.28,,
1986-12-29,8.44,,
1986-12-30,8.39,,
1986-12-31,8.39,,
1987-01-02,8.5,,
1987-01-05,8.78,,
1987-01-06,8.63,,
1987-01-07,8.61,,
1987-01-08,8.55,,
1987-01-09,8.72,,
1987-01-12,8.69,,
1987-01-13,8.7,,
1987-01-14,8.77,,
1987-01-15,8.92,,
1987-01-16,8.98,,
1987-01-19,9.0,,
1987-01-20,9.25,,
1987-01-21,9.16,,
1987-01-22,9.2,,
1987-01-23,8.97,,
1987-01-26,8.88,,
1987-01-27,8.98,,
1987-01-28,9.17,,
1987-01-29,9.19,,
1987-01-30,9.22,,
1987-02-02,9.44,,
1987-02-03,9.42,,
1987-02-04,9.52,,
1987-02-05,9.75,,
1987-02-06,9.91,,
1987-02-09,9.84,,
1987-02-10,9.7,,
1987-02-11,9.94,,
1987-02-12,9.83,,
1987-02-13,9.91,,
1987-02-17,10.03,,
1987-02-18,10.0,,
1987-02-19,10.13,,
1987-02-20,10.19,,
1987-02-23,10.09,,
1987-02-24,10.02,,
1987-02-25,10.11,,
1987-02-26,10.22,,
1987-02-27,10.44,,
1987-03-02,10.06,,
1987-03-03,10.05,,
1987-03-04,10.03,,
1987-03-05,9.95,,
1987-03-06,10.31,,
1987-03-09,10.27,,
1987-03-10,10.19,,
1987-03-11,10.33,,
1987-03-12,10.34,,
1987-03-13,10.16,,
1987-03-16,10.03,,
1987-03-17,9.98,,
1987-03-18,9.88,,
1987-03-19,9.97,,
1987-03-20,10.09,,
1987-03-23,10.09,,
1987-03-24,10.19,,
1987-03-25,10.13,,
1987-03-26,10.38,,
1987-03-27,10.28,,
1987-03-30,10.0,,
1987-03-31,10.05,,
1987-04-01,10.14,,
1987-04-02,9.95,,
1987-04-03,10.02,,
1987-04-06,10.17,,
1987-04-07,10.22,,
1987-04-08,10.59,,
1987-04-09,10.38,,
1987-04-10,10.44,,
1987-04-13,10.03,,
1987-04-14,9.77,,
1987-04-15,9.92,,
1987-04-16,10.19,,
1987-04-20,10.02,,
1987-04-21,10.41,,
1987-04-22,10.38,,
1987-04-23,10.19,,
1987-04-24,10.81,,
1987-04-27,10.53,,
1987-04-28,10.53,,
1987-04-29,10.59,,
1987-04-30,10.47,,
1987-05-01,10.63,,
1987-05-04,10.66,,
1987-05-05,11.06,,
1987-05-06,11.34,,
1987-05-07,11.28,,
1987-05-08,11.2,,
1987-05-11,11.16,,
1987-05-12,11.08,,
1987-05-13,11.0,,
1987-05-14,11.22,,
1987-05-15,11.19,,
1987-05-18,11.34,,
1987-05-19,11.44,,
1987-05-20,11.09,,
1987-05-21,11.03,,
1987-05-22,11.11,,
1987-05-26,11.17,,
1987-05-27,11.25,,
1987-05-28,11.56,,
1987-05-29,11.59,,
1987-06-01,11.5,,
1987-06-02,11.5,,
1987-06-03,11.56,,
1987-06-04,11.52,,
1987-06-05,11.58,,
1987-06-08,11.64,,
1987-06-09,11.73,,
1987-06-10,11.67,,
1987-06-11,11.69,,
1987-06-12,11.69,,
1987-06-15,11.69,,
1987-06-16,11.7,,
1987-06-17,11.27,,
1987-06-18,11.14,,
1987-06-19,11.17,,
1987-06-22,11.25,,
1987-06-23,11.41,,
1987-06-24,11.23,,
1987-06-25,11.34,,
1987-06-26,11.28,,
1987-06-29,11.38,,
1987-06-30,11.28,,
1987-07-01,11.25,,
1987-07-02,11.25,,
1987-07-06,11.16,,
1987-07-07,11.22,,
1987-07-08,10.78,,
1987-07-09,10.59,,
1987-07-10,10.56,,
1987-07-13,10.58,,
1987-07-14,11.03,,
1987-07-15,11.0,,
1987-07-16,11.13,,
1987-07-17,11.22,,
1987-07-20,11.05,,
1987-07-21,10.91,,
1987-07-22,10.92,,
1987-07-23,10.94,,
1987-07-24,10.95,,
1987-07-27,10.44,,
1987-07-28,10.33,,
1987-07-29,10.31,,
1987-07-30,10.22,,
1987-07-31,10.23,,
1987-08-03,10.22,,
1987-08-04,10.38,,
1987-08-05,10.48,,
1987-08-06,10.84,,
1987-08-07,10.94,,
1987-08-10,11.13,,
1987-08-11,11.41,,
1987-08-12,11.25,,
1987-08-13,11.41,,
1987-08-14,11.44,,
1987-08-17,11.27,,
1987-08-18,10.97,,
1987-08-19,11.13,,
1987-08-20,11.13,,
1987-08-21,11.09,,
1987-08-24,10.94,,
1987-08-25,10.86,,
1987-08-26,10.72,,
1987-08-27,10.78,,
1987-08-28,10.8,,
1987-08-31,10.83,,
1987-09-01,10.83,,
1987-09-02,10.64,,
1987-09-03,10.5,,
1987-09-04,10.5,,
1987-09-08,10.28,,
1987-09-09,10.13,,
1987-09-10,10.03,,
1987-09-11,10.22,,
1987-09-14,10.28,,
1987-09-15,10.25,,
1987-09-16,10.31,,
1987-09-17,10.31,,
1987-09-18,10.33,,
1987-09-21,10.31,,
1987-09-22,10.5,,
1987-09-23,10.64,,
1987-09-24,10.66,,
1987-09-25,10.34,,
1987-09-28,10.53,,
1987-09-29,10.5,,
1987-09-30,10.56,,
1987-10-01,10.66,,
1987-10-02,10.75,,
1987-10-05,10.73,,
1987-10-06,10.28,,
1987-10-07,10.03,,
1987-10-08,9.75,,
1987-10-09,9.42,,
1987-10-12,9.0,,
1987-10-13,9.05,,
1987-10-14,8.75,,
1987-10-15,8.66,,
1987-10-16,8.42,,
1987-10-19,6.84,,
1987-10-20,6.13,,
1987-10-21,5.94,,
1987-10-22,5.78,,
1987-10-23,5.91,,
1987-10-26,5.58,,
1987-10-27,5.53,,
1987-10-28,5.7,,
1987-10-29,5.81,,
1987-10-30,6.05,,
1987-11-02,5.75,,
1987-11-03,5.75,,
1987-11-04,5.67,,
1987-11-05,6.02,,
1987-11-06,6.16,,
1987-11-09,5.98,,
1987-11-10,5.89,,
1987-11-11,6.0,,
1987-11-12,6.13,,
1987-11-13,6.02,,
1987-11-16,6.09,,
1987-11-17,6.09,,
1987-11-18,6.13,,
1987-11-19,6.06,,
1987-11-20,6.0,,
1987-11-23,5.92,,
1987-11-24,5.83,,
1987-11-25,5.83,,
1987-11-27,5.81,,
1987-11-30,5.47,,
1987-12-01,5.47,,
1987-12-02,5.25,,
1987-12-03,5.13,,
1987-12-04,5.34,,
1987-12-07,5.38,,
1987-12-08,5.53,,
1987-12-09,5.58,,
1987-12-10,5.55,,
1987-12-11,5.63,,
1987-12-14,5.78,,
1987-12-15,5.73,,
1987-12-16,5.73,,
1987-12-17,5.75,,
1987-12-18,5.81,,
1987-12-21,5.86,,
1987-12-22,5.97,,
1987-12-23,6.2,,
1987-12-24,6.19,,
1987-12-28,6.09,,
1987-12-29,6.0,,
1987-12-30,6.05,,
1987-12-31,5.91,,
1988-01-04,6.31,,
1988-01-05,6.53,,
1988-01-06,6.42,,
1988-01-07,6.44,,
1988-01-08,6.16,,
1988-01-11,6.11,,
1988-01-12,6.02,,
1988-01-13,5.91,,
1988-01-14,5.88,,
1988-01-15,5.91,,
1988-01-18,5.88,,
1988-01-19,5.91,,
1988-01-20,5.69,,
1988-01-21,5.5,,
1988-01-22,5.44,,
1988-01-25,5.52,,
1988-01-26,5.53,,
1988-01-27,5.53,,
1988-01-28,5.72,,
1988-01-29,5.78,,
1988-02-01,5.78,,
1988-02-02,5.91,,
1988-02-03,5.98,,
1988-02-04,6.0,,
1988-02-05,6.02,,
1988-02-08,5.84,,
1988-02-09,5.78,,
1988-02-10,5.84,,
1988-02-11,6.09,,
1988-02-12,6.19,,
1988-02-16,6.13,,
1988-02-17,6.28,,
1988-02-18,6.39,,
1988-02-19,6.42,,
1988-02-22,6.64,,
1988-02-23,6.73,,
1988-02-24,6.66,,
1988-02-25,6.72,,
1988-02-26,6.98,,
1988-02-29,6.97,,
1988-03-01,6.86,,
1988-03-02,7.09,,
1988-03-03,7.22,,
1988-03-04,7.09,,
1988-03-07,7.08,,
1988-03-08,7.09,,
1988-03-09,7.13,,
1988-03-10,7.08,,
1988-03-11,7.17,,
1988-03-14,7.38,,
1988-03-15,7.31,,
1988-03-16,7.17,,
1988-03-17,7.33,,
1988-03-18,7.28,,
1988-03-21,7.45,,
1988-03-22,7.55,,
1988-03-23,7.52,,
1988-03-24,7.31,,
1988-03-25,7.19,,
1988-03-28,7.14,,
1988-03-29,7.2,,
1988-03-30,7.2,,
1988-03-31,7.16,,
1988-04-04,7.13,,
1988-04-05,7.31,,
1988-04-06,7.55,,
1988-04-07,7.53,,
1988-04-08,7.56,,
1988-04-11,7.56,,
1988-04-12,7.58,,
1988-04-13,7.36,,
1988-04-14,6.94,,
1988-04-15,6.66,,
1988-04-18,6.66,,
1988-04-19,6.69,,
1988-04-20,6.7,,
1988-04-21,6.75,,
1988-04-22,6.75,,
1988-04-25,6.7,,
1988-04-26,6.66,,
1988-04-27,6.59,,
1988-04-28,6.52,,
1988-04-29,6.38,,
1988-05-02,6.5,,
1988-05-03,6.64,,
1988-05-04,6.67,,
1988-05-05,6.7,,
1988-05-06,6.72,,
1988-05-09,6.67,,
1988-05-10,6.73,,
1988-05-11,6.59,,
1988-05-12,6.63,,
1988-05-13,6.63,,
1988-05-16,6.67,,
1988-05-17,6.61,,
1988-05-18,6.45,,
1988-05-19,6.55,,
1988-05-20,6.52,,
1988-05-23,6.47,,
1988-05-24,6.53,,
1988-05-25,6.63,,
1988-05-26,6.59,,
1988-05-27,6.55,,
1988-05-31,6.14,,
1988-06-01,6.33,,
1988-06-02,6.36,,
1988-06-03,6.38,,
1988-06-06,6.41,,
1988-06-07,6.41,,
1988-06-08,6.61,,
1988-06-09,6.69,,
1988-06-10,6.69,,
1988-06-13,6.67,,
1988-06-14,6.75,,
1988-06-15,6.78,,
1988-06-16,7.05,,
1988-06-17,7.06,,
1988-06-20,7.03,,
1988-06-21,7.0,,
1988-06-22,7.06,,
1988-06-23,7.0,,
1988-06-24,7.03,,
1988-06-27,6.97,,
1988-06-28,7.05,,
1988-06-29,6.94,,
1988-06-30,7.0,,
1988-07-01,6.98,,
1988-07-05,6.95,,
1988-07-06,6.95,,
1988-07-07,6.94,,
1988-07-08,6.89,,
1988-07-11,6.89,,
1988-07-12,6.78,,
1988-07-13,6.75,,
1988-07-14,6.73,,
1988-07-15,6.72,,
1988-07-18,6.59,,
1988-07-19,6.56,,
1988-07-20,6.56,,
1988-07-21,6.55,,
1988-07-22,6.48,,
1988-07-25,6.55,,
1988-07-26,6.55,,
1988-07-27,6.58,,
1988-07-28,6.55,,
1988-07-29,6.64,,
1988-08-01,6.59,,
1988-08-02,6.61,,
1988-08-03,6.63,,
1988-08-04,6.59,,
1988-08-05,6.53,,
1988-08-08,6.52,,
1988-08-09,6.42,,
1988-08-10,6.38,,
1988-08-11,6.28,,
1988-08-12,6.31,,
1988-08-15,6.27,,
1988-08-16,6.22,,
1988-08-17,6.03,,
1988-08-18,6.14,,
1988-08-19,6.03,,
1988-08-22,5.95,,
1988-08-23,5.84,,
1988-08-24,5.88,,
1988-08-25,5.86,,
1988-08-26,5.78,,
1988-08-29,5.83,,
1988-08-30,5.83,,
1988-08-31,5.73,,
1988-09-01,5.7,,
1988-09-02,5.64,,
1988-09-06,5.81,,
1988-09-07,5.75,,
1988-09-08,5.7,,
1988-09-09,5.77,,
1988-09-12,5.78,,
1988-09-13,5.88,,
1988-09-14,5.97,,
1988-09-15,6.31,,
1988-09-16,6.23,,
1988-09-19,6.22,,
1988-09-20,6.2,,
1988-09-21,6.19,,
1988-09-22,6.11,,
1988-09-23,6.03,,
1988-09-26,6.03,,
1988-09-27,6.03,,
1988-09-28,6.06,,
1988-09-29,6.14,,
1988-09-30,6.08,,
1988-10-03,6.11,,
1988-10-04,5.91,,
1988-10-05,6.0,,
1988-10-06,6.08,,
1988-10-07,6.13,,
1988-10-10,6.17,,
1988-10-11,6.17,,
1988-10-12,6.11,,
1988-10-13,6.05,,
1988-10-14,6.0,,
1988-10-17,6.02,,
1988-10-18,6.09,,
1988-10-19,6.06,,
1988-10-20,6.2,,
1988-10-21,6.39,,
1988-10-24,6.31,,
1988-10-25,6.22,,
1988-10-26,6.31,,
1988-10-27,6.23,,
1988-10-28,6.22,,
1988-10-31,6.25,,
1988-11-01,6.19,,
1988-11-02,6.25,,
1988-11-03,6.33,,
1988-11-04,6.25,,
1988-11-07,6.19,,
1988-11-08,6.16,,
1988-11-09,6.13,,
1988-11-10,6.16,,
1988-11-11,6.08,,
1988-11-14,6.09,,
1988-11-15,6.06,,
1988-11-16,5.97,,
1988-11-17,6.05,,
1988-11-18,6.08,,
1988-11-21,6.08,,
1988-11-22,6.05,,
1988-11-23,6.06,,
1988-11-25,5.94,,
1988-11-28,5.94,,
1988-11-29,5.91,,
1988-11-30,5.94,,
1988-12-01,5.94,,
1988-12-02,5.91,,
1988-12-05,5.98,,
1988-12-06,5.98,,
1988-12-07,6.02,,
1988-12-08,6.02,,
1988-12-09,6.03,,
1988-12-12,6.09,,
1988-12-13,6.06,,
1988-12-14,6.02,,
1988-12-15,6.0,,
1988-12-16,6.08,,
1988-12-19,6.14,,
1988-12-20,6.42,,
1988-12-21,7.17,,
1988-12-22,7.27,,
1988-12-23,8.38,,
1988-12-27,8.02,,
1988-12-28,7.97,,
1988-12-29,8.06,,
1988-12-30,8.03,,
1989-01-03,7.94,,
1989-01-04,8.03,,
1989-01-05,8.02,,
1989-01-06,8.0,,
1989-01-09,8.25,,
1989-01-10,8.16,,
1989-01-11,8.13,,
1989-01-12,8.03,,
1989-01-13,8.06,,
1989-01-16,7.97,,
1989-01-17,7.94,,
1989-01-18,7.97,,
1989-01-19,7.88,,
1989-01-20,7.94,,
1989-01-23,8.0,,
1989-01-24,8.06,,
1989-01-25,8.09,,
1989-01-26,8.19,,
1989-01-27,8.19,,
1989-01-30,8.13,,
1989-01-31,8.08,,
1989-02-01,7.98,,
1989-02-02,8.02,,
1989-02-03,8.11,,
1989-02-06,8.03,,
1989-02-07,8.05,,
1989-02-08,8.33,,
1989-02-09,8.23,,
1989-02-10,8.14,,
1989-02-13,8.13,,
1989-02-14,8.08,,
1989-02-15,8.09,,
1989-02-16,8.13,,
1989-02-17,8.09,,
1989-02-21,8.08,,
1989-02-22,8.0,,
1989-02-23,7.97,,
1989-02-24,7.95,,
1989-02-27,7.94,,
1989-02-28,7.95,,
1989-03-01,7.84,,
1989-03-02,7.88,,
1989-03-03,7.84,,
1989-03-06,7.91,,
1989-03-07,7.84,,
1989-03-08,7.84,,
1989-03-09,7.8,,
1989-03-10,7.84,,
1989-03-13,7.81,,
1989-03-14,7.8,,
1989-03-15,7.78,,
1989-03-16,7.75,,
1989-03-17,7.52,,
1989-03-20,7.58,,
1989-03-21,7.66,,
1989-03-22,7.64,,
1989-03-23,7.64,,
1989-03-27,7.7,,
1989-03-28,7.73,,
1989-03-29,7.81,,
1989-03-30,7.92,,
1989-03-31,7.98,,
1989-04-03,8.03,,
1989-04-04,8.27,,
1989-04-05,8.13,,
1989-04-06,8.13,,
1989-04-07,8.16,,
1989-04-10,8.14,,
1989-04-11,8.19,,
1989-04-12,8.33,,
1989-04-13,8.34,,
1989-04-14,8.45,,
1989-04-17,8.36,,
1989-04-18,8.31,,
1989-04-19,8.27,,
1989-04-20,8.5,,
1989-04-21,8.61,,
1989-04-24,8.56,,
1989-04-25,8.56,,
1989-04-26,8.5,,
1989-04-27,8.48,,
1989-04-28,8.56,,
1989-05-01,8.55,,
1989-05-02,8.56,,
1989-05-03,8.53,,
1989-05-04,8.5,,
1989-05-05,8.48,,
1989-05-08,8.39,,
1989-05-09,8.36,,
1989-05-10,8.39,,
1989-05-11,8.42,,
1989-05-12,8.53,,
1989-05-15,8.47,,
1989-05-16,8.58,,
1989-05-17,8.69,,
1989-05-18,8.69,,
1989-05-19,8.63,,
1989-05-22,8.52,,
1989-05-23,8.5,,
1989-05-24,8.64,,
1989-05-25,8.56,,
1989-05-26,8.64,,
1989-05-30,8.63,,
1989-05-31,8.64,,
1989-06-01,8.66,,
1989-06-02,8.63,,
1989-06-05,8.59,,
1989-06-06,8.67,,
1989-06-07,8.67,,
1989-06-08,8.73,,
1989-06-09,8.72,,
1989-06-12,8.75,,
1989-06-13,8.94,,
1989-06-14,8.91,,
1989-06-15,8.78,,
1989-06-16,8.73,,
1989-06-19,8.72,,
1989-06-20,8.67,,
1989-06-21,8.59,,
1989-06-22,8.55,,
1989-06-23,8.59,,
1989-06-26,8.53,,
1989-06-27,8.33,,
1989-06-28,8.25,,
1989-06-29,8.08,,
1989-06-30,7.95,,
1989-07-03,7.97,,
1989-07-05,7.94,,
1989-07-06,7.89,,
1989-07-07,7.91,,
1989-07-10,7.94,,
1989-07-11,7.94,,
1989-07-12,8.09,,
1989-07-13,8.03,,
1989-07-14,8.06,,
1989-07-17,7.48,,
1989-07-18,7.52,,
1989-07-19,7.47,,
1989-07-20,7.44,,
1989-07-21,7.36,,
1989-07-24,7.08,,
1989-07-25,7.22,,
1989-07-26,7.53,,
1989-07-27,7.59,,
1989-07-28,7.5,,
1989-07-31,7.38,,
1989-08-01,7.48,,
1989-08-02,7.67,,
1989-08-03,7.81,,
1989-08-04,7.89,,
1989-08-07,8.0,,
1989-08-08,7.84,,
1989-08-09,7.84,,
1989-08-10,8.13,,
1989-08-11,8.17,,
1989-08-14,8.05,,
1989-08-15,7.94,,
1989-08-16,7.94,,
1989-08-17,7.75,,
1989-08-18,7.58,,
1989-08-21,7.31,,
1989-08-22,7.34,,
1989-08-23,7.53,,
1989-08-24,7.61,,
1989-08-25,7.56,,
1989-08-28,7.53,,
1989-08-29,7.61,,
1989-08-30,7.58,,
1989-08-31,7.56,,
1989-09-01,7.56,,
1989-09-05,7.47,,
1989-09-06,7.56,,
1989-09-07,7.56,,
1989-09-08,7.55,,
1989-09-11,7.55,,
1989-09-12,7.58,,
1989-09-13,7.56,,
1989-09-14,7.42,,
