date,FIS,FIS_EPS,PE Ratio
2001-10-30,27.78,0.31,89.61290322580646
2001-10-31,28.5,0.31,91.93548387096774
2001-11-01,27.88,0.31,89.93548387096774
2001-11-02,27.78,0.31,89.61290322580646
2001-11-05,28.03,0.31,90.41935483870968
2001-11-06,27.94,0.31,90.12903225806453
2001-11-07,27.99,0.31,90.29032258064515
2001-11-08,28.58,0.31,92.19354838709677
2001-11-09,28.15,0.31,90.80645161290322
2001-11-12,28.74,0.31,92.70967741935483
2001-11-13,29.02,0.31,93.61290322580645
2001-11-14,29.4,0.35,84.0
2001-11-15,29.9,0.35,85.42857142857143
2001-11-16,30.04,0.35,85.82857142857144
2001-11-19,30.81,0.35,88.02857142857142
2001-11-20,30.36,0.35,86.74285714285715
2001-11-21,30.5,0.35,87.14285714285715
2001-11-23,30.49,0.35,87.11428571428571
2001-11-26,30.49,0.35,87.11428571428571
2001-11-27,30.5,0.35,87.14285714285715
2001-11-28,30.21,0.35,86.31428571428572
2001-11-29,29.99,0.35,85.68571428571428
2001-11-30,29.42,0.35,84.05714285714286
2001-12-03,29.11,0.35,83.17142857142858
2001-12-04,29.21,0.35,83.45714285714287
2001-12-05,30.68,0.35,87.65714285714286
2001-12-06,30.5,0.35,87.14285714285715
2001-12-07,30.72,0.35,87.77142857142857
2001-12-10,30.94,0.35,88.4
2001-12-11,31.47,0.35,89.91428571428571
2001-12-12,31.95,0.35,91.28571428571429
2001-12-13,32.21,0.35,92.02857142857144
2001-12-14,33.0,0.35,94.28571428571429
2001-12-17,33.18,0.35,94.80000000000001
2001-12-18,34.13,0.35,97.51428571428573
2001-12-19,33.11,0.35,94.60000000000001
2001-12-20,33.64,0.35,96.11428571428573
2001-12-21,34.85,0.35,99.57142857142858
2001-12-24,35.45,0.35,101.2857142857143
2001-12-26,35.07,0.35,100.2
2001-12-27,34.43,0.35,98.37142857142858
2001-12-28,34.7,0.35,99.14285714285715
2001-12-31,34.22,0.35,97.77142857142857
2002-01-02,35.2,0.35,100.57142857142858
2002-01-03,35.34,0.35,100.97142857142859
2002-01-04,35.0,0.35,100.0
2002-01-07,33.93,0.35,96.94285714285715
2002-01-08,33.74,0.35,96.4
2002-01-09,34.48,0.35,98.5142857142857
2002-01-10,33.84,0.35,96.6857142857143
2002-01-11,34.06,0.35,97.31428571428573
2002-01-14,34.96,0.35,99.8857142857143
2002-01-15,34.8,0.35,99.42857142857143
2002-01-16,34.55,0.35,98.71428571428571
2002-01-17,35.13,0.35,100.37142857142858
2002-01-18,34.85,0.35,99.57142857142858
2002-01-22,34.1,0.35,97.42857142857144
2002-01-23,33.97,0.35,97.05714285714286
2002-01-24,34.44,0.35,98.4
2002-01-25,34.1,0.35,97.42857142857144
2002-01-28,34.32,0.35,98.05714285714286
2002-01-29,34.1,0.35,97.42857142857144
2002-01-30,34.45,0.35,98.42857142857144
2002-01-31,34.69,0.35,99.11428571428571
2002-02-01,35.56,0.35,101.60000000000001
2002-02-04,35.2,0.35,100.57142857142858
2002-02-05,35.3,0.35,100.85714285714286
2002-02-06,35.24,0.35,100.6857142857143
2002-02-07,35.23,0.35,100.65714285714286
2002-02-08,35.24,0.35,100.6857142857143
2002-02-11,35.1,0.35,100.28571428571429
2002-02-12,34.96,0.35,99.8857142857143
2002-02-13,35.46,0.35,101.31428571428572
2002-02-14,35.12,0.35,100.34285714285714
2002-02-15,35.25,0.35,100.71428571428572
2002-02-19,35.47,0.35,101.34285714285714
2002-02-20,35.52,0.35,101.4857142857143
2002-02-21,34.62,0.35,98.91428571428571
2002-02-22,34.87,0.35,99.62857142857143
2002-02-25,34.85,0.35,99.57142857142858
2002-02-26,34.75,0.35,99.28571428571429
2002-02-27,35.11,0.35,100.31428571428572
2002-02-28,37.15,0.35,106.14285714285714
2002-03-01,38.94,0.35,111.25714285714285
2002-03-04,39.87,0.35,113.91428571428571
2002-03-05,39.94,0.35,114.11428571428571
2002-03-06,40.22,0.35,114.91428571428573
2002-03-07,40.45,0.35,115.57142857142858
2002-03-08,40.6,0.35,116.00000000000001
2002-03-11,41.1,0.35,117.42857142857144
2002-03-12,41.26,0.35,117.88571428571429
2002-03-13,40.92,0.35,116.91428571428573
2002-03-14,41.04,0.35,117.25714285714287
2002-03-15,40.44,0.35,115.54285714285714
2002-03-18,39.32,0.35,112.34285714285716
2002-03-19,38.51,0.35,110.02857142857142
2002-03-20,38.71,0.35,110.60000000000001
2002-03-21,39.5,0.35,112.85714285714286
2002-03-22,39.93,0.35,114.08571428571429
2002-03-25,39.82,0.35,113.77142857142859
2002-03-26,39.7,0.35,113.42857142857144
2002-03-27,39.77,0.35,113.62857142857145
2002-03-28,39.7,0.35,113.42857142857144
2002-04-01,40.79,0.35,116.54285714285714
2002-04-02,41.43,0.35,118.37142857142858
2002-04-03,40.74,0.35,116.40000000000002
2002-04-04,40.88,0.35,116.80000000000001
2002-04-05,41.5,0.35,118.57142857142858
2002-04-08,41.97,0.35,119.91428571428573
2002-04-09,42.56,0.35,121.60000000000001
2002-04-10,42.66,0.35,121.88571428571429
2002-04-11,41.86,0.35,119.60000000000001
2002-04-12,41.73,0.35,119.22857142857143
2002-04-15,41.91,0.35,119.74285714285715
2002-04-16,42.25,0.35,120.71428571428572
2002-04-17,41.34,0.35,118.11428571428573
2002-04-18,41.25,0.35,117.85714285714286
2002-04-19,42.12,0.35,120.34285714285714
2002-04-22,42.76,0.35,122.17142857142858
2002-04-23,42.8,0.35,122.28571428571429
2002-04-24,41.45,0.35,118.42857142857144
2002-04-25,40.67,0.35,116.20000000000002
2002-04-26,39.84,0.35,113.82857142857145
2002-04-29,38.96,0.35,111.31428571428572
2002-04-30,38.8,0.35,110.85714285714286
2002-05-01,39.0,0.35,111.42857142857143
2002-05-02,38.79,0.35,110.82857142857144
2002-05-03,38.76,0.35,110.74285714285715
2002-05-06,38.77,0.35,110.77142857142859
2002-05-07,40.66,0.35,116.17142857142856
2002-05-08,40.25,0.35,115.00000000000001
2002-05-09,40.5,0.35,115.71428571428572
2002-05-10,40.62,0.35,116.05714285714286
2002-05-13,41.81,0.35,119.45714285714287
2002-05-14,43.56,0.23,189.3913043478261
2002-05-15,43.65,0.23,189.78260869565216
2002-05-16,43.7,0.23,190.0
2002-05-17,43.5,0.23,189.1304347826087
2002-05-20,43.75,0.23,190.2173913043478
2002-05-21,42.77,0.23,185.95652173913044
2002-05-22,42.86,0.23,186.3478260869565
2002-05-23,42.56,0.23,185.04347826086956
2002-05-24,42.93,0.23,186.65217391304347
2002-05-28,42.35,0.23,184.1304347826087
2002-05-29,42.37,0.23,184.2173913043478
2002-05-30,42.4,0.23,184.3478260869565
2002-05-31,43.0,0.23,186.95652173913044
2002-06-03,44.12,0.23,191.82608695652172
2002-06-04,44.13,0.23,191.8695652173913
2002-06-05,44.0,0.23,191.30434782608694
2002-06-06,42.85,0.23,186.30434782608697
2002-06-07,43.17,0.23,187.69565217391303
2002-06-10,43.88,0.23,190.7826086956522
2002-06-11,43.05,0.23,187.17391304347825
2002-06-12,42.38,0.23,184.2608695652174
2002-06-13,41.59,0.23,180.82608695652175
2002-06-14,42.22,0.23,183.56521739130434
2002-06-17,42.75,0.23,185.86956521739128
2002-06-18,43.37,0.23,188.56521739130432
2002-06-19,43.18,0.23,187.7391304347826
2002-06-20,42.54,0.23,184.9565217391304
2002-06-21,40.25,0.23,175.0
2002-06-24,40.37,0.23,175.52173913043475
2002-06-25,38.89,0.23,169.08695652173913
2002-06-26,37.4,0.23,162.6086956521739
2002-06-27,36.23,0.23,157.52173913043475
2002-06-28,37.11,0.23,161.3478260869565
2002-07-01,36.83,0.23,160.1304347826087
2002-07-02,36.1,0.23,156.95652173913044
2002-07-03,36.36,0.23,158.08695652173913
2002-07-05,36.95,0.23,160.65217391304347
2002-07-08,37.89,0.23,164.7391304347826
2002-07-09,37.32,0.23,162.26086956521738
2002-07-10,35.75,0.23,155.43478260869566
2002-07-11,34.79,0.23,151.26086956521738
2002-07-12,33.56,0.23,145.91304347826087
2002-07-15,32.91,0.23,143.0869565217391
2002-07-16,32.69,0.23,142.1304347826087
2002-07-17,32.81,0.23,142.65217391304347
2002-07-18,31.56,0.23,137.2173913043478
2002-07-19,30.78,0.23,133.82608695652175
2002-07-22,30.63,0.23,133.17391304347825
2002-07-23,29.5,0.23,128.26086956521738
2002-07-24,30.4,0.23,132.17391304347825
2002-07-25,31.23,0.23,135.78260869565216
2002-07-26,31.63,0.23,137.52173913043478
2002-07-29,33.51,0.23,145.69565217391303
2002-07-30,34.24,0.23,148.8695652173913
2002-07-31,32.72,0.23,142.26086956521738
2002-08-01,32.16,0.23,139.82608695652172
2002-08-02,30.95,0.23,134.56521739130434
2002-08-05,29.92,0.23,130.08695652173913
2002-08-06,30.2,0.23,131.30434782608694
2002-08-07,30.4,0.23,132.17391304347825
2002-08-08,30.0,0.23,130.43478260869566
2002-08-09,30.92,0.23,134.43478260869566
2002-08-12,31.96,0.23,138.95652173913044
2002-08-13,30.62,0.23,133.1304347826087
2002-08-14,30.88,0.33,93.57575757575756
2002-08-15,32.37,0.33,98.09090909090908
2002-08-16,32.2,0.33,97.57575757575758
2002-08-19,33.43,0.33,101.3030303030303
2002-08-20,32.8,0.33,99.39393939393938
2002-08-21,33.1,0.33,100.3030303030303
2002-08-22,33.69,0.33,102.09090909090908
2002-08-23,32.85,0.33,99.54545454545455
2002-08-26,33.5,0.33,101.51515151515152
2002-08-27,32.99,0.33,99.96969696969697
2002-08-28,32.75,0.33,99.24242424242424
2002-08-29,32.94,0.33,99.81818181818181
2002-08-30,32.86,0.33,99.57575757575756
2002-09-03,31.56,0.33,95.63636363636363
2002-09-04,33.45,0.33,101.36363636363637
2002-09-05,30.49,0.33,92.39393939393939
2002-09-06,30.36,0.33,92.0
2002-09-09,29.5,0.33,89.39393939393939
2002-09-10,28.81,0.33,87.3030303030303
2002-09-11,29.0,0.33,87.87878787878788
2002-09-12,28.78,0.33,87.21212121212122
2002-09-13,28.35,0.33,85.9090909090909
2002-09-16,28.96,0.33,87.75757575757575
2002-09-17,29.14,0.33,88.3030303030303
2002-09-18,28.9,0.33,87.57575757575756
2002-09-19,28.4,0.33,86.06060606060605
2002-09-20,19.1,0.33,57.87878787878788
2002-09-23,18.97,0.33,57.48484848484848
2002-09-24,18.08,0.33,54.78787878787878
2002-09-25,20.31,0.33,61.54545454545454
2002-09-26,21.4,0.33,64.84848484848484
2002-09-27,20.55,0.33,62.27272727272727
2002-09-30,20.1,0.33,60.909090909090914
2002-10-01,21.02,0.33,63.696969696969695
2002-10-02,20.98,0.33,63.57575757575757
2002-10-03,20.8,0.33,63.03030303030303
2002-10-04,20.86,0.33,63.212121212121204
2002-10-07,20.5,0.33,62.12121212121212
2002-10-08,21.83,0.33,66.15151515151514
2002-10-09,21.68,0.33,65.69696969696969
2002-10-10,21.87,0.33,66.27272727272727
2002-10-11,22.23,0.33,67.36363636363636
2002-10-14,22.58,0.33,68.42424242424242
2002-10-15,23.1,0.33,70.0
2002-10-16,22.15,0.33,67.12121212121211
2002-10-17,23.11,0.33,70.03030303030303
2002-10-18,22.87,0.33,69.3030303030303
2002-10-21,24.54,0.33,74.36363636363636
2002-10-22,23.42,0.33,70.96969696969697
2002-10-23,23.11,0.33,70.03030303030303
2002-10-24,22.45,0.33,68.03030303030303
2002-10-25,22.7,0.33,68.78787878787878
2002-10-28,22.23,0.33,67.36363636363636
2002-10-29,20.9,0.33,63.33333333333333
2002-10-30,21.15,0.33,64.09090909090908
2002-10-31,21.0,0.33,63.63636363636363
2002-11-01,21.87,0.33,66.27272727272727
2002-11-04,21.95,0.33,66.51515151515152
2002-11-05,22.07,0.33,66.87878787878788
2002-11-06,22.35,0.33,67.72727272727273
2002-11-07,21.9,0.33,66.36363636363636
2002-11-08,21.74,0.33,65.87878787878788
2002-11-11,21.1,0.33,63.93939393939394
2002-11-12,21.0,0.33,63.63636363636363
2002-11-13,21.06,0.33,63.81818181818181
2002-11-14,22.08,0.4,55.199999999999996
2002-11-15,22.5,0.4,56.25
2002-11-18,22.61,0.4,56.525
2002-11-19,22.26,0.4,55.65
2002-11-20,22.5,0.4,56.25
2002-11-21,23.26,0.4,58.15
2002-11-22,23.79,0.4,59.474999999999994
2002-11-25,23.95,0.4,59.87499999999999
2002-11-26,24.22,0.4,60.55
2002-11-27,24.4,0.4,60.99999999999999
2002-11-29,24.15,0.4,60.37499999999999
2002-12-02,24.89,0.4,62.225
2002-12-03,25.24,0.4,63.099999999999994
2002-12-04,25.12,0.4,62.8
2002-12-05,25.5,0.4,63.75
2002-12-06,25.3,0.4,63.25
2002-12-09,24.97,0.4,62.425
2002-12-10,25.7,0.4,64.25
2002-12-11,26.18,0.4,65.44999999999999
2002-12-12,26.4,0.4,65.99999999999999
2002-12-13,25.5,0.4,63.75
2002-12-16,26.17,0.4,65.425
2002-12-17,25.35,0.4,63.375
2002-12-18,24.7,0.4,61.74999999999999
2002-12-19,24.28,0.4,60.7
2002-12-20,24.14,0.4,60.35
2002-12-23,24.17,0.4,60.425000000000004
2002-12-24,23.98,0.4,59.949999999999996
2002-12-26,24.59,0.4,61.474999999999994
2002-12-27,24.6,0.4,61.5
2002-12-30,23.93,0.4,59.824999999999996
2002-12-31,24.55,0.4,61.375
2003-01-02,25.27,0.4,63.175
2003-01-03,24.95,0.4,62.37499999999999
2003-01-06,25.78,0.4,64.45
2003-01-07,25.49,0.4,63.724999999999994
2003-01-08,25.25,0.4,63.125
2003-01-09,26.04,0.4,65.1
2003-01-10,26.04,0.4,65.1
2003-01-13,26.49,0.4,66.225
2003-01-14,25.95,0.4,64.875
2003-01-15,25.42,0.4,63.550000000000004
2003-01-16,25.3,0.4,63.25
2003-01-17,24.67,0.4,61.675000000000004
2003-01-21,24.73,0.4,61.824999999999996
2003-01-22,23.8,0.4,59.5
2003-01-23,24.0,0.4,60.0
2003-01-24,24.05,0.4,60.125
2003-01-27,24.3,0.4,60.75
2003-01-28,24.98,0.4,62.449999999999996
2003-01-29,25.15,0.4,62.87499999999999
2003-01-30,24.94,0.4,62.35
2003-01-31,25.58,0.4,63.949999999999996
2003-02-03,25.52,0.4,63.8
2003-02-04,25.35,0.4,63.375
2003-02-05,25.11,0.4,62.775
2003-02-06,24.96,0.4,62.4
2003-02-07,24.54,0.4,61.349999999999994
2003-02-10,24.5,0.4,61.25
2003-02-11,24.24,0.4,60.599999999999994
2003-02-12,24.1,0.4,60.25
2003-02-13,23.1,0.4,57.75
2003-02-14,23.08,0.46,50.17391304347826
2003-02-18,23.56,0.46,51.21739130434782
2003-02-19,23.53,0.46,51.15217391304348
2003-02-20,23.85,0.46,51.84782608695652
2003-02-21,24.07,0.46,52.326086956521735
2003-02-24,23.5,0.46,51.086956521739125
2003-02-25,23.92,0.46,52.0
2003-02-26,23.69,0.46,51.5
2003-02-27,24.23,0.46,52.67391304347826
2003-02-28,24.06,0.46,52.30434782608695
2003-03-03,24.06,0.46,52.30434782608695
2003-03-04,23.7,0.46,51.52173913043478
2003-03-05,23.87,0.46,51.891304347826086
2003-03-06,23.93,0.46,52.02173913043478
2003-03-07,23.91,0.46,51.97826086956522
2003-03-10,22.89,0.46,49.76086956521739
2003-03-11,21.65,0.46,47.065217391304344
2003-03-12,21.68,0.46,47.130434782608695
2003-03-13,22.72,0.46,49.39130434782608
2003-03-14,22.89,0.46,49.76086956521739
2003-03-17,23.7,0.46,51.52173913043478
2003-03-18,23.85,0.46,51.84782608695652
2003-03-19,24.02,0.46,52.21739130434782
2003-03-20,24.15,0.46,52.49999999999999
2003-03-21,25.27,0.46,54.93478260869565
2003-03-24,24.87,0.46,54.065217391304344
2003-03-25,25.21,0.46,54.80434782608695
2003-03-26,25.4,0.46,55.21739130434782
2003-03-27,25.01,0.46,54.369565217391305
2003-03-28,25.1,0.46,54.56521739130435
2003-03-31,25.2,0.46,54.78260869565217
2003-04-01,24.72,0.46,53.7391304347826
2003-04-02,24.8,0.46,53.91304347826087
2003-04-03,25.1,0.46,54.56521739130435
2003-04-04,24.99,0.46,54.326086956521735
2003-04-07,24.96,0.46,54.26086956521739
2003-04-08,25.02,0.46,54.391304347826086
2003-04-09,25.0,0.46,54.347826086956516
2003-04-10,25.02,0.46,54.391304347826086
2003-04-11,24.37,0.46,52.97826086956522
2003-04-14,25.24,0.46,54.8695652173913
2003-04-15,25.53,0.46,55.5
2003-04-16,25.14,0.46,54.65217391304348
2003-04-17,25.25,0.46,54.891304347826086
2003-04-21,25.52,0.46,55.47826086956521
2003-04-22,26.03,0.46,56.58695652173913
2003-04-23,26.65,0.46,57.93478260869565
2003-04-24,25.6,0.46,55.65217391304348
2003-04-25,25.19,0.46,54.76086956521739
2003-04-28,25.6,0.46,55.65217391304348
2003-04-29,24.99,0.46,54.326086956521735
2003-04-30,24.99,0.46,54.326086956521735
2003-05-01,24.88,0.46,54.086956521739125
2003-05-02,25.37,0.46,55.15217391304348
2003-05-05,25.55,0.46,55.54347826086956
2003-05-06,26.07,0.46,56.67391304347826
2003-05-07,26.0,0.46,56.52173913043478
2003-05-08,25.5,0.46,55.43478260869565
2003-05-09,25.16,0.46,54.69565217391304
2003-05-12,25.0,0.46,54.347826086956516
2003-05-13,24.8,0.46,53.91304347826087
2003-05-14,24.83,0.46,53.97826086956521
2003-05-15,24.45,0.3,81.5
2003-05-16,24.55,0.3,81.83333333333334
2003-05-19,24.47,0.3,81.56666666666666
2003-05-20,25.14,0.3,83.80000000000001
2003-05-21,24.98,0.3,83.26666666666667
2003-05-22,25.11,0.3,83.7
2003-05-23,25.57,0.3,85.23333333333333
2003-05-27,25.78,0.3,85.93333333333334
2003-05-28,26.45,0.3,88.16666666666667
2003-05-29,27.0,0.3,90.0
2003-05-30,27.71,0.3,92.36666666666667
2003-06-02,28.21,0.3,94.03333333333335
2003-06-03,27.85,0.3,92.83333333333334
2003-06-04,28.19,0.3,93.96666666666667
2003-06-05,29.71,0.3,99.03333333333335
2003-06-06,30.3,0.3,101.0
2003-06-09,28.98,0.3,96.60000000000001
2003-06-10,29.03,0.3,96.76666666666668
2003-06-11,29.21,0.3,97.36666666666667
2003-06-12,29.18,0.3,97.26666666666667
2003-06-13,28.76,0.3,95.86666666666667
2003-06-16,29.46,0.3,98.2
2003-06-17,29.47,0.3,98.23333333333333
2003-06-18,29.17,0.3,97.23333333333335
2003-06-19,28.75,0.3,95.83333333333334
2003-06-20,28.48,0.3,94.93333333333334
2003-06-23,28.15,0.3,93.83333333333333
2003-06-24,28.14,0.3,93.80000000000001
2003-06-25,28.06,0.3,93.53333333333333
2003-06-26,28.12,0.3,93.73333333333333
2003-06-27,27.8,0.3,92.66666666666667
2003-06-30,27.75,0.3,92.5
2003-07-01,27.48,0.3,91.60000000000001
2003-07-02,28.0,0.3,93.33333333333334
2003-07-03,28.08,0.3,93.6
2003-07-07,28.55,0.3,95.16666666666667
2003-07-08,28.5,0.3,95.0
2003-07-09,28.83,0.3,96.1
2003-07-10,28.06,0.3,93.53333333333333
2003-07-11,28.72,0.3,95.73333333333333
2003-07-14,29.3,0.3,97.66666666666667
2003-07-15,29.25,0.3,97.5
2003-07-16,29.36,0.3,97.86666666666667
2003-07-17,28.05,0.3,93.5
2003-07-18,28.26,0.3,94.2
2003-07-21,27.89,0.3,92.96666666666667
2003-07-22,27.64,0.3,92.13333333333334
2003-07-23,27.51,0.3,91.7
2003-07-24,26.57,0.3,88.56666666666668
2003-07-25,26.42,0.3,88.06666666666668
2003-07-28,26.95,0.3,89.83333333333333
2003-07-29,26.98,0.3,89.93333333333334
2003-07-30,27.26,0.3,90.86666666666667
2003-07-31,27.23,0.3,90.76666666666667
2003-08-01,27.02,0.3,90.06666666666666
2003-08-04,27.43,0.32,85.71875
2003-08-05,27.15,0.32,84.84375
2003-08-06,27.26,0.32,85.1875
2003-08-07,27.38,0.32,85.5625
2003-08-08,27.3,0.32,85.3125
2003-08-11,27.15,0.32,84.84375
2003-08-12,27.41,0.32,85.65625
2003-08-13,28.0,0.32,87.5
2003-08-14,28.89,0.32,90.28125
2003-08-15,28.84,0.32,90.125
2003-08-18,28.95,0.32,90.46875
2003-08-19,29.31,0.32,91.59375
2003-08-20,29.63,0.32,92.59375
2003-08-21,29.96,0.32,93.625
2003-08-22,29.92,0.32,93.5
2003-08-25,29.88,0.32,93.375
2003-08-26,29.63,0.32,92.59375
2003-08-27,29.95,0.32,93.59375
2003-08-28,29.94,0.32,93.5625
2003-08-29,30.25,0.32,94.53125
2003-09-02,31.55,0.32,98.59375
2003-09-03,32.52,0.32,101.62500000000001
2003-09-04,32.05,0.32,100.15624999999999
2003-09-05,32.13,0.32,100.40625
2003-09-08,32.51,0.32,101.59374999999999
2003-09-09,32.05,0.32,100.15624999999999
2003-09-10,31.43,0.32,98.21875
2003-09-11,31.25,0.32,97.65625
2003-09-12,31.5,0.32,98.4375
2003-09-15,31.04,0.32,97.0
2003-09-16,31.85,0.32,99.53125
2003-09-17,32.31,0.32,100.96875
2003-09-18,32.6,0.32,101.875
2003-09-19,32.92,0.32,102.875
2003-09-22,32.79,0.32,102.46875
2003-09-23,32.9,0.32,102.8125
2003-09-24,32.4,0.32,101.25
2003-09-25,31.65,0.32,98.90625
2003-09-26,31.95,0.32,99.84375
2003-09-29,32.82,0.32,102.5625
2003-09-30,32.11,0.32,100.34375
2003-10-01,33.06,0.32,103.3125
2003-10-02,32.71,0.32,102.21875
2003-10-03,33.0,0.32,103.125
2003-10-06,32.94,0.32,102.93749999999999
2003-10-07,32.8,0.32,102.49999999999999
2003-10-08,32.7,0.32,102.1875
2003-10-09,32.75,0.32,102.34375
2003-10-10,32.87,0.32,102.71874999999999
2003-10-13,32.71,0.32,102.21875
2003-10-14,32.65,0.32,102.03125
2003-10-15,32.48,0.32,101.49999999999999
2003-10-16,32.92,0.32,102.875
2003-10-17,32.27,0.32,100.84375000000001
2003-10-20,32.48,0.32,101.49999999999999
2003-10-21,31.86,0.32,99.5625
2003-10-22,31.4,0.32,98.125
2003-10-23,31.85,0.32,99.53125
2003-10-24,31.88,0.32,99.625
2003-10-27,31.98,0.32,99.9375
2003-10-28,31.9,0.32,99.6875
2003-10-29,32.1,0.32,100.3125
2003-10-30,33.02,0.32,103.18750000000001
2003-10-31,33.66,0.32,105.18749999999999
2003-11-03,33.41,0.32,104.40624999999999
2003-11-04,33.54,0.32,104.8125
2003-11-05,33.3,0.32,104.06249999999999
2003-11-06,33.02,0.32,103.18750000000001
2003-11-07,33.54,0.32,104.8125
2003-11-10,33.8,0.38,88.94736842105263
2003-11-11,32.97,0.38,86.76315789473684
2003-11-12,33.63,0.38,88.5
2003-11-13,33.81,0.38,88.97368421052632
2003-11-14,33.54,0.38,88.26315789473684
2003-11-17,33.14,0.38,87.21052631578948
2003-11-18,32.95,0.38,86.71052631578948
2003-11-19,33.09,0.38,87.07894736842105
2003-11-20,32.81,0.38,86.3421052631579
2003-11-21,32.62,0.38,85.84210526315789
2003-11-24,33.0,0.38,86.84210526315789
2003-11-25,33.45,0.38,88.02631578947368
2003-11-26,33.95,0.38,89.3421052631579
2003-11-28,34.6,0.38,91.05263157894737
2003-12-01,35.03,0.38,92.1842105263158
2003-12-02,34.98,0.38,92.05263157894736
2003-12-03,33.65,0.38,88.55263157894737
2003-12-04,33.96,0.38,89.36842105263158
2003-12-05,33.27,0.38,87.55263157894737
2003-12-08,33.14,0.38,87.21052631578948
2003-12-09,33.1,0.38,87.10526315789474
2003-12-10,33.02,0.38,86.89473684210527
2003-12-11,33.67,0.38,88.60526315789474
2003-12-12,33.56,0.38,88.31578947368422
2003-12-15,32.93,0.38,86.65789473684211
2003-12-16,32.82,0.38,86.36842105263158
2003-12-17,31.99,0.38,84.18421052631578
