date,RF,RF_EPS,PE Ratio
,,0.17,
1980-03-17,1.61,0.17,9.470588235294118
1980-03-18,1.61,0.17,9.470588235294118
1980-03-19,1.61,0.17,9.470588235294118
1980-03-20,1.61,0.17,9.470588235294118
1980-03-21,1.61,0.17,9.470588235294118
1980-03-24,1.61,0.17,9.470588235294118
1980-03-25,1.61,0.17,9.470588235294118
1980-03-26,1.61,0.17,9.470588235294118
1980-03-27,1.56,0.17,9.176470588235293
1980-03-28,1.59,0.17,9.352941176470589
1980-03-31,1.61,0.17,9.470588235294118
1980-04-01,1.7,0.17,9.999999999999998
1980-04-02,1.79,0.17,10.529411764705882
1980-04-03,1.79,0.17,10.529411764705882
1980-04-07,1.73,0.17,10.176470588235293
1980-04-08,1.73,0.17,10.176470588235293
1980-04-09,1.73,0.17,10.176470588235293
1980-04-10,1.73,0.17,10.176470588235293
1980-04-11,1.73,0.17,10.176470588235293
1980-04-14,1.73,0.17,10.176470588235293
1980-04-15,1.73,0.17,10.176470588235293
1980-04-16,1.77,0.17,10.411764705882351
1980-04-17,1.75,0.17,10.294117647058822
1980-04-18,1.77,0.17,10.411764705882351
1980-04-21,1.77,0.17,10.411764705882351
1980-04-22,1.77,0.17,10.411764705882351
1980-04-23,1.84,0.17,10.823529411764705
1980-04-24,1.84,0.17,10.823529411764705
1980-04-25,1.84,0.17,10.823529411764705
1980-04-28,1.84,0.17,10.823529411764705
1980-04-29,1.82,0.17,10.705882352941176
1980-04-30,1.82,0.17,10.705882352941176
1980-05-01,1.82,0.17,10.705882352941176
1980-05-02,1.82,0.17,10.705882352941176
1980-05-05,1.82,0.17,10.705882352941176
1980-05-06,1.82,0.17,10.705882352941176
1980-05-07,1.82,0.17,10.705882352941176
1980-05-08,1.82,0.17,10.705882352941176
1980-05-09,1.82,0.17,10.705882352941176
1980-05-12,1.82,0.17,10.705882352941176
1980-05-13,1.82,0.17,10.705882352941176
1980-05-14,1.82,0.17,10.705882352941176
1980-05-15,1.79,0.17,10.529411764705882
1980-05-16,1.79,0.17,10.529411764705882
1980-05-19,1.79,0.17,10.529411764705882
1980-05-20,1.79,0.17,10.529411764705882
1980-05-21,1.77,0.17,10.411764705882351
1980-05-22,1.77,0.17,10.411764705882351
1980-05-23,1.77,0.17,10.411764705882351
1980-05-27,1.77,0.17,10.411764705882351
1980-05-28,1.77,0.17,10.411764705882351
1980-05-29,1.77,0.17,10.411764705882351
1980-05-30,1.77,0.17,10.411764705882351
1980-06-02,1.75,0.17,10.294117647058822
1980-06-03,1.73,0.17,10.176470588235293
1980-06-04,1.73,0.17,10.176470588235293
1980-06-05,1.73,0.17,10.176470588235293
1980-06-06,1.73,0.17,10.176470588235293
1980-06-09,1.73,0.17,10.176470588235293
1980-06-10,1.73,0.17,10.176470588235293
1980-06-11,1.73,0.17,10.176470588235293
1980-06-12,1.75,0.17,10.294117647058822
1980-06-13,1.77,0.17,10.411764705882351
1980-06-16,1.79,0.17,10.529411764705882
1980-06-17,1.79,0.17,10.529411764705882
1980-06-18,1.79,0.17,10.529411764705882
1980-06-19,1.84,0.17,10.823529411764705
1980-06-20,1.84,0.17,10.823529411764705
1980-06-23,1.84,0.17,10.823529411764705
1980-06-24,1.84,0.17,10.823529411764705
1980-06-25,1.84,0.17,10.823529411764705
1980-06-26,1.84,0.17,10.823529411764705
1980-06-27,1.84,0.17,10.823529411764705
1980-06-30,1.84,0.17,10.823529411764705
1980-07-01,1.82,0.17,10.705882352941176
1980-07-02,1.82,0.17,10.705882352941176
1980-07-03,1.79,0.17,10.529411764705882
1980-07-07,1.84,0.17,10.823529411764705
1980-07-08,1.84,0.17,10.823529411764705
1980-07-09,1.84,0.17,10.823529411764705
1980-07-10,1.82,0.17,10.705882352941176
1980-07-11,1.84,0.17,10.823529411764705
1980-07-14,1.84,0.17,10.823529411764705
1980-07-15,1.84,0.17,10.823529411764705
1980-07-16,1.86,0.17,10.941176470588236
1980-07-17,1.89,0.17,11.117647058823527
1980-07-18,1.91,0.17,11.235294117647058
1980-07-21,1.93,0.17,11.352941176470587
1980-07-22,1.96,0.17,11.52941176470588
1980-07-23,1.93,0.17,11.352941176470587
1980-07-24,1.98,0.17,11.647058823529411
1980-07-25,1.98,0.17,11.647058823529411
1980-07-28,2.0,0.17,11.76470588235294
1980-07-29,2.02,0.17,11.88235294117647
1980-07-30,2.05,0.17,12.058823529411763
1980-07-31,2.07,0.17,12.176470588235292
1980-08-01,2.09,0.17,12.294117647058822
1980-08-04,2.09,0.17,12.294117647058822
1980-08-05,2.09,0.17,12.294117647058822
1980-08-06,2.09,0.17,12.294117647058822
1980-08-07,2.12,0.17,12.470588235294118
1980-08-08,2.16,0.17,12.705882352941176
1980-08-11,2.23,0.17,13.117647058823529
1980-08-12,2.26,0.17,13.29411764705882
1980-08-13,2.26,0.17,13.29411764705882
1980-08-14,2.26,0.17,13.29411764705882
1980-08-15,2.26,0.17,13.29411764705882
1980-08-18,2.26,0.17,13.29411764705882
1980-08-19,2.26,0.17,13.29411764705882
1980-08-20,2.26,0.17,13.29411764705882
1980-08-21,2.26,0.17,13.29411764705882
1980-08-22,2.26,0.17,13.29411764705882
1980-08-25,2.23,0.17,13.117647058823529
1980-08-26,2.24,0.17,13.176470588235295
1980-08-27,2.23,0.17,13.117647058823529
1980-08-28,2.23,0.17,13.117647058823529
1980-08-29,2.23,0.17,13.117647058823529
1980-09-02,2.23,0.17,13.117647058823529
1980-09-03,2.23,0.17,13.117647058823529
1980-09-04,2.23,0.17,13.117647058823529
1980-09-05,2.23,0.17,13.117647058823529
1980-09-08,2.23,0.17,13.117647058823529
1980-09-09,2.23,0.17,13.117647058823529
1980-09-10,2.23,0.17,13.117647058823529
1980-09-11,2.23,0.17,13.117647058823529
1980-09-12,2.23,0.17,13.117647058823529
1980-09-15,2.23,0.17,13.117647058823529
1980-09-16,2.23,0.17,13.117647058823529
1980-09-17,2.26,0.17,13.29411764705882
1980-09-18,2.26,0.17,13.29411764705882
1980-09-19,2.26,0.17,13.29411764705882
1980-09-22,2.26,0.17,13.29411764705882
1980-09-23,2.27,0.17,13.352941176470587
1980-09-24,2.26,0.17,13.29411764705882
1980-09-25,2.26,0.17,13.29411764705882
1980-09-26,2.26,0.17,13.29411764705882
1980-09-29,2.26,0.17,13.29411764705882
1980-09-30,2.26,0.17,13.29411764705882
1980-10-01,2.26,0.17,13.29411764705882
1980-10-02,2.26,0.17,13.29411764705882
1980-10-03,2.3,0.17,13.52941176470588
1980-10-06,2.3,0.17,13.52941176470588
1980-10-07,2.3,0.17,13.52941176470588
1980-10-08,2.3,0.17,13.52941176470588
1980-10-09,2.3,0.17,13.52941176470588
1980-10-10,2.3,0.17,13.52941176470588
1980-10-13,2.3,0.17,13.52941176470588
1980-10-14,2.32,0.17,13.64705882352941
1980-10-15,2.37,0.17,13.941176470588236
1980-10-16,2.37,0.17,13.941176470588236
1980-10-17,2.37,0.17,13.941176470588236
1980-10-20,2.37,0.17,13.941176470588236
1980-10-21,2.37,0.17,13.941176470588236
1980-10-22,2.37,0.17,13.941176470588236
1980-10-23,2.37,0.17,13.941176470588236
1980-10-24,2.37,0.17,13.941176470588236
1980-10-27,2.37,0.17,13.941176470588236
1980-10-28,2.39,0.17,14.058823529411764
1980-10-29,2.39,0.17,14.058823529411764
1980-10-30,2.39,0.17,14.058823529411764
1980-10-31,2.39,0.17,14.058823529411764
1980-11-03,2.39,0.17,14.058823529411764
1980-11-05,2.42,0.17,14.235294117647058
1980-11-06,2.42,0.17,14.235294117647058
1980-11-07,2.39,0.17,14.058823529411764
1980-11-10,2.3,0.17,13.52941176470588
1980-11-11,2.3,0.17,13.52941176470588
1980-11-12,2.32,0.17,13.64705882352941
1980-11-13,2.35,0.17,13.823529411764705
1980-11-14,2.35,0.17,13.823529411764705
1980-11-17,2.35,0.17,13.823529411764705
1980-11-18,2.35,0.17,13.823529411764705
1980-11-19,2.35,0.17,13.823529411764705
1980-11-20,2.35,0.17,13.823529411764705
1980-11-21,2.35,0.17,13.823529411764705
1980-11-24,2.35,0.17,13.823529411764705
1980-11-25,2.35,0.17,13.823529411764705
1980-11-26,2.37,0.17,13.941176470588236
1980-11-28,2.37,0.17,13.941176470588236
1980-12-01,2.35,0.17,13.823529411764705
1980-12-02,2.35,0.17,13.823529411764705
1980-12-03,2.37,0.17,13.941176470588236
1980-12-04,2.37,0.17,13.941176470588236
1980-12-05,2.37,0.17,13.941176470588236
1980-12-08,2.35,0.17,13.823529411764705
1980-12-09,2.32,0.17,13.64705882352941
1980-12-10,2.32,0.17,13.64705882352941
1980-12-11,2.26,0.17,13.29411764705882
1980-12-12,2.26,0.17,13.29411764705882
1980-12-15,2.26,0.17,13.29411764705882
1980-12-16,2.26,0.17,13.29411764705882
1980-12-17,2.28,0.17,13.411764705882351
1980-12-18,2.32,0.17,13.64705882352941
1980-12-19,2.37,0.17,13.941176470588236
1980-12-22,2.37,0.17,13.941176470588236
1980-12-23,2.37,0.17,13.941176470588236
1980-12-24,2.37,0.17,13.941176470588236
1980-12-26,2.39,0.17,14.058823529411764
1980-12-29,2.39,0.17,14.058823529411764
