date,IPGP,IPGP_EPS,PE Ratio
2007-04-27,18.17,0.06,302.83333333333337
2007-04-30,18.19,0.06,303.1666666666667
2007-05-01,17.79,0.06,296.5
2007-05-02,17.99,0.06,299.8333333333333
2007-05-03,18.45,0.06,307.5
2007-05-04,19.64,0.06,327.33333333333337
2007-05-07,18.88,0.06,314.6666666666667
2007-05-08,19.53,0.06,325.50000000000006
2007-05-09,20.06,0.06,334.3333333333333
2007-05-10,19.3,0.06,321.6666666666667
2007-05-11,19.99,0.06,333.16666666666663
2007-05-14,20.03,0.06,333.83333333333337
2007-05-15,20.17,0.15,134.4666666666667
2007-05-16,20.27,0.15,135.13333333333333
2007-05-17,19.95,0.15,133.0
2007-05-18,20.29,0.15,135.26666666666668
2007-05-21,20.73,0.15,138.20000000000002
2007-05-22,21.04,0.15,140.26666666666668
2007-05-23,21.61,0.15,144.06666666666666
2007-05-24,21.29,0.15,141.93333333333334
2007-05-25,20.35,0.15,135.66666666666669
2007-05-29,20.21,0.15,134.73333333333335
2007-05-30,20.69,0.15,137.93333333333334
2007-05-31,22.43,0.15,149.53333333333333
2007-06-01,22.98,0.15,153.20000000000002
2007-06-04,23.44,0.15,156.26666666666668
2007-06-05,23.09,0.15,153.93333333333334
2007-06-06,22.56,0.15,150.4
2007-06-07,22.36,0.15,149.06666666666666
2007-06-08,21.51,0.15,143.4
2007-06-11,20.49,0.15,136.6
2007-06-12,20.32,0.15,135.46666666666667
2007-06-13,20.76,0.15,138.4
2007-06-14,20.96,0.15,139.73333333333335
2007-06-15,21.05,0.15,140.33333333333334
2007-06-18,21.19,0.15,141.26666666666668
2007-06-19,21.11,0.15,140.73333333333335
2007-06-20,21.3,0.15,142.0
2007-06-21,21.37,0.15,142.46666666666667
2007-06-22,21.25,0.15,141.66666666666669
2007-06-25,20.78,0.15,138.53333333333336
2007-06-26,20.43,0.15,136.20000000000002
2007-06-27,20.32,0.15,135.46666666666667
2007-06-28,20.26,0.15,135.0666666666667
2007-06-29,19.95,0.15,133.0
2007-07-02,19.4,0.15,129.33333333333334
2007-07-03,19.23,0.15,128.20000000000002
2007-07-05,18.89,0.15,125.93333333333334
2007-07-06,19.34,0.15,128.93333333333334
2007-07-09,19.31,0.15,128.73333333333332
2007-07-10,19.36,0.15,129.06666666666666
2007-07-11,19.43,0.15,129.53333333333333
2007-07-12,20.0,0.15,133.33333333333334
2007-07-13,19.99,0.15,133.26666666666665
2007-07-16,20.03,0.15,133.53333333333336
2007-07-17,20.33,0.15,135.53333333333333
2007-07-18,20.02,0.15,133.46666666666667
2007-07-19,20.04,0.15,133.6
2007-07-20,19.99,0.15,133.26666666666665
2007-07-23,20.0,0.15,133.33333333333334
2007-07-24,19.41,0.15,129.4
2007-07-25,19.4,0.15,129.33333333333334
2007-07-26,19.57,0.15,130.46666666666667
2007-07-27,19.12,0.15,127.46666666666668
2007-07-30,19.26,0.15,128.4
2007-07-31,19.17,0.15,127.80000000000001
2007-08-01,19.09,0.15,127.26666666666667
2007-08-02,19.92,0.15,132.8
2007-08-03,19.1,0.15,127.33333333333334
2007-08-06,19.33,0.15,128.86666666666667
2007-08-07,18.03,0.15,120.20000000000002
2007-08-08,18.29,0.15,121.93333333333334
2007-08-09,19.44,0.15,129.60000000000002
2007-08-10,19.08,0.15,127.19999999999999
2007-08-13,18.39,0.14,131.35714285714286
2007-08-14,18.29,0.14,130.6428571428571
2007-08-15,18.09,0.14,129.2142857142857
2007-08-16,17.68,0.14,126.28571428571428
2007-08-17,18.84,0.14,134.57142857142856
2007-08-20,19.05,0.14,136.07142857142856
2007-08-21,18.64,0.14,133.14285714285714
2007-08-22,18.64,0.14,133.14285714285714
2007-08-23,19.03,0.14,135.92857142857142
2007-08-24,18.93,0.14,135.2142857142857
2007-08-27,19.12,0.14,136.57142857142856
2007-08-28,18.26,0.14,130.42857142857142
2007-08-29,18.65,0.14,133.2142857142857
2007-08-30,18.76,0.14,134.0
2007-08-31,18.47,0.14,131.92857142857142
2007-09-04,18.9,0.14,134.99999999999997
2007-09-05,18.69,0.14,133.5
2007-09-06,18.48,0.14,132.0
2007-09-07,17.83,0.14,127.35714285714283
2007-09-10,17.82,0.14,127.28571428571428
2007-09-11,18.42,0.14,131.57142857142858
2007-09-12,18.42,0.14,131.57142857142858
2007-09-13,19.01,0.14,135.78571428571428
2007-09-14,18.96,0.14,135.42857142857142
2007-09-17,18.59,0.14,132.78571428571428
2007-09-18,19.25,0.14,137.5
2007-09-19,19.22,0.14,137.28571428571428
2007-09-20,18.96,0.14,135.42857142857142
2007-09-21,19.0,0.14,135.7142857142857
2007-09-24,18.91,0.14,135.07142857142856
2007-09-25,19.13,0.14,136.6428571428571
2007-09-26,19.59,0.14,139.92857142857142
2007-09-27,19.75,0.14,141.07142857142856
2007-09-28,19.66,0.14,140.42857142857142
2007-10-01,19.36,0.14,138.28571428571428
2007-10-02,19.46,0.14,139.0
2007-10-03,19.42,0.14,138.71428571428572
2007-10-04,19.39,0.14,138.5
2007-10-05,19.44,0.14,138.85714285714286
2007-10-08,19.4,0.14,138.57142857142856
2007-10-09,19.5,0.14,139.28571428571428
2007-10-10,19.62,0.14,140.14285714285714
2007-10-11,19.97,0.14,142.6428571428571
2007-10-12,20.45,0.14,146.07142857142856
2007-10-15,21.07,0.14,150.5
2007-10-16,21.91,0.14,156.5
2007-10-17,22.06,0.14,157.57142857142856
2007-10-18,22.08,0.14,157.7142857142857
2007-10-19,21.44,0.14,153.14285714285714
2007-10-22,20.65,0.14,147.49999999999997
2007-10-23,20.62,0.14,147.28571428571428
2007-10-24,20.22,0.14,144.42857142857142
2007-10-25,19.46,0.14,139.0
2007-10-26,19.51,0.14,139.35714285714286
2007-10-29,19.83,0.14,141.6428571428571
2007-10-30,19.35,0.14,138.21428571428572
2007-10-31,19.04,0.14,135.99999999999997
2007-11-01,18.29,0.14,130.6428571428571
2007-11-02,19.05,0.14,136.07142857142856
2007-11-05,18.95,0.14,135.35714285714283
2007-11-06,20.01,0.14,142.92857142857142
2007-11-07,20.36,0.14,145.42857142857142
2007-11-08,20.8,0.14,148.57142857142856
2007-11-09,21.24,0.19,111.78947368421052
2007-11-12,20.94,0.19,110.21052631578948
2007-11-13,20.44,0.19,107.57894736842105
2007-11-14,20.12,0.19,105.89473684210526
2007-11-15,19.79,0.19,104.1578947368421
2007-11-16,19.42,0.19,102.21052631578948
2007-11-19,19.37,0.19,101.94736842105263
2007-11-20,19.56,0.19,102.94736842105263
2007-11-21,19.86,0.19,104.52631578947368
2007-11-23,19.79,0.19,104.1578947368421
2007-11-26,20.0,0.19,105.26315789473684
2007-11-27,20.1,0.19,105.78947368421053
2007-11-28,20.5,0.19,107.89473684210526
2007-11-29,20.08,0.19,105.68421052631578
2007-11-30,20.35,0.19,107.10526315789474
2007-12-03,20.3,0.19,106.84210526315789
2007-12-04,20.01,0.19,105.31578947368422
2007-12-05,20.3,0.19,106.84210526315789
2007-12-06,20.47,0.19,107.73684210526315
2007-12-07,20.47,0.19,107.73684210526315
2007-12-10,20.05,0.19,105.52631578947368
2007-12-11,19.75,0.19,103.94736842105263
2007-12-12,20.02,0.19,105.36842105263158
2007-12-13,20.02,0.19,105.36842105263158
2007-12-14,19.73,0.19,103.84210526315789
2007-12-17,18.63,0.19,98.05263157894736
2007-12-18,18.97,0.19,99.84210526315789
2007-12-19,18.97,0.19,99.84210526315789
2007-12-20,19.35,0.19,101.8421052631579
2007-12-21,20.75,0.19,109.21052631578947
2007-12-24,20.22,0.19,106.42105263157895
2007-12-26,20.63,0.19,108.57894736842104
2007-12-27,20.34,0.19,107.05263157894737
2007-12-28,20.28,0.19,106.73684210526316
2007-12-31,19.99,0.19,105.21052631578947
2008-01-02,19.6,0.19,103.15789473684211
2008-01-03,19.66,0.19,103.47368421052632
2008-01-04,19.69,0.19,103.63157894736842
2008-01-07,19.27,0.19,101.42105263157895
2008-01-08,18.78,0.19,98.8421052631579
2008-01-09,19.03,0.19,100.15789473684211
2008-01-10,19.2,0.19,101.05263157894737
2008-01-11,18.96,0.19,99.78947368421053
2008-01-14,18.98,0.19,99.89473684210526
2008-01-15,18.56,0.19,97.68421052631578
2008-01-16,18.24,0.19,95.99999999999999
2008-01-17,17.28,0.19,90.94736842105263
2008-01-18,17.06,0.19,89.78947368421052
2008-01-22,16.79,0.19,88.36842105263158
2008-01-23,16.19,0.19,85.21052631578948
2008-01-24,17.69,0.19,93.10526315789474
2008-01-25,16.96,0.19,89.26315789473685
2008-01-28,17.68,0.19,93.05263157894737
2008-01-29,17.35,0.19,91.31578947368422
2008-01-30,17.52,0.19,92.21052631578947
2008-01-31,17.9,0.19,94.21052631578947
2008-02-01,18.09,0.19,95.21052631578947
2008-02-04,18.14,0.19,95.47368421052632
2008-02-05,17.3,0.19,91.05263157894737
2008-02-06,17.02,0.19,89.57894736842105
2008-02-07,17.64,0.19,92.84210526315789
2008-02-08,17.07,0.19,89.84210526315789
2008-02-11,16.86,0.19,88.73684210526315
2008-02-12,18.0,0.19,94.73684210526315
2008-02-13,18.47,0.19,97.21052631578947
2008-02-14,18.23,0.19,95.94736842105263
2008-02-15,17.8,0.19,93.6842105263158
2008-02-19,18.1,0.19,95.26315789473685
2008-02-20,17.85,0.19,93.94736842105264
2008-02-21,17.35,0.19,91.31578947368422
2008-02-22,17.48,0.19,92.0
2008-02-25,17.99,0.19,94.68421052631578
2008-02-26,18.26,0.19,96.10526315789474
2008-02-27,17.96,0.19,94.52631578947368
2008-02-28,17.21,0.19,90.57894736842105
2008-02-29,17.07,0.19,89.84210526315789
2008-03-03,16.6,0.19,87.36842105263159
2008-03-04,16.83,0.19,88.57894736842104
2008-03-05,16.64,0.19,87.57894736842105
2008-03-06,16.5,0.19,86.84210526315789
2008-03-07,16.7,0.19,87.89473684210526
2008-03-10,15.28,0.19,80.42105263157895
2008-03-11,15.75,0.19,82.89473684210526
2008-03-12,15.61,0.19,82.1578947368421
2008-03-13,15.34,0.18,85.22222222222223
2008-03-14,14.95,0.18,83.05555555555556
2008-03-17,14.21,0.18,78.94444444444446
2008-03-18,14.44,0.18,80.22222222222223
2008-03-19,14.02,0.18,77.88888888888889
2008-03-20,14.3,0.18,79.44444444444446
2008-03-24,15.6,0.18,86.66666666666667
2008-03-25,16.01,0.18,88.94444444444446
2008-03-26,15.75,0.18,87.5
2008-03-27,15.55,0.18,86.3888888888889
2008-03-28,15.37,0.18,85.38888888888889
2008-03-31,15.69,0.18,87.16666666666667
2008-04-01,15.97,0.18,88.72222222222223
2008-04-02,16.32,0.18,90.66666666666667
2008-04-03,16.5,0.18,91.66666666666667
2008-04-04,16.32,0.18,90.66666666666667
2008-04-07,16.34,0.18,90.77777777777779
2008-04-08,16.22,0.18,90.11111111111111
2008-04-09,15.54,0.18,86.33333333333333
2008-04-10,15.77,0.18,87.61111111111111
2008-04-11,15.48,0.18,86.0
2008-04-14,15.08,0.18,83.77777777777779
2008-04-15,14.96,0.18,83.11111111111111
2008-04-16,15.25,0.18,84.72222222222223
2008-04-17,15.48,0.18,86.0
2008-04-18,15.8,0.18,87.77777777777779
2008-04-21,16.2,0.18,90.0
2008-04-22,16.1,0.18,89.44444444444446
2008-04-23,16.01,0.18,88.94444444444446
2008-04-24,16.35,0.18,90.83333333333334
2008-04-25,16.62,0.18,92.33333333333334
2008-04-28,16.93,0.18,94.05555555555556
2008-04-29,17.03,0.18,94.61111111111111
2008-04-30,16.73,0.18,92.94444444444446
2008-05-01,16.81,0.18,93.38888888888889
2008-05-02,16.64,0.18,92.44444444444446
2008-05-05,16.85,0.18,93.61111111111113
2008-05-06,19.83,0.18,110.16666666666666
2008-05-07,19.98,0.18,111.0
2008-05-08,20.0,0.18,111.11111111111111
2008-05-09,19.69,0.18,109.3888888888889
2008-05-12,19.53,0.18,108.50000000000001
2008-05-13,19.07,0.18,105.94444444444444
2008-05-14,19.19,0.18,106.61111111111113
2008-05-15,19.32,0.18,107.33333333333334
2008-05-16,20.0,0.18,111.11111111111111
2008-05-19,20.14,0.18,111.8888888888889
2008-05-20,19.91,0.18,110.61111111111111
2008-05-21,19.74,0.18,109.66666666666666
2008-05-22,19.89,0.18,110.50000000000001
2008-05-23,19.28,0.18,107.11111111111113
2008-05-27,19.38,0.18,107.66666666666667
2008-05-28,19.69,0.18,109.3888888888889
2008-05-29,19.8,0.18,110.00000000000001
2008-05-30,20.09,0.18,111.61111111111111
2008-06-02,20.0,0.18,111.11111111111111
2008-06-03,19.74,0.18,109.66666666666666
2008-06-04,19.63,0.18,109.05555555555556
2008-06-05,20.06,0.18,111.44444444444444
2008-06-06,19.26,0.18,107.00000000000001
2008-06-09,18.83,0.18,104.6111111111111
2008-06-10,18.41,0.18,102.27777777777779
2008-06-11,18.65,0.18,103.6111111111111
2008-06-12,18.65,0.18,103.6111111111111
2008-06-13,19.24,0.18,106.88888888888889
2008-06-16,19.2,0.18,106.66666666666667
2008-06-17,19.67,0.18,109.27777777777779
2008-06-18,19.94,0.18,110.77777777777779
2008-06-19,19.61,0.18,108.94444444444444
2008-06-20,19.66,0.18,109.22222222222223
2008-06-23,19.53,0.18,108.50000000000001
2008-06-24,19.52,0.18,108.44444444444444
2008-06-25,19.75,0.18,109.72222222222223
2008-06-26,19.18,0.18,106.55555555555556
2008-06-27,18.84,0.18,104.66666666666667
2008-06-30,18.81,0.18,104.5
2008-07-01,18.8,0.18,104.44444444444446
2008-07-02,18.56,0.18,103.11111111111111
2008-07-03,18.29,0.18,101.61111111111111
2008-07-07,17.71,0.18,98.3888888888889
2008-07-08,18.28,0.18,101.55555555555557
2008-07-09,18.2,0.18,101.11111111111111
2008-07-10,18.05,0.18,100.27777777777779
2008-07-11,17.99,0.18,99.94444444444444
2008-07-14,17.97,0.18,99.83333333333333
2008-07-15,17.78,0.18,98.77777777777779
2008-07-16,18.4,0.18,102.22222222222221
2008-07-17,18.69,0.18,103.83333333333334
2008-07-18,18.49,0.18,102.72222222222221
2008-07-21,18.55,0.18,103.05555555555556
2008-07-22,18.76,0.18,104.22222222222223
2008-07-23,18.27,0.18,101.5
2008-07-24,18.25,0.18,101.38888888888889
2008-07-25,18.0,0.18,100.0
2008-07-28,17.68,0.18,98.22222222222223
2008-07-29,17.59,0.18,97.72222222222223
2008-07-30,17.8,0.18,98.8888888888889
2008-07-31,17.76,0.18,98.66666666666669
2008-08-01,17.91,0.18,99.5
2008-08-04,18.41,0.18,102.27777777777779
2008-08-05,19.86,0.18,110.33333333333333
2008-08-06,20.46,0.18,113.66666666666667
2008-08-07,20.87,0.18,115.94444444444446
2008-08-08,21.0,0.18,116.66666666666667
2008-08-11,21.01,0.19,110.57894736842105
2008-08-12,21.2,0.19,111.57894736842104
2008-08-13,21.55,0.19,113.42105263157895
2008-08-14,21.73,0.19,114.36842105263158
2008-08-15,21.79,0.19,114.68421052631578
2008-08-18,21.5,0.19,113.15789473684211
2008-08-19,20.98,0.19,110.42105263157895
2008-08-20,20.39,0.19,107.3157894736842
2008-08-21,19.94,0.19,104.94736842105263
2008-08-22,20.19,0.19,106.26315789473685
2008-08-25,19.68,0.19,103.57894736842105
2008-08-26,19.81,0.19,104.26315789473684
2008-08-27,19.98,0.19,105.15789473684211
2008-08-28,20.49,0.19,107.84210526315789
2008-08-29,20.37,0.19,107.21052631578948
2008-09-02,20.87,0.19,109.8421052631579
2008-09-03,20.7,0.19,108.94736842105263
2008-09-04,20.28,0.19,106.73684210526316
2008-09-05,20.17,0.19,106.15789473684211
2008-09-08,20.44,0.19,107.57894736842105
2008-09-09,19.94,0.19,104.94736842105263
2008-09-10,19.91,0.19,104.78947368421052
2008-09-11,19.8,0.19,104.21052631578948
2008-09-12,19.85,0.19,104.47368421052632
2008-09-15,19.15,0.19,100.78947368421052
2008-09-16,19.38,0.19,102.0
2008-09-17,19.0,0.19,100.0
2008-09-18,20.35,0.19,107.10526315789474
2008-09-19,21.5,0.19,113.15789473684211
2008-09-22,20.9,0.19,109.99999999999999
2008-09-23,20.22,0.19,106.42105263157895
2008-09-24,19.98,0.19,105.15789473684211
2008-09-25,20.02,0.19,105.36842105263158
2008-09-26,19.75,0.19,103.94736842105263
2008-09-29,18.8,0.19,98.94736842105263
2008-09-30,19.51,0.19,102.6842105263158
2008-10-01,19.54,0.19,102.84210526315789
2008-10-02,19.09,0.19,100.47368421052632
2008-10-03,18.36,0.19,96.63157894736841
2008-10-06,16.99,0.19,89.42105263157895
2008-10-07,16.01,0.19,84.26315789473685
2008-10-08,15.38,0.19,80.94736842105263
2008-10-09,14.73,0.19,77.52631578947368
2008-10-10,15.29,0.19,80.47368421052632
2008-10-13,16.77,0.19,88.26315789473684
2008-10-14,16.56,0.19,87.1578947368421
2008-10-15,15.14,0.19,79.6842105263158
2008-10-16,16.05,0.19,84.47368421052632
2008-10-17,15.57,0.19,81.94736842105263
2008-10-20,15.77,0.19,83.0
2008-10-21,15.69,0.19,82.57894736842105
2008-10-22,15.19,0.19,79.94736842105263
2008-10-23,14.4,0.19,75.78947368421052
2008-10-24,13.66,0.19,71.89473684210526
2008-10-27,13.03,0.19,68.57894736842105
2008-10-28,13.25,0.19,69.73684210526315
2008-10-29,13.34,0.19,70.21052631578947
2008-10-30,13.68,0.19,72.0
2008-10-31,14.2,0.19,74.73684210526315
2008-11-03,14.02,0.19,73.78947368421052
2008-11-04,14.05,0.19,73.94736842105263
2008-11-05,12.88,0.19,67.78947368421053
2008-11-06,13.62,0.19,71.68421052631578
2008-11-07,14.08,0.19,74.10526315789474
2008-11-10,13.92,0.23,60.52173913043478
2008-11-11,13.77,0.23,59.8695652173913
2008-11-12,12.72,0.23,55.30434782608695
2008-11-13,13.51,0.23,58.7391304347826
2008-11-14,13.25,0.23,57.608695652173914
2008-11-17,13.05,0.23,56.73913043478261
2008-11-18,13.3,0.23,57.82608695652174
2008-11-19,13.0,0.23,56.52173913043478
2008-11-20,12.33,0.23,53.608695652173914
2008-11-21,12.03,0.23,52.30434782608695
2008-11-24,12.3,0.23,53.47826086956522
2008-11-25,12.64,0.23,54.95652173913044
2008-11-26,13.3,0.23,57.82608695652174
2008-11-28,13.59,0.23,59.086956521739125
2008-12-01,12.26,0.23,53.30434782608695
2008-12-02,11.85,0.23,51.52173913043478
2008-12-03,11.78,0.23,51.21739130434782
2008-12-04,11.55,0.23,50.21739130434783
2008-12-05,11.31,0.23,49.17391304347826
2008-12-08,11.47,0.23,49.869565217391305
2008-12-09,11.07,0.23,48.130434782608695
2008-12-10,11.2,0.23,48.69565217391304
2008-12-11,11.16,0.23,48.52173913043478
2008-12-12,11.56,0.23,50.26086956521739
2008-12-15,11.58,0.23,50.34782608695652
2008-12-16,12.02,0.23,52.26086956521739
2008-12-17,12.54,0.23,54.521739130434774
2008-12-18,12.59,0.23,54.7391304347826
2008-12-19,12.57,0.23,54.65217391304348
2008-12-22,12.2,0.23,53.04347826086956
2008-12-23,11.99,0.23,52.130434782608695
2008-12-24,12.13,0.23,52.73913043478261
2008-12-26,12.32,0.23,53.565217391304344
2008-12-29,12.17,0.23,52.91304347826087
2008-12-30,12.59,0.23,54.7391304347826
2008-12-31,13.18,0.23,57.30434782608695
2009-01-02,13.39,0.23,58.21739130434783
2009-01-05,13.21,0.23,57.434782608695656
2009-01-06,12.86,0.23,55.91304347826087
2009-01-07,12.13,0.23,52.73913043478261
2009-01-08,11.79,0.23,51.260869565217384
2009-01-09,11.44,0.23,49.7391304347826
2009-01-12,10.49,0.23,45.608695652173914
2009-01-13,9.38,0.23,40.78260869565217
2009-01-14,8.94,0.23,38.8695652173913
2009-01-15,9.41,0.23,40.91304347826087
2009-01-16,9.94,0.23,43.21739130434782
2009-01-20,9.37,0.23,40.7391304347826
2009-01-21,9.83,0.23,42.73913043478261
2009-01-22,9.65,0.23,41.95652173913044
2009-01-23,9.77,0.23,42.47826086956521
2009-01-26,9.79,0.23,42.565217391304344
2009-01-27,9.87,0.23,42.91304347826087
2009-01-28,10.16,0.23,44.17391304347826
2009-01-29,9.79,0.23,42.565217391304344
2009-01-30,9.61,0.23,41.78260869565217
2009-02-02,9.16,0.23,39.826086956521735
2009-02-03,9.25,0.23,40.21739130434782
2009-02-04,9.16,0.23,39.826086956521735
2009-02-05,9.36,0.23,40.69565217391304
2009-02-06,9.75,0.23,42.391304347826086
2009-02-09,9.65,0.23,41.95652173913044
2009-02-10,9.55,0.23,41.52173913043478
2009-02-11,9.64,0.23,41.91304347826087
2009-02-12,9.75,0.23,42.391304347826086
2009-02-13,9.72,0.23,42.26086956521739
2009-02-17,9.29,0.23,40.39130434782608
2009-02-18,9.04,0.23,39.30434782608695
2009-02-19,9.07,0.23,39.43478260869565
2009-02-20,8.85,0.23,38.47826086956521
2009-02-23,8.54,0.23,37.13043478260869
2009-02-24,8.93,0.23,38.826086956521735
2009-02-25,8.46,0.23,36.78260869565218
2009-02-26,8.26,0.23,35.91304347826087
2009-02-27,8.43,0.23,36.65217391304348
2009-03-02,7.67,0.23,33.34782608695652
2009-03-03,7.47,0.23,32.47826086956521
2009-03-04,7.85,0.23,34.130434782608695
2009-03-05,7.2,0.23,31.304347826086957
2009-03-06,7.36,0.23,32.0
2009-03-09,6.83,0.23,29.695652173913043
2009-03-10,7.23,0.23,31.434782608695652
2009-03-11,7.47,0.23,32.47826086956521
2009-03-12,7.93,0.2,39.65
2009-03-13,7.94,0.2,39.7
2009-03-16,7.91,0.2,39.55
2009-03-17,8.0,0.2,40.0
2009-03-18,8.2,0.2,40.99999999999999
2009-03-19,8.25,0.2,41.25
2009-03-20,7.91,0.2,39.55
2009-03-23,8.58,0.2,42.9
2009-03-24,8.4,0.2,42.0
2009-03-25,8.46,0.2,42.300000000000004
2009-03-26,9.03,0.2,45.14999999999999
2009-03-27,8.68,0.2,43.4
2009-03-30,8.27,0.2,41.349999999999994
2009-03-31,8.42,0.2,42.099999999999994
2009-04-01,8.75,0.2,43.75
2009-04-02,9.3,0.2,46.5
2009-04-03,9.42,0.2,47.099999999999994
2009-04-06,9.16,0.2,45.8
2009-04-07,8.83,0.2,44.15
2009-04-08,8.95,0.2,44.74999999999999
2009-04-09,9.92,0.2,49.599999999999994
2009-04-13,9.67,0.2,48.349999999999994
2009-04-14,9.52,0.2,47.599999999999994
2009-04-15,9.64,0.2,48.2
2009-04-16,10.0,0.2,50.0
2009-04-17,9.93,0.2,49.65
2009-04-20,9.53,0.2,47.64999999999999
2009-04-21,9.65,0.2,48.25
2009-04-22,9.64,0.2,48.2
2009-04-23,9.65,0.2,48.25
2009-04-24,10.05,0.2,50.25
2009-04-27,10.08,0.2,50.4
2009-04-28,10.23,0.2,51.15
2009-04-29,11.08,0.2,55.4
2009-04-30,11.17,0.2,55.849999999999994
2009-05-01,11.24,0.2,56.199999999999996
2009-05-04,11.22,0.2,56.1
2009-05-05,9.98,0.2,49.9
2009-05-06,10.42,0.2,52.099999999999994
2009-05-07,10.27,0.2,51.349999999999994
2009-05-08,10.52,0.2,52.599999999999994
2009-05-11,10.3,0.03,343.33333333333337
2009-05-12,10.18,0.03,339.3333333333333
2009-05-13,9.73,0.03,324.33333333333337
2009-05-14,9.72,0.03,324.00000000000006
2009-05-15,9.69,0.03,323.0
2009-05-18,9.93,0.03,331.0
2009-05-19,10.06,0.03,335.33333333333337
2009-05-20,10.27,0.03,342.3333333333333
2009-05-21,9.74,0.03,324.6666666666667
2009-05-22,9.65,0.03,321.6666666666667
2009-05-26,10.17,0.03,339.0
2009-05-27,10.08,0.03,336.0
2009-05-28,10.09,0.03,336.3333333333333
2009-05-29,10.31,0.03,343.6666666666667
2009-06-01,10.93,0.03,364.3333333333333
2009-06-02,10.81,0.03,360.33333333333337
2009-06-03,10.78,0.03,359.3333333333333
