date,EOG,EOG_EPS,PE Ratio
2000-10-13,10.39,,
2000-10-16,10.22,,
2000-10-17,10.63,,
2000-10-18,10.56,,
2000-10-19,10.55,,
2000-10-20,10.86,,
2000-10-23,10.73,,
2000-10-24,10.0,,
2000-10-25,9.2,,
2000-10-26,9.47,,
2000-10-27,9.56,,
2000-10-30,9.66,,
2000-10-31,9.84,,
2000-11-01,10.53,,
2000-11-02,10.27,,
2000-11-03,10.13,,
2000-11-06,9.97,,
2000-11-07,9.97,,
2000-11-08,10.22,,
2000-11-09,9.92,,
2000-11-10,9.97,,
2000-11-13,9.73,,
2000-11-14,10.06,,
2000-11-15,10.94,,
2000-11-16,11.11,,
2000-11-17,10.91,,
2000-11-20,10.56,,
2000-11-21,10.98,,
2000-11-22,11.0,,
2000-11-24,11.38,,
2000-11-27,11.44,,
2000-11-28,11.31,,
2000-11-29,10.7,,
2000-11-30,10.61,,
2000-12-01,11.11,,
2000-12-04,11.5,,
2000-12-05,11.52,,
2000-12-06,11.91,,
2000-12-07,11.36,,
2000-12-08,11.41,,
2000-12-11,11.88,,
2000-12-12,12.08,,
2000-12-13,12.23,,
2000-12-14,11.8,,
2000-12-15,11.91,,
2000-12-18,12.38,,
2000-12-19,12.61,,
2000-12-20,12.53,,
2000-12-21,12.91,,
2000-12-22,13.0,,
2000-12-26,13.89,,
2000-12-27,14.02,,
2000-12-28,14.11,,
2000-12-29,13.66,,
2001-01-02,13.39,,
2001-01-03,12.25,,
2001-01-04,11.59,,
2001-01-05,11.95,,
2001-01-08,12.28,,
2001-01-09,12.09,,
2001-01-10,12.17,,
2001-01-11,11.91,,
2001-01-12,11.7,,
2001-01-16,11.98,,
2001-01-17,11.17,,
2001-01-18,10.88,,
2001-01-19,11.06,,
2001-01-22,11.25,,
2001-01-23,11.5,,
2001-01-24,11.5,,
2001-01-25,11.83,,
2001-01-26,11.72,,
2001-01-29,11.35,,
2001-01-30,11.13,,
2001-01-31,10.94,,
2001-02-01,10.81,,
2001-02-02,11.36,,
2001-02-05,11.31,,
2001-02-06,11.53,,
2001-02-07,11.84,,
2001-02-08,11.53,,
2001-02-09,11.87,,
2001-02-12,11.64,,
2001-02-13,11.79,,
2001-02-14,11.77,,
2001-02-15,11.33,,
2001-02-16,11.51,,
2001-02-20,11.46,,
2001-02-21,11.18,,
2001-02-22,11.03,,
2001-02-23,10.9,,
2001-02-26,11.07,,
2001-02-27,11.09,,
2001-02-28,10.9,,
2001-03-01,10.91,,
2001-03-02,11.28,,
2001-03-05,11.43,,
2001-03-06,11.59,,
2001-03-07,12.2,,
2001-03-08,12.56,,
2001-03-09,12.6,,
2001-03-12,11.88,,
2001-03-13,11.73,,
2001-03-14,11.39,,
2001-03-15,11.2,,
2001-03-16,11.2,,
2001-03-19,11.42,,
2001-03-20,11.68,,
2001-03-21,11.03,,
2001-03-22,10.71,,
2001-03-23,10.87,,
2001-03-26,10.86,,
2001-03-27,10.59,,
2001-03-28,10.49,,
2001-03-29,10.02,,
2001-03-30,10.31,,
2001-04-02,9.92,,
2001-04-03,9.47,,
2001-04-04,9.79,,
2001-04-05,10.08,,
2001-04-06,10.09,,
2001-04-09,10.5,,
2001-04-10,10.74,,
2001-04-11,10.66,,
2001-04-12,10.84,,
2001-04-16,11.15,,
2001-04-17,11.33,,
2001-04-18,11.12,,
2001-04-19,10.82,,
2001-04-20,10.93,,
2001-04-23,11.73,,
2001-04-24,11.66,,
2001-04-25,11.92,,
2001-04-26,11.96,,
2001-04-27,11.83,,
2001-04-30,11.6,,
2001-05-01,11.36,,
2001-05-02,10.61,,
2001-05-03,10.53,,
2001-05-04,10.91,,
2001-05-07,10.91,,
2001-05-08,11.0,,
2001-05-09,11.3,,
2001-05-10,11.15,,
2001-05-11,11.1,,
2001-05-14,11.36,,
2001-05-15,11.79,,
2001-05-16,11.82,,
2001-05-17,12.02,,
2001-05-18,12.31,,
2001-05-21,12.45,,
2001-05-22,12.35,,
2001-05-23,11.69,,
2001-05-24,11.5,,
2001-05-25,11.37,,
2001-05-29,11.28,,
2001-05-30,11.25,,
2001-05-31,11.22,,
2001-06-01,11.25,,
2001-06-04,11.41,,
2001-06-05,11.26,,
2001-06-06,10.44,,
2001-06-07,10.29,,
2001-06-08,10.33,,
2001-06-11,10.47,,
2001-06-12,10.69,,
2001-06-13,10.4,,
2001-06-14,10.21,,
2001-06-15,10.18,,
2001-06-18,9.88,,
2001-06-19,9.97,,
2001-06-20,9.78,,
2001-06-21,9.24,,
2001-06-22,9.51,,
2001-06-25,9.38,,
2001-06-26,9.49,,
2001-06-27,9.18,,
2001-06-28,8.79,,
2001-06-29,8.89,,
2001-07-02,8.72,,
2001-07-03,8.85,,
2001-07-05,9.01,,
2001-07-06,9.2,,
2001-07-09,8.85,,
2001-07-10,8.74,,
2001-07-11,8.44,,
2001-07-12,8.32,,
2001-07-13,8.5,,
2001-07-16,8.15,,
2001-07-17,7.96,,
2001-07-18,7.83,,
2001-07-19,7.87,,
2001-07-20,8.03,,
2001-07-23,8.03,,
2001-07-24,7.72,,
2001-07-25,8.47,,
2001-07-26,8.63,,
2001-07-27,9.1,,
2001-07-30,8.85,,
2001-07-31,8.84,,
2001-08-01,8.65,,
2001-08-02,8.8,,
2001-08-03,8.59,,
2001-08-06,8.48,,
2001-08-07,8.4,,
2001-08-08,8.04,,
2001-08-09,8.04,,
2001-08-10,8.13,,
2001-08-13,8.18,,
2001-08-14,8.38,,
2001-08-15,9.05,,
2001-08-16,9.02,,
2001-08-17,8.82,,
2001-08-20,8.54,,
2001-08-21,8.53,,
2001-08-22,8.43,,
2001-08-23,8.32,,
2001-08-24,8.19,,
2001-08-27,8.13,,
2001-08-28,8.04,,
2001-08-29,8.05,,
2001-08-30,7.9,,
2001-08-31,7.91,,
2001-09-04,8.13,,
2001-09-05,7.94,,
2001-09-06,8.15,,
2001-09-07,8.17,,
2001-09-10,8.18,,
2001-09-17,7.69,,
2001-09-18,7.25,,
2001-09-19,7.02,,
2001-09-20,6.97,,
2001-09-21,7.1,,
2001-09-24,6.79,,
2001-09-25,6.67,,
2001-09-26,6.66,,
2001-09-27,6.83,,
2001-09-28,7.23,,
2001-10-01,7.06,,
2001-10-02,7.23,,
2001-10-03,7.39,,
2001-10-04,7.78,,
2001-10-05,7.87,,
2001-10-08,8.01,,
2001-10-09,8.04,,
2001-10-10,8.5,,
2001-10-11,8.5,,
2001-10-12,8.5,,
2001-10-15,8.23,,
2001-10-16,8.52,,
2001-10-17,8.5,,
2001-10-18,8.29,,
2001-10-19,8.5,,
2001-10-22,8.6,,
2001-10-23,8.58,,
2001-10-24,8.72,,
2001-10-25,9.22,,
2001-10-26,9.43,,
2001-10-29,9.48,,
2001-10-30,8.9,,
2001-10-31,8.84,,
2001-11-01,8.99,,
2001-11-02,8.65,,
2001-11-05,8.46,,
2001-11-06,8.52,,
2001-11-07,8.82,,
2001-11-08,8.83,,
2001-11-09,9.15,,
2001-11-12,9.03,,
2001-11-13,9.02,,
2001-11-14,8.5,,
2001-11-15,7.95,,
2001-11-16,8.18,,
2001-11-19,8.19,,
2001-11-20,8.61,,
2001-11-21,8.58,,
2001-11-23,8.79,,
2001-11-26,8.65,,
2001-11-27,8.65,,
2001-11-28,8.59,,
2001-11-29,8.8,,
2001-11-30,8.75,,
2001-12-03,9.01,,
2001-12-04,9.31,,
2001-12-05,9.78,,
2001-12-06,9.65,,
2001-12-07,9.54,,
2001-12-10,9.34,,
2001-12-11,9.1,,
2001-12-12,8.92,,
2001-12-13,8.81,,
2001-12-14,9.03,,
2001-12-17,8.95,,
2001-12-18,9.17,,
2001-12-19,9.4,,
2001-12-20,9.3,,
2001-12-21,9.38,,
2001-12-24,9.48,,
2001-12-26,9.75,,
2001-12-27,9.74,,
2001-12-28,9.81,,
2001-12-31,9.78,,
2002-01-02,9.52,,
2002-01-03,9.34,,
2002-01-04,9.45,,
2002-01-07,9.53,,
2002-01-08,9.43,,
2002-01-09,9.38,,
2002-01-10,9.28,,
2002-01-11,8.91,,
2002-01-14,8.65,,
2002-01-15,8.78,,
2002-01-16,8.59,,
2002-01-17,8.4,,
2002-01-18,8.19,,
2002-01-22,8.18,,
2002-01-23,8.39,,
2002-01-24,8.54,,
2002-01-25,8.57,,
2002-01-28,8.29,,
2002-01-29,7.99,,
2002-01-30,8.23,,
2002-01-31,8.5,,
2002-02-01,8.32,,
2002-02-04,8.25,,
2002-02-05,8.21,,
2002-02-06,8.17,,
2002-02-07,7.95,,
2002-02-08,8.05,,
2002-02-11,8.27,,
2002-02-12,8.1,,
2002-02-13,8.13,,
2002-02-14,8.25,,
2002-02-15,8.16,,
2002-02-19,8.21,,
2002-02-20,8.11,,
2002-02-21,8.33,,
2002-02-22,8.51,,
2002-02-25,8.72,,
2002-02-26,8.66,,
2002-02-27,8.63,,
2002-02-28,8.8,,
2002-03-01,8.79,,
2002-03-04,8.93,,
2002-03-05,8.98,,
2002-03-06,9.49,,
2002-03-07,9.75,,
2002-03-08,9.74,,
2002-03-11,9.87,,
2002-03-12,9.89,,
2002-03-13,9.96,,
2002-03-14,9.84,,
2002-03-15,9.81,,
2002-03-18,9.97,,
2002-03-19,10.19,,
2002-03-20,10.11,,
2002-03-21,10.29,,
2002-03-22,10.04,,
2002-03-25,9.97,,
2002-03-26,9.83,,
2002-03-27,10.17,,
2002-03-28,10.14,,
2002-04-01,10.35,,
2002-04-02,10.58,,
2002-04-03,10.28,,
2002-04-04,9.93,,
2002-04-05,9.81,,
2002-04-08,10.06,,
2002-04-09,9.76,,
2002-04-10,10.03,,
2002-04-11,10.01,,
2002-04-12,9.51,,
2002-04-15,9.73,,
2002-04-16,9.71,,
2002-04-17,10.04,,
2002-04-18,10.16,,
2002-04-19,10.33,,
2002-04-22,10.34,,
2002-04-23,10.43,,
2002-04-24,10.25,,
2002-04-25,10.44,,
2002-04-26,10.53,,
2002-04-29,10.53,,
2002-04-30,10.64,,
2002-05-01,10.64,,
2002-05-02,10.8,,
2002-05-03,10.94,,
2002-05-06,10.56,,
2002-05-07,10.6,,
2002-05-08,10.87,,
2002-05-09,10.68,,
2002-05-10,10.69,,
2002-05-13,10.91,,
2002-05-14,10.93,,
2002-05-15,10.65,,
2002-05-16,10.82,,
2002-05-17,10.6,,
2002-05-20,10.68,,
2002-05-21,10.63,,
2002-05-22,10.75,,
2002-05-23,10.79,,
2002-05-24,10.54,,
2002-05-28,10.46,,
2002-05-29,10.46,,
2002-05-30,10.18,,
2002-05-31,10.25,,
2002-06-03,10.03,,
2002-06-04,9.96,,
2002-06-05,9.89,,
2002-06-06,9.82,,
2002-06-07,9.95,,
2002-06-10,9.61,,
2002-06-11,9.44,,
2002-06-12,9.46,,
2002-06-13,9.51,,
2002-06-14,9.58,,
2002-06-17,9.8,,
2002-06-18,9.79,,
2002-06-19,9.76,,
2002-06-20,9.75,,
2002-06-21,9.7,,
2002-06-24,9.78,,
2002-06-25,9.78,,
2002-06-26,9.83,,
2002-06-27,9.79,,
2002-06-28,9.93,,
2002-07-01,9.68,,
2002-07-02,9.42,,
2002-07-03,9.45,,
2002-07-05,9.62,,
2002-07-08,9.35,,
2002-07-09,9.25,,
2002-07-10,8.99,,
2002-07-11,8.87,,
2002-07-12,8.81,,
2002-07-15,8.84,,
2002-07-16,8.79,,
2002-07-17,8.79,,
2002-07-18,8.72,,
2002-07-19,8.49,,
2002-07-22,7.91,,
2002-07-23,7.73,,
2002-07-24,8.2,,
2002-07-25,7.94,,
2002-07-26,8.11,,
2002-07-29,8.58,,
2002-07-30,8.58,,
2002-07-31,8.57,,
2002-08-01,8.31,,
2002-08-02,8.28,,
2002-08-05,7.99,,
2002-08-06,8.3,,
2002-08-07,8.42,,
2002-08-08,8.74,,
2002-08-09,8.88,,
2002-08-12,9.0,,
2002-08-13,8.62,,
2002-08-14,8.71,,
2002-08-15,8.94,,
2002-08-16,8.78,,
2002-08-19,8.81,,
2002-08-20,8.62,,
2002-08-21,8.69,,
2002-08-22,8.92,,
2002-08-23,8.77,,
2002-08-26,8.88,,
2002-08-27,8.98,,
2002-08-28,8.75,,
2002-08-29,8.57,,
2002-08-30,8.71,,
2002-09-03,8.39,,
2002-09-04,8.43,,
2002-09-05,8.51,,
2002-09-06,8.68,,
2002-09-09,8.64,,
2002-09-10,8.84,,
2002-09-11,8.91,,
2002-09-12,8.77,,
2002-09-13,8.81,,
2002-09-16,8.92,,
2002-09-17,8.7,,
2002-09-18,8.81,,
2002-09-19,8.56,,
2002-09-20,8.51,,
2002-09-23,8.55,,
2002-09-24,8.28,,
2002-09-25,8.64,,
2002-09-26,8.89,,
2002-09-27,8.92,,
2002-09-30,8.99,,
2002-10-01,9.03,,
2002-10-02,9.12,,
2002-10-03,8.95,,
2002-10-04,8.74,,
2002-10-07,8.65,,
2002-10-08,8.54,,
2002-10-09,8.33,,
2002-10-10,8.33,,
2002-10-11,8.5,,
2002-10-14,8.95,,
2002-10-15,9.22,,
2002-10-16,9.08,,
2002-10-17,9.39,,
2002-10-18,9.33,,
2002-10-21,9.45,,
2002-10-22,9.31,,
2002-10-23,9.71,,
2002-10-24,9.57,,
2002-10-25,9.12,,
2002-10-28,9.16,,
2002-10-29,8.94,,
2002-10-30,9.33,,
2002-10-31,9.0,,
2002-11-01,9.41,,
2002-11-04,9.47,,
2002-11-05,9.43,,
2002-11-06,9.51,,
2002-11-07,9.47,,
2002-11-08,9.37,,
2002-11-11,9.3,,
2002-11-12,9.22,,
2002-11-13,8.96,,
2002-11-14,9.42,,
2002-11-15,9.4,,
2002-11-18,9.49,,
2002-11-19,9.58,,
2002-11-20,9.98,,
2002-11-21,10.09,,
2002-11-22,9.6,,
2002-11-25,9.66,,
2002-11-26,9.43,,
2002-11-27,9.57,,
2002-11-29,9.69,,
2002-12-02,9.77,,
2002-12-03,9.86,,
2002-12-04,9.72,,
2002-12-05,9.83,,
2002-12-06,9.97,,
2002-12-09,9.85,,
2002-12-10,10.04,,
2002-12-11,10.07,,
2002-12-12,10.37,,
2002-12-13,10.29,,
2002-12-16,10.35,,
2002-12-17,10.18,,
2002-12-18,9.97,,
2002-12-19,9.95,,
2002-12-20,10.35,,
2002-12-23,10.42,,
2002-12-24,10.33,,
2002-12-26,10.28,,
2002-12-27,10.03,,
2002-12-30,10.01,,
2002-12-31,9.98,,
2003-01-02,10.29,,
2003-01-03,10.23,,
2003-01-06,10.18,,
2003-01-07,9.69,,
2003-01-08,9.66,,
2003-01-09,9.82,,
2003-01-10,9.73,,
2003-01-13,9.68,,
2003-01-14,9.73,,
2003-01-15,9.9,,
2003-01-16,9.9,,
2003-01-17,9.81,,
2003-01-21,9.59,,
2003-01-22,9.57,,
2003-01-23,9.58,,
2003-01-24,9.35,,
2003-01-27,9.0,,
2003-01-28,9.27,,
2003-01-29,9.6,,
2003-01-30,9.48,,
2003-01-31,9.69,,
2003-02-03,9.67,,
2003-02-04,9.97,,
2003-02-05,9.94,,
2003-02-06,9.87,,
2003-02-07,9.76,,
2003-02-10,9.86,,
2003-02-11,9.82,,
2003-02-12,9.54,,
2003-02-13,9.61,,
2003-02-14,9.72,,
2003-02-18,9.87,,
2003-02-19,9.94,,
2003-02-20,10.05,,
2003-02-21,10.15,,
2003-02-24,10.42,,
2003-02-25,10.46,,
2003-02-26,10.54,,
2003-02-27,10.38,,
2003-02-28,10.33,,
2003-03-03,10.23,,
2003-03-04,10.23,,
2003-03-05,10.4,,
2003-03-06,10.46,,
2003-03-07,10.51,,
2003-03-10,10.57,,
2003-03-11,10.44,,
2003-03-12,10.25,,
2003-03-13,10.09,,
2003-03-14,9.9,,
2003-03-17,9.88,,
2003-03-18,10.03,,
2003-03-19,10.02,,
2003-03-20,10.13,,
2003-03-21,9.81,,
2003-03-24,9.7,,
2003-03-25,9.85,,
2003-03-26,9.73,,
2003-03-27,9.89,,
2003-03-28,10.02,,
2003-03-31,9.89,,
2003-04-01,10.06,,
2003-04-02,9.87,,
2003-04-03,9.71,,
2003-04-04,9.53,,
2003-04-07,9.41,,
2003-04-08,9.24,,
2003-04-09,9.26,,
2003-04-10,9.63,,
2003-04-11,9.56,,
2003-04-14,9.58,,
2003-04-15,9.59,,
2003-04-16,9.43,,
2003-04-17,9.68,,
2003-04-21,9.79,,
2003-04-22,9.9,,
2003-04-23,9.75,,
2003-04-24,9.6,,
2003-04-25,9.55,,
2003-04-28,9.52,,
2003-04-29,9.18,,
2003-04-30,9.35,,
2003-05-01,9.26,,
2003-05-02,9.33,,
2003-05-05,9.44,,
2003-05-06,9.34,,
2003-05-07,9.32,,
2003-05-08,9.31,,
2003-05-09,9.48,,
2003-05-12,9.65,,
2003-05-13,9.79,,
2003-05-14,9.88,,
2003-05-15,9.96,,
2003-05-16,10.03,,
2003-05-19,9.95,,
2003-05-20,9.79,,
2003-05-21,10.28,,
2003-05-22,10.33,,
2003-05-23,10.5,,
2003-05-27,10.68,,
2003-05-28,10.61,,
2003-05-29,10.55,,
2003-05-30,10.78,,
2003-06-02,10.87,,
2003-06-03,11.04,,
2003-06-04,10.99,,
2003-06-05,10.99,,
2003-06-06,10.92,,
2003-06-09,10.83,,
2003-06-10,10.84,,
2003-06-11,11.31,,
2003-06-12,10.94,,
2003-06-13,10.65,,
2003-06-16,10.49,,
2003-06-17,10.44,,
2003-06-18,10.33,,
2003-06-19,10.53,,
2003-06-20,10.42,,
2003-06-23,10.54,,
2003-06-24,10.45,,
2003-06-25,10.74,,
2003-06-26,10.5,,
2003-06-27,10.47,,
2003-06-30,10.46,,
2003-07-01,10.34,,
2003-07-02,10.24,,
2003-07-03,10.3,,
2003-07-07,10.07,,
2003-07-08,10.0,,
2003-07-09,10.12,,
2003-07-10,9.84,,
2003-07-11,9.88,,
2003-07-14,9.63,,
2003-07-15,9.58,,
2003-07-16,9.44,,
2003-07-17,9.74,,
2003-07-18,9.93,,
2003-07-21,9.86,,
2003-07-22,9.78,,
2003-07-23,9.7,,
2003-07-24,9.56,,
2003-07-25,9.75,,
2003-07-28,9.78,,
2003-07-29,9.55,,
2003-07-30,9.65,,
2003-07-31,9.7,,
2003-08-01,9.72,,
2003-08-04,9.53,,
2003-08-05,9.63,,
2003-08-06,9.75,,
2003-08-07,10.01,,
2003-08-08,9.92,,
2003-08-11,10.19,,
2003-08-12,10.44,,
2003-08-13,10.37,,
2003-08-14,10.28,,
2003-08-15,10.36,,
2003-08-18,10.4,,
2003-08-19,10.21,,
2003-08-20,10.28,,
2003-08-21,10.39,,
2003-08-22,10.45,,
2003-08-25,10.38,,
2003-08-26,10.33,,
2003-08-27,10.38,,
2003-08-28,10.54,,
2003-08-29,10.6,,
2003-09-02,10.61,,
2003-09-03,10.62,,
2003-09-04,10.61,,
2003-09-05,10.44,,
2003-09-08,10.55,,
2003-09-09,10.39,,
2003-09-10,10.3,,
2003-09-11,10.19,,
2003-09-12,10.2,,
2003-09-15,10.2,,
2003-09-16,10.38,,
2003-09-17,10.22,,
2003-09-18,10.38,,
2003-09-19,10.35,,
2003-09-22,10.42,,
2003-09-23,10.33,,
2003-09-24,10.46,,
2003-09-25,10.31,,
2003-09-26,10.17,,
2003-09-29,10.24,,
2003-09-30,10.44,,
2003-10-01,10.45,,
2003-10-02,10.57,,
2003-10-03,10.63,,
2003-10-06,10.6,,
2003-10-07,10.63,,
2003-10-08,10.59,,
2003-10-09,10.53,,
2003-10-10,10.69,,
2003-10-13,10.7,,
2003-10-14,10.6,,
2003-10-15,10.37,,
2003-10-16,10.5,,
2003-10-17,10.44,,
2003-10-20,10.36,,
2003-10-21,10.51,,
2003-10-22,10.51,,
2003-10-23,10.48,,
2003-10-24,10.49,,
2003-10-27,10.34,,
2003-10-28,10.29,,
2003-10-29,10.41,,
2003-10-30,10.3,,
2003-10-31,10.54,,
2003-11-03,10.56,,
2003-11-04,10.51,,
2003-11-05,10.41,,
2003-11-06,10.41,,
2003-11-07,10.44,,
2003-11-10,10.43,,
2003-11-11,10.46,,
2003-11-12,10.65,,
2003-11-13,10.78,,
2003-11-14,10.75,,
2003-11-17,10.61,,
2003-11-18,10.63,,
2003-11-19,10.65,,
2003-11-20,10.65,,
2003-11-21,10.51,,
2003-11-24,10.43,,
2003-11-25,10.47,,
2003-11-26,10.48,,
2003-11-28,10.49,,
2003-12-01,10.61,,
2003-12-02,10.71,,
2003-12-03,10.59,,
2003-12-04,11.14,,
2003-12-05,11.13,,
2003-12-08,11.21,,
2003-12-09,11.26,,
2003-12-10,11.2,,
2003-12-11,11.28,,
2003-12-12,11.43,,
2003-12-15,11.28,,
2003-12-16,11.42,,
2003-12-17,11.56,,
2003-12-18,11.8,,
2003-12-19,11.73,,
2003-12-22,11.63,,
2003-12-23,11.52,,
2003-12-24,11.7,,
2003-12-26,11.71,,
2003-12-29,11.78,,
2003-12-30,11.72,,
2003-12-31,11.54,,
2004-01-02,11.46,,
2004-01-05,11.65,,
2004-01-06,11.6,,
2004-01-07,11.46,,
2004-01-08,11.43,,
2004-01-09,11.46,,
2004-01-12,11.35,,
2004-01-13,11.38,,
2004-01-14,11.56,,
2004-01-15,11.2,,
2004-01-16,11.33,,
2004-01-20,11.68,,
2004-01-21,11.57,,
2004-01-22,11.51,,
2004-01-23,11.72,,
2004-01-26,11.74,,
2004-01-27,11.65,,
2004-01-28,11.48,,
2004-01-29,11.33,,
2004-01-30,11.33,,
2004-02-02,11.28,,
2004-02-03,11.32,,
2004-02-04,11.11,,
2004-02-05,10.73,,
2004-02-06,10.82,,
2004-02-09,10.79,,
2004-02-10,10.94,,
2004-02-11,10.81,,
2004-02-12,11.03,,
2004-02-13,10.94,,
2004-02-17,10.99,,
2004-02-18,10.88,,
2004-02-19,10.8,,
2004-02-20,10.75,,
2004-02-23,10.76,,
2004-02-24,10.85,,
2004-02-25,10.93,,
2004-02-26,11.0,,
2004-02-27,11.12,,
2004-03-01,11.31,,
2004-03-02,11.36,,
2004-03-03,11.39,,
2004-03-04,11.2,,
2004-03-05,11.38,,
2004-03-08,11.44,,
2004-03-09,11.3,,
2004-03-10,11.13,,
2004-03-11,10.97,,
2004-03-12,11.17,,
2004-03-15,11.28,,
2004-03-16,11.26,,
2004-03-17,11.37,,
2004-03-18,11.35,,
2004-03-19,11.18,,
2004-03-22,11.24,,
2004-03-23,11.19,,
2004-03-24,10.84,,
2004-03-25,10.87,,
2004-03-26,11.0,,
2004-03-29,11.14,,
2004-03-30,11.31,,
2004-03-31,11.47,,
2004-04-01,11.4,,
2004-04-02,11.47,,
2004-04-05,11.47,,
2004-04-06,11.5,,
2004-04-07,11.5,,
2004-04-08,11.77,,
2004-04-12,11.97,,
2004-04-13,11.85,,
2004-04-14,11.88,,
2004-04-15,12.13,,
2004-04-16,12.29,,
2004-04-19,12.52,,
2004-04-20,12.26,,
2004-04-21,12.06,,
2004-04-22,12.24,,
2004-04-23,12.17,,
2004-04-26,12.3,,
2004-04-27,12.61,,
2004-04-28,12.53,,
2004-04-29,12.24,,
2004-04-30,12.31,,
2004-05-03,13.04,,
2004-05-04,13.51,,
2004-05-05,13.5,,
2004-05-06,13.55,,
2004-05-07,13.47,,
2004-05-10,13.05,,
2004-05-11,13.13,,
2004-05-12,13.25,,
2004-05-13,13.28,,
2004-05-14,13.54,,
2004-05-17,13.66,,
2004-05-18,13.45,,
2004-05-19,13.23,,
2004-05-20,13.11,,
2004-05-21,13.17,,
2004-05-24,13.46,,
2004-05-25,13.64,,
2004-05-26,13.52,,
2004-05-27,13.28,,
2004-05-28,13.36,,
2004-06-01,13.65,,
2004-06-02,13.46,,
2004-06-03,13.23,,
2004-06-04,13.03,,
2004-06-07,13.36,,
2004-06-08,13.26,,
2004-06-09,13.15,,
2004-06-10,13.67,,
2004-06-14,13.65,,
2004-06-15,14.13,,
2004-06-16,14.48,,
2004-06-17,14.57,,
2004-06-18,14.54,,
2004-06-21,14.59,,
2004-06-22,14.74,,
2004-06-23,15.27,,
2004-06-24,15.22,,
2004-06-25,15.02,,
2004-06-28,14.73,,
2004-06-29,14.83,,
2004-06-30,14.93,,
2004-07-01,15.08,,
2004-07-02,15.2,,
2004-07-06,15.41,,
2004-07-07,15.58,,
2004-07-08,15.54,,
2004-07-09,15.64,,
2004-07-12,15.58,,
2004-07-13,15.43,,
2004-07-14,15.64,,
2004-07-15,15.78,,
2004-07-16,15.83,,
2004-07-19,15.81,,
2004-07-20,15.7,,
2004-07-21,15.28,,
2004-07-22,15.36,,
2004-07-23,15.2,,
2004-07-26,14.97,,
2004-07-27,15.31,,
2004-07-28,15.65,,
2004-07-29,15.76,,
2004-07-30,15.89,,
2004-08-02,15.89,,
2004-08-03,16.22,,
2004-08-04,15.35,,
2004-08-05,15.06,,
2004-08-06,14.6,,
2004-08-09,14.8,,
2004-08-10,14.89,,
2004-08-11,14.5,,
2004-08-12,14.27,,
2004-08-13,14.38,,
2004-08-16,14.37,,
2004-08-17,13.85,,
2004-08-18,14.03,,
2004-08-19,14.23,,
2004-08-20,14.3,,
2004-08-23,14.1,,
2004-08-24,14.05,,
2004-08-25,14.02,,
2004-08-26,14.25,,
2004-08-27,14.36,,
2004-08-30,14.25,,
2004-08-31,14.44,,
2004-09-01,14.72,,
2004-09-02,14.73,,
2004-09-03,14.68,,
2004-09-07,14.75,,
2004-09-08,14.73,,
2004-09-09,14.93,,
2004-09-10,14.91,,
2004-09-13,15.29,,
2004-09-14,15.79,,
2004-09-15,15.67,,
2004-09-16,15.77,,
2004-09-17,15.9,,
2004-09-20,15.87,,
2004-09-21,16.35,,
2004-09-22,16.18,,
2004-09-23,15.93,,
2004-09-24,16.21,,
2004-09-27,16.13,,
2004-09-28,16.47,,
2004-09-29,16.24,,
2004-09-30,16.46,,
2004-10-01,16.8,,
2004-10-04,16.88,,
2004-10-05,17.31,,
2004-10-06,17.57,,
2004-10-07,17.41,,
2004-10-08,17.42,,
2004-10-11,17.31,,
2004-10-12,17.05,,
2004-10-13,16.37,,
2004-10-14,16.7,,
2004-10-15,16.65,,
2004-10-18,16.48,,
2004-10-19,16.5,,
2004-10-20,17.07,,
2004-10-21,17.22,,
2004-10-22,17.19,,
2004-10-25,17.22,,
2004-10-26,17.43,,
2004-10-27,16.97,,
2004-10-28,16.26,,
2004-10-29,16.64,,
2004-11-01,16.42,,
2004-11-02,16.11,,
2004-11-03,16.45,,
2004-11-04,16.78,,
2004-11-05,16.9,,
2004-11-08,16.31,,
2004-11-09,16.31,,
2004-11-10,16.54,,
2004-11-11,16.38,,
2004-11-12,17.09,,
2004-11-15,16.88,,
2004-11-16,16.75,,
2004-11-17,17.0,,
2004-11-18,17.32,,
2004-11-19,17.83,,
2004-11-22,18.38,,
2004-11-23,18.51,,
2004-11-24,18.87,,
2004-11-26,18.96,,
2004-11-29,18.83,,
2004-11-30,18.77,,
2004-12-01,18.28,,
2004-12-02,17.62,,
2004-12-03,18.04,,
2004-12-06,17.92,,
2004-12-07,17.46,,
2004-12-08,17.66,,
2004-12-09,17.83,,
2004-12-10,17.42,,
2004-12-13,17.89,,
2004-12-14,18.01,,
2004-12-15,18.32,,
2004-12-16,17.96,,
2004-12-17,18.3,,
2004-12-20,18.36,,
2004-12-21,18.47,,
2004-12-22,18.0,,
2004-12-23,18.1,,
2004-12-27,17.6,,
2004-12-28,17.83,,
2004-12-29,17.82,,
2004-12-30,17.73,,
2004-12-31,17.84,,
2005-01-03,16.64,,
2005-01-04,16.38,,
2005-01-05,16.24,,
2005-01-06,16.48,,
2005-01-07,16.37,,
2005-01-10,16.63,,
2005-01-11,16.74,,
2005-01-12,16.95,,
2005-01-13,17.14,,
2005-01-14,17.49,,
2005-01-18,17.91,,
2005-01-19,17.73,,
2005-01-20,17.78,,
2005-01-21,17.91,,
2005-01-24,18.03,,
2005-01-25,17.98,,
2005-01-26,18.24,,
