date,GM,GM_EPS,PE Ratio
2011-09-27,21.19,3.58,5.918994413407821
2011-09-28,20.41,3.58,5.701117318435754
2011-09-29,20.76,3.58,5.798882681564246
2011-09-30,20.18,3.58,5.636871508379888
2011-10-03,19.73,3.58,5.511173184357542
2011-10-04,21.42,3.58,5.983240223463688
2011-10-05,22.27,3.58,6.220670391061453
2011-10-06,22.35,3.58,6.243016759776537
2011-10-07,22.01,3.58,6.148044692737431
2011-10-10,22.62,3.58,6.318435754189944
2011-10-11,22.5,3.58,6.284916201117318
2011-10-12,23.41,3.58,6.539106145251397
2011-10-13,23.15,3.58,6.466480446927374
2011-10-14,24.16,3.58,6.748603351955307
2011-10-17,23.18,3.58,6.4748603351955305
2011-10-18,23.54,3.58,6.575418994413408
2011-10-19,23.09,3.58,6.449720670391061
2011-10-20,22.96,3.58,6.41340782122905
2011-10-21,24.35,3.58,6.801675977653631
2011-10-24,24.98,3.58,6.977653631284916
2011-10-25,24.86,3.58,6.94413407821229
2011-10-26,24.99,3.58,6.9804469273743015
2011-10-27,26.32,3.58,7.351955307262569
2011-10-28,26.45,3.58,7.388268156424581
2011-10-31,25.85,3.58,7.220670391061453
2011-11-01,23.33,3.58,6.516759776536312
2011-11-02,23.2,3.58,6.4804469273743015
2011-11-03,24.03,3.58,6.712290502793296
2011-11-04,23.61,3.58,6.594972067039106
2011-11-07,24.01,3.58,6.706703910614525
2011-11-08,25.04,3.58,6.994413407821229
2011-11-09,22.31,1.09,20.46788990825688
2011-11-10,22.7,1.09,20.825688073394492
2011-11-11,22.51,1.09,20.65137614678899
2011-11-14,22.99,1.09,21.091743119266052
2011-11-15,23.35,1.09,21.422018348623855
2011-11-16,22.65,1.09,20.779816513761464
2011-11-17,21.79,1.09,19.990825688073393
2011-11-18,21.68,1.09,19.889908256880734
2011-11-21,21.05,1.09,19.311926605504585
2011-11-22,20.73,1.09,19.01834862385321
2011-11-23,20.24,1.09,18.56880733944954
2011-11-25,20.34,1.09,18.660550458715594
2011-11-28,20.74,1.09,19.027522935779814
2011-11-29,20.31,1.09,18.633027522935777
2011-11-30,21.29,1.09,19.532110091743117
2011-12-01,20.96,1.09,19.229357798165136
2011-12-02,21.28,1.09,19.522935779816514
2011-12-05,21.59,1.09,19.80733944954128
2011-12-06,21.68,1.09,19.889908256880734
2011-12-07,21.94,1.09,20.128440366972477
2011-12-08,20.98,1.09,19.247706422018346
2011-12-09,21.15,1.09,19.40366972477064
2011-12-12,20.8,1.09,19.08256880733945
2011-12-13,20.11,1.09,18.44954128440367
2011-12-14,19.47,1.09,17.862385321100916
2011-12-15,20.1,1.09,18.440366972477065
2011-12-16,20.15,1.09,18.48623853211009
2011-12-19,19.05,1.09,17.477064220183486
2011-12-20,19.69,1.09,18.06422018348624
2011-12-21,20.32,1.09,18.642201834862384
2011-12-22,20.7,1.09,18.990825688073393
2011-12-23,20.5,1.09,18.80733944954128
2011-12-27,20.09,1.09,18.431192660550458
2011-12-28,19.86,1.09,18.22018348623853
2011-12-29,20.21,1.09,18.541284403669724
2011-12-30,20.27,1.09,18.596330275229356
2012-01-03,21.05,1.09,19.311926605504585
2012-01-04,21.15,1.09,19.40366972477064
2012-01-05,22.17,1.09,20.339449541284402
2012-01-06,22.92,1.09,21.027522935779817
2012-01-09,22.84,1.09,20.954128440366972
2012-01-10,23.24,1.09,21.32110091743119
2012-01-11,24.47,1.09,22.44954128440367
2012-01-12,24.67,1.09,22.63302752293578
2012-01-13,24.29,1.09,22.284403669724767
2012-01-17,24.2,1.09,22.20183486238532
2012-01-18,24.51,1.09,22.486238532110093
2012-01-19,24.82,1.09,22.77064220183486
2012-01-20,25.0,1.09,22.935779816513758
2012-01-23,24.92,1.09,22.862385321100916
2012-01-24,24.79,1.09,22.743119266055043
2012-01-25,24.92,1.09,22.862385321100916
2012-01-26,24.72,1.09,22.678899082568805
2012-01-27,24.37,1.09,22.357798165137613
2012-01-30,24.23,1.09,22.229357798165136
2012-01-31,24.02,1.09,22.03669724770642
2012-02-01,24.37,1.09,22.357798165137613
2012-02-02,24.31,1.09,22.302752293577978
2012-02-03,26.18,1.09,24.01834862385321
2012-02-06,26.7,1.09,24.495412844036696
2012-02-07,26.22,1.09,24.05504587155963
2012-02-08,25.75,1.09,23.623853211009173
2012-02-09,25.74,1.09,23.614678899082566
2012-02-10,25.5,1.09,23.394495412844034
2012-02-13,25.34,1.09,23.247706422018346
2012-02-14,25.4,1.09,23.302752293577978
2012-02-15,24.93,1.09,22.87155963302752
2012-02-16,27.17,1.09,24.926605504587155
2012-02-17,27.34,1.09,25.08256880733945
2012-02-21,27.06,1.09,24.825688073394492
2012-02-22,26.55,1.09,24.357798165137613
2012-02-23,26.79,1.09,24.577981651376145
2012-02-24,26.07,1.09,23.917431192660548
2012-02-27,26.46,0.27,98.0
2012-02-28,26.14,0.27,96.81481481481481
2012-02-29,26.02,0.27,96.37037037037037
2012-03-01,26.47,0.27,98.03703703703702
2012-03-02,26.45,0.27,97.96296296296295
2012-03-05,26.0,0.27,96.29629629629629
2012-03-06,24.58,0.27,91.03703703703702
2012-03-07,24.88,0.27,92.14814814814814
2012-03-08,25.45,0.27,94.25925925925925
2012-03-09,25.62,0.27,94.88888888888889
2012-03-12,25.39,0.27,94.03703703703704
2012-03-13,26.07,0.27,96.55555555555556
2012-03-14,26.32,0.27,97.48148148148148
2012-03-15,26.05,0.27,96.48148148148148
2012-03-16,25.57,0.27,94.7037037037037
2012-03-19,25.39,0.27,94.03703703703704
2012-03-20,25.09,0.27,92.92592592592592
2012-03-21,25.29,0.27,93.66666666666666
2012-03-22,25.05,0.27,92.77777777777777
2012-03-23,25.17,0.27,93.22222222222223
2012-03-26,25.58,0.27,94.74074074074073
2012-03-27,25.35,0.27,93.88888888888889
2012-03-28,25.15,0.27,93.14814814814814
2012-03-29,25.31,0.27,93.74074074074073
2012-03-30,25.65,0.27,94.99999999999999
2012-04-02,26.76,0.27,99.11111111111111
2012-04-03,25.54,0.27,94.59259259259258
2012-04-04,25.1,0.27,92.96296296296296
2012-04-05,24.81,0.27,91.88888888888887
2012-04-09,24.2,0.27,89.62962962962962
2012-04-10,23.71,0.27,87.81481481481481
2012-04-11,24.03,0.27,89.0
2012-04-12,24.3,0.27,90.0
2012-04-13,23.8,0.27,88.14814814814814
2012-04-16,23.42,0.27,86.74074074074075
2012-04-17,24.04,0.27,89.03703703703702
2012-04-18,24.15,0.27,89.44444444444443
2012-04-19,24.01,0.27,88.92592592592592
2012-04-20,23.6,0.27,87.4074074074074
2012-04-23,22.95,0.27,84.99999999999999
2012-04-24,22.89,0.27,84.77777777777777
2012-04-25,23.31,0.27,86.33333333333333
2012-04-26,23.72,0.27,87.85185185185185
2012-04-27,23.53,0.27,87.14814814814815
2012-04-30,23.0,0.27,85.18518518518518
2012-05-01,23.31,0.27,86.33333333333333
2012-05-02,22.93,0.27,84.92592592592592
2012-05-03,22.37,0.64,34.953125
2012-05-04,22.36,0.64,34.9375
2012-05-07,22.41,0.64,35.015625
2012-05-08,22.23,0.64,34.734375
2012-05-09,22.44,0.64,35.0625
2012-05-10,22.37,0.64,34.953125
2012-05-11,22.0,0.64,34.375
2012-05-14,21.63,0.64,33.796875
2012-05-15,21.42,0.64,33.46875
2012-05-16,21.91,0.64,34.234375
2012-05-17,21.61,0.64,33.765625
2012-05-18,21.18,0.64,33.09375
2012-05-21,21.54,0.64,33.65625
2012-05-22,21.5,0.64,33.59375
2012-05-23,22.13,0.64,34.578125
2012-05-24,22.04,0.64,34.4375
2012-05-25,22.44,0.64,35.0625
2012-05-29,22.85,0.64,35.703125
2012-05-30,22.37,0.64,34.953125
2012-05-31,22.2,0.64,34.6875
2012-06-01,22.01,0.64,34.390625
2012-06-04,21.11,0.64,32.984375
2012-06-05,21.25,0.64,33.203125
2012-06-06,21.83,0.64,34.109375
2012-06-07,21.85,0.64,34.140625
2012-06-08,22.05,0.64,34.453125
2012-06-11,21.92,0.64,34.25
2012-06-12,22.17,0.64,34.640625
2012-06-13,21.87,0.64,34.171875
2012-06-14,21.8,0.64,34.0625
2012-06-15,21.74,0.64,33.96875
2012-06-18,21.43,0.64,33.484375
2012-06-19,21.74,0.64,33.96875
2012-06-20,21.48,0.64,33.5625
2012-06-21,20.64,0.64,32.25
2012-06-22,20.6,0.64,32.1875
2012-06-25,19.91,0.64,31.109375
2012-06-26,19.85,0.64,31.015625
2012-06-27,19.66,0.64,30.71875
2012-06-28,19.82,0.64,30.96875
2012-06-29,19.72,0.64,30.812499999999996
2012-07-02,19.57,0.64,30.578125
2012-07-03,20.67,0.64,32.296875
2012-07-05,20.54,0.64,32.09375
2012-07-06,20.31,0.64,31.734374999999996
2012-07-09,20.22,0.64,31.593749999999996
2012-07-10,19.8,0.64,30.9375
2012-07-11,19.9,0.64,31.093749999999996
2012-07-12,19.33,0.64,30.203124999999996
2012-07-13,19.62,0.64,30.65625
2012-07-16,19.38,0.64,30.281249999999996
2012-07-17,19.6,0.64,30.625
2012-07-18,20.07,0.64,31.359375
2012-07-19,20.14,0.64,31.46875
2012-07-20,19.36,0.64,30.25
2012-07-23,19.3,0.64,30.15625
2012-07-24,19.02,0.64,29.71875
2012-07-25,18.8,0.64,29.375
2012-07-26,19.11,0.64,29.859375
2012-07-27,19.67,0.64,30.734375000000004
2012-07-30,19.36,0.64,30.25
2012-07-31,19.71,0.64,30.796875
2012-08-01,19.66,0.64,30.71875
2012-08-02,19.14,0.64,29.90625
2012-08-03,20.04,0.95,21.094736842105263
2012-08-06,19.85,0.95,20.894736842105267
2012-08-07,20.42,0.95,21.494736842105265
2012-08-08,20.38,0.95,21.45263157894737
2012-08-09,20.65,0.95,21.736842105263158
2012-08-10,20.54,0.95,21.621052631578948
2012-08-13,20.47,0.95,21.54736842105263
2012-08-14,20.21,0.95,21.27368421052632
2012-08-15,20.14,0.95,21.200000000000003
2012-08-16,21.33,0.95,22.45263157894737
2012-08-17,22.01,0.95,23.168421052631583
2012-08-20,21.87,0.95,23.02105263157895
2012-08-21,21.63,0.95,22.768421052631577
2012-08-22,21.73,0.95,22.873684210526317
2012-08-23,21.34,0.95,22.46315789473684
2012-08-24,21.18,0.95,22.294736842105262
2012-08-27,21.22,0.95,22.33684210526316
2012-08-28,20.94,0.95,22.042105263157897
2012-08-29,21.3,0.95,22.42105263157895
2012-08-30,21.11,0.95,22.22105263157895
2012-08-31,21.35,0.95,22.47368421052632
2012-09-04,21.31,0.95,22.431578947368422
2012-09-05,21.76,0.95,22.90526315789474
2012-09-06,22.45,0.95,23.63157894736842
2012-09-07,23.37,0.95,24.6
2012-09-10,22.98,0.95,24.18947368421053
2012-09-11,22.97,0.95,24.178947368421053
2012-09-12,23.13,0.95,24.347368421052632
2012-09-13,23.53,0.95,24.76842105263158
2012-09-14,24.14,0.95,25.410526315789475
2012-09-17,23.8,0.95,25.05263157894737
2012-09-18,24.43,0.95,25.71578947368421
2012-09-19,24.75,0.95,26.05263157894737
2012-09-20,24.42,0.95,25.70526315789474
2012-09-21,24.8,0.95,26.10526315789474
2012-09-24,24.36,0.95,25.642105263157895
2012-09-25,23.52,0.95,24.757894736842108
2012-09-26,23.39,0.95,24.621052631578948
2012-09-27,23.18,0.95,24.400000000000002
2012-09-28,22.75,0.95,23.947368421052634
2012-10-01,23.09,0.95,24.30526315789474
2012-10-02,23.68,0.95,24.926315789473684
2012-10-03,24.39,0.95,25.673684210526318
2012-10-04,24.65,0.95,25.94736842105263
2012-10-05,24.8,0.95,26.10526315789474
2012-10-08,24.57,0.95,25.863157894736844
2012-10-09,24.37,0.95,25.65263157894737
2012-10-10,24.23,0.95,25.50526315789474
2012-10-11,24.66,0.95,25.957894736842107
2012-10-12,24.44,0.95,25.726315789473688
2012-10-15,24.48,0.95,25.76842105263158
2012-10-16,24.79,0.95,26.094736842105263
2012-10-17,25.06,0.95,26.378947368421052
2012-10-18,25.56,0.95,26.905263157894737
2012-10-19,24.59,0.95,25.88421052631579
2012-10-22,24.62,0.95,25.915789473684214
2012-10-23,23.87,0.95,25.126315789473686
2012-10-24,23.69,0.95,24.93684210526316
2012-10-25,23.63,0.95,24.873684210526317
2012-10-26,23.28,0.95,24.50526315789474
2012-10-31,25.5,0.94,27.127659574468087
2012-11-01,25.68,0.94,27.319148936170215
2012-11-02,25.79,0.94,27.43617021276596
2012-11-05,25.57,0.94,27.20212765957447
2012-11-06,26.19,0.94,27.861702127659576
2012-11-07,25.03,0.94,26.627659574468087
2012-11-08,24.72,0.94,26.29787234042553
2012-11-09,25.04,0.94,26.638297872340427
2012-11-12,25.26,0.94,26.872340425531917
2012-11-13,24.82,0.94,26.404255319148938
2012-11-14,24.17,0.94,25.712765957446813
2012-11-15,23.88,0.94,25.404255319148938
2012-11-16,23.85,0.94,25.372340425531917
2012-11-19,24.93,0.94,26.52127659574468
2012-11-20,24.6,0.94,26.17021276595745
2012-11-21,24.6,0.94,26.17021276595745
2012-11-23,25.21,0.94,26.819148936170215
2012-11-26,25.23,0.94,26.840425531914896
2012-11-27,25.01,0.94,26.606382978723406
2012-11-28,25.28,0.94,26.893617021276597
2012-11-29,26.09,0.94,27.75531914893617
2012-11-30,25.88,0.94,27.53191489361702
2012-12-03,25.51,0.94,27.138297872340427
2012-12-04,25.41,0.94,27.031914893617024
2012-12-05,25.0,0.94,26.595744680851066
2012-12-06,24.57,0.94,26.138297872340427
2012-12-07,25.19,0.94,26.797872340425535
2012-12-10,25.28,0.94,26.893617021276597
2012-12-11,25.45,0.94,27.074468085106385
2012-12-12,25.63,0.94,27.26595744680851
2012-12-13,25.12,0.94,26.723404255319153
2012-12-14,24.61,0.94,26.180851063829788
2012-12-17,24.85,0.94,26.436170212765962
2012-12-18,25.49,0.94,27.117021276595743
2012-12-19,27.18,0.94,28.914893617021278
2012-12-20,27.34,0.94,29.085106382978726
2012-12-21,27.32,0.94,29.063829787234045
2012-12-24,27.66,0.94,29.425531914893618
2012-12-26,27.62,0.94,29.382978723404257
2012-12-27,27.96,0.94,29.744680851063833
2012-12-28,27.85,0.94,29.627659574468087
2012-12-31,28.83,0.94,30.670212765957448
2013-01-02,29.13,0.94,30.98936170212766
2013-01-03,29.82,0.94,31.72340425531915
2013-01-04,29.86,0.94,31.76595744680851
2013-01-07,29.66,0.94,31.553191489361705
2013-01-08,29.37,0.94,31.244680851063833
2013-01-09,29.97,0.94,31.882978723404257
2013-01-10,30.44,0.94,32.38297872340426
2013-01-11,30.36,0.94,32.297872340425535
2013-01-14,30.33,0.94,32.265957446808514
2013-01-15,30.6,0.94,32.55319148936171
2013-01-16,29.31,0.94,31.180851063829788
2013-01-17,29.49,0.94,31.372340425531917
2013-01-18,29.28,0.94,31.148936170212767
2013-01-22,28.63,0.94,30.45744680851064
2013-01-23,28.57,0.94,30.393617021276597
2013-01-24,28.78,0.94,30.617021276595747
2013-01-25,29.07,0.94,30.925531914893618
2013-01-28,28.83,0.94,30.670212765957448
2013-01-29,28.45,0.94,30.26595744680851
2013-01-30,27.94,0.94,29.723404255319153
2013-01-31,28.09,0.94,29.882978723404257
2013-02-01,28.17,0.94,29.968085106382983
2013-02-04,27.96,0.94,29.744680851063833
2013-02-05,28.59,0.94,30.414893617021278
2013-02-06,28.52,0.94,30.340425531914896
2013-02-07,28.47,0.94,30.28723404255319
2013-02-08,28.57,0.94,30.393617021276597
2013-02-11,28.53,0.94,30.351063829787236
2013-02-12,28.55,0.94,30.372340425531917
2013-02-13,28.67,0.94,30.500000000000004
2013-02-14,27.75,0.94,29.521276595744684
2013-02-15,27.76,0.57,48.70175438596492
2013-02-19,27.68,0.57,48.56140350877193
2013-02-20,27.1,0.57,47.543859649122815
2013-02-21,26.51,0.57,46.50877192982457
2013-02-22,27.11,0.57,47.56140350877193
2013-02-25,26.33,0.57,46.19298245614035
2013-02-26,26.83,0.57,47.07017543859649
2013-02-27,27.4,0.57,48.07017543859649
2013-02-28,27.15,0.57,47.631578947368425
2013-03-01,27.21,0.57,47.736842105263165
2013-03-04,27.09,0.57,47.526315789473685
2013-03-05,27.58,0.57,48.385964912280706
2013-03-06,27.91,0.57,48.96491228070176
2013-03-07,27.88,0.57,48.91228070175439
2013-03-08,28.0,0.57,49.12280701754386
2013-03-11,28.31,0.57,49.66666666666667
2013-03-12,28.37,0.57,49.77192982456141
2013-03-13,28.07,0.57,49.245614035087726
2013-03-14,28.16,0.57,49.40350877192983
2013-03-15,28.21,0.57,49.491228070175445
2013-03-18,28.04,0.57,49.192982456140356
2013-03-19,28.1,0.57,49.298245614035096
2013-03-20,29.2,0.57,51.2280701754386
2013-03-21,28.63,0.57,50.228070175438596
2013-03-22,28.22,0.57,49.50877192982456
2013-03-25,28.16,0.57,49.40350877192983
2013-03-26,28.15,0.57,49.385964912280706
2013-03-27,28.06,0.57,49.228070175438596
2013-03-28,27.82,0.57,48.80701754385965
2013-04-01,27.8,0.57,48.77192982456141
2013-04-02,27.93,0.57,49.00000000000001
2013-04-03,27.8,0.57,48.77192982456141
2013-04-04,27.74,0.57,48.66666666666667
2013-04-05,27.52,0.57,48.280701754385966
2013-04-08,27.59,0.57,48.40350877192983
2013-04-09,27.53,0.57,48.298245614035096
2013-04-10,28.37,0.57,49.77192982456141
2013-04-11,29.72,0.57,52.140350877192986
2013-04-12,29.62,0.57,51.96491228070176
2013-04-15,28.91,0.57,50.71929824561404
2013-04-16,29.47,0.57,51.70175438596492
2013-04-17,29.27,0.57,51.35087719298246
2013-04-18,28.98,0.57,50.8421052631579
2013-04-19,29.15,0.57,51.140350877192986
2013-04-22,29.25,0.57,51.31578947368421
2013-04-23,29.85,0.57,52.36842105263159
