date,CRM,CRM_EPS,PE Ratio
2005-02-22,3.98,0.0,inf
2005-02-23,3.92,0.0,inf
2005-02-24,4.05,0.0,inf
2005-02-25,4.12,0.0,inf
2005-02-28,4.02,0.0,inf
2005-03-01,4.13,0.0,inf
2005-03-02,4.23,0.0,inf
2005-03-03,4.21,0.0,inf
2005-03-04,4.15,0.0,inf
2005-03-07,4.12,0.0,inf
2005-03-08,4.2,0.0,inf
2005-03-09,4.07,0.0,inf
2005-03-10,3.87,0.0,inf
2005-03-11,3.88,0.0,inf
2005-03-14,3.89,0.0,inf
2005-03-15,3.82,0.0,inf
2005-03-16,3.74,0.0,inf
2005-03-17,3.88,0.0,inf
2005-03-18,3.75,0.0,inf
2005-03-21,3.84,0.0,inf
2005-03-22,3.78,0.0,inf
2005-03-23,3.7,0.0,inf
2005-03-24,3.68,0.0,inf
2005-03-25,,0.01,
2005-03-28,3.61,0.01,361.0
2005-03-29,3.57,0.01,357.0
2005-03-30,3.63,0.01,363.0
2005-03-31,3.75,0.01,375.0
2005-04-01,3.75,0.01,375.0
2005-04-04,3.74,0.01,374.0
2005-04-05,3.82,0.01,382.0
2005-04-06,3.82,0.01,382.0
2005-04-07,3.86,0.01,386.0
2005-04-08,3.84,0.01,384.0
2005-04-11,3.83,0.01,383.0
2005-04-12,3.91,0.01,391.0
2005-04-13,3.86,0.01,386.0
2005-04-14,3.77,0.01,377.0
2005-04-15,3.61,0.01,361.0
2005-04-18,3.73,0.01,373.0
2005-04-19,3.63,0.01,363.0
2005-04-20,3.61,0.01,361.0
2005-04-21,3.77,0.01,377.0
2005-04-22,3.64,0.01,364.0
2005-04-25,3.5,0.01,350.0
2005-04-26,3.6,0.01,360.0
2005-04-27,3.69,0.01,369.0
2005-04-28,3.62,0.01,362.0
2005-04-29,3.61,0.01,361.0
2005-05-02,3.58,0.01,358.0
2005-05-03,3.62,0.01,362.0
2005-05-04,3.75,0.01,375.0
2005-05-05,3.75,0.01,375.0
2005-05-06,3.84,0.01,384.0
2005-05-09,3.86,0.01,386.0
2005-05-10,3.88,0.01,388.0
2005-05-11,3.82,0.01,382.0
2005-05-12,3.75,0.01,375.0
2005-05-13,3.72,0.01,372.0
2005-05-16,3.76,0.01,375.99999999999994
2005-05-17,3.92,0.01,392.0
2005-05-18,3.96,0.01,396.0
2005-05-19,4.43,0.01,442.99999999999994
2005-05-20,4.62,0.01,462.0
2005-05-23,4.81,0.01,480.99999999999994
2005-05-24,4.9,0.01,490.0
2005-05-25,4.97,0.01,496.99999999999994
2005-05-26,5.04,0.01,504.0
2005-05-27,4.97,0.01,496.99999999999994
2005-05-31,5.06,0.01,505.99999999999994
2005-06-01,5.04,0.01,504.0
2005-06-02,5.24,0.01,524.0
2005-06-03,5.14,0.01,514.0
2005-06-06,5.03,0.01,503.0
2005-06-07,4.94,0.01,494.00000000000006
2005-06-08,4.97,0.01,496.99999999999994
2005-06-09,5.04,0.01,504.0
2005-06-10,4.94,0.01,494.00000000000006
2005-06-13,5.12,0.01,512.0
2005-06-14,5.15,0.01,515.0
2005-06-15,5.02,0.01,501.99999999999994
2005-06-16,4.96,0.01,496.0
2005-06-17,5.12,0.01,512.0
2005-06-20,5.22,0.01,522.0
2005-06-21,5.01,0.01,500.99999999999994
2005-06-22,4.99,0.01,499.0
2005-06-23,4.97,0.01,496.99999999999994
2005-06-24,5.2,0.01,520.0
2005-06-27,5.06,0.01,505.99999999999994
2005-06-28,5.17,0.01,517.0
2005-06-29,5.21,0.01,521.0
2005-06-30,5.12,0.01,512.0
2005-07-01,4.88,0.01,488.0
2005-07-05,4.88,0.01,488.0
2005-07-06,4.88,0.01,488.0
2005-07-07,4.86,0.01,486.0
2005-07-08,4.88,0.01,488.0
2005-07-11,4.95,0.01,495.0
2005-07-12,4.98,0.01,498.00000000000006
2005-07-13,5.19,0.01,519.0
2005-07-14,5.67,0.01,567.0
2005-07-15,5.7,0.01,570.0
2005-07-18,5.56,0.01,556.0
2005-07-19,5.73,0.01,573.0
2005-07-20,5.75,0.01,575.0
2005-07-21,5.7,0.01,570.0
2005-07-22,5.65,0.01,565.0
2005-07-25,5.62,0.01,562.0
2005-07-26,5.66,0.01,566.0
2005-07-27,5.65,0.01,565.0
2005-07-28,5.95,0.01,595.0
2005-07-29,5.89,0.01,589.0
2005-08-01,6.02,0.01,602.0
2005-08-02,5.91,0.01,591.0
2005-08-03,5.96,0.01,596.0
2005-08-04,5.91,0.01,591.0
2005-08-05,5.92,0.01,592.0
2005-08-08,5.92,0.01,592.0
2005-08-09,6.06,0.01,606.0
2005-08-10,6.13,0.01,613.0
2005-08-11,5.99,0.01,599.0
2005-08-12,5.88,0.01,588.0
2005-08-15,5.54,0.01,554.0
2005-08-16,5.5,0.01,550.0
2005-08-17,5.55,0.01,555.0
2005-08-18,5.08,0.01,508.0
2005-08-19,5.12,0.01,512.0
2005-08-22,5.04,0.01,504.0
2005-08-23,4.99,0.01,499.0
2005-08-24,4.95,0.01,495.0
2005-08-25,4.93,0.01,492.99999999999994
2005-08-26,4.81,0.01,480.99999999999994
2005-08-29,4.81,0.01,480.99999999999994
2005-08-30,4.78,0.01,478.0
2005-08-31,4.83,0.01,483.0
2005-09-01,4.81,0.01,480.99999999999994
2005-09-02,4.84,0.01,484.0
2005-09-06,5.09,0.01,509.0
2005-09-07,5.21,0.01,521.0
2005-09-08,5.43,0.01,543.0
2005-09-09,5.49,0.01,549.0
2005-09-12,5.42,0.01,542.0
2005-09-13,5.91,0.01,591.0
2005-09-14,5.88,0.01,588.0
2005-09-15,5.78,0.01,578.0
2005-09-16,5.9,0.01,590.0
2005-09-19,5.78,0.01,578.0
2005-09-20,5.9,0.01,590.0
2005-09-21,5.75,0.01,575.0
2005-09-22,5.64,0.01,564.0
2005-09-23,5.78,0.01,578.0
2005-09-26,5.9,0.01,590.0
2005-09-27,5.89,0.01,589.0
2005-09-28,5.85,0.01,585.0
2005-09-29,5.73,0.01,573.0
2005-09-30,5.78,0.01,578.0
2005-10-03,6.0,0.01,600.0
2005-10-04,5.95,0.01,595.0
2005-10-05,5.84,0.01,584.0
2005-10-06,5.76,0.01,576.0
2005-10-07,5.7,0.01,570.0
2005-10-10,5.56,0.01,556.0
2005-10-11,5.44,0.01,544.0
2005-10-12,5.3,0.01,530.0
2005-10-13,5.46,0.01,546.0
2005-10-14,5.56,0.01,556.0
2005-10-17,5.72,0.01,572.0
2005-10-18,5.66,0.01,566.0
2005-10-19,5.73,0.01,573.0
2005-10-20,5.93,0.01,593.0
2005-10-21,6.14,0.01,614.0
2005-10-24,6.32,0.01,632.0
2005-10-25,6.3,0.01,630.0
2005-10-26,6.36,0.01,636.0
2005-10-27,6.06,0.01,606.0
2005-10-28,6.15,0.01,615.0
2005-10-31,6.25,0.01,625.0
2005-11-01,6.42,0.01,642.0
2005-11-02,6.73,0.01,673.0
2005-11-03,6.63,0.01,663.0
2005-11-04,6.68,0.01,668.0
2005-11-07,6.61,0.01,661.0
2005-11-08,6.56,0.01,656.0
2005-11-09,6.63,0.01,663.0
2005-11-10,6.73,0.01,673.0
2005-11-11,6.87,0.01,687.0
2005-11-14,7.09,0.01,709.0
2005-11-15,6.87,0.01,687.0
2005-11-16,6.73,0.01,673.0
2005-11-17,7.31,0.01,731.0
2005-11-18,7.19,0.03,239.66666666666669
2005-11-21,7.31,0.03,243.66666666666666
2005-11-22,7.6,0.03,253.33333333333334
2005-11-23,7.86,0.03,262.0
2005-11-25,7.86,0.03,262.0
2005-11-28,7.81,0.03,260.3333333333333
2005-11-29,7.64,0.03,254.66666666666666
2005-11-30,7.96,0.03,265.3333333333333
2005-12-01,8.24,0.03,274.6666666666667
2005-12-02,7.9,0.03,263.33333333333337
2005-12-05,8.0,0.03,266.6666666666667
2005-12-06,8.35,0.03,278.3333333333333
2005-12-07,8.35,0.03,278.3333333333333
2005-12-08,8.37,0.03,279.0
2005-12-09,8.88,0.03,296.00000000000006
2005-12-12,8.78,0.03,292.66666666666663
2005-12-13,8.91,0.03,297.0
2005-12-14,8.61,0.03,287.0
2005-12-15,8.8,0.03,293.33333333333337
2005-12-16,8.76,0.03,292.0
2005-12-19,8.63,0.03,287.6666666666667
2005-12-20,8.28,0.03,276.0
2005-12-21,8.21,0.03,273.6666666666667
2005-12-22,8.29,0.03,276.3333333333333
2005-12-23,8.45,0.03,281.66666666666663
2005-12-27,8.15,0.03,271.6666666666667
2005-12-28,8.35,0.03,278.3333333333333
2005-12-29,8.19,0.03,273.0
2005-12-30,8.01,0.03,267.0
2006-01-03,8.56,0.03,285.33333333333337
2006-01-04,8.99,0.03,299.6666666666667
2006-01-05,9.02,0.03,300.6666666666667
2006-01-06,9.96,0.03,332.00000000000006
2006-01-09,9.63,0.03,321.00000000000006
2006-01-10,9.56,0.03,318.6666666666667
2006-01-11,9.57,0.03,319.0
2006-01-12,9.56,0.03,318.6666666666667
2006-01-13,9.53,0.03,317.66666666666663
2006-01-17,9.75,0.03,325.0
2006-01-18,10.4,0.03,346.6666666666667
2006-01-19,10.33,0.03,344.33333333333337
2006-01-20,9.98,0.03,332.6666666666667
2006-01-23,9.98,0.03,332.6666666666667
2006-01-24,9.99,0.03,333.0
2006-01-25,9.88,0.03,329.33333333333337
2006-01-26,10.05,0.03,335.00000000000006
2006-01-27,10.4,0.03,346.6666666666667
2006-01-30,10.66,0.03,355.33333333333337
2006-01-31,10.26,0.03,342.0
2006-02-01,10.03,0.03,334.3333333333333
2006-02-02,9.87,0.03,329.0
2006-02-03,9.56,0.03,318.6666666666667
2006-02-06,9.8,0.03,326.6666666666667
2006-02-07,9.54,0.03,318.0
2006-02-08,9.61,0.03,320.3333333333333
2006-02-09,9.84,0.03,328.0
2006-02-10,8.78,0.03,292.66666666666663
2006-02-13,8.57,0.03,285.6666666666667
2006-02-14,8.66,0.03,288.6666666666667
2006-02-15,8.53,0.03,284.3333333333333
2006-02-16,8.71,0.03,290.33333333333337
2006-02-17,8.59,0.03,286.3333333333333
2006-02-21,8.4,0.03,280.0
2006-02-22,8.6,0.03,286.6666666666667
2006-02-23,8.5,0.03,283.33333333333337
2006-02-24,8.45,0.03,281.66666666666663
2006-02-27,8.52,0.03,284.0
2006-02-28,8.71,0.03,290.33333333333337
2006-03-01,9.2,0.03,306.66666666666663
2006-03-02,9.18,0.03,306.0
2006-03-03,9.51,0.03,317.0
2006-03-06,9.09,0.03,303.0
2006-03-07,9.32,0.03,310.6666666666667
2006-03-08,9.46,0.03,315.33333333333337
2006-03-09,9.38,0.03,312.6666666666667
2006-03-10,9.46,0.03,315.33333333333337
2006-03-13,9.72,0.03,324.00000000000006
2006-03-14,9.95,0.03,331.66666666666663
2006-03-15,9.74,0.01,974.0
2006-03-16,9.74,0.01,974.0
2006-03-17,9.79,0.01,978.9999999999999
2006-03-20,9.67,0.01,967.0
2006-03-21,9.4,0.01,940.0
2006-03-22,9.26,0.01,926.0
2006-03-23,9.38,0.01,938.0000000000001
2006-03-24,9.4,0.01,940.0
2006-03-27,9.57,0.01,957.0
2006-03-28,9.23,0.01,923.0
2006-03-29,9.17,0.01,917.0
2006-03-30,9.21,0.01,921.0000000000001
2006-03-31,9.08,0.01,908.0
2006-04-03,9.27,0.01,926.9999999999999
2006-04-04,8.98,0.01,898.0
2006-04-05,9.3,0.01,930.0
2006-04-06,9.05,0.01,905.0
2006-04-07,8.63,0.01,863.0000000000001
2006-04-10,8.7,0.01,869.9999999999999
2006-04-11,8.32,0.01,832.0
2006-04-12,8.31,0.01,831.0
2006-04-13,8.43,0.01,843.0
2006-04-17,8.2,0.01,819.9999999999999
2006-04-18,8.38,0.01,838.0000000000001
2006-04-19,8.57,0.01,857.0
2006-04-20,8.35,0.01,835.0
2006-04-21,8.28,0.01,827.9999999999999
2006-04-24,8.13,0.01,813.0000000000001
2006-04-25,8.79,0.01,878.9999999999999
2006-04-26,8.79,0.01,878.9999999999999
2006-04-27,8.83,0.01,883.0
2006-04-28,8.76,0.01,876.0
2006-05-01,8.76,0.01,876.0
2006-05-02,8.75,0.01,875.0
2006-05-03,8.58,0.01,858.0
2006-05-04,8.74,0.01,874.0
2006-05-05,8.53,0.01,852.9999999999999
2006-05-08,8.58,0.01,858.0
2006-05-09,8.47,0.01,847.0
2006-05-10,8.17,0.01,817.0
2006-05-11,8.08,0.01,808.0
2006-05-12,7.8,0.01,780.0
2006-05-15,7.8,0.01,780.0
2006-05-16,7.63,0.01,763.0
2006-05-17,7.54,0.01,754.0
2006-05-18,7.17,0.01,717.0
2006-05-19,7.14,0.0,inf
2006-05-22,7.35,0.0,inf
2006-05-23,7.34,0.0,inf
2006-05-24,7.12,0.0,inf
2006-05-25,7.6,0.0,inf
2006-05-26,7.6,0.0,inf
2006-05-30,7.45,0.0,inf
2006-05-31,7.38,0.0,inf
2006-06-01,7.76,0.0,inf
2006-06-02,7.47,0.0,inf
2006-06-05,7.44,0.0,inf
2006-06-06,6.91,0.0,inf
2006-06-07,6.75,0.0,inf
2006-06-08,6.46,0.0,inf
2006-06-09,6.51,0.0,inf
2006-06-12,6.23,0.0,inf
2006-06-13,6.3,0.0,inf
2006-06-14,6.34,0.0,inf
2006-06-15,6.83,0.0,inf
2006-06-16,6.94,0.0,inf
2006-06-19,6.75,0.0,inf
2006-06-20,6.69,0.0,inf
2006-06-21,6.94,0.0,inf
2006-06-22,6.91,0.0,inf
2006-06-23,6.95,0.0,inf
2006-06-26,6.91,0.0,inf
2006-06-27,6.8,0.0,inf
2006-06-28,6.76,0.0,inf
2006-06-29,6.8,0.0,inf
2006-06-30,6.67,0.0,inf
2006-07-03,6.64,0.0,inf
2006-07-05,6.53,0.0,inf
2006-07-06,6.39,0.0,inf
2006-07-07,6.23,0.0,inf
2006-07-10,5.85,0.0,inf
2006-07-11,6.05,0.0,inf
2006-07-12,5.76,0.0,inf
2006-07-13,5.56,0.0,inf
2006-07-14,5.51,0.0,inf
2006-07-17,5.46,0.0,inf
2006-07-18,5.53,0.0,inf
2006-07-19,5.74,0.0,inf
2006-07-20,5.67,0.0,inf
2006-07-21,5.48,0.0,inf
2006-07-24,5.8,0.0,inf
2006-07-25,6.13,0.0,inf
2006-07-26,6.12,0.0,inf
2006-07-27,6.22,0.0,inf
2006-07-28,6.33,0.0,inf
2006-07-31,6.43,0.0,inf
2006-08-01,6.2,0.0,inf
2006-08-02,6.33,0.0,inf
2006-08-03,6.63,0.0,inf
2006-08-04,6.54,0.0,inf
2006-08-07,6.42,0.0,inf
2006-08-08,6.17,0.0,inf
2006-08-09,6.23,0.0,inf
2006-08-10,6.63,0.0,inf
2006-08-11,6.5,0.0,inf
2006-08-14,6.68,0.0,inf
2006-08-15,7.16,0.0,inf
2006-08-16,7.08,0.0,inf
2006-08-17,8.43,0.0,inf
2006-08-18,8.21,0.0,inf
2006-08-21,8.23,0.0,inf
2006-08-22,8.31,0.0,inf
2006-08-23,8.44,0.0,inf
2006-08-24,8.44,0.0,inf
2006-08-25,8.39,0.0,inf
2006-08-28,8.48,0.0,inf
2006-08-29,8.66,0.0,inf
2006-08-30,8.69,0.0,inf
2006-08-31,8.62,0.0,inf
2006-09-01,8.6,0.0,inf
2006-09-05,8.7,0.0,inf
2006-09-06,8.32,0.0,inf
2006-09-07,8.34,0.0,inf
2006-09-08,8.33,0.0,inf
2006-09-11,8.33,0.0,inf
2006-09-12,8.78,0.0,inf
2006-09-13,8.81,0.0,inf
2006-09-14,8.74,0.0,inf
2006-09-15,8.75,0.0,inf
2006-09-18,8.63,0.0,inf
2006-09-19,8.52,0.0,inf
2006-09-20,8.88,0.0,inf
2006-09-21,9.2,0.0,inf
2006-09-22,9.04,0.0,inf
2006-09-25,9.38,0.0,inf
2006-09-26,9.6,0.0,inf
2006-09-27,9.38,0.0,inf
2006-09-28,9.42,0.0,inf
2006-09-29,8.97,0.0,inf
2006-10-02,8.82,0.0,inf
2006-10-03,9.12,0.0,inf
2006-10-04,9.28,0.0,inf
2006-10-05,9.49,0.0,inf
2006-10-06,10.09,0.0,inf
2006-10-09,10.08,0.0,inf
2006-10-10,10.0,0.0,inf
2006-10-11,9.97,0.0,inf
2006-10-12,10.07,0.0,inf
2006-10-13,10.25,0.0,inf
2006-10-16,10.33,0.0,inf
2006-10-17,10.06,0.0,inf
2006-10-18,10.1,0.0,inf
2006-10-19,10.03,0.0,inf
2006-10-20,9.97,0.0,inf
2006-10-23,10.11,0.0,inf
2006-10-24,10.13,0.0,inf
2006-10-25,10.33,0.0,inf
2006-10-26,10.18,0.0,inf
2006-10-27,10.03,0.0,inf
2006-10-30,9.95,0.0,inf
2006-10-31,9.76,0.0,inf
2006-11-01,9.5,0.0,inf
2006-11-02,9.75,0.0,inf
2006-11-03,10.12,0.0,inf
2006-11-06,10.5,0.0,inf
2006-11-07,10.73,0.0,inf
2006-11-08,10.53,0.0,inf
2006-11-09,10.4,0.0,inf
2006-11-10,10.55,0.0,inf
2006-11-13,11.0,0.0,inf
2006-11-14,10.88,0.0,inf
2006-11-15,10.6,0.0,inf
2006-11-16,10.49,0.0,inf
2006-11-17,10.43,0.0,inf
2006-11-20,10.38,0.0,inf
2006-11-21,10.43,0.0,inf
2006-11-22,10.36,0.0,inf
2006-11-24,10.29,0.0,inf
2006-11-27,10.04,0.0,inf
2006-11-28,9.84,0.0,inf
2006-11-29,9.79,0.0,inf
2006-11-30,9.75,0.0,inf
2006-12-01,9.59,0.0,inf
2006-12-04,9.63,0.0,inf
2006-12-05,9.56,0.0,inf
2006-12-06,9.57,0.0,inf
2006-12-07,9.51,0.0,inf
2006-12-08,9.63,0.0,inf
2006-12-11,9.64,0.0,inf
2006-12-12,10.01,0.0,inf
2006-12-13,9.79,0.0,inf
2006-12-14,9.99,0.0,inf
2006-12-15,9.99,0.0,inf
2006-12-18,9.51,0.0,inf
2006-12-19,9.33,0.0,inf
2006-12-20,9.33,0.0,inf
2006-12-21,9.22,0.0,inf
2006-12-22,9.01,0.0,inf
2006-12-26,9.09,0.0,inf
2006-12-27,9.24,0.0,inf
2006-12-28,9.19,0.0,inf
2006-12-29,9.11,0.0,inf
2007-01-03,9.02,0.0,inf
2007-01-04,9.47,0.0,inf
2007-01-05,9.88,0.0,inf
2007-01-08,9.98,0.0,inf
2007-01-09,9.99,0.0,inf
2007-01-10,10.06,0.0,inf
2007-01-11,10.44,0.0,inf
2007-01-12,10.61,0.0,inf
2007-01-16,10.83,0.0,inf
2007-01-17,10.66,0.0,inf
2007-01-18,10.36,0.0,inf
2007-01-19,10.4,0.0,inf
2007-01-22,10.3,0.0,inf
2007-01-23,10.32,0.0,inf
2007-01-24,10.61,0.0,inf
2007-01-25,10.47,0.0,inf
2007-01-26,10.56,0.0,inf
2007-01-29,10.62,0.0,inf
2007-01-30,10.74,0.0,inf
2007-01-31,10.96,0.0,inf
2007-02-01,11.35,0.0,inf
2007-02-02,11.69,0.0,inf
2007-02-05,11.78,0.0,inf
2007-02-06,11.78,0.0,inf
2007-02-07,11.92,0.0,inf
2007-02-08,11.93,0.0,inf
2007-02-09,11.75,0.0,inf
2007-02-12,11.85,0.0,inf
2007-02-13,12.12,0.0,inf
2007-02-14,12.47,0.0,inf
2007-02-15,12.4,0.0,inf
2007-02-16,12.41,0.0,inf
2007-02-20,12.36,0.0,inf
2007-02-21,12.0,0.0,inf
2007-02-22,11.79,0.0,inf
2007-02-23,11.86,0.0,inf
2007-02-26,11.73,0.0,inf
2007-02-27,11.25,0.0,inf
2007-02-28,10.81,0.0,inf
2007-03-01,11.09,0.0,inf
2007-03-02,10.66,0.0,inf
2007-03-05,10.39,0.0,inf
2007-03-06,10.79,0.0,inf
2007-03-07,10.68,0.0,inf
2007-03-08,10.92,0.0,inf
2007-03-09,10.74,0.0,inf
2007-03-12,10.83,0.0,inf
2007-03-13,10.54,0.0,inf
2007-03-14,10.5,0.0,inf
2007-03-15,10.44,0.0,inf
2007-03-16,10.41,0.0,inf
2007-03-19,10.67,0.0,inf
2007-03-20,10.78,0.0,inf
2007-03-21,10.87,0.0,inf
2007-03-22,10.86,0.0,inf
2007-03-23,10.83,0.0,inf
2007-03-26,10.76,0.0,inf
2007-03-27,10.7,0.0,inf
2007-03-28,10.74,0.0,inf
2007-03-29,10.77,0.0,inf
2007-03-30,10.71,0.0,inf
2007-04-02,10.87,0.0,inf
2007-04-03,11.22,0.0,inf
2007-04-04,11.31,0.0,inf
2007-04-05,11.25,0.0,inf
2007-04-09,11.47,0.0,inf
2007-04-10,11.43,0.0,inf
2007-04-11,10.96,0.0,inf
2007-04-12,10.68,0.0,inf
2007-04-13,10.65,0.0,inf
2007-04-16,10.81,0.0,inf
2007-04-17,10.73,0.0,inf
2007-04-18,10.58,0.0,inf
2007-04-19,10.35,0.0,inf
2007-04-20,10.44,0.0,inf
2007-04-23,10.32,0.0,inf
2007-04-24,10.27,0.0,inf
2007-04-25,10.65,0.0,inf
2007-04-26,10.65,0.0,inf
2007-04-27,10.53,0.0,inf
2007-04-30,10.5,0.0,inf
2007-05-01,10.28,0.0,inf
2007-05-02,10.32,0.0,inf
2007-05-03,10.7,0.0,inf
2007-05-04,10.76,0.0,inf
2007-05-07,10.61,0.0,inf
2007-05-08,10.84,0.0,inf
2007-05-09,10.86,0.0,inf
2007-05-10,10.65,0.0,inf
2007-05-11,10.61,0.0,inf
2007-05-14,10.79,0.0,inf
2007-05-15,11.02,0.0,inf
