date,BKNG,BKNG_EPS,PE Ratio
1999-06-24,612.0,-1.61,-380.12422360248445
1999-06-25,574.5,-1.61,-356.83229813664593
1999-06-28,633.0,-1.61,-393.167701863354
1999-06-29,645.0,-1.61,-400.62111801242236
1999-06-30,693.38,-1.61,-430.6708074534161
1999-07-01,645.0,-1.61,-400.62111801242236
1999-07-02,669.0,-1.61,-415.527950310559
1999-07-06,672.0,-1.61,-417.39130434782606
1999-07-07,666.0,-1.61,-413.6645962732919
1999-07-08,664.13,-1.61,-412.5031055900621
1999-07-09,654.0,-1.61,-406.2111801242236
1999-07-12,629.06,-1.61,-390.7204968944099
1999-07-13,618.75,-1.61,-384.31677018633536
1999-07-14,625.5,-1.61,-388.50931677018633
1999-07-15,606.75,-1.61,-376.8633540372671
1999-07-16,584.44,-1.61,-363.00621118012424
1999-07-19,585.94,-1.61,-363.9378881987578
1999-07-20,549.38,-1.61,-341.22981366459624
1999-07-21,529.31,-1.61,-328.76397515527947
1999-07-22,501.38,-1.61,-311.41614906832297
1999-07-23,487.13,-1.61,-302.5652173913043
1999-07-26,469.13,-1.61,-291.3850931677018
1999-07-27,441.94,-1.61,-274.49689440993785
1999-07-28,510.0,-1.61,-316.7701863354037
1999-07-29,483.0,-1.61,-300.0
1999-07-30,453.38,-1.61,-281.6024844720497
1999-08-02,465.0,-1.61,-288.8198757763975
1999-08-03,438.38,-1.61,-272.2857142857143
1999-08-04,397.5,-1.61,-246.89440993788818
1999-08-05,468.75,-1.61,-291.14906832298135
1999-08-06,446.25,-0.6,-743.75
1999-08-09,420.0,-0.6,-700.0
1999-08-10,430.5,-0.6,-717.5
1999-08-11,420.0,-0.6,-700.0
1999-08-12,403.88,-0.6,-673.1333333333333
1999-08-13,399.0,-0.6,-665.0
1999-08-16,412.5,-0.6,-687.5
1999-08-17,420.38,-0.6,-700.6333333333333
1999-08-18,424.5,-0.6,-707.5
1999-08-19,399.0,-0.6,-665.0
1999-08-20,406.5,-0.6,-677.5
1999-08-23,402.38,-0.6,-670.6333333333333
1999-08-24,405.75,-0.6,-676.25
1999-08-25,391.13,-0.6,-651.8833333333333
1999-08-26,435.75,-0.6,-726.25
1999-08-27,441.0,-0.6,-735.0
1999-08-30,401.06,-0.6,-668.4333333333334
1999-08-31,408.75,-0.6,-681.25
1999-09-01,393.56,-0.6,-655.9333333333334
1999-09-02,384.19,-0.6,-640.3166666666667
1999-09-03,398.25,-0.6,-663.75
1999-09-07,406.88,-0.6,-678.1333333333333
1999-09-08,379.5,-0.6,-632.5
1999-09-09,348.94,-0.6,-581.5666666666667
1999-09-10,347.63,-0.6,-579.3833333333333
1999-09-13,333.75,-0.6,-556.25
1999-09-14,360.0,-0.6,-600.0
1999-09-15,360.0,-0.6,-600.0
1999-09-16,342.75,-0.6,-571.25
1999-09-17,349.5,-0.6,-582.5
1999-09-20,385.13,-0.6,-641.8833333333333
1999-09-21,401.06,-0.6,-668.4333333333334
1999-09-22,429.75,-0.6,-716.25
1999-09-23,390.38,-0.6,-650.6333333333333
1999-09-24,393.38,-0.6,-655.6333333333333
1999-09-27,370.31,-0.6,-617.1833333333334
1999-09-28,368.25,-0.6,-613.75
1999-09-29,378.0,-0.6,-630.0
1999-09-30,387.0,-0.6,-645.0
1999-10-01,379.13,-0.6,-631.8833333333333
1999-10-04,373.69,-0.6,-622.8166666666667
1999-10-05,385.5,-0.6,-642.5
1999-10-06,436.5,-0.6,-727.5
1999-10-07,435.0,-0.6,-725.0
1999-10-08,442.5,-0.6,-737.5
1999-10-11,456.0,-0.6,-760.0
1999-10-12,455.63,-0.6,-759.3833333333333
1999-10-13,433.5,-0.6,-722.5
1999-10-14,420.0,-0.6,-700.0
1999-10-15,405.38,-0.6,-675.6333333333333
1999-10-18,386.25,-0.6,-643.75
1999-10-19,388.13,-0.6,-646.8833333333333
1999-10-20,399.0,-0.6,-665.0
1999-10-21,412.5,-0.6,-687.5
1999-10-22,400.5,-0.6,-667.5
1999-10-25,411.38,-0.6,-685.6333333333333
1999-10-26,406.13,-0.6,-676.8833333333333
1999-10-27,400.5,-0.6,-667.5
1999-10-28,407.25,-0.6,-678.75
1999-10-29,361.5,-0.6,-602.5
1999-11-01,351.0,-0.6,-585.0
1999-11-02,332.63,-0.6,-554.3833333333333
1999-11-03,332.25,-0.6,-553.75
1999-11-04,318.0,-0.6,-530.0
1999-11-05,315.75,-0.6,-526.25
1999-11-08,370.5,-0.6,-617.5
1999-11-09,357.75,-0.6,-596.25
1999-11-10,345.0,-0.6,-575.0
1999-11-11,337.5,-0.6,-562.5
1999-11-12,339.75,-0.6,-566.25
1999-11-15,359.63,-0.57,-630.9298245614035
1999-11-16,412.5,-0.57,-723.6842105263158
1999-11-17,461.25,-0.57,-809.2105263157896
1999-11-18,431.25,-0.57,-756.5789473684212
1999-11-19,407.25,-0.57,-714.4736842105264
1999-11-22,400.5,-0.57,-702.6315789473684
1999-11-23,371.63,-0.57,-651.9824561403509
1999-11-24,366.0,-0.57,-642.1052631578948
1999-11-26,381.75,-0.57,-669.7368421052632
1999-11-29,386.25,-0.57,-677.6315789473684
1999-11-30,372.0,-0.57,-652.6315789473684
1999-12-01,363.75,-0.57,-638.1578947368422
1999-12-02,390.38,-0.57,-684.8771929824562
1999-12-03,371.25,-0.57,-651.3157894736843
1999-12-06,366.38,-0.57,-642.7719298245614
1999-12-07,369.0,-0.57,-647.3684210526317
1999-12-08,356.25,-0.57,-625.0
1999-12-09,347.25,-0.57,-609.2105263157895
1999-12-10,350.25,-0.57,-614.4736842105264
1999-12-13,348.0,-0.57,-610.5263157894738
1999-12-14,326.25,-0.57,-572.3684210526317
1999-12-15,331.5,-0.57,-581.5789473684212
1999-12-16,343.13,-0.57,-601.9824561403509
1999-12-17,341.63,-0.57,-599.3508771929825
1999-12-20,336.0,-0.57,-589.4736842105264
1999-12-21,356.25,-0.57,-625.0
1999-12-22,342.0,-0.57,-600.0
1999-12-23,330.0,-0.57,-578.9473684210527
1999-12-27,326.25,-0.57,-572.3684210526317
1999-12-28,311.25,-0.57,-546.0526315789474
1999-12-29,303.38,-0.57,-532.2456140350878
1999-12-30,280.5,-0.57,-492.1052631578948
1999-12-31,284.25,-0.57,-498.68421052631584
2000-01-03,307.5,-0.57,-539.4736842105264
2000-01-04,324.0,-0.57,-568.421052631579
2000-01-05,359.63,-0.57,-630.9298245614035
2000-01-06,345.0,-0.57,-605.2631578947369
2000-01-07,343.5,-0.57,-602.6315789473684
2000-01-10,325.5,-0.57,-571.0526315789474
2000-01-11,316.88,-0.57,-555.9298245614035
2000-01-12,306.75,-0.57,-538.1578947368422
2000-01-13,309.75,-0.57,-543.421052631579
2000-01-14,341.25,-0.57,-598.6842105263158
2000-01-18,355.13,-0.57,-623.0350877192983
2000-01-19,374.63,-0.57,-657.2456140350878
2000-01-20,371.63,-0.57,-651.9824561403509
2000-01-21,381.0,-0.57,-668.421052631579
2000-01-24,359.63,-0.57,-630.9298245614035
2000-01-25,377.63,-0.57,-662.5087719298247
2000-01-26,397.5,-0.57,-697.3684210526317
2000-01-27,384.75,-0.57,-675.0000000000001
2000-01-28,357.75,-0.57,-627.6315789473684
2000-01-31,348.0,-0.57,-610.5263157894738
2000-02-01,343.5,-0.57,-602.6315789473684
2000-02-02,357.38,-0.57,-626.9824561403509
2000-02-03,357.38,-0.57,-626.9824561403509
2000-02-04,362.25,-0.57,-635.5263157894738
2000-02-07,361.5,-0.57,-634.2105263157895
2000-02-08,348.38,-0.57,-611.1929824561404
2000-02-09,350.63,-0.57,-615.140350877193
2000-02-10,337.5,-0.57,-592.1052631578948
2000-02-11,323.25,-0.57,-567.1052631578948
2000-02-14,326.25,-0.57,-572.3684210526317
2000-02-15,318.0,-0.57,-557.8947368421053
2000-02-16,317.63,-0.57,-557.2456140350878
2000-02-17,330.0,-0.57,-578.9473684210527
2000-02-18,306.0,-0.57,-536.8421052631579
2000-02-22,300.75,-0.57,-527.6315789473684
2000-02-23,311.25,-0.57,-546.0526315789474
2000-02-24,340.5,-0.57,-597.3684210526317
2000-02-25,341.25,-0.57,-598.6842105263158
2000-02-28,323.25,-0.57,-567.1052631578948
2000-02-29,335.63,-0.57,-588.8245614035088
2000-03-01,386.25,-0.57,-677.6315789473684
2000-03-02,429.0,-0.57,-752.6315789473684
2000-03-03,450.0,-0.57,-789.4736842105264
2000-03-06,541.13,-0.57,-949.3508771929826
2000-03-07,471.75,-0.57,-827.6315789473684
2000-03-08,525.38,-0.57,-921.7192982456141
2000-03-09,562.13,-0.57,-986.1929824561404
2000-03-10,567.0,-0.57,-994.7368421052632
2000-03-13,575.63,-0.57,-1009.8771929824562
2000-03-14,569.63,-0.57,-999.3508771929826
2000-03-15,534.0,-0.57,-936.8421052631579
2000-03-16,527.63,-0.57,-925.6666666666667
2000-03-17,540.0,-0.57,-947.3684210526317
2000-03-20,466.13,-0.57,-817.7719298245614
2000-03-21,487.5,-0.57,-855.2631578947369
2000-03-22,522.0,-0.57,-915.7894736842106
2000-03-23,528.0,-0.57,-926.3157894736843
2000-03-24,543.0,-0.57,-952.6315789473686
2000-03-27,552.0,-0.57,-968.4210526315791
2000-03-28,521.63,-0.57,-915.1403508771931
2000-03-29,490.88,-0.57,-861.1929824561404
2000-03-30,486.75,-0.57,-853.9473684210527
2000-03-31,480.0,-0.57,-842.1052631578948
2000-04-03,392.25,-0.57,-688.1578947368422
2000-04-04,451.5,-0.57,-792.1052631578948
2000-04-05,431.63,-0.57,-757.2456140350878
2000-04-06,462.75,-0.57,-811.8421052631579
2000-04-07,468.38,-0.57,-821.7192982456141
2000-04-10,437.25,-0.57,-767.1052631578948
2000-04-11,390.38,-0.57,-684.8771929824562
2000-04-12,360.75,-0.57,-632.8947368421053
2000-04-13,372.75,-0.57,-653.9473684210527
2000-04-14,351.28,-0.57,-616.280701754386
2000-04-17,312.38,-0.57,-548.0350877192983
2000-04-18,384.0,-0.57,-673.6842105263158
2000-04-19,390.38,-0.57,-684.8771929824562
2000-04-20,407.25,-0.57,-714.4736842105264
2000-04-24,370.5,-0.57,-650.0
2000-04-25,387.38,-0.57,-679.6140350877193
2000-04-26,383.25,-0.57,-672.3684210526317
2000-04-27,389.63,-0.57,-683.561403508772
2000-04-28,379.5,-0.57,-665.7894736842106
2000-05-01,381.38,-0.57,-669.0877192982457
2000-05-02,357.0,-0.57,-626.3157894736843
2000-05-03,348.09,-0.57,-610.6842105263158
2000-05-04,347.63,-0.57,-609.8771929824562
2000-05-05,344.63,-0.57,-604.6140350877193
2000-05-08,329.25,-0.57,-577.6315789473684
2000-05-09,317.63,-0.57,-557.2456140350878
2000-05-10,309.38,-0.57,-542.7719298245614
2000-05-11,297.0,-0.57,-521.0526315789474
2000-05-12,298.13,-0.57,-523.0350877192983
2000-05-15,302.63,-0.57,-530.9298245614035
2000-05-16,324.38,-0.49,-662.0
2000-05-17,304.13,-0.49,-620.6734693877551
2000-05-18,282.38,-0.49,-576.2857142857143
2000-05-19,268.5,-0.49,-547.9591836734694
2000-05-22,266.63,-0.49,-544.1428571428571
2000-05-23,243.0,-0.49,-495.9183673469388
2000-05-24,219.0,-0.49,-446.9387755102041
2000-05-25,217.5,-0.49,-443.8775510204082
2000-05-26,216.75,-0.49,-442.34693877551024
2000-05-30,235.5,-0.49,-480.6122448979592
2000-05-31,228.75,-0.49,-466.83673469387753
2000-06-01,251.63,-0.49,-513.530612244898
2000-06-02,279.0,-0.49,-569.3877551020408
2000-06-05,294.0,-0.49,-600.0
2000-06-06,264.38,-0.49,-539.5510204081633
2000-06-07,270.0,-0.49,-551.0204081632653
2000-06-08,273.38,-0.49,-557.9183673469388
2000-06-09,270.75,-0.49,-552.5510204081633
2000-06-12,252.0,-0.49,-514.2857142857143
2000-06-13,261.0,-0.49,-532.6530612244898
2000-06-14,259.13,-0.49,-528.8367346938776
2000-06-15,256.5,-0.49,-523.469387755102
2000-06-16,259.13,-0.49,-528.8367346938776
2000-06-19,267.38,-0.49,-545.6734693877551
2000-06-20,279.0,-0.49,-569.3877551020408
2000-06-21,270.0,-0.49,-551.0204081632653
2000-06-22,271.88,-0.49,-554.8571428571429
2000-06-23,250.88,-0.49,-512.0
2000-06-26,228.0,-0.49,-465.3061224489796
2000-06-27,240.0,-0.49,-489.7959183673469
2000-06-28,241.13,-0.49,-492.1020408163265
2000-06-29,220.88,-0.49,-450.7755102040816
2000-06-30,227.91,-0.49,-465.12244897959187
2000-07-03,240.0,-0.49,-489.7959183673469
2000-07-05,222.75,-0.49,-454.5918367346939
2000-07-06,228.38,-0.49,-466.0816326530612
2000-07-07,225.38,-0.49,-459.9591836734694
2000-07-10,223.5,-0.49,-456.12244897959187
2000-07-11,195.0,-0.49,-397.9591836734694
2000-07-12,213.75,-0.49,-436.2244897959184
2000-07-13,230.63,-0.49,-470.6734693877551
2000-07-14,236.63,-0.49,-482.9183673469388
2000-07-17,237.38,-0.49,-484.44897959183675
2000-07-18,232.5,-0.49,-474.48979591836735
2000-07-19,238.5,-0.49,-486.734693877551
2000-07-20,243.38,-0.49,-496.6938775510204
2000-07-21,240.38,-0.49,-490.57142857142856
2000-07-24,186.75,-0.49,-381.12244897959187
2000-07-25,187.5,-0.49,-382.6530612244898
2000-07-26,171.75,-0.49,-350.51020408163265
2000-07-27,154.88,-0.49,-316.0816326530612
2000-07-28,147.0,-0.49,-300.0
2000-07-31,141.75,-0.49,-289.2857142857143
2000-08-01,149.63,-0.49,-305.3673469387755
2000-08-02,148.88,-0.49,-303.83673469387753
2000-08-03,145.88,-0.49,-297.7142857142857
2000-08-04,145.5,-0.49,-296.9387755102041
2000-08-07,165.0,-0.49,-336.734693877551
2000-08-08,168.0,-0.49,-342.8571428571429
2000-08-09,153.75,-0.49,-313.7755102040816
2000-08-10,142.5,-0.49,-290.81632653061223
2000-08-11,144.0,-0.49,-293.8775510204082
2000-08-14,147.38,-0.42,-350.9047619047619
2000-08-15,152.25,-0.42,-362.5
2000-08-16,150.75,-0.42,-358.92857142857144
2000-08-17,151.5,-0.42,-360.7142857142857
2000-08-18,158.63,-0.42,-377.6904761904762
2000-08-21,153.0,-0.42,-364.2857142857143
2000-08-22,148.5,-0.42,-353.5714285714286
2000-08-23,152.63,-0.42,-363.4047619047619
2000-08-24,162.75,-0.42,-387.5
2000-08-25,159.0,-0.42,-378.5714285714286
2000-08-28,160.13,-0.42,-381.26190476190476
2000-08-29,165.0,-0.42,-392.8571428571429
2000-08-30,166.5,-0.42,-396.42857142857144
2000-08-31,163.13,-0.42,-388.4047619047619
2000-09-01,155.63,-0.42,-370.54761904761904
2000-09-05,173.63,-0.42,-413.4047619047619
2000-09-06,165.0,-0.42,-392.8571428571429
2000-09-07,155.63,-0.42,-370.54761904761904
2000-09-08,154.5,-0.42,-367.8571428571429
2000-09-11,159.0,-0.42,-378.5714285714286
2000-09-12,165.0,-0.42,-392.8571428571429
2000-09-13,167.63,-0.42,-399.11904761904765
2000-09-14,162.0,-0.42,-385.7142857142857
2000-09-15,156.75,-0.42,-373.2142857142857
2000-09-18,153.0,-0.42,-364.2857142857143
2000-09-19,150.75,-0.42,-358.92857142857144
2000-09-20,140.63,-0.42,-334.8333333333333
2000-09-21,129.38,-0.42,-308.04761904761904
2000-09-22,131.25,-0.42,-312.5
2000-09-25,122.63,-0.42,-291.9761904761905
2000-09-26,111.84,-0.42,-266.2857142857143
2000-09-27,64.5,-0.42,-153.57142857142858
2000-09-28,71.25,-0.42,-169.64285714285714
2000-09-29,71.25,-0.42,-169.64285714285714
2000-10-02,65.25,-0.42,-155.35714285714286
2000-10-03,59.25,-0.42,-141.07142857142858
2000-10-04,56.25,-0.42,-133.92857142857144
2000-10-05,34.88,-0.42,-83.04761904761905
2000-10-06,33.38,-0.42,-79.47619047619048
2000-10-09,39.0,-0.42,-92.85714285714286
2000-10-10,40.69,-0.42,-96.88095238095238
2000-10-11,32.63,-0.42,-77.6904761904762
2000-10-12,31.13,-0.42,-74.11904761904762
2000-10-13,37.88,-0.42,-90.1904761904762
2000-10-16,34.5,-0.42,-82.14285714285714
2000-10-17,30.94,-0.42,-73.66666666666667
2000-10-18,29.25,-0.42,-69.64285714285714
2000-10-19,30.75,-0.42,-73.21428571428572
2000-10-20,32.53,-0.42,-77.45238095238096
2000-10-23,33.75,-0.42,-80.35714285714286
2000-10-24,32.44,-0.42,-77.23809523809524
2000-10-25,31.88,-0.42,-75.90476190476191
2000-10-26,30.38,-0.42,-72.33333333333333
2000-10-27,33.75,-0.42,-80.35714285714286
2000-10-30,33.38,-0.42,-79.47619047619048
2000-10-31,34.5,-0.42,-82.14285714285714
2000-11-01,37.13,-0.42,-88.40476190476191
2000-11-02,41.06,-0.42,-97.76190476190477
2000-11-03,28.31,-0.42,-67.4047619047619
2000-11-06,27.0,-0.42,-64.28571428571429
2000-11-07,25.69,-0.42,-61.16666666666667
2000-11-08,19.5,-0.42,-46.42857142857143
2000-11-09,19.31,-0.42,-45.976190476190474
2000-11-10,20.06,-0.42,-47.76190476190476
2000-11-13,18.38,-0.42,-43.76190476190476
2000-11-14,18.56,-0.36,-51.55555555555556
2000-11-15,16.5,-0.36,-45.833333333333336
2000-11-16,16.5,-0.36,-45.833333333333336
2000-11-17,15.56,-0.36,-43.22222222222223
2000-11-20,14.63,-0.36,-40.63888888888889
2000-11-21,13.88,-0.36,-38.55555555555556
2000-11-22,13.69,-0.36,-38.02777777777778
2000-11-24,15.19,-0.36,-42.19444444444444
2000-11-27,15.0,-0.36,-41.66666666666667
2000-11-28,13.88,-0.36,-38.55555555555556
2000-11-29,15.38,-0.36,-42.72222222222223
2000-11-30,15.0,-0.36,-41.66666666666667
2000-12-01,14.63,-0.36,-40.63888888888889
2000-12-04,12.56,-0.36,-34.88888888888889
2000-12-05,12.19,-0.36,-33.861111111111114
2000-12-06,10.69,-0.36,-29.694444444444443
2000-12-07,11.25,-0.36,-31.25
2000-12-08,14.63,-0.36,-40.63888888888889
2000-12-11,13.5,-0.36,-37.5
2000-12-12,13.31,-0.36,-36.97222222222222
2000-12-13,13.13,-0.36,-36.47222222222223
2000-12-14,12.38,-0.36,-34.38888888888889
2000-12-15,10.88,-0.36,-30.222222222222225
2000-12-18,9.38,-0.36,-26.055555555555557
2000-12-19,9.19,-0.36,-25.52777777777778
2000-12-20,7.5,-0.36,-20.833333333333336
2000-12-21,7.69,-0.36,-21.361111111111114
2000-12-22,7.69,-0.36,-21.361111111111114
2000-12-26,6.75,-0.36,-18.75
2000-12-27,8.44,-0.36,-23.444444444444443
2000-12-28,7.88,-0.36,-21.88888888888889
2000-12-29,7.88,-0.36,-21.88888888888889
2001-01-02,8.44,-0.36,-23.444444444444443
2001-01-03,10.88,-0.36,-30.222222222222225
2001-01-04,11.63,-0.36,-32.30555555555556
2001-01-05,10.31,-0.36,-28.638888888888893
2001-01-08,9.38,-0.36,-26.055555555555557
2001-01-09,10.88,-0.36,-30.222222222222225
2001-01-10,12.38,-0.36,-34.38888888888889
2001-01-11,15.56,-0.36,-43.22222222222223
2001-01-12,17.81,-0.36,-49.47222222222222
2001-01-16,21.0,-0.36,-58.333333333333336
2001-01-17,20.06,-0.36,-55.72222222222222
2001-01-18,17.63,-0.36,-48.97222222222222
2001-01-19,16.69,-0.36,-46.361111111111114
2001-01-22,16.31,-0.36,-45.30555555555556
2001-01-23,15.75,-0.36,-43.75
2001-01-24,16.13,-0.36,-44.80555555555556
2001-01-25,15.56,-0.36,-43.22222222222223
2001-01-26,15.75,-0.36,-43.75
2001-01-29,15.75,-0.36,-43.75
2001-01-30,17.81,-0.36,-49.47222222222222
2001-01-31,15.94,-0.36,-44.27777777777778
2001-02-01,17.06,-0.36,-47.388888888888886
2001-02-02,15.75,-0.36,-43.75
2001-02-05,16.5,-0.36,-45.833333333333336
2001-02-06,17.81,-0.36,-49.47222222222222
2001-02-07,16.13,-0.36,-44.80555555555556
2001-02-08,18.38,-0.36,-51.05555555555556
2001-02-09,16.5,-0.36,-45.833333333333336
2001-02-12,16.69,-0.36,-46.361111111111114
2001-02-13,15.94,-0.36,-44.27777777777778
2001-02-14,15.38,-0.36,-42.72222222222223
2001-02-15,18.0,-0.36,-50.0
2001-02-16,15.75,-0.36,-43.75
2001-02-20,16.31,-0.36,-45.30555555555556
2001-02-21,14.44,-0.36,-40.111111111111114
2001-02-22,12.19,-0.36,-33.861111111111114
2001-02-23,15.38,-0.36,-42.72222222222223
2001-02-26,17.25,-0.36,-47.91666666666667
2001-02-27,16.5,-0.36,-45.833333333333336
2001-02-28,16.13,-0.36,-44.80555555555556
2001-03-01,15.38,-0.36,-42.72222222222223
2001-03-02,15.38,-0.36,-42.72222222222223
2001-03-05,15.56,-0.36,-43.22222222222223
2001-03-06,16.5,-0.36,-45.833333333333336
2001-03-07,15.75,-0.36,-43.75
2001-03-08,15.56,-0.36,-43.22222222222223
2001-03-09,14.44,-0.36,-40.111111111111114
2001-03-12,13.31,-0.36,-36.97222222222222
2001-03-13,14.25,-0.36,-39.583333333333336
2001-03-14,13.13,-0.36,-36.47222222222223
2001-03-15,13.88,-0.36,-38.55555555555556
2001-03-16,12.75,-0.36,-35.41666666666667
2001-03-19,12.94,-0.36,-35.94444444444444
2001-03-20,12.75,-0.36,-35.41666666666667
2001-03-21,13.13,-0.36,-36.47222222222223
2001-03-22,12.75,-0.36,-35.41666666666667
2001-03-23,13.88,-0.36,-38.55555555555556
2001-03-26,13.31,-0.36,-36.97222222222222
2001-03-27,12.94,-0.36,-35.94444444444444
2001-03-28,12.75,-0.36,-35.41666666666667
2001-03-29,13.31,-0.36,-36.97222222222222
2001-03-30,15.19,-0.36,-42.19444444444444
2001-04-02,18.38,-0.36,-51.05555555555556
2001-04-03,15.19,-0.36,-42.19444444444444
2001-04-04,15.75,-0.36,-43.75
2001-04-05,17.06,-0.36,-47.388888888888886
2001-04-06,16.13,-0.36,-44.80555555555556
2001-04-09,17.52,-0.36,-48.666666666666664
2001-04-10,18.0,-0.36,-50.0
2001-04-11,18.42,-0.36,-51.16666666666667
2001-04-12,18.6,-0.36,-51.66666666666667
2001-04-16,18.36,-0.36,-51.0
2001-04-17,18.78,-0.36,-52.16666666666667
2001-04-18,19.8,-0.36,-55.00000000000001
2001-04-19,22.02,-0.36,-61.166666666666664
2001-04-20,22.92,-0.36,-63.66666666666667
2001-04-23,19.92,-0.36,-55.33333333333334
2001-04-24,20.64,-0.36,-57.333333333333336
2001-04-25,21.6,-0.36,-60.00000000000001
2001-04-26,23.22,-0.36,-64.5
2001-04-27,25.2,-0.36,-70.0
2001-04-30,29.1,-0.36,-80.83333333333334
2001-05-01,39.54,-0.36,-109.83333333333333
2001-05-02,41.76,-0.36,-116.0
2001-05-03,34.86,-0.36,-96.83333333333333
2001-05-04,36.48,-0.36,-101.33333333333333
2001-05-07,31.8,-0.36,-88.33333333333334
2001-05-08,31.14,-0.36,-86.5
2001-05-09,28.56,-0.36,-79.33333333333333
2001-05-10,29.04,-0.36,-80.66666666666667
2001-05-11,28.86,-0.36,-80.16666666666667
2001-05-14,25.8,-0.36,-71.66666666666667
2001-05-15,26.4,-0.39,-67.6923076923077
2001-05-16,29.82,-0.39,-76.46153846153845
2001-05-17,29.94,-0.39,-76.76923076923077
2001-05-18,29.64,-0.39,-76.0
2001-05-21,34.86,-0.39,-89.38461538461539
2001-05-22,33.24,-0.39,-85.23076923076923
2001-05-23,31.5,-0.39,-80.76923076923076
2001-05-24,30.66,-0.39,-78.61538461538461
2001-05-25,31.2,-0.39,-80.0
2001-05-29,30.12,-0.39,-77.23076923076923
2001-05-30,29.22,-0.39,-74.92307692307692
2001-05-31,32.4,-0.39,-83.07692307692307
2001-06-01,31.74,-0.39,-81.38461538461537
2001-06-04,31.86,-0.39,-81.6923076923077
2001-06-05,32.7,-0.39,-83.84615384615385
2001-06-06,42.36,-0.39,-108.61538461538461
2001-06-07,46.2,-0.39,-118.46153846153847
2001-06-08,46.26,-0.39,-118.61538461538461
2001-06-11,45.0,-0.39,-115.38461538461539
2001-06-12,43.38,-0.39,-111.23076923076924
2001-06-13,46.68,-0.39,-119.6923076923077
2001-06-14,47.46,-0.39,-121.6923076923077
2001-06-15,48.48,-0.39,-124.30769230769229
2001-06-18,47.64,-0.39,-122.15384615384615
2001-06-19,45.84,-0.39,-117.53846153846155
2001-06-20,44.16,-0.39,-113.23076923076921
2001-06-21,44.64,-0.39,-114.46153846153845
2001-06-22,46.08,-0.39,-118.15384615384615
2001-06-25,45.9,-0.39,-117.69230769230768
2001-06-26,45.36,-0.39,-116.3076923076923
2001-06-27,46.86,-0.39,-120.15384615384615
2001-06-28,48.48,-0.39,-124.30769230769229
2001-06-29,54.3,-0.39,-139.23076923076923
2001-07-02,59.46,-0.39,-152.46153846153845
