date,WRB,WRB_EPS,PE Ratio
,,0.07,
1989-09-19,2.3,0.07,32.857142857142854
1989-09-20,2.27,0.07,32.42857142857142
1989-09-21,2.28,0.07,32.57142857142856
1989-09-22,2.27,0.07,32.42857142857142
1989-09-25,2.25,0.07,32.14285714285714
1989-09-26,2.27,0.07,32.42857142857142
1989-09-27,2.3,0.07,32.857142857142854
1989-09-28,2.36,0.07,33.71428571428571
1989-09-29,2.37,0.07,33.857142857142854
1989-10-02,2.4,0.07,34.285714285714285
1989-10-03,2.49,0.07,35.57142857142857
1989-10-04,2.5,0.07,35.71428571428571
1989-10-05,2.5,0.07,35.71428571428571
1989-10-06,2.5,0.07,35.71428571428571
1989-10-09,2.52,0.07,36.0
1989-10-10,2.5,0.07,35.71428571428571
1989-10-11,2.49,0.07,35.57142857142857
1989-10-12,2.46,0.07,35.14285714285714
1989-10-13,2.47,0.07,35.285714285714285
1989-10-16,2.47,0.07,35.285714285714285
1989-10-17,2.47,0.07,35.285714285714285
1989-10-18,2.46,0.07,35.14285714285714
1989-10-19,2.58,0.07,36.857142857142854
1989-10-20,2.61,0.07,37.28571428571428
1989-10-23,2.59,0.07,36.99999999999999
1989-10-24,2.56,0.07,36.57142857142857
1989-10-25,2.53,0.07,36.14285714285714
1989-10-26,2.55,0.07,36.42857142857142
1989-10-27,2.53,0.07,36.14285714285714
1989-10-30,2.55,0.07,36.42857142857142
1989-10-31,2.53,0.07,36.14285714285714
1989-11-01,2.53,0.07,36.14285714285714
1989-11-02,2.55,0.07,36.42857142857142
1989-11-03,2.53,0.07,36.14285714285714
1989-11-06,2.49,0.07,35.57142857142857
1989-11-07,2.53,0.07,36.14285714285714
1989-11-08,2.53,0.07,36.14285714285714
1989-11-09,2.58,0.07,36.857142857142854
1989-11-10,2.63,0.07,37.57142857142857
1989-11-13,2.63,0.07,37.57142857142857
1989-11-14,2.6,0.07,37.14285714285714
1989-11-15,2.6,0.07,37.14285714285714
1989-11-16,2.63,0.07,37.57142857142857
1989-11-17,2.68,0.07,38.285714285714285
1989-11-20,2.69,0.07,38.42857142857142
1989-11-21,2.69,0.07,38.42857142857142
1989-11-22,2.7,0.07,38.57142857142857
1989-11-24,2.68,0.07,38.285714285714285
1989-11-27,2.7,0.07,38.57142857142857
1989-11-28,2.69,0.07,38.42857142857142
1989-11-29,2.69,0.07,38.42857142857142
1989-11-30,2.69,0.07,38.42857142857142
1989-12-01,2.7,0.07,38.57142857142857
1989-12-04,2.68,0.07,38.285714285714285
1989-12-05,2.69,0.07,38.42857142857142
1989-12-06,2.71,0.07,38.71428571428571
1989-12-07,2.68,0.07,38.285714285714285
1989-12-08,2.71,0.07,38.71428571428571
1989-12-11,2.68,0.07,38.285714285714285
1989-12-12,2.68,0.07,38.285714285714285
1989-12-13,2.69,0.07,38.42857142857142
1989-12-14,2.69,0.07,38.42857142857142
1989-12-15,2.68,0.07,38.285714285714285
1989-12-18,2.5,0.07,35.71428571428571
1989-12-19,2.37,0.07,33.857142857142854
1989-12-20,2.36,0.07,33.71428571428571
1989-12-21,2.31,0.07,33.0
1989-12-22,2.36,0.07,33.71428571428571
1989-12-26,2.31,0.07,33.0
1989-12-27,2.32,0.07,33.14285714285714
1989-12-28,2.34,0.07,33.42857142857142
1989-12-29,2.36,0.07,33.71428571428571
1990-01-02,2.44,0.07,34.857142857142854
1990-01-03,2.47,0.07,35.285714285714285
1990-01-04,2.45,0.07,35.0
1990-01-05,2.45,0.07,35.0
1990-01-08,2.44,0.07,34.857142857142854
1990-01-09,2.4,0.07,34.285714285714285
1990-01-10,2.32,0.07,33.14285714285714
1990-01-11,2.34,0.07,33.42857142857142
1990-01-12,2.33,0.07,33.285714285714285
1990-01-15,2.31,0.07,33.0
1990-01-16,2.34,0.07,33.42857142857142
1990-01-17,2.34,0.07,33.42857142857142
1990-01-18,2.34,0.07,33.42857142857142
1990-01-19,2.35,0.07,33.57142857142857
1990-01-22,2.3,0.07,32.857142857142854
1990-01-23,2.28,0.07,32.57142857142856
1990-01-24,2.22,0.07,31.714285714285715
1990-01-25,2.19,0.07,31.28571428571428
1990-01-26,2.19,0.07,31.28571428571428
1990-01-29,2.18,0.07,31.142857142857142
1990-01-30,2.09,0.07,29.85714285714285
1990-01-31,2.08,0.07,29.71428571428571
1990-02-01,2.08,0.07,29.71428571428571
1990-02-02,2.12,0.07,30.285714285714285
1990-02-05,2.14,0.07,30.57142857142857
1990-02-06,2.14,0.07,30.57142857142857
1990-02-07,2.13,0.07,30.428571428571423
1990-02-08,2.12,0.07,30.285714285714285
1990-02-09,2.11,0.07,30.14285714285714
1990-02-12,2.14,0.07,30.57142857142857
1990-02-13,2.09,0.07,29.85714285714285
1990-02-14,2.12,0.07,30.285714285714285
1990-02-15,2.09,0.07,29.85714285714285
1990-02-16,2.14,0.07,30.57142857142857
1990-02-20,2.11,0.07,30.14285714285714
1990-02-21,2.09,0.07,29.85714285714285
1990-02-22,2.09,0.07,29.85714285714285
1990-02-23,2.11,0.07,30.14285714285714
1990-02-26,2.1,0.07,30.0
1990-02-27,2.11,0.07,30.14285714285714
1990-02-28,2.19,0.07,31.28571428571428
1990-03-01,2.25,0.07,32.14285714285714
1990-03-02,2.33,0.07,33.285714285714285
1990-03-05,2.27,0.07,32.42857142857142
1990-03-06,2.27,0.07,32.42857142857142
1990-03-07,2.27,0.07,32.42857142857142
1990-03-08,2.25,0.07,32.14285714285714
1990-03-09,2.27,0.07,32.42857142857142
1990-03-12,2.28,0.07,32.57142857142856
1990-03-13,2.22,0.07,31.714285714285715
1990-03-14,2.22,0.07,31.714285714285715
1990-03-15,2.22,0.07,31.714285714285715
1990-03-16,2.21,0.07,31.57142857142857
1990-03-19,2.15,0.07,30.71428571428571
1990-03-20,2.17,0.07,30.999999999999996
1990-03-21,2.15,0.07,30.71428571428571
1990-03-22,2.18,0.07,31.142857142857142
1990-03-23,2.17,0.07,30.999999999999996
1990-03-26,2.17,0.07,30.999999999999996
1990-03-27,2.18,0.07,31.142857142857142
1990-03-28,2.17,0.07,30.999999999999996
1990-03-29,2.17,0.07,30.999999999999996
1990-03-30,2.21,0.07,31.57142857142857
1990-04-02,2.21,0.07,31.57142857142857
1990-04-03,2.29,0.07,32.71428571428571
1990-04-04,2.3,0.07,32.857142857142854
1990-04-05,2.3,0.07,32.857142857142854
1990-04-06,2.3,0.07,32.857142857142854
1990-04-09,2.28,0.07,32.57142857142856
1990-04-10,2.28,0.07,32.57142857142856
1990-04-11,2.31,0.07,33.0
1990-04-12,2.33,0.07,33.285714285714285
1990-04-16,2.34,0.07,33.42857142857142
1990-04-17,2.39,0.07,34.14285714285714
1990-04-18,2.37,0.07,33.857142857142854
1990-04-19,2.37,0.07,33.857142857142854
1990-04-20,2.38,0.07,33.99999999999999
1990-04-23,2.36,0.07,33.71428571428571
1990-04-24,2.37,0.07,33.857142857142854
1990-04-25,2.36,0.07,33.71428571428571
1990-04-26,2.39,0.07,34.14285714285714
1990-04-27,2.37,0.07,33.857142857142854
1990-04-30,2.41,0.07,34.42857142857143
1990-05-01,2.43,0.07,34.714285714285715
1990-05-02,2.41,0.07,34.42857142857143
1990-05-03,2.44,0.07,34.857142857142854
1990-05-04,2.43,0.07,34.714285714285715
1990-05-07,2.48,0.07,35.42857142857142
1990-05-08,2.5,0.07,35.71428571428571
1990-05-09,2.47,0.07,35.285714285714285
1990-05-10,2.47,0.07,35.285714285714285
1990-05-11,2.49,0.07,35.57142857142857
1990-05-14,2.52,0.07,36.0
1990-05-15,2.53,0.07,36.14285714285714
1990-05-16,2.53,0.07,36.14285714285714
1990-05-17,2.6,0.07,37.14285714285714
1990-05-18,2.62,0.07,37.42857142857142
1990-05-21,2.59,0.07,36.99999999999999
1990-05-22,2.6,0.07,37.14285714285714
1990-05-23,2.6,0.07,37.14285714285714
1990-05-24,2.52,0.07,36.0
1990-05-25,2.43,0.07,34.714285714285715
1990-05-29,2.46,0.07,35.14285714285714
1990-05-30,2.51,0.07,35.857142857142854
1990-05-31,2.5,0.07,35.71428571428571
1990-06-01,2.5,0.07,35.71428571428571
1990-06-04,2.56,0.07,36.57142857142857
1990-06-05,2.55,0.07,36.42857142857142
1990-06-06,2.55,0.07,36.42857142857142
1990-06-07,2.53,0.07,36.14285714285714
1990-06-08,2.5,0.07,35.71428571428571
1990-06-11,2.47,0.07,35.285714285714285
1990-06-12,2.5,0.07,35.71428571428571
1990-06-13,2.52,0.07,36.0
1990-06-14,2.49,0.07,35.57142857142857
1990-06-15,2.5,0.07,35.71428571428571
1990-06-18,2.46,0.07,35.14285714285714
1990-06-19,2.41,0.07,34.42857142857143
1990-06-20,2.46,0.07,35.14285714285714
1990-06-21,2.46,0.07,35.14285714285714
1990-06-22,2.44,0.07,34.857142857142854
1990-06-25,2.44,0.07,34.857142857142854
1990-06-26,2.43,0.07,34.714285714285715
1990-06-27,2.46,0.07,35.14285714285714
1990-06-28,2.43,0.07,34.714285714285715
1990-06-29,2.39,0.07,34.14285714285714
1990-07-02,2.39,0.07,34.14285714285714
1990-07-03,2.37,0.07,33.857142857142854
1990-07-05,2.37,0.07,33.857142857142854
1990-07-06,2.4,0.07,34.285714285714285
1990-07-09,2.4,0.07,34.285714285714285
1990-07-10,2.41,0.07,34.42857142857143
1990-07-11,2.41,0.07,34.42857142857143
1990-07-12,2.46,0.07,35.14285714285714
1990-07-13,2.47,0.07,35.285714285714285
1990-07-16,2.48,0.07,35.42857142857142
1990-07-17,2.49,0.07,35.57142857142857
1990-07-18,2.5,0.07,35.71428571428571
1990-07-19,2.5,0.07,35.71428571428571
1990-07-20,2.5,0.07,35.71428571428571
1990-07-23,2.5,0.07,35.71428571428571
1990-07-24,2.5,0.07,35.71428571428571
1990-07-25,2.52,0.07,36.0
1990-07-26,2.52,0.07,36.0
1990-07-27,2.46,0.07,35.14285714285714
1990-07-30,2.41,0.07,34.42857142857143
1990-07-31,2.39,0.07,34.14285714285714
1990-08-01,2.35,0.07,33.57142857142857
1990-08-02,2.3,0.07,32.857142857142854
1990-08-03,2.22,0.07,31.714285714285715
1990-08-06,2.11,0.07,30.14285714285714
1990-08-07,2.09,0.07,29.85714285714285
1990-08-08,2.12,0.07,30.285714285714285
1990-08-09,2.08,0.07,29.71428571428571
1990-08-10,2.09,0.07,29.85714285714285
1990-08-13,2.06,0.07,29.428571428571427
1990-08-14,2.06,0.07,29.428571428571427
1990-08-15,2.05,0.07,29.28571428571428
1990-08-16,2.06,0.07,29.428571428571427
1990-08-17,1.96,0.07,27.999999999999996
1990-08-20,1.92,0.07,27.428571428571423
1990-08-21,1.92,0.07,27.428571428571423
1990-08-22,1.92,0.07,27.428571428571423
1990-08-23,1.92,0.07,27.428571428571423
1990-08-24,1.86,0.07,26.57142857142857
1990-08-27,1.87,0.07,26.71428571428571
1990-08-28,1.9,0.07,27.14285714285714
1990-08-29,1.92,0.07,27.428571428571423
1990-08-30,1.99,0.07,28.428571428571427
1990-08-31,1.96,0.07,27.999999999999996
1990-09-04,1.99,0.07,28.428571428571427
1990-09-05,1.99,0.07,28.428571428571427
1990-09-06,1.96,0.07,27.999999999999996
1990-09-07,2.0,0.07,28.57142857142857
1990-09-10,1.98,0.07,28.28571428571428
1990-09-11,1.98,0.07,28.28571428571428
1990-09-12,1.98,0.07,28.28571428571428
1990-09-13,1.98,0.07,28.28571428571428
1990-09-14,1.96,0.07,27.999999999999996
1990-09-17,1.96,0.07,27.999999999999996
1990-09-18,1.98,0.07,28.28571428571428
1990-09-19,1.96,0.07,27.999999999999996
1990-09-20,1.99,0.07,28.428571428571427
1990-09-21,1.96,0.07,27.999999999999996
1990-09-24,1.99,0.07,28.428571428571427
1990-09-25,1.96,0.07,27.999999999999996
1990-09-26,1.95,0.07,27.857142857142854
