date,SNPS,SNPS_EPS,PE Ratio
1997-12-19,18.5,0.14,132.14285714285714
1997-12-22,18.06,0.14,128.99999999999997
1997-12-23,18.06,0.14,128.99999999999997
1997-12-24,17.88,0.14,127.7142857142857
1997-12-26,18.06,0.14,128.99999999999997
1997-12-29,19.73,0.14,140.92857142857142
1997-12-30,18.56,0.14,132.57142857142856
1997-12-31,17.88,0.14,127.7142857142857
1998-01-02,17.53,0.14,125.21428571428571
1998-01-05,17.41,0.14,124.35714285714285
1998-01-06,16.53,0.14,118.07142857142857
1998-01-07,16.22,0.14,115.85714285714283
1998-01-08,16.0,0.14,114.28571428571428
1998-01-09,15.69,0.14,112.07142857142856
1998-01-12,16.56,0.14,118.28571428571426
1998-01-13,17.0,0.14,121.42857142857142
1998-01-14,17.31,0.14,123.64285714285712
1998-01-15,16.94,0.14,121.0
1998-01-16,17.25,0.14,123.21428571428571
1998-01-20,17.81,0.14,127.2142857142857
1998-01-21,17.56,0.14,125.4285714285714
1998-01-22,17.38,0.14,124.14285714285712
1998-01-23,17.06,0.14,121.85714285714283
1998-01-26,17.0,0.14,121.42857142857142
1998-01-27,16.63,0.14,118.78571428571426
1998-01-28,16.72,0.14,119.4285714285714
1998-01-29,17.02,0.14,121.57142857142856
1998-01-30,15.47,0.14,110.5
1998-02-02,16.5,0.14,117.85714285714285
1998-02-03,16.75,0.14,119.64285714285712
1998-02-04,17.25,0.14,123.21428571428571
1998-02-05,16.91,0.14,120.78571428571428
1998-02-06,17.0,0.14,121.42857142857142
1998-02-09,17.03,0.14,121.64285714285714
1998-02-10,17.06,0.14,121.85714285714283
1998-02-11,17.25,0.14,123.21428571428571
1998-02-12,17.16,0.14,122.57142857142856
1998-02-13,17.28,0.14,123.42857142857143
1998-02-17,17.34,0.14,123.85714285714285
1998-02-18,17.28,0.14,123.42857142857143
1998-02-19,17.31,0.14,123.64285714285712
1998-02-20,17.5,0.14,124.99999999999999
1998-02-23,17.25,0.14,123.21428571428571
1998-02-24,17.22,0.14,122.99999999999999
1998-02-25,18.0,0.14,128.57142857142856
1998-02-26,17.91,0.14,127.92857142857142
1998-02-27,17.47,0.14,124.78571428571426
1998-03-02,17.31,0.14,123.64285714285712
1998-03-03,16.94,0.14,121.0
1998-03-04,16.75,0.14,119.64285714285712
1998-03-05,15.88,0.14,113.42857142857142
1998-03-06,16.5,0.14,117.85714285714285
1998-03-09,15.91,0.14,113.64285714285714
1998-03-10,16.19,0.14,115.64285714285714
1998-03-11,15.81,0.14,112.92857142857142
1998-03-12,15.06,0.14,107.57142857142857
1998-03-13,16.0,0.14,114.28571428571428
1998-03-16,16.25,0.14,116.07142857142856
1998-03-17,15.75,0.14,112.49999999999999
1998-03-18,15.34,0.14,109.57142857142856
1998-03-19,15.03,0.14,107.35714285714285
1998-03-20,15.0,0.14,107.14285714285714
1998-03-23,14.75,0.14,105.35714285714285
1998-03-24,15.28,0.14,109.14285714285712
1998-03-25,16.19,0.14,115.64285714285714
1998-03-26,16.5,0.14,117.85714285714285
1998-03-27,16.38,0.14,116.99999999999999
1998-03-30,16.34,0.14,116.71428571428571
1998-03-31,16.38,0.14,116.99999999999999
1998-04-01,16.44,0.14,117.42857142857143
1998-04-02,16.31,0.14,116.49999999999999
1998-04-03,16.56,0.14,118.28571428571426
1998-04-06,15.72,0.14,112.28571428571428
1998-04-07,15.48,0.14,110.57142857142857
1998-04-08,15.5,0.14,110.71428571428571
1998-04-09,15.55,0.14,111.07142857142857
1998-04-13,16.34,0.14,116.71428571428571
1998-04-14,17.5,0.14,124.99999999999999
1998-04-15,17.56,0.14,125.4285714285714
1998-04-16,17.28,0.14,123.42857142857143
1998-04-17,18.0,0.14,128.57142857142856
1998-04-20,18.38,0.14,131.28571428571428
1998-04-21,19.47,0.14,139.07142857142856
1998-04-22,19.56,0.14,139.7142857142857
1998-04-23,18.81,0.14,134.35714285714283
1998-04-24,19.0,0.14,135.7142857142857
1998-04-27,17.81,0.14,127.2142857142857
1998-04-28,20.5,0.14,146.42857142857142
1998-04-29,21.19,0.14,151.35714285714286
1998-04-30,21.5,0.14,153.57142857142856
1998-05-01,21.31,0.14,152.2142857142857
1998-05-04,21.81,0.14,155.78571428571425
1998-05-05,21.0,0.14,149.99999999999997
1998-05-06,20.59,0.14,147.07142857142856
1998-05-07,20.66,0.14,147.57142857142856
1998-05-08,20.63,0.14,147.35714285714283
1998-05-11,20.16,0.14,144.0
1998-05-12,20.81,0.14,148.6428571428571
1998-05-13,21.44,0.14,153.14285714285714
1998-05-14,21.59,0.14,154.2142857142857
1998-05-15,22.31,0.14,159.35714285714283
1998-05-18,21.72,0.14,155.1428571428571
1998-05-19,21.81,0.14,155.78571428571425
1998-05-20,21.56,0.14,153.99999999999997
1998-05-21,22.19,0.14,158.5
1998-05-22,21.31,0.14,152.2142857142857
1998-05-26,20.44,0.14,146.0
1998-05-27,20.91,0.14,149.35714285714283
1998-05-28,21.78,0.14,155.57142857142856
1998-05-29,21.47,0.14,153.35714285714283
1998-06-01,20.19,0.14,144.21428571428572
1998-06-02,20.94,0.14,149.57142857142856
1998-06-03,20.69,0.14,147.78571428571428
1998-06-04,21.69,0.14,154.92857142857142
1998-06-05,22.09,0.14,157.78571428571428
1998-06-08,22.72,0.14,162.28571428571425
1998-06-09,22.91,0.14,163.64285714285714
1998-06-10,22.81,0.14,162.92857142857142
1998-06-11,21.69,0.14,154.92857142857142
1998-06-12,21.5,0.14,153.57142857142856
1998-06-15,21.0,0.14,149.99999999999997
1998-06-16,21.38,0.14,152.7142857142857
1998-06-17,21.13,0.14,150.92857142857142
1998-06-18,21.13,0.14,150.92857142857142
1998-06-19,20.69,0.14,147.78571428571428
1998-06-22,20.38,0.14,145.57142857142856
1998-06-23,21.06,0.14,150.42857142857142
1998-06-24,22.81,0.14,162.92857142857142
1998-06-25,22.25,0.14,158.92857142857142
1998-06-26,22.47,0.14,160.49999999999997
1998-06-29,22.81,0.14,162.92857142857142
1998-06-30,22.88,0.14,163.42857142857142
1998-07-01,22.38,0.14,159.85714285714283
1998-07-02,21.34,0.14,152.42857142857142
1998-07-06,20.38,0.14,145.57142857142856
1998-07-07,20.75,0.14,148.2142857142857
1998-07-08,20.44,0.14,146.0
1998-07-09,21.0,0.14,149.99999999999997
1998-07-10,20.5,0.14,146.42857142857142
1998-07-13,20.94,0.14,149.57142857142856
1998-07-14,20.31,0.14,145.07142857142856
1998-07-15,21.0,0.14,149.99999999999997
1998-07-16,21.22,0.14,151.57142857142856
1998-07-17,20.81,0.14,148.6428571428571
1998-07-20,20.75,0.14,148.2142857142857
1998-07-21,20.69,0.14,147.78571428571428
1998-07-22,19.97,0.14,142.6428571428571
1998-07-23,18.72,0.14,133.7142857142857
1998-07-24,19.13,0.14,136.6428571428571
1998-07-27,19.19,0.14,137.07142857142856
1998-07-28,19.81,0.14,141.49999999999997
1998-07-29,19.63,0.14,140.2142857142857
1998-07-30,19.25,0.14,137.5
1998-07-31,19.0,0.14,135.7142857142857
1998-08-03,18.25,0.14,130.35714285714283
1998-08-04,18.0,0.14,128.57142857142856
1998-08-05,17.94,0.14,128.14285714285714
1998-08-06,18.5,0.14,132.14285714285714
1998-08-07,18.44,0.14,131.71428571428572
1998-08-10,18.38,0.14,131.28571428571428
1998-08-11,17.88,0.14,127.7142857142857
1998-08-12,18.5,0.14,132.14285714285714
1998-08-13,17.84,0.14,127.42857142857142
1998-08-14,18.06,0.14,128.99999999999997
1998-08-17,18.44,0.14,131.71428571428572
1998-08-18,18.63,0.14,133.07142857142856
1998-08-19,17.69,0.14,126.35714285714286
1998-08-20,15.59,0.14,111.35714285714285
1998-08-21,16.0,0.14,114.28571428571428
1998-08-24,15.81,0.14,112.92857142857142
1998-08-25,15.5,0.14,110.71428571428571
1998-08-26,15.78,0.14,112.7142857142857
1998-08-27,15.09,0.14,107.78571428571428
1998-08-28,14.59,0.14,104.21428571428571
1998-08-31,13.06,0.14,93.28571428571428
1998-09-01,14.97,0.14,106.92857142857142
1998-09-02,15.56,0.14,111.14285714285714
1998-09-03,15.31,0.14,109.35714285714285
1998-09-04,15.25,0.14,108.92857142857142
1998-09-08,17.13,0.14,122.35714285714283
1998-09-09,15.88,0.14,113.42857142857142
1998-09-10,15.38,0.14,109.85714285714285
1998-09-11,15.88,0.14,113.42857142857142
1998-09-14,17.31,0.14,123.64285714285712
1998-09-15,17.53,0.14,125.21428571428571
1998-09-16,17.69,0.14,126.35714285714286
1998-09-17,17.06,0.14,121.85714285714283
1998-09-18,16.84,0.14,120.28571428571428
1998-09-21,16.31,0.14,116.49999999999999
1998-09-22,16.5,0.14,117.85714285714285
1998-09-23,17.47,0.14,124.78571428571426
1998-09-24,16.19,0.14,115.64285714285714
1998-09-25,16.56,0.14,118.28571428571426
1998-09-28,16.56,0.14,118.28571428571426
1998-09-29,16.75,0.14,119.64285714285712
1998-09-30,16.66,0.14,118.99999999999999
1998-10-01,15.75,0.14,112.49999999999999
1998-10-02,15.59,0.14,111.35714285714285
1998-10-05,14.44,0.14,103.14285714285712
1998-10-06,14.19,0.14,101.35714285714285
1998-10-07,14.78,0.14,105.57142857142856
1998-10-08,14.69,0.14,104.92857142857142
1998-10-09,16.47,0.14,117.64285714285712
1998-10-12,17.53,0.14,125.21428571428571
1998-10-13,16.63,0.14,118.78571428571426
1998-10-14,15.63,0.14,111.64285714285714
1998-10-15,16.69,0.14,119.21428571428571
1998-10-16,17.75,0.14,126.78571428571428
1998-10-19,18.25,0.14,130.35714285714283
1998-10-20,17.38,0.14,124.14285714285712
1998-10-21,17.56,0.14,125.4285714285714
1998-10-22,18.31,0.14,130.78571428571428
1998-10-23,19.5,0.14,139.28571428571428
1998-10-26,19.0,0.14,135.7142857142857
1998-10-27,19.06,0.14,136.1428571428571
1998-10-28,20.5,0.14,146.42857142857142
1998-10-29,21.25,0.14,151.78571428571428
1998-10-30,22.63,0.14,161.6428571428571
1998-11-02,22.94,0.14,163.85714285714286
1998-11-03,22.44,0.14,160.28571428571428
1998-11-04,22.81,0.14,162.92857142857142
1998-11-05,23.19,0.14,165.64285714285714
1998-11-06,23.47,0.14,167.6428571428571
1998-11-09,23.28,0.14,166.28571428571428
1998-11-10,22.56,0.14,161.1428571428571
1998-11-11,22.5,0.14,160.7142857142857
1998-11-12,22.53,0.14,160.92857142857142
1998-11-13,23.59,0.14,168.49999999999997
1998-11-16,24.0,0.14,171.42857142857142
1998-11-17,24.0,0.14,171.42857142857142
1998-11-18,25.0,0.14,178.57142857142856
1998-11-19,24.84,0.14,177.42857142857142
1998-11-20,24.47,0.14,174.78571428571425
1998-11-23,25.0,0.14,178.57142857142856
1998-11-24,24.66,0.14,176.14285714285714
1998-11-25,25.0,0.14,178.57142857142856
1998-11-27,24.89,0.14,177.78571428571428
1998-11-30,23.69,0.14,169.2142857142857
1998-12-01,23.41,0.14,167.2142857142857
1998-12-02,26.0,0.14,185.7142857142857
1998-12-03,24.75,0.14,176.78571428571428
1998-12-04,24.81,0.14,177.2142857142857
1998-12-07,26.69,0.14,190.64285714285714
1998-12-08,26.06,0.14,186.1428571428571
1998-12-09,26.19,0.14,187.07142857142856
1998-12-10,25.81,0.14,184.35714285714283
1998-12-11,25.38,0.14,181.28571428571425
1998-12-14,24.41,0.14,174.35714285714283
1998-12-15,25.22,0.14,180.1428571428571
1998-12-16,24.38,0.14,174.1428571428571
1998-12-17,25.28,0.14,180.57142857142856
1998-12-18,25.56,0.14,182.57142857142856
1998-12-21,26.13,0.14,186.6428571428571
1998-12-22,25.0,0.14,178.57142857142856
1998-12-23,26.25,0.14,187.49999999999997
1998-12-24,25.97,0.14,185.49999999999997
1998-12-28,26.16,0.14,186.85714285714283
1998-12-29,26.06,0.14,186.1428571428571
1998-12-30,25.94,0.14,185.28571428571428
1998-12-31,27.13,0.14,193.78571428571425
1999-01-04,27.03,0.14,193.07142857142856
1999-01-05,27.56,0.14,196.85714285714283
1999-01-06,29.63,0.14,211.6428571428571
1999-01-07,28.88,0.14,206.28571428571425
1999-01-08,28.06,0.14,200.4285714285714
1999-01-11,28.53,0.14,203.78571428571428
1999-01-12,29.31,0.14,209.35714285714283
1999-01-13,29.42,0.14,210.14285714285714
1999-01-14,27.69,0.14,197.78571428571428
1999-01-15,29.5,0.14,210.7142857142857
1999-01-19,30.28,0.14,216.28571428571428
1999-01-20,26.69,0.14,190.64285714285714
1999-01-21,27.34,0.14,195.28571428571428
1999-01-22,27.56,0.14,196.85714285714283
1999-01-25,27.56,0.14,196.85714285714283
1999-01-26,27.56,0.14,196.85714285714283
1999-01-27,27.88,0.14,199.1428571428571
1999-01-28,29.41,0.14,210.07142857142856
1999-01-29,29.03,0.14,207.35714285714283
1999-02-01,29.91,0.14,213.6428571428571
1999-02-02,28.44,0.14,203.14285714285714
1999-02-03,28.38,0.14,202.7142857142857
1999-02-04,27.5,0.14,196.42857142857142
1999-02-05,27.03,0.14,193.07142857142856
1999-02-08,27.06,0.14,193.28571428571425
1999-02-09,25.63,0.14,183.07142857142856
1999-02-10,25.09,0.14,179.2142857142857
1999-02-11,27.13,0.14,193.78571428571425
1999-02-12,25.16,0.14,179.7142857142857
1999-02-16,24.38,0.14,174.1428571428571
1999-02-17,23.75,0.14,169.64285714285714
1999-02-18,23.63,0.14,168.78571428571425
1999-02-19,24.69,0.14,176.35714285714286
1999-02-22,25.03,0.14,178.78571428571428
1999-02-23,25.5,0.14,182.14285714285714
1999-02-24,24.63,0.14,175.92857142857142
1999-02-25,23.75,0.14,169.64285714285714
1999-02-26,23.13,0.14,165.2142857142857
1999-03-01,23.91,0.14,170.78571428571428
1999-03-02,24.38,0.14,174.1428571428571
1999-03-03,23.0,0.14,164.28571428571428
1999-03-04,23.16,0.14,165.42857142857142
1999-03-05,22.94,0.14,163.85714285714286
1999-03-08,23.56,0.14,168.28571428571425
1999-03-09,23.75,0.14,169.64285714285714
1999-03-10,23.72,0.14,169.42857142857142
1999-03-11,23.81,0.14,170.07142857142856
1999-03-12,23.25,0.14,166.07142857142856
1999-03-15,24.5,0.14,174.99999999999997
1999-03-16,25.19,0.14,179.92857142857142
1999-03-17,25.22,0.14,180.1428571428571
1999-03-18,25.56,0.14,182.57142857142856
1999-03-19,25.25,0.14,180.35714285714283
1999-03-22,24.72,0.14,176.57142857142856
1999-03-23,23.44,0.14,167.42857142857142
1999-03-24,24.63,0.14,175.92857142857142
1999-03-25,25.5,0.14,182.14285714285714
1999-03-26,24.94,0.14,178.14285714285714
1999-03-29,26.69,0.14,190.64285714285714
1999-03-30,26.25,0.14,187.49999999999997
1999-03-31,26.88,0.14,191.99999999999997
1999-04-01,26.56,0.14,189.7142857142857
1999-04-05,23.0,0.14,164.28571428571428
1999-04-06,24.38,0.14,174.1428571428571
1999-04-07,23.41,0.14,167.2142857142857
1999-04-08,23.84,0.14,170.28571428571428
1999-04-09,23.34,0.14,166.7142857142857
1999-04-12,22.59,0.14,161.35714285714283
1999-04-13,21.13,0.14,150.92857142857142
1999-04-14,21.31,0.14,152.2142857142857
1999-04-15,22.5,0.14,160.7142857142857
1999-04-16,22.5,0.14,160.7142857142857
1999-04-19,23.03,0.14,164.5
1999-04-20,23.19,0.14,165.64285714285714
1999-04-21,21.06,0.14,150.42857142857142
1999-04-22,21.63,0.14,154.49999999999997
1999-04-23,22.53,0.14,160.92857142857142
1999-04-26,23.44,0.14,167.42857142857142
1999-04-27,23.91,0.14,170.78571428571428
1999-04-28,24.44,0.14,174.57142857142856
1999-04-29,23.34,0.14,166.7142857142857
1999-04-30,23.56,0.14,168.28571428571425
1999-05-03,24.19,0.14,172.78571428571428
1999-05-04,25.53,0.14,182.35714285714286
1999-05-05,25.91,0.14,185.07142857142856
1999-05-06,24.56,0.14,175.42857142857142
1999-05-07,24.44,0.14,174.57142857142856
1999-05-10,24.16,0.14,172.57142857142856
1999-05-11,24.34,0.14,173.85714285714283
1999-05-12,24.88,0.14,177.7142857142857
1999-05-13,24.22,0.14,172.99999999999997
1999-05-14,23.5,0.14,167.85714285714283
1999-05-17,22.91,0.14,163.64285714285714
1999-05-18,23.03,0.14,164.5
1999-05-19,23.13,0.14,165.2142857142857
1999-05-20,22.88,0.14,163.42857142857142
1999-05-21,22.97,0.14,164.07142857142856
1999-05-24,23.19,0.14,165.64285714285714
1999-05-25,21.84,0.14,155.99999999999997
1999-05-26,21.25,0.14,151.78571428571428
1999-05-27,21.59,0.14,154.2142857142857
1999-05-28,22.19,0.14,158.5
1999-06-01,21.63,0.14,154.49999999999997
1999-06-02,22.0,0.14,157.14285714285714
1999-06-03,21.81,0.14,155.78571428571425
1999-06-04,21.81,0.14,155.78571428571425
1999-06-07,23.94,0.14,171.0
1999-06-08,24.75,0.14,176.78571428571428
1999-06-09,26.69,0.14,190.64285714285714
1999-06-10,26.81,0.14,191.49999999999997
1999-06-11,28.03,0.14,200.2142857142857
1999-06-14,28.25,0.14,201.78571428571428
1999-06-15,27.69,0.14,197.78571428571428
1999-06-16,28.53,0.14,203.78571428571428
1999-06-17,28.63,0.14,204.49999999999997
1999-06-18,28.53,0.14,203.78571428571428
1999-06-21,28.44,0.14,203.14285714285714
1999-06-22,27.81,0.14,198.6428571428571
1999-06-23,27.53,0.14,196.64285714285714
1999-06-24,26.72,0.14,190.85714285714283
1999-06-25,27.38,0.14,195.57142857142856
1999-06-28,27.59,0.14,197.07142857142856
1999-06-29,28.06,0.14,200.4285714285714
1999-06-30,27.59,0.14,197.07142857142856
1999-07-01,28.53,0.14,203.78571428571428
1999-07-02,28.0,0.14,199.99999999999997
1999-07-06,28.72,0.14,205.1428571428571
1999-07-07,28.5,0.14,203.57142857142856
1999-07-08,30.16,0.14,215.42857142857142
1999-07-09,29.78,0.14,212.7142857142857
1999-07-12,30.44,0.14,217.42857142857142
1999-07-13,29.47,0.14,210.49999999999997
1999-07-14,29.75,0.14,212.49999999999997
1999-07-15,30.41,0.14,217.2142857142857
1999-07-16,31.34,0.14,223.85714285714283
1999-07-19,30.31,0.14,216.49999999999997
1999-07-20,28.78,0.14,205.57142857142856
1999-07-21,29.16,0.14,208.28571428571428
1999-07-22,28.0,0.14,199.99999999999997
1999-07-23,28.31,0.14,202.2142857142857
1999-07-26,26.69,0.14,190.64285714285714
1999-07-27,28.28,0.14,202.0
1999-07-28,28.38,0.14,202.7142857142857
1999-07-29,27.91,0.14,199.35714285714283
1999-07-30,30.09,0.14,214.92857142857142
1999-08-02,29.59,0.14,211.35714285714283
1999-08-03,29.16,0.14,208.28571428571428
1999-08-04,28.78,0.14,205.57142857142856
1999-08-05,28.72,0.14,205.1428571428571
1999-08-06,28.25,0.14,201.78571428571428
1999-08-09,27.25,0.14,194.6428571428571
1999-08-10,27.19,0.14,194.2142857142857
1999-08-11,28.91,0.14,206.49999999999997
1999-08-12,28.63,0.14,204.49999999999997
1999-08-13,29.38,0.14,209.85714285714283
1999-08-16,28.94,0.14,206.7142857142857
1999-08-17,29.34,0.14,209.57142857142856
1999-08-18,28.78,0.14,205.57142857142856
1999-08-19,28.13,0.14,200.92857142857142
1999-08-20,28.56,0.14,203.99999999999997
1999-08-23,28.31,0.14,202.2142857142857
1999-08-24,27.59,0.14,197.07142857142856
1999-08-25,29.13,0.14,208.07142857142856
1999-08-26,27.81,0.14,198.6428571428571
1999-08-27,27.28,0.14,194.85714285714283
1999-08-30,27.19,0.14,194.2142857142857
1999-08-31,27.97,0.14,199.78571428571425
1999-09-01,29.22,0.14,208.7142857142857
1999-09-02,29.16,0.14,208.28571428571428
1999-09-03,30.03,0.14,214.5
1999-09-07,30.19,0.14,215.64285714285714
1999-09-08,29.38,0.14,209.85714285714283
1999-09-09,29.81,0.14,212.9285714285714
1999-09-10,31.56,0.14,225.4285714285714
1999-09-13,30.94,0.14,221.0
1999-09-14,32.22,0.14,230.1428571428571
1999-09-15,31.19,0.14,222.78571428571428
1999-09-16,30.25,0.14,216.07142857142856
1999-09-17,31.84,0.14,227.42857142857142
1999-09-20,31.69,0.14,226.35714285714283
1999-09-21,30.72,0.14,219.4285714285714
1999-09-22,31.69,0.14,226.35714285714283
1999-09-23,29.44,0.14,210.28571428571428
1999-09-24,29.13,0.14,208.07142857142856
1999-09-27,29.91,0.14,213.6428571428571
1999-09-28,30.72,0.14,219.4285714285714
1999-09-29,30.22,0.14,215.85714285714283
1999-09-30,28.08,0.14,200.57142857142853
1999-10-01,28.2,0.14,201.42857142857142
1999-10-04,29.28,0.14,209.14285714285714
1999-10-05,29.22,0.14,208.7142857142857
1999-10-06,30.06,0.14,214.7142857142857
1999-10-07,29.22,0.14,208.7142857142857
1999-10-08,29.19,0.14,208.5
1999-10-11,31.03,0.14,221.64285714285714
1999-10-12,30.56,0.14,218.28571428571425
1999-10-13,30.34,0.14,216.7142857142857
1999-10-14,29.88,0.14,213.4285714285714
1999-10-15,29.47,0.14,210.49999999999997
1999-10-18,29.31,0.14,209.35714285714283
1999-10-19,28.69,0.14,204.92857142857142
1999-10-20,28.69,0.14,204.92857142857142
1999-10-21,27.41,0.14,195.78571428571428
1999-10-22,27.28,0.14,194.85714285714283
1999-10-25,28.06,0.14,200.4285714285714
1999-10-26,28.84,0.14,205.99999999999997
1999-10-27,29.69,0.14,212.07142857142856
1999-10-28,30.25,0.14,216.07142857142856
1999-10-29,31.16,0.14,222.57142857142856
1999-11-01,30.41,0.14,217.2142857142857
1999-11-02,31.97,0.14,228.35714285714283
1999-11-03,31.28,0.14,223.42857142857142
1999-11-04,31.97,0.14,228.35714285714283
1999-11-05,32.84,0.14,234.57142857142858
1999-11-08,32.91,0.14,235.07142857142853
1999-11-09,32.81,0.14,234.35714285714286
1999-11-10,33.94,0.14,242.4285714285714
1999-11-11,33.72,0.14,240.85714285714283
1999-11-12,34.16,0.14,243.99999999999994
1999-11-15,32.59,0.14,232.78571428571428
1999-11-16,33.03,0.14,235.92857142857142
1999-11-17,33.0,0.14,235.7142857142857
1999-11-18,32.88,0.14,234.85714285714286
1999-11-19,32.75,0.14,233.92857142857142
1999-11-22,32.75,0.14,233.92857142857142
1999-11-23,33.0,0.14,235.7142857142857
1999-11-24,33.38,0.14,238.42857142857142
1999-11-26,33.72,0.14,240.85714285714283
1999-11-29,33.94,0.14,242.4285714285714
1999-11-30,36.19,0.14,258.49999999999994
1999-12-01,35.84,0.14,256.0
1999-12-02,36.25,0.14,258.9285714285714
1999-12-03,36.66,0.14,261.85714285714283
1999-12-06,37.34,0.14,266.7142857142857
1999-12-07,36.97,0.14,264.07142857142856
1999-12-08,35.38,0.14,252.71428571428572
1999-12-09,35.38,0.14,252.71428571428572
1999-12-10,31.94,0.14,228.14285714285714
1999-12-13,31.88,0.14,227.7142857142857
1999-12-14,30.03,0.14,214.5
1999-12-15,30.84,0.14,220.28571428571428
1999-12-16,31.59,0.14,225.6428571428571
1999-12-17,30.84,0.14,220.28571428571428
1999-12-20,29.75,0.14,212.49999999999997
1999-12-21,29.63,0.14,211.6428571428571
1999-12-22,29.97,0.14,214.07142857142856
1999-12-23,31.69,0.14,226.35714285714283
1999-12-27,32.06,0.14,229.0
1999-12-28,31.59,0.14,225.6428571428571
1999-12-29,32.31,0.14,230.78571428571428
1999-12-30,32.75,0.14,233.92857142857142
1999-12-31,33.38,0.14,238.42857142857142
2000-01-03,32.78,0.14,234.14285714285714
2000-01-04,30.44,0.14,217.42857142857142
2000-01-05,30.7,0.14,219.28571428571425
2000-01-06,28.47,0.14,203.35714285714283
2000-01-07,28.75,0.14,205.35714285714283
2000-01-10,30.16,0.14,215.42857142857142
2000-01-11,28.97,0.14,206.9285714285714
2000-01-12,26.72,0.14,190.85714285714283
2000-01-13,27.53,0.14,196.64285714285714
2000-01-14,28.19,0.14,201.35714285714286
2000-01-18,27.59,0.14,197.07142857142856
2000-01-19,27.13,0.14,193.78571428571425
2000-01-20,27.28,0.14,194.85714285714283
2000-01-21,27.31,0.14,195.07142857142856
2000-01-24,26.44,0.14,188.85714285714286
2000-01-25,24.0,0.14,171.42857142857142
2000-01-26,23.81,0.14,170.07142857142856
2000-01-27,21.91,0.14,156.5
2000-01-28,21.67,0.14,154.78571428571428
2000-01-31,23.09,0.14,164.92857142857142
2000-02-01,23.28,0.14,166.28571428571428
2000-02-02,22.91,0.14,163.64285714285714
2000-02-03,23.41,0.14,167.2142857142857
2000-02-04,22.63,0.14,161.6428571428571
2000-02-07,21.75,0.14,155.35714285714283
2000-02-08,22.59,0.14,161.35714285714283
2000-02-09,24.09,0.14,172.07142857142856
2000-02-10,25.41,0.14,181.49999999999997
2000-02-11,25.28,0.14,180.57142857142856
2000-02-14,21.22,0.14,151.57142857142856
2000-02-15,21.31,0.14,152.2142857142857
2000-02-16,22.28,0.14,159.14285714285714
2000-02-17,23.25,0.14,166.07142857142856
2000-02-18,18.78,0.14,134.14285714285714
2000-02-22,19.47,0.14,139.07142857142856
2000-02-23,20.0,0.14,142.85714285714283
2000-02-24,20.03,0.14,143.07142857142856
2000-02-25,20.13,0.14,143.78571428571428
2000-02-28,20.0,0.14,142.85714285714283
2000-02-29,19.97,0.14,142.6428571428571
2000-03-01,20.03,0.14,143.07142857142856
2000-03-02,19.88,0.14,141.99999999999997
2000-03-03,19.94,0.14,142.42857142857142
2000-03-06,19.63,0.14,140.2142857142857
2000-03-07,19.44,0.14,138.85714285714286
2000-03-08,19.75,0.14,141.07142857142856
2000-03-09,20.97,0.14,149.78571428571425
2000-03-10,21.66,0.14,154.7142857142857
2000-03-13,21.53,0.14,153.78571428571428
2000-03-14,21.81,0.14,155.78571428571425
2000-03-15,21.53,0.14,153.78571428571428
2000-03-16,24.25,0.14,173.2142857142857
2000-03-17,24.75,0.14,176.78571428571428
2000-03-20,24.13,0.14,172.35714285714283
2000-03-21,25.09,0.14,179.2142857142857
2000-03-22,24.59,0.14,175.64285714285714
2000-03-23,24.5,0.14,174.99999999999997
2000-03-24,24.63,0.14,175.92857142857142
2000-03-27,24.56,0.14,175.42857142857142
2000-03-28,23.25,0.14,166.07142857142856
2000-03-29,22.53,0.14,160.92857142857142
2000-03-30,22.0,0.14,157.14285714285714
2000-03-31,24.38,0.14,174.1428571428571
2000-04-03,22.78,0.14,162.7142857142857
2000-04-04,22.0,0.14,157.14285714285714
2000-04-05,22.09,0.14,157.78571428571428
2000-04-06,21.88,0.14,156.28571428571428
2000-04-07,23.09,0.14,164.92857142857142
2000-04-10,22.13,0.14,158.07142857142856
2000-04-11,22.06,0.14,157.57142857142856
2000-04-12,21.13,0.14,150.92857142857142
2000-04-13,21.0,0.14,149.99999999999997
2000-04-14,19.72,0.14,140.85714285714283
2000-04-17,19.38,0.14,138.42857142857142
2000-04-18,21.5,0.14,153.57142857142856
2000-04-19,20.56,0.14,146.85714285714283
2000-04-20,20.41,0.14,145.78571428571428
2000-04-24,19.75,0.14,141.07142857142856
2000-04-25,21.22,0.14,151.57142857142856
2000-04-26,20.0,0.14,142.85714285714283
2000-04-27,21.13,0.14,150.92857142857142
2000-04-28,21.0,0.14,149.99999999999997
2000-05-01,21.19,0.14,151.35714285714286
2000-05-02,20.31,0.14,145.07142857142856
2000-05-03,20.25,0.14,144.64285714285714
2000-05-04,20.56,0.14,146.85714285714283
2000-05-05,20.19,0.14,144.21428571428572
2000-05-08,19.97,0.14,142.6428571428571
2000-05-09,19.78,0.14,141.28571428571428
2000-05-10,19.63,0.14,140.2142857142857
2000-05-11,19.81,0.14,141.49999999999997
2000-05-12,19.91,0.14,142.2142857142857
2000-05-15,20.88,0.14,149.1428571428571
2000-05-16,21.84,0.14,155.99999999999997
2000-05-17,22.0,0.14,157.14285714285714
2000-05-18,21.38,0.14,152.7142857142857
2000-05-19,21.81,0.14,155.78571428571425
2000-05-22,21.13,0.14,150.92857142857142
2000-05-23,21.34,0.14,152.42857142857142
