date,MKTX,MKTX_EPS,PE Ratio
2006-04-03,12.03,0.06,200.5
2006-04-04,12.47,0.06,207.83333333333334
2006-04-05,12.45,0.06,207.5
2006-04-06,12.23,0.06,203.83333333333334
2006-04-07,11.83,0.06,197.16666666666669
2006-04-10,11.8,0.06,196.66666666666669
2006-04-11,11.19,0.06,186.5
2006-04-12,11.01,0.06,183.5
2006-04-13,10.91,0.06,181.83333333333334
2006-04-17,11.12,0.06,185.33333333333331
2006-04-18,11.02,0.06,183.66666666666666
2006-04-19,11.11,0.06,185.16666666666666
2006-04-20,11.06,0.06,184.33333333333334
2006-04-21,10.8,0.06,180.00000000000003
2006-04-24,10.58,0.06,176.33333333333334
2006-04-25,10.89,0.06,181.50000000000003
2006-04-26,11.03,0.06,183.83333333333334
2006-04-27,11.31,0.06,188.50000000000003
2006-04-28,11.16,0.06,186.0
2006-05-01,10.67,0.06,177.83333333333334
2006-05-02,10.48,0.06,174.66666666666669
2006-05-03,10.67,0.06,177.83333333333334
2006-05-04,10.78,0.06,179.66666666666666
2006-05-05,10.78,0.06,179.66666666666666
2006-05-08,10.8,0.06,180.00000000000003
2006-05-09,10.92,0.06,182.0
2006-05-10,10.76,0.03,358.6666666666667
2006-05-11,10.6,0.03,353.3333333333333
2006-05-12,10.4,0.03,346.6666666666667
2006-05-15,10.21,0.03,340.33333333333337
2006-05-16,10.16,0.03,338.6666666666667
2006-05-17,10.29,0.03,343.0
2006-05-18,9.96,0.03,332.00000000000006
2006-05-19,10.36,0.03,345.3333333333333
2006-05-22,11.27,0.03,375.6666666666667
2006-05-23,10.43,0.03,347.6666666666667
2006-05-24,10.4,0.03,346.6666666666667
2006-05-25,10.63,0.03,354.33333333333337
2006-05-26,10.83,0.03,361.0
2006-05-30,10.49,0.03,349.6666666666667
2006-05-31,10.95,0.03,365.0
2006-06-01,10.98,0.03,366.0
2006-06-02,10.6,0.03,353.3333333333333
2006-06-05,10.53,0.03,351.0
2006-06-06,10.48,0.03,349.33333333333337
2006-06-07,10.41,0.03,347.0
2006-06-08,10.8,0.03,360.00000000000006
2006-06-09,10.72,0.03,357.33333333333337
2006-06-12,10.57,0.03,352.33333333333337
2006-06-13,10.4,0.03,346.6666666666667
2006-06-14,10.51,0.03,350.3333333333333
2006-06-15,10.96,0.03,365.33333333333337
2006-06-16,10.99,0.03,366.33333333333337
2006-06-19,10.59,0.03,353.0
2006-06-20,10.55,0.03,351.6666666666667
2006-06-21,10.88,0.03,362.6666666666667
2006-06-22,10.96,0.03,365.33333333333337
2006-06-23,10.86,0.03,362.0
2006-06-26,11.07,0.03,369.0
2006-06-27,11.18,0.03,372.6666666666667
2006-06-28,11.08,0.03,369.33333333333337
2006-06-29,11.33,0.03,377.6666666666667
2006-06-30,11.01,0.03,367.0
2006-07-03,11.25,0.03,375.0
2006-07-05,11.04,0.03,368.0
2006-07-06,10.53,0.03,351.0
2006-07-07,10.18,0.03,339.3333333333333
2006-07-10,10.18,0.03,339.3333333333333
2006-07-11,10.2,0.03,340.0
2006-07-12,10.38,0.03,346.00000000000006
2006-07-13,10.05,0.03,335.00000000000006
2006-07-14,9.91,0.03,330.33333333333337
2006-07-17,10.0,0.03,333.33333333333337
2006-07-18,10.01,0.03,333.6666666666667
2006-07-19,10.01,0.03,333.6666666666667
2006-07-20,9.84,0.03,328.0
2006-07-21,9.35,0.03,311.6666666666667
2006-07-24,9.97,0.03,332.33333333333337
2006-07-25,10.09,0.03,336.3333333333333
2006-07-26,9.67,0.03,322.33333333333337
2006-07-27,9.58,0.03,319.33333333333337
2006-07-28,10.06,0.03,335.33333333333337
2006-07-31,10.16,0.03,338.6666666666667
2006-08-01,9.95,0.03,331.66666666666663
2006-08-02,10.01,0.03,333.6666666666667
2006-08-03,9.58,0.03,319.33333333333337
2006-08-04,9.3,0.03,310.00000000000006
2006-08-07,9.38,0.02,469.00000000000006
2006-08-08,9.01,0.02,450.5
2006-08-09,8.9,0.02,445.0
2006-08-10,9.04,0.02,451.99999999999994
2006-08-11,9.18,0.02,459.0
2006-08-14,9.17,0.02,458.5
2006-08-15,9.68,0.02,484.0
2006-08-16,9.72,0.02,486.0
2006-08-17,9.83,0.02,491.5
2006-08-18,9.92,0.02,496.0
2006-08-21,9.71,0.02,485.50000000000006
2006-08-22,9.76,0.02,488.0
2006-08-23,9.64,0.02,482.0
2006-08-24,9.65,0.02,482.5
2006-08-25,9.54,0.02,476.99999999999994
2006-08-28,9.6,0.02,480.0
2006-08-29,9.66,0.02,483.0
2006-08-30,9.5,0.02,475.0
2006-08-31,9.42,0.02,471.0
2006-09-01,9.76,0.02,488.0
2006-09-05,9.74,0.02,487.0
2006-09-06,9.55,0.02,477.5
2006-09-07,9.5,0.02,475.0
2006-09-08,9.85,0.02,492.5
2006-09-11,10.04,0.02,501.99999999999994
2006-09-12,10.25,0.02,512.5
2006-09-13,10.25,0.02,512.5
2006-09-14,10.34,0.02,517.0
2006-09-15,10.36,0.02,518.0
2006-09-18,10.28,0.02,514.0
2006-09-19,10.09,0.02,504.5
2006-09-20,10.05,0.02,502.5
2006-09-21,10.0,0.02,500.0
2006-09-22,9.86,0.02,492.99999999999994
2006-09-25,10.05,0.02,502.5
2006-09-26,10.36,0.02,518.0
2006-09-27,10.41,0.02,520.5
2006-09-28,10.58,0.02,529.0
2006-09-29,10.47,0.02,523.5
2006-10-02,10.28,0.02,514.0
2006-10-03,10.1,0.02,505.0
2006-10-04,10.4,0.02,520.0
2006-10-05,10.43,0.02,521.5
2006-10-06,10.4,0.02,520.0
2006-10-09,10.4,0.02,520.0
2006-10-10,10.26,0.02,513.0
2006-10-11,10.25,0.02,512.5
2006-10-12,10.6,0.02,530.0
2006-10-13,10.78,0.02,539.0
2006-10-16,10.96,0.02,548.0
2006-10-17,11.17,0.02,558.5
2006-10-18,11.06,0.02,553.0
2006-10-19,11.17,0.02,558.5
2006-10-20,11.2,0.02,560.0
2006-10-23,11.2,0.02,560.0
2006-10-24,11.15,0.02,557.5
2006-10-25,11.19,0.02,559.5
2006-10-26,11.19,0.02,559.5
2006-10-27,11.04,0.02,552.0
2006-10-30,11.29,0.02,564.5
2006-10-31,11.25,0.02,562.5
2006-11-01,11.33,0.02,566.5
2006-11-02,12.06,0.02,603.0
2006-11-03,12.0,0.02,600.0
2006-11-06,12.39,0.02,619.5
2006-11-07,12.93,0.04,323.25
2006-11-08,12.62,0.04,315.5
2006-11-09,12.57,0.04,314.25
2006-11-10,13.5,0.04,337.5
2006-11-13,13.89,0.04,347.25
2006-11-14,13.9,0.04,347.5
2006-11-15,14.07,0.04,351.75
2006-11-16,14.12,0.04,353.0
2006-11-17,14.25,0.04,356.25
2006-11-20,14.36,0.04,359.0
2006-11-21,14.83,0.04,370.75
2006-11-22,14.95,0.04,373.75
2006-11-24,14.95,0.04,373.75
2006-11-27,14.2,0.04,355.0
2006-11-28,14.33,0.04,358.25
2006-11-29,14.41,0.04,360.25
2006-11-30,14.4,0.04,360.0
2006-12-01,14.47,0.04,361.75
2006-12-04,14.68,0.04,367.0
2006-12-05,14.65,0.04,366.25
2006-12-06,14.43,0.04,360.75
2006-12-07,14.59,0.04,364.75
2006-12-08,14.71,0.04,367.75
2006-12-11,14.47,0.04,361.75
2006-12-12,14.37,0.04,359.25
2006-12-13,14.03,0.04,350.75
2006-12-14,13.98,0.04,349.5
2006-12-15,13.92,0.04,348.0
2006-12-18,13.84,0.04,346.0
2006-12-19,13.7,0.04,342.5
2006-12-20,13.75,0.04,343.75
2006-12-21,13.58,0.04,339.5
2006-12-22,13.52,0.04,338.0
2006-12-26,13.81,0.04,345.25
2006-12-27,13.75,0.04,343.75
2006-12-28,13.66,0.04,341.5
2006-12-29,13.57,0.04,339.25
2007-01-03,13.48,0.04,337.0
2007-01-04,13.4,0.04,335.0
2007-01-05,12.98,0.04,324.5
2007-01-08,13.04,0.04,326.0
2007-01-09,12.9,0.04,322.5
2007-01-10,12.88,0.04,322.0
2007-01-11,12.94,0.04,323.5
2007-01-12,12.96,0.04,324.0
2007-01-16,12.8,0.04,320.0
2007-01-17,12.9,0.04,322.5
2007-01-18,12.74,0.04,318.5
2007-01-19,12.76,0.04,319.0
2007-01-22,12.8,0.04,320.0
2007-01-23,13.13,0.04,328.25
2007-01-24,12.97,0.04,324.25
2007-01-25,12.82,0.04,320.5
2007-01-26,12.76,0.04,319.0
2007-01-29,12.75,0.04,318.75
2007-01-30,12.8,0.04,320.0
2007-01-31,12.67,0.04,316.75
2007-02-01,12.68,0.04,317.0
2007-02-02,12.46,0.04,311.5
2007-02-05,12.41,0.04,310.25
2007-02-06,12.76,0.04,319.0
2007-02-07,13.41,0.04,335.25
2007-02-08,13.69,0.04,342.25
2007-02-09,13.46,0.04,336.5
2007-02-12,13.65,0.04,341.25
2007-02-13,13.95,0.04,348.75
2007-02-14,14.06,0.04,351.5
2007-02-15,14.17,0.04,354.25
2007-02-16,14.24,0.04,356.0
2007-02-20,14.55,0.04,363.75
2007-02-21,14.48,0.04,362.0
2007-02-22,14.71,0.04,367.75
2007-02-23,14.75,0.04,368.75
2007-02-26,14.35,0.04,358.75
2007-02-27,13.99,0.04,349.75
2007-02-28,14.02,0.04,350.5
2007-03-01,13.81,0.04,345.25
2007-03-02,14.58,0.04,364.5
2007-03-05,14.3,0.04,357.5
2007-03-06,14.99,0.04,374.75
2007-03-07,14.4,0.04,360.0
2007-03-08,14.34,0.04,358.5
2007-03-09,14.98,0.04,374.5
2007-03-12,14.98,0.04,374.5
2007-03-13,14.14,0.04,353.5
2007-03-14,14.5,0.06,241.66666666666669
2007-03-15,15.0,0.06,250.0
2007-03-16,14.84,0.06,247.33333333333334
2007-03-19,15.0,0.06,250.0
2007-03-20,15.04,0.06,250.66666666666666
2007-03-21,15.68,0.06,261.3333333333333
2007-03-22,16.76,0.06,279.33333333333337
2007-03-23,16.95,0.06,282.5
2007-03-26,16.7,0.06,278.3333333333333
2007-03-27,16.5,0.06,275.0
2007-03-28,16.27,0.06,271.1666666666667
2007-03-29,16.61,0.06,276.8333333333333
2007-03-30,16.74,0.06,279.0
2007-04-02,16.8,0.06,280.0
2007-04-03,16.96,0.06,282.6666666666667
2007-04-04,16.89,0.06,281.5
2007-04-05,16.95,0.06,282.5
2007-04-09,16.42,0.06,273.6666666666667
2007-04-10,16.24,0.06,270.66666666666663
2007-04-11,16.24,0.06,270.66666666666663
2007-04-12,16.23,0.06,270.5
2007-04-13,16.2,0.06,270.0
2007-04-16,17.5,0.06,291.6666666666667
2007-04-17,16.67,0.06,277.83333333333337
2007-04-18,16.97,0.06,282.8333333333333
2007-04-19,16.33,0.06,272.16666666666663
2007-04-20,17.11,0.06,285.1666666666667
2007-04-23,16.81,0.06,280.16666666666663
2007-04-24,16.87,0.06,281.1666666666667
2007-04-25,17.07,0.06,284.5
2007-04-26,17.0,0.06,283.33333333333337
2007-04-27,16.71,0.06,278.5
2007-04-30,16.38,0.06,273.0
2007-05-01,16.65,0.06,277.5
2007-05-02,16.04,0.06,267.3333333333333
2007-05-03,16.59,0.06,276.5
2007-05-04,17.48,0.06,291.33333333333337
2007-05-07,17.17,0.06,286.1666666666667
2007-05-08,17.6,0.06,293.33333333333337
2007-05-09,17.64,0.06,294.0
2007-05-10,16.26,0.07,232.28571428571428
2007-05-11,17.21,0.07,245.85714285714283
2007-05-14,16.27,0.07,232.4285714285714
2007-05-15,16.0,0.07,228.57142857142856
2007-05-16,16.17,0.07,231.0
2007-05-17,16.01,0.07,228.71428571428572
2007-05-18,16.21,0.07,231.57142857142856
2007-05-21,16.49,0.07,235.57142857142853
2007-05-22,16.68,0.07,238.28571428571425
2007-05-23,16.19,0.07,231.28571428571428
