date,JBHT,JBHT_EPS,PE Ratio
2006-03-03,23.82,0.25,95.28
2006-03-06,23.1,0.25,92.4
2006-03-07,22.97,0.25,91.88
2006-03-08,22.88,0.25,91.52
2006-03-09,23.39,0.25,93.56
2006-03-10,23.87,0.41,58.21951219512196
2006-03-13,23.64,0.41,57.65853658536586
2006-03-14,23.45,0.41,57.19512195121951
2006-03-15,23.55,0.41,57.43902439024391
2006-03-16,22.85,0.41,55.73170731707318
2006-03-17,22.62,0.41,55.17073170731708
2006-03-20,22.99,0.41,56.073170731707314
2006-03-21,23.2,0.41,56.58536585365854
2006-03-22,23.03,0.41,56.17073170731708
2006-03-23,22.04,0.41,53.75609756097561
2006-03-24,22.1,0.41,53.90243902439025
2006-03-27,22.1,0.41,53.90243902439025
2006-03-28,22.24,0.41,54.24390243902439
2006-03-29,22.0,0.41,53.65853658536586
2006-03-30,21.7,0.41,52.926829268292686
2006-03-31,21.54,0.41,52.53658536585366
2006-04-03,22.0,0.41,53.65853658536586
2006-04-04,22.21,0.41,54.17073170731708
2006-04-05,22.69,0.41,55.341463414634156
2006-04-06,22.85,0.41,55.73170731707318
2006-04-07,22.66,0.41,55.268292682926834
2006-04-10,22.45,0.41,54.75609756097561
2006-04-11,21.71,0.41,52.951219512195124
2006-04-12,21.66,0.41,52.82926829268293
2006-04-13,21.5,0.41,52.43902439024391
2006-04-17,22.88,0.41,55.80487804878049
2006-04-18,23.04,0.41,56.19512195121951
2006-04-19,22.9,0.41,55.853658536585364
2006-04-20,23.71,0.41,57.82926829268293
2006-04-21,23.39,0.41,57.04878048780488
2006-04-24,23.98,0.41,58.487804878048784
2006-04-25,24.3,0.41,59.268292682926834
2006-04-26,23.97,0.41,58.46341463414634
2006-04-27,23.83,0.41,58.1219512195122
2006-04-28,23.83,0.31,76.87096774193547
2006-05-01,24.07,0.31,77.64516129032258
2006-05-02,24.14,0.31,77.87096774193549
2006-05-03,24.52,0.31,79.09677419354838
2006-05-04,25.42,0.31,82.0
2006-05-05,25.72,0.31,82.96774193548387
2006-05-08,25.72,0.31,82.96774193548387
2006-05-09,25.84,0.31,83.35483870967742
2006-05-10,25.39,0.31,81.90322580645162
2006-05-11,25.21,0.31,81.3225806451613
2006-05-12,25.0,0.31,80.64516129032258
2006-05-15,25.31,0.31,81.64516129032258
2006-05-16,24.65,0.31,79.51612903225806
2006-05-17,23.98,0.31,77.35483870967742
2006-05-18,24.48,0.31,78.96774193548387
2006-05-19,24.39,0.31,78.67741935483872
2006-05-22,24.42,0.31,78.7741935483871
2006-05-23,23.93,0.31,77.19354838709677
2006-05-24,24.03,0.31,77.51612903225806
2006-05-25,24.45,0.31,78.87096774193549
2006-05-26,24.62,0.31,79.41935483870968
2006-05-30,23.73,0.31,76.54838709677419
2006-05-31,24.47,0.31,78.93548387096774
2006-06-01,25.03,0.31,80.74193548387098
2006-06-02,24.93,0.31,80.41935483870968
2006-06-05,23.99,0.31,77.38709677419354
2006-06-06,24.2,0.31,78.06451612903226
2006-06-07,24.06,0.31,77.61290322580645
2006-06-08,24.35,0.31,78.54838709677419
2006-06-09,24.46,0.31,78.90322580645162
2006-06-12,23.84,0.31,76.90322580645162
2006-06-13,23.49,0.31,75.77419354838709
2006-06-14,23.32,0.31,75.22580645161291
2006-06-15,23.97,0.31,77.32258064516128
2006-06-16,24.03,0.31,77.51612903225806
2006-06-19,23.6,0.31,76.12903225806453
2006-06-20,23.82,0.31,76.83870967741936
2006-06-21,24.48,0.31,78.96774193548387
2006-06-22,24.47,0.31,78.93548387096774
2006-06-23,25.31,0.31,81.64516129032258
2006-06-26,24.92,0.31,80.38709677419355
2006-06-27,24.44,0.31,78.83870967741936
2006-06-28,24.12,0.31,77.80645161290323
2006-06-29,24.92,0.31,80.38709677419355
2006-06-30,24.91,0.31,80.35483870967742
2006-07-03,25.53,0.31,82.35483870967742
2006-07-05,25.52,0.31,82.3225806451613
2006-07-06,25.09,0.31,80.93548387096774
2006-07-07,25.03,0.31,80.74193548387098
2006-07-10,24.95,0.31,80.48387096774194
2006-07-11,25.28,0.31,81.54838709677419
2006-07-12,25.29,0.31,81.58064516129032
2006-07-13,23.84,0.31,76.90322580645162
2006-07-14,23.99,0.31,77.38709677419354
2006-07-17,23.05,0.31,74.35483870967742
2006-07-18,22.81,0.31,73.58064516129032
2006-07-19,22.22,0.31,71.6774193548387
2006-07-20,20.96,0.31,67.61290322580645
2006-07-21,21.42,0.31,69.0967741935484
2006-07-24,21.81,0.31,70.35483870967741
2006-07-25,21.68,0.31,69.93548387096774
2006-07-26,20.82,0.31,67.16129032258064
2006-07-27,20.51,0.31,66.16129032258065
2006-07-28,20.82,0.31,67.16129032258064
2006-07-31,20.57,0.36,57.13888888888889
2006-08-01,20.37,0.36,56.583333333333336
2006-08-02,20.79,0.36,57.75
2006-08-03,21.16,0.36,58.77777777777778
2006-08-04,21.09,0.36,58.583333333333336
2006-08-07,20.65,0.36,57.36111111111111
2006-08-08,20.26,0.36,56.277777777777786
2006-08-09,19.55,0.36,54.30555555555556
2006-08-10,19.59,0.36,54.41666666666667
2006-08-11,19.16,0.36,53.22222222222222
2006-08-14,19.41,0.36,53.91666666666667
2006-08-15,20.38,0.36,56.61111111111111
2006-08-16,20.96,0.36,58.22222222222223
2006-08-17,20.93,0.36,58.13888888888889
2006-08-18,20.57,0.36,57.13888888888889
2006-08-21,20.01,0.36,55.58333333333334
2006-08-22,19.93,0.36,55.361111111111114
2006-08-23,19.57,0.36,54.361111111111114
2006-08-24,19.31,0.36,53.638888888888886
2006-08-25,19.41,0.36,53.91666666666667
2006-08-28,19.82,0.36,55.05555555555556
2006-08-29,19.91,0.36,55.30555555555556
2006-08-30,19.65,0.36,54.58333333333333
2006-08-31,19.65,0.36,54.58333333333333
2006-09-01,19.68,0.36,54.66666666666667
2006-09-05,19.31,0.36,53.638888888888886
2006-09-06,19.07,0.36,52.97222222222222
2006-09-07,19.31,0.36,53.638888888888886
2006-09-08,19.11,0.36,53.083333333333336
2006-09-11,19.29,0.36,53.583333333333336
2006-09-12,20.26,0.36,56.277777777777786
2006-09-13,20.42,0.36,56.72222222222223
2006-09-14,20.04,0.36,55.666666666666664
2006-09-15,19.46,0.36,54.05555555555556
2006-09-18,19.58,0.36,54.388888888888886
2006-09-19,19.7,0.36,54.72222222222222
2006-09-20,19.88,0.36,55.22222222222222
2006-09-21,19.75,0.36,54.861111111111114
2006-09-22,19.6,0.36,54.44444444444445
2006-09-25,19.51,0.36,54.19444444444445
2006-09-26,20.05,0.36,55.69444444444445
2006-09-27,20.27,0.36,56.30555555555556
2006-09-28,20.39,0.36,56.63888888888889
2006-09-29,20.77,0.36,57.69444444444444
2006-10-02,20.32,0.36,56.44444444444445
2006-10-03,21.14,0.36,58.72222222222223
2006-10-04,21.58,0.36,59.94444444444444
2006-10-05,21.6,0.36,60.00000000000001
2006-10-06,21.63,0.36,60.083333333333336
2006-10-09,21.93,0.36,60.91666666666667
2006-10-10,22.21,0.36,61.69444444444445
2006-10-11,22.24,0.36,61.77777777777778
2006-10-12,22.65,0.36,62.916666666666664
2006-10-13,22.11,0.36,61.416666666666664
2006-10-16,22.59,0.36,62.75
2006-10-17,21.8,0.36,60.55555555555556
2006-10-18,21.4,0.36,59.44444444444444
2006-10-19,21.7,0.36,60.27777777777778
2006-10-20,21.49,0.36,59.69444444444444
2006-10-23,21.52,0.36,59.77777777777778
2006-10-24,21.83,0.36,60.638888888888886
2006-10-25,21.81,0.36,60.58333333333333
2006-10-26,21.64,0.36,60.111111111111114
2006-10-27,21.4,0.36,59.44444444444444
2006-10-30,21.9,0.36,60.83333333333333
2006-10-31,21.64,0.39,55.48717948717949
2006-11-01,21.39,0.39,54.84615384615385
2006-11-02,21.07,0.39,54.02564102564102
2006-11-03,21.0,0.39,53.84615384615385
2006-11-06,21.74,0.39,55.74358974358974
2006-11-07,21.63,0.39,55.46153846153846
2006-11-08,21.83,0.39,55.97435897435897
2006-11-09,21.56,0.39,55.28205128205128
2006-11-10,22.34,0.39,57.28205128205128
2006-11-13,22.34,0.39,57.28205128205128
2006-11-14,22.45,0.39,57.56410256410256
2006-11-15,22.34,0.39,57.28205128205128
2006-11-16,22.5,0.39,57.69230769230769
2006-11-17,22.19,0.39,56.8974358974359
2006-11-20,21.84,0.39,56.0
2006-11-21,21.63,0.39,55.46153846153846
2006-11-22,21.69,0.39,55.61538461538462
2006-11-24,21.69,0.39,55.61538461538462
2006-11-27,21.83,0.39,55.97435897435897
2006-11-28,21.73,0.39,55.717948717948715
2006-11-29,21.74,0.39,55.74358974358974
2006-11-30,21.87,0.39,56.07692307692308
2006-12-01,21.5,0.39,55.128205128205124
2006-12-04,21.24,0.39,54.46153846153845
2006-12-05,21.46,0.39,55.02564102564103
2006-12-06,21.44,0.39,54.97435897435898
2006-12-07,22.06,0.39,56.56410256410256
2006-12-08,22.15,0.39,56.79487179487179
2006-12-11,21.95,0.39,56.28205128205128
2006-12-12,21.55,0.39,55.256410256410255
2006-12-13,21.01,0.39,53.871794871794876
2006-12-14,21.3,0.39,54.61538461538461
2006-12-15,21.49,0.39,55.102564102564095
2006-12-18,21.28,0.39,54.56410256410256
2006-12-19,21.19,0.39,54.333333333333336
2006-12-20,21.18,0.39,54.30769230769231
2006-12-21,20.96,0.39,53.743589743589745
2006-12-22,20.76,0.39,53.23076923076923
2006-12-26,21.0,0.39,53.84615384615385
2006-12-27,21.18,0.39,54.30769230769231
2006-12-28,20.96,0.39,53.743589743589745
2006-12-29,20.77,0.39,53.256410256410255
2007-01-03,22.42,0.39,57.48717948717949
2007-01-04,23.15,0.39,59.35897435897435
2007-01-05,22.67,0.39,58.12820512820513
2007-01-08,22.78,0.39,58.41025641025641
2007-01-09,23.43,0.39,60.07692307692307
2007-01-10,23.2,0.39,59.48717948717948
2007-01-11,22.96,0.39,58.87179487179487
2007-01-12,23.61,0.39,60.53846153846153
2007-01-16,23.84,0.39,61.128205128205124
2007-01-17,23.88,0.39,61.230769230769226
2007-01-18,23.88,0.39,61.230769230769226
2007-01-19,24.01,0.39,61.56410256410257
2007-01-22,24.35,0.39,62.43589743589744
2007-01-23,24.05,0.39,61.666666666666664
2007-01-24,24.16,0.39,61.94871794871795
2007-01-25,23.57,0.39,60.43589743589744
2007-01-26,23.35,0.39,59.871794871794876
2007-01-29,23.89,0.39,61.256410256410255
2007-01-30,24.55,0.39,62.94871794871795
2007-01-31,25.13,0.39,64.43589743589743
2007-02-01,25.3,0.39,64.87179487179488
2007-02-02,25.04,0.39,64.2051282051282
2007-02-05,24.72,0.39,63.38461538461538
2007-02-06,25.08,0.39,64.3076923076923
2007-02-07,25.39,0.39,65.1025641025641
2007-02-08,25.53,0.39,65.46153846153847
2007-02-09,25.37,0.39,65.05128205128206
2007-02-12,25.8,0.39,66.15384615384616
2007-02-13,26.65,0.39,68.33333333333333
2007-02-14,26.55,0.39,68.07692307692308
2007-02-15,26.9,0.39,68.97435897435896
2007-02-16,26.72,0.39,68.51282051282051
2007-02-20,27.31,0.39,70.02564102564102
2007-02-21,27.56,0.39,70.66666666666666
2007-02-22,27.86,0.39,71.43589743589743
2007-02-23,28.07,0.39,71.97435897435898
2007-02-26,27.12,0.39,69.53846153846153
2007-02-27,26.25,0.39,67.3076923076923
2007-02-28,26.56,0.39,68.1025641025641
2007-03-01,26.39,0.39,67.66666666666667
2007-03-02,25.81,0.39,66.17948717948717
2007-03-05,25.31,0.39,64.8974358974359
2007-03-06,25.45,0.39,65.25641025641025
2007-03-07,26.06,0.39,66.82051282051282
2007-03-08,25.88,0.39,66.35897435897435
2007-03-09,26.44,0.39,67.7948717948718
2007-03-12,26.6,0.39,68.2051282051282
2007-03-13,25.68,0.39,65.84615384615384
2007-03-14,25.28,0.39,64.82051282051282
2007-03-15,25.73,0.39,65.97435897435898
2007-03-16,25.49,0.39,65.35897435897435
2007-03-19,25.79,0.39,66.12820512820512
2007-03-20,26.34,0.39,67.53846153846153
2007-03-21,26.49,0.39,67.92307692307692
2007-03-22,27.38,0.39,70.2051282051282
2007-03-23,27.51,0.39,70.53846153846153
2007-03-26,27.43,0.39,70.33333333333333
2007-03-27,26.71,0.39,68.48717948717949
2007-03-28,26.43,0.39,67.76923076923076
2007-03-29,26.28,0.39,67.38461538461539
2007-03-30,26.24,0.39,67.28205128205127
2007-04-02,27.6,0.39,70.76923076923077
2007-04-03,27.65,0.39,70.8974358974359
2007-04-04,27.77,0.39,71.2051282051282
2007-04-05,27.93,0.39,71.61538461538461
2007-04-09,28.26,0.39,72.46153846153847
2007-04-10,28.12,0.39,72.1025641025641
2007-04-11,27.94,0.39,71.64102564102564
2007-04-12,28.49,0.39,73.05128205128204
2007-04-13,27.84,0.39,71.38461538461539
2007-04-16,28.79,0.39,73.82051282051282
2007-04-17,28.68,0.39,73.53846153846153
2007-04-18,28.39,0.39,72.7948717948718
2007-04-19,27.99,0.39,71.76923076923076
2007-04-20,28.2,0.39,72.3076923076923
2007-04-23,28.27,0.39,72.48717948717949
2007-04-24,28.03,0.39,71.87179487179488
2007-04-25,28.45,0.39,72.94871794871794
2007-04-26,28.09,0.39,72.02564102564102
2007-04-27,27.67,0.39,70.94871794871796
2007-04-30,27.06,0.3,90.2
2007-05-01,27.07,0.3,90.23333333333333
2007-05-02,27.23,0.3,90.76666666666667
2007-05-03,28.73,0.3,95.76666666666667
2007-05-04,28.23,0.3,94.10000000000001
2007-05-07,28.35,0.3,94.50000000000001
2007-05-08,28.97,0.3,96.56666666666666
2007-05-09,29.03,0.3,96.76666666666668
2007-05-10,28.43,0.3,94.76666666666667
2007-05-11,28.71,0.3,95.7
2007-05-14,28.32,0.3,94.4
2007-05-15,28.5,0.3,95.0
2007-05-16,29.04,0.3,96.8
2007-05-17,28.91,0.3,96.36666666666667
2007-05-18,29.03,0.3,96.76666666666668
2007-05-21,29.15,0.3,97.16666666666667
2007-05-22,29.21,0.3,97.36666666666667
2007-05-23,28.97,0.3,96.56666666666666
2007-05-24,28.37,0.3,94.56666666666668
2007-05-25,28.69,0.3,95.63333333333334
2007-05-29,28.84,0.3,96.13333333333334
2007-05-30,29.17,0.3,97.23333333333335
2007-05-31,29.14,0.3,97.13333333333334
2007-06-01,29.32,0.3,97.73333333333333
2007-06-04,29.13,0.3,97.1
2007-06-05,29.48,0.3,98.26666666666667
2007-06-06,29.0,0.3,96.66666666666667
2007-06-07,28.45,0.3,94.83333333333333
2007-06-08,28.72,0.3,95.73333333333333
2007-06-11,28.67,0.3,95.56666666666668
2007-06-12,27.97,0.3,93.23333333333333
2007-06-13,28.5,0.3,95.0
2007-06-14,29.38,0.3,97.93333333333334
2007-06-15,29.54,0.3,98.46666666666667
2007-06-18,29.17,0.3,97.23333333333335
2007-06-19,28.86,0.3,96.2
2007-06-20,28.3,0.3,94.33333333333334
2007-06-21,28.49,0.3,94.96666666666667
2007-06-22,28.07,0.3,93.56666666666668
2007-06-25,28.41,0.3,94.7
2007-06-26,28.12,0.3,93.73333333333333
2007-06-27,29.38,0.3,97.93333333333334
2007-06-28,29.73,0.3,99.10000000000001
2007-06-29,29.32,0.3,97.73333333333333
2007-07-02,30.36,0.3,101.2
2007-07-03,30.76,0.3,102.53333333333335
2007-07-05,30.5,0.3,101.66666666666667
2007-07-06,30.7,0.3,102.33333333333333
2007-07-09,30.67,0.3,102.23333333333335
2007-07-10,30.12,0.3,100.4
2007-07-11,30.87,0.3,102.9
2007-07-12,31.55,0.3,105.16666666666667
2007-07-13,31.65,0.3,105.5
2007-07-16,30.98,0.3,103.26666666666667
2007-07-17,30.4,0.3,101.33333333333333
2007-07-18,29.74,0.3,99.13333333333333
2007-07-19,29.86,0.3,99.53333333333333
2007-07-20,29.74,0.3,99.13333333333333
2007-07-23,28.87,0.3,96.23333333333333
2007-07-24,28.32,0.3,94.4
2007-07-25,28.26,0.3,94.2
2007-07-26,27.68,0.3,92.26666666666667
2007-07-27,27.7,0.3,92.33333333333333
2007-07-30,28.06,0.3,93.53333333333333
2007-07-31,27.93,0.45,62.06666666666666
2007-08-01,28.05,0.45,62.333333333333336
2007-08-02,27.9,0.45,61.99999999999999
2007-08-03,26.55,0.45,59.0
2007-08-06,26.88,0.45,59.73333333333333
2007-08-07,27.93,0.45,62.06666666666666
2007-08-08,28.99,0.45,64.42222222222222
2007-08-09,27.75,0.45,61.666666666666664
2007-08-10,27.43,0.45,60.955555555555556
2007-08-13,28.22,0.45,62.71111111111111
2007-08-14,27.39,0.45,60.86666666666667
2007-08-15,26.96,0.45,59.91111111111111
2007-08-16,27.13,0.45,60.288888888888884
2007-08-17,28.31,0.45,62.911111111111104
2007-08-20,28.71,0.45,63.8
2007-08-21,28.61,0.45,63.577777777777776
2007-08-22,29.17,0.45,64.82222222222222
2007-08-23,28.86,0.45,64.13333333333333
2007-08-24,29.03,0.45,64.5111111111111
2007-08-27,28.94,0.45,64.31111111111112
2007-08-28,27.99,0.45,62.199999999999996
2007-08-29,28.42,0.45,63.15555555555556
2007-08-30,28.23,0.45,62.733333333333334
2007-08-31,28.77,0.45,63.93333333333333
2007-09-04,28.77,0.45,63.93333333333333
2007-09-05,27.99,0.45,62.199999999999996
2007-09-06,27.92,0.45,62.044444444444444
2007-09-07,26.98,0.45,59.955555555555556
2007-09-10,26.64,0.45,59.2
2007-09-11,27.39,0.45,60.86666666666667
2007-09-12,27.07,0.45,60.15555555555555
2007-09-13,27.11,0.45,60.24444444444444
2007-09-14,27.68,0.45,61.511111111111106
2007-09-17,27.15,0.45,60.33333333333333
2007-09-18,28.71,0.45,63.8
2007-09-19,28.09,0.45,62.42222222222222
2007-09-20,26.85,0.45,59.66666666666667
2007-09-21,26.35,0.45,58.55555555555556
2007-09-24,25.78,0.45,57.28888888888889
2007-09-25,26.19,0.45,58.2
2007-09-26,25.99,0.45,57.75555555555555
2007-09-27,26.1,0.45,58.0
2007-09-28,26.3,0.45,58.44444444444444
2007-10-01,26.62,0.45,59.15555555555556
2007-10-02,26.94,0.45,59.86666666666667
2007-10-03,26.31,0.45,58.46666666666666
2007-10-04,25.74,0.45,57.199999999999996
2007-10-05,27.07,0.45,60.15555555555555
2007-10-08,26.27,0.45,58.37777777777777
2007-10-09,26.75,0.45,59.44444444444444
2007-10-10,26.93,0.45,59.84444444444444
2007-10-11,27.09,0.45,60.199999999999996
2007-10-12,27.96,0.45,62.13333333333333
2007-10-15,27.32,0.45,60.71111111111111
2007-10-16,26.9,0.45,59.77777777777777
2007-10-17,26.99,0.45,59.977777777777774
2007-10-18,26.76,0.45,59.46666666666667
2007-10-19,27.11,0.45,60.24444444444444
2007-10-22,27.45,0.45,61.0
2007-10-23,28.57,0.45,63.48888888888889
2007-10-24,27.93,0.45,62.06666666666666
2007-10-25,27.93,0.45,62.06666666666666
2007-10-26,27.89,0.45,61.977777777777774
2007-10-29,27.67,0.45,61.488888888888894
2007-10-30,27.11,0.45,60.24444444444444
2007-10-31,27.72,0.38,72.94736842105263
2007-11-01,26.96,0.38,70.94736842105263
2007-11-02,26.98,0.38,71.0
2007-11-05,26.96,0.38,70.94736842105263
2007-11-06,27.06,0.38,71.21052631578947
2007-11-07,26.05,0.38,68.55263157894737
2007-11-08,26.29,0.38,69.18421052631578
2007-11-09,26.1,0.38,68.6842105263158
2007-11-12,25.88,0.38,68.10526315789474
2007-11-13,26.85,0.38,70.65789473684211
2007-11-14,26.68,0.38,70.21052631578947
2007-11-15,26.47,0.38,69.6578947368421
2007-11-16,25.78,0.38,67.84210526315789
2007-11-19,25.34,0.38,66.6842105263158
2007-11-20,25.0,0.38,65.78947368421052
2007-11-21,24.35,0.38,64.07894736842105
2007-11-23,24.31,0.38,63.973684210526315
2007-11-26,24.13,0.38,63.5
2007-11-27,24.52,0.38,64.52631578947368
2007-11-28,26.03,0.38,68.5
2007-11-29,25.55,0.38,67.23684210526316
2007-11-30,26.29,0.38,69.18421052631578
2007-12-03,25.87,0.38,68.07894736842105
2007-12-04,26.01,0.38,68.44736842105263
2007-12-05,26.66,0.38,70.15789473684211
2007-12-06,27.5,0.38,72.36842105263158
2007-12-07,28.1,0.38,73.94736842105263
2007-12-10,28.7,0.38,75.52631578947368
2007-12-11,27.93,0.38,73.5
2007-12-12,27.83,0.38,73.23684210526315
2007-12-13,28.63,0.38,75.34210526315789
2007-12-14,27.26,0.38,71.73684210526316
2007-12-17,27.48,0.38,72.3157894736842
2007-12-18,27.4,0.38,72.10526315789473
2007-12-19,27.06,0.38,71.21052631578947
2007-12-20,27.73,0.38,72.97368421052632
2007-12-21,27.59,0.38,72.60526315789474
2007-12-24,28.13,0.38,74.02631578947368
2007-12-26,28.16,0.38,74.10526315789474
2007-12-27,27.71,0.38,72.92105263157895
2007-12-28,28.11,0.38,73.97368421052632
2007-12-31,27.55,0.38,72.5
2008-01-02,26.03,0.38,68.5
2008-01-03,25.05,0.38,65.92105263157895
2008-01-04,24.25,0.38,63.81578947368421
2008-01-07,25.22,0.38,66.36842105263158
2008-01-08,23.8,0.38,62.631578947368425
2008-01-09,23.72,0.38,62.421052631578945
2008-01-10,25.13,0.38,66.13157894736841
2008-01-11,24.56,0.38,64.63157894736841
2008-01-14,25.52,0.38,67.15789473684211
2008-01-15,24.98,0.38,65.73684210526316
2008-01-16,25.63,0.38,67.44736842105263
2008-01-17,25.0,0.38,65.78947368421052
2008-01-18,25.59,0.38,67.34210526315789
2008-01-22,25.71,0.38,67.65789473684211
2008-01-23,27.94,0.38,73.52631578947368
2008-01-24,27.78,0.38,73.10526315789474
2008-01-25,27.75,0.38,73.02631578947368
2008-01-28,27.9,0.38,73.42105263157895
2008-01-29,28.46,0.38,74.89473684210526
2008-01-30,29.5,0.38,77.63157894736842
2008-01-31,31.1,0.38,81.8421052631579
2008-02-01,30.9,0.38,81.3157894736842
2008-02-04,30.21,0.38,79.5
2008-02-05,30.17,0.38,79.39473684210526
2008-02-06,29.77,0.38,78.34210526315789
2008-02-07,30.18,0.38,79.42105263157895
2008-02-08,29.88,0.38,78.63157894736841
2008-02-11,30.19,0.38,79.44736842105263
2008-02-12,30.34,0.38,79.84210526315789
2008-02-13,29.69,0.38,78.13157894736842
2008-02-14,29.84,0.38,78.52631578947368
2008-02-15,29.47,0.38,77.55263157894737
2008-02-19,29.47,0.38,77.55263157894737
2008-02-20,29.03,0.38,76.39473684210526
2008-02-21,28.55,0.38,75.13157894736842
2008-02-22,28.59,0.38,75.23684210526315
2008-02-25,28.99,0.38,76.28947368421052
2008-02-26,29.35,0.38,77.23684210526316
2008-02-27,28.67,0.38,75.44736842105263
2008-02-28,27.96,0.38,73.57894736842105
2008-02-29,27.37,0.42,65.16666666666667
2008-03-03,28.18,0.42,67.0952380952381
2008-03-04,28.28,0.42,67.33333333333334
2008-03-05,29.01,0.42,69.07142857142858
2008-03-06,28.23,0.42,67.21428571428572
2008-03-07,28.6,0.42,68.0952380952381
2008-03-10,26.96,0.42,64.19047619047619
2008-03-11,29.45,0.42,70.11904761904762
2008-03-12,28.62,0.42,68.14285714285715
2008-03-13,29.25,0.42,69.64285714285714
2008-03-14,29.59,0.42,70.45238095238095
2008-03-17,29.1,0.42,69.28571428571429
2008-03-18,30.76,0.42,73.23809523809524
2008-03-19,28.88,0.42,68.76190476190476
2008-03-20,30.7,0.42,73.0952380952381
2008-03-24,32.52,0.42,77.42857142857144
2008-03-25,32.63,0.42,77.6904761904762
2008-03-26,31.9,0.42,75.95238095238095
2008-03-27,31.25,0.42,74.40476190476191
2008-03-28,31.05,0.42,73.92857142857143
2008-03-31,31.43,0.42,74.83333333333333
2008-04-01,33.1,0.42,78.80952380952381
2008-04-02,32.54,0.42,77.47619047619048
2008-04-03,32.61,0.42,77.64285714285714
2008-04-04,32.28,0.42,76.85714285714286
2008-04-07,31.99,0.42,76.16666666666667
2008-04-08,31.77,0.42,75.64285714285714
2008-04-09,29.85,0.42,71.07142857142858
2008-04-10,30.06,0.42,71.57142857142857
2008-04-11,29.46,0.42,70.14285714285715
2008-04-14,29.15,0.42,69.4047619047619
2008-04-15,30.64,0.42,72.95238095238096
2008-04-16,32.4,0.42,77.14285714285714
2008-04-17,30.94,0.42,73.66666666666667
2008-04-18,32.69,0.42,77.83333333333333
2008-04-21,32.53,0.42,77.45238095238096
2008-04-22,32.01,0.42,76.21428571428571
2008-04-23,31.93,0.42,76.02380952380953
2008-04-24,32.94,0.42,78.42857142857143
2008-04-25,33.39,0.42,79.5
2008-04-28,33.94,0.42,80.80952380952381
2008-04-29,34.44,0.42,82.0
2008-04-30,33.97,0.28,121.32142857142856
2008-05-01,34.99,0.28,124.96428571428571
2008-05-02,34.69,0.28,123.89285714285712
2008-05-05,34.35,0.28,122.67857142857142
2008-05-06,35.64,0.28,127.28571428571428
2008-05-07,33.92,0.28,121.14285714285714
2008-05-08,34.15,0.28,121.9642857142857
2008-05-09,33.84,0.28,120.85714285714286
2008-05-12,34.45,0.28,123.03571428571428
2008-05-13,34.59,0.28,123.53571428571429
2008-05-14,35.54,0.28,126.92857142857142
2008-05-15,36.04,0.28,128.7142857142857
2008-05-16,35.35,0.28,126.25
2008-05-19,35.52,0.28,126.85714285714286
2008-05-20,34.47,0.28,123.10714285714285
2008-05-21,32.84,0.28,117.28571428571429
2008-05-22,33.74,0.28,120.5
2008-05-23,33.22,0.28,118.64285714285712
2008-05-27,34.29,0.28,122.4642857142857
2008-05-28,35.9,0.28,128.2142857142857
2008-05-29,35.57,0.28,127.03571428571428
2008-05-30,34.84,0.28,124.42857142857143
2008-06-02,33.92,0.28,121.14285714285714
2008-06-03,33.83,0.28,120.82142857142856
2008-06-04,34.87,0.28,124.53571428571426
2008-06-05,35.89,0.28,128.17857142857142
2008-06-06,34.26,0.28,122.35714285714283
2008-06-09,34.18,0.28,122.07142857142856
2008-06-10,34.72,0.28,123.99999999999999
2008-06-11,33.4,0.28,119.28571428571426
2008-06-12,33.41,0.28,119.32142857142854
2008-06-13,33.92,0.28,121.14285714285714
2008-06-16,34.15,0.28,121.9642857142857
2008-06-17,34.0,0.28,121.42857142857142
2008-06-18,33.11,0.28,118.24999999999999
2008-06-19,34.74,0.28,124.07142857142857
2008-06-20,34.53,0.28,123.32142857142857
2008-06-23,33.65,0.28,120.17857142857142
2008-06-24,33.32,0.28,118.99999999999999
2008-06-25,34.14,0.28,121.92857142857142
2008-06-26,32.76,0.28,116.99999999999999
2008-06-27,33.0,0.28,117.85714285714285
2008-06-30,33.28,0.28,118.85714285714285
2008-07-01,33.13,0.28,118.32142857142857
2008-07-02,31.78,0.28,113.5
2008-07-03,32.27,0.28,115.25
2008-07-07,32.29,0.28,115.32142857142856
2008-07-08,33.75,0.28,120.53571428571428
2008-07-09,33.38,0.28,119.21428571428571
2008-07-10,33.16,0.28,118.4285714285714
2008-07-11,32.48,0.28,115.99999999999997
2008-07-14,32.51,0.28,116.10714285714283
2008-07-15,33.01,0.28,117.89285714285712
2008-07-16,36.12,0.28,128.99999999999997
2008-07-17,36.74,0.28,131.21428571428572
2008-07-18,36.72,0.28,131.14285714285714
2008-07-21,35.89,0.28,128.17857142857142
2008-07-22,38.07,0.28,135.9642857142857
2008-07-23,38.25,0.28,136.60714285714283
2008-07-24,36.51,0.28,130.3928571428571
2008-07-25,36.35,0.28,129.82142857142856
2008-07-28,36.08,0.28,128.85714285714283
2008-07-29,37.55,0.28,134.10714285714283
2008-07-30,37.06,0.28,132.35714285714286
2008-07-31,36.98,0.39,94.8205128205128
2008-08-01,36.35,0.39,93.2051282051282
2008-08-04,36.22,0.39,92.87179487179486
2008-08-05,38.89,0.39,99.71794871794872
2008-08-06,38.85,0.39,99.61538461538461
2008-08-07,37.97,0.39,97.35897435897435
2008-08-08,39.95,0.39,102.43589743589745
2008-08-11,39.2,0.39,100.51282051282051
