date,WRK,WRK_EPS,PE Ratio
2016-01-27,29.37,1.15,25.53913043478261
2016-01-28,28.52,1.15,24.8
2016-01-29,31.79,1.15,27.643478260869568
2016-02-01,31.54,1.15,27.42608695652174
2016-02-02,30.06,1.15,26.139130434782608
2016-02-03,30.01,1.15,26.095652173913045
2016-02-04,31.02,1.15,26.973913043478262
2016-02-05,30.09,1.15,26.16521739130435
2016-02-08,29.0,1.15,25.217391304347828
2016-02-09,29.45,0.46,64.02173913043478
2016-02-10,28.25,0.46,61.41304347826087
2016-02-11,26.98,0.46,58.65217391304348
2016-02-12,27.96,0.46,60.78260869565217
2016-02-16,28.39,0.46,61.71739130434783
2016-02-17,29.47,0.46,64.06521739130434
2016-02-18,29.49,0.46,64.1086956521739
2016-02-19,28.43,0.46,61.80434782608695
2016-02-22,29.15,0.46,63.3695652173913
2016-02-23,29.35,0.46,63.80434782608695
2016-02-24,29.11,0.46,63.28260869565217
2016-02-25,29.21,0.46,63.5
2016-02-26,30.24,0.46,65.73913043478261
2016-02-29,30.43,0.46,66.15217391304347
2016-03-01,31.89,0.46,69.32608695652173
2016-03-02,33.25,0.46,72.28260869565217
2016-03-03,33.95,0.46,73.80434782608695
2016-03-04,33.12,0.46,71.99999999999999
2016-03-07,32.65,0.46,70.9782608695652
2016-03-08,31.86,0.46,69.26086956521739
2016-03-09,32.07,0.46,69.71739130434783
2016-03-10,31.57,0.46,68.63043478260869
2016-03-11,33.3,0.46,72.39130434782608
2016-03-14,34.26,0.46,74.4782608695652
2016-03-15,33.35,0.46,72.5
2016-03-16,34.23,0.46,74.41304347826086
2016-03-17,35.49,0.46,77.15217391304348
2016-03-18,35.53,0.46,77.23913043478261
2016-03-21,36.14,0.46,78.56521739130434
2016-03-22,36.21,0.46,78.71739130434783
2016-03-23,35.32,0.46,76.78260869565217
2016-03-24,34.71,0.46,75.45652173913044
2016-03-28,34.65,0.46,75.32608695652173
2016-03-29,35.1,0.46,76.30434782608695
2016-03-30,34.46,0.46,74.91304347826087
2016-03-31,35.17,0.46,76.45652173913044
2016-04-01,35.32,0.46,76.78260869565217
2016-04-04,34.09,0.46,74.10869565217392
2016-04-05,32.86,0.46,71.43478260869564
2016-04-06,33.65,0.46,73.15217391304347
2016-04-07,33.34,0.46,72.47826086956522
2016-04-08,33.51,0.46,72.84782608695652
2016-04-11,33.54,0.46,72.91304347826086
2016-04-12,34.18,0.46,74.30434782608695
2016-04-13,35.24,0.46,76.60869565217392
2016-04-14,34.52,0.46,75.04347826086956
2016-04-15,34.8,0.46,75.65217391304347
2016-04-18,35.15,0.46,76.41304347826086
2016-04-19,35.85,0.46,77.93478260869566
2016-04-20,35.63,0.46,77.45652173913044
2016-04-21,35.51,0.46,77.19565217391303
2016-04-22,36.71,0.46,79.80434782608695
2016-04-25,35.81,0.46,77.84782608695653
2016-04-26,36.76,0.46,79.91304347826086
2016-04-27,37.51,0.46,81.54347826086956
2016-04-28,37.62,0.46,81.78260869565216
2016-04-29,37.71,0.46,81.97826086956522
2016-05-02,37.23,0.46,80.93478260869564
2016-05-03,35.98,0.46,78.21739130434781
2016-05-04,35.1,0.46,76.30434782608695
2016-05-05,36.21,0.46,78.71739130434783
2016-05-06,36.85,0.46,80.1086956521739
2016-05-09,37.45,0.46,81.41304347826087
2016-05-10,38.23,0.48,79.64583333333333
2016-05-11,38.54,0.48,80.29166666666667
2016-05-12,38.3,0.48,79.79166666666666
2016-05-13,38.35,0.48,79.89583333333334
2016-05-16,39.63,0.48,82.56250000000001
2016-05-17,37.97,0.48,79.10416666666667
2016-05-18,37.4,0.48,77.91666666666667
2016-05-19,37.0,0.48,77.08333333333334
2016-05-20,37.9,0.48,78.95833333333333
2016-05-23,38.05,0.48,79.27083333333333
2016-05-24,38.69,0.48,80.60416666666667
2016-05-25,39.4,0.48,82.08333333333333
2016-05-26,39.32,0.48,81.91666666666667
2016-05-27,39.78,0.48,82.875
2016-05-31,39.61,0.48,82.52083333333333
2016-06-01,39.59,0.48,82.47916666666667
2016-06-02,39.87,0.48,83.0625
2016-06-03,39.74,0.48,82.79166666666667
2016-06-06,40.24,0.48,83.83333333333334
2016-06-07,40.16,0.48,83.66666666666666
2016-06-08,40.47,0.48,84.3125
2016-06-09,40.3,0.48,83.95833333333333
2016-06-10,39.0,0.48,81.25
2016-06-13,37.97,0.48,79.10416666666667
2016-06-14,37.84,0.48,78.83333333333334
2016-06-15,38.37,0.48,79.9375
2016-06-16,38.94,0.48,81.125
2016-06-17,39.73,0.48,82.77083333333333
2016-06-20,40.75,0.48,84.89583333333334
2016-06-21,40.9,0.48,85.20833333333333
2016-06-22,40.46,0.48,84.29166666666667
2016-06-23,41.51,0.48,86.47916666666667
2016-06-24,38.59,0.48,80.39583333333334
2016-06-27,35.87,0.48,74.72916666666666
2016-06-28,37.27,0.48,77.64583333333334
2016-06-29,37.98,0.48,79.125
2016-06-30,38.87,0.48,80.97916666666667
2016-07-01,39.05,0.48,81.35416666666666
2016-07-05,37.04,0.48,77.16666666666667
2016-07-06,37.42,0.48,77.95833333333334
2016-07-07,37.16,0.48,77.41666666666666
2016-07-08,38.55,0.48,80.3125
2016-07-11,38.87,0.48,80.97916666666667
2016-07-12,39.74,0.48,82.79166666666667
2016-07-13,39.61,0.48,82.52083333333333
2016-07-14,40.21,0.48,83.77083333333334
2016-07-15,42.51,0.48,88.5625
2016-07-18,43.25,0.48,90.10416666666667
2016-07-19,42.92,0.48,89.41666666666667
2016-07-20,43.58,0.48,90.79166666666667
2016-07-21,43.29,0.48,90.1875
2016-07-22,43.13,0.48,89.85416666666667
2016-07-25,42.84,0.48,89.25000000000001
2016-07-26,43.63,0.48,90.89583333333334
2016-07-27,43.24,0.48,90.08333333333334
2016-07-28,42.77,0.48,89.10416666666667
2016-07-29,42.91,0.48,89.39583333333333
2016-08-01,41.92,0.48,87.33333333333334
2016-08-02,41.01,0.48,85.4375
2016-08-03,41.95,0.48,87.39583333333334
2016-08-04,43.72,0.48,91.08333333333333
2016-08-05,44.08,0.48,91.83333333333333
2016-08-08,44.01,0.48,91.6875
2016-08-09,43.83,0.48,91.3125
2016-08-10,43.86,0.48,91.375
2016-08-11,45.27,0.48,94.31250000000001
2016-08-12,44.47,0.48,92.64583333333333
2016-08-15,44.0,0.48,91.66666666666667
2016-08-16,44.86,0.48,93.45833333333333
2016-08-17,45.49,0.48,94.77083333333334
2016-08-18,45.57,0.48,94.9375
2016-08-19,45.41,0.48,94.60416666666666
2016-08-22,44.35,0.48,92.39583333333334
2016-08-23,44.68,0.48,93.08333333333334
2016-08-24,44.47,0.48,92.64583333333333
2016-08-25,47.07,0.48,98.0625
2016-08-26,48.05,0.48,100.10416666666667
2016-08-29,48.59,0.48,101.22916666666667
2016-08-30,48.54,0.48,101.125
2016-08-31,47.9,0.48,99.79166666666667
2016-09-01,48.51,0.48,101.0625
2016-09-02,48.55,0.48,101.14583333333333
2016-09-06,48.83,0.48,101.72916666666667
2016-09-07,49.08,0.48,102.25
2016-09-08,48.19,0.48,100.39583333333333
2016-09-09,46.49,0.48,96.85416666666667
2016-09-12,47.29,0.48,98.52083333333333
2016-09-13,46.56,0.48,97.00000000000001
2016-09-14,45.97,0.48,95.77083333333333
2016-09-15,46.53,0.48,96.9375
2016-09-16,47.72,0.48,99.41666666666667
2016-09-19,47.67,0.48,99.31250000000001
2016-09-20,47.24,0.48,98.41666666666667
2016-09-21,48.29,0.48,100.60416666666667
2016-09-22,48.36,0.48,100.75
2016-09-23,48.4,0.48,100.83333333333333
2016-09-26,47.69,0.48,99.35416666666667
2016-09-27,47.6,0.48,99.16666666666667
2016-09-28,47.74,0.48,99.45833333333334
2016-09-29,47.31,0.48,98.56250000000001
2016-09-30,48.48,0.48,101.0
2016-10-03,48.21,0.48,100.4375
2016-10-04,47.87,0.48,99.72916666666667
2016-10-05,46.54,0.48,96.95833333333333
2016-10-06,47.45,0.48,98.85416666666667
2016-10-07,46.5,0.48,96.875
2016-10-10,46.98,0.48,97.875
2016-10-11,45.66,0.48,95.125
2016-10-12,46.0,0.48,95.83333333333334
2016-10-13,45.05,0.48,93.85416666666666
2016-10-14,46.71,0.48,97.3125
2016-10-17,47.59,0.48,99.14583333333334
2016-10-18,47.8,0.48,99.58333333333333
2016-10-19,48.65,0.48,101.35416666666667
2016-10-20,46.91,0.48,97.72916666666666
2016-10-21,46.44,0.48,96.75
2016-10-24,47.21,0.48,98.35416666666667
2016-10-25,46.96,0.48,97.83333333333334
2016-10-26,46.95,0.48,97.81250000000001
2016-10-27,46.33,0.48,96.52083333333333
2016-10-28,46.16,0.48,96.16666666666666
2016-10-31,46.19,0.48,96.22916666666667
2016-11-01,45.31,0.48,94.39583333333334
2016-11-02,45.83,0.48,95.47916666666667
2016-11-03,45.62,0.48,95.04166666666667
2016-11-04,46.35,0.48,96.5625
2016-11-07,45.27,0.48,94.31250000000001
2016-11-08,45.69,0.48,95.1875
2016-11-09,47.69,0.48,99.35416666666667
2016-11-10,48.38,0.48,100.79166666666667
2016-11-11,47.95,0.48,99.89583333333334
2016-11-14,49.42,0.48,102.95833333333334
2016-11-15,49.65,0.48,103.4375
2016-11-16,50.04,0.48,104.25
2016-11-17,49.78,0.48,103.70833333333334
2016-11-18,50.27,0.48,104.72916666666667
2016-11-21,50.46,0.48,105.125
2016-11-22,50.73,0.48,105.6875
2016-11-23,50.86,0.48,105.95833333333334
2016-11-25,51.11,0.48,106.47916666666667
2016-11-28,50.92,0.48,106.08333333333334
2016-11-29,50.89,0.48,106.02083333333334
2016-11-30,51.2,0.48,106.66666666666667
2016-12-01,50.92,0.48,106.08333333333334
2016-12-02,51.01,0.48,106.27083333333333
2016-12-05,51.52,0.48,107.33333333333334
2016-12-06,51.77,0.48,107.85416666666667
2016-12-07,52.79,0.48,109.97916666666667
2016-12-08,52.73,0.48,109.85416666666666
2016-12-09,52.45,0.48,109.27083333333334
2016-12-12,51.07,0.48,106.39583333333334
2016-12-13,51.12,0.48,106.5
2016-12-14,51.47,0.48,107.22916666666667
2016-12-15,52.36,0.48,109.08333333333334
2016-12-16,52.72,0.48,109.83333333333333
2016-12-19,52.31,0.48,108.97916666666667
2016-12-20,52.48,0.48,109.33333333333333
2016-12-21,52.32,0.48,109.0
2016-12-22,51.53,0.48,107.35416666666667
2016-12-23,51.89,0.48,108.10416666666667
2016-12-27,52.27,0.48,108.89583333333334
2016-12-28,51.53,0.48,107.35416666666667
2016-12-29,51.61,0.48,107.52083333333334
2016-12-30,50.77,0.48,105.77083333333334
2017-01-03,51.22,0.48,106.70833333333333
2017-01-04,51.99,0.48,108.31250000000001
2017-01-05,52.23,0.48,108.8125
2017-01-06,52.49,0.48,109.35416666666667
2017-01-09,52.2,0.48,108.75000000000001
2017-01-10,52.08,0.48,108.5
2017-01-11,52.43,0.48,109.22916666666667
2017-01-12,52.21,0.48,108.77083333333334
2017-01-13,52.35,0.48,109.0625
2017-01-17,51.46,0.48,107.20833333333334
2017-01-18,51.68,0.48,107.66666666666667
2017-01-19,51.28,0.48,106.83333333333334
2017-01-20,52.21,0.48,108.77083333333334
2017-01-23,53.16,0.48,110.75
2017-01-24,54.05,0.48,112.60416666666667
2017-01-25,55.62,0.48,115.875
2017-01-26,54.42,0.48,113.37500000000001
2017-01-27,53.91,0.48,112.3125
2017-01-30,53.76,0.48,112.0
2017-01-31,53.36,0.48,111.16666666666667
2017-02-01,53.21,0.48,110.85416666666667
2017-02-02,53.66,0.48,111.79166666666666
2017-02-03,54.33,0.48,113.1875
2017-02-06,54.2,0.48,112.91666666666667
2017-02-07,53.9,0.62,86.93548387096774
2017-02-08,54.02,0.62,87.12903225806453
2017-02-09,52.31,0.62,84.37096774193549
2017-02-10,52.48,0.62,84.64516129032258
2017-02-13,52.7,0.62,85.0
2017-02-14,53.52,0.62,86.3225806451613
2017-02-15,53.86,0.62,86.87096774193549
2017-02-16,54.33,0.62,87.62903225806451
2017-02-17,52.66,0.62,84.93548387096774
2017-02-21,53.83,0.62,86.82258064516128
2017-02-22,53.19,0.62,85.79032258064515
2017-02-23,53.34,0.62,86.03225806451613
2017-02-24,53.43,0.62,86.1774193548387
2017-02-27,53.73,0.62,86.66129032258064
2017-02-28,53.72,0.62,86.64516129032258
2017-03-01,54.56,0.62,88.0
2017-03-02,54.05,0.62,87.1774193548387
2017-03-03,54.04,0.62,87.16129032258064
2017-03-06,52.16,0.62,84.12903225806451
2017-03-07,50.9,0.62,82.09677419354838
2017-03-08,51.3,0.62,82.74193548387096
2017-03-09,50.93,0.62,82.14516129032258
2017-03-10,51.24,0.62,82.64516129032259
2017-03-13,51.32,0.62,82.7741935483871
2017-03-14,50.87,0.62,82.04838709677419
2017-03-15,51.79,0.62,83.53225806451613
2017-03-16,52.45,0.62,84.5967741935484
2017-03-17,52.38,0.62,84.48387096774194
2017-03-20,53.09,0.62,85.62903225806453
2017-03-21,51.48,0.62,83.03225806451613
2017-03-22,52.46,0.62,84.61290322580645
2017-03-23,52.91,0.62,85.33870967741935
2017-03-24,52.4,0.62,84.51612903225806
2017-03-27,51.6,0.62,83.22580645161291
2017-03-28,52.86,0.62,85.25806451612902
2017-03-29,52.03,0.62,83.91935483870968
2017-03-30,52.56,0.62,84.7741935483871
2017-03-31,52.03,0.62,83.91935483870968
2017-04-03,51.23,0.62,82.62903225806451
2017-04-04,51.55,0.62,83.14516129032258
2017-04-05,51.6,0.62,83.22580645161291
2017-04-06,51.87,0.62,83.66129032258064
2017-04-07,51.08,0.62,82.38709677419355
2017-04-10,51.19,0.62,82.56451612903226
2017-04-11,50.99,0.62,82.24193548387098
2017-04-12,49.83,0.62,80.37096774193549
2017-04-13,49.34,0.62,79.58064516129033
2017-04-17,50.15,0.62,80.88709677419355
2017-04-18,50.63,0.62,81.66129032258065
2017-04-19,52.9,0.62,85.3225806451613
2017-04-20,53.08,0.62,85.61290322580645
2017-04-21,53.02,0.62,85.51612903225806
2017-04-24,54.02,0.62,87.12903225806453
2017-04-25,54.36,0.62,87.6774193548387
2017-04-26,53.65,0.62,86.53225806451613
2017-04-27,54.29,0.62,87.56451612903226
2017-04-28,53.56,0.62,86.38709677419355
2017-05-01,54.11,0.62,87.2741935483871
2017-05-02,54.19,0.62,87.40322580645162
2017-05-03,53.99,0.62,87.08064516129032
2017-05-04,54.11,0.62,87.2741935483871
2017-05-05,55.02,0.62,88.74193548387098
2017-05-08,54.61,0.62,88.08064516129032
2017-05-09,53.41,0.57,93.70175438596492
2017-05-10,54.11,0.57,94.92982456140352
2017-05-11,54.28,0.57,95.2280701754386
2017-05-12,53.68,0.57,94.17543859649123
2017-05-15,54.0,0.57,94.73684210526316
2017-05-16,53.79,0.57,94.36842105263159
2017-05-17,52.14,0.57,91.47368421052633
2017-05-18,51.59,0.57,90.50877192982458
2017-05-19,51.99,0.57,91.21052631578948
2017-05-22,52.31,0.57,91.77192982456141
2017-05-23,52.7,0.57,92.4561403508772
2017-05-24,54.31,0.57,95.28070175438597
2017-05-25,55.29,0.57,97.0
2017-05-26,55.15,0.57,96.75438596491229
2017-05-30,55.05,0.57,96.57894736842105
2017-05-31,54.42,0.57,95.47368421052633
2017-06-01,55.27,0.57,96.96491228070177
2017-06-02,55.1,0.57,96.66666666666667
2017-06-05,54.65,0.57,95.87719298245615
2017-06-06,54.12,0.57,94.94736842105263
2017-06-07,55.74,0.57,97.78947368421053
2017-06-08,55.46,0.57,97.2982456140351
2017-06-09,57.3,0.57,100.52631578947368
2017-06-12,57.27,0.57,100.47368421052633
2017-06-13,57.48,0.57,100.8421052631579
2017-06-14,56.8,0.57,99.64912280701755
2017-06-15,57.36,0.57,100.63157894736842
2017-06-16,57.49,0.57,100.85964912280703
2017-06-19,57.95,0.57,101.66666666666669
2017-06-20,57.24,0.57,100.42105263157896
2017-06-21,56.98,0.57,99.96491228070175
2017-06-22,56.85,0.57,99.73684210526316
2017-06-23,57.31,0.57,100.54385964912282
2017-06-26,57.03,0.57,100.05263157894738
2017-06-27,56.72,0.57,99.50877192982456
2017-06-28,56.69,0.57,99.45614035087719
2017-06-29,56.31,0.57,98.78947368421053
2017-06-30,56.66,0.57,99.40350877192982
2017-07-03,57.12,0.57,100.21052631578948
2017-07-05,57.12,0.57,100.21052631578948
2017-07-06,56.41,0.57,98.96491228070175
2017-07-07,57.31,0.57,100.54385964912282
2017-07-10,58.29,0.57,102.26315789473685
2017-07-11,57.87,0.57,101.52631578947368
2017-07-12,58.63,0.57,102.85964912280703
2017-07-13,59.69,0.57,104.71929824561404
2017-07-14,59.65,0.57,104.64912280701755
2017-07-17,59.73,0.57,104.78947368421053
2017-07-18,59.12,0.57,103.71929824561404
2017-07-19,59.5,0.57,104.38596491228071
2017-07-20,58.91,0.57,103.35087719298247
2017-07-21,58.7,0.57,102.98245614035089
2017-07-24,58.62,0.57,102.8421052631579
2017-07-25,58.83,0.57,103.21052631578948
2017-07-26,58.15,0.57,102.01754385964912
2017-07-27,58.72,0.57,103.01754385964912
2017-07-28,57.32,0.57,100.56140350877195
2017-07-31,57.42,0.57,100.73684210526316
2017-08-01,57.77,0.57,101.35087719298247
2017-08-02,57.65,0.57,101.14035087719299
2017-08-03,56.59,0.57,99.28070175438597
2017-08-04,57.33,0.57,100.57894736842105
2017-08-07,57.16,0.57,100.28070175438597
2017-08-08,56.56,0.57,99.2280701754386
2017-08-09,56.14,0.84,66.83333333333334
2017-08-10,55.23,0.84,65.75
2017-08-11,55.61,0.84,66.20238095238095
2017-08-14,56.54,0.84,67.30952380952381
2017-08-15,56.31,0.84,67.03571428571429
2017-08-16,57.3,0.84,68.21428571428571
2017-08-17,56.07,0.84,66.75
2017-08-18,56.29,0.84,67.01190476190476
2017-08-21,54.33,0.84,64.67857142857143
2017-08-22,54.83,0.84,65.27380952380952
2017-08-23,54.6,0.84,65.0
2017-08-24,54.68,0.84,65.0952380952381
2017-08-25,55.23,0.84,65.75
2017-08-28,55.17,0.84,65.67857142857143
2017-08-29,55.26,0.84,65.78571428571429
2017-08-30,56.14,0.84,66.83333333333334
2017-08-31,56.91,0.84,67.75
2017-09-01,57.93,0.84,68.96428571428572
2017-09-05,56.84,0.84,67.66666666666667
2017-09-06,56.79,0.84,67.60714285714286
2017-09-07,56.47,0.84,67.22619047619048
2017-09-08,56.47,0.84,67.22619047619048
2017-09-11,57.75,0.84,68.75
2017-09-12,57.97,0.84,69.01190476190476
2017-09-13,57.33,0.84,68.25
2017-09-14,57.42,0.84,68.35714285714286
2017-09-15,57.56,0.84,68.52380952380953
2017-09-18,57.74,0.84,68.73809523809524
2017-09-19,57.34,0.84,68.26190476190477
2017-09-20,58.25,0.84,69.3452380952381
2017-09-21,57.61,0.84,68.58333333333333
2017-09-22,55.67,0.84,66.27380952380953
2017-09-25,55.21,0.84,65.72619047619048
2017-09-26,55.6,0.84,66.19047619047619
2017-09-27,56.33,0.84,67.05952380952381
2017-09-28,56.78,0.84,67.5952380952381
2017-09-29,56.73,0.84,67.53571428571428
2017-10-02,58.07,0.84,69.13095238095238
2017-10-03,58.06,0.84,69.11904761904762
2017-10-04,58.19,0.84,69.27380952380952
2017-10-05,57.89,0.84,68.91666666666667
2017-10-06,58.17,0.84,69.25
2017-10-09,58.54,0.84,69.69047619047619
2017-10-10,58.97,0.84,70.20238095238095
2017-10-11,58.57,0.84,69.72619047619048
2017-10-12,58.71,0.84,69.89285714285715
2017-10-13,58.86,0.84,70.07142857142857
2017-10-16,59.13,0.84,70.39285714285715
2017-10-17,59.6,0.84,70.95238095238096
2017-10-18,59.6,0.84,70.95238095238096
2017-10-19,59.6,0.84,70.95238095238096
2017-10-20,60.53,0.84,72.05952380952381
2017-10-23,60.76,0.84,72.33333333333333
2017-10-24,61.07,0.84,72.70238095238095
2017-10-25,60.97,0.84,72.58333333333333
2017-10-26,60.47,0.84,71.98809523809524
2017-10-27,60.83,0.84,72.41666666666667
2017-10-30,60.32,0.84,71.80952380952381
2017-10-31,61.33,0.84,73.01190476190476
2017-11-01,61.33,0.84,73.01190476190476
2017-11-02,59.82,0.84,71.21428571428572
2017-11-03,59.95,0.84,71.36904761904762
2017-11-06,59.27,0.84,70.55952380952381
2017-11-07,58.95,0.84,70.17857142857143
2017-11-08,59.34,0.84,70.64285714285715
2017-11-09,59.03,0.84,70.27380952380953
2017-11-10,58.66,0.84,69.83333333333333
2017-11-13,58.84,0.84,70.04761904761905
2017-11-14,58.66,0.84,69.83333333333333
2017-11-15,58.76,0.84,69.95238095238095
2017-11-16,59.15,0.84,70.41666666666667
2017-11-17,59.5,0.84,70.83333333333334
2017-11-20,58.45,0.84,69.58333333333334
2017-11-21,58.66,0.84,69.83333333333333
2017-11-22,58.79,0.84,69.98809523809524
2017-11-24,58.86,0.84,70.07142857142857
2017-11-27,58.69,0.84,69.86904761904762
2017-11-28,59.28,0.84,70.57142857142857
2017-11-29,60.26,0.84,71.73809523809524
2017-11-30,62.41,0.84,74.29761904761905
2017-12-01,62.4,0.84,74.28571428571429
2017-12-04,63.47,0.84,75.55952380952381
