date,ABT,ABT_EPS,PE Ratio
1990-07-11,4.91,0.13,37.76923076923077
1990-07-12,4.9,0.13,37.69230769230769
1990-07-13,4.9,0.13,37.69230769230769
1990-07-16,4.98,0.13,38.30769230769231
1990-07-17,5.04,0.13,38.76923076923077
1990-07-18,4.99,0.13,38.38461538461539
1990-07-19,4.98,0.13,38.30769230769231
1990-07-20,4.99,0.13,38.38461538461539
1990-07-23,4.9,0.13,37.69230769230769
1990-07-24,4.8,0.13,36.92307692307692
1990-07-25,4.88,0.13,37.53846153846153
1990-07-26,4.83,0.13,37.15384615384615
1990-07-27,4.8,0.13,36.92307692307692
1990-07-30,4.74,0.13,36.46153846153846
1990-07-31,4.88,0.13,37.53846153846153
1990-08-01,4.83,0.13,37.15384615384615
1990-08-02,4.66,0.13,35.84615384615385
1990-08-03,4.55,0.13,35.0
1990-08-06,4.29,0.13,33.0
1990-08-07,4.46,0.13,34.30769230769231
1990-08-08,4.55,0.13,35.0
1990-08-09,4.62,0.13,35.53846153846154
1990-08-10,4.52,0.13,34.76923076923077
1990-08-13,4.64,0.13,35.692307692307686
1990-08-14,4.69,0.13,36.07692307692308
1990-08-15,4.62,0.13,35.53846153846154
1990-08-16,4.49,0.13,34.53846153846154
1990-08-17,4.5,0.13,34.61538461538461
1990-08-20,4.4,0.13,33.84615384615385
1990-08-21,4.28,0.13,32.92307692307693
1990-08-22,4.08,0.13,31.384615384615383
1990-08-23,4.01,0.13,30.846153846153843
1990-08-24,4.18,0.13,32.15384615384615
1990-08-27,4.4,0.13,33.84615384615385
1990-08-28,4.52,0.13,34.76923076923077
1990-08-29,4.57,0.13,35.15384615384615
1990-08-30,4.5,0.13,34.61538461538461
1990-08-31,4.49,0.13,34.53846153846154
1990-09-04,4.49,0.13,34.53846153846154
1990-09-05,4.55,0.13,35.0
1990-09-06,4.42,0.13,34.0
1990-09-07,4.57,0.13,35.15384615384615
1990-09-10,4.55,0.13,35.0
1990-09-11,4.55,0.13,35.0
1990-09-12,4.57,0.13,35.15384615384615
1990-09-13,4.52,0.13,34.76923076923077
1990-09-14,4.52,0.13,34.76923076923077
1990-09-17,4.53,0.13,34.84615384615385
1990-09-18,4.67,0.13,35.92307692307692
1990-09-19,4.62,0.13,35.53846153846154
1990-09-20,4.45,0.13,34.23076923076923
1990-09-21,4.35,0.13,33.46153846153846
1990-09-24,4.32,0.13,33.23076923076923
1990-09-25,4.45,0.13,34.23076923076923
1990-09-26,4.36,0.13,33.53846153846154
1990-09-27,4.26,0.13,32.76923076923077
1990-09-28,4.39,0.13,33.76923076923077
1990-10-01,4.66,0.13,35.84615384615385
1990-10-02,4.67,0.13,35.92307692307692
1990-10-03,4.63,0.13,35.61538461538461
1990-10-04,4.56,0.13,35.07692307692307
1990-10-05,4.53,0.13,34.84615384615385
1990-10-08,4.64,0.13,35.692307692307686
1990-10-09,4.52,0.13,34.76923076923077
1990-10-10,4.49,0.13,34.53846153846154
1990-10-11,4.49,0.13,34.53846153846154
1990-10-12,4.55,0.13,35.0
1990-10-15,4.62,0.13,35.53846153846154
1990-10-16,4.56,0.13,35.07692307692307
1990-10-17,4.59,0.13,35.30769230769231
1990-10-18,4.8,0.13,36.92307692307692
1990-10-19,4.85,0.13,37.30769230769231
1990-10-22,5.01,0.13,38.53846153846153
1990-10-23,4.9,0.13,37.69230769230769
1990-10-24,4.9,0.13,37.69230769230769
1990-10-25,4.9,0.13,37.69230769230769
1990-10-26,4.81,0.13,36.99999999999999
1990-10-29,4.63,0.13,35.61538461538461
1990-10-30,4.6,0.13,35.38461538461538
1990-10-31,4.6,0.13,35.38461538461538
1990-11-01,4.56,0.13,35.07692307692307
1990-11-02,4.56,0.13,35.07692307692307
1990-11-05,4.6,0.13,35.38461538461538
1990-11-06,4.56,0.13,35.07692307692307
1990-11-07,4.5,0.13,34.61538461538461
1990-11-08,4.56,0.13,35.07692307692307
1990-11-09,4.63,0.13,35.61538461538461
1990-11-12,4.74,0.13,36.46153846153846
1990-11-13,4.73,0.13,36.38461538461539
1990-11-14,4.81,0.13,36.99999999999999
1990-11-15,4.83,0.13,37.15384615384615
1990-11-16,4.74,0.13,36.46153846153846
1990-11-19,4.74,0.13,36.46153846153846
1990-11-20,4.69,0.13,36.07692307692308
1990-11-21,4.76,0.13,36.61538461538461
1990-11-23,4.76,0.13,36.61538461538461
1990-11-26,4.73,0.13,36.38461538461539
1990-11-27,4.77,0.13,36.692307692307686
1990-11-28,4.8,0.13,36.92307692307692
1990-11-29,4.74,0.13,36.46153846153846
1990-11-30,4.9,0.13,37.69230769230769
1990-12-03,4.94,0.13,38.0
1990-12-04,5.02,0.13,38.61538461538461
1990-12-05,4.99,0.13,38.38461538461539
1990-12-06,5.05,0.13,38.84615384615385
1990-12-07,5.04,0.13,38.76923076923077
1990-12-10,5.09,0.13,39.15384615384615
1990-12-11,5.04,0.13,38.76923076923077
1990-12-12,5.11,0.13,39.30769230769231
1990-12-13,5.06,0.13,38.92307692307692
1990-12-14,5.02,0.13,38.61538461538461
1990-12-17,4.98,0.13,38.30769230769231
1990-12-18,5.04,0.13,38.76923076923077
1990-12-19,5.05,0.13,38.84615384615385
1990-12-20,4.95,0.13,38.07692307692308
1990-12-21,4.9,0.13,37.69230769230769
1990-12-24,4.91,0.13,37.76923076923077
1990-12-26,4.91,0.13,37.76923076923077
1990-12-27,4.94,0.13,38.0
1990-12-28,4.97,0.13,38.230769230769226
1990-12-31,5.05,0.13,38.84615384615385
1991-01-02,4.85,0.13,37.30769230769231
1991-01-03,4.67,0.13,35.92307692307692
1991-01-04,4.57,0.13,35.15384615384615
1991-01-07,4.5,0.13,34.61538461538461
1991-01-08,4.56,0.13,35.07692307692307
1991-01-09,4.53,0.13,34.84615384615385
1991-01-10,4.56,0.13,35.07692307692307
1991-01-11,4.57,0.13,35.15384615384615
1991-01-14,4.46,0.13,34.30769230769231
1991-01-15,4.47,0.13,34.38461538461538
1991-01-16,4.57,0.13,35.15384615384615
1991-01-17,4.77,0.13,36.692307692307686
1991-01-18,4.8,0.13,36.92307692307692
1991-01-21,4.74,0.13,36.46153846153846
1991-01-22,4.7,0.13,36.15384615384615
1991-01-23,4.8,0.13,36.92307692307692
1991-01-24,4.92,0.13,37.84615384615385
1991-01-25,4.95,0.13,38.07692307692308
1991-01-28,4.98,0.13,38.30769230769231
1991-01-29,4.87,0.13,37.46153846153846
1991-01-30,4.97,0.13,38.230769230769226
1991-01-31,4.88,0.13,37.53846153846153
1991-02-01,4.83,0.13,37.15384615384615
1991-02-04,4.84,0.13,37.230769230769226
1991-02-05,4.99,0.13,38.38461538461539
1991-02-06,5.04,0.13,38.76923076923077
1991-02-07,5.05,0.13,38.84615384615385
1991-02-08,5.02,0.13,38.61538461538461
1991-02-11,5.26,0.13,40.46153846153846
1991-02-12,5.25,0.13,40.38461538461538
1991-02-13,5.2,0.13,40.0
1991-02-14,5.13,0.13,39.46153846153846
1991-02-15,5.27,0.13,40.53846153846153
1991-02-19,5.26,0.13,40.46153846153846
1991-02-20,5.19,0.13,39.92307692307693
1991-02-21,5.18,0.13,39.84615384615384
1991-02-22,5.26,0.13,40.46153846153846
1991-02-25,5.33,0.13,41.0
1991-02-26,5.15,0.13,39.61538461538462
1991-02-27,5.33,0.13,41.0
1991-02-28,5.2,0.13,40.0
1991-03-01,5.09,0.13,39.15384615384615
1991-03-04,5.09,0.13,39.15384615384615
1991-03-05,5.11,0.13,39.30769230769231
1991-03-06,5.2,0.13,40.0
1991-03-07,5.18,0.13,39.84615384615384
1991-03-08,5.32,0.13,40.92307692307693
1991-03-11,5.36,0.13,41.23076923076923
1991-03-12,5.26,0.13,40.46153846153846
1991-03-13,5.3,0.13,40.76923076923077
1991-03-14,5.47,0.13,42.07692307692307
1991-03-15,5.39,0.13,41.46153846153846
1991-03-18,5.46,0.13,42.0
1991-03-19,5.33,0.13,41.0
1991-03-20,5.3,0.13,40.76923076923077
1991-03-21,5.27,0.13,40.53846153846153
1991-03-22,5.29,0.13,40.69230769230769
1991-03-25,5.4,0.13,41.53846153846154
1991-03-26,5.54,0.13,42.61538461538461
1991-03-27,5.41,0.13,41.61538461538461
1991-03-28,5.39,0.13,41.46153846153846
1991-04-01,5.27,0.13,40.53846153846153
1991-04-02,5.6,0.13,43.07692307692307
1991-04-03,5.54,0.13,42.61538461538461
1991-04-04,5.58,0.13,42.92307692307692
1991-04-05,5.61,0.13,43.15384615384615
1991-04-08,5.61,0.13,43.15384615384615
1991-04-09,5.49,0.13,42.23076923076923
1991-04-10,5.44,0.13,41.84615384615385
1991-04-11,5.67,0.13,43.61538461538461
1991-04-12,5.67,0.13,43.61538461538461
1991-04-15,5.79,0.13,44.53846153846154
1991-04-16,5.89,0.13,45.30769230769231
1991-04-17,6.0,0.13,46.15384615384615
1991-04-18,5.92,0.13,45.53846153846153
1991-04-19,5.75,0.13,44.230769230769226
1991-04-22,5.74,0.13,44.15384615384615
1991-04-23,5.85,0.13,44.99999999999999
1991-04-24,5.77,0.13,44.38461538461538
1991-04-25,5.77,0.13,44.38461538461538
1991-04-26,5.77,0.13,44.38461538461538
1991-04-29,5.65,0.13,43.46153846153846
1991-04-30,5.68,0.13,43.692307692307686
1991-05-01,5.77,0.13,44.38461538461538
1991-05-02,5.75,0.13,44.230769230769226
1991-05-03,5.72,0.13,44.0
1991-05-06,5.74,0.13,44.15384615384615
1991-05-07,5.71,0.13,43.92307692307692
1991-05-08,5.74,0.13,44.15384615384615
1991-05-09,5.85,0.13,44.99999999999999
1991-05-10,5.71,0.13,43.92307692307692
1991-05-13,5.71,0.13,43.92307692307692
1991-05-14,5.6,0.13,43.07692307692307
1991-05-15,5.51,0.13,42.38461538461538
1991-05-16,5.63,0.13,43.30769230769231
1991-05-17,5.65,0.13,43.46153846153846
1991-05-20,5.7,0.13,43.84615384615385
1991-05-21,5.81,0.13,44.692307692307686
1991-05-22,5.88,0.13,45.230769230769226
1991-05-23,5.81,0.13,44.692307692307686
1991-05-24,5.82,0.13,44.76923076923077
1991-05-28,5.98,0.13,46.0
1991-05-29,5.95,0.13,45.76923076923077
1991-05-30,5.89,0.13,45.30769230769231
1991-05-31,5.77,0.13,44.38461538461538
1991-06-03,5.65,0.13,43.46153846153846
1991-06-04,5.67,0.13,43.61538461538461
1991-06-05,5.68,0.13,43.692307692307686
1991-06-06,5.61,0.13,43.15384615384615
1991-06-07,5.56,0.13,42.76923076923077
1991-06-10,5.51,0.13,42.38461538461538
1991-06-11,5.61,0.13,43.15384615384615
1991-06-12,5.68,0.13,43.692307692307686
1991-06-13,5.65,0.13,43.46153846153846
1991-06-14,5.77,0.13,44.38461538461538
1991-06-17,5.68,0.13,43.692307692307686
1991-06-18,5.6,0.13,43.07692307692307
1991-06-19,5.58,0.13,42.92307692307692
1991-06-20,5.79,0.13,44.53846153846154
1991-06-21,5.81,0.13,44.692307692307686
1991-06-24,5.7,0.13,43.84615384615385
1991-06-25,5.74,0.13,44.15384615384615
1991-06-26,5.82,0.13,44.76923076923077
1991-06-27,5.88,0.13,45.230769230769226
1991-06-28,5.81,0.13,44.692307692307686
1991-07-01,5.89,0.13,45.30769230769231
1991-07-02,5.98,0.13,46.0
1991-07-03,5.88,0.13,45.230769230769226
1991-07-05,5.85,0.13,44.99999999999999
1991-07-08,5.85,0.13,44.99999999999999
1991-07-09,5.79,0.13,44.53846153846154
1991-07-10,5.72,0.13,44.0
1991-07-11,5.71,0.13,43.92307692307692
1991-07-12,5.77,0.13,44.38461538461538
1991-07-15,5.79,0.13,44.53846153846154
1991-07-16,5.77,0.13,44.38461538461538
1991-07-17,5.77,0.13,44.38461538461538
1991-07-18,5.85,0.13,44.99999999999999
1991-07-19,5.78,0.13,44.46153846153846
1991-07-22,5.82,0.13,44.76923076923077
1991-07-23,5.74,0.13,44.15384615384615
1991-07-24,5.77,0.13,44.38461538461538
1991-07-25,5.81,0.13,44.692307692307686
1991-07-26,5.84,0.13,44.92307692307692
1991-07-29,5.92,0.13,45.53846153846153
1991-07-30,5.92,0.13,45.53846153846153
1991-07-31,6.05,0.13,46.53846153846153
1991-08-01,6.05,0.13,46.53846153846153
1991-08-02,6.09,0.13,46.84615384615385
1991-08-05,6.07,0.13,46.69230769230769
1991-08-06,6.19,0.13,47.61538461538462
1991-08-07,6.14,0.13,47.230769230769226
1991-08-08,6.06,0.13,46.61538461538461
1991-08-09,6.06,0.13,46.61538461538461
1991-08-12,6.07,0.13,46.69230769230769
1991-08-13,6.06,0.13,46.61538461538461
1991-08-14,6.06,0.13,46.61538461538461
1991-08-15,6.13,0.13,47.15384615384615
1991-08-16,6.03,0.13,46.38461538461539
1991-08-19,5.88,0.13,45.230769230769226
1991-08-20,5.92,0.13,45.53846153846153
1991-08-21,6.1,0.13,46.92307692307692
1991-08-22,6.14,0.13,47.230769230769226
1991-08-23,6.14,0.13,47.230769230769226
1991-08-26,6.13,0.13,47.15384615384615
1991-08-27,6.12,0.13,47.07692307692307
1991-08-28,6.16,0.13,47.38461538461539
1991-08-29,6.16,0.13,47.38461538461539
1991-08-30,6.09,0.13,46.84615384615385
1991-09-03,6.02,0.13,46.3076923076923
1991-09-04,6.02,0.13,46.3076923076923
1991-09-05,6.06,0.13,46.61538461538461
1991-09-06,6.12,0.13,47.07692307692307
1991-09-09,6.1,0.13,46.92307692307692
1991-09-10,6.05,0.13,46.53846153846153
1991-09-11,6.05,0.13,46.53846153846153
1991-09-12,6.03,0.13,46.38461538461539
1991-09-13,5.92,0.13,45.53846153846153
1991-09-16,5.98,0.13,46.0
1991-09-17,6.02,0.13,46.3076923076923
1991-09-18,5.98,0.13,46.0
1991-09-19,5.98,0.13,46.0
1991-09-20,6.06,0.13,46.61538461538461
1991-09-23,5.98,0.13,46.0
1991-09-24,6.0,0.13,46.15384615384615
1991-09-25,6.0,0.13,46.15384615384615
1991-09-26,6.03,0.13,46.38461538461539
1991-09-27,6.03,0.13,46.38461538461539
1991-09-30,6.05,0.13,46.53846153846153
1991-10-01,6.12,0.13,47.07692307692307
1991-10-02,6.13,0.13,47.15384615384615
1991-10-03,6.06,0.13,46.61538461538461
1991-10-04,5.95,0.13,45.76923076923077
1991-10-07,6.0,0.13,46.15384615384615
1991-10-08,5.99,0.13,46.07692307692308
1991-10-09,5.99,0.13,46.07692307692308
1991-10-10,6.0,0.13,46.15384615384615
1991-10-11,6.0,0.13,46.15384615384615
1991-10-14,6.12,0.13,47.07692307692307
1991-10-15,6.19,0.13,47.61538461538462
1991-10-16,6.24,0.13,48.0
1991-10-17,6.33,0.13,48.69230769230769
1991-10-18,6.27,0.13,48.230769230769226
1991-10-21,6.23,0.13,47.92307692307693
1991-10-22,6.37,0.13,49.0
1991-10-23,6.45,0.13,49.61538461538461
1991-10-24,6.38,0.13,49.07692307692307
1991-10-25,6.35,0.13,48.84615384615384
1991-10-28,6.58,0.13,50.61538461538461
1991-10-29,6.57,0.13,50.53846153846154
1991-10-30,6.57,0.13,50.53846153846154
1991-10-31,6.61,0.13,50.84615384615385
1991-11-01,6.79,0.13,52.230769230769226
1991-11-04,6.66,0.13,51.23076923076923
1991-11-05,6.65,0.13,51.15384615384615
1991-11-06,6.68,0.13,51.38461538461538
1991-11-07,6.64,0.13,51.07692307692307
1991-11-08,6.65,0.13,51.15384615384615
1991-11-11,6.78,0.13,52.15384615384615
1991-11-12,6.89,0.13,52.99999999999999
1991-11-13,6.86,0.13,52.76923076923077
1991-11-14,6.8,0.13,52.30769230769231
1991-11-15,6.42,0.13,49.38461538461538
1991-11-18,6.61,0.13,50.84615384615385
1991-11-19,6.52,0.13,50.153846153846146
1991-11-20,6.51,0.13,50.07692307692307
1991-11-21,6.61,0.13,50.84615384615385
1991-11-22,6.58,0.13,50.61538461538461
1991-11-25,6.57,0.13,50.53846153846154
1991-11-26,6.54,0.13,50.30769230769231
1991-11-27,6.48,0.13,49.84615384615385
1991-11-29,6.47,0.13,49.76923076923077
1991-12-02,6.71,0.13,51.61538461538461
1991-12-03,6.71,0.13,51.61538461538461
1991-12-04,6.71,0.13,51.61538461538461
1991-12-05,6.64,0.13,51.07692307692307
1991-12-06,6.75,0.13,51.92307692307692
1991-12-09,6.79,0.13,52.230769230769226
1991-12-10,6.69,0.13,51.46153846153846
1991-12-11,6.58,0.13,50.61538461538461
1991-12-12,6.71,0.13,51.61538461538461
1991-12-13,6.68,0.13,51.38461538461538
1991-12-16,6.8,0.13,52.30769230769231
1991-12-17,6.89,0.13,52.99999999999999
1991-12-18,6.86,0.13,52.76923076923077
1991-12-19,6.93,0.13,53.30769230769231
1991-12-20,7.07,0.13,54.38461538461539
1991-12-23,7.31,0.13,56.230769230769226
1991-12-24,7.27,0.13,55.92307692307692
1991-12-26,7.51,0.13,57.76923076923077
1991-12-27,7.63,0.13,58.692307692307686
1991-12-30,7.59,0.13,58.38461538461538
1991-12-31,7.73,0.13,59.46153846153846
1992-01-02,7.55,0.13,58.07692307692307
1992-01-03,7.58,0.13,58.30769230769231
1992-01-06,7.65,0.13,58.84615384615385
1992-01-07,7.62,0.13,58.61538461538461
1992-01-08,7.46,0.13,57.38461538461538
1992-01-09,7.35,0.13,56.53846153846153
1992-01-10,7.39,0.13,56.84615384615384
1992-01-13,7.29,0.13,56.07692307692307
1992-01-14,7.28,0.13,56.0
1992-01-15,7.15,0.13,55.0
1992-01-16,6.99,0.13,53.76923076923077
1992-01-17,7.03,0.13,54.07692307692308
1992-01-20,7.03,0.13,54.07692307692308
1992-01-21,6.96,0.13,53.53846153846153
1992-01-22,7.11,0.13,54.69230769230769
1992-01-23,7.07,0.13,54.38461538461539
1992-01-24,7.14,0.13,54.92307692307692
1992-01-27,6.99,0.13,53.76923076923077
1992-01-28,6.9,0.13,53.07692307692308
1992-01-29,6.93,0.13,53.30769230769231
1992-01-30,6.96,0.13,53.53846153846153
1992-01-31,7.17,0.13,55.15384615384615
1992-02-03,7.14,0.13,54.92307692307692
1992-02-04,7.21,0.13,55.46153846153846
1992-02-05,7.41,0.13,57.0
1992-02-06,7.36,0.13,56.61538461538461
1992-02-07,7.34,0.13,56.46153846153846
1992-02-10,7.28,0.13,56.0
1992-02-11,7.25,0.13,55.76923076923077
1992-02-12,7.28,0.13,56.0
1992-02-13,7.15,0.13,55.0
1992-02-14,7.29,0.13,56.07692307692307
1992-02-18,7.08,0.13,54.46153846153846
1992-02-19,6.96,0.13,53.53846153846153
1992-02-20,7.01,0.13,53.92307692307692
1992-02-21,6.92,0.13,53.230769230769226
1992-02-24,7.07,0.13,54.38461538461539
