date,SNA,SNA_EPS,PE Ratio
1989-12-04,20.42,0.44,46.409090909090914
1989-12-05,20.33,0.44,46.20454545454545
1989-12-06,20.33,0.44,46.20454545454545
1989-12-07,20.0,0.44,45.45454545454545
1989-12-08,20.17,0.44,45.84090909090909
1989-12-11,20.17,0.44,45.84090909090909
1989-12-12,20.42,0.44,46.409090909090914
1989-12-13,20.33,0.44,46.20454545454545
1989-12-14,20.33,0.44,46.20454545454545
1989-12-15,20.25,0.44,46.02272727272727
1989-12-18,20.08,0.44,45.63636363636363
1989-12-19,19.92,0.44,45.27272727272727
1989-12-20,20.17,0.44,45.84090909090909
1989-12-21,20.33,0.44,46.20454545454545
1989-12-22,20.5,0.44,46.59090909090909
1989-12-26,20.42,0.44,46.409090909090914
1989-12-27,20.92,0.44,47.54545454545455
1989-12-28,21.5,0.44,48.86363636363637
1989-12-29,21.67,0.44,49.25000000000001
1990-01-02,22.0,0.44,50.0
1990-01-03,21.83,0.44,49.61363636363636
1990-01-04,21.75,0.44,49.43181818181818
1990-01-05,22.0,0.44,50.0
1990-01-08,21.92,0.44,49.81818181818182
1990-01-09,21.75,0.44,49.43181818181818
1990-01-10,21.75,0.44,49.43181818181818
1990-01-11,21.75,0.44,49.43181818181818
1990-01-12,21.75,0.44,49.43181818181818
1990-01-15,21.75,0.44,49.43181818181818
1990-01-16,21.92,0.44,49.81818181818182
1990-01-17,22.17,0.44,50.38636363636364
1990-01-18,22.58,0.44,51.31818181818181
1990-01-19,21.92,0.44,49.81818181818182
1990-01-22,21.75,0.44,49.43181818181818
1990-01-23,21.58,0.44,49.04545454545454
1990-01-24,21.08,0.44,47.90909090909091
1990-01-25,21.08,0.44,47.90909090909091
1990-01-26,20.83,0.44,47.340909090909086
1990-01-29,21.0,0.44,47.72727272727273
1990-01-30,21.0,0.44,47.72727272727273
1990-01-31,21.75,0.44,49.43181818181818
1990-02-01,21.25,0.44,48.29545454545455
1990-02-02,21.08,0.44,47.90909090909091
1990-02-05,20.92,0.44,47.54545454545455
1990-02-06,20.92,0.44,47.54545454545455
1990-02-07,20.92,0.44,47.54545454545455
1990-02-08,21.08,0.44,47.90909090909091
1990-02-09,21.58,0.44,49.04545454545454
1990-02-12,21.42,0.44,48.68181818181819
1990-02-13,21.33,0.44,48.47727272727273
1990-02-14,21.42,0.44,48.68181818181819
1990-02-15,21.5,0.44,48.86363636363637
1990-02-16,21.58,0.44,49.04545454545454
1990-02-20,21.25,0.44,48.29545454545455
1990-02-21,21.08,0.44,47.90909090909091
1990-02-22,21.0,0.44,47.72727272727273
1990-02-23,21.08,0.44,47.90909090909091
1990-02-26,21.17,0.44,48.11363636363637
1990-02-27,21.58,0.44,49.04545454545454
1990-02-28,21.92,0.44,49.81818181818182
1990-03-01,21.92,0.44,49.81818181818182
1990-03-02,22.0,0.44,50.0
1990-03-05,21.5,0.44,48.86363636363637
1990-03-06,21.83,0.44,49.61363636363636
1990-03-07,22.5,0.44,51.13636363636363
1990-03-08,22.25,0.44,50.56818181818182
1990-03-09,22.17,0.44,50.38636363636364
1990-03-12,22.17,0.44,50.38636363636364
1990-03-13,21.92,0.44,49.81818181818182
1990-03-14,21.67,0.44,49.25000000000001
1990-03-15,21.75,0.44,49.43181818181818
1990-03-16,21.42,0.44,48.68181818181819
1990-03-19,21.0,0.44,47.72727272727273
1990-03-20,20.75,0.44,47.15909090909091
1990-03-21,21.0,0.44,47.72727272727273
1990-03-22,21.17,0.44,48.11363636363637
1990-03-23,21.5,0.44,48.86363636363637
1990-03-26,21.42,0.44,48.68181818181819
1990-03-27,21.5,0.44,48.86363636363637
1990-03-28,22.0,0.44,50.0
1990-03-29,22.25,0.44,50.56818181818182
1990-03-30,22.17,0.44,50.38636363636364
1990-04-02,22.25,0.44,50.56818181818182
1990-04-03,22.42,0.44,50.95454545454546
1990-04-04,22.42,0.44,50.95454545454546
1990-04-05,22.42,0.44,50.95454545454546
1990-04-06,22.67,0.44,51.52272727272727
1990-04-09,22.75,0.44,51.70454545454545
1990-04-10,22.67,0.44,51.52272727272727
1990-04-11,22.25,0.44,50.56818181818182
1990-04-12,22.33,0.44,50.74999999999999
1990-04-16,22.33,0.44,50.74999999999999
1990-04-17,22.75,0.44,51.70454545454545
1990-04-18,23.25,0.44,52.84090909090909
1990-04-19,23.08,0.44,52.45454545454545
1990-04-20,23.0,0.44,52.27272727272727
1990-04-23,22.75,0.44,51.70454545454545
1990-04-24,22.67,0.44,51.52272727272727
1990-04-25,22.58,0.44,51.31818181818181
1990-04-26,22.08,0.44,50.18181818181818
1990-04-27,21.83,0.44,49.61363636363636
1990-04-30,21.83,0.44,49.61363636363636
1990-05-01,22.42,0.44,50.95454545454546
1990-05-02,22.33,0.44,50.74999999999999
1990-05-03,22.5,0.44,51.13636363636363
1990-05-04,23.33,0.44,53.022727272727266
1990-05-07,23.08,0.44,52.45454545454545
1990-05-08,23.08,0.44,52.45454545454545
1990-05-09,22.92,0.44,52.09090909090909
1990-05-10,22.75,0.44,51.70454545454545
1990-05-11,23.42,0.44,53.227272727272734
1990-05-14,23.92,0.44,54.36363636363637
1990-05-15,23.92,0.44,54.36363636363637
1990-05-16,23.67,0.44,53.79545454545455
1990-05-17,23.83,0.44,54.15909090909091
1990-05-18,23.5,0.44,53.40909090909091
1990-05-21,23.5,0.44,53.40909090909091
1990-05-22,23.75,0.44,53.97727272727273
1990-05-23,23.75,0.44,53.97727272727273
1990-05-24,23.67,0.44,53.79545454545455
1990-05-25,23.83,0.44,54.15909090909091
1990-05-29,24.5,0.44,55.68181818181818
1990-05-30,24.58,0.44,55.86363636363636
1990-05-31,24.33,0.44,55.29545454545454
1990-06-01,24.58,0.44,55.86363636363636
1990-06-04,24.75,0.44,56.25
1990-06-05,24.67,0.44,56.06818181818182
1990-06-06,24.67,0.44,56.06818181818182
1990-06-07,24.67,0.44,56.06818181818182
1990-06-08,24.42,0.44,55.50000000000001
1990-06-11,24.75,0.44,56.25
1990-06-12,25.17,0.44,57.20454545454546
1990-06-13,24.92,0.44,56.63636363636364
1990-06-14,24.5,0.44,55.68181818181818
1990-06-15,23.58,0.44,53.590909090909086
1990-06-18,22.75,0.44,51.70454545454545
1990-06-19,23.42,0.44,53.227272727272734
1990-06-20,23.75,0.44,53.97727272727273
1990-06-21,23.58,0.44,53.590909090909086
1990-06-22,23.5,0.44,53.40909090909091
1990-06-25,23.5,0.44,53.40909090909091
1990-06-26,23.58,0.44,53.590909090909086
1990-06-27,23.58,0.44,53.590909090909086
1990-06-28,23.67,0.44,53.79545454545455
1990-06-29,23.58,0.44,53.590909090909086
1990-07-02,23.83,0.44,54.15909090909091
1990-07-03,23.33,0.44,53.022727272727266
1990-07-05,22.92,0.44,52.09090909090909
1990-07-06,22.75,0.44,51.70454545454545
1990-07-09,22.83,0.44,51.88636363636363
1990-07-10,22.67,0.44,51.52272727272727
1990-07-11,23.17,0.44,52.659090909090914
1990-07-12,23.17,0.44,52.659090909090914
1990-07-13,23.5,0.44,53.40909090909091
1990-07-16,23.92,0.44,54.36363636363637
1990-07-17,23.5,0.44,53.40909090909091
1990-07-18,23.25,0.44,52.84090909090909
1990-07-19,22.83,0.44,51.88636363636363
1990-07-20,22.67,0.44,51.52272727272727
1990-07-23,22.83,0.44,51.88636363636363
1990-07-24,23.08,0.44,52.45454545454545
1990-07-25,23.0,0.44,52.27272727272727
1990-07-26,22.83,0.44,51.88636363636363
1990-07-27,23.08,0.44,52.45454545454545
1990-07-30,23.5,0.44,53.40909090909091
1990-07-31,23.42,0.44,53.227272727272734
1990-08-01,23.25,0.44,52.84090909090909
1990-08-02,23.08,0.44,52.45454545454545
1990-08-03,23.08,0.44,52.45454545454545
1990-08-06,22.0,0.44,50.0
1990-08-07,21.25,0.44,48.29545454545455
1990-08-08,21.33,0.44,48.47727272727273
1990-08-09,21.0,0.44,47.72727272727273
1990-08-10,21.08,0.44,47.90909090909091
1990-08-13,21.67,0.44,49.25000000000001
1990-08-14,21.58,0.44,49.04545454545454
1990-08-15,21.67,0.44,49.25000000000001
1990-08-16,21.5,0.44,48.86363636363637
1990-08-17,21.25,0.44,48.29545454545455
1990-08-20,21.58,0.44,49.04545454545454
1990-08-21,21.08,0.44,47.90909090909091
1990-08-22,20.83,0.44,47.340909090909086
1990-08-23,20.08,0.44,45.63636363636363
1990-08-24,19.92,0.44,45.27272727272727
1990-08-27,20.17,0.44,45.84090909090909
1990-08-28,20.25,0.44,46.02272727272727
1990-08-29,20.42,0.44,46.409090909090914
1990-08-30,20.42,0.44,46.409090909090914
1990-08-31,20.42,0.44,46.409090909090914
1990-09-04,20.5,0.44,46.59090909090909
1990-09-05,21.08,0.44,47.90909090909091
1990-09-06,20.83,0.44,47.340909090909086
1990-09-07,21.33,0.44,48.47727272727273
1990-09-10,21.25,0.44,48.29545454545455
1990-09-11,20.83,0.44,47.340909090909086
1990-09-12,20.58,0.44,46.772727272727266
1990-09-13,20.33,0.44,46.20454545454545
1990-09-14,20.17,0.44,45.84090909090909
1990-09-17,20.17,0.44,45.84090909090909
1990-09-18,20.25,0.44,46.02272727272727
1990-09-19,19.67,0.44,44.70454545454546
1990-09-20,19.17,0.44,43.56818181818182
1990-09-21,19.67,0.44,44.70454545454546
1990-09-24,19.0,0.44,43.18181818181818
1990-09-25,19.42,0.44,44.13636363636364
1990-09-26,18.5,0.44,42.04545454545455
1990-09-27,18.58,0.44,42.22727272727273
1990-09-28,18.58,0.44,42.22727272727273
1990-10-01,18.67,0.44,42.43181818181819
1990-10-02,18.83,0.44,42.79545454545454
1990-10-03,19.0,0.44,43.18181818181818
1990-10-04,19.17,0.44,43.56818181818182
1990-10-05,18.83,0.44,42.79545454545454
1990-10-08,18.67,0.44,42.43181818181819
1990-10-09,17.67,0.44,40.159090909090914
1990-10-10,18.08,0.44,41.090909090909086
1990-10-11,18.17,0.44,41.29545454545455
1990-10-12,18.0,0.44,40.90909090909091
1990-10-15,18.08,0.44,41.090909090909086
1990-10-16,18.17,0.44,41.29545454545455
1990-10-17,18.17,0.44,41.29545454545455
1990-10-18,19.08,0.44,43.36363636363636
1990-10-19,20.08,0.44,45.63636363636363
1990-10-22,20.17,0.44,45.84090909090909
1990-10-23,20.08,0.44,45.63636363636363
1990-10-24,20.0,0.44,45.45454545454545
1990-10-25,20.0,0.44,45.45454545454545
1990-10-26,19.17,0.44,43.56818181818182
1990-10-29,19.0,0.44,43.18181818181818
1990-10-30,18.58,0.44,42.22727272727273
1990-10-31,18.42,0.44,41.86363636363637
1990-11-01,18.58,0.44,42.22727272727273
1990-11-02,18.92,0.44,43.00000000000001
1990-11-05,18.67,0.44,42.43181818181819
1990-11-06,18.83,0.44,42.79545454545454
1990-11-07,18.67,0.44,42.43181818181819
1990-11-08,19.08,0.44,43.36363636363636
1990-11-09,19.58,0.44,44.49999999999999
1990-11-12,20.33,0.44,46.20454545454545
1990-11-13,19.42,0.44,44.13636363636364
1990-11-14,19.75,0.44,44.88636363636363
1990-11-15,19.5,0.44,44.31818181818182
1990-11-16,19.5,0.44,44.31818181818182
1990-11-19,19.58,0.44,44.49999999999999
1990-11-20,19.58,0.44,44.49999999999999
1990-11-21,19.17,0.44,43.56818181818182
1990-11-23,19.08,0.44,43.36363636363636
1990-11-26,18.75,0.44,42.61363636363637
1990-11-27,19.33,0.44,43.93181818181818
1990-11-28,19.58,0.44,44.49999999999999
1990-11-29,19.08,0.44,43.36363636363636
1990-11-30,19.75,0.44,44.88636363636363
1990-12-03,21.5,0.44,48.86363636363637
1990-12-04,21.33,0.44,48.47727272727273
1990-12-05,21.42,0.44,48.68181818181819
1990-12-06,21.33,0.44,48.47727272727273
1990-12-07,21.0,0.44,47.72727272727273
1990-12-10,20.58,0.44,46.772727272727266
1990-12-11,20.58,0.44,46.772727272727266
1990-12-12,21.17,0.44,48.11363636363637
1990-12-13,21.08,0.44,47.90909090909091
1990-12-14,21.17,0.44,48.11363636363637
1990-12-17,21.0,0.44,47.72727272727273
1990-12-18,21.0,0.44,47.72727272727273
1990-12-19,21.17,0.44,48.11363636363637
1990-12-20,21.33,0.44,48.47727272727273
1990-12-21,21.58,0.44,49.04545454545454
1990-12-24,21.17,0.44,48.11363636363637
1990-12-26,20.83,0.44,47.340909090909086
1990-12-27,20.42,0.44,46.409090909090914
1990-12-28,20.33,0.44,46.20454545454545
1990-12-31,21.17,0.44,48.11363636363637
1991-01-02,21.25,0.44,48.29545454545455
1991-01-03,20.67,0.44,46.977272727272734
1991-01-04,20.5,0.44,46.59090909090909
1991-01-07,19.58,0.44,44.49999999999999
1991-01-08,19.83,0.44,45.06818181818181
1991-01-09,19.83,0.44,45.06818181818181
1991-01-10,20.67,0.44,46.977272727272734
1991-01-11,19.25,0.44,43.75
1991-01-14,19.08,0.44,43.36363636363636
1991-01-15,18.58,0.44,42.22727272727273
1991-01-16,19.0,0.44,43.18181818181818
1991-01-17,19.58,0.44,44.49999999999999
1991-01-18,19.58,0.44,44.49999999999999
1991-01-21,19.58,0.44,44.49999999999999
1991-01-22,18.83,0.44,42.79545454545454
1991-01-23,19.25,0.44,43.75
1991-01-24,19.83,0.44,45.06818181818181
1991-01-25,19.75,0.44,44.88636363636363
1991-01-28,19.33,0.44,43.93181818181818
1991-01-29,19.25,0.44,43.75
1991-01-30,19.67,0.44,44.70454545454546
1991-01-31,20.33,0.44,46.20454545454545
1991-02-01,19.92,0.44,45.27272727272727
1991-02-04,19.92,0.44,45.27272727272727
1991-02-05,20.08,0.44,45.63636363636363
1991-02-06,20.92,0.44,47.54545454545455
1991-02-07,21.17,0.44,48.11363636363637
1991-02-08,21.5,0.44,48.86363636363637
1991-02-11,21.75,0.44,49.43181818181818
1991-02-12,21.58,0.44,49.04545454545454
1991-02-13,22.17,0.44,50.38636363636364
1991-02-14,22.0,0.44,50.0
1991-02-15,22.25,0.44,50.56818181818182
1991-02-19,22.75,0.44,51.70454545454545
1991-02-20,22.5,0.44,51.13636363636363
1991-02-21,22.17,0.44,50.38636363636364
1991-02-22,21.33,0.44,48.47727272727273
1991-02-25,20.92,0.44,47.54545454545455
1991-02-26,20.25,0.44,46.02272727272727
1991-02-27,20.5,0.44,46.59090909090909
1991-02-28,20.83,0.44,47.340909090909086
1991-03-01,20.67,0.44,46.977272727272734
1991-03-04,20.17,0.44,45.84090909090909
1991-03-05,20.92,0.44,47.54545454545455
1991-03-06,20.75,0.44,47.15909090909091
1991-03-07,21.0,0.44,47.72727272727273
1991-03-08,20.83,0.44,47.340909090909086
1991-03-11,20.67,0.44,46.977272727272734
1991-03-12,20.25,0.44,46.02272727272727
1991-03-13,20.17,0.44,45.84090909090909
1991-03-14,20.25,0.44,46.02272727272727
1991-03-15,20.42,0.44,46.409090909090914
1991-03-18,20.5,0.44,46.59090909090909
1991-03-19,20.33,0.44,46.20454545454545
1991-03-20,20.5,0.44,46.59090909090909
1991-03-21,20.5,0.44,46.59090909090909
1991-03-22,20.92,0.44,47.54545454545455
1991-03-25,21.42,0.44,48.68181818181819
1991-03-26,21.25,0.44,48.29545454545455
1991-03-27,21.17,0.44,48.11363636363637
1991-03-28,21.25,0.44,48.29545454545455
1991-04-01,20.33,0.44,46.20454545454545
1991-04-02,21.33,0.44,48.47727272727273
1991-04-03,20.42,0.44,46.409090909090914
1991-04-04,20.58,0.44,46.772727272727266
1991-04-05,20.5,0.44,46.59090909090909
1991-04-08,20.33,0.44,46.20454545454545
1991-04-09,19.83,0.44,45.06818181818181
1991-04-10,19.67,0.44,44.70454545454546
1991-04-11,19.83,0.44,45.06818181818181
1991-04-12,20.0,0.44,45.45454545454545
1991-04-15,20.33,0.44,46.20454545454545
1991-04-16,20.67,0.44,46.977272727272734
1991-04-17,20.92,0.44,47.54545454545455
1991-04-18,21.17,0.44,48.11363636363637
1991-04-19,20.92,0.44,47.54545454545455
1991-04-22,20.5,0.44,46.59090909090909
1991-04-23,20.67,0.44,46.977272727272734
1991-04-24,20.25,0.44,46.02272727272727
1991-04-25,20.08,0.44,45.63636363636363
1991-04-26,20.25,0.44,46.02272727272727
1991-04-29,20.17,0.44,45.84090909090909
1991-04-30,20.67,0.44,46.977272727272734
1991-05-01,20.67,0.44,46.977272727272734
1991-05-02,20.42,0.44,46.409090909090914
1991-05-03,20.67,0.44,46.977272727272734
1991-05-06,20.33,0.44,46.20454545454545
1991-05-07,20.25,0.44,46.02272727272727
1991-05-08,20.5,0.44,46.59090909090909
1991-05-09,21.0,0.44,47.72727272727273
1991-05-10,20.83,0.44,47.340909090909086
1991-05-13,20.75,0.44,47.15909090909091
1991-05-14,20.58,0.44,46.772727272727266
1991-05-15,20.17,0.44,45.84090909090909
1991-05-16,20.25,0.44,46.02272727272727
1991-05-17,20.42,0.44,46.409090909090914
1991-05-20,20.08,0.44,45.63636363636363
1991-05-21,20.5,0.44,46.59090909090909
1991-05-22,20.0,0.44,45.45454545454545
1991-05-23,19.5,0.44,44.31818181818182
1991-05-24,19.75,0.44,44.88636363636363
1991-05-28,20.25,0.44,46.02272727272727
1991-05-29,20.0,0.44,45.45454545454545
1991-05-30,20.17,0.44,45.84090909090909
1991-05-31,20.17,0.44,45.84090909090909
1991-06-03,20.58,0.44,46.772727272727266
1991-06-04,20.92,0.44,47.54545454545455
1991-06-05,20.42,0.44,46.409090909090914
1991-06-06,20.25,0.44,46.02272727272727
1991-06-07,20.25,0.44,46.02272727272727
1991-06-10,20.5,0.44,46.59090909090909
1991-06-11,20.42,0.44,46.409090909090914
1991-06-12,20.0,0.44,45.45454545454545
1991-06-13,20.25,0.44,46.02272727272727
1991-06-14,20.67,0.44,46.977272727272734
1991-06-17,20.58,0.44,46.772727272727266
1991-06-18,21.17,0.44,48.11363636363637
1991-06-19,21.17,0.44,48.11363636363637
1991-06-20,20.83,0.44,47.340909090909086
1991-06-21,20.92,0.44,47.54545454545455
1991-06-24,20.5,0.44,46.59090909090909
1991-06-25,20.33,0.44,46.20454545454545
1991-06-26,20.33,0.44,46.20454545454545
1991-06-27,20.08,0.44,45.63636363636363
1991-06-28,19.83,0.44,45.06818181818181
1991-07-01,20.58,0.44,46.772727272727266
1991-07-02,20.83,0.44,47.340909090909086
1991-07-03,20.83,0.44,47.340909090909086
1991-07-05,21.08,0.44,47.90909090909091
1991-07-08,21.25,0.44,48.29545454545455
1991-07-09,21.58,0.44,49.04545454545454
1991-07-10,21.92,0.44,49.81818181818182
1991-07-11,22.17,0.44,50.38636363636364
1991-07-12,22.17,0.44,50.38636363636364
1991-07-15,21.75,0.44,49.43181818181818
1991-07-16,22.67,0.44,51.52272727272727
1991-07-17,22.25,0.44,50.56818181818182
1991-07-18,21.92,0.44,49.81818181818182
1991-07-19,22.08,0.44,50.18181818181818
1991-07-22,22.33,0.44,50.74999999999999
1991-07-23,22.33,0.44,50.74999999999999
1991-07-24,22.25,0.44,50.56818181818182
1991-07-25,22.33,0.44,50.74999999999999
1991-07-26,22.08,0.44,50.18181818181818
1991-07-29,22.0,0.44,50.0
1991-07-30,21.83,0.44,49.61363636363636
1991-07-31,21.83,0.44,49.61363636363636
1991-08-01,22.58,0.44,51.31818181818181
1991-08-02,22.58,0.44,51.31818181818181
1991-08-05,22.08,0.44,50.18181818181818
1991-08-06,22.17,0.44,50.38636363636364
1991-08-07,22.33,0.44,50.74999999999999
1991-08-08,21.92,0.44,49.81818181818182
1991-08-09,21.67,0.44,49.25000000000001
1991-08-12,22.08,0.44,50.18181818181818
1991-08-13,21.83,0.44,49.61363636363636
1991-08-14,21.92,0.44,49.81818181818182
1991-08-15,22.25,0.44,50.56818181818182
1991-08-16,22.25,0.44,50.56818181818182
1991-08-19,21.08,0.44,47.90909090909091
1991-08-20,20.92,0.44,47.54545454545455
1991-08-21,22.33,0.44,50.74999999999999
1991-08-22,21.83,0.44,49.61363636363636
1991-08-23,22.0,0.44,50.0
1991-08-26,21.92,0.44,49.81818181818182
1991-08-27,21.83,0.44,49.61363636363636
1991-08-28,21.92,0.44,49.81818181818182
1991-08-29,21.5,0.44,48.86363636363637
1991-08-30,21.0,0.44,47.72727272727273
1991-09-03,20.5,0.44,46.59090909090909
1991-09-04,20.0,0.44,45.45454545454545
1991-09-05,20.25,0.44,46.02272727272727
1991-09-06,20.17,0.44,45.84090909090909
1991-09-09,20.33,0.44,46.20454545454545
1991-09-10,20.08,0.44,45.63636363636363
1991-09-11,20.5,0.44,46.59090909090909
1991-09-12,20.67,0.44,46.977272727272734
1991-09-13,20.58,0.44,46.772727272727266
1991-09-16,20.83,0.44,47.340909090909086
1991-09-17,20.58,0.44,46.772727272727266
1991-09-18,20.92,0.44,47.54545454545455
1991-09-19,21.42,0.44,48.68181818181819
1991-09-20,21.08,0.44,47.90909090909091
1991-09-23,21.08,0.44,47.90909090909091
1991-09-24,21.08,0.44,47.90909090909091
1991-09-25,21.0,0.44,47.72727272727273
1991-09-26,20.83,0.44,47.340909090909086
1991-09-27,20.92,0.44,47.54545454545455
1991-09-30,21.0,0.44,47.72727272727273
1991-10-01,21.5,0.44,48.86363636363637
1991-10-02,21.5,0.44,48.86363636363637
1991-10-03,21.33,0.44,48.47727272727273
1991-10-04,21.5,0.44,48.86363636363637
1991-10-07,21.58,0.44,49.04545454545454
1991-10-08,21.42,0.44,48.68181818181819
1991-10-09,21.25,0.44,48.29545454545455
1991-10-10,21.17,0.44,48.11363636363637
1991-10-11,20.92,0.44,47.54545454545455
1991-10-14,21.0,0.44,47.72727272727273
1991-10-15,21.0,0.44,47.72727272727273
1991-10-16,20.67,0.44,46.977272727272734
1991-10-17,20.67,0.44,46.977272727272734
1991-10-18,22.08,0.44,50.18181818181818
1991-10-21,21.33,0.44,48.47727272727273
1991-10-22,21.58,0.44,49.04545454545454
1991-10-23,21.25,0.44,48.29545454545455
1991-10-24,21.67,0.44,49.25000000000001
1991-10-25,21.25,0.44,48.29545454545455
1991-10-28,21.08,0.44,47.90909090909091
1991-10-29,20.5,0.44,46.59090909090909
1991-10-30,20.25,0.44,46.02272727272727
1991-10-31,20.25,0.44,46.02272727272727
1991-11-01,21.08,0.44,47.90909090909091
1991-11-04,20.75,0.44,47.15909090909091
1991-11-05,20.58,0.44,46.772727272727266
1991-11-06,20.33,0.44,46.20454545454545
1991-11-07,20.25,0.44,46.02272727272727
1991-11-08,20.08,0.44,45.63636363636363
1991-11-11,20.17,0.44,45.84090909090909
1991-11-12,20.58,0.44,46.772727272727266
1991-11-13,20.25,0.44,46.02272727272727
1991-11-14,20.25,0.44,46.02272727272727
1991-11-15,20.33,0.44,46.20454545454545
1991-11-18,20.08,0.44,45.63636363636363
1991-11-19,19.75,0.44,44.88636363636363
1991-11-20,19.42,0.44,44.13636363636364
1991-11-21,19.08,0.44,43.36363636363636
1991-11-22,19.33,0.44,43.93181818181818
1991-11-25,19.58,0.44,44.49999999999999
1991-11-26,20.08,0.44,45.63636363636363
1991-11-27,20.17,0.44,45.84090909090909
1991-11-29,20.17,0.44,45.84090909090909
1991-12-02,20.17,0.44,45.84090909090909
1991-12-03,19.83,0.44,45.06818181818181
1991-12-04,20.0,0.44,45.45454545454545
1991-12-05,20.17,0.44,45.84090909090909
1991-12-06,19.92,0.44,45.27272727272727
1991-12-09,20.0,0.44,45.45454545454545
1991-12-10,20.17,0.44,45.84090909090909
1991-12-11,20.17,0.44,45.84090909090909
1991-12-12,20.25,0.44,46.02272727272727
1991-12-13,20.58,0.44,46.772727272727266
1991-12-16,20.58,0.44,46.772727272727266
1991-12-17,20.42,0.44,46.409090909090914
1991-12-18,20.08,0.44,45.63636363636363
1991-12-19,19.75,0.44,44.88636363636363
1991-12-20,19.17,0.44,43.56818181818182
1991-12-23,19.33,0.44,43.93181818181818
1991-12-24,20.67,0.44,46.977272727272734
1991-12-26,20.42,0.44,46.409090909090914
1991-12-27,20.42,0.44,46.409090909090914
1991-12-30,20.58,0.44,46.772727272727266
1991-12-31,21.58,0.44,49.04545454545454
1992-01-02,22.33,0.44,50.74999999999999
1992-01-03,22.25,0.44,50.56818181818182
1992-01-06,21.67,0.44,49.25000000000001
1992-01-07,22.0,0.44,50.0
1992-01-08,22.67,0.44,51.52272727272727
1992-01-09,22.42,0.44,50.95454545454546
1992-01-10,22.42,0.44,50.95454545454546
1992-01-13,22.25,0.44,50.56818181818182
1992-01-14,23.08,0.44,52.45454545454545
1992-01-15,23.75,0.44,53.97727272727273
1992-01-16,23.75,0.44,53.97727272727273
1992-01-17,23.67,0.44,53.79545454545455
1992-01-20,23.83,0.44,54.15909090909091
1992-01-21,23.5,0.44,53.40909090909091
1992-01-22,24.0,0.44,54.54545454545455
1992-01-23,23.17,0.44,52.659090909090914
1992-01-24,22.5,0.44,51.13636363636363
1992-01-27,22.83,0.44,51.88636363636363
1992-01-28,22.83,0.44,51.88636363636363
1992-01-29,22.75,0.44,51.70454545454545
1992-01-30,22.75,0.44,51.70454545454545
1992-01-31,22.33,0.44,50.74999999999999
1992-02-03,22.33,0.44,50.74999999999999
1992-02-04,22.58,0.44,51.31818181818181
1992-02-05,22.25,0.44,50.56818181818182
1992-02-06,22.83,0.44,51.88636363636363
1992-02-07,22.83,0.44,51.88636363636363
1992-02-10,23.33,0.44,53.022727272727266
1992-02-11,23.33,0.44,53.022727272727266
1992-02-12,23.5,0.44,53.40909090909091
1992-02-13,23.75,0.44,53.97727272727273
