date,GD,GD_EPS,PE Ratio
1977-07-07,1.52,0.23,6.608695652173913
1977-07-08,1.5,0.23,6.521739130434782
1977-07-11,1.51,0.23,6.565217391304348
1977-07-12,1.5,0.23,6.521739130434782
1977-07-13,1.5,0.23,6.521739130434782
1977-07-15,1.53,0.23,6.6521739130434785
1977-07-18,1.51,0.23,6.565217391304348
1977-07-19,1.51,0.23,6.565217391304348
1977-07-20,1.51,0.23,6.565217391304348
1977-07-21,1.49,0.23,6.478260869565217
1977-07-22,1.47,0.23,6.391304347826087
1977-07-25,1.45,0.23,6.304347826086956
1977-07-26,1.46,0.23,6.3478260869565215
1977-07-27,1.45,0.23,6.304347826086956
1977-07-28,1.46,0.23,6.3478260869565215
1977-07-29,1.47,0.23,6.391304347826087
1977-08-01,1.49,0.23,6.478260869565217
1977-08-02,1.46,0.23,6.3478260869565215
1977-08-03,1.47,0.23,6.391304347826087
1977-08-04,1.5,0.23,6.521739130434782
1977-08-05,1.5,0.23,6.521739130434782
1977-08-08,1.5,0.23,6.521739130434782
1977-08-09,1.5,0.23,6.521739130434782
1977-08-10,1.52,0.23,6.608695652173913
1977-08-11,1.53,0.23,6.6521739130434785
1977-08-12,1.53,0.23,6.6521739130434785
1977-08-15,1.46,0.23,6.3478260869565215
1977-08-16,1.46,0.23,6.3478260869565215
1977-08-17,1.48,0.23,6.434782608695651
1977-08-18,1.47,0.23,6.391304347826087
1977-08-19,1.46,0.23,6.3478260869565215
1977-08-22,1.45,0.23,6.304347826086956
1977-08-23,1.45,0.23,6.304347826086956
1977-08-24,1.42,0.23,6.17391304347826
1977-08-25,1.38,0.23,5.999999999999999
1977-08-26,1.39,0.23,6.0434782608695645
1977-08-29,1.39,0.23,6.0434782608695645
1977-08-30,1.39,0.23,6.0434782608695645
1977-08-31,1.4,0.23,6.08695652173913
1977-09-01,1.4,0.23,6.08695652173913
1977-09-02,1.41,0.23,6.130434782608695
1977-09-06,1.41,0.23,6.130434782608695
1977-09-07,1.4,0.23,6.08695652173913
1977-09-08,1.38,0.23,5.999999999999999
1977-09-09,1.36,0.23,5.91304347826087
1977-09-12,1.36,0.23,5.91304347826087
1977-09-13,1.35,0.23,5.869565217391305
1977-09-14,1.36,0.23,5.91304347826087
1977-09-15,1.34,0.23,5.826086956521739
1977-09-16,1.33,0.23,5.782608695652174
1977-09-19,1.33,0.23,5.782608695652174
1977-09-20,1.33,0.23,5.782608695652174
1977-09-21,1.34,0.23,5.826086956521739
1977-09-22,1.33,0.23,5.782608695652174
1977-09-23,1.33,0.23,5.782608695652174
1977-09-26,1.33,0.23,5.782608695652174
1977-09-27,1.33,0.23,5.782608695652174
1977-09-28,1.33,0.23,5.782608695652174
1977-09-29,1.35,0.23,5.869565217391305
1977-09-30,1.36,0.23,5.91304347826087
1977-10-03,1.36,0.23,5.91304347826087
1977-10-04,1.34,0.23,5.826086956521739
1977-10-05,1.33,0.23,5.782608695652174
1977-10-06,1.33,0.23,5.782608695652174
1977-10-07,1.33,0.23,5.782608695652174
1977-10-10,1.29,0.23,5.608695652173913
1977-10-11,1.21,0.23,5.260869565217391
1977-10-12,1.21,0.23,5.260869565217391
1977-10-13,1.19,0.23,5.173913043478261
1977-10-14,1.19,0.23,5.173913043478261
1977-10-17,1.2,0.23,5.217391304347825
1977-10-18,1.21,0.23,5.260869565217391
1977-10-19,1.19,0.23,5.173913043478261
1977-10-20,1.21,0.23,5.260869565217391
1977-10-21,1.2,0.23,5.217391304347825
1977-10-24,1.19,0.23,5.173913043478261
1977-10-25,1.16,0.23,5.0434782608695645
1977-10-26,1.15,0.23,4.999999999999999
1977-10-27,1.13,0.23,4.913043478260869
1977-10-28,1.13,0.23,4.913043478260869
1977-10-31,1.15,0.23,4.999999999999999
1977-11-01,1.14,0.23,4.956521739130434
1977-11-02,1.15,0.23,4.999999999999999
1977-11-03,1.16,0.23,5.0434782608695645
1977-11-04,1.17,0.23,5.08695652173913
1977-11-07,1.19,0.23,5.173913043478261
1977-11-08,1.21,0.23,5.260869565217391
1977-11-09,1.24,0.23,5.391304347826087
1977-11-10,1.26,0.23,5.478260869565217
1977-11-11,1.28,0.23,5.565217391304348
1977-11-14,1.26,0.23,5.478260869565217
1977-11-15,1.28,0.23,5.565217391304348
1977-11-16,1.26,0.23,5.478260869565217
1977-11-17,1.25,0.23,5.434782608695652
1977-11-18,1.21,0.23,5.260869565217391
1977-11-21,1.23,0.23,5.3478260869565215
1977-11-22,1.24,0.23,5.391304347826087
1977-11-23,1.29,0.23,5.608695652173913
1977-11-25,1.27,0.23,5.521739130434782
1977-11-28,1.24,0.23,5.391304347826087
1977-11-29,1.19,0.23,5.173913043478261
1977-11-30,1.21,0.23,5.260869565217391
1977-12-01,1.23,0.23,5.3478260869565215
1977-12-02,1.22,0.23,5.304347826086956
1977-12-05,1.22,0.23,5.304347826086956
1977-12-06,1.2,0.23,5.217391304347825
1977-12-07,1.19,0.23,5.173913043478261
1977-12-08,1.2,0.23,5.217391304347825
1977-12-09,1.21,0.23,5.260869565217391
1977-12-12,1.22,0.23,5.304347826086956
1977-12-13,1.19,0.23,5.173913043478261
1977-12-14,1.19,0.23,5.173913043478261
1977-12-15,1.18,0.23,5.130434782608695
1977-12-16,1.16,0.23,5.0434782608695645
1977-12-19,1.13,0.23,4.913043478260869
1977-12-20,1.12,0.23,4.869565217391305
1977-12-21,1.13,0.23,4.913043478260869
1977-12-22,1.13,0.23,4.913043478260869
1977-12-23,1.13,0.23,4.913043478260869
1977-12-27,1.13,0.23,4.913043478260869
1977-12-28,1.15,0.23,4.999999999999999
1977-12-29,1.17,0.23,5.08695652173913
1977-12-30,1.14,0.23,4.956521739130434
1978-01-03,1.14,0.23,4.956521739130434
1978-01-04,1.11,0.23,4.826086956521739
1978-01-05,1.11,0.23,4.826086956521739
1978-01-06,1.1,0.23,4.782608695652174
1978-01-09,1.05,0.23,4.565217391304348
1978-01-10,1.03,0.23,4.478260869565218
1978-01-11,1.03,0.23,4.478260869565218
1978-01-12,1.03,0.23,4.478260869565218
1978-01-13,1.04,0.23,4.521739130434782
1978-01-16,1.03,0.23,4.478260869565218
1978-01-17,1.05,0.23,4.565217391304348
1978-01-18,1.08,0.23,4.695652173913044
1978-01-19,1.07,0.23,4.6521739130434785
1978-01-20,1.07,0.23,4.6521739130434785
1978-01-23,1.07,0.23,4.6521739130434785
1978-01-24,1.06,0.23,4.608695652173913
1978-01-25,1.06,0.23,4.608695652173913
1978-01-26,1.04,0.23,4.521739130434782
1978-01-27,1.03,0.23,4.478260869565218
1978-01-30,1.03,0.23,4.478260869565218
1978-01-31,1.02,0.23,4.434782608695652
1978-02-01,1.03,0.23,4.478260869565218
1978-02-02,1.04,0.23,4.521739130434782
1978-02-03,1.04,0.23,4.521739130434782
1978-02-06,1.03,0.23,4.478260869565218
1978-02-07,1.04,0.23,4.521739130434782
1978-02-08,1.06,0.23,4.608695652173913
1978-02-09,1.05,0.23,4.565217391304348
1978-02-10,1.04,0.23,4.521739130434782
1978-02-13,1.04,0.23,4.521739130434782
1978-02-14,1.01,0.23,4.391304347826087
1978-02-15,0.99,0.23,4.304347826086956
1978-02-16,0.97,0.23,4.217391304347826
1978-02-17,0.97,0.23,4.217391304347826
1978-02-21,0.93,0.23,4.043478260869565
1978-02-22,0.93,0.23,4.043478260869565
1978-02-23,0.94,0.23,4.08695652173913
1978-02-24,0.98,0.23,4.260869565217391
1978-02-27,0.98,0.23,4.260869565217391
1978-02-28,0.98,0.23,4.260869565217391
1978-03-01,0.99,0.23,4.304347826086956
1978-03-02,1.02,0.23,4.434782608695652
1978-03-03,1.03,0.23,4.478260869565218
1978-03-06,1.02,0.23,4.434782608695652
1978-03-07,1.02,0.23,4.434782608695652
1978-03-08,1.06,0.23,4.608695652173913
1978-03-09,1.08,0.23,4.695652173913044
1978-03-10,1.09,0.23,4.739130434782608
1978-03-13,1.02,0.23,4.434782608695652
1978-03-14,1.0,0.23,4.3478260869565215
1978-03-15,1.04,0.23,4.521739130434782
1978-03-16,1.04,0.23,4.521739130434782
1978-03-17,1.05,0.23,4.565217391304348
1978-03-20,1.06,0.23,4.608695652173913
1978-03-21,1.05,0.23,4.565217391304348
1978-03-22,1.04,0.23,4.521739130434782
1978-03-23,1.04,0.23,4.521739130434782
1978-03-27,1.05,0.23,4.565217391304348
1978-03-28,1.07,0.23,4.6521739130434785
1978-03-29,1.11,0.23,4.826086956521739
1978-03-30,1.11,0.23,4.826086956521739
1978-03-31,1.09,0.23,4.739130434782608
1978-04-03,1.08,0.23,4.695652173913044
1978-04-04,1.08,0.23,4.695652173913044
1978-04-05,1.15,0.23,4.999999999999999
1978-04-06,1.13,0.23,4.913043478260869
1978-04-07,1.14,0.23,4.956521739130434
1978-04-10,1.15,0.23,4.999999999999999
1978-04-11,1.14,0.23,4.956521739130434
1978-04-12,1.18,0.23,5.130434782608695
1978-04-13,1.2,0.23,5.217391304347825
1978-04-14,1.26,0.23,5.478260869565217
1978-04-17,1.27,0.23,5.521739130434782
1978-04-18,1.25,0.23,5.434782608695652
1978-04-19,1.26,0.23,5.478260869565217
1978-04-20,1.28,0.23,5.565217391304348
1978-04-21,1.26,0.23,5.478260869565217
1978-04-24,1.25,0.23,5.434782608695652
1978-04-25,1.25,0.23,5.434782608695652
1978-04-26,1.26,0.23,5.478260869565217
1978-04-27,1.24,0.23,5.391304347826087
1978-04-28,1.25,0.23,5.434782608695652
1978-05-01,1.28,0.23,5.565217391304348
1978-05-02,1.3,0.23,5.6521739130434785
1978-05-03,1.32,0.23,5.739130434782608
1978-05-04,1.36,0.23,5.91304347826087
1978-05-05,1.39,0.23,6.0434782608695645
1978-05-08,1.36,0.23,5.91304347826087
1978-05-09,1.34,0.23,5.826086956521739
1978-05-10,1.36,0.23,5.91304347826087
1978-05-11,1.4,0.23,6.08695652173913
1978-05-12,1.45,0.23,6.304347826086956
1978-05-15,1.48,0.23,6.434782608695651
1978-05-16,1.48,0.23,6.434782608695651
1978-05-17,1.47,0.23,6.391304347826087
1978-05-18,1.43,0.23,6.217391304347825
1978-05-19,1.4,0.23,6.08695652173913
1978-05-22,1.47,0.23,6.391304347826087
1978-05-23,1.45,0.23,6.304347826086956
1978-05-24,1.43,0.23,6.217391304347825
1978-05-25,1.43,0.23,6.217391304347825
1978-05-26,1.43,0.23,6.217391304347825
1978-05-30,1.48,0.23,6.434782608695651
1978-05-31,1.5,0.23,6.521739130434782
1978-06-01,1.53,0.23,6.6521739130434785
1978-06-02,1.53,0.23,6.6521739130434785
1978-06-05,1.59,0.23,6.913043478260869
1978-06-06,1.59,0.23,6.913043478260869
1978-06-07,1.6,0.23,6.956521739130435
1978-06-08,1.59,0.23,6.913043478260869
1978-06-09,1.58,0.23,6.869565217391305
1978-06-12,1.69,0.23,7.3478260869565215
1978-06-13,1.89,0.23,8.217391304347826
1978-06-14,1.88,0.23,8.17391304347826
1978-06-15,1.91,0.23,8.304347826086955
1978-06-16,1.92,0.23,8.347826086956522
1978-06-19,1.88,0.23,8.17391304347826
1978-06-20,1.88,0.23,8.17391304347826
1978-06-21,1.87,0.23,8.130434782608695
1978-06-22,1.93,0.23,8.391304347826086
1978-06-23,1.98,0.23,8.608695652173912
1978-06-26,1.93,0.23,8.391304347826086
1978-06-27,1.93,0.23,8.391304347826086
1978-06-28,1.95,0.23,8.478260869565217
1978-06-29,1.93,0.23,8.391304347826086
1978-06-30,1.92,0.23,8.347826086956522
1978-07-03,1.84,0.23,8.0
1978-07-05,1.83,0.23,7.956521739130435
1978-07-06,1.81,0.23,7.869565217391305
1978-07-07,1.79,0.23,7.782608695652174
1978-07-10,1.83,0.23,7.956521739130435
1978-07-11,1.84,0.23,8.0
1978-07-12,1.84,0.23,8.0
1978-07-13,1.83,0.23,7.956521739130435
1978-07-14,1.91,0.23,8.304347826086955
1978-07-17,1.84,0.23,8.0
1978-07-18,1.84,0.23,8.0
1978-07-19,1.87,0.23,8.130434782608695
1978-07-20,1.87,0.23,8.130434782608695
1978-07-21,1.86,0.23,8.08695652173913
1978-07-24,1.88,0.23,8.17391304347826
1978-07-25,2.01,0.23,8.739130434782608
1978-07-26,1.98,0.23,8.608695652173912
1978-07-27,1.99,0.23,8.652173913043478
1978-07-28,1.99,0.23,8.652173913043478
1978-07-31,2.08,0.23,9.043478260869565
1978-08-01,2.09,0.23,9.086956521739129
1978-08-02,2.22,0.23,9.652173913043478
1978-08-03,2.17,0.23,9.434782608695652
1978-08-04,2.13,0.23,9.26086956521739
1978-08-07,2.13,0.23,9.26086956521739
1978-08-08,2.14,0.23,9.304347826086957
1978-08-09,2.17,0.23,9.434782608695652
1978-08-10,2.13,0.23,9.26086956521739
1978-08-11,2.11,0.23,9.17391304347826
1978-08-14,2.09,0.23,9.086956521739129
1978-08-15,2.08,0.23,9.043478260869565
1978-08-16,2.06,0.23,8.956521739130435
1978-08-17,1.99,0.23,8.652173913043478
1978-08-18,2.0,0.23,8.695652173913043
1978-08-21,2.01,0.23,8.739130434782608
1978-08-22,2.04,0.23,8.869565217391305
1978-08-23,2.11,0.23,9.17391304347826
1978-08-24,2.16,0.23,9.391304347826088
1978-08-25,2.18,0.23,9.478260869565217
1978-08-28,2.18,0.23,9.478260869565217
1978-08-29,2.14,0.23,9.304347826086957
1978-08-30,2.15,0.23,9.347826086956522
1978-08-31,2.13,0.23,9.26086956521739
1978-09-01,2.14,0.23,9.304347826086957
1978-09-05,2.14,0.23,9.304347826086957
1978-09-06,2.18,0.23,9.478260869565217
1978-09-07,2.19,0.23,9.521739130434781
1978-09-08,2.32,0.23,10.086956521739129
1978-09-11,2.29,0.23,9.956521739130434
1978-09-12,2.23,0.23,9.695652173913043
1978-09-13,2.21,0.23,9.608695652173912
1978-09-14,2.21,0.23,9.608695652173912
1978-09-15,2.18,0.23,9.478260869565217
1978-09-18,2.09,0.23,9.086956521739129
1978-09-19,2.09,0.23,9.086956521739129
1978-09-20,2.05,0.23,8.91304347826087
1978-09-21,2.05,0.23,8.91304347826087
1978-09-22,2.09,0.23,9.086956521739129
1978-09-25,2.07,0.23,8.999999999999998
1978-09-26,2.1,0.23,9.130434782608695
1978-09-27,2.04,0.23,8.869565217391305
1978-09-28,2.07,0.23,8.999999999999998
1978-09-29,2.06,0.23,8.956521739130435
1978-10-02,2.08,0.23,9.043478260869565
1978-10-03,2.06,0.23,8.956521739130435
1978-10-04,2.09,0.23,9.086956521739129
1978-10-05,2.09,0.23,9.086956521739129
1978-10-06,2.08,0.23,9.043478260869565
1978-10-09,2.08,0.23,9.043478260869565
1978-10-10,2.08,0.23,9.043478260869565
1978-10-11,2.11,0.23,9.17391304347826
1978-10-12,2.13,0.23,9.26086956521739
1978-10-13,2.13,0.23,9.26086956521739
1978-10-16,2.09,0.23,9.086956521739129
1978-10-17,2.08,0.23,9.043478260869565
1978-10-18,2.02,0.23,8.782608695652174
1978-10-19,1.94,0.23,8.434782608695652
1978-10-20,1.89,0.23,8.217391304347826
1978-10-23,1.86,0.23,8.08695652173913
1978-10-24,1.82,0.23,7.913043478260869
1978-10-25,1.77,0.23,7.695652173913043
1978-10-26,1.72,0.23,7.478260869565217
1978-10-27,1.61,0.23,7.0
1978-10-30,1.72,0.23,7.478260869565217
1978-10-31,1.63,0.23,7.08695652173913
1978-11-01,1.74,0.23,7.565217391304348
1978-11-02,1.71,0.23,7.434782608695651
1978-11-03,1.76,0.23,7.652173913043478
1978-11-06,1.78,0.23,7.739130434782608
1978-11-07,1.74,0.23,7.565217391304348
1978-11-08,1.78,0.23,7.739130434782608
1978-11-09,1.75,0.23,7.608695652173913
1978-11-10,1.76,0.23,7.652173913043478
1978-11-13,1.71,0.23,7.434782608695651
1978-11-14,1.69,0.23,7.3478260869565215
1978-11-15,1.7,0.23,7.391304347826086
1978-11-16,1.73,0.23,7.521739130434782
1978-11-17,1.76,0.23,7.652173913043478
1978-11-20,1.79,0.23,7.782608695652174
1978-11-21,1.77,0.23,7.695652173913043
1978-11-22,1.78,0.23,7.739130434782608
1978-11-24,1.86,0.23,8.08695652173913
1978-11-27,1.88,0.23,8.17391304347826
1978-11-28,1.85,0.23,8.043478260869565
1978-11-29,1.83,0.23,7.956521739130435
1978-11-30,1.87,0.23,8.130434782608695
1978-12-01,2.01,0.23,8.739130434782608
1978-12-04,2.02,0.23,8.782608695652174
1978-12-05,2.03,0.23,8.826086956521738
1978-12-06,2.01,0.23,8.739130434782608
1978-12-07,1.94,0.23,8.434782608695652
1978-12-08,1.91,0.23,8.304347826086955
1978-12-11,1.97,0.23,8.565217391304348
1978-12-12,1.93,0.23,8.391304347826086
1978-12-13,1.91,0.23,8.304347826086955
1978-12-14,1.97,0.23,8.565217391304348
1978-12-15,1.94,0.23,8.434782608695652
1978-12-18,1.89,0.23,8.217391304347826
1978-12-19,1.9,0.23,8.26086956521739
1978-12-20,1.95,0.23,8.478260869565217
1978-12-21,2.0,0.23,8.695652173913043
1978-12-22,2.03,0.23,8.826086956521738
1978-12-26,2.03,0.23,8.826086956521738
1978-12-27,1.98,0.23,8.608695652173912
1978-12-28,1.97,0.23,8.565217391304348
1978-12-29,1.99,0.23,8.652173913043478
1979-01-02,1.99,0.23,8.652173913043478
1979-01-03,1.99,0.23,8.652173913043478
1979-01-04,2.03,0.23,8.826086956521738
1979-01-05,2.24,0.23,9.73913043478261
1979-01-08,2.23,0.23,9.695652173913043
1979-01-09,2.23,0.23,9.695652173913043
1979-01-10,2.2,0.23,9.565217391304348
1979-01-11,2.23,0.23,9.695652173913043
1979-01-12,2.28,0.23,9.913043478260867
1979-01-15,2.24,0.23,9.73913043478261
1979-01-16,2.19,0.23,9.521739130434781
1979-01-17,2.2,0.23,9.565217391304348
1979-01-18,2.18,0.23,9.478260869565217
1979-01-19,2.16,0.23,9.391304347826088
1979-01-22,2.16,0.23,9.391304347826088
1979-01-23,2.21,0.23,9.608695652173912
1979-01-24,2.17,0.23,9.434782608695652
1979-01-25,2.2,0.23,9.565217391304348
1979-01-26,2.28,0.23,9.913043478260867
1979-01-29,2.28,0.23,9.913043478260867
1979-01-30,2.21,0.23,9.608695652173912
1979-01-31,2.1,0.23,9.130434782608695
1979-02-01,2.16,0.23,9.391304347826088
1979-02-02,2.16,0.23,9.391304347826088
1979-02-05,2.08,0.23,9.043478260869565
1979-02-06,2.1,0.23,9.130434782608695
1979-02-07,2.06,0.23,8.956521739130435
1979-02-08,2.03,0.23,8.826086956521738
1979-02-09,2.01,0.23,8.739130434782608
1979-02-12,2.02,0.23,8.782608695652174
1979-02-13,2.06,0.23,8.956521739130435
1979-02-14,2.03,0.23,8.826086956521738
1979-02-15,2.0,0.23,8.695652173913043
1979-02-16,2.01,0.23,8.739130434782608
1979-02-20,1.98,0.23,8.608695652173912
1979-02-21,1.95,0.23,8.478260869565217
1979-02-22,1.94,0.23,8.434782608695652
1979-02-23,1.94,0.23,8.434782608695652
1979-02-26,1.92,0.23,8.347826086956522
1979-02-27,1.84,0.23,8.0
1979-02-28,1.89,0.23,8.217391304347826
1979-03-01,1.95,0.23,8.478260869565217
1979-03-02,1.95,0.23,8.478260869565217
1979-03-05,1.99,0.23,8.652173913043478
1979-03-06,1.98,0.23,8.608695652173912
1979-03-07,2.02,0.23,8.782608695652174
1979-03-08,2.06,0.23,8.956521739130435
1979-03-09,2.06,0.23,8.956521739130435
1979-03-12,2.08,0.23,9.043478260869565
1979-03-13,2.06,0.23,8.956521739130435
1979-03-14,2.05,0.23,8.91304347826087
1979-03-15,2.07,0.23,8.999999999999998
1979-03-16,2.13,0.23,9.26086956521739
1979-03-19,2.17,0.23,9.434782608695652
1979-03-20,2.09,0.23,9.086956521739129
1979-03-21,2.13,0.23,9.26086956521739
1979-03-22,2.16,0.23,9.391304347826088
1979-03-23,2.16,0.23,9.391304347826088
1979-03-26,2.14,0.23,9.304347826086957
1979-03-27,2.15,0.23,9.347826086956522
1979-03-28,2.1,0.23,9.130434782608695
1979-03-29,2.09,0.23,9.086956521739129
1979-03-30,2.05,0.23,8.91304347826087
1979-04-02,2.0,0.23,8.695652173913043
1979-04-03,2.08,0.23,9.043478260869565
1979-04-04,2.11,0.23,9.17391304347826
1979-04-05,2.16,0.23,9.391304347826088
1979-04-06,2.14,0.23,9.304347826086957
1979-04-09,2.13,0.23,9.26086956521739
1979-04-10,2.12,0.23,9.217391304347826
1979-04-11,2.1,0.23,9.130434782608695
1979-04-12,2.1,0.23,9.130434782608695
1979-04-16,2.05,0.23,8.91304347826087
1979-04-17,2.04,0.23,8.869565217391305
1979-04-18,2.03,0.23,8.826086956521738
1979-04-19,2.01,0.23,8.739130434782608
1979-04-20,1.99,0.23,8.652173913043478
1979-04-23,2.0,0.23,8.695652173913043
1979-04-24,2.02,0.23,8.782608695652174
1979-04-25,2.02,0.23,8.782608695652174
1979-04-26,2.02,0.23,8.782608695652174
1979-04-27,1.95,0.23,8.478260869565217
1979-04-30,1.94,0.23,8.434782608695652
1979-05-01,1.95,0.23,8.478260869565217
1979-05-02,1.96,0.23,8.521739130434781
1979-05-03,1.92,0.23,8.347826086956522
1979-05-04,1.86,0.23,8.08695652173913
1979-05-07,1.81,0.23,7.869565217391305
1979-05-08,1.84,0.23,8.0
1979-05-09,1.85,0.23,8.043478260869565
1979-05-10,1.82,0.23,7.913043478260869
1979-05-11,1.81,0.23,7.869565217391305
1979-05-14,1.76,0.23,7.652173913043478
1979-05-15,1.75,0.23,7.608695652173913
1979-05-16,1.75,0.23,7.608695652173913
1979-05-17,1.83,0.23,7.956521739130435
1979-05-18,1.82,0.23,7.913043478260869
1979-05-21,1.82,0.23,7.913043478260869
1979-05-22,1.85,0.23,8.043478260869565
1979-05-23,1.86,0.23,8.08695652173913
1979-05-24,1.88,0.23,8.17391304347826
1979-05-25,1.89,0.23,8.217391304347826
