date,ABC,ABC_EPS,PE Ratio
2008-11-19,14.81,0.37,40.02702702702703
2008-11-20,13.74,0.37,37.13513513513514
2008-11-21,14.88,0.37,40.21621621621622
2008-11-24,14.89,0.37,40.24324324324324
2008-11-25,14.89,0.38,39.18421052631579
2008-11-26,15.37,0.38,40.44736842105263
2008-11-28,15.68,0.38,41.26315789473684
2008-12-01,14.94,0.38,39.315789473684205
2008-12-02,15.09,0.38,39.71052631578947
2008-12-03,15.35,0.38,40.39473684210526
2008-12-04,14.87,0.38,39.13157894736842
2008-12-05,15.38,0.38,40.473684210526315
2008-12-08,15.43,0.38,40.60526315789473
2008-12-09,15.3,0.38,40.26315789473684
2008-12-10,15.1,0.38,39.73684210526316
2008-12-11,15.97,0.38,42.026315789473685
2008-12-12,16.53,0.38,43.5
2008-12-15,16.57,0.38,43.60526315789474
2008-12-16,17.61,0.38,46.34210526315789
2008-12-17,17.04,0.38,44.84210526315789
2008-12-18,17.09,0.38,44.973684210526315
2008-12-19,17.2,0.38,45.26315789473684
2008-12-22,17.12,0.38,45.05263157894737
2008-12-23,17.07,0.38,44.921052631578945
2008-12-24,17.02,0.38,44.78947368421053
2008-12-26,17.21,0.38,45.28947368421053
2008-12-29,17.14,0.38,45.10526315789474
2008-12-30,17.7,0.38,46.57894736842105
2008-12-31,17.83,0.38,46.921052631578945
2009-01-02,17.79,0.38,46.815789473684205
2009-01-05,18.13,0.38,47.71052631578947
2009-01-06,18.06,0.38,47.52631578947368
2009-01-07,17.96,0.38,47.26315789473684
2009-01-08,18.36,0.38,48.315789473684205
2009-01-09,17.97,0.38,47.28947368421052
2009-01-12,17.93,0.38,47.18421052631579
2009-01-13,18.04,0.38,47.473684210526315
2009-01-14,18.1,0.38,47.631578947368425
2009-01-15,18.42,0.38,48.47368421052632
2009-01-16,18.71,0.38,49.23684210526316
2009-01-20,18.3,0.38,48.15789473684211
2009-01-21,18.67,0.38,49.131578947368425
2009-01-22,18.77,0.38,49.39473684210526
2009-01-23,18.04,0.38,47.473684210526315
2009-01-26,18.42,0.38,48.47368421052632
2009-01-27,18.47,0.38,48.60526315789473
2009-01-28,18.88,0.38,49.68421052631579
2009-01-29,18.54,0.38,48.78947368421052
2009-01-30,18.16,0.38,47.78947368421053
2009-02-02,18.46,0.38,48.578947368421055
2009-02-03,18.78,0.38,49.42105263157895
2009-02-04,18.96,0.38,49.89473684210527
2009-02-05,19.2,0.36,53.333333333333336
2009-02-06,19.38,0.36,53.833333333333336
2009-02-09,19.34,0.36,53.72222222222222
2009-02-10,18.82,0.36,52.27777777777778
2009-02-11,18.68,0.36,51.88888888888889
2009-02-12,18.92,0.36,52.555555555555564
2009-02-13,18.67,0.36,51.861111111111114
2009-02-17,18.12,0.36,50.333333333333336
2009-02-18,18.06,0.36,50.166666666666664
2009-02-19,17.78,0.36,49.38888888888889
2009-02-20,17.83,0.36,49.52777777777777
2009-02-23,17.31,0.36,48.08333333333333
2009-02-24,17.54,0.36,48.72222222222222
2009-02-25,17.08,0.36,47.44444444444444
2009-02-26,16.32,0.36,45.333333333333336
2009-02-27,15.88,0.36,44.111111111111114
2009-03-02,15.27,0.36,42.416666666666664
2009-03-03,15.18,0.36,42.166666666666664
2009-03-04,15.52,0.36,43.111111111111114
2009-03-05,15.49,0.36,43.02777777777778
2009-03-06,15.36,0.36,42.666666666666664
2009-03-09,15.1,0.36,41.94444444444444
2009-03-10,15.61,0.36,43.361111111111114
2009-03-11,14.1,0.36,39.166666666666664
2009-03-12,14.71,0.36,40.861111111111114
2009-03-13,15.63,0.36,43.41666666666667
2009-03-16,15.29,0.36,42.47222222222222
2009-03-17,15.7,0.36,43.611111111111114
2009-03-18,15.6,0.36,43.333333333333336
2009-03-19,15.24,0.36,42.333333333333336
2009-03-20,15.29,0.36,42.47222222222222
2009-03-23,15.9,0.36,44.16666666666667
2009-03-24,16.03,0.36,44.527777777777786
2009-03-25,16.18,0.36,44.94444444444444
2009-03-26,16.34,0.36,45.38888888888889
2009-03-27,16.15,0.36,44.86111111111111
2009-03-30,16.13,0.36,44.80555555555556
2009-03-31,16.33,0.36,45.36111111111111
2009-04-01,16.37,0.36,45.47222222222223
2009-04-02,16.76,0.36,46.555555555555564
2009-04-03,16.39,0.36,45.52777777777778
2009-04-06,16.41,0.36,45.583333333333336
2009-04-07,16.25,0.36,45.13888888888889
2009-04-08,16.29,0.36,45.25
2009-04-09,16.54,0.36,45.94444444444444
2009-04-13,16.64,0.36,46.22222222222223
2009-04-14,16.57,0.36,46.02777777777778
2009-04-15,16.45,0.36,45.69444444444444
2009-04-16,16.92,0.36,47.00000000000001
2009-04-17,17.42,0.36,48.38888888888889
2009-04-20,17.34,0.36,48.16666666666667
2009-04-21,17.29,0.36,48.02777777777778
2009-04-22,17.38,0.36,48.27777777777778
2009-04-23,17.71,0.36,49.19444444444445
2009-04-24,17.29,0.36,48.02777777777778
2009-04-27,17.63,0.36,48.97222222222222
2009-04-28,17.45,0.36,48.47222222222222
2009-04-29,17.37,0.36,48.25000000000001
2009-04-30,16.82,0.36,46.72222222222222
2009-05-01,17.17,0.36,47.69444444444445
2009-05-04,17.55,0.36,48.75000000000001
2009-05-05,17.56,0.36,48.77777777777778
2009-05-06,17.6,0.36,48.88888888888889
2009-05-07,18.18,0.36,50.5
2009-05-08,18.15,0.48,37.8125
2009-05-11,17.83,0.48,37.14583333333333
2009-05-12,17.95,0.48,37.395833333333336
2009-05-13,17.84,0.48,37.166666666666664
2009-05-14,17.87,0.48,37.22916666666667
2009-05-15,17.5,0.48,36.458333333333336
2009-05-18,17.79,0.48,37.0625
2009-05-19,17.98,0.48,37.458333333333336
2009-05-20,18.48,0.48,38.5
2009-05-21,18.18,0.48,37.875
2009-05-22,18.29,0.48,38.104166666666664
2009-05-26,18.69,0.48,38.93750000000001
2009-05-27,18.37,0.48,38.270833333333336
2009-05-28,18.43,0.48,38.395833333333336
2009-05-29,18.55,0.48,38.645833333333336
2009-06-01,18.83,0.48,39.229166666666664
2009-06-02,18.93,0.48,39.4375
2009-06-03,18.58,0.48,38.70833333333333
2009-06-04,18.18,0.48,37.875
2009-06-05,18.19,0.48,37.895833333333336
2009-06-08,18.18,0.48,37.875
2009-06-09,17.87,0.48,37.22916666666667
2009-06-10,17.98,0.48,37.458333333333336
2009-06-11,18.5,0.48,38.54166666666667
2009-06-12,18.28,0.48,38.083333333333336
2009-06-15,17.91,0.48,37.3125
2009-06-16,17.79,0.48,37.0625
2009-06-17,18.24,0.48,38.0
2009-06-18,18.4,0.48,38.33333333333333
2009-06-19,18.31,0.48,38.14583333333333
2009-06-22,18.0,0.48,37.5
2009-06-23,17.68,0.48,36.833333333333336
2009-06-24,17.5,0.48,36.458333333333336
2009-06-25,18.26,0.48,38.04166666666667
2009-06-26,18.17,0.48,37.85416666666667
2009-06-29,18.07,0.48,37.645833333333336
2009-06-30,17.74,0.48,36.95833333333333
2009-07-01,18.24,0.48,38.0
2009-07-02,17.82,0.48,37.125
2009-07-06,17.79,0.48,37.0625
2009-07-07,18.2,0.48,37.916666666666664
2009-07-08,17.93,0.48,37.354166666666664
2009-07-09,17.84,0.48,37.166666666666664
2009-07-10,17.72,0.48,36.916666666666664
2009-07-13,18.11,0.48,37.729166666666664
2009-07-14,18.23,0.48,37.97916666666667
2009-07-15,18.28,0.48,38.083333333333336
2009-07-16,18.51,0.48,38.56250000000001
2009-07-17,18.98,0.48,39.54166666666667
2009-07-20,18.71,0.48,38.97916666666667
2009-07-21,19.11,0.48,39.8125
2009-07-22,18.79,0.48,39.145833333333336
2009-07-23,19.15,0.48,39.89583333333333
2009-07-24,19.31,0.48,40.229166666666664
2009-07-27,19.25,0.48,40.10416666666667
2009-07-28,19.3,0.48,40.208333333333336
2009-07-29,20.28,0.48,42.25000000000001
2009-07-30,19.76,0.48,41.16666666666667
2009-07-31,19.72,0.48,41.083333333333336
2009-08-03,19.86,0.48,41.375
2009-08-04,20.45,0.48,42.604166666666664
2009-08-05,20.44,0.48,42.583333333333336
2009-08-06,20.46,0.44,46.5
2009-08-07,20.34,0.44,46.22727272727273
2009-08-10,20.32,0.44,46.18181818181818
2009-08-11,20.3,0.44,46.13636363636364
2009-08-12,20.44,0.44,46.45454545454546
2009-08-13,20.58,0.44,46.772727272727266
2009-08-14,20.44,0.44,46.45454545454546
2009-08-17,20.25,0.44,46.02272727272727
2009-08-18,20.5,0.44,46.59090909090909
2009-08-19,20.83,0.44,47.340909090909086
2009-08-20,21.0,0.44,47.72727272727273
2009-08-21,21.05,0.44,47.84090909090909
2009-08-24,20.8,0.44,47.27272727272727
2009-08-25,20.93,0.44,47.56818181818182
2009-08-26,20.9,0.44,47.5
2009-08-27,21.15,0.44,48.06818181818181
2009-08-28,21.2,0.44,48.18181818181818
2009-08-31,21.31,0.44,48.43181818181818
2009-09-01,21.2,0.44,48.18181818181818
2009-09-02,21.01,0.44,47.75
2009-09-03,21.14,0.44,48.04545454545455
2009-09-04,21.29,0.44,48.38636363636363
2009-09-08,21.17,0.44,48.11363636363637
2009-09-09,21.43,0.44,48.70454545454545
2009-09-10,21.53,0.44,48.93181818181819
2009-09-11,21.66,0.44,49.22727272727273
2009-09-14,21.74,0.44,49.40909090909091
2009-09-15,21.55,0.44,48.97727272727273
2009-09-16,21.76,0.44,49.45454545454546
2009-09-17,21.57,0.44,49.02272727272727
2009-09-18,21.76,0.44,49.45454545454546
2009-09-21,21.95,0.44,49.88636363636363
2009-09-22,21.69,0.44,49.29545454545455
2009-09-23,21.68,0.44,49.27272727272727
2009-09-24,21.55,0.44,48.97727272727273
2009-09-25,21.51,0.44,48.88636363636364
2009-09-28,21.77,0.44,49.47727272727273
2009-09-29,21.98,0.44,49.95454545454545
2009-09-30,22.38,0.44,50.86363636363636
2009-10-01,22.03,0.44,50.06818181818182
2009-10-02,21.62,0.44,49.13636363636364
2009-10-05,21.89,0.44,49.75
2009-10-06,22.15,0.44,50.340909090909086
2009-10-07,22.41,0.44,50.93181818181818
2009-10-08,22.4,0.44,50.90909090909091
2009-10-09,22.61,0.44,51.38636363636363
2009-10-12,22.74,0.44,51.68181818181818
2009-10-13,22.62,0.44,51.409090909090914
2009-10-14,23.07,0.44,52.43181818181818
2009-10-15,23.35,0.44,53.06818181818182
2009-10-16,23.53,0.44,53.47727272727273
2009-10-19,23.43,0.44,53.25
2009-10-20,23.71,0.44,53.88636363636364
2009-10-21,23.47,0.44,53.340909090909086
2009-10-22,23.49,0.44,53.38636363636363
2009-10-23,23.19,0.44,52.70454545454546
2009-10-26,22.92,0.44,52.09090909090909
2009-10-27,22.81,0.44,51.840909090909086
2009-10-28,22.28,0.44,50.63636363636364
2009-10-29,22.66,0.44,51.5
2009-10-30,22.15,0.44,50.340909090909086
2009-11-02,22.51,0.44,51.159090909090914
2009-11-03,23.2,0.44,52.72727272727273
2009-11-04,23.14,0.44,52.59090909090909
2009-11-05,23.43,0.44,53.25
2009-11-06,23.62,0.44,53.68181818181819
2009-11-09,23.81,0.44,54.11363636363636
2009-11-10,24.34,0.44,55.31818181818182
2009-11-11,24.27,0.44,55.15909090909091
2009-11-12,23.98,0.44,54.5
2009-11-13,24.6,0.44,55.909090909090914
2009-11-16,24.52,0.44,55.72727272727273
2009-11-17,24.28,0.44,55.18181818181819
2009-11-18,24.47,0.44,55.61363636363636
2009-11-19,24.21,0.44,55.02272727272727
2009-11-20,24.49,0.44,55.65909090909091
2009-11-23,24.97,0.44,56.75
2009-11-24,25.02,0.44,56.86363636363636
2009-11-25,24.98,0.44,56.77272727272727
2009-11-27,24.86,0.44,56.5
2009-11-30,24.69,0.44,56.11363636363637
2009-12-01,24.85,0.44,56.477272727272734
2009-12-02,24.76,0.44,56.27272727272727
2009-12-03,24.58,0.44,55.86363636363636
2009-12-04,24.67,0.44,56.06818181818182
2009-12-07,24.64,0.44,56.0
2009-12-08,24.23,0.44,55.06818181818182
2009-12-09,24.5,0.44,55.68181818181818
2009-12-10,25.05,0.44,56.93181818181818
2009-12-11,24.79,0.44,56.340909090909086
2009-12-14,25.0,0.44,56.81818181818182
2009-12-15,25.78,0.44,58.59090909090909
2009-12-16,26.13,0.44,59.38636363636363
2009-12-17,25.86,0.44,58.77272727272727
2009-12-18,26.03,0.44,59.159090909090914
2009-12-21,26.11,0.44,59.340909090909086
2009-12-22,26.31,0.44,59.79545454545454
2009-12-23,26.32,0.44,59.81818181818182
2009-12-24,26.34,0.44,59.86363636363636
2009-12-28,26.41,0.44,60.02272727272727
2009-12-29,26.37,0.44,59.93181818181819
2009-12-30,26.31,0.44,59.79545454545454
2009-12-31,26.07,0.44,59.25
2010-01-04,26.63,0.44,60.52272727272727
2010-01-05,26.44,0.44,60.09090909090909
2010-01-06,26.19,0.44,59.52272727272727
2010-01-07,25.77,0.44,58.56818181818182
2010-01-08,26.05,0.44,59.20454545454545
2010-01-11,26.34,0.44,59.86363636363636
2010-01-12,26.52,0.44,60.27272727272727
2010-01-13,27.04,0.44,61.45454545454545
2010-01-14,27.21,0.44,61.84090909090909
2010-01-15,26.92,0.44,61.18181818181819
2010-01-19,27.37,0.44,62.20454545454545
2010-01-20,27.14,0.44,61.68181818181818
2010-01-21,26.58,0.44,60.40909090909091
2010-01-22,26.66,0.44,60.59090909090909
2010-01-25,27.11,0.44,61.61363636363636
2010-01-26,27.44,0.44,62.36363636363637
2010-01-27,27.26,0.44,61.95454545454546
2010-01-28,27.28,0.44,62.0
2010-01-29,27.26,0.44,61.95454545454546
2010-02-01,27.75,0.44,63.06818181818182
2010-02-02,28.55,0.44,64.88636363636364
2010-02-03,28.32,0.44,64.36363636363636
2010-02-04,27.42,0.44,62.31818181818182
2010-02-05,27.01,0.52,51.94230769230769
2010-02-08,26.95,0.52,51.82692307692307
2010-02-09,27.16,0.52,52.230769230769226
2010-02-10,27.19,0.52,52.28846153846154
2010-02-11,27.52,0.52,52.92307692307692
2010-02-12,27.35,0.52,52.59615384615385
2010-02-16,27.57,0.52,53.01923076923077
2010-02-17,27.59,0.52,53.05769230769231
2010-02-18,27.86,0.52,53.57692307692307
2010-02-19,28.14,0.52,54.11538461538461
2010-02-22,27.89,0.52,53.63461538461539
2010-02-23,27.75,0.52,53.36538461538461
2010-02-24,27.89,0.52,53.63461538461539
2010-02-25,28.08,0.52,53.99999999999999
2010-02-26,28.04,0.52,53.92307692307692
2010-03-01,28.07,0.52,53.980769230769226
2010-03-02,28.46,0.52,54.73076923076923
2010-03-03,28.0,0.52,53.84615384615385
2010-03-04,27.99,0.52,53.82692307692307
2010-03-05,28.41,0.52,54.63461538461538
2010-03-08,28.07,0.52,53.980769230769226
2010-03-09,27.99,0.52,53.82692307692307
2010-03-10,28.05,0.52,53.94230769230769
2010-03-11,28.08,0.52,53.99999999999999
2010-03-12,27.93,0.52,53.71153846153846
2010-03-15,27.75,0.52,53.36538461538461
2010-03-16,28.36,0.52,54.53846153846153
2010-03-17,28.2,0.52,54.230769230769226
2010-03-18,28.57,0.52,54.94230769230769
2010-03-19,28.68,0.52,55.15384615384615
2010-03-22,29.29,0.52,56.32692307692307
2010-03-23,29.21,0.52,56.17307692307692
2010-03-24,28.72,0.52,55.230769230769226
2010-03-25,28.6,0.52,55.0
2010-03-26,28.59,0.52,54.980769230769226
2010-03-29,28.84,0.52,55.46153846153846
2010-03-30,29.28,0.52,56.30769230769231
2010-03-31,28.92,0.52,55.61538461538462
2010-04-01,28.59,0.52,54.980769230769226
2010-04-05,28.92,0.52,55.61538461538462
2010-04-06,29.03,0.52,55.82692307692308
2010-04-07,29.04,0.52,55.84615384615384
2010-04-08,29.18,0.52,56.11538461538461
2010-04-09,29.47,0.52,56.67307692307692
2010-04-12,29.34,0.52,56.42307692307692
2010-04-13,29.46,0.52,56.65384615384615
2010-04-14,29.2,0.52,56.15384615384615
2010-04-15,29.49,0.52,56.71153846153846
2010-04-16,29.88,0.52,57.46153846153846
2010-04-19,29.82,0.52,57.34615384615385
2010-04-20,30.38,0.52,58.42307692307692
2010-04-21,30.36,0.52,58.38461538461538
2010-04-22,31.41,0.52,60.40384615384615
2010-04-23,31.13,0.52,59.86538461538461
2010-04-26,31.23,0.52,60.05769230769231
2010-04-27,30.86,0.52,59.34615384615384
2010-04-28,30.79,0.52,59.21153846153846
2010-04-29,31.36,0.52,60.30769230769231
2010-04-30,30.85,0.52,59.32692307692308
2010-05-03,31.28,0.52,60.15384615384615
2010-05-04,30.97,0.52,59.55769230769231
2010-05-05,31.03,0.52,59.67307692307692
2010-05-06,30.75,0.52,59.13461538461538
2010-05-07,29.91,0.63,47.476190476190474
2010-05-10,31.06,0.63,49.3015873015873
2010-05-11,31.22,0.63,49.55555555555555
2010-05-12,31.79,0.63,50.460317460317455
2010-05-13,31.6,0.63,50.15873015873016
2010-05-14,31.31,0.63,49.698412698412696
2010-05-17,31.4,0.63,49.84126984126984
2010-05-18,31.29,0.63,49.666666666666664
2010-05-19,31.42,0.63,49.87301587301587
2010-05-20,30.68,0.63,48.698412698412696
2010-05-21,30.83,0.63,48.93650793650794
2010-05-24,30.7,0.63,48.73015873015873
2010-05-25,30.27,0.63,48.047619047619044
2010-05-26,30.44,0.63,48.317460317460316
2010-05-27,31.57,0.63,50.111111111111114
2010-05-28,31.28,0.63,49.65079365079365
2010-06-01,30.81,0.63,48.904761904761905
2010-06-02,31.73,0.63,50.36507936507937
2010-06-03,32.08,0.63,50.92063492063492
2010-06-04,30.77,0.63,48.84126984126984
2010-06-07,30.77,0.63,48.84126984126984
2010-06-08,30.62,0.63,48.6031746031746
2010-06-09,30.94,0.63,49.111111111111114
2010-06-10,31.69,0.63,50.301587301587304
2010-06-11,31.92,0.63,50.66666666666667
2010-06-14,32.21,0.63,51.12698412698413
2010-06-15,32.46,0.63,51.523809523809526
2010-06-16,32.76,0.63,52.0
2010-06-17,32.88,0.63,52.1904761904762
2010-06-18,32.56,0.63,51.682539682539684
2010-06-21,32.42,0.63,51.46031746031746
2010-06-22,31.96,0.63,50.730158730158735
2010-06-23,31.87,0.63,50.58730158730159
2010-06-24,31.59,0.63,50.14285714285714
2010-06-25,31.87,0.63,50.58730158730159
2010-06-28,32.53,0.63,51.63492063492064
2010-06-29,31.72,0.63,50.34920634920635
2010-06-30,31.75,0.63,50.3968253968254
2010-07-01,30.93,0.63,49.095238095238095
2010-07-02,30.92,0.63,49.07936507936508
2010-07-06,31.34,0.63,49.74603174603175
2010-07-07,31.78,0.63,50.44444444444444
2010-07-08,31.92,0.63,50.66666666666667
2010-07-09,31.84,0.63,50.53968253968254
2010-07-12,31.75,0.63,50.3968253968254
2010-07-13,32.33,0.63,51.317460317460316
2010-07-14,32.79,0.63,52.047619047619044
2010-07-15,32.73,0.63,51.95238095238095
2010-07-16,32.14,0.63,51.01587301587302
2010-07-19,31.99,0.63,50.77777777777777
2010-07-20,32.26,0.63,51.2063492063492
2010-07-21,32.01,0.63,50.8095238095238
2010-07-22,29.63,0.63,47.03174603174603
2010-07-23,30.53,0.63,48.46031746031746
2010-07-26,30.5,0.63,48.41269841269841
2010-07-27,29.14,0.63,46.25396825396825
2010-07-28,28.93,0.63,45.92063492063492
2010-07-29,28.98,0.63,46.0
2010-07-30,29.97,0.63,47.57142857142857
2010-08-02,30.58,0.63,48.53968253968254
2010-08-03,29.98,0.52,57.65384615384615
2010-08-04,30.36,0.52,58.38461538461538
2010-08-05,30.34,0.52,58.34615384615385
2010-08-06,30.24,0.52,58.153846153846146
2010-08-09,30.05,0.52,57.78846153846154
2010-08-10,29.97,0.52,57.63461538461538
2010-08-11,29.12,0.52,56.0
2010-08-12,29.15,0.52,56.0576923076923
2010-08-13,29.04,0.52,55.84615384615384
2010-08-16,28.71,0.52,55.21153846153846
2010-08-17,29.49,0.52,56.71153846153846
2010-08-18,29.46,0.52,56.65384615384615
2010-08-19,29.17,0.52,56.09615384615385
2010-08-20,28.92,0.52,55.61538461538462
2010-08-23,28.54,0.52,54.88461538461538
2010-08-24,27.87,0.52,53.59615384615385
2010-08-25,27.92,0.52,53.69230769230769
2010-08-26,27.64,0.52,53.15384615384615
2010-08-27,27.73,0.52,53.32692307692307
2010-08-30,27.62,0.52,53.11538461538461
2010-08-31,27.28,0.52,52.46153846153846
2010-09-01,27.97,0.52,53.78846153846153
2010-09-02,28.08,0.52,53.99999999999999
2010-09-03,28.08,0.52,53.99999999999999
2010-09-07,28.03,0.52,53.90384615384615
2010-09-08,28.05,0.52,53.94230769230769
2010-09-09,28.25,0.52,54.32692307692307
2010-09-10,28.47,0.52,54.74999999999999
2010-09-13,28.5,0.52,54.80769230769231
2010-09-14,29.09,0.52,55.94230769230769
2010-09-15,30.25,0.52,58.17307692307692
2010-09-16,30.13,0.52,57.942307692307686
2010-09-17,30.18,0.52,58.03846153846153
2010-09-20,30.64,0.52,58.92307692307692
2010-09-21,30.79,0.52,59.21153846153846
2010-09-22,30.42,0.52,58.5
2010-09-23,30.34,0.52,58.34615384615385
2010-09-24,31.35,0.52,60.28846153846154
2010-09-27,30.95,0.52,59.51923076923077
2010-09-28,31.17,0.52,59.94230769230769
2010-09-29,30.76,0.52,59.15384615384615
2010-09-30,30.66,0.52,58.96153846153846
2010-10-01,30.85,0.52,59.32692307692308
2010-10-04,30.74,0.52,59.11538461538461
2010-10-05,31.5,0.52,60.57692307692307
2010-10-06,31.34,0.52,60.26923076923077
2010-10-07,31.69,0.52,60.94230769230769
2010-10-08,31.67,0.52,60.90384615384615
2010-10-11,31.79,0.52,61.13461538461538
2010-10-12,32.06,0.52,61.65384615384615
2010-10-13,32.37,0.52,62.24999999999999
2010-10-14,32.31,0.52,62.13461538461539
2010-10-15,32.29,0.52,62.09615384615384
2010-10-18,32.34,0.52,62.19230769230769
2010-10-19,31.56,0.52,60.692307692307686
2010-10-20,31.84,0.52,61.230769230769226
2010-10-21,32.36,0.52,62.230769230769226
2010-10-22,32.06,0.52,61.65384615384615
2010-10-25,32.03,0.52,61.59615384615385
2010-10-26,32.43,0.52,62.36538461538461
2010-10-27,33.22,0.52,63.88461538461538
2010-10-28,33.41,0.52,64.24999999999999
2010-10-29,32.83,0.52,63.13461538461538
2010-11-01,32.79,0.52,63.05769230769231
2010-11-02,31.95,0.52,61.442307692307686
2010-11-03,31.68,0.52,60.92307692307692
2010-11-04,31.96,0.52,61.46153846153846
2010-11-05,31.68,0.52,60.92307692307692
2010-11-08,31.45,0.52,60.480769230769226
2010-11-09,30.83,0.52,59.28846153846153
2010-11-10,31.47,0.52,60.51923076923077
2010-11-11,31.63,0.52,60.82692307692307
2010-11-12,31.32,0.52,60.230769230769226
2010-11-15,31.41,0.52,60.40384615384615
2010-11-16,30.99,0.52,59.59615384615384
2010-11-17,30.77,0.52,59.17307692307692
2010-11-18,31.44,0.52,60.46153846153846
2010-11-19,31.02,0.52,59.65384615384615
2010-11-22,31.11,0.52,59.82692307692307
2010-11-23,30.95,0.5,61.9
2010-11-24,30.94,0.5,61.88
2010-11-26,30.89,0.5,61.78
2010-11-29,30.86,0.5,61.72
2010-11-30,30.85,0.5,61.7
2010-12-01,31.55,0.5,63.1
2010-12-02,31.88,0.5,63.76
2010-12-03,32.14,0.5,64.28
2010-12-06,32.18,0.5,64.36
2010-12-07,32.28,0.5,64.56
2010-12-08,31.72,0.5,63.44
2010-12-09,31.71,0.5,63.42
2010-12-10,32.11,0.5,64.22
2010-12-13,31.42,0.5,62.84
2010-12-14,31.94,0.5,63.88
2010-12-15,32.27,0.5,64.54
2010-12-16,32.68,0.5,65.36
2010-12-17,33.18,0.5,66.36
2010-12-20,33.38,0.5,66.76
2010-12-21,33.74,0.5,67.48
2010-12-22,34.14,0.5,68.28
2010-12-23,34.4,0.5,68.8
2010-12-27,34.3,0.5,68.6
2010-12-28,34.19,0.5,68.38
2010-12-29,34.64,0.5,69.28
2010-12-30,34.22,0.5,68.44
2010-12-31,34.12,0.5,68.24
2011-01-03,34.32,0.5,68.64
2011-01-04,33.94,0.5,67.88
2011-01-05,34.46,0.5,68.92
2011-01-06,34.86,0.5,69.72
2011-01-07,34.93,0.5,69.86
2011-01-10,34.73,0.5,69.46
2011-01-11,35.07,0.5,70.14
2011-01-12,34.86,0.5,69.72
2011-01-13,35.38,0.5,70.76
2011-01-14,35.43,0.5,70.86
2011-01-18,36.17,0.5,72.34
2011-01-19,35.55,0.5,71.1
2011-01-20,35.72,0.5,71.44
2011-01-21,36.1,0.5,72.2
2011-01-24,36.29,0.5,72.58
2011-01-25,35.95,0.5,71.9
2011-01-26,36.39,0.5,72.78
2011-01-27,36.82,0.5,73.64
2011-01-28,36.0,0.5,72.0
2011-01-31,35.86,0.5,71.72
2011-02-01,36.29,0.5,72.58
2011-02-02,35.52,0.5,71.04
2011-02-03,35.39,0.5,70.78
2011-02-04,36.56,0.5,73.12
2011-02-07,36.48,0.5,72.96
2011-02-08,36.56,0.57,64.14035087719299
2011-02-09,36.67,0.57,64.33333333333334
2011-02-10,36.71,0.57,64.40350877192984
2011-02-11,36.66,0.57,64.3157894736842
2011-02-14,36.87,0.57,64.6842105263158
2011-02-15,36.6,0.57,64.21052631578948
2011-02-16,36.37,0.57,63.80701754385965
2011-02-17,37.43,0.57,65.66666666666667
2011-02-18,37.79,0.57,66.2982456140351
2011-02-22,37.4,0.57,65.6140350877193
2011-02-23,36.84,0.57,64.63157894736844
2011-02-24,36.73,0.57,64.43859649122807
2011-02-25,37.39,0.57,65.59649122807018
2011-02-28,37.91,0.57,66.50877192982456
2011-03-01,37.31,0.57,65.4561403508772
2011-03-02,37.16,0.57,65.19298245614036
2011-03-03,37.61,0.57,65.98245614035088
2011-03-04,37.67,0.57,66.08771929824562
2011-03-07,37.3,0.57,65.43859649122807
2011-03-08,37.55,0.57,65.87719298245614
2011-03-09,38.45,0.57,67.4561403508772
2011-03-10,37.54,0.57,65.85964912280703
2011-03-11,37.02,0.57,64.94736842105264
2011-03-14,36.62,0.57,64.24561403508773
2011-03-15,36.44,0.57,63.92982456140351
2011-03-16,36.6,0.57,64.21052631578948
2011-03-17,36.62,0.57,64.24561403508773
2011-03-18,37.3,0.57,65.43859649122807
2011-03-21,37.85,0.57,66.40350877192984
2011-03-22,38.3,0.57,67.19298245614036
2011-03-23,38.15,0.57,66.9298245614035
2011-03-24,39.06,0.57,68.5263157894737
2011-03-25,39.29,0.57,68.9298245614035
2011-03-28,39.38,0.57,69.08771929824563
2011-03-29,39.73,0.57,69.70175438596492
2011-03-30,39.46,0.57,69.2280701754386
2011-03-31,39.56,0.57,69.40350877192984
2011-04-01,40.35,0.57,70.78947368421053
2011-04-04,40.57,0.57,71.17543859649123
2011-04-05,40.58,0.57,71.19298245614036
2011-04-06,40.57,0.57,71.17543859649123
2011-04-07,40.58,0.57,71.19298245614036
2011-04-08,40.2,0.57,70.5263157894737
2011-04-11,40.14,0.57,70.42105263157896
2011-04-12,39.6,0.57,69.47368421052633
2011-04-13,39.65,0.57,69.56140350877193
2011-04-14,39.64,0.57,69.54385964912281
2011-04-15,39.59,0.57,69.4561403508772
2011-04-18,39.5,0.57,69.2982456140351
2011-04-19,39.77,0.57,69.77192982456141
2011-04-20,40.49,0.57,71.03508771929826
2011-04-21,40.55,0.57,71.14035087719299
2011-04-25,40.96,0.57,71.85964912280703
2011-04-26,41.08,0.57,72.0701754385965
2011-04-27,42.03,0.57,73.73684210526316
2011-04-28,41.0,0.57,71.92982456140352
2011-04-29,40.64,0.57,71.2982456140351
2011-05-02,41.17,0.57,72.2280701754386
2011-05-03,41.15,0.57,72.19298245614036
2011-05-04,40.76,0.57,71.50877192982456
2011-05-05,41.03,0.57,71.98245614035089
2011-05-06,41.47,0.77,53.857142857142854
2011-05-09,42.22,0.77,54.83116883116883
2011-05-10,42.31,0.77,54.94805194805195
