date,DGX,DGX_EPS,PE Ratio
1997-02-27,4.28,0.11,38.909090909090914
1997-02-28,4.22,0.11,38.36363636363636
1997-03-03,4.22,0.11,38.36363636363636
1997-03-04,4.22,0.11,38.36363636363636
1997-03-05,4.16,0.11,37.81818181818182
1997-03-06,4.13,0.11,37.54545454545455
1997-03-07,4.06,0.11,36.90909090909091
1997-03-10,4.09,0.11,37.18181818181818
1997-03-11,4.09,0.11,37.18181818181818
1997-03-12,4.13,0.11,37.54545454545455
1997-03-13,4.06,0.11,36.90909090909091
1997-03-14,4.09,0.11,37.18181818181818
1997-03-17,4.0,0.11,36.36363636363637
1997-03-18,4.03,0.11,36.63636363636364
1997-03-19,4.09,0.11,37.18181818181818
1997-03-20,4.06,0.11,36.90909090909091
1997-03-21,4.0,0.11,36.36363636363637
1997-03-24,3.91,0.11,35.54545454545455
1997-03-25,3.81,0.11,34.63636363636363
1997-03-26,3.78,0.11,34.36363636363636
1997-03-27,3.81,0.11,34.63636363636363
1997-03-31,3.72,0.11,33.81818181818182
1997-04-01,3.69,0.11,33.54545454545455
1997-04-02,3.66,0.11,33.27272727272727
1997-04-03,3.69,0.11,33.54545454545455
1997-04-04,3.69,0.11,33.54545454545455
1997-04-07,3.66,0.11,33.27272727272727
1997-04-08,3.72,0.11,33.81818181818182
1997-04-09,3.78,0.11,34.36363636363636
1997-04-10,3.84,0.11,34.90909090909091
1997-04-11,3.66,0.11,33.27272727272727
1997-04-14,3.59,0.11,32.63636363636363
1997-04-15,3.66,0.11,33.27272727272727
1997-04-16,3.75,0.11,34.09090909090909
1997-04-17,3.97,0.11,36.09090909090909
1997-04-18,4.0,0.11,36.36363636363637
1997-04-21,4.0,0.11,36.36363636363637
1997-04-22,4.0,0.11,36.36363636363637
1997-04-23,4.0,0.11,36.36363636363637
1997-04-24,4.0,0.11,36.36363636363637
1997-04-25,4.0,0.11,36.36363636363637
1997-04-28,4.0,0.11,36.36363636363637
1997-04-29,4.19,0.11,38.09090909090909
1997-04-30,4.41,0.11,40.09090909090909
1997-05-01,4.38,0.11,39.81818181818182
1997-05-02,4.59,0.11,41.72727272727273
1997-05-05,4.53,0.11,41.18181818181819
1997-05-06,4.56,0.11,41.45454545454545
1997-05-07,4.53,0.11,41.18181818181819
1997-05-08,4.47,0.11,40.63636363636363
1997-05-09,4.47,0.03,149.0
1997-05-12,4.75,0.03,158.33333333333334
1997-05-13,4.72,0.03,157.33333333333334
1997-05-14,4.53,0.03,151.0
1997-05-15,4.53,0.03,151.0
1997-05-16,4.47,0.03,149.0
1997-05-19,4.47,0.03,149.0
1997-05-20,4.41,0.03,147.0
1997-05-21,4.47,0.03,149.0
1997-05-22,4.88,0.03,162.66666666666666
1997-05-23,4.69,0.03,156.33333333333334
1997-05-27,4.69,0.03,156.33333333333334
1997-05-28,4.72,0.03,157.33333333333334
1997-05-29,4.75,0.03,158.33333333333334
1997-05-30,4.63,0.03,154.33333333333334
1997-06-02,4.66,0.03,155.33333333333334
1997-06-03,4.69,0.03,156.33333333333334
1997-06-04,4.72,0.03,157.33333333333334
1997-06-05,4.75,0.03,158.33333333333334
1997-06-06,4.94,0.03,164.66666666666669
1997-06-09,5.0,0.03,166.66666666666669
1997-06-10,5.0,0.03,166.66666666666669
1997-06-11,4.84,0.03,161.33333333333334
1997-06-12,5.0,0.03,166.66666666666669
1997-06-13,4.97,0.03,165.66666666666666
1997-06-16,5.06,0.03,168.66666666666666
1997-06-17,4.97,0.03,165.66666666666666
1997-06-18,5.0,0.03,166.66666666666669
1997-06-19,4.97,0.03,165.66666666666666
1997-06-20,4.97,0.03,165.66666666666666
1997-06-23,4.97,0.03,165.66666666666666
1997-06-24,4.84,0.03,161.33333333333334
1997-06-25,4.75,0.03,158.33333333333334
1997-06-26,4.75,0.03,158.33333333333334
1997-06-27,4.75,0.03,158.33333333333334
1997-06-30,5.14,0.03,171.33333333333334
1997-07-01,4.91,0.03,163.66666666666669
1997-07-02,4.88,0.03,162.66666666666666
1997-07-03,4.86,0.03,162.00000000000003
1997-07-07,4.86,0.03,162.00000000000003
1997-07-08,5.02,0.03,167.33333333333331
1997-07-09,4.91,0.03,163.66666666666669
1997-07-10,4.75,0.03,158.33333333333334
1997-07-11,4.75,0.03,158.33333333333334
1997-07-14,4.77,0.03,159.0
1997-07-15,4.81,0.03,160.33333333333331
1997-07-16,5.03,0.03,167.66666666666669
1997-07-17,4.72,0.03,157.33333333333334
1997-07-18,4.58,0.03,152.66666666666669
1997-07-21,4.53,0.03,151.0
1997-07-22,4.48,0.03,149.33333333333334
1997-07-23,4.5,0.03,150.0
1997-07-24,4.38,0.03,146.0
1997-07-25,4.22,0.03,140.66666666666666
1997-07-28,4.23,0.03,141.00000000000003
1997-07-29,4.31,0.03,143.66666666666666
1997-07-30,4.38,0.03,146.0
1997-07-31,4.34,0.03,144.66666666666666
1997-08-01,4.25,0.03,141.66666666666669
1997-08-04,4.25,0.03,141.66666666666669
1997-08-05,4.28,0.03,142.66666666666669
1997-08-06,4.33,0.03,144.33333333333334
1997-08-07,4.31,0.03,143.66666666666666
1997-08-08,4.31,0.07,61.57142857142856
1997-08-11,4.31,0.07,61.57142857142856
1997-08-12,4.41,0.07,62.99999999999999
1997-08-13,4.41,0.07,62.99999999999999
1997-08-14,4.56,0.07,65.14285714285712
1997-08-15,4.78,0.07,68.28571428571428
1997-08-18,4.78,0.07,68.28571428571428
1997-08-19,4.78,0.07,68.28571428571428
1997-08-20,4.81,0.07,68.71428571428571
1997-08-21,4.8,0.07,68.57142857142857
1997-08-22,4.77,0.07,68.14285714285712
1997-08-25,4.69,0.07,67.0
1997-08-26,4.72,0.07,67.42857142857142
1997-08-27,4.73,0.07,67.57142857142857
1997-08-28,4.72,0.07,67.42857142857142
1997-08-29,4.67,0.07,66.71428571428571
1997-09-02,4.56,0.07,65.14285714285712
1997-09-03,4.59,0.07,65.57142857142857
1997-09-04,4.66,0.07,66.57142857142857
1997-09-05,4.53,0.07,64.71428571428571
1997-09-08,4.59,0.07,65.57142857142857
1997-09-09,4.59,0.07,65.57142857142857
1997-09-10,4.55,0.07,64.99999999999999
1997-09-11,4.55,0.07,64.99999999999999
1997-09-12,4.53,0.07,64.71428571428571
1997-09-15,4.47,0.07,63.85714285714285
1997-09-16,4.42,0.07,63.14285714285714
1997-09-17,4.36,0.07,62.285714285714285
1997-09-18,4.27,0.07,60.999999999999986
1997-09-19,4.19,0.07,59.857142857142854
1997-09-22,4.16,0.07,59.42857142857142
1997-09-23,4.13,0.07,58.99999999999999
1997-09-24,4.13,0.07,58.99999999999999
1997-09-25,4.14,0.07,59.14285714285713
1997-09-26,4.23,0.07,60.42857142857143
1997-09-29,4.27,0.07,60.999999999999986
1997-09-30,4.23,0.07,60.42857142857143
1997-10-01,4.2,0.07,60.0
1997-10-02,4.2,0.07,60.0
1997-10-03,4.23,0.07,60.42857142857143
1997-10-06,4.25,0.07,60.71428571428571
1997-10-07,4.3,0.07,61.42857142857142
1997-10-08,4.31,0.07,61.57142857142856
1997-10-09,4.25,0.07,60.71428571428571
1997-10-10,4.22,0.07,60.28571428571428
1997-10-13,4.16,0.07,59.42857142857142
1997-10-14,4.09,0.07,58.42857142857142
1997-10-15,4.08,0.07,58.285714285714285
1997-10-16,4.13,0.07,58.99999999999999
1997-10-17,4.09,0.07,58.42857142857142
1997-10-20,4.08,0.07,58.285714285714285
1997-10-21,4.2,0.07,60.0
1997-10-22,4.19,0.07,59.857142857142854
1997-10-23,4.14,0.07,59.14285714285713
1997-10-24,4.2,0.07,60.0
1997-10-27,4.14,0.07,59.14285714285713
1997-10-28,4.14,0.07,59.14285714285713
1997-10-29,4.31,0.07,61.57142857142856
1997-10-30,4.25,0.07,60.71428571428571
1997-10-31,4.17,0.07,59.57142857142856
1997-11-03,4.27,0.07,60.999999999999986
1997-11-04,4.19,0.07,59.857142857142854
1997-11-05,4.14,0.07,59.14285714285713
1997-11-06,4.16,0.07,59.42857142857142
1997-11-07,4.16,0.07,59.42857142857142
1997-11-10,4.2,0.07,60.0
1997-11-11,4.17,0.07,59.57142857142856
1997-11-12,4.16,0.03,138.66666666666669
1997-11-13,4.17,0.03,139.0
1997-11-14,4.17,0.03,139.0
1997-11-17,4.2,0.03,140.0
1997-11-18,4.22,0.03,140.66666666666666
1997-11-19,4.23,0.03,141.00000000000003
1997-11-20,4.3,0.03,143.33333333333334
1997-11-21,4.13,0.03,137.66666666666666
1997-11-24,4.14,0.03,138.0
1997-11-25,4.11,0.03,137.00000000000003
1997-11-26,4.13,0.03,137.66666666666666
1997-11-28,4.08,0.03,136.0
1997-12-01,4.2,0.03,140.0
1997-12-02,4.25,0.03,141.66666666666669
1997-12-03,4.11,0.03,137.00000000000003
1997-12-04,4.06,0.03,135.33333333333331
1997-12-05,4.13,0.03,137.66666666666666
1997-12-08,4.17,0.03,139.0
1997-12-09,4.17,0.03,139.0
1997-12-10,4.16,0.03,138.66666666666669
1997-12-11,4.14,0.03,138.0
1997-12-12,4.16,0.03,138.66666666666669
1997-12-15,4.14,0.03,138.0
1997-12-16,4.22,0.03,140.66666666666666
1997-12-17,4.22,0.03,140.66666666666666
1997-12-18,4.2,0.03,140.0
1997-12-19,4.19,0.03,139.66666666666669
1997-12-22,4.19,0.03,139.66666666666669
1997-12-23,4.25,0.03,141.66666666666669
1997-12-24,4.25,0.03,141.66666666666669
1997-12-26,4.22,0.03,140.66666666666666
1997-12-29,4.2,0.03,140.0
1997-12-30,4.22,0.03,140.66666666666666
1997-12-31,4.22,0.03,140.66666666666666
1998-01-02,4.28,0.03,142.66666666666669
1998-01-05,4.23,0.03,141.00000000000003
1998-01-06,4.16,0.03,138.66666666666669
1998-01-07,4.09,0.03,136.33333333333334
1998-01-08,4.09,0.03,136.33333333333334
1998-01-09,4.0,0.03,133.33333333333334
1998-01-12,4.02,0.03,134.0
1998-01-13,4.02,0.03,134.0
1998-01-14,4.03,0.03,134.33333333333334
1998-01-15,4.08,0.03,136.0
1998-01-16,4.11,0.03,137.00000000000003
1998-01-20,4.08,0.03,136.0
1998-01-21,4.03,0.03,134.33333333333334
1998-01-22,4.08,0.03,136.0
1998-01-23,4.03,0.03,134.33333333333334
1998-01-26,4.05,0.03,135.0
1998-01-27,4.17,0.03,139.0
1998-01-28,4.23,0.03,141.00000000000003
1998-01-29,4.17,0.03,139.0
1998-01-30,4.16,0.03,138.66666666666669
1998-02-02,4.06,0.03,135.33333333333331
1998-02-03,4.06,0.03,135.33333333333331
1998-02-04,4.09,0.03,136.33333333333334
1998-02-05,4.08,0.03,136.0
1998-02-06,4.05,0.03,135.0
1998-02-09,4.03,0.03,134.33333333333334
1998-02-10,4.03,0.03,134.33333333333334
1998-02-11,4.05,0.03,135.0
1998-02-12,4.03,0.03,134.33333333333334
1998-02-13,4.0,0.03,133.33333333333334
1998-02-17,4.02,0.03,134.0
1998-02-18,3.98,0.03,132.66666666666666
1998-02-19,4.0,0.03,133.33333333333334
1998-02-20,3.98,0.03,132.66666666666666
1998-02-23,4.0,0.03,133.33333333333334
1998-02-24,3.89,0.03,129.66666666666669
1998-02-25,3.86,0.03,128.66666666666666
1998-02-26,3.84,0.03,128.0
1998-02-27,3.84,0.03,128.0
1998-03-02,3.92,0.03,130.66666666666666
1998-03-03,3.92,0.03,130.66666666666666
1998-03-04,3.86,0.03,128.66666666666666
1998-03-05,3.81,0.03,127.0
1998-03-06,3.91,0.03,130.33333333333334
1998-03-09,3.98,0.03,132.66666666666666
1998-03-10,3.98,0.03,132.66666666666666
1998-03-11,3.98,0.03,132.66666666666666
1998-03-12,3.97,0.03,132.33333333333334
1998-03-13,4.0,0.03,133.33333333333334
1998-03-16,3.98,0.03,132.66666666666666
1998-03-17,3.98,0.03,132.66666666666666
1998-03-18,3.98,0.03,132.66666666666666
1998-03-19,4.0,0.03,133.33333333333334
1998-03-20,3.95,0.03,131.66666666666669
1998-03-23,4.14,0.03,138.0
1998-03-24,4.13,0.03,137.66666666666666
1998-03-25,4.14,0.03,138.0
1998-03-26,4.17,0.03,139.0
1998-03-27,4.14,0.03,138.0
1998-03-30,4.17,0.03,139.0
1998-03-31,4.2,0.03,140.0
1998-04-01,4.23,0.03,141.00000000000003
1998-04-02,4.22,0.03,140.66666666666666
1998-04-03,4.19,0.03,139.66666666666669
1998-04-06,4.14,0.03,138.0
1998-04-07,4.09,0.03,136.33333333333334
1998-04-08,4.03,0.03,134.33333333333334
1998-04-09,4.05,0.03,135.0
1998-04-13,4.09,0.03,136.33333333333334
1998-04-14,4.08,0.03,136.0
1998-04-15,4.09,0.03,136.33333333333334
1998-04-16,4.2,0.03,140.0
1998-04-17,4.28,0.03,142.66666666666669
1998-04-20,4.39,0.03,146.33333333333331
1998-04-21,4.45,0.03,148.33333333333334
1998-04-22,4.53,0.03,151.0
1998-04-23,4.67,0.03,155.66666666666666
1998-04-24,4.7,0.03,156.66666666666669
1998-04-27,4.66,0.03,155.33333333333334
1998-04-28,4.81,0.03,160.33333333333331
1998-04-29,4.8,0.03,160.0
1998-04-30,4.81,0.03,160.33333333333331
1998-05-01,4.88,0.03,162.66666666666666
1998-05-04,4.94,0.03,164.66666666666669
1998-05-05,5.05,0.03,168.33333333333334
1998-05-06,5.13,0.03,171.0
1998-05-07,5.14,0.03,171.33333333333334
1998-05-08,5.14,0.03,171.33333333333334
1998-05-11,5.11,0.06,85.16666666666667
1998-05-12,5.06,0.06,84.33333333333333
1998-05-13,5.06,0.06,84.33333333333333
1998-05-14,4.98,0.06,83.00000000000001
1998-05-15,4.95,0.06,82.5
1998-05-18,5.2,0.06,86.66666666666667
1998-05-19,5.38,0.06,89.66666666666667
1998-05-20,5.36,0.06,89.33333333333334
1998-05-21,5.47,0.06,91.16666666666667
1998-05-22,5.42,0.06,90.33333333333333
1998-05-26,5.44,0.06,90.66666666666667
1998-05-27,5.33,0.06,88.83333333333334
1998-05-28,5.33,0.06,88.83333333333334
1998-05-29,5.42,0.06,90.33333333333333
1998-06-01,5.36,0.06,89.33333333333334
1998-06-02,5.39,0.06,89.83333333333333
1998-06-03,5.36,0.06,89.33333333333334
1998-06-04,5.47,0.06,91.16666666666667
1998-06-05,5.56,0.06,92.66666666666666
1998-06-08,5.67,0.06,94.5
1998-06-09,5.73,0.06,95.50000000000001
1998-06-10,5.7,0.06,95.0
1998-06-11,5.58,0.06,93.0
1998-06-12,5.44,0.06,90.66666666666667
1998-06-15,5.39,0.06,89.83333333333333
1998-06-16,5.34,0.06,89.0
1998-06-17,5.48,0.06,91.33333333333334
1998-06-18,5.48,0.06,91.33333333333334
1998-06-19,5.47,0.06,91.16666666666667
1998-06-22,5.39,0.06,89.83333333333333
1998-06-23,5.44,0.06,90.66666666666667
1998-06-24,5.5,0.06,91.66666666666667
1998-06-25,5.48,0.06,91.33333333333334
1998-06-26,5.5,0.06,91.66666666666667
1998-06-29,5.53,0.06,92.16666666666667
1998-06-30,5.47,0.06,91.16666666666667
1998-07-01,5.39,0.06,89.83333333333333
1998-07-02,5.36,0.06,89.33333333333334
1998-07-06,5.38,0.06,89.66666666666667
1998-07-07,5.36,0.06,89.33333333333334
1998-07-08,5.31,0.06,88.5
1998-07-09,5.3,0.06,88.33333333333333
1998-07-10,5.28,0.06,88.00000000000001
1998-07-13,5.3,0.06,88.33333333333333
1998-07-14,5.31,0.06,88.5
1998-07-15,5.31,0.06,88.5
1998-07-16,5.41,0.06,90.16666666666667
1998-07-17,5.38,0.06,89.66666666666667
1998-07-20,5.3,0.06,88.33333333333333
1998-07-21,5.28,0.06,88.00000000000001
1998-07-22,5.38,0.06,89.66666666666667
1998-07-23,5.31,0.06,88.5
1998-07-24,5.23,0.06,87.16666666666667
1998-07-27,5.23,0.06,87.16666666666667
1998-07-28,5.02,0.06,83.66666666666666
1998-07-29,5.14,0.06,85.66666666666667
1998-07-30,5.13,0.06,85.5
1998-07-31,5.13,0.06,85.5
1998-08-03,5.13,0.06,85.5
1998-08-04,4.8,0.06,80.0
1998-08-05,4.8,0.06,80.0
1998-08-06,4.86,0.06,81.00000000000001
1998-08-07,4.94,0.06,82.33333333333334
1998-08-10,4.83,0.06,80.5
1998-08-11,4.78,0.06,79.66666666666667
1998-08-12,4.92,0.07,70.28571428571428
1998-08-13,4.88,0.07,69.71428571428571
1998-08-14,4.97,0.07,70.99999999999999
1998-08-17,4.98,0.07,71.14285714285714
1998-08-18,5.0,0.07,71.42857142857142
1998-08-19,5.02,0.07,71.71428571428571
1998-08-20,5.02,0.07,71.71428571428571
1998-08-21,5.0,0.07,71.42857142857142
1998-08-24,4.98,0.07,71.14285714285714
1998-08-25,4.98,0.07,71.14285714285714
1998-08-26,4.94,0.07,70.57142857142857
1998-08-27,4.78,0.07,68.28571428571428
1998-08-28,4.5,0.07,64.28571428571428
1998-08-31,4.16,0.07,59.42857142857142
1998-09-01,4.17,0.07,59.57142857142856
1998-09-02,4.14,0.07,59.14285714285713
1998-09-03,4.3,0.07,61.42857142857142
1998-09-04,4.34,0.07,61.99999999999999
1998-09-08,4.59,0.07,65.57142857142857
1998-09-09,4.41,0.07,62.99999999999999
1998-09-10,4.36,0.07,62.285714285714285
1998-09-11,4.45,0.07,63.57142857142857
1998-09-14,4.41,0.07,62.99999999999999
1998-09-15,4.34,0.07,61.99999999999999
1998-09-16,4.25,0.07,60.71428571428571
1998-09-17,4.19,0.07,59.857142857142854
1998-09-18,4.39,0.07,62.7142857142857
1998-09-21,4.44,0.07,63.42857142857143
1998-09-22,4.47,0.07,63.85714285714285
1998-09-23,4.42,0.07,63.14285714285714
1998-09-24,4.3,0.07,61.42857142857142
1998-09-25,4.17,0.07,59.57142857142856
1998-09-28,4.19,0.07,59.857142857142854
1998-09-29,4.08,0.07,58.285714285714285
1998-09-30,4.13,0.07,58.99999999999999
1998-10-01,4.19,0.07,59.857142857142854
1998-10-02,4.16,0.07,59.42857142857142
1998-10-05,4.09,0.07,58.42857142857142
1998-10-06,3.97,0.07,56.71428571428571
1998-10-07,3.75,0.07,53.57142857142857
1998-10-08,3.66,0.07,52.285714285714285
1998-10-09,3.78,0.07,53.99999999999999
1998-10-12,3.72,0.07,53.14285714285714
1998-10-13,3.69,0.07,52.71428571428571
1998-10-14,3.67,0.07,52.42857142857142
1998-10-15,3.75,0.07,53.57142857142857
1998-10-16,3.72,0.07,53.14285714285714
1998-10-19,3.94,0.07,56.28571428571428
1998-10-20,4.2,0.07,60.0
1998-10-21,4.2,0.07,60.0
1998-10-22,4.25,0.07,60.71428571428571
1998-10-23,4.13,0.07,58.99999999999999
1998-10-26,4.14,0.07,59.14285714285713
1998-10-27,4.16,0.07,59.42857142857142
1998-10-28,4.13,0.07,58.99999999999999
1998-10-29,4.09,0.07,58.42857142857142
1998-10-30,4.16,0.07,59.42857142857142
1998-11-02,4.25,0.07,60.71428571428571
1998-11-03,4.28,0.07,61.14285714285714
1998-11-04,4.31,0.07,61.57142857142856
1998-11-05,4.3,0.07,61.42857142857142
1998-11-06,4.41,0.07,62.99999999999999
1998-11-09,4.5,0.07,64.28571428571428
1998-11-10,4.48,0.07,64.0
1998-11-11,4.47,0.07,63.85714285714285
1998-11-12,4.31,0.07,61.57142857142856
1998-11-13,4.33,0.05,86.6
1998-11-16,4.33,0.05,86.6
1998-11-17,4.33,0.05,86.6
1998-11-18,4.44,0.05,88.8
1998-11-19,4.53,0.05,90.6
1998-11-20,4.66,0.05,93.2
1998-11-23,4.63,0.05,92.6
1998-11-24,4.47,0.05,89.39999999999999
1998-11-25,4.53,0.05,90.6
1998-11-27,4.47,0.05,89.39999999999999
1998-11-30,4.47,0.05,89.39999999999999
1998-12-01,4.45,0.05,89.0
1998-12-02,4.44,0.05,88.8
1998-12-03,4.41,0.05,88.2
1998-12-04,4.45,0.05,89.0
1998-12-07,4.44,0.05,88.8
1998-12-08,4.39,0.05,87.79999999999998
1998-12-09,4.42,0.05,88.39999999999999
1998-12-10,4.47,0.05,89.39999999999999
1998-12-11,4.45,0.05,89.0
1998-12-14,4.41,0.05,88.2
1998-12-15,4.44,0.05,88.8
1998-12-16,4.42,0.05,88.39999999999999
1998-12-17,4.42,0.05,88.39999999999999
1998-12-18,4.34,0.05,86.8
1998-12-21,4.45,0.05,89.0
1998-12-22,4.44,0.05,88.8
1998-12-23,4.39,0.05,87.79999999999998
1998-12-24,4.38,0.05,87.6
1998-12-28,4.39,0.05,87.79999999999998
1998-12-29,4.44,0.05,88.8
1998-12-30,4.47,0.05,89.39999999999999
1998-12-31,4.45,0.05,89.0
1999-01-04,4.55,0.05,90.99999999999999
1999-01-05,4.58,0.05,91.6
1999-01-06,4.53,0.05,90.6
1999-01-07,4.5,0.05,90.0
1999-01-08,4.59,0.05,91.8
1999-01-11,4.63,0.05,92.6
1999-01-12,4.66,0.05,93.2
1999-01-13,4.61,0.05,92.2
1999-01-14,4.69,0.05,93.8
1999-01-15,4.97,0.05,99.39999999999999
1999-01-19,4.94,0.05,98.8
1999-01-20,4.88,0.05,97.6
1999-01-21,4.78,0.05,95.6
1999-01-22,4.77,0.05,95.39999999999999
1999-01-25,4.8,0.05,95.99999999999999
1999-01-26,4.8,0.05,95.99999999999999
1999-01-27,4.75,0.05,95.0
1999-01-28,4.81,0.05,96.19999999999999
1999-01-29,4.73,0.05,94.60000000000001
1999-02-01,4.67,0.05,93.39999999999999
1999-02-02,4.73,0.05,94.60000000000001
1999-02-03,4.81,0.05,96.19999999999999
1999-02-04,4.83,0.05,96.6
1999-02-05,4.83,0.05,96.6
1999-02-08,4.86,0.05,97.2
1999-02-09,5.53,0.05,110.6
1999-02-10,5.5,0.05,110.0
1999-02-11,5.58,0.05,111.6
1999-02-12,5.53,0.05,110.6
1999-02-16,5.42,0.05,108.39999999999999
1999-02-17,5.14,0.05,102.79999999999998
1999-02-18,5.38,0.05,107.6
1999-02-19,5.34,0.05,106.8
1999-02-22,5.36,0.05,107.2
1999-02-23,5.39,0.05,107.79999999999998
1999-02-24,5.36,0.05,107.2
1999-02-25,5.34,0.05,106.8
1999-02-26,5.34,0.05,106.8
1999-03-01,5.44,0.05,108.8
1999-03-02,5.47,0.05,109.39999999999999
1999-03-03,5.41,0.05,108.2
1999-03-04,5.34,0.05,106.8
1999-03-05,5.39,0.05,107.79999999999998
1999-03-08,5.27,0.05,105.39999999999999
1999-03-09,5.44,0.05,108.8
1999-03-10,5.42,0.05,108.39999999999999
1999-03-11,5.48,0.05,109.60000000000001
1999-03-12,5.28,0.05,105.6
1999-03-15,5.27,0.05,105.39999999999999
1999-03-16,5.17,0.05,103.39999999999999
1999-03-17,5.06,0.05,101.19999999999999
1999-03-18,5.16,0.05,103.2
1999-03-19,5.09,0.05,101.8
1999-03-22,5.13,0.05,102.6
1999-03-23,5.13,0.05,102.6
1999-03-24,5.08,0.05,101.6
1999-03-25,5.11,0.05,102.2
1999-03-26,5.16,0.05,103.2
1999-03-29,5.28,0.05,105.6
1999-03-30,5.63,0.05,112.6
1999-03-31,5.56,0.05,111.19999999999999
1999-04-01,5.48,0.05,109.60000000000001
1999-04-05,5.55,0.05,110.99999999999999
1999-04-06,5.55,0.05,110.99999999999999
1999-04-07,5.41,0.05,108.2
1999-04-08,5.5,0.05,110.0
1999-04-09,5.63,0.05,112.6
1999-04-12,5.66,0.05,113.2
1999-04-13,5.84,0.05,116.8
1999-04-14,5.81,0.05,116.19999999999999
1999-04-15,5.63,0.05,112.6
1999-04-16,5.67,0.05,113.39999999999999
1999-04-19,5.8,0.05,115.99999999999999
1999-04-20,5.67,0.05,113.39999999999999
1999-04-21,5.69,0.05,113.8
1999-04-22,5.75,0.05,115.0
1999-04-23,5.72,0.05,114.39999999999999
1999-04-26,5.84,0.05,116.8
1999-04-27,5.7,0.05,114.0
1999-04-28,5.75,0.05,115.0
1999-04-29,5.72,0.05,114.39999999999999
1999-04-30,5.72,0.05,114.39999999999999
1999-05-03,5.77,0.05,115.39999999999999
1999-05-04,5.78,0.05,115.6
1999-05-05,5.73,0.05,114.60000000000001
1999-05-06,5.88,0.05,117.6
1999-05-07,6.09,0.05,121.8
1999-05-10,6.08,0.05,121.6
1999-05-11,6.05,0.05,120.99999999999999
1999-05-12,6.09,0.05,121.8
1999-05-13,6.09,0.05,121.8
1999-05-14,6.03,0.05,120.6
1999-05-17,6.03,0.06,100.50000000000001
1999-05-18,6.08,0.06,101.33333333333334
1999-05-19,6.11,0.06,101.83333333333334
1999-05-20,6.06,0.06,101.0
1999-05-21,5.98,0.06,99.66666666666667
1999-05-24,5.97,0.06,99.5
1999-05-25,5.86,0.06,97.66666666666667
1999-05-26,5.98,0.06,99.66666666666667
1999-05-27,6.19,0.06,103.16666666666667
1999-05-28,6.39,0.06,106.5
1999-06-01,6.66,0.06,111.0
1999-06-02,6.7,0.06,111.66666666666667
1999-06-03,6.83,0.06,113.83333333333334
1999-06-04,6.81,0.06,113.5
1999-06-07,6.73,0.06,112.16666666666667
1999-06-08,6.5,0.06,108.33333333333334
1999-06-09,6.45,0.06,107.5
1999-06-10,6.41,0.06,106.83333333333334
1999-06-11,6.34,0.06,105.66666666666667
1999-06-14,6.34,0.06,105.66666666666667
1999-06-15,6.34,0.06,105.66666666666667
1999-06-16,6.36,0.06,106.00000000000001
1999-06-17,6.48,0.06,108.00000000000001
1999-06-18,6.42,0.06,107.0
1999-06-21,6.41,0.06,106.83333333333334
1999-06-22,6.34,0.06,105.66666666666667
1999-06-23,6.34,0.06,105.66666666666667
