date,FBHS,FBHS_SHE,PB Ratio
2011-09-30,1924480000.0,,
2011-10-03,1908960000.0,,
2011-10-04,1908960000.0,,
2011-10-05,1893440000.0,,
2011-10-06,1980352000.0,,
2011-10-07,1916720000.0,,
2011-10-10,1919823999.9999998,,
2011-10-11,1936896000.0,,
2011-10-12,1955520000.0,,
2011-10-13,1958623999.9999998,,
2011-10-14,2019152000.0,,
2011-10-17,2129344000.0,,
2011-10-18,2247296000.0,,
2011-10-19,2337312000.0,,
2011-10-20,2317136000.0,,
2011-10-21,2320240000.0,,
2011-10-24,2452160000.0,,
2011-10-25,2293856000.0,,
2011-10-26,2309376000.0,,
2011-10-27,2393184000.0,,
2011-10-28,2315584000.0,,
2011-10-31,2255056000.0,,
2011-11-01,2276784000.0,,
2011-11-02,2338864000.0,,
2011-11-03,2328000000.0,,
2011-11-04,2328000000.0,,
2011-11-07,2295408000.0,,
2011-11-08,2341968000.0,,
2011-11-09,2312480000.0,,
2011-11-10,2436640000.0,2124900000.0,1.1467080803802532
2011-11-11,2366800000.0,2124900000.0,1.1138406513247683
2011-11-14,2332656000.0,2124900000.0,1.0977721304531978
2011-11-15,2404048000.0,2124900000.0,1.1313699468210268
2011-11-16,2334208000.0,2124900000.0,1.0985025177655419
2011-11-17,2410256000.0,2124900000.0,1.1342914960704034
2011-11-18,2407152000.0,2124900000.0,1.1328307214457152
2011-11-21,2368352000.0,2124900000.0,1.1145710386371124
2011-11-22,2385424000.0,2124900000.0,1.1226052990728976
2011-11-23,2376112000.0,2124900000.0,1.1182229751988328
2011-11-25,2397840000.0,2124900000.0,1.1284483975716504
2011-11-28,2478544000.0,2124900000.0,1.1664285378135442
2011-11-29,2484752000.0000005,2124900000.0,1.1693500870629208
2011-11-30,2588736000.0,2124900000.0,1.218286036989976
2011-12-01,2481648000.0,2124900000.0,1.1678893124382324
2011-12-02,2563904000.0,2124900000.0,1.2065998399924702
2011-12-05,2553040000.0,2124900000.0,1.2014871288060616
2011-12-06,2556144000.0,2124900000.0,1.2029479034307498
2011-12-07,2553040000.0,2124900000.0,1.2014871288060616
2011-12-08,2546832000.0,2124900000.0,1.198565579556685
2011-12-09,2639952000.0000005,2124900000.0,1.242388818297332
2011-12-12,2532864000.0,2124900000.0,1.1919920937455881
2011-12-13,2449056000.0,2124900000.0,1.1525511788790062
2011-12-14,2480096000.0,2124900000.0,1.1671589251258883
2011-12-15,2469232000.0,2124900000.0,1.1620462139394796
2011-12-16,2419568000.0,2124900000.0,1.138673819944468
2011-12-19,2379216000.0,2124900000.0,1.119683749823521
2011-12-20,2444400000.0,2124900000.0,1.1503600169419737
2011-12-21,2514240000.0,2124900000.0,1.1832274459974588
2011-12-22,2553040000.0,2124900000.0,1.2014871288060616
2011-12-23,2591840000.0,2124900000.0,1.2197468116146641
2011-12-27,2584080000.0,2124900000.0,1.2160948750529437
2011-12-28,2543728000.0,2124900000.0,1.1971048049319968
2011-12-29,2582528000.0,2124900000.0,1.2153644877405996
2011-12-30,2643056000.0,2124900000.0,1.24384959292202
2012-01-03,2761844000.0,2124900000.0,1.2997524589392442
2012-01-04,2796326000.0,2124900000.0,1.3159800461198174
2012-01-05,2845585999.9999995,2124900000.0,1.339162313520636
2012-01-06,2898130000.0,2124900000.0,1.3638900654148431
2012-01-09,2919476000.0,2124900000.0,1.3739357146218645
2012-01-10,2958884000.0,2124900000.0,1.3924815285425196
2012-01-11,2952316000.0,2124900000.0,1.3893905595557439
2012-01-12,3003218000.0,2124900000.0,1.4133455692032566
2012-01-13,2991724000.0,2124900000.0,1.407936373476399
2012-01-17,2942464000.0000005,2124900000.0,1.3847541060755804
2012-01-18,2924402000.0,2124900000.0,1.3762539413619463
2012-01-19,2972020000.0,2124900000.0,1.3986634665160713
2012-01-20,2937538000.0,2124900000.0,1.382435879335498
2012-01-23,2919476000.0,2124900000.0,1.3739357146218645
2012-01-24,2932612000.0,2124900000.0,1.3801176525954162
2012-01-25,2939180000.0,2124900000.0,1.3832086215821922
2012-01-26,2940822000.0,2124900000.0,1.383981363828886
2012-01-27,2947390000.0,2124900000.0,1.387072332815662
2012-01-30,3008144000.0,2124900000.0,1.4156637959433385
2012-01-31,3049194000.0,2124900000.0,1.4349823521106875
2012-02-01,3101738000.0,2124900000.0,1.4597101040048943
2012-02-02,3160850000.0,2124900000.0,1.487528824885877
2012-02-03,3210110000.0,2124900000.0,1.5107110922866958
2012-02-06,3093528000.0,2124900000.0,1.4558463927714245
2012-02-07,3062330000.0,2124900000.0,1.4411642900842392
2012-02-08,3137862000.0,2124900000.0,1.4767104334321615
2012-02-09,3155924000.0,2124900000.0,1.485210598145795
2012-02-10,3175628000.0,2124900000.0,1.4944835051061227
2012-02-13,3205184000.0,2124900000.0,1.508392865546614
2012-02-14,3238024000.0,2124900000.0,1.5238477104804933
2012-02-15,3200257999.9999995,2124900000.0,1.5060746388065318
2012-02-16,3205184000.0,2124900000.0,1.508392865546614
2012-02-17,3172344000.0,2124900000.0,1.4929380206127347
2012-02-21,3195332000.0,2124900000.0,1.5037564120664502
2012-02-22,3159207999.9999995,2120800000.0,1.4896303281780459
2012-02-23,3242950000.0,2120800000.0,1.5291163711806866
2012-02-24,3187122000.0,2120800000.0,1.5027923425122596
2012-02-27,3193690000.0,2120800000.0,1.5058892870614862
2012-02-28,3159207999.9999995,2120800000.0,1.4896303281780459
2012-02-29,3175628000.0,2120800000.0,1.4973726895511128
2012-03-01,3180554000.0,2120800000.0,1.4996953979630328
2012-03-02,3144430000.0,2120800000.0,1.482662202942286
2012-03-05,3160850000.0,2120800000.0,1.4904045643153527
2012-03-06,3123084000.0,2120800000.0,1.4725971331572991
2012-03-07,3201900000.0,2120800000.0,1.5097604677480196
2012-03-08,3305346000.0,2120800000.0,1.5585373443983404
2012-03-09,3439990000.0,2120800000.0,1.6220247076574876
2012-03-12,3451484000.0,2120800000.0,1.6274443606186344
2012-03-13,3541794000.0,2120800000.0,1.6700273481705017
2012-03-14,3485966000.0,2120800000.0,1.6437033195020747
2012-03-15,3497460000.0,2120800000.0,1.6491229724632215
2012-03-16,3515522000.0,2120800000.0,1.6576395699735949
2012-03-19,3522090000.0,2120800000.0,1.6607365145228217
2012-03-20,3474472000.0,2120800000.0,1.638283666540928
2012-03-21,3467904000.0,2120800000.0,1.6351867219917013
2012-03-22,3495818000.0,2120800000.0,1.6483487363259148
2012-03-23,3502385999.9999995,2120800000.0,1.6514456808751412
2012-03-26,3548362000.0,2120800000.0,1.6731242927197285
2012-03-27,3554930000.0,2120800000.0,1.676221237268955
2012-03-28,3653450000.0,2120800000.0,1.7226754055073557
2012-03-29,3645240000.0,2120800000.0,1.7188042248208224
2012-03-30,3623894000.0,2120800000.0,1.7087391550358355
2012-04-02,3564782000.0,2120800000.0,1.6808666540927952
2012-04-03,3548362000.0,2120800000.0,1.6731242927197285
2012-04-04,3504028000.0,2120800000.0,1.652219917012448
2012-04-05,3510596000.0,2120800000.0,1.655316861561675
2012-04-09,3448200000.0,2120800000.0,1.625895888344021
2012-04-10,3318482000.0,2120800000.0,1.5647312334967938
2012-04-11,3372668000.0,2120800000.0,1.590281026027914
2012-04-12,3446557999.9999995,2120800000.0,1.6251216522067142
2012-04-13,3397298000.0,2120800000.0,1.601894568087514
2012-04-16,3402224000.0,2120800000.0,1.6042172764994342
2012-04-17,3398940000.0,2120800000.0,1.6026688042248207
2012-04-18,3394014000.0000005,2120800000.0,1.600346095812901
2012-04-19,3352964000.0000005,2120800000.0,1.580990192380234
2012-04-20,3398940000.0,2120800000.0,1.6026688042248207
2012-04-23,3348038000.0,2120800000.0,1.578667483968314
2012-04-24,3357890000.0,2120800000.0,1.5833129007921538
2012-04-25,3402224000.0,2120800000.0,1.6042172764994342
2012-04-26,3389088000.0,2120800000.0,1.5980233874009808
2012-04-27,3699426000.0,2120800000.0,1.7443540173519427
2012-04-30,3733907999.9999995,2120800000.0,1.7606129762353826
2012-05-01,3848848000.0,2120800000.0,1.8148095058468503
2012-05-02,3919454000.0,2120800000.0,1.8481016597510374
2012-05-03,3838996000.0,2120800000.0,1.8101640890230102
2012-05-04,3837354000.0,2180500000.0,1.7598504930061913
2012-05-07,3842280000.0,2180500000.0,1.7621096078880991
2012-05-08,3797946000.0,2180500000.0,1.7417775739509287
2012-05-09,3768390000.0,2180500000.0,1.7282228846594818
2012-05-10,3806156000.0,2180500000.0,1.7455427654207751
2012-05-11,3947368000.0,2180500000.0,1.8103040587021326
2012-05-14,3898107999.9999995,2180500000.0,1.7877129098830542
2012-05-15,3878404000.0,2180500000.0,1.778676450355423
2012-05-16,3866910000.0,2180500000.0,1.7734051822976382
2012-05-17,3694500000.0,2180500000.0,1.6943361614308645
