date,SPG,SPG_SHE,PB Ratio
,,4830780000.0,
2001-05-15,,13952000.0,
2001-07-02,47116.92,13952000.0,0.0033770728211009174
2001-07-03,47203.119999999995,13952000.0,0.0033832511467889906
2001-07-05,47323.799999999996,13952000.0,0.0033919008027522932
2001-07-06,47203.119999999995,13952000.0,0.0033832511467889906
2001-07-09,46461.799999999996,13952000.0,0.0033301175458715594
2001-07-10,46530.759999999995,13952000.0,0.003335060206422018
2001-07-11,46479.04,13952000.0,0.0033313532110091745
2001-07-12,46565.240000000005,13952000.0,0.003337531536697248
2001-07-13,46565.240000000005,13952000.0,0.003337531536697248
2001-07-16,46548.0,13952000.0,0.003336295871559633
2001-07-17,46565.240000000005,13952000.0,0.003337531536697248
2001-07-18,46634.200000000004,13952000.0,0.0033424741972477067
2001-07-19,46892.799999999996,13952000.0,0.0033610091743119263
2001-07-20,47168.64,13952000.0,0.0033807798165137615
2001-07-23,46823.840000000004,13952000.0,0.0033560665137614683
2001-07-24,46237.68,13952000.0,0.0033140538990825688
2001-07-25,46392.840000000004,13952000.0,0.0033251748853211013
2001-07-26,46203.200000000004,13952000.0,0.0033115825688073398
2001-07-27,46151.479999999996,13952000.0,0.003307875573394495
2001-07-30,45599.799999999996,13952000.0,0.0032683342889908255
2001-07-31,45358.439999999995,13952000.0,0.0032510349770642198
2001-08-01,45754.96,13952000.0,0.0032794552752293577
2001-08-02,45634.28,13952000.0,0.003270805619266055
2001-08-03,45841.159999999996,13952000.0,0.003285633600917431
2001-08-06,45806.68,13952000.0,0.003283162270642202
2001-08-07,45927.36,13952000.0,0.0032918119266055045
2001-08-08,46168.72,13952000.0,0.0033091112385321103
2001-08-09,46651.439999999995,13952000.0,0.0033437098623853205
2001-08-10,47220.36,13952000.0,0.0033844868119266057
2001-08-13,47323.799999999996,13952000.0,0.0033919008027522932
2001-08-14,47599.64,13936000.0,0.0034155884041331803
2001-08-15,48289.240000000005,13936000.0,0.003465071756601608
2001-08-16,47841.0,13936000.0,0.0034329075774971298
2001-08-17,48237.520000000004,13936000.0,0.0034613605051664756
2001-08-20,48806.439999999995,13936000.0,0.0035021842709529274
2001-08-21,49444.32,13936000.0,0.0035479563719862228
2001-08-22,49358.119999999995,13936000.0,0.003541770952927669
2001-08-23,48651.28,13936000.0,0.0034910505166475315
2001-08-24,47547.92,13936000.0,0.003411877152698048
2001-08-27,47754.799999999996,13936000.0,0.003426722158438576
