date,ALL,ALL_SHE,PB Ratio
2000-08-07,,16125000000.0,
2000-10-02,25908750000.0,16125000000.0,1.6067441860465117
2000-10-03,24762150000.0,16125000000.0,1.5356372093023256
2000-10-04,25357500000.0,16125000000.0,1.5725581395348838
2000-10-05,25357500000.0,16125000000.0,1.5725581395348838
2000-10-06,25085550000.0,16125000000.0,1.555693023255814
2000-10-09,24534300000.0,16125000000.0,1.521506976744186
2000-10-10,24806250000.0,16125000000.0,1.5383720930232558
2000-10-11,24762150000.0,16125000000.0,1.5356372093023256
2000-10-12,23431800000.0,16125000000.0,1.4531348837209301
2000-10-13,23747850000.0,16125000000.0,1.4727348837209302
2000-10-16,24166800000.0,16125000000.0,1.4987162790697675
2000-10-17,23108400000.0,16125000000.0,1.4330790697674418
2000-10-18,24027150000.0,16125000000.0,1.4900558139534883
2000-10-19,25680900000.0,16125000000.0,1.592613953488372
2000-10-20,25357500000.0,16125000000.0,1.5725581395348838
2000-10-23,24990000000.0,16125000000.0,1.5497674418604652
2000-10-24,26687850000.0,16125000000.0,1.655060465116279
2000-10-25,27055350000.0,16125000000.0,1.6778511627906976
2000-10-26,27011250000.0,16125000000.0,1.6751162790697673
2000-10-27,27378750000.0,16125000000.0,1.6979069767441861
2000-10-30,29400000000.0,16125000000.0,1.8232558139534885
2000-10-31,29583750000.0,16125000000.0,1.8346511627906976
2000-11-01,28665000000.0,16125000000.0,1.7776744186046511
2000-11-02,28157850000.0,16125000000.0,1.7462232558139534
2000-11-03,26871600000.0,16125000000.0,1.6664558139534884
2000-11-06,27195000000.0,16125000000.0,1.6865116279069767
2000-11-07,27334650000.0,16125000000.0,1.6951720930232559
2000-11-08,28113750000.0,16125000000.0,1.7434883720930232
2000-11-09,28341600000.0,16125000000.0,1.7576186046511628
2000-11-10,28025550000.0,16125000000.0,1.7380186046511628
2000-11-13,28157850000.0,16794000000.0,1.6766613076098607
2000-11-14,28709100000.0,16794000000.0,1.7094855305466239
2000-11-15,28341600000.0,16794000000.0,1.6876027152554485
2000-11-16,28665000000.0,16794000000.0,1.7068595927116827
2000-11-17,28665000000.0,16794000000.0,1.7068595927116827
2000-11-20,28209300000.0,16794000000.0,1.6797249017506253
2000-11-21,27930000000.0,16794000000.0,1.663093962129332
2000-11-22,28069650000.0,16794000000.0,1.6714094319399786
2000-11-24,27930000000.0,16794000000.0,1.663093962129332
2000-11-27,27378750000.0,16794000000.0,1.6302697391925687
2000-11-28,27702150000.0,16794000000.0,1.6495266166488032
