date,close price,MRO_SHE,MRO_TA,MRO_TL,market cap,PB Ratio
,,0.0,0.0,0.0,,
1970-01-02,5.76,0.0,0.0,0.0,,
1970-01-05,5.8,0.0,0.0,0.0,,
1970-01-06,5.7,0.0,0.0,0.0,,
1970-01-07,5.76,0.0,0.0,0.0,,
1970-01-08,5.97,0.0,0.0,0.0,,
1970-01-09,5.86,0.0,0.0,0.0,,
1970-01-12,5.76,0.0,0.0,0.0,,
1970-01-13,5.76,0.0,0.0,0.0,,
1970-01-14,5.7,0.0,0.0,0.0,,
1970-01-15,5.68,0.0,0.0,0.0,,
1970-01-16,5.65,0.0,0.0,0.0,,
1970-01-19,5.7,0.0,0.0,0.0,,
1970-01-20,5.63,0.0,0.0,0.0,,
1970-01-21,5.63,0.0,0.0,0.0,,
1970-01-22,5.61,0.0,0.0,0.0,,
1970-01-23,5.59,0.0,0.0,0.0,,
1970-01-26,5.45,0.0,0.0,0.0,,
1970-01-27,5.39,0.0,0.0,0.0,,
1970-01-28,5.49,0.0,0.0,0.0,,
1970-01-29,5.41,0.0,0.0,0.0,,
1970-01-30,5.51,0.0,0.0,0.0,,
1970-02-02,5.45,0.0,0.0,0.0,,
1970-02-03,5.59,0.0,0.0,0.0,,
1970-02-04,5.61,0.0,0.0,0.0,,
1970-02-05,5.49,0.0,0.0,0.0,,
1970-02-06,5.57,0.0,0.0,0.0,,
1970-02-09,5.61,0.0,0.0,0.0,,
1970-02-10,5.59,0.0,0.0,0.0,,
1970-02-11,5.63,0.0,0.0,0.0,,
1970-02-12,5.68,0.0,0.0,0.0,,
1970-02-13,5.61,0.0,0.0,0.0,,
1970-02-16,5.7,0.0,0.0,0.0,,
1970-02-17,5.8,0.0,0.0,0.0,,
1970-02-18,5.94,0.0,0.0,0.0,,
1970-02-19,5.94,0.0,0.0,0.0,,
1970-02-20,6.01,0.0,0.0,0.0,,
1970-02-24,5.99,0.0,0.0,0.0,,
1970-02-25,6.19,0.0,0.0,0.0,,
1970-02-26,6.17,0.0,0.0,0.0,,
1970-02-27,6.17,0.0,0.0,0.0,,
1970-03-02,6.23,0.0,0.0,0.0,,
1970-03-03,6.38,0.0,0.0,0.0,,
1970-03-04,6.46,0.0,0.0,0.0,,
1970-03-05,6.46,0.0,0.0,0.0,,
1970-03-06,6.4,0.0,0.0,0.0,,
1970-03-09,6.21,0.0,0.0,0.0,,
1970-03-10,6.21,0.0,0.0,0.0,,
1970-03-11,6.3,0.0,0.0,0.0,,
1970-03-12,6.28,0.0,0.0,0.0,,
1970-03-13,6.28,0.0,0.0,0.0,,
1970-03-16,6.11,0.0,0.0,0.0,,
1970-03-17,6.19,0.0,0.0,0.0,,
1970-03-18,6.13,0.0,0.0,0.0,,
1970-03-19,6.09,0.0,0.0,0.0,,
1970-03-20,6.05,0.0,0.0,0.0,,
1970-03-23,6.05,0.0,0.0,0.0,,
1970-03-24,6.19,0.0,0.0,0.0,,
1970-03-25,6.25,0.0,0.0,0.0,,
1970-03-26,6.25,0.0,0.0,0.0,,
1970-03-30,6.15,0.0,0.0,0.0,,
1970-03-31,6.19,0.0,0.0,0.0,,
1970-04-01,6.36,0.0,0.0,0.0,,
1970-04-02,6.38,0.0,0.0,0.0,,
1970-04-03,6.36,0.0,0.0,0.0,,
1970-04-06,6.34,0.0,0.0,0.0,,
1970-04-07,6.44,0.0,0.0,0.0,,
1970-04-08,6.44,0.0,0.0,0.0,,
1970-04-09,6.42,0.0,0.0,0.0,,
1970-04-10,6.32,0.0,0.0,0.0,,
1970-04-13,6.25,0.0,0.0,0.0,,
1970-04-14,6.21,0.0,0.0,0.0,,
1970-04-15,6.4,0.0,0.0,0.0,,
1970-04-16,6.23,0.0,0.0,0.0,,
1970-04-17,6.11,0.0,0.0,0.0,,
1970-04-20,6.21,0.0,0.0,0.0,,
1970-04-21,6.19,0.0,0.0,0.0,,
1970-04-22,6.19,0.0,0.0,0.0,,
1970-04-23,6.03,0.0,0.0,0.0,,
1970-04-24,5.99,0.0,0.0,0.0,,
1970-04-27,5.88,0.0,0.0,0.0,,
1970-04-28,5.86,0.0,0.0,0.0,,
1970-04-29,5.88,0.0,0.0,0.0,,
1970-04-30,5.84,0.0,0.0,0.0,,
1970-05-01,5.88,0.0,0.0,0.0,,
1970-05-04,5.63,0.0,0.0,0.0,,
1970-05-05,5.65,0.0,0.0,0.0,,
1970-05-06,5.72,0.0,0.0,0.0,,
1970-05-07,5.76,0.0,0.0,0.0,,
1970-05-08,5.8,0.0,0.0,0.0,,
1970-05-11,5.76,0.0,0.0,0.0,,
1970-05-12,5.8,0.0,0.0,0.0,,
1970-05-13,5.8,0.0,0.0,0.0,,
1970-05-14,5.61,0.0,0.0,0.0,,
1970-05-15,5.63,0.0,0.0,0.0,,
1970-05-18,5.65,0.0,0.0,0.0,,
1970-05-19,5.51,0.0,0.0,0.0,,
1970-05-20,5.47,0.0,0.0,0.0,,
1970-05-21,5.43,0.0,0.0,0.0,,
1970-05-22,5.39,0.0,0.0,0.0,,
1970-05-25,5.2,0.0,0.0,0.0,,
1970-05-26,5.1,0.0,0.0,0.0,,
1970-05-27,5.3,0.0,0.0,0.0,,
1970-05-28,5.47,0.0,0.0,0.0,,
1970-05-29,5.55,0.0,0.0,0.0,,
1970-06-01,5.59,0.0,0.0,0.0,,
1970-06-02,5.57,0.0,0.0,0.0,,
1970-06-03,5.51,0.0,0.0,0.0,,
1970-06-04,5.49,0.0,0.0,0.0,,
1970-06-05,5.32,0.0,0.0,0.0,,
1970-06-08,5.41,0.0,0.0,0.0,,
1970-06-09,5.49,0.0,0.0,0.0,,
1970-06-10,5.41,0.0,0.0,0.0,,
1970-06-11,5.36,0.0,0.0,0.0,,
1970-06-12,5.36,0.0,0.0,0.0,,
1970-06-15,5.39,0.0,0.0,0.0,,
1970-06-16,5.59,0.0,0.0,0.0,,
1970-06-17,5.47,0.0,0.0,0.0,,
1970-06-18,5.51,0.0,0.0,0.0,,
1970-06-19,5.47,0.0,0.0,0.0,,
1970-06-22,5.36,0.0,0.0,0.0,,
1970-06-23,5.3,0.0,0.0,0.0,,
1970-06-24,5.22,0.0,0.0,0.0,,
1970-06-25,5.2,0.0,0.0,0.0,,
1970-06-26,5.2,0.0,0.0,0.0,,
1970-06-29,5.16,0.0,0.0,0.0,,
1970-06-30,5.18,0.0,0.0,0.0,,
1970-07-01,5.14,0.0,0.0,0.0,,
1970-07-02,5.14,0.0,0.0,0.0,,
1970-07-06,5.07,0.0,0.0,0.0,,
1970-07-07,4.99,0.0,0.0,0.0,,
1970-07-08,5.03,0.0,0.0,0.0,,
1970-07-09,5.18,0.0,0.0,0.0,,
1970-07-10,5.12,0.0,0.0,0.0,,
1970-07-13,5.12,0.0,0.0,0.0,,
1970-07-14,5.07,0.0,0.0,0.0,,
1970-07-15,5.05,0.0,0.0,0.0,,
1970-07-16,5.05,0.0,0.0,0.0,,
1970-07-17,5.05,0.0,0.0,0.0,,
1970-07-20,5.05,0.0,0.0,0.0,,
1970-07-21,5.01,0.0,0.0,0.0,,
1970-07-22,4.99,0.0,0.0,0.0,,
1970-07-23,5.05,0.0,0.0,0.0,,
1970-07-24,5.05,0.0,0.0,0.0,,
1970-07-27,5.01,0.0,0.0,0.0,,
1970-07-28,4.99,0.0,0.0,0.0,,
1970-07-29,5.12,0.0,0.0,0.0,,
1970-07-30,5.14,0.0,0.0,0.0,,
1970-07-31,5.16,0.0,0.0,0.0,,
1970-08-03,5.14,0.0,0.0,0.0,,
1970-08-04,5.14,0.0,0.0,0.0,,
1970-08-05,5.07,0.0,0.0,0.0,,
1970-08-06,5.03,0.0,0.0,0.0,,
1970-08-07,5.03,0.0,0.0,0.0,,
1970-08-10,4.95,0.0,0.0,0.0,,
1970-08-11,4.95,0.0,0.0,0.0,,
1970-08-12,4.91,0.0,0.0,0.0,,
1970-08-13,4.95,0.0,0.0,0.0,,
1970-08-14,4.95,0.0,0.0,0.0,,
1970-08-17,4.91,0.0,0.0,0.0,,
1970-08-18,4.89,0.0,0.0,0.0,,
1970-08-19,4.89,0.0,0.0,0.0,,
1970-08-20,4.95,0.0,0.0,0.0,,
1970-08-21,5.16,0.0,0.0,0.0,,
1970-08-24,5.05,0.0,0.0,0.0,,
1970-08-25,5.12,0.0,0.0,0.0,,
1970-08-26,5.14,0.0,0.0,0.0,,
1970-08-27,5.1,0.0,0.0,0.0,,
1970-08-28,5.22,0.0,0.0,0.0,,
1970-08-31,5.24,0.0,0.0,0.0,,
1970-09-01,5.24,0.0,0.0,0.0,,
1970-09-02,5.22,0.0,0.0,0.0,,
1970-09-03,5.3,0.0,0.0,0.0,,
1970-09-04,5.32,0.0,0.0,0.0,,
1970-09-08,5.32,0.0,0.0,0.0,,
1970-09-09,5.28,0.0,0.0,0.0,,
1970-09-10,5.28,0.0,0.0,0.0,,
1970-09-11,5.24,0.0,0.0,0.0,,
1970-09-14,5.3,0.0,0.0,0.0,,
1970-09-15,5.2,0.0,0.0,0.0,,
1970-09-16,5.22,0.0,0.0,0.0,,
1970-09-17,5.16,0.0,0.0,0.0,,
1970-09-18,5.2,0.0,0.0,0.0,,
1970-09-21,5.07,0.0,0.0,0.0,,
1970-09-22,5.03,0.0,0.0,0.0,,
1970-09-23,5.12,0.0,0.0,0.0,,
1970-09-24,5.36,0.0,0.0,0.0,,
1970-09-25,5.36,0.0,0.0,0.0,,
1970-09-28,5.34,0.0,0.0,0.0,,
1970-09-29,5.34,0.0,0.0,0.0,,
1970-09-30,5.36,0.0,0.0,0.0,,
1970-10-01,5.2,0.0,0.0,0.0,,
1970-10-02,5.1,0.0,0.0,0.0,,
1970-10-05,5.12,0.0,0.0,0.0,,
1970-10-06,5.41,0.0,0.0,0.0,,
1970-10-07,5.47,0.0,0.0,0.0,,
1970-10-08,5.26,0.0,0.0,0.0,,
1970-10-09,5.2,0.0,0.0,0.0,,
1970-10-12,5.16,0.0,0.0,0.0,,
1970-10-13,5.07,0.0,0.0,0.0,,
1970-10-14,5.1,0.0,0.0,0.0,,
1970-10-15,5.05,0.0,0.0,0.0,,
1970-10-16,5.01,0.0,0.0,0.0,,
1970-10-19,5.05,0.0,0.0,0.0,,
1970-10-20,5.03,0.0,0.0,0.0,,
1970-10-21,5.01,0.0,0.0,0.0,,
1970-10-22,5.03,0.0,0.0,0.0,,
1970-10-23,4.99,0.0,0.0,0.0,,
1970-10-26,4.97,0.0,0.0,0.0,,
1970-10-27,4.99,0.0,0.0,0.0,,
1970-10-28,4.97,0.0,0.0,0.0,,
1970-10-29,4.99,0.0,0.0,0.0,,
1970-10-30,4.93,0.0,0.0,0.0,,
1970-11-02,4.95,0.0,0.0,0.0,,
1970-11-03,4.97,0.0,0.0,0.0,,
1970-11-04,4.95,0.0,0.0,0.0,,
1970-11-05,4.95,0.0,0.0,0.0,,
1970-11-06,5.01,0.0,0.0,0.0,,
1970-11-09,5.05,0.0,0.0,0.0,,
1970-11-10,5.07,0.0,0.0,0.0,,
1970-11-11,5.1,0.0,0.0,0.0,,
1970-11-12,4.97,0.0,0.0,0.0,,
1970-11-13,4.93,0.0,0.0,0.0,,
1970-11-16,4.97,0.0,0.0,0.0,,
1970-11-17,4.95,0.0,0.0,0.0,,
1970-11-18,4.89,0.0,0.0,0.0,,
1970-11-19,4.87,0.0,0.0,0.0,,
1970-11-20,4.87,0.0,0.0,0.0,,
1970-11-23,4.81,0.0,0.0,0.0,,
1970-11-24,4.81,0.0,0.0,0.0,,
1970-11-25,4.72,0.0,0.0,0.0,,
1970-11-27,4.74,0.0,0.0,0.0,,
1970-11-30,4.81,0.0,0.0,0.0,,
1970-12-01,4.83,0.0,0.0,0.0,,
1970-12-02,4.85,0.0,0.0,0.0,,
1970-12-03,4.89,0.0,0.0,0.0,,
1970-12-04,4.97,0.0,0.0,0.0,,
1970-12-07,5.05,0.0,0.0,0.0,,
1970-12-08,4.97,0.0,0.0,0.0,,
1970-12-09,5.01,0.0,0.0,0.0,,
1970-12-10,5.05,0.0,0.0,0.0,,
1970-12-11,4.93,0.0,0.0,0.0,,
1970-12-14,4.95,0.0,0.0,0.0,,
1970-12-15,4.97,0.0,0.0,0.0,,
1970-12-16,4.97,0.0,0.0,0.0,,
1970-12-17,5.01,0.0,0.0,0.0,,
1970-12-18,4.97,0.0,0.0,0.0,,
1970-12-21,5.01,0.0,0.0,0.0,,
1970-12-22,5.01,0.0,0.0,0.0,,
1970-12-23,5.1,0.0,0.0,0.0,,
1970-12-24,5.24,0.0,0.0,0.0,,
1970-12-28,5.26,0.0,0.0,0.0,,
1970-12-29,5.47,0.0,0.0,0.0,,
1970-12-30,5.45,0.0,0.0,0.0,,
1970-12-31,5.41,0.0,0.0,0.0,,
1971-01-04,5.34,0.0,0.0,0.0,,
