date,close price,ALXN_SHE,ALXN_TA,ALXN_TL,market cap,PB Ratio
1996-08-05,1.56,,,,,
1996-08-06,1.56,,,,,
1996-08-07,1.53,,,,,
1996-08-08,1.66,,,,,
1996-08-09,1.75,,,,,
1996-08-12,1.75,,,,,
1996-08-13,1.75,,,,,
1996-08-14,1.75,,,,,
1996-08-15,1.75,,,,,
1996-08-16,1.75,,,,,
1996-08-19,1.75,,,,,
1996-08-20,1.73,,,,,
1996-08-21,1.75,,,,,
1996-08-22,1.75,,,,,
1996-08-23,1.78,,,,,
1996-08-26,1.91,,,,,
1996-08-27,1.97,,,,,
1996-08-28,2.06,,,,,
1996-08-29,2.06,,,,,
1996-08-30,2.13,,,,,
1996-09-03,2.03,,,,,
1996-09-04,1.95,,,,,
1996-09-05,1.94,,,,,
1996-09-06,1.88,,,,,
1996-09-09,1.81,,,,,
1996-09-10,1.84,,,,,
1996-09-11,1.84,,,,,
1996-09-12,1.84,,,,,
1996-09-13,1.81,,,,,
1996-09-16,1.88,,,,,
1996-09-17,1.88,,,,,
1996-09-18,1.88,,,,,
1996-09-19,1.78,,,,,
1996-09-20,1.78,,,,,
1996-09-23,1.84,,,,,
1996-09-24,1.78,,,,,
1996-09-25,2.16,,,,,
1996-09-26,2.53,,,,,
1996-09-27,2.47,,,,,
1996-09-30,2.5,,,,,
1996-10-01,2.53,,,,,
1996-10-02,2.5,,,,,
1996-10-03,2.56,,,,,
1996-10-04,2.5,,,,,
1996-10-07,2.47,,,,,
1996-10-08,2.5,,,,,
1996-10-09,2.5,,,,,
1996-10-10,2.47,,,,,
1996-10-11,2.47,,,,,
1996-10-14,2.5,,,,,
1996-10-15,2.47,,,,,
1996-10-16,2.5,,,,,
1996-10-17,2.47,,,,,
1996-10-18,2.47,,,,,
1996-10-21,2.5,,,,,
1996-10-22,2.44,,,,,
1996-10-23,2.34,,,,,
1996-10-24,2.38,,,,,
1996-10-25,2.38,,,,,
1996-10-28,2.44,,,,,
1996-10-29,2.44,,,,,
1996-10-30,2.44,,,,,
1996-10-31,2.5,,,,,
1996-11-01,2.47,,,,,
1996-11-04,2.38,,,,,
1996-11-05,2.39,,,,,
1996-11-06,2.38,,,,,
1996-11-07,2.38,,,,,
1996-11-08,2.44,,,,,
1996-11-11,2.44,,,,,
1996-11-12,2.41,,,,,
1996-11-13,2.38,,,,,
1996-11-14,2.41,,,,,
1996-11-15,2.38,,,,,
1996-11-18,2.34,,,,,
1996-11-19,2.31,,,,,
1996-11-20,2.27,,,,,
1996-11-21,2.19,,,,,
1996-11-22,2.19,,,,,
1996-11-25,2.13,,,,,
1996-11-26,2.16,,,,,
1996-11-27,2.16,,,,,
1996-11-29,2.2,,,,,
1996-12-02,2.47,,,,,
1996-12-03,2.44,,,,,
1996-12-04,2.47,,,,,
1996-12-05,2.44,,,,,
1996-12-06,2.31,,,,,
1996-12-09,2.25,,,,,
1996-12-10,2.28,,,,,
1996-12-11,2.25,,,,,
1996-12-12,2.22,,,,,
1996-12-13,2.16,,,,,
1996-12-16,2.25,,,,,
1996-12-17,2.19,,,,,
1996-12-18,2.16,,,,,
1996-12-19,2.16,,,,,
1996-12-20,2.13,,,,,
1996-12-23,2.13,,,,,
1996-12-24,2.09,,,,,
1996-12-26,2.19,,,,,
1996-12-27,2.09,,,,,
1996-12-30,2.13,,,,,
1996-12-31,2.17,,,,,
1997-01-02,2.19,,,,,
1997-01-03,2.19,,,,,
1997-01-06,2.22,,,,,
1997-01-07,2.22,,,,,
1997-01-08,2.22,,,,,
1997-01-09,2.25,,,,,
1997-01-10,2.3,,,,,
1997-01-13,2.69,,,,,
1997-01-14,2.72,,,,,
1997-01-15,2.72,,,,,
1997-01-16,2.44,,,,,
1997-01-17,2.56,,,,,
1997-01-20,2.66,,,,,
1997-01-21,2.69,,,,,
1997-01-22,2.78,,,,,
1997-01-23,2.89,,,,,
1997-01-24,2.94,,,,,
1997-01-27,3.06,,,,,
1997-01-28,3.0,,,,,
1997-01-29,2.91,,,,,
1997-01-30,2.97,,,,,
1997-01-31,3.03,,,,,
1997-02-03,3.0,,,,,
1997-02-04,2.97,,,,,
1997-02-05,2.94,,,,,
1997-02-06,3.0,,,,,
1997-02-07,3.0,,,,,
1997-02-10,3.06,,,,,
1997-02-11,3.06,,,,,
1997-02-12,3.0,,,,,
1997-02-13,2.97,,,,,
1997-02-14,3.03,,,,,
1997-02-18,3.06,,,,,
1997-02-19,3.0,,,,,
1997-02-20,3.03,,,,,
1997-02-21,2.97,,,,,
1997-02-24,2.94,,,,,
1997-02-25,2.94,,,,,
1997-02-26,2.78,,,,,
1997-02-27,2.84,,,,,
1997-02-28,2.84,,,,,
1997-03-03,2.81,,,,,
1997-03-04,2.81,,,,,
1997-03-05,2.69,,,,,
1997-03-06,2.75,,,,,
1997-03-07,2.72,,,,,
1997-03-10,2.75,,,,,
1997-03-11,2.78,,,,,
1997-03-12,2.78,,,,,
1997-03-13,2.78,,,,,
1997-03-14,2.69,,,,,
1997-03-17,2.69,,,,,
1997-03-18,2.66,,,,,
1997-03-19,2.59,,,,,
1997-03-20,2.59,,,,,
1997-03-21,2.59,,,,,
1997-03-24,2.59,,,,,
1997-03-25,2.63,,,,,
1997-03-26,2.56,,,,,
1997-03-27,2.59,,,,,
1997-03-31,2.59,,,,,
1997-04-01,2.59,,,,,
1997-04-02,2.59,,,,,
1997-04-03,2.59,,,,,
1997-04-04,2.5,,,,,
1997-04-07,2.53,,,,,
1997-04-08,2.5,,,,,
1997-04-09,2.5,,,,,
1997-04-10,2.47,,,,,
1997-04-11,2.5,,,,,
1997-04-14,2.5,,,,,
1997-04-15,2.48,,,,,
1997-04-16,2.47,,,,,
1997-04-17,2.47,,,,,
1997-04-18,2.5,,,,,
1997-04-21,2.5,,,,,
1997-04-22,2.47,,,,,
1997-04-23,2.47,,,,,
1997-04-24,2.48,,,,,
1997-04-25,2.44,,,,,
1997-04-28,2.44,,,,,
1997-04-29,2.25,,,,,
1997-04-30,2.19,,,,,
1997-05-01,2.09,,,,,
1997-05-02,2.16,,,,,
1997-05-05,2.03,,,,,
1997-05-06,2.13,,,,,
1997-05-07,2.14,,,,,
1997-05-08,2.09,,,,,
1997-05-09,2.09,,,,,
1997-05-12,2.13,,,,,
1997-05-13,2.16,,,,,
1997-05-14,2.14,,,,,
1997-05-15,2.09,,,,,
1997-05-16,2.14,,,,,
1997-05-19,2.06,,,,,
1997-05-20,2.06,,,,,
1997-05-21,2.13,,,,,
1997-05-22,2.14,,,,,
1997-05-23,2.17,,,,,
1997-05-27,2.25,,,,,
1997-05-28,2.31,,,,,
1997-05-29,2.25,,,,,
1997-05-30,2.25,,,,,
1997-06-02,2.16,,,,,
1997-06-03,2.09,,,,,
1997-06-04,2.06,,,,,
1997-06-05,2.06,,,,,
1997-06-06,2.16,,,,,
1997-06-09,2.19,,,,,
1997-06-10,2.17,,,,,
1997-06-11,2.25,,,,,
1997-06-12,2.25,,,,,
1997-06-13,2.31,,,,,
1997-06-16,2.31,,,,,
1997-06-17,2.28,,,,,
1997-06-18,2.22,,,,,
1997-06-19,2.25,,,,,
1997-06-20,2.28,,,,,
1997-06-23,2.22,,,,,
1997-06-24,2.25,,,,,
1997-06-25,2.25,,,,,
1997-06-26,2.16,,,,,
1997-06-27,2.22,,,,,
1997-06-30,2.22,,,,,
1997-07-01,2.06,,,,,
1997-07-02,2.13,,,,,
1997-07-03,2.16,,,,,
1997-07-07,2.25,,,,,
1997-07-08,2.23,,,,,
1997-07-09,2.28,,,,,
1997-07-10,2.25,,,,,
1997-07-11,2.3,,,,,
1997-07-14,2.33,,,,,
1997-07-15,2.59,,,,,
1997-07-16,2.63,,,,,
1997-07-17,2.56,,,,,
1997-07-18,2.59,,,,,
1997-07-21,2.66,,,,,
1997-07-22,2.5,,,,,
1997-07-23,2.47,,,,,
1997-07-24,2.41,,,,,
1997-07-25,2.7,,,,,
1997-07-28,2.63,,,,,
1997-07-29,2.28,,,,,
1997-07-30,2.44,,,,,
1997-07-31,2.63,,,,,
1997-08-01,2.66,,,,,
1997-08-04,2.53,,,,,
1997-08-05,2.47,,,,,
1997-08-06,2.41,,,,,
1997-08-07,2.45,,,,,
1997-08-08,2.53,,,,,
1997-08-11,2.41,,,,,
1997-08-12,2.38,,,,,
1997-08-13,2.41,,,,,
1997-08-14,2.33,,,,,
1997-08-15,2.34,,,,,
1997-08-18,2.34,,,,,
1997-08-19,2.31,,,,,
1997-08-20,2.52,,,,,
1997-08-21,2.84,,,,,
1997-08-22,2.66,,,,,
1997-08-25,2.81,,,,,
1997-08-26,2.81,,,,,
1997-08-27,2.75,,,,,
1997-08-28,2.69,,,,,
1997-08-29,2.75,,,,,
1997-09-02,2.81,,,,,
1997-09-03,2.69,,,,,
1997-09-04,2.67,,,,,
1997-09-05,2.69,,,,,
1997-09-08,2.63,,,,,
1997-09-09,2.72,,,,,
1997-09-10,2.88,,,,,
1997-09-11,2.94,,,,,
1997-09-12,3.2,,,,,
1997-09-15,3.16,,,,,
1997-09-16,3.38,,,,,
1997-09-17,3.22,,,,,
1997-09-18,3.06,,,,,
1997-09-19,3.0,,,,,
1997-09-22,3.0,,,,,
1997-09-23,3.0,,,,,
1997-09-24,3.72,,,,,
1997-09-25,3.5,,,,,
1997-09-26,3.34,,,,,
1997-09-29,3.59,,,,,
1997-09-30,3.69,,,,,
1997-10-01,3.69,,,,,
1997-10-02,3.84,,,,,
1997-10-03,3.77,,,,,
1997-10-06,3.72,,,,,
1997-10-07,3.75,,,,,
1997-10-08,3.78,,,,,
1997-10-09,3.63,,,,,
1997-10-10,3.56,,,,,
1997-10-13,3.59,,,,,
1997-10-14,3.63,,,,,
1997-10-15,3.78,,,,,
1997-10-16,3.59,,,,,
1997-10-17,3.59,,,,,
1997-10-20,3.53,,,,,
1997-10-21,3.5,,,,,
1997-10-22,3.56,,,,,
1997-10-23,3.5,,,,,
1997-10-24,3.33,,,,,
1997-10-27,2.94,,,,,
1997-10-28,3.19,,,,,
1997-10-29,3.13,,,,,
1997-10-30,2.94,,,,,
1997-10-31,2.94,,,,,
1997-11-03,3.0,,,,,
1997-11-04,3.09,,,,,
1997-11-05,3.22,,,,,
1997-11-06,3.19,,,,,
1997-11-07,3.14,,,,,
1997-11-10,3.08,,,,,
1997-11-11,3.0,,,,,
1997-11-12,2.94,,,,,
1997-11-13,2.81,,,,,
1997-11-14,2.88,,,,,
1997-11-17,2.94,,,,,
1997-11-18,2.94,,,,,
1997-11-19,2.88,,,,,
1997-11-20,2.95,,,,,
1997-11-21,3.03,,,,,
1997-11-24,2.81,,,,,
1997-11-25,2.91,,,,,
1997-11-26,2.78,,,,,
1997-11-28,2.64,,,,,
1997-12-01,2.75,,,,,
1997-12-02,2.72,,,,,
1997-12-03,2.56,,,,,
1997-12-04,2.59,,,,,
1997-12-05,2.59,,,,,
1997-12-08,2.97,,,,,
1997-12-09,2.78,,,,,
1997-12-10,2.66,,,,,
1997-12-11,2.59,,,,,
1997-12-12,2.69,,,,,
1997-12-15,2.78,,,,,
1997-12-16,2.84,,,,,
1997-12-17,3.06,,,,,
1997-12-18,3.06,,,,,
1997-12-19,3.16,,,,,
1997-12-22,3.17,,,,,
1997-12-23,3.09,,,,,
1997-12-24,3.09,,,,,
1997-12-26,3.09,,,,,
1997-12-29,2.91,,,,,
1997-12-30,2.91,,,,,
1997-12-31,3.13,,,,,
1998-01-02,2.97,,,,,
1998-01-05,2.97,,,,,
1998-01-06,3.0,,,,,
1998-01-07,3.0,,,,,
1998-01-08,2.94,,,,,
1998-01-09,3.03,,,,,
1998-01-12,3.0,,,,,
1998-01-13,3.25,,,,,
1998-01-14,3.25,,,,,
1998-01-15,3.38,,,,,
1998-01-16,3.38,,,,,
1998-01-20,3.31,,,,,
1998-01-21,3.59,,,,,
1998-01-22,3.25,,,,,
1998-01-23,3.25,,,,,
1998-01-26,3.14,,,,,
1998-01-27,3.28,,,,,
1998-01-28,3.09,,,,,
1998-01-29,3.28,,,,,
1998-01-30,3.31,,,,,
1998-02-02,3.16,,,,,
1998-02-03,3.06,,,,,
1998-02-04,3.09,,,,,
1998-02-05,3.16,,,,,
1998-02-06,3.25,,,,,
1998-02-09,3.06,,,,,
1998-02-10,3.09,,,,,
1998-02-11,3.16,,,,,
1998-02-12,3.19,,,,,
1998-02-13,3.25,,,,,
1998-02-17,3.06,,,,,
1998-02-18,3.38,,,,,
1998-02-19,3.3,,,,,
1998-02-20,3.31,,,,,
1998-02-23,3.17,,,,,
1998-02-24,3.23,,,,,
1998-02-25,3.31,,,,,
1998-02-26,3.25,,,,,
1998-02-27,3.34,,,,,
1998-03-02,3.31,,,,,
1998-03-03,3.5,,,,,
1998-03-04,3.47,,,,,
1998-03-05,3.53,,,,,
1998-03-06,3.75,,,,,
1998-03-09,3.56,,,,,
1998-03-10,3.52,,,,,
1998-03-11,3.66,,,,,
1998-03-12,3.56,,,,,
1998-03-13,3.53,,,,,
1998-03-16,3.52,,,,,
1998-03-17,3.44,,,,,
1998-03-18,3.41,,,,,
1998-03-19,3.44,,,,,
1998-03-20,3.44,,,,,
1998-03-23,3.47,,,,,
1998-03-24,3.47,,,,,
1998-03-25,3.44,,,,,
1998-03-26,3.41,,,,,
1998-03-27,3.34,,,,,
1998-03-30,3.31,,,,,
1998-03-31,3.09,,,,,
1998-04-01,3.13,,,,,
1998-04-02,3.09,,,,,
1998-04-03,3.13,,,,,
1998-04-06,3.16,,,,,
1998-04-07,3.42,,,,,
1998-04-08,3.27,,,,,
1998-04-09,3.47,,,,,
1998-04-13,3.31,,,,,
1998-04-14,3.34,,,,,
1998-04-15,3.22,,,,,
1998-04-16,3.38,,,,,
1998-04-17,3.25,,,,,
1998-04-20,3.31,,,,,
1998-04-21,3.31,,,,,
1998-04-22,3.44,,,,,
1998-04-23,3.44,,,,,
1998-04-24,3.53,,,,,
1998-04-27,3.44,,,,,
1998-04-28,3.34,,,,,
1998-04-29,3.38,,,,,
1998-04-30,3.38,,,,,
1998-05-01,3.38,,,,,
1998-05-04,3.38,,,,,
1998-05-05,3.38,,,,,
1998-05-06,3.31,,,,,
1998-05-07,3.13,,,,,
1998-05-08,3.19,,,,,
1998-05-11,3.06,,,,,
1998-05-12,3.06,,,,,
1998-05-13,3.09,,,,,
1998-05-14,3.09,,,,,
1998-05-15,3.02,,,,,
1998-05-18,3.03,,,,,
1998-05-19,3.06,,,,,
1998-05-20,3.06,,,,,
1998-05-21,3.03,,,,,
1998-05-22,3.03,,,,,
1998-05-26,3.0,,,,,
1998-05-27,2.94,,,,,
1998-05-28,2.97,,,,,
1998-05-29,2.97,,,,,
1998-06-01,2.84,,,,,
1998-06-02,2.66,,,,,
1998-06-03,2.69,,,,,
1998-06-04,2.66,,,,,
1998-06-05,2.69,,,,,
1998-06-08,2.84,,,,,
1998-06-09,2.75,,,,,
1998-06-10,2.78,,,,,
1998-06-11,2.72,,,,,
1998-06-12,2.66,,,,,
1998-06-15,2.75,,,,,
1998-06-16,2.78,,,,,
1998-06-17,2.77,,,,,
1998-06-18,2.81,,,,,
1998-06-19,2.84,,,,,
1998-06-22,2.75,,,,,
1998-06-23,2.78,,,,,
1998-06-24,2.59,,,,,
1998-06-25,2.47,,,,,
1998-06-26,2.47,,,,,
1998-06-29,2.48,,,,,
1998-06-30,2.5,,,,,
1998-07-01,2.41,,,,,
1998-07-02,2.38,,,,,
1998-07-06,2.34,,,,,
1998-07-07,2.25,,,,,
1998-07-08,2.22,,,,,
1998-07-09,2.22,,,,,
1998-07-10,2.25,,,,,
1998-07-13,2.31,,,,,
1998-07-14,2.25,,,,,
1998-07-15,2.3,,,,,
1998-07-16,2.25,,,,,
1998-07-17,2.25,,,,,
1998-07-20,2.13,,,,,
1998-07-21,2.23,,,,,
1998-07-22,2.38,,,,,
1998-07-23,2.22,,,,,
1998-07-24,2.25,,,,,
1998-07-27,2.25,,,,,
1998-07-28,2.44,,,,,
1998-07-29,2.63,,,,,
1998-07-30,2.67,,,,,
1998-07-31,2.41,,,,,
1998-08-03,2.34,,,,,
1998-08-04,2.19,,,,,
1998-08-05,2.22,,,,,
1998-08-06,2.16,,,,,
1998-08-07,2.16,,,,,
1998-08-10,2.16,,,,,
1998-08-11,1.97,,,,,
1998-08-12,2.03,,,,,
1998-08-13,2.05,,,,,
1998-08-14,2.0,,,,,
1998-08-17,2.05,,,,,
1998-08-18,2.09,,,,,
1998-08-19,2.03,,,,,
1998-08-20,2.06,,,,,
1998-08-21,2.09,,,,,
1998-08-24,2.06,,,,,
1998-08-25,2.06,,,,,
1998-08-26,2.0,,,,,
1998-08-27,1.84,,,,,
1998-08-28,1.84,,,,,
1998-08-31,1.84,,,,,
1998-09-01,1.94,,,,,
1998-09-02,1.91,,,,,
1998-09-03,1.75,,,,,
1998-09-04,1.69,,,,,
1998-09-08,1.58,,,,,
1998-09-09,1.56,,,,,
1998-09-10,1.5,,,,,
1998-09-11,1.59,,,,,
1998-09-14,1.59,,,,,
1998-09-15,1.7,,,,,
1998-09-16,1.72,,,,,
1998-09-17,1.7,,,,,
1998-09-18,1.84,,,,,
1998-09-21,1.75,,,,,
1998-09-22,1.75,,,,,
1998-09-23,2.08,,,,,
1998-09-24,2.06,,,,,
1998-09-25,1.91,,,,,
1998-09-28,1.94,,,,,
1998-09-29,2.22,,,,,
1998-09-30,2.31,,,,,
1998-10-01,2.25,,,,,
1998-10-02,2.47,,,,,
1998-10-05,2.23,,,,,
1998-10-06,2.25,,,,,
1998-10-07,2.16,,,,,
1998-10-08,2.13,,,,,
1998-10-09,2.03,,,,,
1998-10-12,1.81,,,,,
1998-10-13,1.72,,,,,
1998-10-14,1.8,,,,,
1998-10-15,1.7,,,,,
1998-10-16,1.56,,,,,
1998-10-19,1.63,,,,,
1998-10-20,1.56,,,,,
1998-10-21,1.75,,,,,
1998-10-22,1.75,,,,,
1998-10-23,1.7,,,,,
1998-10-26,1.88,,,,,
1998-10-27,2.17,,,,,
1998-10-28,2.36,,,,,
1998-10-29,2.47,,,,,
1998-10-30,2.06,,,,,
1998-11-02,2.13,,,,,
1998-11-03,2.16,,,,,
1998-11-04,2.19,,,,,
1998-11-05,2.47,,,,,
1998-11-06,2.77,,,,,
1998-11-09,2.77,,,,,
1998-11-10,2.67,,,,,
1998-11-11,2.75,,,,,
1998-11-12,3.25,,,,,
1998-11-13,3.06,,,,,
1998-11-16,3.11,,,,,
1998-11-17,3.25,,,,,
1998-11-18,3.28,,,,,
1998-11-19,3.23,,,,,
1998-11-20,3.25,,,,,
1998-11-23,3.13,,,,,
1998-11-24,2.97,,,,,
1998-11-25,2.73,,,,,
1998-11-27,2.97,,,,,
1998-11-30,2.75,,,,,
1998-12-01,2.94,,,,,
1998-12-02,2.94,,,,,
1998-12-03,3.0,,,,,
1998-12-04,2.94,,,,,
1998-12-07,2.89,,,,,
1998-12-08,2.84,,,,,
1998-12-09,2.81,,,,,
1998-12-10,2.84,,,,,
1998-12-11,2.7,,,,,
1998-12-14,2.5,,,,,
1998-12-15,2.5,,,,,
1998-12-16,2.47,,,,,
1998-12-17,2.47,,,,,
1998-12-18,2.72,,,,,
1998-12-21,2.94,,,,,
1998-12-22,2.84,,,,,
1998-12-23,2.88,,,,,
1998-12-24,2.88,,,,,
1998-12-28,3.09,,,,,
1998-12-29,3.13,,,,,
1998-12-30,3.28,,,,,
1998-12-31,3.34,,,,,
1999-01-04,3.13,,,,,
1999-01-05,3.16,,,,,
1999-01-06,3.08,,,,,
1999-01-07,3.09,,,,,
1999-01-08,2.91,,,,,
1999-01-11,3.0,,,,,
1999-01-12,3.0,,,,,
1999-01-13,2.88,,,,,
1999-01-14,2.91,,,,,
1999-01-15,2.97,,,,,
1999-01-19,3.44,,,,,
1999-01-20,3.47,,,,,
1999-01-21,3.5,,,,,
1999-01-22,3.67,,,,,
1999-01-25,4.02,,,,,
1999-01-26,3.72,,,,,
1999-01-27,3.69,,,,,
1999-01-28,3.55,,,,,
1999-01-29,3.38,,,,,
1999-02-01,3.41,,,,,
1999-02-02,3.27,,,,,
1999-02-03,3.31,,,,,
1999-02-04,3.34,,,,,
1999-02-05,3.47,,,,,
1999-02-08,3.38,,,,,
1999-02-09,3.14,,,,,
1999-02-10,3.0,,,,,
1999-02-11,2.94,,,,,
1999-02-12,2.91,,,,,
1999-02-16,2.88,,,,,
1999-02-17,2.88,,,,,
1999-02-18,2.91,,,,,
1999-02-19,2.94,,,,,
1999-02-22,2.88,,,,,
1999-02-23,2.94,,,,,
1999-02-24,2.78,,,,,
1999-02-25,2.84,,,,,
1999-02-26,2.91,,,,,
1999-03-01,2.97,,,,,
1999-03-02,3.0,,,,,
1999-03-03,2.81,,,,,
1999-03-04,2.81,,,,,
1999-03-05,2.84,,,,,
1999-03-08,3.0,,,,,
1999-03-09,3.0,,,,,
1999-03-10,2.88,,,,,
1999-03-11,2.81,,,,,
1999-03-12,2.59,,,,,
1999-03-15,2.72,,,,,
1999-03-16,2.72,,,,,
1999-03-17,2.63,,,,,
1999-03-18,2.66,,,,,
1999-03-19,2.59,,,,,
1999-03-22,2.56,,,,,
1999-03-23,2.42,,,,,
1999-03-24,2.41,,,,,
1999-03-25,2.34,,,,,
1999-03-26,2.28,,,,,
1999-03-29,2.19,,,,,
1999-03-30,2.16,,,,,
1999-03-31,2.11,,,,,
1999-04-01,2.17,,,,,
1999-04-05,2.16,,,,,
1999-04-06,2.14,,,,,
1999-04-07,2.25,,,,,
1999-04-08,2.34,,,,,
1999-04-09,2.34,,,,,
1999-04-12,2.56,,,,,
1999-04-13,2.61,,,,,
1999-04-14,2.44,,,,,
1999-04-15,2.34,,,,,
1999-04-16,2.33,,,,,
1999-04-19,2.38,,,,,
1999-04-20,2.31,,,,,
1999-04-21,2.44,,,,,
1999-04-22,2.34,,,,,
1999-04-23,2.41,,,,,
1999-04-26,2.45,,,,,
1999-04-27,2.91,,,,,
1999-04-28,2.73,,,,,
1999-04-29,2.84,,,,,
1999-04-30,2.81,,,,,
1999-05-03,2.91,,,,,
1999-05-04,2.89,,,,,
1999-05-05,2.75,,,,,
1999-05-06,2.69,,,,,
1999-05-07,2.67,,,,,
1999-05-10,2.69,,,,,
1999-05-11,2.66,,,,,
1999-05-12,2.84,,,,,
1999-05-13,3.16,,,,,
1999-05-14,3.0,,,,,
1999-05-17,2.84,,,,,
1999-05-18,2.91,,,,,
1999-05-19,2.69,,,,,
1999-05-20,2.78,,,,,
1999-05-21,2.69,,,,,
1999-05-24,2.63,,,,,
1999-05-25,2.56,,,,,
1999-05-26,2.5,,,,,
1999-05-27,2.45,,,,,
1999-05-28,2.44,,,,,
1999-06-01,2.41,,,,,
1999-06-02,2.48,,,,,
1999-06-03,2.41,,,,,
1999-06-04,2.44,,,,,
1999-06-07,2.36,,,,,
1999-06-08,2.38,,,,,
1999-06-09,2.41,,,,,
1999-06-10,2.5,,,,,
1999-06-11,2.5,,,,,
1999-06-14,2.5,,,,,
1999-06-15,2.75,,,,,
1999-06-16,2.63,,,,,
1999-06-17,2.61,,,,,
1999-06-18,2.45,,,,,
1999-06-21,2.47,,,,,
1999-06-22,2.41,,,,,
1999-06-23,2.38,,,,,
1999-06-24,2.47,,,,,
1999-06-25,2.39,,,,,
1999-06-28,2.44,,,,,
1999-06-29,2.47,,,,,
1999-06-30,2.22,,,,,
1999-07-01,2.31,,,,,
1999-07-02,2.41,,,,,
1999-07-06,2.45,,,,,
1999-07-07,2.5,,,,,
1999-07-08,2.52,,,,,
1999-07-09,2.5,,,,,
1999-07-12,2.5,,,,,
1999-07-13,2.63,,,,,
1999-07-14,2.55,,,,,
1999-07-15,2.59,,,,,
1999-07-16,2.56,,,,,
1999-07-19,2.27,,,,,
1999-07-20,2.3,,,,,
1999-07-21,2.31,,,,,
1999-07-22,2.44,,,,,
1999-07-23,2.45,,,,,
1999-07-26,2.41,,,,,
1999-07-27,2.38,,,,,
1999-07-28,2.41,,,,,
1999-07-29,2.33,,,,,
1999-07-30,2.59,,,,,
1999-08-02,2.72,,,,,
1999-08-03,2.7,,,,,
1999-08-04,2.78,,,,,
1999-08-05,3.31,,,,,
1999-08-06,3.16,,,,,
