date,close price,LW_SHE,LW_TA,LW_TL,market cap,PB Ratio
2017-02-02,38.42,-758600000.0,2400200000.0,3158800000.0,5628530000.0,-7.419628262588979
2017-02-03,38.9,-758600000.0,2400200000.0,3158800000.0,5698850000.0,-7.5123253361455316
2017-02-06,39.24,-758600000.0,2400200000.0,3158800000.0,5748660000.0,-7.577985763248089
2017-02-07,39.41,-758600000.0,2400200000.0,3158800000.0,5773564999.999999,-7.610815976799366
2017-02-08,39.16,-758600000.0,2400200000.0,3158800000.0,5736939999.999999,-7.5625362509886624
2017-02-09,39.08,-758600000.0,2400200000.0,3158800000.0,5725220000.0,-7.547086738729238
2017-02-10,39.27,-758600000.0,2400200000.0,3158800000.0,5753055000.0,-7.583779330345373
2017-02-13,39.43,-758600000.0,2400200000.0,3158800000.0,5776495000.0,-7.614678354864224
2017-02-14,39.65,-758600000.0,2400200000.0,3158800000.0,5808725000.0,-7.657164513577643
2017-02-15,39.63,-758600000.0,2400200000.0,3158800000.0,5805795000.0,-7.653302135512787
2017-02-16,39.9,-758600000.0,2400200000.0,3158800000.0,5845350000.0,-7.705444239388347
2017-02-17,39.62,-758600000.0,2400200000.0,3158800000.0,5804330000.0,-7.651370946480359
2017-02-21,39.62,-758600000.0,2400200000.0,3158800000.0,5804330000.0,-7.651370946480359
2017-02-22,39.85,-758600000.0,2400200000.0,3158800000.0,5838025000.0,-7.695788294226206
2017-02-23,39.5,-758600000.0,2400200000.0,3158800000.0,5786750000.0,-7.6281966780912205
2017-02-24,39.58,-758600000.0,2400200000.0,3158800000.0,5798470000.0,-7.643646190350646
2017-02-27,39.48,-758600000.0,2400200000.0,3158800000.0,5787768000.0,-7.629538623780649
2017-02-28,39.19,-758600000.0,2400200000.0,3158800000.0,5745254000.0,-7.573495913524915
2017-03-01,39.95,-758600000.0,2400200000.0,3158800000.0,5856670000.0,-7.720366464539942
2017-03-02,40.22,-758600000.0,2400200000.0,3158800000.0,5896252000.0,-7.772544160295281
2017-03-03,40.4,-758600000.0,2400200000.0,3158800000.0,5922640000.0,-7.80732929079884
2017-03-06,40.42,-758600000.0,2400200000.0,3158800000.0,5925572000.0,-7.811194305299235
2017-03-07,40.74,-758600000.0,2400200000.0,3158800000.0,5972484000.0,-7.873034537305563
2017-03-08,40.72,-758600000.0,2400200000.0,3158800000.0,5969552000.0,-7.8691695228051675
2017-03-09,40.98,-758600000.0,2400200000.0,3158800000.0,6007668000.0,-7.919414711310308
2017-03-10,41.4,-758600000.0,2400200000.0,3158800000.0,6069240000.0,-8.000580015818613
2017-03-13,41.53,-758600000.0,2400200000.0,3158800000.0,6088298000.0,-8.025702610071184
2017-03-14,42.21,-758600000.0,2400200000.0,3158800000.0,6187986000.0,-8.15711310308463
2017-03-15,42.36,-758600000.0,2400200000.0,3158800000.0,6209976000.0,-8.186100711837595
2017-03-16,41.99,-758600000.0,2400200000.0,3158800000.0,6155734000.0,-8.114597943580279
2017-03-17,42.25,-758600000.0,2400200000.0,3158800000.0,6193850000.0,-8.164843132085421
2017-03-20,42.48,-758600000.0,2400200000.0,3158800000.0,6227568000.0,-8.209290798839968
2017-03-21,42.87,-758600000.0,2400200000.0,3158800000.0,6284742000.0,-8.28465858159768
2017-03-22,42.44,-758600000.0,2400200000.0,3158800000.0,6221704000.0,-8.201560769839178
2017-03-23,43.01,-758600000.0,2400200000.0,3158800000.0,6305266000.0,-8.311713683100448
2017-03-24,42.67,-758600000.0,2400200000.0,3158800000.0,6255422000.0,-8.246008436593725
2017-03-27,42.96,-758600000.0,2400200000.0,3158800000.0,6297936000.0,-8.30205114684946
2017-03-28,42.92,-758600000.0,2400200000.0,3158800000.0,6292072000.0,-8.294321117848668
2017-03-29,42.64,-758600000.0,2400200000.0,3158800000.0,6251024000.0,-8.240210914843132
2017-03-30,42.09,-758600000.0,2400200000.0,3158800000.0,6170394000.000001,-8.133923016082258
2017-03-31,42.06,-758600000.0,2400200000.0,3158800000.0,6165996000.0,-8.128125494331664
2017-04-03,42.0,-758600000.0,2400200000.0,3158800000.0,6157200000.0,-8.116530450830478
2017-04-04,42.19,-758600000.0,2400200000.0,3158800000.0,6185054000.0,-8.153248088584235
2017-04-05,41.74,-758600000.0,2400200000.0,3158800000.0,6119084000.0,-8.066285262325335
2017-04-06,43.14,-701600000.0,2432200000.0,3133800000.0,6324324000.0,-9.014144811858609
2017-04-07,42.99,-701600000.0,2432200000.0,3133800000.0,6302334000.0,-8.982802166476624
2017-04-10,42.76,-701600000.0,2432200000.0,3133800000.0,6268616000.0,-8.934743443557583
2017-04-11,42.88,-701600000.0,2432200000.0,3133800000.0,6286208000.0,-8.95981755986317
2017-04-12,42.16,-701600000.0,2432200000.0,3133800000.0,6180655999.999999,-8.809372862029646
2017-04-13,41.87,-701600000.0,2432200000.0,3133800000.0,6138142000.0,-8.748777080957812
2017-04-17,42.23,-701600000.0,2432200000.0,3133800000.0,6190918000.0,-8.823999429874572
2017-04-18,42.38,-701600000.0,2432200000.0,3133800000.0,6212908000.0,-8.855342075256557
2017-04-19,42.2,-701600000.0,2432200000.0,3133800000.0,6186520000.0,-8.817730900798175
2017-04-20,42.6,-701600000.0,2432200000.0,3133800000.0,6245160000.0,-8.901311288483466
2017-04-21,42.26,-701600000.0,2432200000.0,3133800000.0,6195316000.0,-8.83026795895097
2017-04-24,42.67,-701600000.0,2432200000.0,3133800000.0,6255422000.0,-8.915937856328393
2017-04-25,42.46,-701600000.0,2432200000.0,3133800000.0,6224636000.0,-8.872058152793615
2017-04-26,42.24,-701600000.0,2432200000.0,3133800000.0,6192384000.0,-8.826088939566704
2017-04-27,42.64,-701600000.0,2432200000.0,3133800000.0,6251024000.0,-8.909669327251995
2017-04-28,41.75,-701600000.0,2432200000.0,3133800000.0,6120550000.0,-8.723702964652224
2017-05-01,41.8,-701600000.0,2432200000.0,3133800000.0,6127880000.0,-8.734150513112885
2017-05-02,41.39,-701600000.0,2432200000.0,3133800000.0,6067774000.0,-8.648480615735462
2017-05-03,40.9,-701600000.0,2432200000.0,3133800000.0,5995940000.0,-8.54609464082098
2017-05-04,41.26,-701600000.0,2432200000.0,3133800000.0,6048716000.0,-8.621316989737743
2017-05-05,41.57,-701600000.0,2432200000.0,3133800000.0,6094162000.0,-8.686091790193842
2017-05-08,41.58,-701600000.0,2432200000.0,3133800000.0,6095628000.0,-8.688181299885976
2017-05-09,41.75,-701600000.0,2432200000.0,3133800000.0,6120550000.0,-8.723702964652224
2017-05-10,42.47,-701600000.0,2432200000.0,3133800000.0,6226102000.0,-8.874147662485747
2017-05-11,42.2,-701600000.0,2432200000.0,3133800000.0,6186520000.0,-8.817730900798175
2017-05-12,42.2,-701600000.0,2432200000.0,3133800000.0,6186520000.0,-8.817730900798175
2017-05-15,42.93,-701600000.0,2432200000.0,3133800000.0,6293538000.0,-8.970265108323831
2017-05-16,44.47,-701600000.0,2432200000.0,3133800000.0,6519302000.0,-9.2920496009122
2017-05-17,44.17,-701600000.0,2432200000.0,3133800000.0,6475322000.0,-9.229364310148233
2017-05-18,43.94,-701600000.0,2432200000.0,3133800000.0,6441604000.0,-9.18130558722919
2017-05-19,44.38,-701600000.0,2432200000.0,3133800000.0,6506108000.0,-9.27324401368301
2017-05-22,44.58,-701600000.0,2432200000.0,3133800000.0,6535428000.0,-9.315034207525656
2017-05-23,44.22,-701600000.0,2432200000.0,3133800000.0,6482652000.0,-9.239811858608894
2017-05-24,45.49,-701600000.0,2432200000.0,3133800000.0,6668834000.0,-9.505179589509693
2017-05-25,45.63,-701600000.0,2432200000.0,3133800000.0,6689358000.0,-9.534432725199544
2017-05-26,45.66,-701600000.0,2432200000.0,3133800000.0,6693755999.999999,-9.54070125427594
2017-05-30,46.17,-701600000.0,2432200000.0,3133800000.0,6777756000.0,-9.660427594070695
2017-05-31,46.41,-701600000.0,2432200000.0,3133800000.0,6812987999.999999,-9.71064424173318
2017-06-01,47.32,-701600000.0,2432200000.0,3133800000.0,6946576000.0,-9.901049030786773
2017-06-02,47.38,-701600000.0,2432200000.0,3133800000.0,6955384000.0,-9.913603192702395
2017-06-05,46.71,-701600000.0,2432200000.0,3133800000.0,6857028000.0,-9.773415051311288
2017-06-06,46.67,-701600000.0,2432200000.0,3133800000.0,6851156000.0,-9.765045610034207
2017-06-07,46.91,-701600000.0,2432200000.0,3133800000.0,6886387999.999999,-9.815262257696691
2017-06-08,46.5,-701600000.0,2432200000.0,3133800000.0,6826200000.0,-9.729475484606613
2017-06-09,46.03,-701600000.0,2432200000.0,3133800000.0,6757204000.0,-9.631134549600912
2017-06-12,45.43,-701600000.0,2432200000.0,3133800000.0,6669124000.0,-9.505592930444697
2017-06-13,45.98,-701600000.0,2432200000.0,3133800000.0,6749864000.0,-9.62067274800456
2017-06-14,45.59,-701600000.0,2432200000.0,3133800000.0,6692612000.000001,-9.539070695553024
2017-06-15,45.32,-701600000.0,2432200000.0,3133800000.0,6652976000.0,-9.482576966932726
2017-06-16,45.07,-701600000.0,2432200000.0,3133800000.0,6616276000.0,-9.430267958950969
2017-06-19,45.55,-701600000.0,2432200000.0,3133800000.0,6686740000.0,-9.530701254275941
2017-06-20,45.73,-701600000.0,2432200000.0,3133800000.0,6713164000.0,-9.568363740022805
2017-06-21,45.82,-701600000.0,2432200000.0,3133800000.0,6726376000.0,-9.587194982896238
2017-06-22,45.59,-701600000.0,2432200000.0,3133800000.0,6692612000.000001,-9.539070695553024
2017-06-23,45.56,-701600000.0,2432200000.0,3133800000.0,6688208000.0,-9.53279361459521
2017-06-26,45.34,-701600000.0,2432200000.0,3133800000.0,6655912000.000001,-9.486761687571267
2017-06-27,44.69,-701600000.0,2432200000.0,3133800000.0,6560492000.0,-9.3507582668187
2017-06-28,45.37,-701600000.0,2432200000.0,3133800000.0,6660316000.0,-9.493038768529077
2017-06-29,44.13,-701600000.0,2432200000.0,3133800000.0,6478284000.0,-9.233586088939568
2017-06-30,44.04,-701600000.0,2432200000.0,3133800000.0,6465072000.0,-9.214754846066134
2017-07-03,43.86,-701600000.0,2432200000.0,3133800000.0,6438648000.0,-9.17709236031927
2017-07-05,43.27,-701600000.0,2432200000.0,3133800000.0,6352036000.0,-9.053643101482326
2017-07-06,42.9,-701600000.0,2432200000.0,3133800000.0,6297720000.0,-8.976225769669327
2017-07-07,43.1,-701600000.0,2432200000.0,3133800000.0,6327080000.0,-9.018072976054732
2017-07-10,42.74,-701600000.0,2432200000.0,3133800000.0,6274232000.0,-8.942748004561004
2017-07-11,43.79,-701600000.0,2432200000.0,3133800000.0,6428372000.0,-9.162445838084379
2017-07-12,44.0,-701600000.0,2432200000.0,3133800000.0,6459200000.0,-9.206385404789053
2017-07-13,43.77,-701600000.0,2432200000.0,3133800000.0,6425436000.0,-9.158261117445837
2017-07-14,43.65,-701600000.0,2432200000.0,3133800000.0,6407820000.0,-9.133152793614595
2017-07-17,43.99,-701600000.0,2432200000.0,3133800000.0,6457732000.0,-9.204293044469784
2017-07-18,44.13,-701600000.0,2432200000.0,3133800000.0,6478284000.0,-9.233586088939568
2017-07-19,44.38,-701600000.0,2432200000.0,3133800000.0,6514984000.0,-9.285895096921323
2017-07-20,44.28,-701600000.0,2432200000.0,3133800000.0,6500304000.0,-9.26497149372862
2017-07-21,45.0,-701600000.0,2432200000.0,3133800000.0,6606000000.0,-9.415621436716078
2017-07-24,44.75,-701600000.0,2432200000.0,3133800000.0,6569300000.0,-9.363312428734321
2017-07-25,45.68,-647200000.0,2485600000.0,3132800000.0,6705824000.0,-10.361285537700866
2017-07-26,44.28,-647200000.0,2485600000.0,3132800000.0,6500304000.0,-10.043733003708281
2017-07-27,43.86,-647200000.0,2485600000.0,3132800000.0,6438648000.0,-9.948467243510507
2017-07-28,43.82,-647200000.0,2485600000.0,3132800000.0,6432776000.0,-9.939394313967862
2017-07-31,43.98,-647200000.0,2485600000.0,3132800000.0,6456264000.0,-9.975686032138443
2017-08-01,44.04,-647200000.0,2485600000.0,3132800000.0,6465072000.0,-9.98929542645241
2017-08-02,43.76,-647200000.0,2485600000.0,3132800000.0,6423968000.0,-9.925784919653895
2017-08-03,43.22,-647200000.0,2485600000.0,3132800000.0,6344696000.0,-9.803300370828183
2017-08-04,43.62,-647200000.0,2485600000.0,3132800000.0,6403416000.0,-9.894029666254635
2017-08-07,43.86,-647200000.0,2485600000.0,3132800000.0,6438648000.0,-9.948467243510507
2017-08-08,43.56,-647200000.0,2485600000.0,3132800000.0,6394608000.0,-9.880420271940668
2017-08-09,43.51,-647200000.0,2485600000.0,3132800000.0,6387268000.0,-9.869079110012361
2017-08-10,44.34,-647200000.0,2485600000.0,3132800000.0,6509112000.000001,-10.057342398022252
2017-08-11,44.81,-647200000.0,2485600000.0,3132800000.0,6578108000.0,-10.163949320148332
2017-08-14,44.81,-647200000.0,2485600000.0,3132800000.0,6578108000.0,-10.163949320148332
2017-08-15,45.02,-647200000.0,2485600000.0,3132800000.0,6608936000.0,-10.21158220024722
2017-08-16,45.36,-647200000.0,2485600000.0,3132800000.0,6658848000.0,-10.288702101359704
2017-08-17,45.37,-647200000.0,2485600000.0,3132800000.0,6660316000.0,-10.290970333745365
2017-08-18,45.27,-647200000.0,2485600000.0,3132800000.0,6645636000.0,-10.268288009888751
2017-08-21,45.45,-647200000.0,2485600000.0,3132800000.0,6672060000.0,-10.309116192830656
2017-08-22,45.66,-647200000.0,2485600000.0,3132800000.0,6702887999.999999,-10.35674907292954
2017-08-23,45.59,-647200000.0,2485600000.0,3132800000.0,6692612000.000001,-10.340871446229915
2017-08-24,45.0,-647200000.0,2485600000.0,3132800000.0,6606000000.0,-10.207045735475896
2017-08-25,45.04,-647200000.0,2485600000.0,3132800000.0,6611872000.0,-10.216118665018541
2017-08-28,44.88,-647200000.0,2485600000.0,3132800000.0,6588384000.0,-10.17982694684796
2017-08-29,45.07,-647200000.0,2485600000.0,3132800000.0,6616276000.0,-10.222923362175525
2017-08-30,45.17,-647200000.0,2485600000.0,3132800000.0,6630956000.0,-10.245605686032139
2017-08-31,45.48,-647200000.0,2485600000.0,3132800000.0,6676464000.0,-10.31592088998764
2017-09-01,45.99,-647200000.0,2485600000.0,3132800000.0,6751332000.0,-10.431600741656366
2017-09-05,45.74,-647200000.0,2485600000.0,3132800000.0,6714632000.0,-10.374894932014833
2017-09-06,45.32,-647200000.0,2485600000.0,3132800000.0,6652976000.0,-10.279629171817058
2017-09-07,45.28,-647200000.0,2485600000.0,3132800000.0,6647104000.0,-10.270556242274413
2017-09-08,45.44,-647200000.0,2485600000.0,3132800000.0,6670592000.0,-10.306847960444994
2017-09-11,45.63,-647200000.0,2485600000.0,3132800000.0,6698484000.0,-10.349944375772559
2017-09-12,46.0,-647200000.0,2485600000.0,3132800000.0,6752800000.0,-10.433868974042028
2017-09-13,46.55,-647200000.0,2485600000.0,3132800000.0,6833540000.0,-10.5586217552534
2017-09-14,46.07,-647200000.0,2485600000.0,3132800000.0,6763076000.0,-10.449746600741657
2017-09-15,46.39,-647200000.0,2485600000.0,3132800000.0,6810052000.0,-10.522330037082819
2017-09-18,46.28,-647200000.0,2485600000.0,3132800000.0,6793904000.0,-10.497379480840545
2017-09-19,46.39,-647200000.0,2485600000.0,3132800000.0,6810052000.0,-10.522330037082819
2017-09-20,46.65,-647200000.0,2485600000.0,3132800000.0,6848220000.0,-10.581304079110012
2017-09-21,45.86,-647200000.0,2485600000.0,3132800000.0,6732248000.0,-10.402113720642769
2017-09-22,45.38,-647200000.0,2485600000.0,3132800000.0,6661784000.0,-10.293238566131025
2017-09-25,45.17,-647200000.0,2485600000.0,3132800000.0,6630956000.0,-10.245605686032139
2017-09-26,45.53,-647200000.0,2485600000.0,3132800000.0,6683804000.0,-10.327262051915946
2017-09-27,46.04,-647200000.0,2485600000.0,3132800000.0,6758672000.0,-10.442941903584673
2017-09-28,46.58,-647200000.0,2485600000.0,3132800000.0,6837944000.0,-10.565426452410383
2017-09-29,46.89,-647200000.0,2485600000.0,3132800000.0,6883452000.0,-10.635741656365884
2017-10-02,47.54,-647200000.0,2485600000.0,3132800000.0,6978872000.0,-10.78317676143387
2017-10-03,47.17,-647200000.0,2485600000.0,3132800000.0,6924556000.0,-10.6992521631644
2017-10-04,48.41,-575700000.0,2527800000.0,3103500000.0,7106587999.999999,-12.344255688726765
2017-10-05,48.59,-575700000.0,2527800000.0,3103500000.0,7133012000.000001,-12.39015459440681
2017-10-06,49.13,-575700000.0,2527800000.0,3103500000.0,7212284000.0,-12.527851311446934
2017-10-09,48.83,-575700000.0,2527800000.0,3103500000.0,7168244000.0,-12.451353135313532
2017-10-10,49.04,-575700000.0,2527800000.0,3103500000.0,7199072000.0,-12.504901858606914
2017-10-11,49.37,-575700000.0,2527800000.0,3103500000.0,7247516000.0,-12.589049852353657
2017-10-12,49.7,-575700000.0,2527800000.0,3103500000.0,7295960000.0,-12.673197846100399
2017-10-13,50.0,-575700000.0,2527800000.0,3103500000.0,7340000000.0,-12.749696022233802
2017-10-16,50.69,-575700000.0,2527800000.0,3103500000.0,7441292000.0,-12.925641827340629
2017-10-17,50.22,-575700000.0,2527800000.0,3103500000.0,7372296000.0,-12.80579468473163
2017-10-18,50.56,-575700000.0,2527800000.0,3103500000.0,7422208000.0,-12.892492617682821
2017-10-19,50.3,-575700000.0,2527800000.0,3103500000.0,7384040000.0,-12.826194198367205
2017-10-20,50.63,-575700000.0,2527800000.0,3103500000.0,7432484000.0,-12.910342192113948
2017-10-23,50.9,-575700000.0,2527800000.0,3103500000.0,7472120000.0,-12.97919055063401
2017-10-24,50.72,-575700000.0,2527800000.0,3103500000.0,7445696000.0,-12.93329164495397
2017-10-25,50.62,-575700000.0,2527800000.0,3103500000.0,7431016000.0,-12.907792252909502
2017-10-26,50.6,-575700000.0,2527800000.0,3103500000.0,7428080000.0,-12.902692374500608
2017-10-27,50.82,-575700000.0,2527800000.0,3103500000.0,7460376000.0,-12.958791036998436
2017-10-30,50.38,-575700000.0,2527800000.0,3103500000.0,7395784000.0,-12.846593712002779
2017-10-31,50.99,-575700000.0,2527800000.0,3103500000.0,7485332000.0,-13.002140003474032
2017-11-01,51.35,-575700000.0,2527800000.0,3103500000.0,7538180000.0,-13.093937814834115
2017-11-02,51.8,-575700000.0,2527800000.0,3103500000.0,7604240000.0,-13.20868507903422
2017-11-03,52.12,-575700000.0,2527800000.0,3103500000.0,7651216000.0,-13.290283133576516
2017-11-06,52.06,-575700000.0,2527800000.0,3103500000.0,7642408000.0,-13.274983498349835
2017-11-07,51.66,-575700000.0,2527800000.0,3103500000.0,7583687999.999999,-13.172985930171963
2017-11-08,52.39,-575700000.0,2527800000.0,3103500000.0,7690852000.0,-13.359131492096578
2017-11-09,51.62,-575700000.0,2527800000.0,3103500000.0,7577816000.0,-13.162786173354178
2017-11-10,51.96,-575700000.0,2527800000.0,3103500000.0,7627728000.0,-13.249484106305367
2017-11-13,52.78,-575700000.0,2527800000.0,3103500000.0,7748104000.0,-13.458579121070002
2017-11-14,53.39,-575700000.0,2527800000.0,3103500000.0,7837652000.0,-13.614125412541254
2017-11-15,52.74,-575700000.0,2527800000.0,3103500000.0,7742232000.0,-13.448379364252215
2017-11-16,53.45,-575700000.0,2527800000.0,3103500000.0,7846460000.0,-13.629425047767935
2017-11-17,53.21,-575700000.0,2527800000.0,3103500000.0,7811228000.0,-13.568226506861212
2017-11-20,53.69,-575700000.0,2527800000.0,3103500000.0,7881692000.0,-13.690623588674656
2017-11-21,53.74,-575700000.0,2527800000.0,3103500000.0,7889032000.0,-13.703373284696891
2017-11-22,54.25,-575700000.0,2527800000.0,3103500000.0,7963900000.0,-13.833420184123675
2017-11-24,54.44,-575700000.0,2527800000.0,3103500000.0,7991792000.0,-13.881869029008165
2017-11-27,54.03,-575700000.0,2527800000.0,3103500000.0,7937007000.0,-13.786706618030225
2017-11-28,54.03,-575700000.0,2527800000.0,3103500000.0,7937007000.0,-13.786706618030225
2017-11-29,53.95,-575700000.0,2527800000.0,3103500000.0,7925255000.0,-13.766293208268195
2017-11-30,54.37,-575700000.0,2527800000.0,3103500000.0,7986953000.0,-13.873463609518847
2017-12-01,54.86,-575700000.0,2527800000.0,3103500000.0,8058934000.0,-13.998495744311274
2017-12-04,54.95,-575700000.0,2527800000.0,3103500000.0,8072155000.0,-14.021460830293556
2017-12-05,54.45,-575700000.0,2527800000.0,3103500000.0,7998705000.0,-13.893877019280875
2017-12-06,54.45,-575700000.0,2527800000.0,3103500000.0,7998705000.0,-13.893877019280875
2017-12-07,54.98,-575700000.0,2527800000.0,3103500000.0,8076562000.0,-14.029115858954317
2017-12-08,56.2,-575700000.0,2527800000.0,3103500000.0,8255780000.0,-14.340420357825256
2017-12-11,56.88,-575700000.0,2527800000.0,3103500000.0,8355672000.0,-14.513934340802502
2017-12-12,55.75,-575700000.0,2527800000.0,3103500000.0,8189675000.0,-14.225594927913845
2017-12-13,55.8,-575700000.0,2527800000.0,3103500000.0,8197020000.0,-14.238353309015112
2017-12-14,55.45,-575700000.0,2527800000.0,3103500000.0,8145605000.0,-14.149044641306237
2017-12-15,55.5,-575700000.0,2527800000.0,3103500000.0,8152950000.0,-14.161803022407504
2017-12-18,56.12,-575700000.0,2527800000.0,3103500000.0,8244028000.0,-14.320006948063227
2017-12-19,55.85,-575700000.0,2527800000.0,3103500000.0,8204365000.0,-14.25111169011638
2017-12-20,55.98,-575700000.0,2527800000.0,3103500000.0,8223462000.0,-14.284283480979678
2017-12-21,55.43,-575700000.0,2527800000.0,3103500000.0,8142667000.0,-14.14394128886573
2017-12-22,55.82,-575700000.0,2527800000.0,3103500000.0,8199958000.0,-14.24345666145562
2017-12-26,55.18,-575700000.0,2527800000.0,3103500000.0,8105942000.0,-14.08014938335939
2017-12-27,55.46,-575700000.0,2527800000.0,3103500000.0,8147074000.0,-14.15159631752649
2017-12-28,55.86,-575700000.0,2527800000.0,3103500000.0,8205834000.0,-14.253663366336633
2017-12-29,56.45,-575700000.0,2527800000.0,3103500000.0,8292505000.0,-14.404212263331596
2018-01-02,55.37,-575700000.0,2527800000.0,3103500000.0,8133853000.0,-14.128631231544206
2018-01-03,56.06,-575700000.0,2527800000.0,3103500000.0,8235214000.0,-14.304696890741706
2018-01-04,57.22,-531400000.0,2714900000.0,3246300000.0,8405618000.0,-15.817873541588257
2018-01-05,57.7,-531400000.0,2714900000.0,3246300000.0,8476130000.0,-15.950564546480994
2018-01-08,58.56,-531400000.0,2714900000.0,3246300000.0,8602464000.0,-16.18830259691381
2018-01-09,58.04,-531400000.0,2714900000.0,3246300000.0,8526076000.0,-16.044554008280016
2018-01-10,57.87,-531400000.0,2714900000.0,3246300000.0,8501103000.0,-15.997559277380505
2018-01-11,58.0,-531400000.0,2714900000.0,3246300000.0,8520200000.0,-16.033496424538953
2018-01-12,58.28,-531400000.0,2714900000.0,3246300000.0,8561332000.0,-16.110899510726384
2018-01-16,58.52,-531400000.0,2714900000.0,3246300000.0,8596588000.0,-16.17724501317275
2018-01-17,59.34,-531400000.0,2714900000.0,3246300000.0,8717046000.0,-16.403925479864508
2018-01-18,59.03,-531400000.0,2714900000.0,3246300000.0,8671507000.0,-16.318229205871283
2018-01-19,60.04,-531400000.0,2714900000.0,3246300000.0,8819876000.0,-16.597433195333082
2018-01-22,60.3,-531400000.0,2714900000.0,3246300000.0,8858070000.0,-16.66930748964998
2018-01-23,60.32,-531400000.0,2714900000.0,3246300000.0,8861008000.0,-16.674836281520513
2018-01-24,59.87,-531400000.0,2714900000.0,3246300000.0,8794903000.0,-16.550438464433572
2018-01-25,59.24,-531400000.0,2714900000.0,3246300000.0,8702356000.0,-16.376281520511856
2018-01-26,59.8,-531400000.0,2714900000.0,3246300000.0,8784620000.0,-16.531087692886715
2018-01-29,59.09,-531400000.0,2714900000.0,3246300000.0,8680321000.0,-16.334815581482875
2018-01-30,58.25,-531400000.0,2714900000.0,3246300000.0,8556925000.0,-16.102606322920586
2018-01-31,58.6,-531400000.0,2714900000.0,3246300000.0,8608340000.0,-16.199360180654875
2018-02-01,57.4,-531400000.0,2714900000.0,3246300000.0,8432060000.0,-15.867632668423033
2018-02-02,56.79,-531400000.0,2714900000.0,3246300000.0,8342451000.0,-15.699004516371849
2018-02-05,56.34,-531400000.0,2714900000.0,3246300000.0,8276346000.000001,-15.57460669928491
2018-02-06,55.8,-531400000.0,2714900000.0,3246300000.0,8197020000.0,-15.42532931878058
2018-02-07,56.93,-531400000.0,2714900000.0,3246300000.0,8363017000.0,-15.737706059465562
