date,ODFL,ODFL_SHE,PB Ratio
2002-08-12,,143282000.0,
2002-09-30,14001660.0,143282000.0,0.09772099775268352
2002-10-01,14347380.0,143282000.0,0.10013386189472509
2002-10-02,14606670.0,143282000.0,0.10194351000125626
2002-10-03,14779530.0,143282000.0,0.10314994207227705
2002-10-04,14606670.0,143282000.0,0.10194351000125626
2002-10-07,15038820.0,143282000.0,0.10495959017880822
2002-10-08,15038820.0,143282000.0,0.10495959017880822
2002-10-09,14693100.0,143282000.0,0.10254672603676665
2002-10-10,14433810.0,143282000.0,0.10073707793023548
2002-10-11,15038820.0,143282000.0,0.10495959017880822
2002-10-14,14865960.0,143282000.0,0.10375315810778744
2002-10-15,15038820.0,143282000.0,0.10495959017880822
2002-10-16,15211680.0,143282000.0,0.106166022249829
2002-10-17,17458860.0,143282000.0,0.1218496391730992
2002-10-18,17804580.0,143282000.0,0.12426250331514077
2002-10-21,17804580.0,143282000.0,0.12426250331514077
2002-10-22,17199570.0,143282000.0,0.12003999106656803
2002-10-23,17458860.0,143282000.0,0.1218496391730992
2002-10-24,16767420.0,143282000.0,0.11702391088901606
2002-10-25,16680990.0,143282000.0,0.11642069485350567
2002-10-28,16680990.0,143282000.0,0.11642069485350567
2002-10-29,16853850.0,143282000.0,0.11762712692452645
2002-10-30,17458860.0,143282000.0,0.1218496391730992
2002-10-31,17718150.0,143282000.0,0.12365928727963038
2002-11-01,17718150.0,143282000.0,0.12365928727963038
2002-11-04,17199570.0,143282000.0,0.12003999106656803
2002-11-05,17199570.0,143282000.0,0.12003999106656803
2002-11-06,16680990.0,143282000.0,0.11642069485350567
2002-11-07,16767420.0,143282000.0,0.11702391088901606
2002-11-08,16767420.0,143282000.0,0.11702391088901606
2002-11-11,16767420.0,143282000.0,0.11702391088901606
2002-11-12,16680990.0,143282000.0,0.11642069485350567
2002-11-13,16940280.0,149689000.0,0.11316983879911016
2002-11-14,17458860.0,149689000.0,0.11663422161949108
2002-11-15,17545290.0,149689000.0,0.11721161875622123
2002-11-18,18236730.0,149689000.0,0.12183079585006246
2002-11-19,17891010.0,149689000.0,0.11952120730314185
2002-11-20,18150300.0,149689000.0,0.12125339871333231
2002-11-21,18150300.0,149689000.0,0.12125339871333231
2002-11-22,17977440.0,149689000.0,0.120098604439872
2002-11-25,17891010.0,149689000.0,0.11952120730314185
2002-11-26,17804580.0,149689000.0,0.11894381016641169
2002-11-27,18409590.0,149689000.0,0.12298559012352277
2002-11-29,18755310.0,149689000.0,0.12529517867044337
2002-12-02,19533180.0,149689000.0,0.13049175290101478
2002-12-03,19878900.0,149689000.0,0.13280134144793537
2002-12-04,19878900.0,149689000.0,0.13280134144793537
2002-12-05,20224620.0,149689000.0,0.135110929994856
2002-12-06,20051760.0,149689000.0,0.1339561357213957
2002-12-09,19706040.0,149689000.0,0.13164654717447508
2002-12-10,19706040.0,149689000.0,0.13164654717447508
2002-12-11,19446750.0,149689000.0,0.12991435576428462
2002-12-12,19706040.0,149689000.0,0.13164654717447508
2002-12-13,19533180.0,149689000.0,0.13049175290101478
2002-12-16,19533180.0,149689000.0,0.13049175290101478
2002-12-17,19014600.0,149689000.0,0.12702737008063386
2002-12-18,18150300.0,149689000.0,0.12125339871333231
2002-12-19,19360320.0,149689000.0,0.12933695862755445
2002-12-20,20570340.0,149689000.0,0.13742051854177662
2002-12-23,20743200.0,149689000.0,0.1385753128152369
