date,close price,CHRW_SHE,CHRW_TA,CHRW_TL,market cap,PB Ratio
,,171400000.0,361200000.0,189800000.0,,
1997-10-16,5.69,171400000.0,361200000.0,189800000.0,,
1997-10-17,5.59,171400000.0,361200000.0,189800000.0,,
1997-10-20,5.53,171400000.0,361200000.0,189800000.0,,
1997-10-21,5.59,171400000.0,361200000.0,189800000.0,,
1997-10-22,5.72,171400000.0,361200000.0,189800000.0,,
1997-10-23,5.59,171400000.0,361200000.0,189800000.0,,
1997-10-24,5.72,171400000.0,361200000.0,189800000.0,,
1997-10-27,5.42,171400000.0,361200000.0,189800000.0,,
1997-10-28,5.59,171400000.0,361200000.0,189800000.0,,
1997-10-29,5.66,171400000.0,361200000.0,189800000.0,,
1997-10-30,5.5,171400000.0,361200000.0,189800000.0,,
1997-10-31,5.5,171400000.0,361200000.0,189800000.0,,
1997-11-03,5.73,171400000.0,361200000.0,189800000.0,,
1997-11-04,5.78,171400000.0,361200000.0,189800000.0,,
1997-11-05,5.91,171400000.0,361200000.0,189800000.0,,
1997-11-06,6.25,171400000.0,361200000.0,189800000.0,,
1997-11-07,6.44,171400000.0,361200000.0,189800000.0,,
1997-11-10,6.16,171400000.0,361200000.0,189800000.0,,
1997-11-11,6.0,171400000.0,361200000.0,189800000.0,,
1997-11-12,5.69,171400000.0,361200000.0,189800000.0,,
1997-11-13,5.5,171400000.0,361200000.0,189800000.0,,
1997-11-14,5.44,181700000.0,383100000.0,201400000.0,,
1997-11-17,5.81,181700000.0,383100000.0,201400000.0,,
1997-11-18,5.72,181700000.0,383100000.0,201400000.0,,
1997-11-19,5.56,181700000.0,383100000.0,201400000.0,,
1997-11-20,5.56,181700000.0,383100000.0,201400000.0,,
1997-11-21,5.53,181700000.0,383100000.0,201400000.0,,
1997-11-24,5.53,181700000.0,383100000.0,201400000.0,,
1997-11-25,5.52,181700000.0,383100000.0,201400000.0,,
1997-11-26,5.25,181700000.0,383100000.0,201400000.0,,
1997-11-28,5.25,181700000.0,383100000.0,201400000.0,,
1997-12-01,5.27,181700000.0,383100000.0,201400000.0,,
1997-12-02,5.34,181700000.0,383100000.0,201400000.0,,
1997-12-03,5.5,181700000.0,383100000.0,201400000.0,,
1997-12-04,5.55,181700000.0,383100000.0,201400000.0,,
1997-12-05,5.69,181700000.0,383100000.0,201400000.0,,
1997-12-08,5.72,181700000.0,383100000.0,201400000.0,,
1997-12-09,5.59,181700000.0,383100000.0,201400000.0,,
1997-12-10,5.38,181700000.0,383100000.0,201400000.0,,
1997-12-11,5.31,181700000.0,383100000.0,201400000.0,,
1997-12-12,5.16,181700000.0,383100000.0,201400000.0,,
1997-12-15,5.22,181700000.0,383100000.0,201400000.0,,
1997-12-16,5.22,181700000.0,383100000.0,201400000.0,,
1997-12-17,5.03,181700000.0,383100000.0,201400000.0,,
1997-12-18,5.0,181700000.0,383100000.0,201400000.0,,
1997-12-19,4.94,181700000.0,383100000.0,201400000.0,,
1997-12-22,5.06,181700000.0,383100000.0,201400000.0,,
1997-12-23,5.0,181700000.0,383100000.0,201400000.0,,
1997-12-24,4.94,181700000.0,383100000.0,201400000.0,,
1997-12-26,5.06,181700000.0,383100000.0,201400000.0,,
1997-12-29,5.28,181700000.0,383100000.0,201400000.0,,
1997-12-30,5.28,181700000.0,383100000.0,201400000.0,,
1997-12-31,5.59,181700000.0,383100000.0,201400000.0,,
1998-01-02,5.78,181700000.0,383100000.0,201400000.0,,
1998-01-05,5.63,181700000.0,383100000.0,201400000.0,,
1998-01-06,5.42,181700000.0,383100000.0,201400000.0,,
1998-01-07,5.56,181700000.0,383100000.0,201400000.0,,
1998-01-08,5.75,181700000.0,383100000.0,201400000.0,,
1998-01-09,5.5,181700000.0,383100000.0,201400000.0,,
1998-01-12,5.34,181700000.0,383100000.0,201400000.0,,
1998-01-13,5.44,181700000.0,383100000.0,201400000.0,,
1998-01-14,5.36,181700000.0,383100000.0,201400000.0,,
1998-01-15,5.38,181700000.0,383100000.0,201400000.0,,
1998-01-16,5.56,181700000.0,383100000.0,201400000.0,,
1998-01-20,5.78,181700000.0,383100000.0,201400000.0,,
1998-01-21,5.75,181700000.0,383100000.0,201400000.0,,
1998-01-22,5.66,181700000.0,383100000.0,201400000.0,,
1998-01-23,5.81,181700000.0,383100000.0,201400000.0,,
1998-01-26,5.72,181700000.0,383100000.0,201400000.0,,
1998-01-27,5.63,181700000.0,383100000.0,201400000.0,,
1998-01-28,5.66,181700000.0,383100000.0,201400000.0,,
1998-01-29,5.72,181700000.0,383100000.0,201400000.0,,
1998-01-30,5.72,181700000.0,383100000.0,201400000.0,,
1998-02-02,6.0,181700000.0,383100000.0,201400000.0,,
1998-02-03,6.0,181700000.0,383100000.0,201400000.0,,
1998-02-04,5.91,181700000.0,383100000.0,201400000.0,,
1998-02-05,5.88,181700000.0,383100000.0,201400000.0,,
1998-02-06,5.94,181700000.0,383100000.0,201400000.0,,
1998-02-09,6.06,181700000.0,383100000.0,201400000.0,,
1998-02-10,6.25,181700000.0,383100000.0,201400000.0,,
1998-02-11,5.75,181700000.0,383100000.0,201400000.0,,
1998-02-12,5.91,181700000.0,383100000.0,201400000.0,,
1998-02-13,5.94,181700000.0,383100000.0,201400000.0,,
1998-02-17,5.91,181700000.0,383100000.0,201400000.0,,
1998-02-18,5.91,181700000.0,383100000.0,201400000.0,,
1998-02-19,5.84,181700000.0,383100000.0,201400000.0,,
1998-02-20,5.78,181700000.0,383100000.0,201400000.0,,
1998-02-23,5.72,181700000.0,383100000.0,201400000.0,,
1998-02-24,5.5,181700000.0,383100000.0,201400000.0,,
1998-02-25,5.59,181700000.0,383100000.0,201400000.0,,
1998-02-26,5.47,181700000.0,383100000.0,201400000.0,,
1998-02-27,5.69,181700000.0,383100000.0,201400000.0,,
1998-03-02,5.41,181700000.0,383100000.0,201400000.0,,
1998-03-03,5.38,181700000.0,383100000.0,201400000.0,,
1998-03-04,5.41,181700000.0,383100000.0,201400000.0,,
1998-03-05,5.41,181700000.0,383100000.0,201400000.0,,
1998-03-06,5.44,181700000.0,383100000.0,201400000.0,,
1998-03-09,5.44,181700000.0,383100000.0,201400000.0,,
1998-03-10,5.38,181700000.0,383100000.0,201400000.0,,
1998-03-11,5.52,181700000.0,383100000.0,201400000.0,,
1998-03-12,5.53,181700000.0,383100000.0,201400000.0,,
1998-03-13,5.69,181700000.0,383100000.0,201400000.0,,
1998-03-16,5.91,181700000.0,383100000.0,201400000.0,,
1998-03-17,5.75,181700000.0,383100000.0,201400000.0,,
1998-03-18,5.78,181700000.0,383100000.0,201400000.0,,
1998-03-19,5.88,181700000.0,383100000.0,201400000.0,,
1998-03-20,5.88,181700000.0,383100000.0,201400000.0,,
