date,MCK,MCK_SHE,PB Ratio
2001-11-02,,3684000000.0,
2001-12-31,11145200000.0,3684000000.0,3.025298588490771
2002-01-02,11166060000.0,3684000000.0,3.0309609120521173
2002-01-03,11130300000.0,3684000000.0,3.0212540716612377
2002-01-04,10906800000.0,3684000000.0,2.960586319218241
2002-01-07,10835280000.0,3684000000.0,2.9411726384364822
2002-01-08,10608800000.0,3684000000.0,2.8796959826275788
2002-01-09,10462780000.0,3684000000.0,2.8400597176981544
2002-01-10,10370400000.0,3684000000.0,2.814983713355049
2002-01-11,10680320000.000002,3684000000.0,2.8991096634093383
2002-01-14,10936600000.0,3684000000.0,2.968675352877307
2002-01-15,10686280000.0,3684000000.0,2.9007274701411507
2002-01-16,10686280000.0,3684000000.0,2.9007274701411507
2002-01-17,11040900000.0,3684000000.0,2.996986970684039
2002-01-18,11011100000.0,3684000000.0,2.988897937024973
2002-01-22,11604120000.0,3684000000.0,3.149869706840391
2002-01-23,11696500000.0,3684000000.0,3.174945711183496
2002-01-24,11622000000.0,3684000000.0,3.1547231270358305
2002-01-25,11699480000.0,3684000000.0,3.175754614549403
2002-01-28,11687560000.0,3684000000.0,3.1725190010857762
2002-01-29,11368700000.0,3684000000.0,3.0859663409337674
2002-01-30,11383600000.0,3684000000.0,3.0900108577633008
2002-01-31,11473000000.0,3684000000.0,3.1142779587404994
2002-02-01,11383600000.0,3684000000.0,3.0900108577633008
2002-02-04,11070700000.0,3684000000.0,3.0050760043431053
2002-02-05,11175000000.0,3684000000.0,3.0333876221498373
2002-02-06,10993220000.0,3684000000.0,2.9840445168295333
2002-02-07,11011100000.0,3684000000.0,2.988897937024973
2002-02-08,10862100000.0,3684000000.0,2.948452768729642
2002-02-11,10951500000.0,3684000000.0,2.9727198697068404
2002-02-12,11052820000.000002,3684000000.0,3.000222584147666
2002-02-13,11115400000.0,3684000000.0,3.017209554831705
2002-02-14,11175000000.0,3783000000.0,2.9540047581284696
2002-02-15,11008120000.0,3783000000.0,2.9098916204070844
2002-02-19,10739920000.0,3783000000.0,2.838995506212001
2002-02-20,10733960000.0,3783000000.0,2.8374200370076657
2002-02-21,10745880000.0,3783000000.0,2.840570975416336
2002-02-22,10543240000.0,3783000000.0,2.7870050224689398
2002-02-25,10120080000.0,3783000000.0,2.675146708961142
2002-02-26,10164780000.0,3783000000.0,2.686962727993656
2002-02-27,10331660000.0,3783000000.0,2.731075865715041
2002-02-28,10504500000.0,3783000000.0,2.776764472640761
2002-03-01,10042600000.0,3783000000.0,2.6546656093047845
2002-03-04,9592620000.0,3783000000.0,2.5357176843774782
2002-03-05,9181380000.0,3783000000.0,2.4270103092783506
2002-03-06,9556860000.0,3783000000.0,2.526264869151467
2002-03-07,9810160000.0,3783000000.0,2.5932223103357126
2002-03-08,9959160000.0,3783000000.0,2.632609040444092
2002-03-11,10114120000.0,3783000000.0,2.6735712397568068
2002-03-12,10289940000.0,3783000000.0,2.7200475812846947
2002-03-13,10537280000.0,3783000000.0,2.785429553264605
2002-03-14,10808460000.0,3783000000.0,2.857113402061856
2002-03-15,11091560000.0,3783000000.0,2.931948189267777
2002-03-18,11356780000.0,3783000000.0,3.0020565688606924
2002-03-19,11613060000.0,3783000000.0,3.0698017446471053
2002-03-20,11103480000.0,3783000000.0,2.9350991276764473
2002-03-21,11303140000.0,3783000000.0,2.987877346021676
2002-03-22,11440220000.0,3783000000.0,3.0241131377213852
2002-03-25,11350820000.000002,3783000000.0,3.000481099656358
2002-03-26,11180960000.0,3783000000.0,2.9555802273328045
2002-03-27,11273340000.0,3783000000.0,2.98
2002-03-28,11154140000.0,3783000000.0,2.9484906159132964
2002-04-01,11377800000.0,3783000000.0,3.00761300555115
2002-04-02,11233320000.0,3783000000.0,2.969421094369548
2002-04-03,11076800000.0,3783000000.0,2.9280465239228124
2002-04-04,10715600000.0,3783000000.0,2.832566745968808
