date,ROK,ROK_SHE,PB Ratio
2002-02-08,,0.0,
2002-09-30,3075030000.0,0.0,inf
2002-10-01,3214890000.0000005,0.0,inf
2002-10-02,3073140000.0000005,0.0,inf
2002-10-03,3103380000.0000005,0.0,inf
2002-10-04,3048570000.0,0.0,inf
2002-10-07,2929500000.0,0.0,inf
2002-10-08,2923830000.0,0.0,inf
2002-10-09,2838780000.0,0.0,inf
2002-10-10,2959740000.0,0.0,inf
2002-10-11,3037230000.0,0.0,inf
2002-10-14,2995650000.0,0.0,inf
2002-10-15,3146849999.9999995,0.0,inf
2002-10-16,2999430000.0,0.0,inf
2002-10-17,3120390000.0000005,0.0,inf
2002-10-18,3188430000.0,0.0,inf
2002-10-21,3298050000.0,0.0,inf
2002-10-22,3209220000.0,0.0,inf
2002-10-23,3241349999.9999995,0.0,inf
2002-10-24,3163859999.9999995,0.0,inf
2002-10-25,3156300000.0,0.0,inf
2002-10-28,3165750000.0,0.0,inf
2002-10-29,3127950000.0,0.0,inf
2002-10-30,3137400000.0000005,0.0,inf
2002-10-31,3127950000.0,0.0,inf
2002-11-01,3163859999.9999995,0.0,inf
2002-11-04,3220560000.0,0.0,inf
2002-11-05,3241349999.9999995,0.0,inf
2002-11-06,3250800000.0,0.0,inf
2002-11-07,3337740000.0,0.0,inf
2002-11-08,3341520000.0,0.0,inf
2002-11-11,3439800000.0,0.0,inf
2002-11-12,3468150000.0000005,0.0,inf
2002-11-13,3534300000.0,0.0,inf
2002-11-14,3711960000.0,0.0,inf
2002-11-15,3694950000.0,0.0,inf
2002-11-18,3651480000.0,0.0,inf
2002-11-19,3660930000.0,0.0,inf
2002-11-20,3736530000.0,0.0,inf
2002-11-21,3762990000.0,0.0,inf
2002-11-22,3893400000.0000005,0.0,inf
2002-11-25,3931200000.0,0.0,inf
2002-11-26,3859380000.0000005,0.0,inf
2002-11-27,4040820000.0,0.0,inf
2002-11-29,3978450000.0,0.0,inf
2002-12-02,3969000000.0,0.0,inf
2002-12-03,3912300000.0,0.0,inf
2002-12-04,3859380000.0000005,0.0,inf
2002-12-05,3812130000.0000005,0.0,inf
2002-12-06,3806460000.0,0.0,inf
2002-12-09,3836700000.0,0.0,inf
2002-12-10,3865050000.0,0.0,inf
2002-12-11,3900960000.0,0.0,inf
2002-12-12,3878280000.0,0.0,inf
2002-12-13,3989790000.0,0.0,inf
2002-12-16,4112640000.0000005,0.0,inf
2002-12-17,4038930000.0,0.0,inf
2002-12-18,3944430000.0,0.0,inf
2002-12-19,3889619999.9999995,0.0,inf
2002-12-20,3908520000.0,0.0,inf
2002-12-23,3874500000.0,0.0,inf
2002-12-24,3861270000.0,0.0,inf
2002-12-26,3893400000.0000005,0.0,inf
2002-12-27,3791339999.9999995,0.0,inf
2002-12-30,3904740000.0,0.0,inf
2002-12-31,3914190000.0,0.0,inf
2003-01-02,4040820000.0,0.0,inf
2003-01-03,3938760000.0,0.0,inf
2003-01-06,3987900000.0000005,0.0,inf
2003-01-07,3999240000.0,0.0,inf
2003-01-08,3963330000.0,0.0,inf
2003-01-09,4065390000.0000005,0.0,inf
2003-01-10,4280849999.9999995,0.0,inf
2003-01-13,4356450000.0,0.0,inf
2003-01-14,4413150000.0,0.0,inf
2003-01-15,4483080000.0,0.0,inf
2003-01-16,4437720000.0,0.0,inf
2003-01-17,4309200000.0,0.0,inf
2003-01-21,4248720000.0,0.0,inf
2003-01-22,4282740000.0,0.0,inf
2003-01-23,4371570000.0,0.0,inf
2003-01-24,4237380000.0000005,0.0,inf
2003-01-27,4148550000.0,0.0,inf
2003-01-28,4118310000.0,0.0,inf
2003-01-29,4158000000.0,0.0,inf
2003-01-30,4195800000.0,0.0,inf
2003-01-31,4356450000.0,0.0,inf
2003-02-03,4467960000.0,0.0,inf
2003-02-04,4352670000.0,0.0,inf
2003-02-05,4301640000.0,0.0,inf
2003-02-06,4261950000.0,0.0,inf
2003-02-07,4180680000.0,0.0,inf
2003-02-10,4254390000.0000005,0.0,inf
2003-02-11,4214700000.0,0.0,inf
2003-02-12,4114530000.0,0.0,inf
2003-02-13,4033260000.0,0.0,inf
2003-02-14,4214700000.0,0.0,inf
2003-02-18,4275180000.0,0.0,inf
2003-02-19,4333770000.0,0.0,inf
2003-02-20,4329990000.0,0.0,inf
