date,EIX,EIX_SHE,PB Ratio
2002-03-29,,3272000000.0,
2006-03-31,13424680000.0,3272000000.0,4.102897310513447
2006-04-03,13405120000.0,3272000000.0,4.096919315403423
2006-04-04,13571380000.0,3272000000.0,4.14773227383863
2006-04-05,13682220000.0,3272000000.0,4.181607579462103
2006-04-06,13444240000.0,3272000000.0,4.108875305623472
2006-04-07,13137800000.0,3272000000.0,4.015220048899756
2006-04-10,13167140000.0,3272000000.0,4.024187041564792
2006-04-11,12896560000.0,3272000000.0,3.9414914425427874
2006-04-12,12824840000.000002,3272000000.0,3.919572127139365
2006-04-13,12665100000.0,3272000000.0,3.8707518337408313
2006-04-17,12564040000.0,3272000000.0,3.8398655256723715
2006-04-18,13111720000.0,3272000000.0,4.007249388753056
2006-04-19,13124760000.0,3272000000.0,4.0112347188264055
2006-04-20,13229080000.0,3272000000.0,4.043117359413203
2006-04-21,13248640000.0,3272000000.0,4.049095354523227
2006-04-24,13300800000.0,3272000000.0,4.065036674816626
2006-04-25,13203000000.0,3272000000.0,4.0351466992665035
2006-04-26,13007400000.0,3272000000.0,3.9753667481662593
2006-04-27,13173659999.999998,3272000000.0,4.026179706601466
2006-04-28,13173659999.999998,3272000000.0,4.026179706601466
2006-05-01,12828100000.0,3272000000.0,3.9205684596577015
2006-05-02,12886780000.0,3272000000.0,3.9385024449877752
2006-05-03,13098680000.0,3272000000.0,4.003264058679707
2006-05-04,12984580000.0,3272000000.0,3.968392420537897
2006-05-05,13395340000.000002,3272000000.0,4.093930317848411
2006-05-08,13088900000.0,6899000000.0,1.8972169879692709
2006-05-09,12968280000.0,6899000000.0,1.8797332946803884
2006-05-10,13349700000.0,6899000000.0,1.935019568053341
2006-05-11,13366000000.0,6899000000.0,1.9373822293085954
2006-05-12,13189960000.0,6899000000.0,1.9118654877518482
2006-05-15,13137800000.0,6899000000.0,1.904304971735034
2006-05-16,13128020000.000002,6899000000.0,1.9028873749818818
2006-05-17,12756380000.0,6899000000.0,1.8490186983620815
2006-05-18,12746600000.0,6899000000.0,1.8476011016089289
2006-05-19,12805280000.0,6899000000.0,1.8561066821278447
2006-05-22,12961760000.0,6899000000.0,1.8787882301782868
2006-05-23,12645540000.0,6899000000.0,1.8329526018263516
2006-05-24,12599900000.0,6899000000.0,1.8263371503116395
2006-05-25,12524920000.0,6899000000.0,1.8154689085374691
2006-05-26,12616200000.0,6899000000.0,1.8286998115668938
2006-05-30,12511880000.0,6899000000.0,1.8135787795332656
2006-05-31,12792240000.0,6899000000.0,1.8542165531236412
2006-06-01,12932420000.0,6899000000.0,1.8745354399188288
2006-06-02,13141060000.0,6899000000.0,1.904777503986085
2006-06-05,12961760000.0,6899000000.0,1.8787882301782868
2006-06-06,12844400000.0,6899000000.0,1.8617770691404552
2006-06-07,12841140000.0,6899000000.0,1.8613045368894043
2006-06-08,12919380000.0,6899000000.0,1.8726453109146253
2006-06-09,12971540000.0,6899000000.0,1.8802058269314392
2006-06-12,12759640000.0,6899000000.0,1.8494912306131324
2006-06-13,12502100000.0,6899000000.0,1.812161182780113
2006-06-14,12492320000.0,6899000000.0,1.8107435860269605
2006-06-15,12991100000.0,6899000000.0,1.8830410204377446
2006-06-16,13222560000.0,6899000000.0,1.9165908102623568
2006-06-19,12948720000.0,6899000000.0,1.8768981011740833
2006-06-20,12815060000.0,6899000000.0,1.8575242788809971
2006-06-21,12831360000.0,6899000000.0,1.8598869401362517
2006-06-22,12759640000.0,6899000000.0,1.8494912306131324
2006-06-23,12769420000.0,6899000000.0,1.850908827366285
2006-06-26,12863960000.0,6899000000.0,1.8646122626467605
2006-06-27,12831360000.0,6899000000.0,1.8598869401362517
2006-06-28,12818320000.0,6899000000.0,1.8579968111320482
2006-06-29,12723780000.0,6899000000.0,1.8442933758515727
2006-06-30,12714000000.0,6899000000.0,1.84287577909842
2006-07-03,12710740000.0,6899000000.0,1.8424032468473692
2006-07-05,12505360000.0,6899000000.0,1.812633715031164
2006-07-06,12495580000.0,6899000000.0,1.8112161182780113
2006-07-07,12847659999.999998,6899000000.0,1.8622496013915057
2006-07-10,12857440000.0,6899000000.0,1.8636671981446586
2006-07-11,13124760000.0,6899000000.0,1.9024148427308305
2006-07-12,12798760000.0,6899000000.0,1.8551616176257428
2006-07-13,12700960000.0,6899000000.0,1.8409856500942166
2006-07-14,12674880000.0,6899000000.0,1.8372053920858096
2006-07-17,12704220000.0,6899000000.0,1.8414581823452674
2006-07-18,12815060000.0,6899000000.0,1.8575242788809971
2006-07-19,12899820000.0,6899000000.0,1.8698101174083201
2006-07-20,13105200000.0,6899000000.0,1.8995796492245254
2006-07-21,13209520000.000002,6899000000.0,1.9147006812581537
2006-07-24,13486620000.0,6899000000.0,1.9548659225974778
2006-07-25,13447500000.0,6899000000.0,1.9491955355848674
2006-07-26,13476840000.000002,6899000000.0,1.9534483258443256
2006-07-27,13512700000.0,6899000000.0,1.9586461806058848
2006-07-28,13564860000.0,6899000000.0,1.966206696622699
2006-07-31,13489880000.0,6899000000.0,1.9553384548485289
2006-08-01,13727860000.0,6899000000.0,1.9898333091752427
2006-08-02,13861520000.000002,6899000000.0,2.009207131468329
2006-08-03,13721340000.000002,6899000000.0,1.9888882446731413
2006-08-04,13884340000.000002,6899000000.0,2.012514857225685
2006-08-07,13577900000.0,6899000000.0,1.9680968256269025
2006-08-08,13617020000.000002,7084000000.0,1.9222219085262566
2006-08-09,13887600000.0,7084000000.0,1.9604178430265387
2006-08-10,13845220000.0,7084000000.0,1.9544353472614342
2006-08-11,13750680000.0,7084000000.0,1.941089779785432
2006-08-14,13796320000.0,7084000000.0,1.9475324675324674
2006-08-15,13864780000.0,7084000000.0,1.9571964991530209
2006-08-16,13620280000.0,7084000000.0,1.9226821005081876
2006-08-17,13535520000.000002,7084000000.0,1.9107171089779789
