date,BLK,BLK_SHE,PB Ratio
2006-11-14,,10607285000.0,
2007-01-03,20459640818.4,10607285000.0,1.9288291790406311
2007-01-04,20679906420.3,10607285000.0,1.9495946814194207
2007-01-05,20674630597.5,10607285000.0,1.9490973041169348
2007-01-08,21055808794.8,10607285000.0,1.9850328142215468
2007-01-09,21189023320.5,10607285000.0,1.9975915911093178
2007-01-10,21749579493.0,10607285000.0,2.0504379294984534
2007-01-11,22161093671.4,10607285000.0,2.08923335909236
2007-01-12,22751985825.0,10607285000.0,2.1449396169707895
2007-01-16,22614814432.2,10607285000.0,2.132007807106154
2007-01-17,22842993768.3,10607285000.0,2.1535193754386723
2007-01-18,22430160634.2,10607285000.0,2.114599601519145
2007-01-19,22380040317.600002,10607285000.0,2.109874517145528
2007-01-22,22327282089.6,10607285000.0,2.104900744120668
2007-01-23,23233404655.5,10607285000.0,2.190325295822635
2007-01-24,22684719084.300003,10607285000.0,2.1385980563640934
2007-01-25,22382678229.0,10607285000.0,2.110123205796771
2007-01-26,22312773576.899998,10607285000.0,2.103532956538831
2007-01-29,22234955190.600002,10607285000.0,2.0961966413271638
2007-01-30,22174283228.4,10607285000.0,2.090476802348575
2007-01-31,22126800823.199997,10607285000.0,2.0860004066262006
2007-02-01,22332557912.399998,10607285000.0,2.105398121423154
2007-02-02,22300902975.600002,10607285000.0,2.1024138576082385
2007-02-05,22507979020.5,10607285000.0,2.1219359167308127
2007-02-06,22527763356.0,10607285000.0,2.1238010816151354
2007-02-07,22757261647.8,10607285000.0,2.1454369942732754
2007-02-08,22875967660.8,10607285000.0,2.15662798357921
2007-02-09,22907622597.600002,10607285000.0,2.159612247394126
2007-02-12,22596349052.399998,10607285000.0,2.130266986547453
2007-02-13,22489513640.699997,10607285000.0,2.1201950961721114
2007-02-14,22704503419.8,10607285000.0,2.1404632212484156
2007-02-15,23159543136.3,10607285000.0,2.183362013587831
2007-02-16,22889157217.8,10607285000.0,2.157871426835425
2007-02-20,22949829180.0,10607285000.0,2.1635912658140137
2007-02-21,22770451204.8,10607285000.0,2.1466804375294903
2007-02-22,23083043705.699997,10607285000.0,2.1761500427017846
2007-02-23,22995992629.5,10607285000.0,2.167943317210766
2007-02-26,22103059620.600002,10607285000.0,2.0837622087650143
2007-02-27,21504253732.8,10607285000.0,2.0273098849328552
2007-02-28,21004369522.5,10607285000.0,1.9801833855223085
2007-03-01,20910723667.8,10607285000.0,1.9713549384031823
2007-03-02,20536140249.0,10607285000.0,1.9360411499266776
2007-03-05,20115393380.699997,10607285000.0,1.8963753100534206
2007-03-06,20455683951.3,10607285000.0,1.9284561460637666
2007-03-07,20549329806.0,10607285000.0,1.9372845931828928
2007-03-08,20781466009.2,10607285000.0,1.959169194492276
2007-03-09,20921275313.4,10607285000.0,1.9723496930081545
2007-03-12,21012283256.7,10607285000.0,1.9809294514760376
2007-03-13,20227504615.2,10781880000.0,1.876064713686296
2007-03-14,20259159552.0,10781880000.0,1.8790006522053668
2007-03-15,20565157274.399998,10781880000.0,1.9073813912230517
2007-03-16,20584941609.899998,10781880000.0,1.909216352797471
2007-03-19,20880387686.7,10781880000.0,1.936618445642133
2007-03-20,20355443318.100002,10781880000.0,1.8879307985342075
2007-03-21,20896215155.100002,10781880000.0,1.9380864149016686
2007-03-22,20863241262.600002,10781880000.0,1.9350281456109697
2007-03-23,21150773605.2,10781880000.0,1.9616962538258635
2007-03-26,21041300282.1,10781880000.0,1.951542799780743
2007-03-27,20914680534.899998,10781880000.0,1.9397990457044596
2007-03-28,20668035819.0,10781880000.0,1.9169231914100324
2007-03-29,20577027875.699997,10781880000.0,1.9084823681677032
2007-03-30,20616596546.7,10781880000.0,1.9121522913165423
2007-04-02,20276496646.1,10781880000.0,1.8806086365364851
2007-04-03,20527814677.21,10781880000.0,1.9039179324208764
2007-04-04,20497551249.38,10781880000.0,1.9011110538588818
2007-04-05,20593604737.71,10781880000.0,1.9100198423382564
2007-04-09,20443603399.77,10781880000.0,1.8961074877266302
2007-04-10,20867291389.39,10781880000.0,1.9354037875945567
2007-04-11,20662026400.63,10781880000.0,1.9163658286523315
2007-04-12,20593604737.71,10781880000.0,1.9100198423382564
2007-04-13,20771237901.06,10781880000.0,1.9264949991151823
2007-04-16,21131767432.6,10781880000.0,1.9599334654624239
2007-04-17,21262031752.39,10781880000.0,1.9720152470988361
2007-04-18,21104135607.19,10781880000.0,1.9573706632971244
2007-04-19,20587025731.66,10781880000.0,1.9094096513465184
2007-04-20,20373865935.64,10781880000.0,1.8896394632142075
2007-04-23,20090968675.489998,10781880000.0,1.8634012505694737
2007-04-24,20087021271.86,10781880000.0,1.8630351359744313
2007-04-25,20108074091.219997,10781880000.0,1.8649877471479925
2007-04-26,20119916302.11,10781880000.0,1.8660860909331212
2007-04-27,19933072530.29,10781880000.0,1.8487566667677624
2007-04-30,19697544113.699997,10781880000.0,1.8269118292635418
2007-05-01,19585701010.85,10781880000.0,1.8165385824039961
2007-05-02,19559384986.65,10781880000.0,1.8140978184370444
2007-05-03,19601490625.37,10781880000.0,1.8180030407841674
2007-05-04,19594911619.32,10781880000.0,1.8173928497924294
2007-05-07,19529121558.82,10781880000.0,1.8112909398750496
2007-05-08,19384383425.719997,10781880000.0,1.7978667380568136
2007-05-09,19227803081.73,10781880000.0,1.7833441924534497
2007-05-10,19164644623.65,10998741000.0,1.7424398504928884
2007-05-11,19617280239.89,10998741000.0,1.7835932530723289
2007-05-14,19304119551.91,10998741000.0,1.7551208408225996
2007-05-15,19055433123.219997,10998741000.0,1.7325103958007555
2007-05-16,19039643508.699997,10998741000.0,1.7310748119898447
2007-05-17,19487015920.1,10998741000.0,1.7717496866323152
2007-05-18,19500173932.199997,10998741000.0,1.7729460064747409
2007-05-21,19515963546.719997,10998741000.0,1.7743815902856515
2007-05-22,19392278232.98,10998741000.0,1.763136183766851
2007-05-23,19390962431.77,10998741000.0,1.7630165517826086
2007-05-24,19247540099.88,10998741000.0,1.7499766655001696
