date,close price,CHTR_SHE,CHTR_TA,CHTR_TL,market cap,PB Ratio
2010-02-09,29.8,-11834000000.0,10905000000.0,10905000000.0,3368024816.6,-0.28460578135879666
2010-02-10,29.75,-11834000000.0,10905000000.0,10905000000.0,3362373768.25,-0.28412825488000676
2010-02-11,29.74,-11834000000.0,10905000000.0,10905000000.0,3361243558.58,-0.2840327495842488
2010-02-12,29.74,-11834000000.0,10905000000.0,10905000000.0,3361243558.58,-0.2840327495842488
2010-02-16,29.74,-11834000000.0,10905000000.0,10905000000.0,3361243558.58,-0.2840327495842488
2010-02-17,29.74,-11834000000.0,10905000000.0,10905000000.0,3361243558.58,-0.2840327495842488
2010-02-18,29.7,-11834000000.0,10905000000.0,10905000000.0,3356722719.9,-0.28365072840121686
2010-02-19,29.7,-11834000000.0,10905000000.0,10905000000.0,3356722719.9,-0.28365072840121686
2010-02-22,29.7,-11834000000.0,10905000000.0,10905000000.0,3356722719.9,-0.28365072840121686
2010-02-23,29.7,-11834000000.0,10905000000.0,10905000000.0,3356722719.9,-0.28365072840121686
2010-02-24,29.7,-11834000000.0,10905000000.0,10905000000.0,3356722719.9,-0.28365072840121686
2010-02-25,29.5,-11834000000.0,10905000000.0,10905000000.0,3334118526.5,-0.28174062248605714
2010-02-26,29.75,1917000000.0,2165000000.0,2165000000.0,3362373768.25,1.7539769265779865
2010-03-01,30.1,1917000000.0,2165000000.0,2165000000.0,3401931106.7000003,1.7746119492436099
2010-03-02,30.4,1917000000.0,2165000000.0,2165000000.0,3435837396.7999997,1.7922991115284297
2010-03-03,30.75,1917000000.0,2165000000.0,2165000000.0,3475394735.25,1.8129341341940532
2010-03-04,31.02,1917000000.0,2165000000.0,2165000000.0,3505910396.34,1.8288525802503912
2010-03-05,31.75,1917000000.0,2165000000.0,2165000000.0,3588415702.25,1.87189134181012
2010-03-08,31.75,1917000000.0,2165000000.0,2165000000.0,3588415702.25,1.87189134181012
2010-03-09,32.75,1917000000.0,2165000000.0,2165000000.0,3701436669.25,1.9308485494261867
2010-03-10,33.0,1917000000.0,2165000000.0,2165000000.0,3729691911.0,1.9455878513302034
2010-03-11,32.5,1917000000.0,2165000000.0,2165000000.0,3673181427.5,1.9161092475221702
2010-03-12,32.5,1917000000.0,2165000000.0,2165000000.0,3673181427.5,1.9161092475221702
2010-03-15,33.0,1917000000.0,2165000000.0,2165000000.0,3729691911.0,1.9455878513302034
2010-03-16,32.75,1917000000.0,2165000000.0,2165000000.0,3701436669.25,1.9308485494261867
2010-03-17,34.0,1917000000.0,2165000000.0,2165000000.0,3842712878.0,2.0045450589462703
2010-03-18,34.75,1917000000.0,2165000000.0,2165000000.0,3927478603.25,2.0487629646583203
2010-03-19,34.75,1917000000.0,2165000000.0,2165000000.0,3927478603.25,2.0487629646583203
