date,ORCL,ORCL_SHE,PB Ratio
2006-04-10,,15043000000.0,
2006-05-31,75465540000.0,15043000000.0,5.016654922555341
2006-06-01,75465540000.0,15043000000.0,5.016654922555341
2006-06-02,75094050000.0,15043000000.0,4.991959715482284
2006-06-05,73555020000.0,15043000000.0,4.889651000465332
2006-06-06,73342740000.0,15043000000.0,4.875539453566443
2006-06-07,71856780000.0,15043000000.0,4.776758625274214
2006-06-08,71803710000.0,15043000000.0,4.773230738549492
2006-06-09,71485290000.0,15043000000.0,4.752063418201157
2006-06-12,70317750000.0,15043000000.0,4.6744499102572625
2006-06-13,69787050000.0,15043000000.0,4.6391710430100375
2006-06-14,69999330000.0,15043000000.0,4.653282589908928
2006-06-15,72705900000.0,15043000000.0,4.8332048128697735
2006-06-16,75306330000.0,15043000000.0,5.006071262381174
2006-06-19,75837030000.0,15043000000.0,5.041350129628398
2006-06-20,75624750000.0,15043000000.0,5.027238582729509
2006-06-21,77110710000.0,15043000000.0,5.126019411021738
2006-06-22,76049310000.0,15043000000.0,5.055461676527289
2006-06-23,79074300000.0,15043000000.0,5.256551219836469
2006-06-26,77853690000.0,15043000000.0,5.175409825167852
2006-06-27,76951500000.0,15043000000.0,5.1154357508475705
2006-06-28,77376060000.0,15043000000.0,5.14365884464535
2006-06-29,78225180000.0,15043000000.0,5.200105032240909
2006-06-30,76898430000.0,15043000000.0,5.1119078641228475
2006-07-03,78596670000.0,15043000000.0,5.224800239313967
2006-07-05,77322990000.0,15043000000.0,5.140130957920627
2006-07-06,76951500000.0,15043000000.0,5.1154357508475705
2006-07-07,78437460000.0,15043000000.0,5.2142165791398
2006-07-10,77429130000.0,15043000000.0,5.1471867313700725
2006-07-11,77163780000.0,15043000000.0,5.12954729774646
2006-07-12,75465540000.0,15043000000.0,5.016654922555341
2006-07-13,74828700000.0,15043000000.0,4.974320281858672
2006-07-14,75837030000.0,15043000000.0,5.041350129628398
2006-07-17,76526940000.0,15043000000.0,5.087212657049791
2006-07-18,78119040000.0,15043000000.0,5.193049258791464
2006-07-19,79976490000.0,15043000000.0,5.316525294156751
2006-07-20,80241840000.0,15043000000.0,5.3341647277803625
2006-07-21,80241840000.0,15012000000.0,5.345179856115108
2006-07-24,79498860000.0,15012000000.0,5.295687450039968
2006-07-25,79233510000.0,15012000000.0,5.278011590727418
2006-07-26,79711140000.0,15012000000.0,5.309828137490008
2006-07-27,78915090000.0,15012000000.0,5.256800559552358
2006-07-28,79976490000.0,15012000000.0,5.327503996802558
2006-07-31,79445790000.0,15012000000.0,5.292152278177458
2006-08-01,78172110000.0,15012000000.0,5.207308153477218
2006-08-02,78596670000.0,15012000000.0,5.235589528377298
2006-08-03,78384390000.0,15012000000.0,5.221448840927258
2006-08-04,77588340000.0,15012000000.0,5.168421262989608
2006-08-07,77588340000.0,15012000000.0,5.168421262989608
2006-08-08,78543600000.0,15012000000.0,5.232054356514788
2006-08-09,79339650000.0,15012000000.0,5.285081934452438
2006-08-10,80294910000.0,15012000000.0,5.348715027977618
2006-08-11,79551930000.0,15012000000.0,5.299222621902478
2006-08-14,81144030000.0,15012000000.0,5.405277777777778
2006-08-15,83426040000.0,15012000000.0,5.557290167865707
2006-08-16,82470780000.0,15012000000.0,5.493657074340527
2006-08-17,83903670000.0,15012000000.0,5.589106714628297
2006-08-18,83372970000.0,15012000000.0,5.553754996003198
2006-08-21,83001480000.0,15012000000.0,5.5290087929656275
2006-08-22,82152360000.0,15012000000.0,5.472446043165467
2006-08-23,81303240000.0,15012000000.0,5.415883293365308
2006-08-24,81621660000.0,15012000000.0,5.437094324540368
2006-08-25,81780870000.0,15012000000.0,5.447699840127898
2006-08-28,82470780000.0,15012000000.0,5.493657074340527
2006-08-29,82364640000.0,15012000000.0,5.486586730615508
2006-08-30,83638320000.0,15012000000.0,5.571430855315747
2006-08-31,83107620000.0,15012000000.0,5.536079136690647
2006-09-01,82103500000.0,15012000000.0,5.469191313615774
2006-09-05,83904480000.0,15012000000.0,5.58916067146283
2006-09-06,82739140000.0,15012000000.0,5.511533439914735
2006-09-07,84804970000.00002,15012000000.0,5.649145350386359
2006-09-08,84275270000.0,15012000000.0,5.613860245137223
2006-09-11,86288130000.0,15012000000.0,5.747943645083933
2006-09-12,86341100000.0,15012000000.0,5.751472155608846
2006-09-13,86817830000.0,15012000000.0,5.783228750333067
2006-09-14,87241590000.0,15012000000.0,5.8114568345323745
2006-09-15,86500009999.99998,15012000000.0,5.762057687183585
2006-09-18,86076250000.0,15012000000.0,5.7338296029842795
2006-09-19,85440610000.0,15012000000.0,5.691487476685318
2006-09-20,94975210000.0,15012000000.0,6.3266193711697305
2006-09-21,95769759999.99998,15012000000.0,6.379547029043431
2006-09-22,92909380000.0,15012000000.0,6.189007460698108
2006-09-25,95187090000.0,14899000000.0,6.388824082153165
2006-09-26,96352430000.0,14899000000.0,6.467040069803343
2006-09-27,94975210000.0,14899000000.0,6.374602993489496
2006-09-28,95293029999.99998,14899000000.0,6.395934626484998
2006-09-29,93968779999.99998,14899000000.0,6.307052822337068
2006-10-02,93545020000.0,14899000000.0,6.278610645009732
2006-10-03,94816300000.0,14899000000.0,6.363937176991745
2006-10-04,96246490000.00002,14899000000.0,6.459929525471509
2006-10-05,96723220000.00002,14899000000.0,6.4919269749647635
2006-10-06,96352430000.0,14899000000.0,6.467040069803343
2006-10-09,98259350000.0,14899000000.0,6.595029867776361
2006-10-10,99265779999.99998,14899000000.0,6.662580038928787
2006-10-11,98418259999.99998,14899000000.0,6.605695684274111
2006-10-12,100590029999.99998,14899000000.0,6.751461843076716
2006-10-13,101013790000.0,14899000000.0,6.779904020404054
2006-10-16,100590029999.99998,14899000000.0,6.751461843076716
2006-10-17,98683110000.0,14899000000.0,6.623472045103698
2006-10-18,99265779999.99998,14899000000.0,6.662580038928787
2006-10-19,99954390000.0,14899000000.0,6.708798577085711
