date,close price,FOX_SHE,FOX_TA,FOX_TL,market cap,PB Ratio
2019-03-13,39.2,,,,24343200000,
2019-03-14,39.96,,,,24815160000,
2019-03-15,41.02,,,,25473420000,
2019-03-18,40.86,10394000000.0,13466000000.0,3072000000.0,25374060000,2.441221858764672
2019-03-19,39.55,10394000000.0,13466000000.0,3072000000.0,24560550000,2.362954589186069
2019-03-20,37.6,10394000000.0,13466000000.0,3072000000.0,23349600000,2.246449874927843
2019-03-21,38.88,10394000000.0,13466000000.0,3072000000.0,24144480000,2.3229247642870887
2019-03-22,37.46,10394000000.0,13466000000.0,3072000000.0,23262660000,2.2380854339041756
2019-03-25,36.45,10394000000.0,13466000000.0,3072000000.0,22635450000,2.1777419665191458
2019-03-26,36.71,10394000000.0,13466000000.0,3072000000.0,22796910000,2.1932759284202423
2019-03-27,36.2,10394000000.0,13466000000.0,3072000000.0,22480200000,2.162805464691168
2019-03-28,35.67,10394000000.0,13466000000.0,3072000000.0,22151070000,2.131140080815855
2019-03-29,35.88,10394000000.0,13466000000.0,3072000000.0,22281480000,2.1436867423513566
2019-04-01,36.15,10394000000.0,13466000000.0,3072000000.0,22449150000,2.1598181643255723
2019-04-02,35.7,10394000000.0,13466000000.0,3072000000.0,22169700000,2.1329324610352125
2019-04-03,35.5,10394000000.0,13466000000.0,3072000000.0,22045500000,2.1209832595728306
2019-04-04,36.03,10394000000.0,13466000000.0,3072000000.0,22374630000,2.1526486434481433
2019-04-05,36.98,10394000000.0,13466000000.0,3072000000.0,22964580000,2.2094073503944585
2019-04-08,36.85,10394000000.0,13466000000.0,3072000000.0,22883850000,2.20164036944391
2019-04-09,36.89,10394000000.0,13466000000.0,3072000000.0,22908690000,2.2040302097363864
2019-04-10,35.93,10394000000.0,13466000000.0,3072000000.0,22312530000,2.146674042716952
2019-04-11,36.41,10394000000.0,13466000000.0,3072000000.0,22610610000,2.1753521262266693
2019-04-12,36.95,10394000000.0,13466000000.0,3072000000.0,22945950000,2.207614970175101
2019-04-15,36.98,10394000000.0,13466000000.0,3072000000.0,22964580000,2.2094073503944585
2019-04-16,37.21,10394000000.0,13466000000.0,3072000000.0,23107410000,2.2231489320761977
2019-04-17,38.21,10394000000.0,13466000000.0,3072000000.0,23728410000,2.2828949393881084
2019-04-18,37.92,10394000000.0,13466000000.0,3072000000.0,23548320000,2.2655685972676545
2019-04-22,37.24,10394000000.0,13466000000.0,3072000000.0,23126040000,2.224941312295555
2019-04-23,37.6,10394000000.0,13466000000.0,3072000000.0,23349600000,2.246449874927843
2019-04-24,37.45,10394000000.0,13466000000.0,3072000000.0,23256450000,2.2374879738310565
2019-04-25,37.64,10394000000.0,13466000000.0,3072000000.0,23374440000,2.2488397152203192
2019-04-26,37.91,10394000000.0,13466000000.0,3072000000.0,23542110000,2.2649711371945354
2019-04-29,38.73,10394000000.0,13466000000.0,3072000000.0,24051330000,2.313962863190302
2019-04-30,38.5,10394000000.0,13466000000.0,3072000000.0,23908500000,2.3002212815085628
2019-05-01,38.74,10394000000.0,13466000000.0,3072000000.0,24057540000,2.314560323263421
2019-05-02,36.84,10394000000.0,13466000000.0,3072000000.0,22877640000,2.201042909370791
2019-05-03,37.02,10394000000.0,13466000000.0,3072000000.0,22989420000,2.211797190686935
2019-05-06,37.31,10394000000.0,13466000000.0,3072000000.0,23169510000,2.229123532807389
2019-05-07,36.7,10394000000.0,13466000000.0,3072000000.0,22790700000,2.192678468347123
2019-05-08,36.82,10394000000.0,13466000000.0,3072000000.0,22865220000,2.1998479892245526
2019-05-09,37.97,10394000000.0,13466000000.0,3072000000.0,23579370000,2.26855589763325
2019-05-10,38.05,8600000000.0,17657000000.0,9057000000.0,23629050000,2.7475639534883722
2019-05-13,37.5,8600000000.0,17657000000.0,9057000000.0,23287500000,2.707848837209302
2019-05-14,37.48,8600000000.0,17657000000.0,9057000000.0,23275080000,2.706404651162791
2019-05-15,37.23,8600000000.0,17657000000.0,9057000000.0,23119830000,2.6883523255813953
2019-05-16,36.32,8600000000.0,17657000000.0,9057000000.0,22554720000,2.6226418604651163
2019-05-17,36.83,8600000000.0,17657000000.0,9057000000.0,22871430000,2.659468604651163
2019-05-20,36.68,8600000000.0,17657000000.0,9057000000.0,22778280000,2.6486372093023256
2019-05-21,37.18,8600000000.0,17657000000.0,9057000000.0,23088780000,2.6847418604651163
2019-05-22,36.67,8600000000.0,17657000000.0,9057000000.0,22772070000,2.6479151162790697
2019-05-23,36.51,8600000000.0,17657000000.0,9057000000.0,22672710000,2.6363616279069766
2019-05-24,36.45,8600000000.0,17657000000.0,9057000000.0,22635450000,2.6320290697674418
2019-05-28,36.16,8600000000.0,17657000000.0,9057000000.0,22455360000,2.611088372093023
2019-05-29,35.3,8600000000.0,17657000000.0,9057000000.0,21921300000,2.548988372093023
2019-05-30,34.81,8600000000.0,17657000000.0,9057000000.0,21617010000,2.5136058139534883
2019-05-31,34.71,8600000000.0,17657000000.0,9057000000.0,21554910000,2.5063848837209304
2019-06-03,33.78,8600000000.0,17657000000.0,9057000000.0,20977380000,2.4392302325581396
2019-06-04,34.09,8600000000.0,17657000000.0,9057000000.0,21169890000,2.4616151162790696
