date,close price,BAC_SHE,BAC_TA,BAC_TL,market cap,PB Ratio
1973-06-07,4.47,,,,9507690000.0,
1973-06-08,4.48,,,,9528960000.0,
1973-06-11,4.5,,,,9571500000.0,
1973-06-12,4.55,,,,9677850000.0,
1973-06-13,4.56,,,,9699120000.0,
1973-06-14,4.59,,,,9762930000.0,
1973-06-15,4.55,,,,9677850000.0,
1973-06-18,4.47,,,,9507690000.0,
1973-06-19,4.42,,,,9401340000.0,
1973-06-20,4.39,,,,9337530000.0,
1973-06-21,4.38,,,,9316260000.0,
1973-06-22,4.38,,,,9316260000.0,
1973-06-25,4.3,,,,9146100000.0,
1973-06-26,4.33,,,,9209910000.0,
1973-06-27,4.31,,,,9167370000.0,
1973-06-28,4.27,,,,9082290000.0,
1973-06-29,4.28,,,,9103560000.0,
1973-07-02,4.31,,,,9167370000.0,
1973-07-03,4.3,,,,9146100000.0,
1973-07-05,4.28,,,,9103560000.0,
1973-07-06,4.28,,,,9103560000.0,
1973-07-09,4.31,,,,9167370000.0,
1973-07-10,4.34,,,,9231180000.0,
1973-07-11,4.36,,,,9273720000.0,
1973-07-12,4.34,,,,9231180000.0,
1973-07-13,4.38,,,,9316260000.0,
1973-07-16,4.41,,,,9380070000.0,
1973-07-17,4.44,,,,9443880000.0,
1973-07-18,4.56,,,,9699120000.0,
1973-07-19,4.86,,,,10337220000.0,
1973-07-20,4.98,,,,10592460000.0,
1973-07-23,4.94,,,,10507380000.0,
1973-07-24,4.91,,,,10443570000.0,
1973-07-25,4.91,,,,10443570000.0,
1973-07-26,4.91,,,,10443570000.0,
1973-07-27,4.88,,,,10379760000.0,
1973-07-30,4.84,,,,10294680000.0,
1973-07-31,4.84,,,,10294680000.0,
1973-08-01,4.78,,,,10167060000.0,
1973-08-02,4.7,,,,9996900000.0,
1973-08-03,4.7,,,,9996900000.0,
1973-08-06,4.69,,,,9975630000.0,
1973-08-07,4.69,,,,9975630000.0,
1973-08-08,4.64,,,,9869280000.0,
1973-08-09,4.69,,,,9975630000.0,
1973-08-10,4.7,,,,9996900000.0,
1973-08-13,4.69,,,,9975630000.0,
1973-08-14,4.69,,,,9975630000.0,
1973-08-15,4.67,,,,9933090000.0,
1973-08-16,4.67,,,,9933090000.0,
1973-08-17,4.72,,,,10039440000.0,
1973-08-20,4.72,,,,10039440000.0,
1973-08-21,4.72,,,,10039440000.0,
1973-08-22,4.66,,,,9911820000.0,
1973-08-23,4.66,,,,9911820000.0,
1973-08-24,4.67,,,,9933090000.0,
1973-08-27,4.69,,,,9975630000.0,
1973-08-28,4.75,,,,10103250000.0,
1973-08-29,4.81,,,,10230870000.0,
1973-08-30,4.75,,,,10103250000.0,
1973-08-31,4.78,,,,10167060000.0,
1973-09-04,4.8,,,,10209600000.0,
1973-09-05,4.77,,,,10145790000.0,
1973-09-06,4.78,,,,10167060000.0,
1973-09-07,4.84,,,,10294680000.0,
1973-09-10,4.88,,,,10379760000.0,
1973-09-11,4.81,,,,10230870000.0,
1973-09-12,4.8,,,,10209600000.0,
1973-09-13,4.81,,,,10230870000.0,
1973-09-14,4.81,,,,10230870000.0,
1973-09-17,4.84,,,,10294680000.0,
1973-09-18,4.88,,,,10379760000.0,
1973-09-19,4.94,,,,10507380000.0,
1973-09-20,4.92,,,,10464840000.0,
1973-09-21,4.91,,,,10443570000.0,
1973-09-24,4.97,,,,10571190000.0,
1973-09-25,4.94,,,,10507380000.0,
1973-09-26,4.94,,,,10507380000.0,
1973-09-27,4.91,,,,10443570000.0,
1973-09-28,4.91,,,,10443570000.0,
1973-10-01,4.91,,,,10443570000.0,
1973-10-02,4.92,,,,10464840000.0,
1973-10-03,4.92,,,,10464840000.0,
1973-10-04,4.92,,,,10464840000.0,
1973-10-05,4.91,,,,10443570000.0,
1973-10-08,4.91,,,,10443570000.0,
1973-10-09,4.91,,,,10443570000.0,
1973-10-10,4.98,,,,10592460000.0,
1973-10-11,5.11,,,,10868970000.0,
1973-10-12,5.19,,,,11039130000.0,
1973-10-15,5.16,,,,10975320000.0,
1973-10-16,5.16,,,,10975320000.0,
1973-10-17,5.17,,,,10996590000.0,
1973-10-18,5.17,,,,10996590000.0,
1973-10-19,5.25,,,,11166750000.0,
1973-10-22,5.19,,,,11039130000.0,
1973-10-23,5.13,,,,10911510000.0,
1973-10-24,5.09,,,,10826430000.0,
1973-10-25,5.11,,,,10868970000.0,
1973-10-26,5.13,,,,10911510000.0,
1973-10-29,5.13,,,,10911510000.0,
1973-10-30,4.98,,,,10592460000.0,
1973-10-31,4.91,,,,10443570000.0,
1973-11-01,4.88,,,,10379760000.0,
1973-11-02,4.86,,,,10337220000.0,
1973-11-05,4.86,,,,10337220000.0,
1973-11-06,4.88,,,,10379760000.0,
1973-11-07,5.0,,,,10635000000.0,
1973-11-08,5.06,,,,10762620000.0,
1973-11-09,5.06,,,,10762620000.0,
1973-11-12,5.05,,,,10741350000.0,
1973-11-13,5.05,,,,10741350000.0,
1973-11-14,4.97,,,,10571190000.0,
1973-11-15,4.98,,,,10592460000.0,
1973-11-16,5.02,,,,10677540000.0,
1973-11-19,4.94,,,,10507380000.0,
1973-11-20,4.7,,,,9996900000.0,
1973-11-21,4.8,,,,10209600000.0,
1973-11-23,4.78,,,,10167060000.0,
1973-11-26,4.78,,,,10167060000.0,
1973-11-27,4.7,,,,9996900000.0,
1973-11-28,4.67,,,,9933090000.0,
1973-11-29,4.59,,,,9762930000.0,
1973-11-30,4.3,,,,9146100000.0,
1973-12-03,4.22,,,,8975940000.0,
1973-12-04,4.25,,,,9039750000.0,
1973-12-05,4.16,,,,8848320000.0,
1973-12-06,4.28,,,,9103560000.0,
1973-12-07,4.47,,,,9507690000.0,
1973-12-10,4.45,,,,9465150000.0,
1973-12-11,4.5,,,,9571500000.0,
1973-12-12,4.48,,,,9528960000.0,
1973-12-13,4.44,,,,9443880000.0,
1973-12-14,4.44,,,,9443880000.0,
1973-12-17,4.31,,,,9167370000.0,
1973-12-18,4.31,,,,9167370000.0,
1973-12-19,4.31,,,,9167370000.0,
1973-12-20,4.33,,,,9209910000.0,
1973-12-21,4.36,,,,9273720000.0,
1973-12-24,4.38,,,,9316260000.0,
1973-12-26,4.55,,,,9677850000.0,
1973-12-27,4.72,,,,10039440000.0,
1973-12-28,4.86,,,,10337220000.0,
1973-12-31,4.94,,,,10507380000.0,
1974-01-02,4.89,,,,10401030000.0,
1974-01-03,4.97,,,,10571190000.0,
1974-01-04,4.88,,,,10379760000.0,
1974-01-07,4.8,,,,10209600000.0,
1974-01-08,4.73,,,,10060710000.0,
1974-01-09,4.67,,,,9933090000.0,
1974-01-10,4.38,,,,9316260000.0,
1974-01-11,4.27,,,,9082290000.0,
1974-01-14,4.34,,,,9231180000.0,
1974-01-15,4.41,,,,9380070000.0,
1974-01-16,4.56,,,,9699120000.0,
1974-01-17,4.63,,,,9848010000.0,
1974-01-18,4.56,,,,9699120000.0,
1974-01-21,4.44,,,,9443880000.0,
1974-01-22,4.41,,,,9380070000.0,
1974-01-23,4.31,,,,9167370000.0,
1974-01-24,4.28,,,,9103560000.0,
1974-01-25,4.33,,,,9209910000.0,
1974-01-28,4.31,,,,9167370000.0,
1974-01-29,4.36,,,,9273720000.0,
1974-01-30,4.39,,,,9337530000.0,
1974-01-31,4.34,,,,9231180000.0,
1974-02-01,4.28,,,,9103560000.0,
1974-02-04,4.22,,,,8975940000.0,
1974-02-05,4.17,,,,8869590000.0,
1974-02-06,4.2,,,,8933400000.0,
1974-02-07,4.22,,,,8975940000.0,
1974-02-08,4.2,,,,8933400000.0,
1974-02-11,4.16,,,,8848320000.0,
1974-02-12,4.09,,,,8699430000.0,
1974-02-13,4.03,,,,8571810000.0,
1974-02-14,4.03,,,,8571810000.0,
1974-02-15,4.05,,,,8614350000.0,
1974-02-19,3.98,,,,8465460000.0,
1974-02-20,4.03,,,,8571810000.0,
1974-02-21,4.02,,,,8550540000.0,
1974-02-22,4.03,,,,8571810000.0,
1974-02-25,4.0,,,,8508000000.0,
1974-02-26,3.98,,,,8465460000.0,
1974-02-27,3.97,,,,8444190000.0,
1974-02-28,3.98,,,,8465460000.0,
1974-03-01,4.02,,,,8550540000.0,
1974-03-04,4.0,,,,8508000000.0,
1974-03-05,4.13,,,,8784510000.0,
1974-03-06,4.14,,,,8805780000.0,
1974-03-07,4.17,,,,8869590000.0,
1974-03-08,4.25,,,,9039750000.0,
1974-03-11,4.22,,,,8975940000.0,
1974-03-12,4.28,,,,9103560000.0,
1974-03-13,4.59,,,,9762930000.0,
1974-03-14,4.72,,,,10039440000.0,
1974-03-15,4.69,,,,9975630000.0,
1974-03-18,4.59,,,,9762930000.0,
1974-03-19,4.5,,,,9571500000.0,
1974-03-20,4.53,,,,9635310000.0,
1974-03-21,4.52,,,,9614040000.0,
1974-03-22,4.5,,,,9571500000.0,
1974-03-25,4.5,,,,9571500000.0,
1974-03-26,4.48,,,,9528960000.0,
1974-03-27,4.36,,,,9273720000.0,
1974-03-28,4.11,,,,8741970000.0,
1974-03-29,4.09,,,,8699430000.0,
1974-04-01,4.11,,,,8741970000.0,
1974-04-02,4.13,,,,8784510000.0,
1974-04-03,4.11,,,,8741970000.0,
1974-04-04,4.13,,,,8784510000.0,
1974-04-05,4.06,,,,8635620000.0,
1974-04-08,4.0,,,,8508000000.0,
1974-04-09,3.98,,,,8465460000.0,
1974-04-10,4.0,,,,8508000000.0,
1974-04-11,4.0,,,,8508000000.0,
1974-04-15,4.02,,,,8550540000.0,
1974-04-16,4.17,,,,8869590000.0,
1974-04-17,4.22,,,,8975940000.0,
1974-04-18,4.27,,,,9082290000.0,
1974-04-19,4.22,,,,8975940000.0,
1974-04-22,4.2,,,,8933400000.0,
1974-04-23,4.14,,,,8805780000.0,
1974-04-24,4.02,,,,8550540000.0,
1974-04-25,3.91,,,,8316570000.0,
1974-04-26,3.88,,,,8252760000.0,
1974-04-29,3.83,,,,8146410000.0,
1974-04-30,3.81,,,,8103870000.0,
1974-05-01,3.83,,,,8146410000.0,
1974-05-02,3.88,,,,8252760000.0,
1974-05-03,3.89,,,,8274030000.0,
1974-05-06,3.88,,,,8252760000.0,
1974-05-07,3.75,,,,7976250000.0,
1974-05-08,3.67,,,,7806090000.0,
1974-05-09,3.66,,,,7784820000.0,
1974-05-10,3.53,,,,7508310000.0,
1974-05-13,3.45,,,,7338150000.0,
1974-05-14,3.52,,,,7487040000.0,
1974-05-15,3.66,,,,7784820000.0,
1974-05-16,3.64,,,,7742280000.0,
1974-05-17,3.52,,,,7487040000.0,
1974-05-20,3.58,,,,7614660000.0,
1974-05-21,3.66,,,,7784820000.0,
1974-05-22,3.66,,,,7784820000.0,
1974-05-23,3.66,,,,7784820000.0,
1974-05-24,3.36,,,,7146720000.0,
1974-05-28,3.17,,,,6742590000.0,
1974-05-29,3.14,,,,6678780000.0,
1974-05-30,3.16,,,,6721320000.0,
1974-05-31,2.97,,,,6317190000.0,
1974-06-03,2.92,,,,6210840000.0,
1974-06-04,3.0,,,,6381000000.0,
1974-06-05,3.06,,,,6508620000.0,
1974-06-06,3.36,,,,7146720000.0,
1974-06-07,3.25,,,,6912750000.0,
1974-06-10,3.22,,,,6848940000.0,
1974-06-11,3.19,,,,6785130000.0,
1974-06-12,3.27,,,,6955290000.0,
1974-06-13,3.34,,,,7104180000.0,
1974-06-14,3.33,,,,7082910000.0,
1974-06-17,3.22,,,,6848940000.0,
1974-06-18,3.2,,,,6806400000.0,
1974-06-19,3.02,,,,6423540000.0,
1974-06-20,2.91,,,,6189570000.0,
1974-06-21,2.91,,,,6189570000.0,
1974-06-24,2.86,,,,6083220000.0,
1974-06-25,2.88,,,,6125760000.0,
1974-06-26,2.67,,,,5679090000.0,
1974-06-27,2.56,,,,5445120000.0,
1974-06-28,2.5,,,,5317500000.0,
1974-07-01,2.31,,,,4913370000.0,
1974-07-02,2.14,,,,4551780000.0,
1974-07-03,2.0,,,,4254000000.0,
1974-07-05,2.06,,,,4381620000.0,
1974-07-08,1.94,,,,4126380000.0,
1974-07-09,1.95,,,,4147650000.0,
1974-07-10,1.89,,,,4020030000.0,
1974-07-11,1.97,,,,4190190000.0,
1974-07-12,2.08,,,,4424160000.0,
1974-07-15,2.19,,,,4658130000.0,
1974-07-16,2.31,,,,4913370000.0,
1974-07-17,2.33,,,,4955910000.0,
1974-07-18,2.28,,,,4849560000.0,
1974-07-19,2.31,,,,4913370000.0,
1974-07-22,2.17,,,,4615590000.0,
1974-07-23,2.2,,,,4679400000.0,
1974-07-24,2.19,,,,4658130000.0,
1974-07-25,2.09,,,,4445430000.0,
1974-07-26,2.05,,,,4360350000.0,
1974-07-29,1.98,,,,4211460000.0,
1974-07-30,1.89,,,,4020030000.0,
1974-07-31,1.81,,,,3849870000.0,
1974-08-01,1.81,,,,3849870000.0,
1974-08-02,1.84,,,,3913680000.0,
1974-08-05,1.88,,,,3998760000.0,
1974-08-06,1.88,,,,3998760000.0,
1974-08-07,1.94,,,,4126380000.0,
1974-08-08,1.84,,,,3913680000.0,
1974-08-09,1.81,,,,3849870000.0,
1974-08-12,1.8,,,,3828600000.0,
1974-08-13,1.72,,,,3658440000.0,
1974-08-14,1.58,,,,3360660000.0,
1974-08-15,1.63,,,,3467010000.0,
1974-08-16,1.61,,,,3424470000.0,
1974-08-19,1.61,,,,3424470000.0,
1974-08-20,1.69,,,,3594630000.0,
1974-08-21,1.61,,,,3424470000.0,
1974-08-22,1.52,,,,3233040000.0,
1974-08-23,1.5,,,,3190500000.0,
1974-08-26,1.58,,,,3360660000.0,
1974-08-27,1.58,,,,3360660000.0,
1974-08-28,1.66,,,,3530820000.0,
1974-08-29,1.56,,,,3318120000.0,
1974-08-30,1.61,,,,3424470000.0,
1974-09-03,1.53,,,,3254310000.0,
1974-09-04,1.39,,,,2956530000.0,
1974-09-05,1.38,,,,2935260000.0,
1974-09-06,1.39,,,,2956530000.0,
1974-09-09,1.33,,,,2828910000.0,
1974-09-10,1.17,,,,2488590000.0,
1974-09-11,1.19,,,,2531130000.0,
1974-09-12,1.13,,,,2403510000.0,
1974-09-13,1.0,,,,2127000000.0,
1974-09-16,1.02,,,,2169540000.0,
1974-09-17,1.03,,,,2190810000.0,
1974-09-18,1.03,,,,2190810000.0,
1974-09-19,1.14,,,,2424780000.0,
1974-09-20,1.08,,,,2297160000.0,
1974-09-23,1.05,,,,2233350000.0,
1974-09-24,1.06,,,,2254620000.0,
1974-09-25,1.06,,,,2254620000.0,
1974-09-26,1.03,,,,2190810000.0,
1974-09-27,1.02,,,,2169540000.0,
1974-09-30,0.97,,,,2063190000.0,
1974-10-01,0.97,,,,2063190000.0,
1974-10-02,0.97,,,,2063190000.0,
1974-10-03,0.94,,,,1999380000.0,
1974-10-04,0.98,,,,2084460000.0,
1974-10-07,1.08,,,,2297160000.0,
1974-10-08,1.06,,,,2254620000.0,
1974-10-09,1.13,,,,2403510000.0,
1974-10-10,1.13,,,,2403510000.0,
1974-10-11,1.3,,,,2765100000.0,
1974-10-14,1.27,,,,2701290000.0,
1974-10-15,1.23,,,,2616210000.0,
1974-10-16,1.25,,,,2658750000.0,
1974-10-17,1.28,,,,2722560000.0,
1974-10-18,1.3,,,,2765100000.0,
1974-10-21,1.36,,,,2892720000.0,
1974-10-22,1.42,,,,3020340000.0,
1974-10-23,1.39,,,,2956530000.0,
1974-10-24,1.39,,,,2956530000.0,
1974-10-25,1.41,,,,2999070000.0,
1974-10-28,1.34,,,,2850180000.0,
1974-10-29,1.36,,,,2892720000.0,
1974-10-30,1.31,,,,2786370000.0,
1974-10-31,1.3,,,,2765100000.0,
1974-11-01,1.22,,,,2594940000.0,
1974-11-04,1.06,,,,2254620000.0,
1974-11-05,1.14,,,,2424780000.0,
1974-11-06,1.16,,,,2467320000.0,
1974-11-07,1.16,,,,2467320000.0,
1974-11-08,1.14,,,,2424780000.0,
1974-11-11,1.13,,,,2403510000.0,
1974-11-12,1.11,,,,2360970000.0,
1974-11-13,1.09,,,,2318430000.0,
1974-11-14,1.09,,,,2318430000.0,
1974-11-15,1.02,,,,2169540000.0,
1974-11-18,0.95,,,,2020650000.0,
1974-11-19,0.95,,,,2020650000.0,
1974-11-20,0.98,,,,2084460000.0,
1974-11-21,0.98,,,,2084460000.0,
1974-11-22,0.98,,,,2084460000.0,
1974-11-25,0.95,,,,2020650000.0,
1974-11-26,1.02,,,,2169540000.0,
1974-11-27,1.02,,,,2169540000.0,
1974-11-29,1.02,,,,2169540000.0,
1974-12-02,0.97,,,,2063190000.0,
1974-12-03,0.94,,,,1999380000.0,
1974-12-04,0.91,,,,1935570000.0,
1974-12-05,0.84,,,,1786680000.0,
1974-12-06,0.84,,,,1786680000.0,
1974-12-09,0.84,,,,1786680000.0,
1974-12-10,0.91,,,,1935570000.0,
1974-12-11,0.95,,,,2020650000.0,
1974-12-12,0.98,,,,2084460000.0,
1974-12-13,0.98,,,,2084460000.0,
1974-12-16,0.95,,,,2020650000.0,
1974-12-17,0.95,,,,2020650000.0,
1974-12-18,0.95,,,,2020650000.0,
1974-12-19,0.89,,,,1893030000.0,
1974-12-20,0.83,,,,1765410000.0,
1974-12-23,0.83,,,,1765410000.0,
1974-12-24,0.92,,,,1956840000.0,
1974-12-26,0.95,,,,2020650000.0,
1974-12-27,0.92,,,,1956840000.0,
1974-12-30,0.91,,,,1935570000.0,
1974-12-31,0.94,,,,1999380000.0,
1975-01-02,0.95,,,,2020650000.0,
1975-01-03,0.95,,,,2020650000.0,
1975-01-06,1.02,,,,2169540000.0,
1975-01-07,1.0,,,,2127000000.0,
1975-01-08,0.97,,,,2063190000.0,
1975-01-09,1.03,,,,2190810000.0,
1975-01-10,1.14,,,,2424780000.0,
1975-01-13,1.19,,,,2531130000.0,
1975-01-14,1.19,,,,2531130000.0,
1975-01-15,1.19,,,,2531130000.0,
1975-01-16,1.2,,,,2552400000.0,
1975-01-17,1.17,,,,2488590000.0,
1975-01-20,1.17,,,,2488590000.0,
1975-01-21,1.19,,,,2531130000.0,
1975-01-22,1.17,,,,2488590000.0,
1975-01-23,1.14,,,,2424780000.0,
1975-01-24,1.11,,,,2360970000.0,
1975-01-27,1.14,,,,2424780000.0,
1975-01-28,1.2,,,,2552400000.0,
1975-01-29,1.27,,,,2701290000.0,
1975-01-30,1.33,,,,2828910000.0,
1975-01-31,1.36,,,,2892720000.0,
1975-02-03,1.39,,,,2956530000.0,
1975-02-04,1.39,,,,2956530000.0,
1975-02-05,1.55,,,,3296850000.0,
1975-02-06,1.72,,,,3658440000.0,
1975-02-07,1.67,,,,3552090000.0,
1975-02-10,1.63,,,,3467010000.0,
1975-02-11,1.55,,,,3296850000.0,
1975-02-12,1.64,,,,3488280000.0,
1975-02-13,1.66,,,,3530820000.0,
1975-02-14,1.66,,,,3530820000.0,
1975-02-18,1.45,,,,3084150000.0,
1975-02-19,1.47,,,,3126690000.0,
1975-02-20,1.45,,,,3084150000.0,
1975-02-21,1.41,,,,2999070000.0,
1975-02-24,1.38,,,,2935260000.0,
1975-02-25,1.38,,,,2935260000.0,
1975-02-26,1.34,,,,2850180000.0,
1975-02-27,1.44,,,,3062880000.0,
1975-02-28,1.5,,,,3190500000.0,
1975-03-03,1.52,,,,3233040000.0,
1975-03-04,1.47,,,,3126690000.0,
1975-03-05,1.44,,,,3062880000.0,
1975-03-06,1.42,,,,3020340000.0,
1975-03-07,1.42,,,,3020340000.0,
1975-03-10,1.36,,,,2892720000.0,
1975-03-11,1.3,,,,2765100000.0,
1975-03-12,1.13,,,,2403510000.0,
1975-03-13,1.27,,,,2701290000.0,
1975-03-14,1.34,,,,2850180000.0,
1975-03-17,1.39,,,,2956530000.0,
1975-03-18,1.45,,,,3084150000.0,
1975-03-19,1.44,,,,3062880000.0,
1975-03-20,1.45,,,,3084150000.0,
1975-03-21,1.45,,,,3084150000.0,
1975-03-24,1.34,,,,2850180000.0,
1975-03-25,1.34,,,,2850180000.0,
1975-03-26,1.39,,,,2956530000.0,
1975-03-27,1.44,,,,3062880000.0,
1975-03-31,1.42,,,,3020340000.0,
1975-04-01,1.41,,,,2999070000.0,
1975-04-02,1.42,,,,3020340000.0,
1975-04-03,1.41,,,,2999070000.0,
1975-04-04,1.36,,,,2892720000.0,
1975-04-07,1.34,,,,2850180000.0,
1975-04-08,1.33,,,,2828910000.0,
1975-04-09,1.36,,,,2892720000.0,
1975-04-10,1.39,,,,2956530000.0,
1975-04-11,1.39,,,,2956530000.0,
1975-04-14,1.48,,,,3147960000.0,
1975-04-15,1.45,,,,3084150000.0,
1975-04-16,1.48,,,,3147960000.0,
1975-04-17,1.5,,,,3190500000.0,
1975-04-18,1.5,,,,3190500000.0,
1975-04-21,1.53,,,,3254310000.0,
1975-04-22,1.52,,,,3233040000.0,
1975-04-23,1.52,,,,3233040000.0,
1975-04-24,1.52,,,,3233040000.0,
1975-04-25,1.61,,,,3424470000.0,
1975-04-28,1.53,,,,3254310000.0,
1975-04-29,1.53,,,,3254310000.0,
1975-04-30,1.53,,,,3254310000.0,
1975-05-01,1.52,,,,3233040000.0,
1975-05-02,1.55,,,,3296850000.0,
1975-05-05,1.56,,,,3318120000.0,
1975-05-06,1.61,,,,3424470000.0,
1975-05-07,1.66,,,,3530820000.0,
1975-05-08,1.69,,,,3594630000.0,
1975-05-09,1.7,,,,3615900000.0,
1975-05-12,1.64,,,,3488280000.0,
1975-05-13,1.66,,,,3530820000.0,
1975-05-14,1.67,,,,3552090000.0,
1975-05-15,1.67,,,,3552090000.0,
1975-05-16,1.64,,,,3488280000.0,
1975-05-19,1.59,,,,3381930000.0,
1975-05-20,1.55,,,,3296850000.0,
1975-05-21,1.53,,,,3254310000.0,
1975-05-22,1.55,,,,3296850000.0,
1975-05-23,1.61,,,,3424470000.0,
1975-05-27,1.63,,,,3467010000.0,
1975-05-28,1.55,,,,3296850000.0,
1975-05-29,1.55,,,,3296850000.0,
1975-05-30,1.59,,,,3381930000.0,
1975-06-02,1.55,,,,3296850000.0,
1975-06-03,1.53,,,,3254310000.0,
1975-06-04,1.52,,,,3233040000.0,
1975-06-05,1.48,,,,3147960000.0,
1975-06-06,1.42,,,,3020340000.0,
1975-06-09,1.36,,,,2892720000.0,
1975-06-10,1.34,,,,2850180000.0,
1975-06-11,1.41,,,,2999070000.0,
1975-06-12,1.38,,,,2935260000.0,
1975-06-13,1.41,,,,2999070000.0,
1975-06-16,1.45,,,,3084150000.0,
1975-06-17,1.42,,,,3020340000.0,
1975-06-18,1.38,,,,2935260000.0,
1975-06-19,1.36,,,,2892720000.0,
1975-06-20,1.38,,,,2935260000.0,
1975-06-23,1.39,,,,2956530000.0,
1975-06-24,1.42,,,,3020340000.0,
1975-06-25,1.44,,,,3062880000.0,
1975-06-26,1.53,,,,3254310000.0,
1975-06-27,1.61,,,,3424470000.0,
1975-06-30,1.63,,,,3467010000.0,
1975-07-01,1.58,,,,3360660000.0,
1975-07-02,1.53,,,,3254310000.0,
1975-07-03,1.53,,,,3254310000.0,
1975-07-07,1.53,,,,3254310000.0,
1975-07-08,1.53,,,,3254310000.0,
1975-07-09,1.55,,,,3296850000.0,
1975-07-10,1.53,,,,3254310000.0,
1975-07-11,1.52,,,,3233040000.0,
1975-07-14,1.48,,,,3147960000.0,
1975-07-15,1.48,,,,3147960000.0,
1975-07-16,1.48,,,,3147960000.0,
1975-07-17,1.47,,,,3126690000.0,
1975-07-18,1.45,,,,3084150000.0,
1975-07-21,1.45,,,,3084150000.0,
1975-07-22,1.39,,,,2956530000.0,
1975-07-23,1.39,,,,2956530000.0,
1975-07-24,1.36,,,,2892720000.0,
1975-07-25,1.36,,,,2892720000.0,
1975-07-28,1.36,,,,2892720000.0,
1975-07-29,1.36,,,,2892720000.0,
1975-07-30,1.39,,,,2956530000.0,
1975-07-31,1.42,,,,3020340000.0,
1975-08-01,1.41,,,,2999070000.0,
1975-08-04,1.41,,,,2999070000.0,
1975-08-05,1.38,,,,2935260000.0,
1975-08-06,1.38,,,,2935260000.0,
1975-08-07,1.38,,,,2935260000.0,
1975-08-08,1.38,,,,2935260000.0,
1975-08-11,1.38,,,,2935260000.0,
1975-08-12,1.39,,,,2956530000.0,
1975-08-13,1.38,,,,2935260000.0,
1975-08-14,1.34,,,,2850180000.0,
1975-08-15,1.34,,,,2850180000.0,
1975-08-18,1.34,,,,2850180000.0,
1975-08-19,1.34,,,,2850180000.0,
1975-08-20,1.28,,,,2722560000.0,
