date,ROP,ROP_SHE,PB Ratio
2001-01-26,,270191000.0,
2001-01-31,602688800.0,270191000.0,2.2306027958000083
2001-02-01,588841120.0,270191000.0,2.1793513477502953
2001-02-02,579399520.0,270191000.0,2.144407178625491
2001-02-05,585064480.0,270191000.0,2.1653736801003736
2001-02-06,587582240.0,270191000.0,2.174692125200321
2001-02-07,588526400.0,270191000.0,2.1781865421128015
2001-02-08,579714240.0,270191000.0,2.1455719842629843
2001-02-09,580973120.0,270191000.0,2.150231206812958
2001-02-12,589785280.0,270191000.0,2.1828457646627757
2001-02-13,596394400.0,270191000.0,2.2073066830501387
2001-02-14,597968000.0,270191000.0,2.213130711237606
2001-02-15,596394400.0,270191000.0,2.2073066830501387
2001-02-16,576881760.0,270191000.0,2.135088733525543
2001-02-20,595764960.0,270191000.0,2.2049770717751516
2001-02-21,582232000.0,270191000.0,2.1548904293629323
2001-02-22,579399520.0,270191000.0,2.144407178625491
2001-02-23,586952800.0,270191000.0,2.1723625139253344
2001-02-26,597653280.0,270191000.0,2.2119659056001124
2001-02-27,602688800.0,270191000.0,2.2306027958000083
2001-02-28,610242080.0,270191000.0,2.2585581310998517
2001-03-01,571216800.0,270191000.0,2.1141222320506605
2001-03-02,569328480.0,283349000.0,2.009283533734017
2001-03-05,581602560.0,283349000.0,2.052601420862611
2001-03-06,588841120.0,283349000.0,2.0781478671179356
2001-03-07,589155840.0,283349000.0,2.0792585821725154
2001-03-08,594191360.0,283349000.0,2.0970300230457846
2001-03-09,590100000.0,283349000.0,2.082590727336253
2001-03-12,574364000.0,283349000.0,2.0270549746072866
2001-03-13,581287840.0,283349000.0,2.051490705808032
2001-03-14,573105120.0,283349000.0,2.022612114388969
2001-03-15,572790400.0,283349000.0,2.0215013993343898
2001-03-16,545095040.0,283349000.0,1.9237584745314082
2001-03-19,575308160.0,283349000.0,2.0303871197710244
2001-03-20,578455360.0,283349000.0,2.041494270316818
2001-03-21,552333600.0,283349000.0,1.949304920786733
2001-03-22,545724480.0,283349000.0,1.925979904640567
2001-03-23,557369120.0,283349000.0,1.9670763616600024
2001-03-26,550130560.0,283349000.0,1.9415299154046777
2001-03-27,564922400.0,283349000.0,1.9937335229699065
2001-03-28,566496000.0,283349000.0,1.999287098242803
2001-03-29,559572160.0,283349000.0,1.9748513670420578
2001-03-30,563348800.0,283349000.0,1.9881799476970097
2001-04-02,558942720.0,283349000.0,1.972629936932899
2001-04-03,535024000.0,283349000.0,1.8882155927848696
2001-04-04,541318400.0,283349000.0,1.9104298938764563
2001-04-05,565237120.0,283349000.0,1.9948442380244857
2001-04-06,545409760.0,283349000.0,1.9248691895859875
2001-04-09,559572160.0,283349000.0,1.9748513670420578
2001-04-10,579714240.0,283349000.0,2.045937130535135
2001-04-11,580658400.0,283349000.0,2.0492692756988733
2001-04-12,591044160.0,283349000.0,2.085922872499991
2001-04-16,600485760.0,283349000.0,2.1192443241373713
2001-04-17,616851200.0,283349000.0,2.1770015069754964
2001-04-18,633531360.0,283349000.0,2.2358694048682013
2001-04-19,649896800.0,283349000.0,2.293626587706327
2001-04-20,630698880.0,283349000.0,2.2258729693769874
2001-04-23,628495840.0,283349000.0,2.218097963994932
2001-04-24,637308000.0,283349000.0,2.2491979855231534
2001-04-25,646434880.0,283349000.0,2.281408722105954
2001-04-26,660912000.0,283349000.0,2.3325016146166035
2001-04-27,674130240.0,283349000.0,2.3791516469089355
2001-04-30,657764800.0,283349000.0,2.3213944640708104
2001-05-01,661240250.0,283349000.0,2.3336600799720486
2001-05-02,642757390.0,283349000.0,2.268430063278854
2001-05-03,665382960.0,283349000.0,2.348280600955006
2001-05-04,690876560.0,283349000.0,2.4382530377732055
2001-05-07,701074000.0,283349000.0,2.4742420125004854
2001-05-08,701392670.0,283349000.0,2.4753666679607127
2001-05-09,701392670.0,283349000.0,2.4753666679607127
2001-05-10,703942030.0,283349000.0,2.4843639116425327
2001-05-11,698843310.0,283349000.0,2.4663694242788927
2001-05-14,692788580.0,283349000.0,2.4450009705345703
2001-05-15,697249960.0,283349000.0,2.460746146977755
2001-05-16,707447400.0,283349000.0,2.496735121705035
2001-05-17,724974250.0,283349000.0,2.558591172017547
2001-05-18,654866850.0,283349000.0,2.311166970767499
2001-05-21,702667350.0,283349000.0,2.479865289801623
2001-05-22,685140500.0,283349000.0,2.4180092394891104
2001-05-23,679404440.0,283349000.0,2.397765441205016
2001-05-24,678767100.0,283349000.0,2.3955161302845607
2001-05-25,670800350.0,283349000.0,2.3673997437788734
2001-05-29,659646900.0,283349000.0,2.328036802670911
2001-05-30,644669410.0,283349000.0,2.275177996040219
2001-05-31,654548180.0,283349000.0,2.310042315307271
2001-06-01,661240250.0,283349000.0,2.3336600799720486
2001-06-04,673668380.0,283349000.0,2.3775216429209207
2001-06-05,691513900.0,283349000.0,2.4405023486936606
2001-06-06,689283210.0,283349000.0,2.432629760472068
2001-06-07,685140500.0,283349000.0,2.4180092394891104
2001-06-08,680360450.0,283349000.0,2.401139407585698
2001-06-11,689920550.0,283349000.0,2.434879071392523
2001-06-12,688008530.0,283349000.0,2.428131138631158
2001-06-13,685140500.0,296328000.0,2.312101792608191
2001-06-14,665064290.0,296328000.0,2.244351833103858
2001-06-15,651998820.0,296328000.0,2.200260589616911
2001-06-18,650086800.0,296328000.0,2.1938082125212603
2001-06-19,640526700.0,296328000.0,2.1615463270430064
2001-06-20,654229510.0,296328000.0,2.20778836289517
2001-06-21,661240250.0,296328000.0,2.2314470789125562
2001-06-22,661240250.0,296328000.0,2.2314470789125562
2001-06-25,630966600.0,296328000.0,2.1292844415647525
2001-06-26,632241280.0,296328000.0,2.1335860262951862
2001-06-27,655185520.0,296328000.0,2.2110145514429957
2001-06-28,672712370.0,296328000.0,2.2701613414864608
2001-06-29,665382960.0,296328000.0,2.2454272292864665
2001-07-02,657097540.0,296328000.0,2.2174669285386464
2001-07-03,650724140.0,296328000.0,2.195959004886477
2001-07-05,646900100.0,296328000.0,2.1830542506951756
2001-07-06,626186550.0,296328000.0,2.1131534988256258
2001-07-09,604516990.0,296328000.0,2.0400265584082504
2001-07-10,578067380.0,296328000.0,1.9507686752517481
2001-07-11,562452550.0,296328000.0,1.8980742623039335
2001-07-12,571375310.0,296328000.0,1.9281853554169703
2001-07-13,589539500.0,296328000.0,1.9894829378256527
2001-07-16,597506250.0,296328000.0,2.016367842390864
2001-07-17,621087830.0,296328000.0,2.0959471599038904
2001-07-18,610571720.0,296328000.0,2.060459085877811
2001-07-19,621406500.0,296328000.0,2.0970225560864986
2001-07-20,617901130.0,296328000.0,2.0851931980778056
2001-07-23,618219800.0,296328000.0,2.086268594260414
2001-07-24,604516990.0,296328000.0,2.0400265584082504
2001-07-25,604835660.0,296328000.0,2.0411019545908586
2001-07-26,594956890.0,296328000.0,2.0077646729299965
2001-07-27,594000880.0,296328000.0,2.004538484382171
2001-07-30,573606000.0,296328000.0,1.9357131286952296
2001-07-31,602923640.0,296328000.0,2.034649577495208
2001-08-01,621406500.0,296328000.0,2.0970225560864986
2001-08-02,620769160.0,296328000.0,2.0948717637212817
2001-08-03,629373250.0,296328000.0,2.12390746065171
2001-08-06,635746650.0,296328000.0,2.1454153843038797
2001-08-07,639570690.0,296328000.0,2.158320138495181
2001-08-08,659328230.0,296328000.0,2.2249947018169056
2001-08-09,661558920.0,296328000.0,2.232522475095165
2001-08-10,680360450.0,296328000.0,2.295970849869064
2001-08-13,682591140.0,296328000.0,2.3034986231473233
2001-08-14,677173750.0,296328000.0,2.2852168880429793
