date,TXN,TXN_SHE,PB Ratio
2002-11-12,,11092000000.0,
2002-12-31,25088142850.71,11092000000.0,2.2618231924549224
2003-01-02,26809714278.84,11092000000.0,2.417031579412189
2003-01-03,26960142850.23,11092000000.0,2.4305934773016586
2003-01-06,28481142849.84,11092000000.0,2.5677193337396322
2003-01-07,27578571421.5,11092000000.0,2.486347946402813
2003-01-08,26742857136.0,11092000000.0,2.411004069239091
2003-01-09,26508857136.059998,11092000000.0,2.389907783633249
2003-01-10,26826428564.550003,11092000000.0,2.4185384569554635
2003-01-13,26909999993.100002,11092000000.0,2.4260728446718356
2003-01-14,26943428564.52,11092000000.0,2.4290865997583846
2003-01-15,26592428564.61,11092000000.0,2.3974421713496215
2003-01-16,25188428564.97,11092000000.0,2.2708644577145694
2003-01-17,24319285708.050003,11092000000.0,2.192506825464299
2003-01-21,23650714279.65,11092000000.0,2.1322317237333213
2003-01-22,23817857136.75,11092000000.0,2.147300499166066
2003-01-23,26943428564.52,11092000000.0,2.4290865997583846
2003-01-24,26508857136.059998,11092000000.0,2.389907783633249
2003-01-27,25773428564.82,11092000000.0,2.323605171729174
2003-01-28,26742857136.0,11092000000.0,2.411004069239091
2003-01-29,27327857135.850002,11092000000.0,2.4637447832536967
2003-01-30,26174571421.86,11092000000.0,2.3597702327677608
2003-01-31,26575714278.9,11092000000.0,2.395935293806347
2003-02-03,26492142850.35,11092000000.0,2.3884009060899745
2003-02-04,25890428564.79,11092000000.0,2.334153314532095
2003-02-05,25890428564.79,11092000000.0,2.334153314532095
2003-02-06,25171714279.260002,11092000000.0,2.269357580171295
2003-02-07,25054714279.29,11092000000.0,2.258809437368374
2003-02-10,25154999993.550003,11092000000.0,2.2678507026280204
2003-02-11,25806857136.239998,11092000000.0,2.3266189268157227
2003-02-12,25489285707.75,11092000000.0,2.297988253493509
2003-02-13,24920999993.61,11092000000.0,2.2467544170221783
2003-02-14,25873714279.08,11092000000.0,2.332646436988821
2003-02-18,27143999993.039997,11092000000.0,2.4471691302776772
2003-02-19,27428142850.11,11092000000.0,2.472786048513343
2003-02-20,26726142850.29,11092000000.0,2.409497191695817
2003-02-21,26558999993.190002,11092000000.0,2.394428416263073
2003-02-24,26625857136.03,11092000000.0,2.40045592643617
2003-02-25,26792999993.13,11092000000.0,2.4155247018689145
2003-02-26,26324999993.25,11092000000.0,2.3733321306572304
2003-02-27,27244285707.300003,11092000000.0,2.4562103955373247
2003-02-28,27996428564.25,11092000000.0,2.5240198849846736
2003-03-03,27077142850.199997,10734000000.0,2.5225584917272217
2003-03-04,26742857136.0,10734000000.0,2.491415794298491
2003-03-05,27077142850.199997,10734000000.0,2.5225584917272217
2003-03-06,27494999992.949997,10734000000.0,2.5614868635131356
2003-03-07,27244285707.300003,10734000000.0,2.538129840441588
2003-03-10,26776285707.42,10734000000.0,2.494530064041364
2003-03-11,27361285707.27,10734000000.0,2.5490297845416436
2003-03-12,27896142849.99,10734000000.0,2.5988581004276132
2003-03-13,29935285706.61,10734000000.0,2.788828554742873
2003-03-14,29099571421.11,10734000000.0,2.7109718111710452
2003-03-17,30520285706.460003,10734000000.0,2.843328275243153
2003-03-18,30854571420.66,10734000000.0,2.8744709726718836
2003-03-19,30520285706.460003,10734000000.0,2.843328275243153
2003-03-20,30553714277.88,10734000000.0,2.846442544986026
2003-03-21,31205571420.570004,10734000000.0,2.907170804972052
2003-03-24,29634428563.83,10734000000.0,2.7608001270570153
2003-03-25,29918571420.899998,10734000000.0,2.7872714198714363
2003-03-26,29667857135.25,10734000000.0,2.7639143967998883
2003-03-27,29667857135.25,10734000000.0,2.7639143967998883
2003-03-28,29049428563.98,10734000000.0,2.7063004065567355
2003-03-31,27361285707.27,10734000000.0,2.5490297845416436
2003-04-01,27947999983.56,10734000000.0,2.603689210318614
2003-04-02,29885999982.42,10734000000.0,2.7842370022750136
2003-04-03,30174999982.25,10734000000.0,2.811160795812372
2003-04-04,28729999983.1,10734000000.0,2.676541828125582
2003-04-07,29239999982.8,10734000000.0,2.7240544049562136
2003-04-08,27862999983.61,10734000000.0,2.5957704475135084
2003-04-09,27607999983.76,10734000000.0,2.5720141590981926
2003-04-10,28100999983.47,10734000000.0,2.6179429833678034
2003-04-11,27590999983.77,10734000000.0,2.5704304065371715
2003-04-14,28797999983.06,10734000000.0,2.6828768383696664
2003-04-15,29273999982.78,10734000000.0,2.727221910078256
2003-04-16,32299999981.0,10734000000.0,3.009129865940004
2003-04-17,32979999980.6,10734000000.0,3.0724799683808457
2003-04-21,32928999980.63,10734000000.0,3.0677287106977826
2003-04-22,33846999980.09,10734000000.0,3.15325134899292
2003-04-23,33472999980.31,10734000000.0,3.1184087926504565
2003-04-24,32894999980.65,10734000000.0,3.0645612055757407
2003-04-25,31262999981.61,10729000000.0,2.9138782721232177
2003-04-28,31925999981.22,10729000000.0,2.9756734067685713
2003-04-29,32401999980.94,10729000000.0,3.0200391444626713
2003-04-30,31432999981.51,10729000000.0,2.9297231784425386
2003-05-01,31534999981.45,10729000000.0,2.939230122234132
2003-05-02,32792999980.71,10729000000.0,3.0564824289971106
2003-05-05,33132999980.51,10729000000.0,3.0881722416357533
2003-05-06,34339999979.8,10729000000.0,3.200671076502936
2003-05-07,32809999980.7,10729000000.0,3.058066919629043
2003-05-08,32078999981.13,10729000000.0,2.9899338224559604
2003-05-09,33999999980.0,10729000000.0,3.168981263864293
2003-05-12,33438999980.33,10729000000.0,3.1166930730105324
2003-05-13,33489999980.3,10729000000.0,3.1214465449063287
2003-05-14,33013999980.58,10729000000.0,3.0770808072122287
2003-05-15,33319999980.4,10729000000.0,3.1056016385870073
2003-05-16,33302999980.41,10729000000.0,3.104017147955075
2003-05-19,31908999981.23,10729000000.0,2.974088916136639
2003-05-20,31840999981.27,10729000000.0,2.9677509536089106
2003-05-21,31908999981.23,10729000000.0,2.974088916136639
2003-05-22,31670999981.37,10729000000.0,2.951906047289589
2003-05-23,31806999981.29,10729000000.0,2.964581972345046
2003-05-27,32775999980.72,10729000000.0,3.0548979383651784
2003-05-28,34288999979.83,10729000000.0,3.1959176046071396
2003-05-29,34407999979.759995,10729000000.0,3.2070090390306643
2003-05-30,34849999979.5,10729000000.0,3.2482057954609003
2003-06-02,34169999979.9,10729000000.0,3.1848261701836145
2003-06-03,35053999979.380005,10729000000.0,3.2672196830440865
2003-06-04,35869999978.9,10729000000.0,3.343275233376829
2003-06-05,35427999979.159996,10729000000.0,3.302078476946593
2003-06-06,35614999979.049995,10729000000.0,3.3195078738978467
2003-06-09,34373999979.78,10729000000.0,3.2038400577668003
2003-06-10,34662999979.61,10729000000.0,3.2307763985096467
2003-06-11,32061999981.14,10729000000.0,2.988349331824028
2003-06-12,31432999981.51,10729000000.0,2.9297231784425386
2003-06-13,30599999982.0,10729000000.0,2.8520831374778637
2003-06-16,31347999981.56,10729000000.0,2.9218007252828784
2003-06-17,31330999981.57,10729000000.0,2.920216234650946
2003-06-18,31619999981.4,10729000000.0,2.9471525753937926
2003-06-19,31942999981.21,10729000000.0,2.977257897400503
2003-06-20,31449999981.5,10729000000.0,2.9313076690744713
2003-06-23,30752999981.91,10729000000.0,2.8663435531652532
2003-06-24,30208999982.23,10729000000.0,2.8156398529434243
2003-06-25,29494999982.65,10729000000.0,2.7490912464022745
2003-06-26,30582999982.01,10729000000.0,2.8504986468459315
2003-06-27,30616999981.99,10729000000.0,2.853667628109796
2003-06-30,29919999982.4,10729000000.0,2.788703512200578
2003-07-01,30947948710.72,10729000000.0,2.8845138140292668
2003-07-02,32001794864.32,10729000000.0,2.9827378939621587
2003-07-03,31176282044.0,10729000000.0,2.9057956980147264
2003-07-07,33178589735.84,10729000000.0,3.0924214498872216
2003-07-08,33494743581.920002,10729000000.0,3.1218886738670895
2003-07-09,34232435889.44,10729000000.0,3.1906455298201135
2003-07-10,33038076915.359997,10729000000.0,3.079324905896169
2003-07-11,32950256402.56,10729000000.0,3.0711395659017615
2003-07-14,33582564094.72,10729000000.0,3.130074013861497
2003-07-15,34144615376.640003,10729000000.0,3.182460189825706
2003-07-16,33775769222.88,10729000000.0,3.148081761849194
2003-07-17,32054487172.0,10729000000.0,2.987649097958803
2003-07-18,32827307684.640003,10729000000.0,3.059680089909591
2003-07-21,31404615377.28,10729000000.0,2.9270775820001864
2003-07-22,33810897428.0,10729000000.0,3.151355897846957
2003-07-23,33881153838.239998,10729000000.0,3.157904169842483
2003-07-24,32967820505.12,10729000000.0,3.072776633900643
2003-07-25,33459615376.800003,10729000000.0,3.1186145378693264
2003-07-28,33670384607.520004,10942000000.0,3.0771691288174012
2003-07-29,32879999992.32,10942000000.0,3.004935111709011
2003-07-30,32844871787.199997,10942000000.0,3.001724710948638
2003-07-31,33143461530.72,10942000000.0,3.029013117411808
2003-08-01,33143461530.72,10942000000.0,3.029013117411808
2003-08-04,33020512812.800003,10942000000.0,3.017776714750503
2003-08-05,32124743582.239998,10942000000.0,2.935911495360994
2003-08-06,32054487172.0,10942000000.0,2.9294906938402487
2003-08-07,31984230761.760002,10942000000.0,2.923069892319503
2003-08-08,31703205120.800003,10942000000.0,2.89738668623652
2003-08-11,32458461530.88,10942000000.0,2.9664103025845368
2003-08-12,33178589735.84,10942000000.0,3.0322235181721804
2003-08-13,33933846145.920002,10942000000.0,3.1012471345201975
2003-08-14,35216025632.8,10942000000.0,3.2184267622738076
2003-08-15,35444358966.08,10942000000.0,3.2392943672162313
