date,close price,F_SHE,F_TA,F_TL,market cap,PB Ratio
,,23697000000.0,161208000000.0,137512000000.0,,
1972-06-01,2.15,23697000000.0,161208000000.0,137512000000.0,,
1972-06-02,2.15,23697000000.0,161208000000.0,137512000000.0,,
1972-06-05,2.15,23697000000.0,161208000000.0,137512000000.0,,
1972-06-06,2.12,23697000000.0,161208000000.0,137512000000.0,,
1972-06-07,2.11,23697000000.0,161208000000.0,137512000000.0,,
1972-06-08,2.1,23697000000.0,161208000000.0,137512000000.0,,
1972-06-09,2.08,23697000000.0,161208000000.0,137512000000.0,,
1972-06-12,2.08,23697000000.0,161208000000.0,137512000000.0,,
1972-06-13,2.1,23697000000.0,161208000000.0,137512000000.0,,
1972-06-14,2.13,23697000000.0,161208000000.0,137512000000.0,,
1972-06-15,2.12,23697000000.0,161208000000.0,137512000000.0,,
1972-06-16,2.13,23697000000.0,161208000000.0,137512000000.0,,
1972-06-19,2.12,23697000000.0,161208000000.0,137512000000.0,,
1972-06-20,2.13,23697000000.0,161208000000.0,137512000000.0,,
1972-06-21,2.11,23697000000.0,161208000000.0,137512000000.0,,
1972-06-22,2.1,23697000000.0,161208000000.0,137512000000.0,,
1972-06-23,2.09,23697000000.0,161208000000.0,137512000000.0,,
1972-06-26,2.08,23697000000.0,161208000000.0,137512000000.0,,
1972-06-27,2.1,23697000000.0,161208000000.0,137512000000.0,,
1972-06-28,2.1,23697000000.0,161208000000.0,137512000000.0,,
1972-06-29,2.09,23697000000.0,161208000000.0,137512000000.0,,
1972-06-30,2.07,23697000000.0,161208000000.0,137512000000.0,,
1972-07-03,2.06,23697000000.0,161208000000.0,137512000000.0,,
1972-07-05,2.05,23697000000.0,161208000000.0,137512000000.0,,
1972-07-06,2.08,23697000000.0,161208000000.0,137512000000.0,,
1972-07-07,2.07,23697000000.0,161208000000.0,137512000000.0,,
1972-07-10,2.04,23697000000.0,161208000000.0,137512000000.0,,
1972-07-11,2.03,23697000000.0,161208000000.0,137512000000.0,,
1972-07-12,2.02,23697000000.0,161208000000.0,137512000000.0,,
1972-07-13,2.02,23697000000.0,161208000000.0,137512000000.0,,
1972-07-14,2.01,23697000000.0,161208000000.0,137512000000.0,,
1972-07-17,2.01,23697000000.0,161208000000.0,137512000000.0,,
1972-07-18,2.03,23697000000.0,161208000000.0,137512000000.0,,
1972-07-19,2.04,23697000000.0,161208000000.0,137512000000.0,,
1972-07-20,2.02,23697000000.0,161208000000.0,137512000000.0,,
1972-07-21,2.04,23697000000.0,161208000000.0,137512000000.0,,
1972-07-24,2.1,23697000000.0,161208000000.0,137512000000.0,,
1972-07-25,2.09,23697000000.0,161208000000.0,137512000000.0,,
1972-07-26,2.08,23697000000.0,161208000000.0,137512000000.0,,
1972-07-27,2.08,23697000000.0,161208000000.0,137512000000.0,,
1972-07-28,2.1,23697000000.0,161208000000.0,137512000000.0,,
1972-07-31,2.1,23697000000.0,161208000000.0,137512000000.0,,
1972-08-01,2.1,23697000000.0,161208000000.0,137512000000.0,,
1972-08-02,2.12,23697000000.0,161208000000.0,137512000000.0,,
1972-08-03,2.16,23697000000.0,161208000000.0,137512000000.0,,
1972-08-04,2.17,23697000000.0,161208000000.0,137512000000.0,,
1972-08-07,2.17,23697000000.0,161208000000.0,137512000000.0,,
1972-08-08,2.17,23697000000.0,161208000000.0,137512000000.0,,
1972-08-09,2.13,23697000000.0,161208000000.0,137512000000.0,,
1972-08-10,2.14,23697000000.0,161208000000.0,137512000000.0,,
1972-08-11,2.15,23697000000.0,161208000000.0,137512000000.0,,
1972-08-14,2.17,23697000000.0,161208000000.0,137512000000.0,,
1972-08-15,2.15,23697000000.0,161208000000.0,137512000000.0,,
1972-08-16,2.09,23697000000.0,161208000000.0,137512000000.0,,
1972-08-17,2.13,23697000000.0,161208000000.0,137512000000.0,,
1972-08-18,2.13,23697000000.0,161208000000.0,137512000000.0,,
1972-08-21,2.14,23697000000.0,161208000000.0,137512000000.0,,
1972-08-22,2.17,23697000000.0,161208000000.0,137512000000.0,,
1972-08-23,2.25,23697000000.0,161208000000.0,137512000000.0,,
1972-08-24,2.22,23697000000.0,161208000000.0,137512000000.0,,
1972-08-25,2.19,23697000000.0,161208000000.0,137512000000.0,,
1972-08-28,2.19,23697000000.0,161208000000.0,137512000000.0,,
1972-08-29,2.16,23697000000.0,161208000000.0,137512000000.0,,
1972-08-30,2.14,23697000000.0,161208000000.0,137512000000.0,,
1972-08-31,2.19,23697000000.0,161208000000.0,137512000000.0,,
1972-09-01,2.19,23697000000.0,161208000000.0,137512000000.0,,
1972-09-05,2.16,23697000000.0,161208000000.0,137512000000.0,,
1972-09-06,2.14,23697000000.0,161208000000.0,137512000000.0,,
1972-09-07,2.15,23697000000.0,161208000000.0,137512000000.0,,
1972-09-08,2.15,23697000000.0,161208000000.0,137512000000.0,,
1972-09-11,2.14,23697000000.0,161208000000.0,137512000000.0,,
1972-09-12,2.12,23697000000.0,161208000000.0,137512000000.0,,
1972-09-13,2.13,23697000000.0,161208000000.0,137512000000.0,,
1972-09-14,2.12,23697000000.0,161208000000.0,137512000000.0,,
1972-09-15,2.13,23697000000.0,161208000000.0,137512000000.0,,
1972-09-18,2.12,23697000000.0,161208000000.0,137512000000.0,,
1972-09-19,2.12,23697000000.0,161208000000.0,137512000000.0,,
1972-09-20,2.1,23697000000.0,161208000000.0,137512000000.0,,
1972-09-21,2.05,23697000000.0,161208000000.0,137512000000.0,,
1972-09-22,2.07,23697000000.0,161208000000.0,137512000000.0,,
1972-09-25,2.07,23697000000.0,161208000000.0,137512000000.0,,
1972-09-26,2.08,23697000000.0,161208000000.0,137512000000.0,,
1972-09-27,2.12,23697000000.0,161208000000.0,137512000000.0,,
1972-09-28,2.15,23697000000.0,161208000000.0,137512000000.0,,
1972-09-29,2.16,23697000000.0,161208000000.0,137512000000.0,,
1972-10-02,2.17,23697000000.0,161208000000.0,137512000000.0,,
1972-10-03,2.13,23697000000.0,161208000000.0,137512000000.0,,
1972-10-04,2.13,23697000000.0,161208000000.0,137512000000.0,,
1972-10-05,2.12,23697000000.0,161208000000.0,137512000000.0,,
1972-10-06,2.12,23697000000.0,161208000000.0,137512000000.0,,
1972-10-09,2.12,23697000000.0,161208000000.0,137512000000.0,,
1972-10-10,2.14,23697000000.0,161208000000.0,137512000000.0,,
1972-10-11,2.14,23697000000.0,161208000000.0,137512000000.0,,
1972-10-12,2.12,23697000000.0,161208000000.0,137512000000.0,,
1972-10-13,2.09,23697000000.0,161208000000.0,137512000000.0,,
1972-10-16,2.08,23697000000.0,161208000000.0,137512000000.0,,
1972-10-17,2.07,23697000000.0,161208000000.0,137512000000.0,,
1972-10-18,2.08,23697000000.0,161208000000.0,137512000000.0,,
1972-10-19,2.06,23697000000.0,161208000000.0,137512000000.0,,
1972-10-20,2.1,23697000000.0,161208000000.0,137512000000.0,,
1972-10-23,2.1,23697000000.0,161208000000.0,137512000000.0,,
1972-10-24,2.14,23697000000.0,161208000000.0,137512000000.0,,
1972-10-25,2.12,23697000000.0,161208000000.0,137512000000.0,,
1972-10-26,2.13,23697000000.0,161208000000.0,137512000000.0,,
1972-10-27,2.15,23697000000.0,161208000000.0,137512000000.0,,
1972-10-30,2.14,23697000000.0,161208000000.0,137512000000.0,,
1972-10-31,2.15,23697000000.0,161208000000.0,137512000000.0,,
1972-11-01,2.2,23697000000.0,161208000000.0,137512000000.0,,
1972-11-02,2.26,23697000000.0,161208000000.0,137512000000.0,,
1972-11-03,2.34,23697000000.0,161208000000.0,137512000000.0,,
1972-11-06,2.36,23697000000.0,161208000000.0,137512000000.0,,
1972-11-08,2.35,23697000000.0,161208000000.0,137512000000.0,,
1972-11-09,2.4,23697000000.0,161208000000.0,137512000000.0,,
1972-11-10,2.43,23697000000.0,161208000000.0,137512000000.0,,
1972-11-13,2.4,23697000000.0,161208000000.0,137512000000.0,,
1972-11-14,2.45,23697000000.0,161208000000.0,137512000000.0,,
1972-11-15,2.43,23697000000.0,161208000000.0,137512000000.0,,
1972-11-16,2.47,23697000000.0,161208000000.0,137512000000.0,,
1972-11-17,2.53,23697000000.0,161208000000.0,137512000000.0,,
1972-11-20,2.53,23697000000.0,161208000000.0,137512000000.0,,
1972-11-21,2.55,23697000000.0,161208000000.0,137512000000.0,,
1972-11-22,2.54,23697000000.0,161208000000.0,137512000000.0,,
1972-11-24,2.51,23697000000.0,161208000000.0,137512000000.0,,
1972-11-27,2.47,23697000000.0,161208000000.0,137512000000.0,,
1972-11-28,2.43,23697000000.0,161208000000.0,137512000000.0,,
1972-11-29,2.42,23697000000.0,161208000000.0,137512000000.0,,
1972-11-30,2.45,23697000000.0,161208000000.0,137512000000.0,,
1972-12-01,2.46,23697000000.0,161208000000.0,137512000000.0,,
1972-12-04,2.47,23697000000.0,161208000000.0,137512000000.0,,
1972-12-05,2.52,23697000000.0,161208000000.0,137512000000.0,,
1972-12-06,2.53,23697000000.0,161208000000.0,137512000000.0,,
1972-12-07,2.54,23697000000.0,161208000000.0,137512000000.0,,
1972-12-08,2.51,23697000000.0,161208000000.0,137512000000.0,,
1972-12-11,2.54,23697000000.0,161208000000.0,137512000000.0,,
1972-12-12,2.52,23697000000.0,161208000000.0,137512000000.0,,
1972-12-13,2.51,23697000000.0,161208000000.0,137512000000.0,,
1972-12-14,2.52,23697000000.0,161208000000.0,137512000000.0,,
1972-12-15,2.48,23697000000.0,161208000000.0,137512000000.0,,
1972-12-18,2.4,23697000000.0,161208000000.0,137512000000.0,,
1972-12-19,2.41,23697000000.0,161208000000.0,137512000000.0,,
1972-12-20,2.4,23697000000.0,161208000000.0,137512000000.0,,
1972-12-21,2.4,23697000000.0,161208000000.0,137512000000.0,,
1972-12-22,2.45,23697000000.0,161208000000.0,137512000000.0,,
1972-12-26,2.51,23697000000.0,161208000000.0,137512000000.0,,
1972-12-27,2.56,23697000000.0,161208000000.0,137512000000.0,,
1972-12-29,2.58,23697000000.0,161208000000.0,137512000000.0,,
1973-01-02,2.56,23697000000.0,161208000000.0,137512000000.0,,
1973-01-03,2.53,23697000000.0,161208000000.0,137512000000.0,,
1973-01-04,2.6,23697000000.0,161208000000.0,137512000000.0,,
1973-01-05,2.6,23697000000.0,161208000000.0,137512000000.0,,
1973-01-08,2.62,23697000000.0,161208000000.0,137512000000.0,,
1973-01-09,2.6,23697000000.0,161208000000.0,137512000000.0,,
1973-01-10,2.57,23697000000.0,161208000000.0,137512000000.0,,
1973-01-11,2.61,23697000000.0,161208000000.0,137512000000.0,,
1973-01-12,2.55,23697000000.0,161208000000.0,137512000000.0,,
1973-01-15,2.54,23697000000.0,161208000000.0,137512000000.0,,
1973-01-16,2.52,23697000000.0,161208000000.0,137512000000.0,,
1973-01-17,2.53,23697000000.0,161208000000.0,137512000000.0,,
1973-01-18,2.48,23697000000.0,161208000000.0,137512000000.0,,
1973-01-19,2.47,23697000000.0,161208000000.0,137512000000.0,,
1973-01-22,2.45,23697000000.0,161208000000.0,137512000000.0,,
1973-01-23,2.43,23697000000.0,161208000000.0,137512000000.0,,
1973-01-24,2.41,23697000000.0,161208000000.0,137512000000.0,,
1973-01-26,2.41,23697000000.0,161208000000.0,137512000000.0,,
1973-01-29,2.4,23697000000.0,161208000000.0,137512000000.0,,
1973-01-30,2.4,23697000000.0,161208000000.0,137512000000.0,,
1973-01-31,2.41,23697000000.0,161208000000.0,137512000000.0,,
1973-02-01,2.29,23697000000.0,161208000000.0,137512000000.0,,
1973-02-02,2.29,23697000000.0,161208000000.0,137512000000.0,,
1973-02-05,2.27,23697000000.0,161208000000.0,137512000000.0,,
1973-02-06,2.26,23697000000.0,161208000000.0,137512000000.0,,
