date,close price,F_SHE,F_TA,F_TL,market cap,PB Ratio
1973-02-07,2.25,23697000000.0,161208000000.0,137512000000.0,,
1973-02-08,2.24,23697000000.0,161208000000.0,137512000000.0,,
1973-02-09,2.27,23697000000.0,161208000000.0,137512000000.0,,
1973-02-12,2.27,23697000000.0,161208000000.0,137512000000.0,,
1973-02-13,2.31,23697000000.0,161208000000.0,137512000000.0,,
1973-02-14,2.25,23697000000.0,161208000000.0,137512000000.0,,
1973-02-15,2.22,23697000000.0,161208000000.0,137512000000.0,,
1973-02-16,2.27,23697000000.0,161208000000.0,137512000000.0,,
1973-02-20,2.28,23697000000.0,161208000000.0,137512000000.0,,
1973-02-21,2.25,23697000000.0,161208000000.0,137512000000.0,,
1973-02-22,2.25,23697000000.0,161208000000.0,137512000000.0,,
1973-02-23,2.19,23697000000.0,161208000000.0,137512000000.0,,
1973-02-26,2.17,23697000000.0,161208000000.0,137512000000.0,,
1973-02-27,2.13,23697000000.0,161208000000.0,137512000000.0,,
1973-02-28,2.14,23697000000.0,161208000000.0,137512000000.0,,
1973-03-01,2.12,23697000000.0,161208000000.0,137512000000.0,,
1973-03-02,2.16,23697000000.0,161208000000.0,137512000000.0,,
1973-03-05,2.13,23697000000.0,161208000000.0,137512000000.0,,
1973-03-06,2.16,23697000000.0,161208000000.0,137512000000.0,,
1973-03-07,2.18,23697000000.0,161208000000.0,137512000000.0,,
1973-03-08,2.15,23697000000.0,161208000000.0,137512000000.0,,
1973-03-09,2.14,23697000000.0,161208000000.0,137512000000.0,,
1973-03-12,2.12,23697000000.0,161208000000.0,137512000000.0,,
1973-03-13,2.12,23697000000.0,161208000000.0,137512000000.0,,
1973-03-14,2.12,23697000000.0,161208000000.0,137512000000.0,,
1973-03-15,2.1,23697000000.0,161208000000.0,137512000000.0,,
1973-03-16,2.09,23697000000.0,161208000000.0,137512000000.0,,
1973-03-19,2.04,23697000000.0,161208000000.0,137512000000.0,,
1973-03-20,2.05,23697000000.0,161208000000.0,137512000000.0,,
1973-03-21,2.02,23697000000.0,161208000000.0,137512000000.0,,
1973-03-22,2.0,23697000000.0,161208000000.0,137512000000.0,,
1973-03-23,2.01,23697000000.0,161208000000.0,137512000000.0,,
1973-03-26,2.01,23697000000.0,161208000000.0,137512000000.0,,
1973-03-27,2.03,23697000000.0,161208000000.0,137512000000.0,,
1973-03-28,2.04,23697000000.0,161208000000.0,137512000000.0,,
1973-03-29,2.08,23697000000.0,161208000000.0,137512000000.0,,
1973-03-30,2.06,23697000000.0,161208000000.0,137512000000.0,,
1973-04-02,2.05,23697000000.0,161208000000.0,137512000000.0,,
1973-04-03,2.02,23697000000.0,161208000000.0,137512000000.0,,
1973-04-04,2.02,23697000000.0,161208000000.0,137512000000.0,,
1973-04-05,2.0,23697000000.0,161208000000.0,137512000000.0,,
1973-04-06,2.0,23697000000.0,161208000000.0,137512000000.0,,
1973-04-09,2.07,23697000000.0,161208000000.0,137512000000.0,,
1973-04-10,2.08,23697000000.0,161208000000.0,137512000000.0,,
1973-04-11,2.15,23697000000.0,161208000000.0,137512000000.0,,
1973-04-12,2.12,23697000000.0,161208000000.0,137512000000.0,,
1973-04-13,2.1,23697000000.0,161208000000.0,137512000000.0,,
1973-04-16,2.05,23697000000.0,161208000000.0,137512000000.0,,
1973-04-17,2.08,23697000000.0,161208000000.0,137512000000.0,,
1973-04-18,2.08,23697000000.0,161208000000.0,137512000000.0,,
1973-04-19,2.13,23697000000.0,161208000000.0,137512000000.0,,
1973-04-23,2.1,23697000000.0,161208000000.0,137512000000.0,,
1973-04-24,2.02,23697000000.0,161208000000.0,137512000000.0,,
1973-04-25,1.99,23697000000.0,161208000000.0,137512000000.0,,
1973-04-26,2.0,23697000000.0,161208000000.0,137512000000.0,,
1973-04-27,1.95,23697000000.0,161208000000.0,137512000000.0,,
1973-04-30,1.99,23697000000.0,161208000000.0,137512000000.0,,
1973-05-01,1.98,23697000000.0,161208000000.0,137512000000.0,,
1973-05-02,2.01,23697000000.0,161208000000.0,137512000000.0,,
1973-05-03,2.08,23697000000.0,161208000000.0,137512000000.0,,
1973-05-04,2.08,23697000000.0,161208000000.0,137512000000.0,,
1973-05-07,2.07,23697000000.0,161208000000.0,137512000000.0,,
1973-05-08,2.06,23697000000.0,161208000000.0,137512000000.0,,
1973-05-09,1.98,23697000000.0,161208000000.0,137512000000.0,,
1973-05-10,1.97,23697000000.0,161208000000.0,137512000000.0,,
1973-05-11,1.9,23697000000.0,161208000000.0,137512000000.0,,
1973-05-14,1.84,23697000000.0,161208000000.0,137512000000.0,,
1973-05-15,1.9,23697000000.0,161208000000.0,137512000000.0,,
1973-05-16,1.9,23697000000.0,161208000000.0,137512000000.0,,
1973-05-17,1.88,23697000000.0,161208000000.0,137512000000.0,,
1973-05-18,1.84,23697000000.0,161208000000.0,137512000000.0,,
1973-05-21,1.84,23697000000.0,161208000000.0,137512000000.0,,
1973-05-22,1.87,23697000000.0,161208000000.0,137512000000.0,,
1973-05-23,1.89,23697000000.0,161208000000.0,137512000000.0,,
1973-05-24,2.02,23697000000.0,161208000000.0,137512000000.0,,
1973-05-25,1.96,23697000000.0,161208000000.0,137512000000.0,,
1973-05-29,1.91,23697000000.0,161208000000.0,137512000000.0,,
1973-05-30,1.89,23697000000.0,161208000000.0,137512000000.0,,
1973-05-31,1.86,23697000000.0,161208000000.0,137512000000.0,,
1973-06-01,1.85,23697000000.0,161208000000.0,137512000000.0,,
1973-06-04,1.82,23697000000.0,161208000000.0,137512000000.0,,
1973-06-05,1.85,23697000000.0,161208000000.0,137512000000.0,,
1973-06-06,1.85,23697000000.0,161208000000.0,137512000000.0,,
1973-06-07,1.87,23697000000.0,161208000000.0,137512000000.0,,
1973-06-08,1.88,23697000000.0,161208000000.0,137512000000.0,,
1973-06-11,1.89,23697000000.0,161208000000.0,137512000000.0,,
1973-06-12,1.91,23697000000.0,161208000000.0,137512000000.0,,
1973-06-13,1.86,23697000000.0,161208000000.0,137512000000.0,,
1973-06-14,1.87,23697000000.0,161208000000.0,137512000000.0,,
1973-06-15,1.85,23697000000.0,161208000000.0,137512000000.0,,
1973-06-18,1.81,23697000000.0,161208000000.0,137512000000.0,,
1973-06-19,1.8,23697000000.0,161208000000.0,137512000000.0,,
1973-06-20,1.78,23697000000.0,161208000000.0,137512000000.0,,
1973-06-21,1.73,23697000000.0,161208000000.0,137512000000.0,,
1973-06-22,1.76,23697000000.0,161208000000.0,137512000000.0,,
1973-06-25,1.74,23697000000.0,161208000000.0,137512000000.0,,
1973-06-26,1.78,23697000000.0,161208000000.0,137512000000.0,,
1973-06-27,1.78,23697000000.0,161208000000.0,137512000000.0,,
1973-06-28,1.78,23697000000.0,161208000000.0,137512000000.0,,
1973-06-29,1.77,23697000000.0,161208000000.0,137512000000.0,,
1973-07-02,1.75,23697000000.0,161208000000.0,137512000000.0,,
1973-07-03,1.74,23697000000.0,161208000000.0,137512000000.0,,
1973-07-05,1.74,23697000000.0,161208000000.0,137512000000.0,,
1973-07-06,1.72,23697000000.0,161208000000.0,137512000000.0,,
1973-07-09,1.74,23697000000.0,161208000000.0,137512000000.0,,
1973-07-10,1.75,23697000000.0,161208000000.0,137512000000.0,,
1973-07-11,1.82,23697000000.0,161208000000.0,137512000000.0,,
1973-07-12,1.8,23697000000.0,161208000000.0,137512000000.0,,
1973-07-13,1.76,23697000000.0,161208000000.0,137512000000.0,,
1973-07-16,1.78,23697000000.0,161208000000.0,137512000000.0,,
1973-07-17,1.76,23697000000.0,161208000000.0,137512000000.0,,
1973-07-18,1.78,23697000000.0,161208000000.0,137512000000.0,,
1973-07-19,1.78,23697000000.0,161208000000.0,137512000000.0,,
1973-07-20,1.8,23697000000.0,161208000000.0,137512000000.0,,
1973-07-23,1.83,23697000000.0,161208000000.0,137512000000.0,,
1973-07-24,1.81,23697000000.0,161208000000.0,137512000000.0,,
1973-07-25,1.82,23697000000.0,161208000000.0,137512000000.0,,
1973-07-26,1.84,23697000000.0,161208000000.0,137512000000.0,,
1973-07-27,1.85,23697000000.0,161208000000.0,137512000000.0,,
1973-07-30,1.85,23697000000.0,161208000000.0,137512000000.0,,
1973-07-31,1.82,23697000000.0,161208000000.0,137512000000.0,,
1973-08-01,1.81,23697000000.0,161208000000.0,137512000000.0,,
1973-08-02,1.8,23697000000.0,161208000000.0,137512000000.0,,
1973-08-03,1.8,23697000000.0,161208000000.0,137512000000.0,,
1973-08-06,1.8,23697000000.0,161208000000.0,137512000000.0,,
1973-08-07,1.75,23697000000.0,161208000000.0,137512000000.0,,
1973-08-08,1.72,23697000000.0,161208000000.0,137512000000.0,,
1973-08-09,1.73,23697000000.0,161208000000.0,137512000000.0,,
1973-08-10,1.74,23697000000.0,161208000000.0,137512000000.0,,
1973-08-13,1.75,23697000000.0,161208000000.0,137512000000.0,,
1973-08-14,1.75,23697000000.0,161208000000.0,137512000000.0,,
1973-08-15,1.76,23697000000.0,161208000000.0,137512000000.0,,
1973-08-16,1.74,23697000000.0,161208000000.0,137512000000.0,,
1973-08-17,1.75,23697000000.0,161208000000.0,137512000000.0,,
1973-08-20,1.73,23697000000.0,161208000000.0,137512000000.0,,
1973-08-21,1.72,23697000000.0,161208000000.0,137512000000.0,,
1973-08-22,1.72,23697000000.0,161208000000.0,137512000000.0,,
1973-08-23,1.74,23697000000.0,161208000000.0,137512000000.0,,
1973-08-24,1.73,23697000000.0,161208000000.0,137512000000.0,,
1973-08-27,1.73,23697000000.0,161208000000.0,137512000000.0,,
1973-08-28,1.74,23697000000.0,161208000000.0,137512000000.0,,
1973-08-29,1.76,23697000000.0,161208000000.0,137512000000.0,,
1973-08-30,1.78,23697000000.0,161208000000.0,137512000000.0,,
1973-08-31,1.79,23697000000.0,161208000000.0,137512000000.0,,
1973-09-04,1.8,23697000000.0,161208000000.0,137512000000.0,,
1973-09-05,1.8,23697000000.0,161208000000.0,137512000000.0,,
1973-09-06,1.79,23697000000.0,161208000000.0,137512000000.0,,
1973-09-07,1.79,23697000000.0,161208000000.0,137512000000.0,,
1973-09-10,1.78,23697000000.0,161208000000.0,137512000000.0,,
1973-09-11,1.79,23697000000.0,161208000000.0,137512000000.0,,
1973-09-12,1.8,23697000000.0,161208000000.0,137512000000.0,,
1973-09-13,1.79,23697000000.0,161208000000.0,137512000000.0,,
1973-09-14,1.8,23697000000.0,161208000000.0,137512000000.0,,
1973-09-17,1.79,23697000000.0,161208000000.0,137512000000.0,,
1973-09-18,1.78,23697000000.0,161208000000.0,137512000000.0,,
1973-09-19,1.78,23697000000.0,161208000000.0,137512000000.0,,
1973-09-20,1.8,23697000000.0,161208000000.0,137512000000.0,,
1973-09-21,1.85,23697000000.0,161208000000.0,137512000000.0,,
1973-09-24,1.91,23697000000.0,161208000000.0,137512000000.0,,
1973-09-25,1.95,23697000000.0,161208000000.0,137512000000.0,,
1973-09-26,2.0,23697000000.0,161208000000.0,137512000000.0,,
1973-09-27,1.95,23697000000.0,161208000000.0,137512000000.0,,
1973-09-28,1.94,23697000000.0,161208000000.0,137512000000.0,,
1973-10-01,1.94,23697000000.0,161208000000.0,137512000000.0,,
1973-10-02,1.94,23697000000.0,161208000000.0,137512000000.0,,
1973-10-03,1.95,23697000000.0,161208000000.0,137512000000.0,,
1973-10-04,1.94,23697000000.0,161208000000.0,137512000000.0,,
1973-10-05,1.99,23697000000.0,161208000000.0,137512000000.0,,
1973-10-08,2.01,23697000000.0,161208000000.0,137512000000.0,,
1973-10-09,2.0,23697000000.0,161208000000.0,137512000000.0,,
1973-10-10,1.96,23697000000.0,161208000000.0,137512000000.0,,
1973-10-11,2.01,23697000000.0,161208000000.0,137512000000.0,,
1973-10-12,1.97,23697000000.0,161208000000.0,137512000000.0,,
1973-10-15,1.94,23697000000.0,161208000000.0,137512000000.0,,
1973-10-16,1.91,23697000000.0,161208000000.0,137512000000.0,,
1973-10-17,1.85,23697000000.0,161208000000.0,137512000000.0,,
1973-10-18,1.84,23697000000.0,161208000000.0,137512000000.0,,
1973-10-19,1.85,23697000000.0,161208000000.0,137512000000.0,,
1973-10-22,1.83,23697000000.0,161208000000.0,137512000000.0,,
1973-10-23,1.81,23697000000.0,161208000000.0,137512000000.0,,
1973-10-24,1.81,23697000000.0,161208000000.0,137512000000.0,,
1973-10-25,1.75,23697000000.0,161208000000.0,137512000000.0,,
1973-10-26,1.8,23697000000.0,161208000000.0,137512000000.0,,
1973-10-29,1.76,23697000000.0,161208000000.0,137512000000.0,,
1973-10-30,1.75,23697000000.0,161208000000.0,137512000000.0,,
1973-10-31,1.7,23697000000.0,161208000000.0,137512000000.0,,
1973-11-01,1.65,23697000000.0,161208000000.0,137512000000.0,,
1973-11-02,1.66,23697000000.0,161208000000.0,137512000000.0,,
1973-11-05,1.64,23697000000.0,161208000000.0,137512000000.0,,
1973-11-06,1.6,23697000000.0,161208000000.0,137512000000.0,,
1973-11-07,1.62,23697000000.0,161208000000.0,137512000000.0,,
1973-11-08,1.58,23697000000.0,161208000000.0,137512000000.0,,
1973-11-09,1.56,23697000000.0,161208000000.0,137512000000.0,,
1973-11-12,1.52,23697000000.0,161208000000.0,137512000000.0,,
1973-11-13,1.5,23697000000.0,161208000000.0,137512000000.0,,
1973-11-14,1.45,23697000000.0,161208000000.0,137512000000.0,,
1973-11-15,1.42,23697000000.0,161208000000.0,137512000000.0,,
1973-11-16,1.48,23697000000.0,161208000000.0,137512000000.0,,
1973-11-19,1.4,23697000000.0,161208000000.0,137512000000.0,,
1973-11-20,1.41,23697000000.0,161208000000.0,137512000000.0,,
1973-11-21,1.44,23697000000.0,161208000000.0,137512000000.0,,
1973-11-23,1.46,23697000000.0,161208000000.0,137512000000.0,,
1973-11-26,1.43,23697000000.0,161208000000.0,137512000000.0,,
1973-11-27,1.43,23697000000.0,161208000000.0,137512000000.0,,
1973-11-28,1.44,23697000000.0,161208000000.0,137512000000.0,,
1973-11-29,1.42,23697000000.0,161208000000.0,137512000000.0,,
1973-11-30,1.37,23697000000.0,161208000000.0,137512000000.0,,
1973-12-03,1.32,23697000000.0,161208000000.0,137512000000.0,,
1973-12-04,1.33,23697000000.0,161208000000.0,137512000000.0,,
1973-12-05,1.27,23697000000.0,161208000000.0,137512000000.0,,
1973-12-06,1.36,23697000000.0,161208000000.0,137512000000.0,,
1973-12-07,1.39,23697000000.0,161208000000.0,137512000000.0,,
1973-12-10,1.39,23697000000.0,161208000000.0,137512000000.0,,
1973-12-11,1.38,23697000000.0,161208000000.0,137512000000.0,,
1973-12-12,1.33,23697000000.0,161208000000.0,137512000000.0,,
1973-12-13,1.32,23697000000.0,161208000000.0,137512000000.0,,
1973-12-14,1.36,23697000000.0,161208000000.0,137512000000.0,,
1973-12-17,1.34,23697000000.0,161208000000.0,137512000000.0,,
1973-12-18,1.33,23697000000.0,161208000000.0,137512000000.0,,
1973-12-19,1.34,23697000000.0,161208000000.0,137512000000.0,,
1973-12-20,1.34,23697000000.0,161208000000.0,137512000000.0,,
1973-12-21,1.32,23697000000.0,161208000000.0,137512000000.0,,
1973-12-24,1.29,23697000000.0,161208000000.0,137512000000.0,,
1973-12-26,1.34,23697000000.0,161208000000.0,137512000000.0,,
1973-12-27,1.37,23697000000.0,161208000000.0,137512000000.0,,
1973-12-28,1.33,23697000000.0,161208000000.0,137512000000.0,,
1973-12-31,1.31,23697000000.0,161208000000.0,137512000000.0,,
1974-01-02,1.31,23697000000.0,161208000000.0,137512000000.0,,
1974-01-03,1.33,23697000000.0,161208000000.0,137512000000.0,,
1974-01-04,1.32,23697000000.0,161208000000.0,137512000000.0,,
1974-01-07,1.31,23697000000.0,161208000000.0,137512000000.0,,
1974-01-08,1.3,23697000000.0,161208000000.0,137512000000.0,,
1974-01-09,1.29,23697000000.0,161208000000.0,137512000000.0,,
1974-01-10,1.29,23697000000.0,161208000000.0,137512000000.0,,
1974-01-11,1.34,23697000000.0,161208000000.0,137512000000.0,,
1974-01-14,1.35,23697000000.0,161208000000.0,137512000000.0,,
1974-01-15,1.37,23697000000.0,161208000000.0,137512000000.0,,
1974-01-16,1.42,23697000000.0,161208000000.0,137512000000.0,,
