date,TMUS,TMUS_SHE,PB Ratio
2006-05-12,,84888000.0,
2007-03-30,,413245000.0,
2007-04-09,,427689000.0,
2007-04-19,12927215277.199999,427689000.0,30.225737106168264
2007-04-20,13469780881.9,427689000.0,31.49433556135416
2007-04-23,13564140117.5,427689000.0,31.71496137964736
2007-04-24,13776448397.6,427689000.0,32.21136947080706
2007-04-25,13498088652.58,427689000.0,31.56052330684212
2007-04-26,13304652219.6,427689000.0,31.108240379341066
2007-04-27,13399011455.199999,427689000.0,31.32886619763426
2007-04-30,13233882792.9,427689000.0,30.94277101562116
2007-05-01,13163113366.199999,427689000.0,30.77730165190126
2007-05-02,13285780372.48,427689000.0,31.064115215682424
2007-05-03,13516960499.699999,427689000.0,31.60464847050076
2007-05-04,13587729926.4,427689000.0,31.77011783422066
2007-05-07,13715114894.460001,427689000.0,32.06796268891648
2007-05-08,13823628015.4,427689000.0,32.32168237995366
2007-05-09,14554912091.300001,427689000.0,34.03153247172595
2007-05-10,14347321772.98,427689000.0,33.54615567148091
2007-05-11,14583219861.98,427689000.0,34.09772021721391
2007-05-14,15059734001.76,427689000.0,35.211880599594565
2007-05-15,16140147249.380001,445923000.0,36.1949198614559
2007-05-16,16210916676.08,445923000.0,36.35362310551373
2007-05-17,17173380879.199999,445923000.0,38.51198722470023
2007-05-18,17258304191.239998,445923000.0,38.70243111756962
2007-05-21,16295839988.119999,445923000.0,36.54406699838313
2007-05-22,15904249160.380001,445923000.0,35.6659090479298
2007-05-23,15842915657.24,445923000.0,35.528366236413014
2007-05-24,16008044319.539999,445923000.0,35.89867380588128
2007-05-25,16517584191.779999,445923000.0,37.041337163097666
2007-05-29,15993890434.199999,445923000.0,35.86693315706972
2007-05-30,16899739095.960001,445923000.0,37.89833468100995
2007-05-31,16824251707.479998,445923000.0,37.72905122068159
2007-06-01,17263022153.02,445923000.0,38.71301133384015
2007-06-04,17305483809.04,445923000.0,38.80823328027485
2007-06-05,16635533236.279999,445923000.0,37.305842569860715
2007-06-06,15989172472.42,445923000.0,35.8563529407992
2007-06-07,15347529670.34,445923000.0,34.4174435280082
2007-06-08,15356965593.899998,445923000.0,34.43860396054924
2007-06-11,15932556931.060001,445923000.0,35.729390345552936
2007-06-12,15625889415.359999,445923000.0,35.041676287969
2007-06-13,15941992854.619999,445923000.0,35.750550778093974
2007-06-14,15536248141.539999,445923000.0,34.840652178829075
2007-06-15,16795943936.800001,445923000.0,37.66556992305847
2007-06-18,16805379860.359999,445923000.0,37.68673035559951
2007-06-19,16036352090.220001,445923000.0,35.96215510350442
2007-06-20,15399427249.92,445923000.0,34.53382590698394
2007-06-21,15861787504.359999,445923000.0,35.570687101495096
2007-06-22,15960864701.74,445923000.0,35.79287164317606
2007-06-25,16512866230.0,445923000.0,37.03075694682714
2007-06-26,16399635147.279999,445923000.0,36.77683175633461
