date,close price,CPB_SHE,CPB_TA,CPB_TL,market cap,PB Ratio
,,1778000000.0,3932000000.0,2154000000.0,,
1989-09-19,11.91,1778000000.0,3932000000.0,2154000000.0,,
1989-09-20,12.0,1778000000.0,3932000000.0,2154000000.0,,
1989-09-21,11.91,1778000000.0,3932000000.0,2154000000.0,,
1989-09-22,11.84,1778000000.0,3932000000.0,2154000000.0,,
1989-09-25,11.59,1778000000.0,3932000000.0,2154000000.0,,
1989-09-26,11.72,1778000000.0,3932000000.0,2154000000.0,,
1989-09-27,11.59,1778000000.0,3932000000.0,2154000000.0,,
1989-09-28,11.63,1778000000.0,3932000000.0,2154000000.0,,
1989-09-29,12.06,1778000000.0,3932000000.0,2154000000.0,,
1989-10-02,12.09,1778000000.0,3932000000.0,2154000000.0,,
1989-10-03,12.28,1778000000.0,3932000000.0,2154000000.0,,
1989-10-04,12.34,1778000000.0,3932000000.0,2154000000.0,,
1989-10-05,12.38,1778000000.0,3932000000.0,2154000000.0,,
1989-10-06,12.59,1778000000.0,3932000000.0,2154000000.0,,
1989-10-09,12.78,1778000000.0,3932000000.0,2154000000.0,,
1989-10-10,12.5,1778000000.0,3932000000.0,2154000000.0,,
1989-10-11,12.38,1778000000.0,3932000000.0,2154000000.0,,
1989-10-12,12.22,1778000000.0,3932000000.0,2154000000.0,,
1989-10-13,10.88,1778000000.0,3932000000.0,2154000000.0,,
1989-10-16,11.56,1778000000.0,3932000000.0,2154000000.0,,
1989-10-17,11.56,1778000000.0,3932000000.0,2154000000.0,,
1989-10-18,11.5,1778000000.0,3932000000.0,2154000000.0,,
1989-10-19,11.47,1778000000.0,3932000000.0,2154000000.0,,
1989-10-20,11.56,1778000000.0,3932000000.0,2154000000.0,,
1989-10-23,11.47,1778000000.0,3932000000.0,2154000000.0,,
1989-10-24,11.34,1778000000.0,3932000000.0,2154000000.0,,
1989-10-25,11.19,1778000000.0,3932000000.0,2154000000.0,,
1989-10-26,10.84,1778000000.0,3932000000.0,2154000000.0,,
1989-10-27,10.69,1778000000.0,3932000000.0,2154000000.0,,
1989-10-30,10.81,1778000000.0,3932000000.0,2154000000.0,,
1989-10-31,10.94,1778000000.0,3932000000.0,2154000000.0,,
1989-11-01,11.78,1778000000.0,3932000000.0,2154000000.0,,
1989-11-02,11.91,1778000000.0,3932000000.0,2154000000.0,,
1989-11-03,11.59,1778000000.0,3932000000.0,2154000000.0,,
1989-11-06,11.25,1778000000.0,3932000000.0,2154000000.0,,
1989-11-07,11.31,1778000000.0,3932000000.0,2154000000.0,,
1989-11-08,11.38,1778000000.0,3932000000.0,2154000000.0,,
1989-11-09,11.19,1778000000.0,3932000000.0,2154000000.0,,
1989-11-10,11.31,1778000000.0,3932000000.0,2154000000.0,,
1989-11-13,11.38,1778000000.0,3932000000.0,2154000000.0,,
1989-11-14,11.31,1778000000.0,3932000000.0,2154000000.0,,
1989-11-15,12.47,1778000000.0,3932000000.0,2154000000.0,,
1989-11-16,12.69,1778000000.0,3932000000.0,2154000000.0,,
1989-11-17,12.22,1778000000.0,3932000000.0,2154000000.0,,
1989-11-20,11.97,1778000000.0,3932000000.0,2154000000.0,,
1989-11-21,11.81,1778000000.0,3932000000.0,2154000000.0,,
1989-11-22,11.91,1778000000.0,3932000000.0,2154000000.0,,
1989-11-24,12.09,1778000000.0,3932000000.0,2154000000.0,,
1989-11-27,12.16,1778000000.0,3932000000.0,2154000000.0,,
1989-11-28,12.19,1778000000.0,3932000000.0,2154000000.0,,
1989-11-29,12.09,1778000000.0,3932000000.0,2154000000.0,,
1989-11-30,12.5,1778000000.0,3932000000.0,2154000000.0,,
1989-12-01,12.5,1778000000.0,3932000000.0,2154000000.0,,
1989-12-04,13.03,1778000000.0,3932000000.0,2154000000.0,,
1989-12-05,12.75,1778000000.0,3932000000.0,2154000000.0,,
1989-12-06,12.59,1778000000.0,3932000000.0,2154000000.0,,
1989-12-07,12.44,1778000000.0,3932000000.0,2154000000.0,,
1989-12-08,12.47,1778000000.0,3932000000.0,2154000000.0,,
1989-12-11,12.72,1778000000.0,3932000000.0,2154000000.0,,
1989-12-12,12.63,1778000000.0,3932000000.0,2154000000.0,,
1989-12-13,12.5,1778000000.0,3932000000.0,2154000000.0,,
1989-12-14,12.41,1778000000.0,3932000000.0,2154000000.0,,
1989-12-15,12.34,1778000000.0,3932000000.0,2154000000.0,,
1989-12-18,12.44,1778000000.0,3932000000.0,2154000000.0,,
1989-12-19,13.63,1778000000.0,3932000000.0,2154000000.0,,
1989-12-20,13.47,1778000000.0,3932000000.0,2154000000.0,,
1989-12-21,14.19,1778000000.0,3932000000.0,2154000000.0,,
1989-12-22,13.25,1778000000.0,3932000000.0,2154000000.0,,
1989-12-26,13.25,1778000000.0,3932000000.0,2154000000.0,,
1989-12-27,13.25,1778000000.0,3932000000.0,2154000000.0,,
1989-12-28,14.34,1778000000.0,3932000000.0,2154000000.0,,
1989-12-29,14.66,1778000000.0,3932000000.0,2154000000.0,,
1990-01-02,13.81,1778000000.0,3932000000.0,2154000000.0,,
1990-01-03,13.56,1778000000.0,3932000000.0,2154000000.0,,
1990-01-04,13.31,1778000000.0,3932000000.0,2154000000.0,,
1990-01-05,12.91,1778000000.0,3932000000.0,2154000000.0,,
1990-01-08,12.69,1778000000.0,3932000000.0,2154000000.0,,
1990-01-09,12.66,1778000000.0,3932000000.0,2154000000.0,,
1990-01-10,12.53,1778000000.0,3932000000.0,2154000000.0,,
1990-01-11,12.47,1778000000.0,3932000000.0,2154000000.0,,
1990-01-12,12.31,1778000000.0,3932000000.0,2154000000.0,,
1990-01-15,12.56,1778000000.0,3932000000.0,2154000000.0,,
1990-01-16,12.44,1778000000.0,3932000000.0,2154000000.0,,
1990-01-17,12.28,1778000000.0,3932000000.0,2154000000.0,,
1990-01-18,12.28,1778000000.0,3932000000.0,2154000000.0,,
1990-01-19,12.28,1778000000.0,3932000000.0,2154000000.0,,
1990-01-22,11.75,1778000000.0,3932000000.0,2154000000.0,,
1990-01-23,12.13,1778000000.0,3932000000.0,2154000000.0,,
1990-01-24,12.63,1778000000.0,3932000000.0,2154000000.0,,
1990-01-25,11.94,1778000000.0,3932000000.0,2154000000.0,,
1990-01-26,11.94,1778000000.0,3932000000.0,2154000000.0,,
1990-01-29,11.72,1778000000.0,3932000000.0,2154000000.0,,
1990-01-30,11.59,1778000000.0,3932000000.0,2154000000.0,,
1990-01-31,11.91,1778000000.0,3932000000.0,2154000000.0,,
1990-02-01,11.75,1778000000.0,3932000000.0,2154000000.0,,
1990-02-02,12.06,1778000000.0,3932000000.0,2154000000.0,,
1990-02-05,12.16,1778000000.0,3932000000.0,2154000000.0,,
1990-02-06,11.94,1778000000.0,3932000000.0,2154000000.0,,
1990-02-07,12.25,1778000000.0,3932000000.0,2154000000.0,,
1990-02-08,12.09,1778000000.0,3932000000.0,2154000000.0,,
1990-02-09,11.84,1778000000.0,3932000000.0,2154000000.0,,
1990-02-12,11.75,1778000000.0,3932000000.0,2154000000.0,,
1990-02-13,11.88,1778000000.0,3932000000.0,2154000000.0,,
1990-02-14,11.81,1778000000.0,3932000000.0,2154000000.0,,
1990-02-15,11.84,1778000000.0,3932000000.0,2154000000.0,,
1990-02-16,11.72,1778000000.0,3932000000.0,2154000000.0,,
1990-02-20,11.56,1778000000.0,3932000000.0,2154000000.0,,
1990-02-21,11.44,1778000000.0,3932000000.0,2154000000.0,,
1990-02-22,11.53,1778000000.0,3932000000.0,2154000000.0,,
1990-02-23,11.66,1778000000.0,3932000000.0,2154000000.0,,
1990-02-26,11.66,1778000000.0,3932000000.0,2154000000.0,,
1990-02-27,11.88,1778000000.0,3932000000.0,2154000000.0,,
1990-02-28,11.84,1778000000.0,3932000000.0,2154000000.0,,
1990-03-01,12.06,1778000000.0,3932000000.0,2154000000.0,,
1990-03-02,12.16,1778000000.0,3932000000.0,2154000000.0,,
1990-03-05,12.13,1778000000.0,3932000000.0,2154000000.0,,
1990-03-06,12.31,1778000000.0,3932000000.0,2154000000.0,,
1990-03-07,12.19,1778000000.0,3932000000.0,2154000000.0,,
1990-03-08,12.16,1778000000.0,3932000000.0,2154000000.0,,
1990-03-09,12.22,1778000000.0,3932000000.0,2154000000.0,,
1990-03-12,12.31,1778000000.0,3932000000.0,2154000000.0,,
1990-03-13,12.19,1778000000.0,3932000000.0,2154000000.0,,
1990-03-14,12.19,1778000000.0,3932000000.0,2154000000.0,,
1990-03-15,12.13,1778000000.0,3932000000.0,2154000000.0,,
1990-03-16,12.34,1778000000.0,3932000000.0,2154000000.0,,
1990-03-19,12.59,1778000000.0,3932000000.0,2154000000.0,,
1990-03-20,12.75,1778000000.0,3932000000.0,2154000000.0,,
1990-03-21,12.78,1778000000.0,3932000000.0,2154000000.0,,
